I
1050 Generated by WorldEditor 2.2.0r2

1    213 1 0 EGPD Aberdeen Dyce
120 Linear Feature 34
111  57.20033954 -002.20916583 51
112  57.20032743 -002.20899262  57.20030128 -002.20894181
111  57.20032743 -002.20899262 51
115  57.20021222 -002.20878575
120 Linear Feature 38
112  57.20187140 -002.20933966  57.20188770 -002.20920233 51
111  57.20197323 -002.20920224 51
112  57.20205841 -002.20904804  57.20206987 -002.20889320
111  57.20205841 -002.20904804 51
111  57.20205723 -002.20874389 51
111  57.20205695 -002.20867413
112  57.20205695 -002.20867413  57.20205355 -002.20859835 51
115  57.20200095 -002.20857399
120 Linear Feature 29
111  57.20141981 -002.20967803 51
112  57.20146551 -002.20955972  57.20146694 -002.20947608
111  57.20146551 -002.20955972
112  57.20146551 -002.20955972  57.20146566 -002.20943196 51
116  57.20165423 -002.20907621  57.20181512 -002.20897221
120 Linear Feature 28
111  57.20088944 -002.20869800 51
112  57.20091822 -002.20877001  57.20092064 -002.20882181
111  57.20091822 -002.20877001
112  57.20091822 -002.20877001  57.20092750 -002.20894101 51
111  57.20098244 -002.20904495 51
111  57.20120685 -002.20943794
112  57.20120685 -002.20943794  57.20122533 -002.20947054 51
112  57.20126771 -002.20961887  57.20128282 -002.20970351
111  57.20126771 -002.20961887
112  57.20126771 -002.20961887  57.20128109 -002.20970214 51
115  57.20132257 -002.20971096
120 Linear Feature 27
112  57.20087122 -002.20982071  57.20081137 -002.20979928 51 101
116  57.20079656 -002.20957917  57.20082423 -002.20944925
120 Linear Feature 26
111  57.20148041 -002.20862303 51
112  57.20144901 -002.20871794  57.20144741 -002.20878677
111  57.20144901 -002.20871794 51
112  57.20142921 -002.20890041  57.20141232 -002.20897052
111  57.20142921 -002.20890041
112  57.20142921 -002.20890041  57.20139560 -002.20903289 51
112  57.20129216 -002.20918273  57.20121014 -002.20930530
111  57.20129216 -002.20918273 51
111  57.20120826 -002.20930214 51
112  57.20110504 -002.20962856  57.20109520 -002.20981012
111  57.20110504 -002.20962856
112  57.20110504 -002.20962856  57.20110409 -002.20975103 51
115  57.20106473 -002.20977366
120 Linear Feature 37
111  57.20210783 -002.20923575 51
112  57.20216261 -002.20928471  57.20219369 -002.20932346
111  57.20216261 -002.20928471 51
111  57.20241789 -002.20959176
112  57.20241789 -002.20959176  57.20243221 -002.20960817 51
111  57.20246882 -002.20961119 51
115  57.20259729 -002.20959756
120 Linear Feature 36
111  57.20210783 -002.20923575 51
112  57.20231551 -002.20887427  57.20234389 -002.20858985
111  57.20231551 -002.20887427 51
111  57.20232633 -002.20872902 51
111  57.20233207 -002.20865194 51
112  57.20226873 -002.20854732  57.20220720 -002.20853326
111  57.20226873 -002.20854732 51
111  57.20200095 -002.20857399 51
111  57.20187310 -002.20858769
112  57.20187310 -002.20858769  57.20181086 -002.20860592 51
115  57.20178806 -002.20872101
120 Linear Feature 25
112  57.20168595 -002.20906660  57.20173625 -002.20905334 51
112  57.20188643 -002.20913850  57.20197972 -002.20923541
111  57.20188643 -002.20913850
112  57.20188643 -002.20913850  57.20194276 -002.20920184 51
111  57.20199534 -002.20922367 51
111  57.20207027 -002.20923728 51
111  57.20210783 -002.20923575 51
111  57.20235201 -002.20922745
112  57.20235201 -002.20922745  57.20243061 -002.20921235 51
112  57.20247816 -002.20915356  57.20250056 -002.20914765
111  57.20247816 -002.20915356 51
115  57.20258628 -002.20914669
120 Linear Feature 24
111  57.20065206 -002.20987401 51 101
112  57.20071626 -002.20978852  57.20074378 -002.20972593
111  57.20071626 -002.20978852 51 101
111  57.20079656 -002.20957917 51 101
111  57.20087200 -002.20937694
112  57.20087200 -002.20937694  57.20089996 -002.20930570 51 101
111  57.20094643 -002.20928559 51
112  57.20104413 -002.20912344  57.20108512 -002.20897572
111  57.20104413 -002.20912344 51
111  57.20107745 -002.20898906 51
112  57.20110079 -002.20883803  57.20110950 -002.20874183
111  57.20110079 -002.20883803
112  57.20110079 -002.20883803  57.20111116 -002.20874360 51
111  57.20113598 -002.20872179 51
111  57.20118455 -002.20871472 51
111  57.20122980 -002.20870814 51
112  57.20127411 -002.20877289  57.20129041 -002.20883925
111  57.20127411 -002.20877289
112  57.20127411 -002.20877289  57.20129921 -002.20889382 51
111  57.20133057 -002.20894636 51
111  57.20155546 -002.20934648 51
112  57.20159283 -002.20943001  57.20160140 -002.20946739
111  57.20159283 -002.20943001
112  57.20159283 -002.20943001  57.20162965 -002.20957683 51
115  57.20168691 -002.20956659
120 Linear Feature 23
112  57.20177121 -002.20889971  57.20175111 -002.20901914 51 101
111  57.20168595 -002.20906660 51 101
111  57.20165423 -002.20907621 51 101
111  57.20129216 -002.20918273 51 101
111  57.20101445 -002.20926758
112  57.20101445 -002.20926758  57.20096747 -002.20928301 51 101
111  57.20092936 -002.20928491 51
111  57.20081999 -002.20928625 51
112  57.20073351 -002.20924594  57.20070844 -002.20921680 51
116  57.20061830 -002.20925355  57.20057799 -002.20931209
120 Linear Feature 22
112  57.20051842 -002.20985300  57.20045855 -002.20973318 51
112  57.20052183 -002.20945279  57.20059060 -002.20930439
111  57.20052183 -002.20945279 51
111  57.20060624 -002.20927845 51
111  57.20061830 -002.20925355 51
111  57.20083919 -002.20878181 51
111  57.20086655 -002.20872337
112  57.20086655 -002.20872337  57.20087598 -002.20870340 51
111  57.20088944 -002.20869800 51
111  57.20114583 -002.20866051 51
111  57.20121685 -002.20865100 51
111  57.20148041 -002.20862303 51
111  57.20153053 -002.20861886 51
111  57.20169390 -002.20860527
112  57.20169390 -002.20860527  57.20177274 -002.20860676 51
115  57.20178427 -002.20876126
120 Linear Feature 21
111  57.20060239 -002.20988496 51
112  57.20051864 -002.21002706  57.20048933 -002.21013810
111  57.20051864 -002.21002706 51
115  57.20043599 -002.21033253
120 Linear Feature 58
111  57.20421148 -002.20305446 53 102
111  57.20424879 -002.20288699 53 102
111  57.20409147 -002.20262320
112  57.20409147 -002.20262320  57.20391709 -002.20236575 53 102
112  57.20376502 -002.20253822  57.20369189 -002.20265167
111  57.20376502 -002.20253822
112  57.20376502 -002.20253822  57.20372102 -002.20262578 53 102
112  57.20366909 -002.20281019  57.20364931 -002.20289964
111  57.20366909 -002.20281019
112  57.20366909 -002.20281019  57.20364577 -002.20291564 53 102
116  57.20365004 -002.20308195  57.20366052 -002.20315048
120 Linear Feature 57
112  57.20451984 -002.20356559  57.20453122 -002.20349336 53 102
112  57.20445179 -002.20323097  57.20435512 -002.20307219
111  57.20445179 -002.20323097 53 102
111  57.20430683 -002.20298421 53 102
115  57.20426345 -002.20314028
120 Linear Feature 56
111  57.20438296 -002.20234178 53 102
111  57.20437189 -002.20256807 53 102
111  57.20459490 -002.20294322 53 102
111  57.20469961 -002.20311937
112  57.20469961 -002.20311937  57.20475523 -002.20321312 53 102
115  57.20484069 -002.20311796
120 Linear Feature 53
111  57.20287665 -002.20262731 53 102
111  57.20307619 -002.20278240
112  57.20307619 -002.20278240  57.20320055 -002.20288198 53 102
112  57.20346840 -002.20255849  57.20365132 -002.20216378
111  57.20346840 -002.20255849
112  57.20346840 -002.20255849  57.20366182 -002.20215440 53 102
112  57.20351874 -002.20175460  57.20335550 -002.20144603
111  57.20351874 -002.20175460 53 102
115  57.20308096 -002.20103636
120 Linear Feature 52
111  57.20257192 -002.20517946 53 102
111  57.20286508 -002.20570029
112  57.20286508 -002.20570029  57.20288194 -002.20572225 53 102
116  57.20294400 -002.20570731  57.20297556 -002.20569781
120 Linear Feature 51
111  57.20312131 -002.20552015 53 102
111  57.20311145 -002.20553971 53 102
111  57.20306066 -002.20563538
112  57.20306066 -002.20563538  57.20304661 -002.20577487 53 102
112  57.20314669 -002.20591929  57.20321485 -002.20596945
111  57.20314669 -002.20591929 53 102
111  57.20321143 -002.20595194 53 102
111  57.20333404 -002.20601377
112  57.20333404 -002.20601377  57.20341056 -002.20605091 53 102
116  57.20357114 -002.20601945  57.20367254 -002.20598541
120 Linear Feature 50
112  57.20357656 -002.20615280  57.20340523 -002.20619105 53 102
112  57.20319069 -002.20608362  57.20304272 -002.20600484
111  57.20319069 -002.20608362
112  57.20319069 -002.20608362  57.20315459 -002.20606440 53 102
112  57.20306516 -002.20601726  57.20301667 -002.20599232
111  57.20306516 -002.20601726 53 102
115  57.20296362 -002.20601748
120 Linear Feature 48
111  57.20264516 -002.20727080 51
111  57.20264260 -002.20727605 51
115  57.20264007 -002.20728122
120 Linear Feature 47
111  57.20278092 -002.20749747 51
111  57.20264260 -002.20727605 51
115  57.20259724 -002.20720336
120 Linear Feature 48
111  57.20278632 -002.20688288 51
111  57.20278372 -002.20688820 51
115  57.20278123 -002.20689330
120 Linear Feature 47
111  57.20294893 -002.20715150 51
111  57.20278372 -002.20688820 51
115  57.20276577 -002.20685959
120 Linear Feature 48
111  57.20296704 -002.20648727 51
111  57.20296449 -002.20649249 51
115  57.20296196 -002.20649769
120 Linear Feature 47
111  57.20312500 -002.20674921 51
111  57.20296449 -002.20649249 51
115  57.20295011 -002.20646949
120 Linear Feature 76
111  57.20704361 -002.20641088 20
112  57.20703986 -002.20653202  57.20702563 -002.20659185
111  57.20703986 -002.20653202 20
111  57.20698201 -002.20679047 20
112  57.20691096 -002.20704024  57.20688618 -002.20710933 20
112  57.20684694 -002.20712070  57.20683191 -002.20712503
111  57.20684694 -002.20712070 20
111  57.20644561 -002.20717684 20
111  57.20592319 -002.20721195 20
111  57.20545281 -002.20722144 20
111  57.20501181 -002.20720486
112  57.20501181 -002.20720486  57.20499954 -002.20720265 20
112  57.20496533 -002.20719043  57.20494992 -002.20718923
111  57.20496533 -002.20719043 20
111  57.20461862 -002.20717947 20
112  57.20452873 -002.20722131  57.20449369 -002.20725636
111  57.20452873 -002.20722131 20
115  57.20439716 -002.20734699
120 Linear Feature 82
111  57.20461464 -002.20707908 20
115  57.20461862 -002.20717947
120 Linear Feature 75
111  57.20714827 -002.20632263 20
111  57.20704361 -002.20641088 20
111  57.20699791 -002.20645219 20
111  57.20691108 -002.20652989
112  57.20691108 -002.20652989  57.20679304 -002.20660502 20
112  57.20659615 -002.20641895  57.20647952 -002.20625034
111  57.20659615 -002.20641895 20
111  57.20559963 -002.20484626 20
111  57.20558745 -002.20482763 20
111  57.20558419 -002.20482264 20
111  57.20554493 -002.20476255 20
111  57.20554191 -002.20475794 20
111  57.20514760 -002.20413133
112  57.20514760 -002.20413133  57.20511581 -002.20408262 20
112  57.20500889 -002.20412339  57.20499097 -002.20415773
111  57.20500889 -002.20412339 20
115  57.20494342 -002.20426765
120 Linear Feature 77
111  57.20439531 -002.20723133 20
111  57.20451495 -002.20712068
112  57.20451495 -002.20712068  57.20455071 -002.20708852 20
111  57.20461464 -002.20707908 20
111  57.20494930 -002.20709151
112  57.20494930 -002.20709151  57.20496632 -002.20709106 20
112  57.20503767 -002.20711568  57.20507799 -002.20712167
111  57.20503767 -002.20711568
112  57.20503767 -002.20711568  57.20518824 -002.20713166 20
111  57.20589422 -002.20711973 20
111  57.20616165 -002.20710867
112  57.20616165 -002.20710867  57.20645299 -002.20709153 20
111  57.20683841 -002.20702596
112  57.20683841 -002.20702596  57.20684955 -002.20702324 20
112  57.20686464 -002.20699463  57.20687170 -002.20696985
111  57.20686464 -002.20699463 20
112  57.20693820 -002.20673626  57.20697012 -002.20660054
111  57.20693820 -002.20673626 20
115  57.20699791 -002.20645219
120 Linear Feature 80
111  57.20435200 -002.20712876 20
111  57.20450744 -002.20680197 20
112  57.20454234 -002.20663762  57.20454337 -002.20655202
111  57.20454234 -002.20663762 20
111  57.20454173 -002.20635232
112  57.20454173 -002.20635232  57.20454753 -002.20625630 20
111  57.20456998 -002.20618760 20
111  57.20462232 -002.20603470 20
111  57.20465173 -002.20600442 20
111  57.20485710 -002.20579380 20
111  57.20495415 -002.20570246 20
111  57.20506584 -002.20561205 20
112  57.20513176 -002.20553637  57.20516066 -002.20549429
111  57.20513176 -002.20553637 20
111  57.20536582 -002.20517748 20
111  57.20539542 -002.20513209 20
111  57.20544367 -002.20505559 20
115  57.20558745 -002.20482763
120 Linear Feature 79
111  57.20554191 -002.20475794 20
111  57.20540231 -002.20499017 20
111  57.20539320 -002.20500589 20
111  57.20510760 -002.20545526
112  57.20510760 -002.20545526  57.20508084 -002.20549924 20
111  57.20504407 -002.20552814 20
111  57.20492257 -002.20561990 20
111  57.20460626 -002.20594934
112  57.20460626 -002.20594934  57.20459074 -002.20596628 20
111  57.20457128 -002.20599894 20
111  57.20452266 -002.20613782 20
112  57.20449010 -002.20635193  57.20448736 -002.20646864
111  57.20449010 -002.20635193 20
111  57.20449032 -002.20653393 20
111  57.20449129 -002.20662323
112  57.20449129 -002.20662323  57.20448599 -002.20670507 20
111  57.20445173 -002.20677515 20
115  57.20431519 -002.20704159
120 Linear Feature 81
111  57.20558419 -002.20482264 20
111  57.20556598 -002.20483912 20
111  57.20555533 -002.20486893 20
111  57.20553704 -002.20488899 20
111  57.20552686 -002.20491697 20
111  57.20550917 -002.20493622 20
111  57.20549898 -002.20496381 20
111  57.20548130 -002.20498259 20
111  57.20547059 -002.20501178 20
111  57.20545355 -002.20502879 20
115  57.20544367 -002.20505559
120 Linear Feature 81
111  57.20540231 -002.20499017 20
111  57.20542075 -002.20497449 20
111  57.20543172 -002.20494508 20
111  57.20545022 -002.20492570 20
111  57.20546071 -002.20489810 20
111  57.20547860 -002.20487950 20
111  57.20548909 -002.20485230 20
111  57.20550697 -002.20483417 20
111  57.20551799 -002.20480539 20
111  57.20553521 -002.20478901 20
115  57.20554493 -002.20476255
120 Linear Feature 83
111  57.20536582 -002.20517748 20
111  57.20534862 -002.20513889 22
111  57.20512011 -002.20549402 22
112  57.20504217 -002.20558200  57.20500375 -002.20561472
111  57.20504217 -002.20558200 22
111  57.20498432 -002.20563003 22
112  57.20490286 -002.20569753  57.20487654 -002.20572423
111  57.20490286 -002.20569753 22
111  57.20462443 -002.20598303 22
112  57.20458735 -002.20604748  57.20456849 -002.20609197
111  57.20458735 -002.20604748
112  57.20458735 -002.20604748  57.20458283 -002.20605586 22
111  57.20454090 -002.20617955
112  57.20454090 -002.20617955  57.20453271 -002.20620262 22
112  57.20451479 -002.20639503  57.20451693 -002.20648580
111  57.20451479 -002.20639503 22
111  57.20451714 -002.20659493 22
112  57.20448509 -002.20677605  57.20445450 -002.20684258
111  57.20448509 -002.20677605 22
115  57.20433404 -002.20708621
120 Linear Feature 93
111  57.20286144 -002.20307867 20
111  57.20296372 -002.20315953 20
112  57.20304219 -002.20344772  57.20302435 -002.20363657
111  57.20304219 -002.20344772
112  57.20304219 -002.20344772  57.20302699 -002.20359558 20
111  57.20300897 -002.20362574 20
111  57.20298835 -002.20366483 20
111  57.20296079 -002.20371707 20
111  57.20282989 -002.20372016 20
115  57.20280767 -002.20360588
120 Linear Feature 92
111  57.20242470 -002.20204781 20
115  57.20248798 -002.20182909
120 Linear Feature 91
111  57.20229508 -002.20168285 20
115  57.20220285 -002.20198756
120 Linear Feature 90
111  57.20277632 -002.20206036 20
111  57.20248798 -002.20182909 20
111  57.20229508 -002.20168285 20
115  57.20220626 -002.20161552
120 Linear Feature 89
111  57.20235255 -002.20228270 20
111  57.20242470 -002.20204781 20
111  57.20277632 -002.20206036 20
111  57.20300890 -002.20206721 20
111  57.20251106 -002.20128087 20
111  57.20220894 -002.20126904 20
111  57.20220626 -002.20161552 20
111  57.20220285 -002.20198756 20
115  57.20215636 -002.20214047
120 Linear Feature 87
111  57.20429030 -002.20198572 20
112  57.20429571 -002.20242838  57.20428738 -002.20264569
111  57.20429571 -002.20242838 20
111  57.20416197 -002.20218766
112  57.20416197 -002.20218766  57.20414987 -002.20215901 20
112  57.20415154 -002.20206436  57.20416270 -002.20202859
111  57.20415154 -002.20206436 20
113  57.20422354 -002.20192899 20
120 Linear Feature 86
111  57.20947944 -002.20720955 20
112  57.20938732 -002.20733847  57.20931014 -002.20731807
111  57.20938732 -002.20733847
112  57.20938732 -002.20733847  57.20931014 -002.20729683 20
116  57.20911293 -002.20711383  57.20904978 -002.20703595
120 Linear Feature 85
111  57.20958371 -002.20707975 20
115  57.20950380 -002.20705717
120 Linear Feature 84
111  57.20813467 -002.20658743 20
115  57.20825721 -002.20650862
120 Linear Feature 100
112  57.20231344 -002.20543969  57.20227878 -002.20548516 58
112  57.20218920 -002.20552587  57.20215222 -002.20556916
111  57.20218920 -002.20552587
112  57.20218920 -002.20552587  57.20215166 -002.20557020 58
112  57.20215691 -002.20575585  57.20219885 -002.20585398
111  57.20215691 -002.20575585
112  57.20215691 -002.20575585  57.20219740 -002.20585190 58
111  57.20224013 -002.20592670
112  57.20224013 -002.20592670  57.20226691 -002.20598306 58
111  57.20227775 -002.20603494 51
111  57.20228374 -002.20608961 51
111  57.20232817 -002.20649505
112  57.20232817 -002.20649505  57.20235987 -002.20660084 51
112  57.20240057 -002.20667226  57.20241623 -002.20672144
111  57.20240057 -002.20667226 51
112  57.20241823 -002.20674538  57.20242665 -002.20679080
111  57.20241823 -002.20674538
112  57.20241823 -002.20674538  57.20243533 -002.20685922 51
115  57.20237358 -002.20691406
120 Linear Feature 98
111  57.20090899 -002.20727066 20
111  57.20095126 -002.20718063 20
115  57.20096272 -002.20651637
120 Linear Feature 97
111  57.20094926 -002.20754011 20
111  57.20093166 -002.20751340 20
111  57.20091196 -002.20736666 20
111  57.20088444 -002.20732081 20
111  57.20090899 -002.20727066 20
111  57.20093598 -002.20731707 20
115  57.20091196 -002.20736666
120 Linear Feature 96
111  57.20091634 -002.20762428 20
111  57.20074290 -002.20733155 20
111  57.20064658 -002.20717096 20
111  57.20052550 -002.20739872 20
111  57.20056004 -002.20746085
112  57.20056004 -002.20746085  57.20063792 -002.20731372 20
115  57.20074290 -002.20733155
120 Linear Feature 95
111  57.20031756 -002.20878986 20
111  57.20021978 -002.20861875 20
111  57.20027455 -002.20851559 20
115  57.20037359 -002.20868317
120 Linear Feature 94
111  57.19909639 -002.20039926 20
111  57.19918907 -002.20039952 20
111  57.19922254 -002.20045759 20
111  57.19958919 -002.20109369 20
111  57.20185237 -002.20277382
112  57.20185237 -002.20277382  57.20187097 -002.20278704 20
111  57.20195239 -002.20285262 20
111  57.20226164 -002.20312484 20
111  57.20225143 -002.20317338 20
111  57.20244731 -002.20331061 20
111  57.20248308 -002.20335140 20
111  57.20267042 -002.20348808
112  57.20267042 -002.20348808  57.20268378 -002.20349812 20
111  57.20269790 -002.20351926 20
111  57.20277951 -002.20366121 20
111  57.20285390 -002.20379060 20
111  57.20171453 -002.20600617 20
111  57.20161193 -002.20620409 20
111  57.20144071 -002.20653420 20
111  57.20142190 -002.20657046 20
111  57.20130780 -002.20679045 20
111  57.20125462 -002.20694396 20
111  57.20094926 -002.20754011 20
111  57.20093278 -002.20759320 20
111  57.20091634 -002.20762428 20
111  57.20037359 -002.20868317 20
111  57.20031756 -002.20878986 20
111  57.20051679 -002.20915904 20
111  57.20084734 -002.20851992 20
115  57.20086262 -002.20851271
120 Linear Feature 99
111  57.20125462 -002.20694396 20
112  57.20120933 -002.20708568  57.20119533 -002.20713988
111  57.20120933 -002.20708568
112  57.20120933 -002.20708568  57.20119505 -002.20714088 20
111  57.20119397 -002.20719101 20
115  57.20118983 -002.20784671
120 Linear Feature 103
112  57.20077866 -002.20831606  57.20075885 -002.20834483 51
111  57.20072851 -002.20836571 51
111  57.20073287 -002.20838316 51
111  57.20071451 -002.20837765 51
111  57.20072418 -002.20834853 51
115  57.20072851 -002.20836571
120 Linear Feature 103
112  57.20093798 -002.20800012  57.20092599 -002.20801816 51
111  57.20087865 -002.20805822 51
111  57.20087931 -002.20807740 51
111  57.20086325 -002.20806007 51
111  57.20087795 -002.20803933 51
115  57.20087865 -002.20805822
120 Linear Feature 103
112  57.20120260 -002.20758737  57.20119411 -002.20760180 51
111  57.20116465 -002.20761870 51
111  57.20116579 -002.20763780 51
111  57.20114932 -002.20762186 51
111  57.20116349 -002.20759988 51
115  57.20116465 -002.20761870
120 Linear Feature 103
111  57.20146775 -002.20707472 51
111  57.20142832 -002.20700475 51
111  57.20142129 -002.20701890 51
111  57.20141695 -002.20698552 51
111  57.20143523 -002.20699074 51
115  57.20142832 -002.20700475
120 Linear Feature 103
111  57.20172528 -002.20657718 51
111  57.20168589 -002.20650816 51
111  57.20167885 -002.20652231 51
111  57.20167451 -002.20648893 51
111  57.20169280 -002.20649415 51
115  57.20168589 -002.20650816
120 Linear Feature 103
111  57.20193574 -002.20616662 51
111  57.20188252 -002.20607142 51
111  57.20187548 -002.20608557 51
111  57.20187114 -002.20605219 51
111  57.20188943 -002.20605741 51
115  57.20188252 -002.20607142
120 Linear Feature 103
111  57.20268089 -002.20651270 51
111  57.20266282 -002.20642008 51
111  57.20265290 -002.20642591 51
111  57.20265812 -002.20639295 51
111  57.20267258 -002.20641425 51
115  57.20266282 -002.20642008
120 Linear Feature 103
111  57.20237358 -002.20691406 51
111  57.20236262 -002.20681230 51
111  57.20235232 -002.20681505 51
111  57.20236039 -002.20678412 51
111  57.20237277 -002.20680950 51
115  57.20236262 -002.20681230
120 Linear Feature 103
111  57.20214103 -002.20577461 51
111  57.20208776 -002.20567634 51
111  57.20208072 -002.20569049 51
111  57.20207638 -002.20565711 51
111  57.20209467 -002.20566233 51
115  57.20208776 -002.20567634
120 Linear Feature 103
111  57.20237709 -002.20531566 51
111  57.20232386 -002.20521732 51
111  57.20231682 -002.20523147 51
111  57.20231248 -002.20519809 51
111  57.20233076 -002.20520331 51
115  57.20232386 -002.20521732
120 Linear Feature 103
111  57.20258057 -002.20492119 51
111  57.20252780 -002.20482694 51
111  57.20252076 -002.20484109 51
111  57.20251643 -002.20480771 51
111  57.20253471 -002.20481293 51
115  57.20252780 -002.20482694
120 Linear Feature 103
111  57.20274849 -002.20459849 51
111  57.20270788 -002.20452589 51
111  57.20270084 -002.20454004 51
111  57.20269650 -002.20450665 51
111  57.20271478 -002.20451188 51
115  57.20270788 -002.20452589
120 Linear Feature 103
111  57.20281387 -002.20446545 51
111  57.20277328 -002.20439282 51
111  57.20276625 -002.20440697 51
111  57.20276191 -002.20437359 51
111  57.20278019 -002.20437881 51
115  57.20277328 -002.20439282
120 Linear Feature 103
111  57.19964663 -002.20034597 51
111  57.19960863 -002.20041880 51
111  57.19961653 -002.20043130 51
111  57.19959861 -002.20044044 51
111  57.19960081 -002.20040653 51
115  57.19960863 -002.20041880
120 Linear Feature 103
111  57.19977941 -002.20056561 51
111  57.19975866 -002.20065763 51
111  57.19976851 -002.20066385 51
111  57.19975368 -002.20068458 51
111  57.19974894 -002.20065157 51
115  57.19975866 -002.20065763
120 Linear Feature 103
111  57.20014034 -002.20084451 51
111  57.20012024 -002.20093467 51
111  57.20013006 -002.20094100 51
111  57.20011517 -002.20096157 51
111  57.20011053 -002.20092851 51
115  57.20012024 -002.20093467
120 Linear Feature 103
111  57.20050676 -002.20111553 51
111  57.20048647 -002.20120535 51
111  57.20049630 -002.20121168 51
111  57.20048141 -002.20123224 51
111  57.20047677 -002.20119918 51
115  57.20048647 -002.20120535
120 Linear Feature 103
111  57.20087454 -002.20139940 51
111  57.20085298 -002.20149412 51
111  57.20086281 -002.20150045 51
111  57.20084792 -002.20152102 51
111  57.20084328 -002.20148796 51
115  57.20085298 -002.20149412
120 Linear Feature 103
111  57.20123269 -002.20166876 51
111  57.20121168 -002.20175890 51
111  57.20122150 -002.20176523 51
111  57.20120661 -002.20178580 51
111  57.20120197 -002.20175274 51
115  57.20121168 -002.20175890
120 Linear Feature 103
111  57.20158432 -002.20191541 51
111  57.20156288 -002.20200968 51
111  57.20157271 -002.20201601 51
111  57.20155782 -002.20203658 51
111  57.20155318 -002.20200352 51
115  57.20156288 -002.20200968
120 Linear Feature 103
111  57.20187735 -002.20213486 51
111  57.20185688 -002.20222602 51
111  57.20186671 -002.20223235 51
111  57.20185182 -002.20225292 51
111  57.20184718 -002.20221986 51
115  57.20185688 -002.20222602
120 Linear Feature 103
111  57.20217151 -002.20235624 51
111  57.20215019 -002.20245378 51
111  57.20216002 -002.20246011 51
111  57.20214513 -002.20248068 51
111  57.20214049 -002.20244762 51
115  57.20215019 -002.20245378
120 Linear Feature 103
111  57.20290642 -002.20428321 51
111  57.20286585 -002.20421069 51
111  57.20285881 -002.20422485 51
111  57.20285447 -002.20419146 51
111  57.20287276 -002.20419668 51
115  57.20286585 -002.20421069
120 Linear Feature 101
112  57.20253921 -002.20500127  57.20249983 -002.20505397 58
112  57.20239363 -002.20511640  57.20235606 -002.20518255 58
112  57.20240617 -002.20539025  57.20249354 -002.20548824
111  57.20240617 -002.20539025
112  57.20240617 -002.20539025  57.20248696 -002.20548303 58
111  57.20251020 -002.20557718 51
111  57.20252007 -002.20563172 51
111  57.20261054 -002.20613145
112  57.20261054 -002.20613145  57.20263387 -002.20621584 51
112  57.20270025 -002.20630354  57.20272441 -002.20637617
111  57.20270025 -002.20630354
112  57.20270025 -002.20630354  57.20272676 -002.20638961 51
115  57.20271018 -002.20645187
120 Linear Feature 4
111  57.20422228 -002.20191304 54 103
111  57.20407044 -002.20165942 54 103
115  57.20387393 -002.20133117
120 Linear Feature 3
111  57.20442431 -002.20208995 54 103
111  57.20434152 -002.20201827 54 103
111  57.20430405 -002.20198582 54 103
115  57.20423986 -002.20193122
120 Linear Feature 12
111  57.20359703 -002.20663576 22
111  57.20355448 -002.20654972
112  57.20355448 -002.20654972  57.20347097 -002.20640187 22
112  57.20324241 -002.20661499  57.20315632 -002.20682379
111  57.20324241 -002.20661499 22
111  57.20296794 -002.20744786
112  57.20296794 -002.20744786  57.20285528 -002.20793281 22
112  57.20252843 -002.20761026  57.20234478 -002.20730457
111  57.20252843 -002.20761026 22
111  57.20245243 -002.20747847 22
111  57.20208293 -002.20686524 22
115  57.20173844 -002.20624640
120 Linear Feature 9
111  57.20337503 -002.20636792 20
112  57.20347184 -002.20636118  57.20348587 -002.20636633 20
111  57.20351186 -002.20636144 20
115  57.20385789 -002.20624150
120 Linear Feature 8
111  57.20250957 -002.20735676 20
111  57.20295090 -002.20643662 20
111  57.20304058 -002.20624965 20
115  57.20326235 -002.20644341
120 Linear Feature 7
111  57.20331778 -002.20568063 20
111  57.20321481 -002.20592610 20
112  57.20343095 -002.20601746  57.20349028 -002.20601860
111  57.20343095 -002.20601746
112  57.20343095 -002.20601746  57.20356110 -002.20600749 20
112  57.20372098 -002.20591292  57.20382841 -002.20584641
111  57.20372098 -002.20591292
112  57.20372098 -002.20591292  57.20375389 -002.20588743 20
112  57.20378267 -002.20580575  57.20379606 -002.20575491
111  57.20378267 -002.20580575
112  57.20378267 -002.20580575  57.20380420 -002.20572433 20
115  57.20385260 -002.20556983
120 Linear Feature 6
111  57.20268513 -002.20535183 20
111  57.20258040 -002.20516326 20
115  57.20268397 -002.20496563
120 Linear Feature 14
111  57.20212915 -002.20626130 20
115  57.20218200 -002.20672084
120 Linear Feature 19
111  57.20232817 -002.20649505 51
115  57.20234013 -002.20660409
120 Linear Feature 18
111  57.20237005 -002.20580113 20
111  57.20238352 -002.20586762 20
111  57.20239683 -002.20593589 20
111  57.20241082 -002.20600768 20
111  57.20242406 -002.20607562 20
111  57.20243579 -002.20613581 20
111  57.20244879 -002.20620250 20
111  57.20246163 -002.20626834 20
111  57.20247408 -002.20633213 20
115  57.20248713 -002.20639909
120 Linear Feature 17
111  57.20248719 -002.20639982 20
111  57.20248495 -002.20636173 20
111  57.20247408 -002.20633213 20
111  57.20247271 -002.20629859 20
111  57.20246163 -002.20626834 20
111  57.20246014 -002.20623327 20
111  57.20244879 -002.20620250 20
111  57.20244672 -002.20616417 20
111  57.20243579 -002.20613581 20
111  57.20243423 -002.20609961 20
111  57.20242406 -002.20607562 20
111  57.20242255 -002.20603973 20
111  57.20241082 -002.20600768 20
