I
1050 Generated by WorldEditor

1     39 1 0 FOOL Libreville Airport
1302 city Libreville
112  00.45559899  009.41257343  00.45568538  009.41257343 53
112  00.45587364  009.41265338  00.45596648  009.41271656 53
111  00.45602966  009.41284164 53
112  00.45602837  009.41308922  00.45598711  009.41321687 53
115  00.45592909  009.41326588
120 Linear Feature 21
111  00.45386260  009.41425963 53
112  00.45395931  009.41409716  00.45401218  009.41397337 53
112  00.45398768  009.41383927  00.45397349  009.41377866 53
111  00.45389484  009.41359040 53
112  00.45379684  009.41344727  00.45374269  009.41342019 53
115  00.45366742  009.41340833
120 Linear Feature 20
111  00.44704472  009.41754797 53
112  00.44694544  009.41754088  00.44690572  009.41753095 53
111  00.44678233  009.41748698 53
111  00.44657666  009.41741890 53
112  00.44643908  009.41748982  00.44637384  009.41754230 53
112  00.44628873  009.41774371  00.44628022  009.41785719 53
115  00.44630292  009.41790116
120 Linear Feature 19
111  00.47071389  009.40613445 53
112  00.47050758  009.40596940  00.47037864  009.40594232 53
112  00.47026130  009.40597714  00.47019941  009.40600035 53
111  00.47016459  009.40602871 53
111  00.47003823  009.40636140 53
112  00.46999052  009.40646326  00.46996086  009.40649937 53
115  00.46991960  009.40652258
120 Linear Feature 75
111  00.45848452  009.40999036 20
111  00.45854347  009.41011428 20
115  00.45850377  009.41029053
120 Linear Feature 15
111  00.45278176  009.41313364 51
111  00.45282632  009.41320242 51
115  00.45283795  009.41322664
120 Linear Feature 14
111  00.45282632  009.41320242 51
112  00.45277982  009.41325764  00.45276723  009.41329446 51
115  00.45279242  009.41333902
120 Linear Feature 47
111  00.45361631  009.41256734 51
111  00.45406409  009.41262009 51
111  00.45420827  009.41267284 51
111  00.45436534  009.41272442 51
115  00.45441809  009.41274435
120 Linear Feature 55
111  00.45464301  009.41218530 51
115  00.45460329  009.41220758
120 Linear Feature 54
111  00.45472342  009.41233933 51
115  00.45468273  009.41236065
120 Linear Feature 53
111  00.45456745  009.41203319 51
115  00.45452676  009.41205257
120 Linear Feature 52
111  00.45442352  009.41179241 51
115  00.45472539  009.41240412
120 Linear Feature 51
111  00.45453605  009.41173732 20
115  00.45483757  009.41234996
120 Linear Feature 66
111  00.45530609  009.41136281 20
111  00.45535337  009.41146057 20
115  00.45529562  009.41179587
120 Linear Feature 65
111  00.45547342  009.41128435 20
111  00.45552000  009.41138306 20
115  00.45582009  009.41153175
120 Linear Feature 68
111  00.45634693  009.41103860 20
115  00.45626105  009.41108155
14  00.46347688  009.41393270  82.02 0 New Tower Viewpoint 1
1300  00.45106622  009.41458963  62.77 tie_down jets|turboprops MIL APRON 2-5
1301 B military 
1300  00.45148118  009.41440677  63.20 tie_down jets|turboprops MIL APRON 2-4
1301 B military 
1300  00.45189076  009.41421721  63.30 tie_down jets|turboprops MIL APRON 2-3
1301 B military 
1300  00.45229409  009.41402173  63.62 tie_down jets|turboprops MIL APRON 2-2
1301 B military 
1300  00.45269265  009.41381464  64.15 tie_down jets|turboprops MIL APRON 2-1
1301 B military 
1300  00.46016651  009.40953727  63.43 tie_down jets|turboprops CIV APRON 08
1301 B general_aviation 
1300  00.46094492  009.40911474  63.43 tie_down jets|turboprops CIV APRON 07
1301 B general_aviation 
1300  00.46162853  009.40877583  63.43 tie_down jets|turboprops CIV APRON 06
1301 B general_aviation 
1300  00.46209766  009.40854089  63.43 tie_down jets|turboprops CIV APRON 05
1301 B general_aviation 
1300  00.46270350  009.40801802 152.51 tie_down jets|turboprops CIV APRON 04
1301 B general_aviation 
1300  00.46285526  009.40832014 155.47 tie_down jets|turboprops CIV APRON 03
1301 B general_aviation 
1300  00.46342493  009.40786348  62.80 tie_down jets|turboprops CIV APRON 02
1301 B general_aviation 
1300  00.46440213  009.40732650 -204.99 tie_down jets|turboprops MIL APRON 1-2
1301 B military 
1300  00.46434440  009.40709715 154.43 tie_down jets|turboprops MIL APRON 1-1
1301 B military 
1300  00.45406409  009.41262009   6.84 gate jets TERMINAL B8
1301 C airline 
1300  00.45437868  009.41193816 -115.66 gate jets TERMINAL B7
1301 C airline 
1300  00.45481899  009.41164247 -116.64 gate heavy|jets TERMINAL B6
1301 E airline 
1300  00.45539175  009.41132198 -116.42 gate heavy|jets TERMINAL B5
1301 E airline 
1300  00.45599757  009.41111531 -115.94 gate heavy|jets TERMINAL B4
1301 E airline 
1300  00.45654418  009.41093743 -116.21 gate jets TERMINAL B3
1301 C airline 
1300  00.45689133  009.41076509 -133.81 gate jets TERMINAL B2
1301 D airline 
1300  00.45731671  009.41063544 -161.32 gate heavy|jets TERMINAL B1
1301 E airline 
1300  00.45817113  009.41017525 -117.16 gate turboprops TERMINAL A1
1301 C airline 
1300  00.45896897  009.40975458 -116.46 gate turboprops TERMINAL A3
1301 C airline 
1300  00.45856272  009.40995066 -116.32 gate turboprops TERMINAL A2
1301 C airline 
1300  00.44925661  009.41450549 -78.05 tie_down jets|turboprops MIL APRON 3-2
1301 B military 
1300  00.44927633  009.41542444 -15.34 tie_down jets|turboprops MIL APRON 3-1
1301 B military 
1300  00.46407151  009.40785102  64.33 tie_down jets|turboprops CIV APRON 01
1301 B general_aviation 
18  00.46324162  009.41231686 1 New Airport Beacon 2
51 11210 Libreville ATIS
55 12650 Libreville Approach
54 11870 Libreville Tower
53 12170 Libreville Ground
99
