A
1050 Generated by WorldEditor 1.6.1r1

1    200 1 0 KASH Boire Field Nashua
111  42.78237544 -071.51948110 1
111  42.78234920 -071.51950449 1
115  42.78232343 -071.51952746
120 Linear Feature 27
111  42.78232524 -071.51945027 1
115  42.78234920 -071.51950449
120 Linear Feature 28
111  42.78247855 -071.51939193 1
111  42.78245231 -071.51941532 1
115  42.78242654 -071.51943829
120 Linear Feature 27
111  42.78242835 -071.51936110 1
115  42.78245231 -071.51941532
120 Linear Feature 28
111  42.78269153 -071.51921330 1
111  42.78266529 -071.51923669 1
115  42.78263952 -071.51925966
120 Linear Feature 27
111  42.78264133 -071.51918246 1
115  42.78266529 -071.51923669
120 Linear Feature 28
111  42.78258690 -071.51930169 1
111  42.78256066 -071.51932508 1
115  42.78253489 -071.51934805
120 Linear Feature 27
111  42.78253670 -071.51927085 1
115  42.78256066 -071.51932508
120 Linear Feature 28
111  42.78345548 -071.52094816 1
111  42.78348172 -071.52092477 1
115  42.78350749 -071.52090180
120 Linear Feature 27
111  42.78350568 -071.52097899 1
115  42.78348172 -071.52092477
120 Linear Feature 28
111  42.78334980 -071.52104225 1
111  42.78337605 -071.52101886 1
115  42.78340182 -071.52099589
120 Linear Feature 27
111  42.78340001 -071.52107309 1
115  42.78337605 -071.52101886
120 Linear Feature 28
111  42.78324669 -071.52113142 1
111  42.78327294 -071.52110803 1
115  42.78329871 -071.52108507
120 Linear Feature 27
111  42.78329690 -071.52116226 1
115  42.78327294 -071.52110803
120 Linear Feature 28
111  42.78313834 -071.52122167 1
111  42.78316458 -071.52119828 1
115  42.78319035 -071.52117531
120 Linear Feature 27
111  42.78318854 -071.52125250 1
115  42.78316458 -071.52119828
120 Linear Feature 28
111  42.78303999 -071.52131291 1
111  42.78306623 -071.52128952 1
115  42.78309200 -071.52126655
120 Linear Feature 27
111  42.78309019 -071.52134374 1
115  42.78306623 -071.52128952
120 Linear Feature 28
111  42.78318931 -071.52132590 1
111  42.78316306 -071.52134929 1
115  42.78313729 -071.52137225
120 Linear Feature 27
111  42.78313910 -071.52129506 1
115  42.78316306 -071.52134929
120 Linear Feature 28
111  42.78329241 -071.52123672 1
111  42.78326617 -071.52126012 1
115  42.78324040 -071.52128308
120 Linear Feature 27
111  42.78324221 -071.52120589 1
115  42.78326617 -071.52126012
120 Linear Feature 28
111  42.78350540 -071.52105809 1
111  42.78347916 -071.52108148 1
115  42.78345339 -071.52110445
120 Linear Feature 27
111  42.78345519 -071.52102726 1
115  42.78347916 -071.52108148
120 Linear Feature 28
111  42.78340077 -071.52114648 1
111  42.78337452 -071.52116987 1
115  42.78334876 -071.52119284
120 Linear Feature 27
111  42.78335056 -071.52111565 1
115  42.78337452 -071.52116987
120 Linear Feature 28
111  42.78362724 -071.52131563 1
111  42.78365349 -071.52129224 1
115  42.78367925 -071.52126927
120 Linear Feature 27
111  42.78367745 -071.52134646 1
115  42.78365349 -071.52129224
120 Linear Feature 28
111  42.78352156 -071.52140972 1
111  42.78354781 -071.52138633 1
115  42.78357358 -071.52136336
120 Linear Feature 27
111  42.78357177 -071.52144055 1
115  42.78354781 -071.52138633
120 Linear Feature 28
111  42.78341846 -071.52149889 1
111  42.78344470 -071.52147550 1
115  42.78347047 -071.52145253
120 Linear Feature 27
111  42.78346866 -071.52152972 1
115  42.78344470 -071.52147550
120 Linear Feature 28
111  42.78331010 -071.52158913 1
111  42.78333635 -071.52156574 1
115  42.78336211 -071.52154277
120 Linear Feature 27
111  42.78336031 -071.52161997 1
115  42.78333635 -071.52156574
120 Linear Feature 28
111  42.78321175 -071.52168037 1
111  42.78323799 -071.52165698 1
115  42.78326376 -071.52163402
120 Linear Feature 27
111  42.78326195 -071.52171121 1
115  42.78323799 -071.52165698
120 Linear Feature 28
111  42.78336107 -071.52169336 1
111  42.78333482 -071.52171675 1
115  42.78330906 -071.52173972
120 Linear Feature 27
111  42.78331086 -071.52166253 1
115  42.78333482 -071.52171675
120 Linear Feature 28
111  42.78346418 -071.52160419 1
111  42.78343793 -071.52162758 1
115  42.78341216 -071.52165055
120 Linear Feature 27
111  42.78341397 -071.52157336 1
115  42.78343793 -071.52162758
120 Linear Feature 28
111  42.78367716 -071.52142556 1
111  42.78365092 -071.52144895 1
115  42.78362515 -071.52147192
120 Linear Feature 27
111  42.78362696 -071.52139472 1
115  42.78365092 -071.52144895
120 Linear Feature 28
111  42.78357253 -071.52151395 1
111  42.78354629 -071.52153734 1
115  42.78352052 -071.52156031
120 Linear Feature 27
111  42.78352233 -071.52148311 1
115  42.78354629 -071.52153734
120 Linear Feature 28
111  42.78379599 -071.52167899 1
111  42.78382223 -071.52165560 1
115  42.78384800 -071.52163263
120 Linear Feature 27
111  42.78384619 -071.52170982 1
115  42.78382223 -071.52165560
120 Linear Feature 28
111  42.78369031 -071.52177308 1
111  42.78371656 -071.52174969 1
115  42.78374232 -071.52172672
120 Linear Feature 27
111  42.78374052 -071.52180391 1
115  42.78371656 -071.52174969
120 Linear Feature 28
111  42.78358720 -071.52186225 1
111  42.78361345 -071.52183886 1
115  42.78363922 -071.52181589
120 Linear Feature 27
111  42.78363741 -071.52189308 1
115  42.78361345 -071.52183886
120 Linear Feature 28
111  42.78347885 -071.52195249 1
111  42.78350509 -071.52192910 1
115  42.78353086 -071.52190613
120 Linear Feature 27
111  42.78352905 -071.52198333 1
115  42.78350509 -071.52192910
120 Linear Feature 28
111  42.78338050 -071.52204373 1
111  42.78340674 -071.52202034 1
115  42.78343251 -071.52199738
120 Linear Feature 27
111  42.78343070 -071.52207457 1
115  42.78340674 -071.52202034
120 Linear Feature 28
111  42.78352982 -071.52205672 1
111  42.78350357 -071.52208011 1
115  42.78347780 -071.52210308
120 Linear Feature 27
111  42.78347961 -071.52202589 1
115  42.78350357 -071.52208011
120 Linear Feature 28
111  42.78363292 -071.52196755 1
111  42.78360668 -071.52199094 1
115  42.78358091 -071.52201391
120 Linear Feature 27
111  42.78358272 -071.52193672 1
115  42.78360668 -071.52199094
120 Linear Feature 28
111  42.78384591 -071.52178892 1
111  42.78381966 -071.52181231 1
115  42.78379390 -071.52183528
120 Linear Feature 27
111  42.78379570 -071.52175808 1
115  42.78381966 -071.52181231
120 Linear Feature 28
111  42.78374128 -071.52187731 1
111  42.78371503 -071.52190070 1
115  42.78368927 -071.52192367
120 Linear Feature 27
111  42.78369107 -071.52184647 1
115  42.78371503 -071.52190070
120 Linear Feature 28
111  42.78396624 -071.52203414 1
111  42.78399249 -071.52201075 1
115  42.78401826 -071.52198778
120 Linear Feature 27
111  42.78401645 -071.52206497 1
115  42.78399249 -071.52201075
120 Linear Feature 28
111  42.78386057 -071.52212823 1
111  42.78388681 -071.52210484 1
115  42.78391258 -071.52208187
120 Linear Feature 27
111  42.78391077 -071.52215906 1
115  42.78388681 -071.52210484
120 Linear Feature 28
111  42.78375746 -071.52221740 1
111  42.78378370 -071.52219401 1
115  42.78380947 -071.52217104
120 Linear Feature 27
111  42.78380766 -071.52224824 1
115  42.78378370 -071.52219401
120 Linear Feature 28
111  42.78364910 -071.52230764 1
111  42.78367535 -071.52228425 1
115  42.78370112 -071.52226129
120 Linear Feature 27
111  42.78369931 -071.52233848 1
115  42.78367535 -071.52228425
120 Linear Feature 28
111  42.78355075 -071.52239888 1
111  42.78357700 -071.52237549 1
115  42.78360276 -071.52235253
120 Linear Feature 27
111  42.78360096 -071.52242972 1
115  42.78357700 -071.52237549
120 Linear Feature 28
111  42.78370007 -071.52241187 1
111  42.78367383 -071.52243526 1
115  42.78364806 -071.52245823
120 Linear Feature 27
111  42.78364987 -071.52238104 1
115  42.78367383 -071.52243526
120 Linear Feature 28
111  42.78380318 -071.52232270 1
111  42.78377693 -071.52234609 1
115  42.78375117 -071.52236906
120 Linear Feature 27
111  42.78375297 -071.52229187 1
115  42.78377693 -071.52234609
120 Linear Feature 28
111  42.78401616 -071.52214407 1
111  42.78398992 -071.52216746 1
115  42.78396415 -071.52219043
120 Linear Feature 27
111  42.78396596 -071.52211324 1
115  42.78398992 -071.52216746
120 Linear Feature 28
111  42.78391153 -071.52223246 1
111  42.78388529 -071.52225585 1
115  42.78385952 -071.52227882
120 Linear Feature 27
111  42.78386133 -071.52220162 1
115  42.78388529 -071.52225585
120 Linear Feature 28
111  42.78413650 -071.52239955 1
111  42.78416274 -071.52237616 1
115  42.78418851 -071.52235319
120 Linear Feature 27
111  42.78418670 -071.52243039 1
115  42.78416274 -071.52237616
120 Linear Feature 28
111  42.78403082 -071.52249365 1
111  42.78405707 -071.52247025 1
115  42.78408283 -071.52244729
120 Linear Feature 27
111  42.78408103 -071.52252448 1
115  42.78405707 -071.52247025
120 Linear Feature 28
111  42.78392771 -071.52258282 1
111  42.78395396 -071.52255943 1
115  42.78397972 -071.52253646
120 Linear Feature 27
111  42.78397792 -071.52261365 1
115  42.78395396 -071.52255943
120 Linear Feature 28
111  42.78381936 -071.52267306 1
111  42.78384560 -071.52264967 1
115  42.78387137 -071.52262670
120 Linear Feature 27
111  42.78386956 -071.52270389 1
115  42.78384560 -071.52264967
120 Linear Feature 28
111  42.78372101 -071.52276430 1
111  42.78374725 -071.52274091 1
115  42.78377302 -071.52271794
120 Linear Feature 27
111  42.78377121 -071.52279513 1
115  42.78374725 -071.52274091
120 Linear Feature 28
111  42.78387032 -071.52277729 1
111  42.78384408 -071.52280068 1
115  42.78381831 -071.52282365
120 Linear Feature 27
111  42.78382012 -071.52274646 1
115  42.78384408 -071.52280068
120 Linear Feature 28
111  42.78397343 -071.52268812 1
111  42.78394719 -071.52271151 1
115  42.78392142 -071.52273448
120 Linear Feature 27
111  42.78392323 -071.52265728 1
115  42.78394719 -071.52271151
120 Linear Feature 28
111  42.78418642 -071.52250949 1
111  42.78416017 -071.52253288 1
115  42.78413441 -071.52255584
120 Linear Feature 27
111  42.78413621 -071.52247865 1
115  42.78416017 -071.52253288
120 Linear Feature 28
111  42.78408179 -071.52259788 1
111  42.78405554 -071.52262127 1
115  42.78402978 -071.52264423
120 Linear Feature 27
111  42.78403158 -071.52256704 1
115  42.78405554 -071.52262127
120 Linear Feature 28
111  42.78430977 -071.52275676 1
111  42.78433601 -071.52273337 1
115  42.78436178 -071.52271040
120 Linear Feature 27
111  42.78435997 -071.52278759 1
115  42.78433601 -071.52273337
120 Linear Feature 28
111  42.78420409 -071.52285085 1
111  42.78423033 -071.52282746 1
115  42.78425610 -071.52280449
120 Linear Feature 27
111  42.78425429 -071.52288169 1
115  42.78423033 -071.52282746
120 Linear Feature 28
111  42.78410098 -071.52294002 1
111  42.78412722 -071.52291663 1
115  42.78415299 -071.52289367
120 Linear Feature 27
111  42.78415119 -071.52297086 1
115  42.78412722 -071.52291663
120 Linear Feature 28
111  42.78399263 -071.52303027 1
111  42.78401887 -071.52300687 1
115  42.78404464 -071.52298391
120 Linear Feature 27
111  42.78404283 -071.52306110 1
115  42.78401887 -071.52300687
120 Linear Feature 28
111  42.78389427 -071.52312151 1
111  42.78392052 -071.52309812 1
115  42.78394629 -071.52307515
120 Linear Feature 27
111  42.78394448 -071.52315234 1
115  42.78392052 -071.52309812
120 Linear Feature 28
111  42.78404359 -071.52313450 1
111  42.78401735 -071.52315789 1
115  42.78399158 -071.52318085
120 Linear Feature 27
111  42.78399339 -071.52310366 1
115  42.78401735 -071.52315789
120 Linear Feature 28
111  42.78414670 -071.52304532 1
111  42.78412046 -071.52306871 1
115  42.78409469 -071.52309168
120 Linear Feature 27
111  42.78409650 -071.52301449 1
115  42.78412046 -071.52306871
120 Linear Feature 28
111  42.78435969 -071.52286669 1
111  42.78433344 -071.52289008 1
115  42.78430767 -071.52291305
120 Linear Feature 27
111  42.78430948 -071.52283586 1
115  42.78433344 -071.52289008
120 Linear Feature 28
111  42.78425506 -071.52295508 1
111  42.78422881 -071.52297847 1
115  42.78420304 -071.52300144
120 Linear Feature 27
111  42.78420485 -071.52292425 1
115  42.78422881 -071.52297847
120 Linear Feature 28
111  42.78447851 -071.52312012 1
111  42.78450476 -071.52309673 1
115  42.78453053 -071.52307377
120 Linear Feature 27
111  42.78452872 -071.52315096 1
115  42.78450476 -071.52309673
120 Linear Feature 28
111  42.78437284 -071.52321422 1
111  42.78439908 -071.52319082 1
115  42.78442485 -071.52316786
120 Linear Feature 27
111  42.78442304 -071.52324505 1
115  42.78439908 -071.52319082
120 Linear Feature 28
111  42.78426973 -071.52330339 1
111  42.78429597 -071.52328000 1
115  42.78432174 -071.52325703
120 Linear Feature 27
111  42.78431993 -071.52333422 1
115  42.78429597 -071.52328000
120 Linear Feature 28
111  42.78416137 -071.52339363 1
111  42.78418762 -071.52337024 1
115  42.78421339 -071.52334727
120 Linear Feature 27
111  42.78421158 -071.52342446 1
115  42.78418762 -071.52337024
120 Linear Feature 28
111  42.78406302 -071.52348487 1
111  42.78408927 -071.52346148 1
115  42.78411503 -071.52343851
120 Linear Feature 27
111  42.78411323 -071.52351571 1
115  42.78408927 -071.52346148
120 Linear Feature 28
111  42.78421234 -071.52349786 1
111  42.78418610 -071.52352125 1
115  42.78416033 -071.52354422
120 Linear Feature 27
111  42.78416214 -071.52346703 1
115  42.78418610 -071.52352125
120 Linear Feature 28
111  42.78431545 -071.52340869 1
111  42.78428921 -071.52343208 1
115  42.78426344 -071.52345505
120 Linear Feature 27
111  42.78426524 -071.52337785 1
115  42.78428921 -071.52343208
120 Linear Feature 28
111  42.78452843 -071.52323006 1
111  42.78450219 -071.52325345 1
115  42.78447642 -071.52327641
120 Linear Feature 27
111  42.78447823 -071.52319922 1
115  42.78450219 -071.52325345
120 Linear Feature 28
111  42.78442380 -071.52331845 1
111  42.78439756 -071.52334184 1
115  42.78437179 -071.52336480
120 Linear Feature 27
111  42.78437360 -071.52328761 1
115  42.78439756 -071.52334184
120 Linear Feature 28
111  42.78454460 -071.52357348 1
111  42.78457084 -071.52355008 1
115  42.78459661 -071.52352712
120 Linear Feature 27
111  42.78459480 -071.52360431 1
115  42.78457084 -071.52355008
120 Linear Feature 28
111  42.78444149 -071.52366265 1
111  42.78446773 -071.52363926 1
115  42.78449350 -071.52361629
120 Linear Feature 27
111  42.78449170 -071.52369348 1
115  42.78446773 -071.52363926
120 Linear Feature 28
111  42.78433314 -071.52375289 1
111  42.78435938 -071.52372950 1
115  42.78438515 -071.52370653
120 Linear Feature 27
111  42.78438334 -071.52378372 1
115  42.78435938 -071.52372950
120 Linear Feature 28
111  42.78423478 -071.52384413 1
111  42.78426103 -071.52382074 1
115  42.78428680 -071.52379777
120 Linear Feature 27
111  42.78428499 -071.52387496 1
115  42.78426103 -071.52382074
120 Linear Feature 28
111  42.78438410 -071.52385712 1
111  42.78435786 -071.52388051 1
115  42.78433209 -071.52390348
120 Linear Feature 27
111  42.78433390 -071.52382629 1
115  42.78435786 -071.52388051
120 Linear Feature 28
111  42.78448721 -071.52376795 1
111  42.78446097 -071.52379134 1
115  42.78443520 -071.52381431
120 Linear Feature 27
111  42.78443701 -071.52373711 1
115  42.78446097 -071.52379134
120 Linear Feature 28
111  42.78459557 -071.52367771 1
111  42.78456932 -071.52370110 1
115  42.78454355 -071.52372406
120 Linear Feature 27
111  42.78454536 -071.52364687 1
115  42.78456932 -071.52370110
120 Linear Feature 28
111  42.78461093 -071.52402190 1
111  42.78463688 -071.52399793 1
115  42.78466237 -071.52397438
120 Linear Feature 27
111  42.78466150 -071.52405160 1
115  42.78463688 -071.52399793
120 Linear Feature 28
111  42.78450891 -071.52411338 1
111  42.78453487 -071.52408940 1
115  42.78456035 -071.52406586
120 Linear Feature 27
111  42.78455948 -071.52414308 1
115  42.78453487 -071.52408940
120 Linear Feature 28
111  42.78440167 -071.52420605 1
111  42.78442762 -071.52418207 1
115  42.78445311 -071.52415853
120 Linear Feature 27
111  42.78445224 -071.52423575 1
115  42.78442762 -071.52418207
120 Linear Feature 26
111  42.78407422 -071.52492963 1
111  42.78405434 -071.52495764 1
115  42.78403208 -071.52498903
120 Linear Feature 25
111  42.78402408 -071.52491379 1
115  42.78405434 -071.52495764
120 Linear Feature 26
111  42.78300516 -071.52633343 1
111  42.78298528 -071.52636145 1
115  42.78296302 -071.52639283
120 Linear Feature 25
111  42.78295502 -071.52631759 1
115  42.78298528 -071.52636145
120 Linear Feature 26
111  42.78309598 -071.52621463 1
111  42.78307611 -071.52624264 1
115  42.78305384 -071.52627403
120 Linear Feature 25
111  42.78304585 -071.52619879 1
115  42.78307611 -071.52624264
120 Linear Feature 26
111  42.78318390 -071.52609682 1
111  42.78316403 -071.52612483 1
115  42.78314176 -071.52615622
120 Linear Feature 25
111  42.78313377 -071.52608098 1
115  42.78316403 -071.52612483
120 Linear Feature 26
111  42.78327473 -071.52597802 1
111  42.78325485 -071.52600603 1
115  42.78323258 -071.52603742
120 Linear Feature 25
111  42.78322459 -071.52596218 1
115  42.78325485 -071.52600603
120 Linear Feature 26
111  42.78335797 -071.52586605 1
111  42.78333810 -071.52589407 1
115  42.78331583 -071.52592546
120 Linear Feature 25
111  42.78330784 -071.52585021 1
115  42.78333810 -071.52589407
120 Linear Feature 26
111  42.78344880 -071.52574725 1
111  42.78342892 -071.52577527 1
115  42.78340665 -071.52580665
120 Linear Feature 25
111  42.78339866 -071.52573141 1
115  42.78342892 -071.52577527
120 Linear Feature 26
111  42.78354048 -071.52563286 1
111  42.78352061 -071.52566088 1
115  42.78349834 -071.52569226
120 Linear Feature 25
111  42.78349035 -071.52561702 1
115  42.78352061 -071.52566088
120 Linear Feature 26
111  42.78363005 -071.52551406 1
111  42.78361018 -071.52554207 1
115  42.78358791 -071.52557346
120 Linear Feature 25
111  42.78357992 -071.52549822 1
115  42.78361018 -071.52554207
120 Linear Feature 26
111  42.78371746 -071.52540088 1
111  42.78369758 -071.52542889 1
115  42.78367532 -071.52546028
120 Linear Feature 25
111  42.78366732 -071.52538504 1
115  42.78369758 -071.52542889
120 Linear Feature 26
111  42.78380828 -071.52528550 1
111  42.78378841 -071.52531351 1
115  42.78376614 -071.52534490
120 Linear Feature 25
111  42.78375815 -071.52526966 1
115  42.78378841 -071.52531351
120 Linear Feature 26
111  42.78389746 -071.52516940 1
111  42.78387758 -071.52519741 1
115  42.78385531 -071.52522880
120 Linear Feature 25
111  42.78384732 -071.52515356 1
115  42.78387758 -071.52519741
120 Linear Feature 26
111  42.78398703 -071.52505536 1
111  42.78396715 -071.52508338 1
115  42.78394488 -071.52511477
120 Linear Feature 25
111  42.78393689 -071.52503952 1
115  42.78396715 -071.52508338
120 Linear Feature 26
111  42.78312208 -071.52660757 1
111  42.78314196 -071.52657956 1
115  42.78316423 -071.52654817
120 Linear Feature 25
111  42.78317222 -071.52662341 1
115  42.78314196 -071.52657956
120 Linear Feature 26
111  42.78419114 -071.52520377 1
111  42.78421102 -071.52517576 1
115  42.78423329 -071.52514437
120 Linear Feature 25
111  42.78424128 -071.52521961 1
115  42.78421102 -071.52517576
120 Linear Feature 26
111  42.78410032 -071.52532257 1
111  42.78412019 -071.52529456 1
115  42.78414246 -071.52526317
120 Linear Feature 25
111  42.78415045 -071.52533841 1
115  42.78412019 -071.52529456
120 Linear Feature 26
111  42.78401240 -071.52544038 1
111  42.78403227 -071.52541237 1
115  42.78405454 -071.52538098
120 Linear Feature 25
111  42.78406254 -071.52545623 1
115  42.78403227 -071.52541237
120 Linear Feature 26
111  42.78392158 -071.52555919 1
111  42.78394145 -071.52553117 1
115  42.78396372 -071.52549979
120 Linear Feature 25
111  42.78397171 -071.52557503 1
115  42.78394145 -071.52553117
120 Linear Feature 26
111  42.78383833 -071.52567115 1
111  42.78385820 -071.52564314 1
115  42.78388047 -071.52561175
120 Linear Feature 25
111  42.78388847 -071.52568699 1
115  42.78385820 -071.52564314
120 Linear Feature 26
111  42.78374750 -071.52578995 1
111  42.78376738 -071.52576194 1
115  42.78378965 -071.52573055
120 Linear Feature 25
111  42.78379764 -071.52580579 1
115  42.78376738 -071.52576194
120 Linear Feature 26
111  42.78365582 -071.52590434 1
111  42.78367569 -071.52587633 1
115  42.78369796 -071.52584494
120 Linear Feature 25
111  42.78370595 -071.52592018 1
115  42.78367569 -071.52587633
120 Linear Feature 26
111  42.78356625 -071.52602314 1
111  42.78358612 -071.52599513 1
115  42.78360839 -071.52596374
120 Linear Feature 25
111  42.78361639 -071.52603898 1
115  42.78358612 -071.52599513
120 Linear Feature 26
111  42.78347884 -071.52613632 1
111  42.78349872 -071.52610831 1
115  42.78352099 -071.52607692
120 Linear Feature 25
111  42.78352898 -071.52615216 1
115  42.78349872 -071.52610831
120 Linear Feature 26
111  42.78338802 -071.52625170 1
111  42.78340789 -071.52622369 1
115  42.78343016 -071.52619230
120 Linear Feature 25
111  42.78343816 -071.52626754 1
115  42.78340789 -071.52622369
120 Linear Feature 26
111  42.78329885 -071.52636781 1
111  42.78331872 -071.52633979 1
115  42.78334099 -071.52630841
120 Linear Feature 25
111  42.78334898 -071.52638365 1
115  42.78331872 -071.52633979
120 Linear Feature 26
111  42.78320928 -071.52648184 1
111  42.78322915 -071.52645383 1
115  42.78325142 -071.52642244
120 Linear Feature 25
111  42.78325941 -071.52649768 1
115  42.78322915 -071.52645383
120 Linear Feature 26
111  42.78424853 -071.52529332 1
111  42.78422865 -071.52532133 1
115  42.78420638 -071.52535272
120 Linear Feature 25
111  42.78419839 -071.52527748 1
115  42.78422865 -071.52532133
120 Linear Feature 26
111  42.78317947 -071.52669712 1
111  42.78315959 -071.52672513 1
115  42.78313732 -071.52675652
120 Linear Feature 25
111  42.78312933 -071.52668128 1
115  42.78315959 -071.52672513
120 Linear Feature 26
111  42.78327029 -071.52657832 1
111  42.78325042 -071.52660633 1
115  42.78322815 -071.52663772
120 Linear Feature 25
111  42.78322016 -071.52656248 1
115  42.78325042 -071.52660633
120 Linear Feature 26
111  42.78335821 -071.52646051 1
111  42.78333834 -071.52648852 1
115  42.78331607 -071.52651991
120 Linear Feature 25
111  42.78330807 -071.52644467 1
115  42.78333834 -071.52648852
120 Linear Feature 26
111  42.78344903 -071.52634171 1
111  42.78342916 -071.52636972 1
115  42.78340689 -071.52640111
120 Linear Feature 25
111  42.78339890 -071.52632587 1
115  42.78342916 -071.52636972
120 Linear Feature 26
111  42.78353228 -071.52622974 1
111  42.78351241 -071.52625776 1
115  42.78349014 -071.52628914
120 Linear Feature 25
111  42.78348214 -071.52621390 1
115  42.78351241 -071.52625776
120 Linear Feature 26
111  42.78362310 -071.52611094 1
111  42.78360323 -071.52613895 1
115  42.78358096 -071.52617034
120 Linear Feature 25
111  42.78357297 -071.52609510 1
115  42.78360323 -071.52613895
120 Linear Feature 26
111  42.78371479 -071.52599655 1
111  42.78369492 -071.52602456 1
115  42.78367265 -071.52605595
120 Linear Feature 25
111  42.78366465 -071.52598071 1
115  42.78369492 -071.52602456
120 Linear Feature 26
111  42.78380436 -071.52587775 1
111  42.78378449 -071.52590576 1
115  42.78376222 -071.52593715
120 Linear Feature 25
111  42.78375422 -071.52586191 1
115  42.78378449 -071.52590576
120 Linear Feature 26
111  42.78389177 -071.52576457 1
111  42.78387189 -071.52579258 1
115  42.78384962 -071.52582397
120 Linear Feature 25
111  42.78384163 -071.52574873 1
115  42.78387189 -071.52579258
120 Linear Feature 26
111  42.78398259 -071.52564919 1
111  42.78396272 -071.52567720 1
115  42.78394045 -071.52570859
120 Linear Feature 25
111  42.78393245 -071.52563335 1
115  42.78396272 -071.52567720
120 Linear Feature 26
111  42.78407176 -071.52553309 1
111  42.78405189 -071.52556110 1
115  42.78402962 -071.52559249
120 Linear Feature 25
111  42.78402163 -071.52551725 1
115  42.78405189 -071.52556110
120 Linear Feature 26
111  42.78416133 -071.52541905 1
111  42.78414146 -071.52544707 1
115  42.78411919 -071.52547845
120 Linear Feature 25
111  42.78411120 -071.52540321 1
115  42.78414146 -071.52544707
120 Linear Feature 26
111  42.78440824 -071.52550841 1
111  42.78442811 -071.52548040 1
115  42.78445038 -071.52544901
120 Linear Feature 25
111  42.78445837 -071.52552425 1
115  42.78442811 -071.52548040
120 Linear Feature 26
111  42.78431741 -071.52562722 1
111  42.78433729 -071.52559920 1
115  42.78435955 -071.52556781
120 Linear Feature 25
111  42.78436755 -071.52564306 1
115  42.78433729 -071.52559920
120 Linear Feature 26
111  42.78422949 -071.52574503 1
111  42.78424937 -071.52571701 1
115  42.78427164 -071.52568563
120 Linear Feature 25
111  42.78427963 -071.52576087 1
115  42.78424937 -071.52571701
120 Linear Feature 26
111  42.78413867 -071.52586383 1
111  42.78415854 -071.52583582 1
115  42.78418081 -071.52580443
120 Linear Feature 25
111  42.78418880 -071.52587967 1
115  42.78415854 -071.52583582
120 Linear Feature 26
111  42.78405542 -071.52597579 1
111  42.78407530 -071.52594778 1
115  42.78409756 -071.52591639
120 Linear Feature 25
111  42.78410556 -071.52599163 1
115  42.78407530 -071.52594778
120 Linear Feature 26
111  42.78396460 -071.52609459 1
111  42.78398447 -071.52606658 1
115  42.78400674 -071.52603519
120 Linear Feature 25
111  42.78401473 -071.52611043 1
115  42.78398447 -071.52606658
120 Linear Feature 26
111  42.78387668 -071.52621241 1
111  42.78389655 -071.52618439 1
115  42.78391882 -071.52615301
120 Linear Feature 25
111  42.78392681 -071.52622825 1
115  42.78389655 -071.52618439
120 Linear Feature 26
111  42.78378585 -071.52633121 1
111  42.78380573 -071.52630320 1
115  42.78382800 -071.52627181
120 Linear Feature 25
111  42.78383599 -071.52634705 1
115  42.78380573 -071.52630320
120 Linear Feature 26
111  42.78369594 -071.52644097 1
111  42.78371581 -071.52641295 1
115  42.78373808 -071.52638157
120 Linear Feature 25
111  42.78374607 -071.52645681 1
115  42.78371581 -071.52641295
120 Linear Feature 26
111  42.78360511 -071.52655977 1
111  42.78362499 -071.52653176 1
115  42.78364725 -071.52650037
120 Linear Feature 25
111  42.78365525 -071.52657561 1
115  42.78362499 -071.52653176
120 Linear Feature 26
111  42.78351719 -071.52667758 1
111  42.78353707 -071.52664957 1
115  42.78355934 -071.52661818
120 Linear Feature 25
111  42.78356733 -071.52669342 1
115  42.78353707 -071.52664957
120 Linear Feature 26
111  42.78342637 -071.52679638 1
111  42.78344624 -071.52676837 1
115  42.78346851 -071.52673698
120 Linear Feature 25
111  42.78347650 -071.52681222 1
115  42.78344624 -071.52676837
120 Linear Feature 24
112  42.78499943 -071.52369742  42.78501093 -071.52363884 20
114  42.78494069 -071.52367019  42.78492616 -071.52372464 20
120 Linear Feature 23
111  42.78501396 -071.52371722 20
111  42.78506967 -071.52371969 20
111  42.78502062 -071.52368587 20
111  42.78505150 -071.52366029 20
111  42.78501093 -071.52365534 20
111  42.78502970 -071.52360584 20
111  42.78499337 -071.52363141 20
111  42.78499761 -071.52355469 20
111  42.78497036 -071.52362151 20
111  42.78494736 -071.52357449 20
111  42.78495159 -071.52363141 20
111  42.78491163 -071.52360501 20
111  42.78493161 -071.52364957 20
111  42.78487591 -071.52364957 20
111  42.78492314 -071.52368834 20
111  42.78489104 -071.52371144 20
111  42.78492980 -071.52371639 20
111  42.78491345 -071.52375929 20
111  42.78494736 -071.52374114 20
111  42.78494372 -071.52381622 20
111  42.78497036 -071.52374939 20
111  42.78498853 -071.52379230 20
111  42.78498974 -071.52373702 20
113  42.78503273 -071.52376672 20
120 Linear Feature 6
111  42.78120233 -071.51798153 3
112  42.78118219 -071.51793355  42.78117059 -071.51790409
111  42.78118219 -071.51793355
112  42.78118219 -071.51793355  42.78116127 -071.51788043 3
112  42.78112164 -071.51771197  42.78111289 -071.51763219
111  42.78112164 -071.51771197 3
111  42.78107707 -071.51736338 3
111  42.78103445 -071.51703008
112  42.78103445 -071.51703008  42.78098606 -071.51674259 3
111  42.78112775 -071.51662142 3
115  42.78139945 -071.51638066
120 Linear Feature 21
111  42.77931356 -071.51221487 1
115  42.77883853 -071.51264253
