I
1050 Generated by WorldEditor 2.0.0r4

1   1427 1 0 KDLH Duluth Intl
115  46.84031607 -092.19662945
120 Linear Feature 8
111  46.83975794 -092.19647233 53
115  46.83977212 -092.19700289
120 Linear Feature 7
111  46.83971755 -092.20006535 3
115  46.83972197 -092.20021882
120 Linear Feature 6
111  46.83981717 -092.19869377 53
115  46.83982074 -092.19881391
120 Linear Feature 5
112  46.84034843 -092.19785892  46.84031895 -092.19757562 3
115  46.84014543 -092.19758517
120 Linear Feature 4
111  46.83982686 -092.20084901 3
115  46.83984940 -092.20081227
120 Linear Feature 3
112  46.83956610 -092.20146555  46.83958821 -092.20124806 9
112  46.83970824 -092.20103552  46.83977226 -092.20091678
111  46.83970824 -092.20103552 9
115  46.83982686 -092.20084901
120 Linear Feature 2
112  46.83955890 -092.20157446  46.83956009 -092.20151125 3
115  46.83956610 -092.20146555
120 Linear Feature 1
112  46.83953713 -092.20074533  46.83951814 -092.20071086 3
112  46.83948136 -092.20066148  46.83946339 -092.20063958
111  46.83948136 -092.20066148
112  46.83948136 -092.20066148  46.83940812 -092.20057220 3
115  46.83934895 -092.20057561
120 Linear Feature 5
111  46.83956123 -092.20166298 3
111  46.83955890 -092.20157446 3
111  46.83953713 -092.20074533 3
115  46.83953280 -092.20058056
120 Linear Feature 4
111  46.83956123 -092.20166298 9
115  46.83961724 -092.20379655
120 Linear Feature 16
112  46.84002902 -092.19040970  46.84013793 -092.19037335 9
111  46.84014157 -092.19022671 9
111  46.84009703 -092.18866691
112  46.84009703 -092.18866691  46.84008193 -092.18817996 9
112  46.83974875 -092.18824335  46.83963108 -092.18831642
111  46.83974875 -092.18824335 9
111  46.83964760 -092.18829991 9
111  46.83954284 -092.18834893
112  46.83954284 -092.18834893  46.83935023 -092.18842600 9
112  46.83915378 -092.18835142  46.83893069 -092.18845694
111  46.83915378 -092.18835142 9
115  46.83839060 -092.18874448
120 Linear Feature 15
111  46.84016629 -092.19114673 3 102
111  46.84016392 -092.19104530
112  46.84016392 -092.19104530  46.84015583 -092.19097539 3 102
116  46.83994144 -092.19087132  46.83980558 -092.19090120
120 Linear Feature 18
112  46.83660077 -092.18905733  46.83654993 -092.18908959 3 102
112  46.83652783 -092.18919945  46.83652340 -092.18925487
111  46.83652783 -092.18919945
112  46.83652783 -092.18919945  46.83652523 -092.18925703 3
112  46.83657368 -092.18935276  46.83660347 -092.18939084
111  46.83657368 -092.18935276
112  46.83657368 -092.18935276  46.83660124 -092.18938799 3
112  46.83667699 -092.18939266  46.83671564 -092.18937886
111  46.83667699 -092.18939266 3
111  46.83761464 -092.18891125 3
111  46.83793779 -092.18874533 3
111  46.83812526 -092.18864908 3
111  46.83813506 -092.18864405 3
116  46.83818640 -092.18855346  46.83820372 -092.18848620
120 Linear Feature 23
112  46.84026858 -092.18458993  46.84022079 -092.18466249 3 102
112  46.84019413 -092.18480028  46.84018884 -092.18491285
111  46.84019413 -092.18480028 3 102
111  46.84021658 -092.18561772 3 102
111  46.84024779 -092.18675408
112  46.84024779 -092.18675408  46.84025140 -092.18681159 3 102
116  46.84037308 -092.18680054  46.84043012 -092.18670833
120 Linear Feature 22
112  46.83996577 -092.18745530  46.84005963 -092.18731677 3 102
111  46.84005501 -092.18717193 3 102
111  46.84001326 -092.18562904 3 102
111  46.83999683 -092.18502197 3 102
116  46.83990310 -092.18491566  46.83981500 -092.18494093
120 Linear Feature 21
111  46.83807993 -092.18654966 3
111  46.83804801 -092.18658459 3 102
112  46.83800547 -092.18679444  46.83802774 -092.18692712
111  46.83800547 -092.18679444 3 102
111  46.83815143 -092.18739225 3 102
111  46.83816192 -092.18743521
112  46.83816192 -092.18743521  46.83818949 -092.18753010 3 102
116  46.83852343 -092.18765463  46.83874940 -092.18752912
120 Linear Feature 20
112  46.83590112 -092.18854785  46.83589230 -092.18853222 3
115  46.83588035 -092.18851683
120 Linear Feature 29
111  46.84144987 -092.19136153 53 102
111  46.84143529 -092.19134135 53 102
112  46.84136348 -092.19128566  46.84132568 -092.19127238
111  46.84136348 -092.19128566 53 102
115  46.84103542 -092.19115171
120 Linear Feature 28
111  46.84095996 -092.19082255 53 102
111  46.84129414 -092.19095374 53 102
112  46.84139952 -092.19092392  46.84143228 -092.19088041
111  46.84139952 -092.19092392 53 102
115  46.84143612 -092.19087415
120 Linear Feature 27
111  46.84034251 -092.19035883 3 102
111  46.84034454 -092.19039370
112  46.84034454 -092.19039370  46.84036526 -092.19056203 3 102
112  46.84048698 -092.19063053  46.84052170 -092.19064568
111  46.84048698 -092.19063053 3 102
115  46.84050267 -092.19063695
120 Linear Feature 26
111  46.84028989 -092.18839386 3 102
115  46.84034251 -092.19035883
120 Linear Feature 25
111  46.84134275 -092.18661055 53 102
112  46.84132102 -092.18653255  46.84130871 -092.18650382
111  46.84132102 -092.18653255
112  46.84132102 -092.18653255  46.84127386 -092.18642249 3 102
112  46.84101501 -092.18643861  46.84087365 -092.18658016
111  46.84101501 -092.18643861 3 102
111  46.84085554 -092.18662560 3 102
115  46.84080337 -092.18668677
120 Linear Feature 24
111  46.84084416 -092.18605016 3 102
111  46.84124428 -092.18540839
112  46.84124428 -092.18540839  46.84126422 -092.18537102 3 102
112  46.84128683 -092.18531079  46.84129592 -092.18528386
111  46.84128683 -092.18531079
112  46.84128683 -092.18531079  46.84130166 -092.18526684 53 102
115  46.84130472 -092.18523987
120 Linear Feature 4
111  46.84151010 -092.21121115 53 102
111  46.84170139 -092.21118355
112  46.84170139 -092.21118355  46.84199026 -092.21111435 53 102
115  46.84199549 -092.21070820
120 Linear Feature 3
112  46.84005009 -092.21077747  46.84009284 -092.21120641 3 102
116  46.84040564 -092.21125925  46.84044765 -092.21125579
120 Linear Feature 2
111  46.84069007 -092.19800947 3 102
111  46.84066929 -092.19798203
112  46.84066929 -092.19798203  46.84061460 -092.19792454 3 102
112  46.84055537 -092.19806831  46.84055537 -092.19816166
111  46.84055537 -092.19806831 3 102
115  46.84059900 -092.19968502
120 Linear Feature 1
111  46.84165403 -092.19886200 53 102
112  46.84142064 -092.19864198  46.84125820 -092.19863766
111  46.84142064 -092.19864198 53 102
111  46.84128124 -092.19864656
112  46.84128124 -092.19864656  46.84123763 -092.19864650 53 102
115  46.84119380 -092.19862974
120 Linear Feature 1
111  46.84111019 -092.19817482 3 102
111  46.84112119 -092.19819125 3 102
111  46.84113090 -092.19820495 53 102
112  46.84123963 -092.19828358  46.84130635 -092.19830634
111  46.84123963 -092.19828358 53 102
116  46.84163026 -092.19803600  46.84171757 -092.19770708
120 Linear Feature 7
111  46.84113800 -092.21827265 3 102
111  46.84130833 -092.21924941
112  46.84130833 -092.21924941  46.84131750 -092.21929161 3 102
112  46.84133424 -092.21935524  46.84134210 -092.21938367
111  46.84133424 -092.21935524
112  46.84133424 -092.21935524  46.84135124 -092.21941673 3 102
111  46.84136345 -092.21944645
112  46.84136345 -092.21944645  46.84144188 -092.21958957 53 102
112  46.84162231 -092.21969393  46.84172002 -092.21972562
111  46.84162231 -092.21969393
112  46.84162231 -092.21969393  46.84181829 -092.21975000 53 102
115  46.84190615 -092.21963463
120 Linear Feature 6
111  46.84052846 -092.21432114 3
115  46.84056139 -092.21452938
120 Linear Feature 5
111  46.84044344 -092.17583728 53 102
111  46.84050872 -092.17583185 53 102
111  46.84069925 -092.17581775 53 102
111  46.84101744 -092.17579574 53
115  46.84145421 -092.17577130
120 Linear Feature 1
111  46.84811827 -092.17555718 53
111  46.84844180 -092.17555441 53
115  46.84848818 -092.17555401
120 Linear Feature 7
111  46.84311533 -092.17727118 3
112  46.84306397 -092.17734982  46.84306123 -092.17741234
111  46.84306397 -092.17734982
112  46.84306397 -092.17734982  46.84306869 -092.17746322 3 102
115  46.84315037 -092.17747440
120 Linear Feature 6
111  46.84334469 -092.17725591 3
115  46.84331009 -092.17725760
120 Linear Feature 5
111  46.84331009 -092.17725760 3
115  46.84311533 -092.17727118
120 Linear Feature 4
112  46.84461963 -092.17682587  46.84459901 -092.17685619 3 102
111  46.84458668 -092.17690428 3 102
111  46.84458682 -092.17770285 3 102
111  46.84446631 -092.17770227 3 102
111  46.84409019 -092.17828591 3 102
112  46.84398422 -092.17834707  46.84392084 -092.17834886
111  46.84398422 -092.17834707 3 102
111  46.84354366 -092.17834628 3 102
112  46.84343912 -092.17828373  46.84338505 -092.17821873
111  46.84343912 -092.17828373 3 102
111  46.84344084 -092.17781969 3 102
111  46.84339909 -092.17769725 3 102
111  46.84306817 -092.17769637 3 102
111  46.84290490 -092.17747690 53 102
111  46.84285478 -092.17741310 53 102
111  46.84277524 -092.17731185 3 102
112  46.84264907 -092.17729420  46.84254243 -092.17730176
111  46.84264907 -092.17729420 3 102
115  46.84260984 -092.17730018
120 Linear Feature 3
111  46.84199637 -092.17797171 3 102
111  46.84168503 -092.17846002 53 102
111  46.84162464 -092.17855732
112  46.84162464 -092.17855732  46.84154202 -092.17868919 53 102
111  46.84154196 -092.17891211 53 102
111  46.84154858 -092.17914783 53
115  46.84156462 -092.17971895
120 Linear Feature 2
111  46.84147571 -092.17649599 53 102
111  46.84151345 -092.17784686
112  46.84151345 -092.17784686  46.84155441 -092.17802584 53 102
112  46.84174292 -092.17793960  46.84180605 -092.17784885
111  46.84174292 -092.17793960 53 102
111  46.84175726 -092.17791697 3 102
115  46.84203746 -092.17747476
120 Linear Feature 4
111  46.83948328 -092.17863259 3 102
112  46.83948543 -092.17863237  46.83948683 -092.17863221
111  46.83948543 -092.17863237
112  46.83948543 -092.17863237  46.83950321 -092.17863030 3 102
112  46.83971742 -092.17847332  46.83980705 -092.17833549
111  46.83971742 -092.17847332
112  46.83971742 -092.17847332  46.83976463 -092.17840073 3 102
112  46.83980924 -092.17814198  46.83981634 -092.17798873
111  46.83980924 -092.17814198 3 102
111  46.83979219 -092.17744598
112  46.83979219 -092.17744598  46.83980214 -092.17719408 3 102
112  46.83984220 -092.17710178  46.83985405 -092.17705168
111  46.83984220 -092.17710178
112  46.83984220 -092.17710178  46.83984690 -092.17708190 3 102
112  46.83984640 -092.17702481  46.83984378 -092.17698884
111  46.83984640 -092.17702481
112  46.83984640 -092.17702481  46.83983901 -092.17698474 3 102
115  46.83983284 -092.17690752
120 Linear Feature 3
111  46.84115630 -092.17974059 53
111  46.84114047 -092.17917141 53 102
111  46.84106731 -092.17654035
112  46.84106731 -092.17654035  46.84102712 -092.17611074 53 102
112  46.84054002 -092.17627486  46.84038788 -092.17650959
111  46.84054002 -092.17627486 53 102
111  46.84045661 -092.17642154 3 102
111  46.84044837 -092.17643607 3 102
111  46.84006882 -092.17710535
112  46.84006882 -092.17710535  46.83999762 -092.17725856 3 102
111  46.83999415 -092.17743660 3 102
111  46.84003537 -092.17903154 3 102
111  46.84004678 -092.17947323
112  46.84004678 -092.17947323  46.84008101 -092.17992275 3 102
111  46.84037526 -092.17993751 3 102
111  46.84054827 -092.17992786 3 102
111  46.84056317 -092.17992702 53 102
111  46.84109946 -092.17989710 53 102
116  46.84115388 -092.17983102  46.84116574 -092.17977280
120 Linear Feature 2
111  46.84118067 -092.18071744 53 102
112  46.84084257 -092.18030662  46.84054550 -092.18028619
111  46.84084257 -092.18030662 53 102
111  46.84057133 -092.18032211 3 102
111  46.84056019 -092.18032277 3 102
111  46.84046735 -092.18032829 3 102
112  46.84017082 -092.18083751  46.84015865 -092.18130374
111  46.84017082 -092.18083751 3 102
111  46.84023393 -092.18311147 3 102
111  46.84023773 -092.18324854
112  46.84023773 -092.18324854  46.84027581 -092.18359886 3 102
116  46.84062366 -092.18356732  46.84073464 -092.18348198
120 Linear Feature 1
111  46.83965942 -092.18443104 3 102
111  46.83979313 -092.18430911 3 102
112  46.83996382 -092.18380813  46.83996100 -092.18346616
111  46.83996382 -092.18380813 3 102
111  46.83994270 -092.18312716 3 102
111  46.83993996 -092.18303871
112  46.83993996 -092.18303871  46.83993851 -092.18300483 3 102
112  46.83982105 -092.18278313  46.83971710 -092.18261251
111  46.83982105 -092.18278313 3 102
115  46.83972063 -092.18265807
120 Linear Feature 8
112  46.83779368 -092.18525826  46.83779501 -092.18526984 3 102
112  46.83779815 -092.18529225  46.83779979 -092.18530334
111  46.83779815 -092.18529225
112  46.83779815 -092.18529225  46.83785501 -092.18567609 3 102
116  46.83824945 -092.18569041  46.83841279 -092.18560927
120 Linear Feature 1
111  46.84283785 -092.17598257 3
115  46.84283650 -092.17594082
120 Linear Feature 3
112  46.84392603 -092.19227383  46.84391231 -092.19242557 3 102
115  46.84397293 -092.19250249
120 Linear Feature 2
111  46.84389310 -092.19283069 3 102
112  46.84376607 -092.19295621  46.84371528 -092.19307580
111  46.84376607 -092.19295621
112  46.84376607 -092.19295621  46.84375997 -092.19297057 53 102
115  46.84374905 -092.19300439
120 Linear Feature 1
111  46.84170830 -092.18485961 53 102
112  46.84181800 -092.18489756  46.84189676 -092.18484056
111  46.84181800 -092.18489756 53 102
115  46.84185029 -092.18486472
120 Linear Feature 1
112  46.84180830 -092.18515168  46.84173365 -092.18522819 53 102
115  46.84171985 -092.18530946
120 Linear Feature 12
111  46.84241351 -092.21889024 51
111  46.84241379 -092.21897445
112  46.84241379 -092.21897445  46.84239654 -092.21914874 51
111  46.84232624 -092.21926403 51
111  46.84198999 -092.21979302
112  46.84198999 -092.21979302  46.84195705 -092.21984082 51
115  46.84191598 -092.21985116
120 Linear Feature 8
111  46.84224335 -092.21983305 51
111  46.84207834 -092.21984184 51
111  46.84191598 -092.21985116 51
111  46.84171560 -092.21986117
112  46.84171560 -092.21986117  46.84168574 -092.21986136 51
112  46.84162703 -092.21985368  46.84159884 -092.21984708
111  46.84162703 -092.21985368
112  46.84162703 -092.21985368  46.84149306 -092.21982017 57
112  46.84127889 -092.21953763  46.84119801 -092.21937431
111  46.84127889 -092.21953763
112  46.84127889 -092.21953763  46.84125685 -092.21949313 51
112  46.84122136 -092.21939247  46.84120580 -092.21934287
111  46.84122136 -092.21939247
112  46.84122136 -092.21939247  46.84120647 -092.21934502 1
112  46.84118730 -092.21924498  46.84117895 -092.21919457
111  46.84118730 -092.21924498 1
111  46.84009100 -092.21214800 1
111  46.83997282 -092.21138288 1
112  46.83991410 -092.21082857  46.83989562 -092.21055841
111  46.83991410 -092.21082857
112  46.83991410 -092.21082857  46.83991037 -092.21077403 1
112  46.83990608 -092.21066910  46.83990463 -092.21061815
111  46.83990608 -092.21066910 1
111  46.83965859 -092.20158395 1
112  46.83976401 -092.20116190  46.83988108 -092.20097507
111  46.83976401 -092.20116190 1
111  46.84037576 -092.20019406
112  46.84037576 -092.20019406  46.84043836 -092.20007395 1
112  46.84050099 -092.19967598  46.84050732 -092.19939637
111  46.84050099 -092.19967598 1
111  46.84044890 -092.19784170 1
111  46.84043386 -092.19729176 1
111  46.84042096 -092.19682017 1
111  46.84034709 -092.19411892 1
111  46.84032620 -092.19335493 1
111  46.84026948 -092.19128070 1
111  46.84026432 -092.19109210 1
111  46.84025398 -092.19071408 1
111  46.84024501 -092.19039238 1
111  46.84024338 -092.19033278 1
111  46.84018807 -092.18830785 1
111  46.84016636 -092.18751297 1
111  46.84015480 -092.18708968 1
111  46.84014595 -092.18676617 1
111  46.84013138 -092.18623277 57
111  46.84011485 -092.18562338 1
111  46.84009645 -092.18495358 1
111  46.84009187 -092.18478580
112  46.84009187 -092.18478580  46.84008329 -092.18443889 1
112  46.84011258 -092.18399350  46.84011087 -092.18370009
111  46.84011258 -092.18399350 1
111  46.84011114 -092.18393982 1
111  46.84009611 -092.18338055 1
111  46.84008933 -092.18311926 57
111  46.84008691 -092.18303040 57
111  46.84007263 -092.18250699 1
111  46.84004251 -092.18144160 1
111  46.84002574 -092.18084838 1
111  46.83996316 -092.17974411 1
111  46.83994437 -092.17941265 1
111  46.83989280 -092.17748172
112  46.83989280 -092.17748172  46.83988637 -092.17718520 1
111  46.84001095 -092.17697480 1
111  46.84010541 -092.17680950 57
111  46.84037189 -092.17634368 51
111  46.84049077 -092.17613584
112  46.84049077 -092.17613584  46.84057643 -092.17602074 51
112  46.84075008 -092.17595765  46.84082739 -092.17594534
111  46.84075008 -092.17595765 51
111  46.84081892 -092.17595381
112  46.84081892 -092.17595381  46.84102052 -092.17595180 51
112  46.84126441 -092.17655432  46.84128047 -092.17689739
111  46.84126441 -092.17655432 51
115  46.84128543 -092.17735086
120 Linear Feature 1
112  46.84207834 -092.21984184  46.84192664 -092.21990308 51
111  46.84180313 -092.22004973 51
111  46.84154432 -092.22040150 51
112  46.84138641 -092.22051514  46.84129904 -092.22054391
111  46.84138641 -092.22051514
112  46.84138641 -092.22051514  46.84130613 -092.22051547 51
112  46.84118837 -092.22037605  46.84115631 -092.22031507
111  46.84118837 -092.22037605
112  46.84118837 -092.22037605  46.84115605 -092.22030770 51
112  46.84113389 -092.22012281  46.84112856 -092.22001272
111  46.84113389 -092.22012281
112  46.84113389 -092.22012281  46.84113111 -092.22006553 51
112  46.84113433 -092.21991759  46.84113722 -092.21983714
111  46.84113433 -092.21991759
112  46.84113433 -092.21991759  46.84114332 -092.21982040 51
112  46.84116651 -092.21974071  46.84117751 -092.21970326
111  46.84116651 -092.21974071
112  46.84116651 -092.21974071  46.84118110 -092.21969102 51
112  46.84119360 -092.21949979  46.84119363 -092.21934982
111  46.84119360 -092.21949979 1
116  46.84118730 -092.21924498  46.84118308 -092.21917672
120 Linear Feature 11
111  46.84137053 -092.21991144 51
115  46.84136745 -092.21991939
120 Linear Feature 10
111  46.84116651 -092.21974071 51
115  46.84140365 -092.21994518
120 Linear Feature 9
111  46.84134868 -092.22010889 51
115  46.84135255 -092.22009955
120 Linear Feature 7
111  46.84113433 -092.21991759 51
115  46.84138455 -092.22013354
120 Linear Feature 6
111  46.84133554 -092.22029328 51
115  46.84133172 -092.22030124
120 Linear Feature 4
111  46.84113389 -092.22012281 51
115  46.84136498 -092.22032482
120 Linear Feature 3
111  46.84131187 -092.22049151 51
115  46.84131592 -092.22048199
120 Linear Feature 2
111  46.84118837 -092.22037605 51
115  46.84136008 -092.22052712
120 Linear Feature 18
111  46.84125260 -092.21183702 51
111  46.84125600 -092.21184011 51
115  46.84125925 -092.21184306
120 Linear Feature 17
111  46.84114339 -092.21171846 51
111  46.84114770 -092.21172319 51
115  46.84115148 -092.21172734
120 Linear Feature 16
112  46.84102728 -092.21184016  46.84107073 -092.21184611 51
111  46.84109034 -092.21181876 51
115  46.84114770 -092.21172319
120 Linear Feature 15
112  46.84065057 -092.21144199  46.84073374 -092.21146002 1
112  46.84081501 -092.21155418  46.84085260 -092.21159917
111  46.84081501 -092.21155418 1
111  46.84091331 -092.21168800 51
111  46.84102728 -092.21184016 51
111  46.84112460 -092.21197009
112  46.84112460 -092.21197009  46.84118096 -092.21197452 51
111  46.84120688 -092.21192746 51
115  46.84125600 -092.21184011
120 Linear Feature 14
112  46.84009100 -092.21214800  46.84005266 -092.21173163 1
116  46.84043737 -092.21145365  46.84060577 -092.21141769
120 Linear Feature 23
111  46.84183982 -092.21137363 51
112  46.84191173 -092.21134240  46.84194823 -092.21132023
111  46.84191173 -092.21134240
112  46.84191173 -092.21134240  46.84205854 -092.21123759 51
112  46.84219201 -092.21074126  46.84219476 -092.21037385
111  46.84219201 -092.21074126 51
115  46.84216734 -092.20980361
120 Linear Feature 13
111  46.83991410 -092.21082857 1
112  46.84042927 -092.21145410  46.84088600 -092.21147317
111  46.84042927 -092.21145410 1
111  46.84043737 -092.21145365 1
111  46.84065057 -092.21144199 1
111  46.84098022 -092.21142361 57
111  46.84139919 -092.21139932 51
111  46.84178658 -092.21137676 51
111  46.84183982 -092.21137363 51
111  46.84196370 -092.21136647
112  46.84196370 -092.21136647  46.84204263 -092.21137978 51
112  46.84221841 -092.21175702  46.84223300 -092.21204557
111  46.84221841 -092.21175702 51
115  46.84224530 -092.21268720
120 Linear Feature 21
111  46.84174343 -092.21158680 59
111  46.84140482 -092.21160648 9
115  46.84068826 -092.21165014
120 Linear Feature 19
111  46.84141251 -092.21188962 51
111  46.84168233 -092.21146327 51
116  46.84178658 -092.21137676  46.84183748 -092.21136395
120 Linear Feature 28
111  46.84161049 -092.21423201 20
115  46.84160453 -092.21411966
120 Linear Feature 27
111  46.84091017 -092.21432690 20
115  46.84089998 -092.21426183
120 Linear Feature 5
112  46.84044890 -092.19784170  46.84045964 -092.19765818 1
116  46.84061001 -092.19770353  46.84065880 -092.19775323
120 Linear Feature 4
112  46.84044890 -092.19784170  46.84042742 -092.19758342 1
116  46.84011536 -092.19743802  46.83994416 -092.19744360
120 Linear Feature 3
111  46.83978446 -092.19745840 51
111  46.83994623 -092.19744914 1
111  46.84011536 -092.19743802 1
111  46.84020088 -092.19743239 1
111  46.84029250 -092.19743239
112  46.84029250 -092.19743239  46.84040652 -092.19743799 1
111  46.84048019 -092.19752925 1
111  46.84052487 -092.19758858 1
111  46.84061001 -092.19770353 1
111  46.84074267 -092.19788162 57
111  46.84105199 -092.19829612 51
111  46.84108376 -092.19833861
112  46.84108376 -092.19833861  46.84117962 -092.19845119 51
111  46.84130152 -092.19846594 51
111  46.84145326 -092.19845731 51
111  46.84235945 -092.19840577 51
111  46.84236728 -092.19840533 51
111  46.84269385 -092.19838703 57
111  46.84305550 -092.19836616 57
112  46.84311407 -092.19835713  46.84314633 -092.19835023
111  46.84311407 -092.19835713
112  46.84311407 -092.19835713  46.84334880 -092.19829943 51
112  46.84345581 -092.19777591  46.84345437 -092.19755599
111  46.84345581 -092.19777591 51
111  46.84339627 -092.19557504
112  46.84339627 -092.19557504  46.84338755 -092.19449304 51
112  46.84365851 -092.19293684  46.84382989 -092.19212662
111  46.84365851 -092.19293684 51
111  46.84367968 -092.19283809 51
111  46.84382813 -092.19223660 51
111  46.84504400 -092.18731017
112  46.84504400 -092.18731017  46.84509611 -092.18711940 51
112  46.84545952 -092.18701275  46.84567618 -092.18710073
111  46.84545952 -092.18701275 51
115  46.84633399 -092.18747337
120 Linear Feature 8
112  46.84052487 -092.19758858  46.84045801 -092.19747013 1
116  46.84043386 -092.19729176  46.84042593 -092.19722391
120 Linear Feature 7
112  46.84011536 -092.19743802  46.84029977 -092.19738231 1
116  46.84042096 -092.19682017  46.84043654 -092.19649710
120 Linear Feature 13
111  46.84192825 -092.19999588 51
111  46.84190585 -092.19916034
112  46.84190585 -092.19916034  46.84190663 -092.19886981 51
116  46.84236728 -092.19840533  46.84269910 -092.19833500
120 Linear Feature 12
111  46.84184061 -092.19683164 51
111  46.84186304 -092.19764808
112  46.84186304 -092.19764808  46.84186577 -092.19793100 51
116  46.84235945 -092.19840577  46.84272327 -092.19845796
120 Linear Feature 11
112  46.84145326 -092.19845731  46.84147666 -092.19845318 51
111  46.84161576 -092.19839731 51
111  46.84164199 -092.19838131
111  46.84167519 -092.19835097 51
112  46.84184102 -092.19787675  46.84183765 -092.19757212
111  46.84184102 -092.19787675 51
115  46.84181800 -092.19699743
120 Linear Feature 10
111  46.84145326 -092.19845731 51
111  46.84161828 -092.19851340 51
111  46.84164525 -092.19852636
111  46.84167846 -092.19854664
112  46.84167846 -092.19854664  46.84185461 -092.19869687 51
111  46.84187092 -092.19896729 51
115  46.84189722 -092.19984636
120 Linear Feature 16
111  46.84382813 -092.19223660 51
112  46.84386275 -092.19253506  46.84392137 -092.19267770
111  46.84386275 -092.19253506
112  46.84386275 -092.19253506  46.84390836 -092.19264955 1
115  46.84398881 -092.19269587
120 Linear Feature 15
112  46.84365851 -092.19293684  46.84369870 -092.19280011 51
112  46.84382086 -092.19270795  46.84388086 -092.19267868
111  46.84382086 -092.19270795
112  46.84382086 -092.19270795  46.84388631 -092.19267138 1
112  46.84398881 -092.19269587  46.84403115 -092.19270977
111  46.84398881 -092.19269587 1
115  46.84458396 -092.19300917
120 Linear Feature 21
112  46.84004986 -092.19373967  46.84010071 -092.19373394 51
112  46.84017627 -092.19369207  46.84021014 -092.19366744
111  46.84017627 -092.19369207
112  46.84017627 -092.19369207  46.84032004 -092.19358753 1
115  46.84032620 -092.19335493
120 Linear Feature 20
112  46.84034709 -092.19411892  46.84034286 -092.19404695 1
112  46.84017774 -092.19377305  46.84004118 -092.19368900
111  46.84017774 -092.19377305
112  46.84017774 -092.19377305  46.84014302 -092.19375175 51
112  46.84004986 -092.19373967  46.83999864 -092.19374139
111  46.84004986 -092.19373967 51
115  46.83989871 -092.19375076
120 Linear Feature 24
111  46.83773846 -092.19282180 1
111  46.83773455 -092.19266782
112  46.83773455 -092.19266782  46.83773964 -092.19257402 1
112  46.83791972 -092.19239285  46.83804591 -092.19237487
111  46.83791972 -092.19239285 51
115  46.83801089 -092.19238729
120 Linear Feature 23
111  46.83936719 -092.19237027 51
115  46.83881452 -092.19240455
120 Linear Feature 33
112  46.84000013 -092.19072323  46.84022111 -092.19066836 1
116  46.84024338 -092.19033278  46.84024553 -092.19027639
120 Linear Feature 32
111  46.84055624 -092.19081055 57
111  46.84044955 -092.19076401 1
116  46.84024501 -092.19039238  46.84022008 -092.19009564
120 Linear Feature 31
112  46.84026948 -092.19128070  46.84028936 -092.19104785 1
112  46.84044717 -092.19084012  46.84053889 -092.19076094
111  46.84044717 -092.19084012
112  46.84044717 -092.19084012  46.84047377 -092.19081888 57
116  46.84055624 -092.19081055  46.84061592 -092.19081178
120 Linear Feature 30
112  46.84000013 -092.19072323  46.84024731 -092.19075920 1
115  46.84026432 -092.19109210
120 Linear Feature 35
111  46.83953472 -092.18916602 1
111  46.83957587 -092.18916323 1
115  46.83975911 -092.18915079
120 Linear Feature 39
111  46.83957803 -092.18926105 1
111  46.83957587 -092.18916323 1
115  46.83957374 -092.18906614
120 Linear Feature 38
112  46.83961630 -092.18926997  46.83953760 -092.18928465
111  46.83961630 -092.18926997
112  46.83961630 -092.18926997  46.83960159 -092.18927127 1
112  46.83957803 -092.18926105  46.83956725 -092.18925424
111  46.83957803 -092.18926105
112  46.83957803 -092.18926105  46.83955063 -092.18924374 1
112  46.83953472 -092.18916602  46.83953378 -092.18912634
111  46.83953472 -092.18916602
112  46.83953472 -092.18916602  46.83953378 -092.18912645 1
112  46.83957374 -092.18906614  46.83960069 -092.18904706
111  46.83957374 -092.18906614
112  46.83957374 -092.18906614  46.83958380 -092.18905902 1
112  46.83960995 -092.18905462  46.83962405 -092.18905444
111  46.83960995 -092.18905462
114  46.83960995 -092.18905462  46.83971331 -092.18907211 1
120 Linear Feature 35
111  46.83954695 -092.18959637 1
111  46.83958770 -092.18959423 1
115  46.83977147 -092.18958458
120 Linear Feature 39
111  46.83958987 -092.18969262 1
111  46.83958770 -092.18959423 1
115  46.83958557 -092.18949772
120 Linear Feature 38
112  46.83962814 -092.18970154  46.83954943 -092.18971623
111  46.83962814 -092.18970154
112  46.83962814 -092.18970154  46.83961342 -092.18970284 1
112  46.83958987 -092.18969262  46.83957908 -092.18968581
111  46.83958987 -092.18969262
112  46.83958987 -092.18969262  46.83956246 -092.18967532 1
112  46.83954695 -092.18959637  46.83954601 -092.18955668
111  46.83954695 -092.18959637
112  46.83954695 -092.18959637  46.83954601 -092.18955680 1
112  46.83958557 -092.18949772  46.83961252 -092.18947863
111  46.83958557 -092.18949772
112  46.83958557 -092.18949772  46.83959563 -092.18949060 1
112  46.83962178 -092.18948620  46.83963588 -092.18948601
111  46.83962178 -092.18948620
114  46.83962178 -092.18948620  46.83972514 -092.18950368 1
120 Linear Feature 35
111  46.83955709 -092.19002630 1
111  46.83959787 -092.19002459 1
115  46.83978378 -092.19001676
120 Linear Feature 39
111  46.83960001 -092.19012255 1
111  46.83959787 -092.19002459 1
115  46.83959571 -092.18992765
120 Linear Feature 38
112  46.83963828 -092.19013147  46.83955957 -092.19014616
111  46.83963828 -092.19013147
112  46.83963828 -092.19013147  46.83962356 -092.19013277 1
