I
1050 Generated by WorldEditor 1.6.0r1

1   1652 1 0 CYXE Saskatoon J G Diefenbaker Intl
111  52.17040216 -106.68282625 20
111  52.17006758 -106.68235126 20
115  52.17005590 -106.68233468
120 Linear Feature 83
111  52.17112745 -106.68487440 51
115  52.17088147 -106.68495356
120 Linear Feature 45
111  52.17044836 -106.68276740 20
115  52.17013029 -106.68231079
120 Linear Feature 34
111  52.17009576 -106.68232188 22
115  52.17042034 -106.68279334
120 Linear Feature 44
111  52.17057409 -106.68216825 20
111  52.17013029 -106.68231079 20
111  52.17009576 -106.68232188 20
111  52.17005590 -106.68233468 20
115  52.16900912 -106.68267090
120 Linear Feature 43
111  52.16948180 -106.69238796 20
111  52.16936985 -106.69230624 20
111  52.16930386 -106.69238933 20
115  52.16918472 -106.69235092
120 Linear Feature 42
111  52.16973621 -106.69237492 20
111  52.16958723 -106.69270068 20
111  52.16947375 -106.69277446 20
111  52.16940761 -106.69265074 20
113  52.16970906 -106.69228638 20
120 Linear Feature 41
111  52.16975009 -106.69271169 20
111  52.16962339 -106.69289217 20
111  52.16964985 -106.69319410 20
111  52.16971737 -106.69317707 20
111  52.16975234 -106.69301109 20
111  52.16980106 -106.69277981 20
115  52.16975009 -106.69271169
120 Linear Feature 40
111  52.16996091 -106.69224410 20
111  52.17002691 -106.69218689 20
111  52.17029257 -106.69244297 20
111  52.17026751 -106.69265137 20
111  52.17016809 -106.69262685 20
111  52.17012215 -106.69252333 20
113  52.17010794 -106.69253151 20
120 Linear Feature 39
111  52.17072973 -106.69074492 20
111  52.17078236 -106.69059100 20
111  52.17061026 -106.69037443 20
111  52.17058548 -106.69041461 20
113  52.17062697 -106.69064685 20
120 Linear Feature 38
111  52.17026901 -106.69181854 20
111  52.17033445 -106.69164601 20
111  52.17024941 -106.69160340 20
111  52.17003540 -106.69149617 20
111  52.17000700 -106.69156973 20
111  52.17013147 -106.69173999 20
113  52.17014401 -106.69171275 20
120 Linear Feature 37
111  52.17107684 -106.69012216 20
111  52.17089513 -106.68999503 20
111  52.17082830 -106.69004724 20
111  52.17079349 -106.69027994 20
111  52.17084431 -106.69037870 20
111  52.17095570 -106.69020502 20
113  52.17104760 -106.69023454 20
120 Linear Feature 36
111  52.16905054 -106.69247497 20
115  52.16918110 -106.69228567
120 Linear Feature 35
111  52.16948858 -106.69188367 20
111  52.16924028 -106.69223744 20
111  52.16918110 -106.69228567 20
111  52.16922287 -106.69220055 20
113  52.16947060 -106.69184962 20
120 Linear Feature 89
111  52.17024941 -106.69160340 20
111  52.17024911 -106.69157785 20
111  52.17014004 -106.69147853 20
111  52.17014178 -106.69136502 20
115  52.17030275 -106.69125170
120 Linear Feature 34
111  52.17045088 -106.69154880 20
111  52.17050003 -106.69139500 20
111  52.17041782 -106.69131818 20
111  52.17041883 -106.69124953 20
111  52.17044489 -106.69121030 20
111  52.17053612 -106.69128875 20
111  52.17056018 -106.69122664 20
111  52.17055015 -106.69113347 20
111  52.17050905 -106.69108444 20
111  52.17035667 -106.69106155 20
111  52.17029853 -106.69113184 20
111  52.17030275 -106.69125170 20
113  52.17030855 -106.69141625 20
120 Linear Feature 33
111  52.17045268 -106.69123922 20
115  52.17044717 -106.69125688
120 Linear Feature 32
111  52.17044717 -106.69125688 20
111  52.17107373 -106.69182727 20
111  52.17111782 -106.69182538 20
111  52.17109519 -106.69189254 20
115  52.17107373 -106.69182727
120 Linear Feature 31
111  52.17117483 -106.69018310 20
111  52.17119780 -106.69007186 20
111  52.17099950 -106.68970617 20
111  52.17098629 -106.68972233 20
111  52.17097726 -106.68970144 20
111  52.17099080 -106.68968409 20
111  52.17075149 -106.68924345 20
111  52.17077083 -106.68921586 20
111  52.17084383 -106.68935460 20
111  52.17094584 -106.68920877 20
111  52.17096131 -106.68924109 20
111  52.17086124 -106.68938534 20
111  52.17099854 -106.68964941 20
111  52.17110006 -106.68951225 20
111  52.17123833 -106.68958004 20
111  52.17123108 -106.68962182 20
111  52.17110925 -106.68956112 20
111  52.17101884 -106.68967937 20
111  52.17122190 -106.69006326 20
113  52.17120304 -106.69018938 20
120 Linear Feature 30
111  52.17116067 -106.68862834 20
111  52.17127220 -106.68899771 20
111  52.17142550 -106.69025746 20
112  52.17139710 -106.69040729  52.17135950 -106.69046042 20
111  52.17122834 -106.69064294 20
112  52.17110470 -106.69062932  52.17101865 -106.69055304 20
112  52.17080395 -106.69035417  52.17076719 -106.69029968 20
115  52.17070987 -106.69018960
120 Linear Feature 29
111  52.17121200 -106.68856637 20
111  52.17131626 -106.68896521 20
111  52.17148386 -106.69033829 20
112  52.17144209 -106.69048699  52.17140032 -106.69054147 20
111  52.17118499 -106.69083809 20
112  52.17100621 -106.69126308  52.17094522 -106.69150009 20
111  52.17061151 -106.69285082 20
112  52.17040700 -106.69331142  52.17027226 -106.69351737 20
111  52.17009783 -106.69372725 20
112  52.16985843 -106.69392143  52.16972129 -106.69399400 20
111  52.16956370 -106.69404303 20
112  52.16930385 -106.69387239  52.16922084 -106.69362918 20
111  52.16899228 -106.69290347 20
112  52.16898506 -106.69257592  52.16902235 -106.69243274 20
112  52.16905363 -106.69238959  52.16906927 -106.69236801 20
111  52.16914746 -106.69226406 20
111  52.16920641 -106.69215226 20
115  52.16945302 -106.69181098
120 Linear Feature 28
111  52.17066433 -106.69025406 20
111  52.17071852 -106.69035959 20
112  52.17079749 -106.69047060  52.17083536 -106.69050476 20
111  52.17103664 -106.69068411 20
112  52.17108613 -106.69082154  52.17108011 -106.69090785 20
112  52.17099590 -106.69106084  52.17095620 -106.69117461 20
112  52.17081545 -106.69173951  52.17075290 -106.69197292 20
111  52.17058621 -106.69266864 20
112  52.17038531 -106.69318842  52.17024095 -106.69345713
111  52.17038531 -106.69318842
112  52.17038531 -106.69318842  52.17018561 -106.69347479 20
111  52.17011102 -106.69357678 20
112  52.16983073 -106.69381607  52.16971163 -106.69388080 20
111  52.16954441 -106.69393768 20
112  52.16934592 -106.69377096  52.16927133 -106.69354932 20
111  52.16927133 -106.69354932 20
111  52.16905600 -106.69286480 20
112  52.16908006 -106.69252352  52.16915585 -106.69239211 20
111  52.16918472 -106.69235092 20
111  52.16935675 -106.69213712 20
115  52.16953118 -106.69190960
120 Linear Feature 57
111  52.17068741 -106.69022139 22
112  52.17081757 -106.69042397  52.17088579 -106.69048867 22
115  52.17106123 -106.69064758
120 Linear Feature 87
111  52.16995557 -106.69277043 20
111  52.17004249 -106.69295797 20
111  52.17021444 -106.69288760 20
111  52.17018312 -106.69275933 20
111  52.17008217 -106.69275366 20
111  52.17006686 -106.69255275 20
115  52.17012533 -106.69255161
120 Linear Feature 88
111  52.17029257 -106.69244297 20
111  52.17033291 -106.69239043 20
111  52.17011292 -106.69219292 20
111  52.17010108 -106.69185693 20
115  52.16993713 -106.69173973
120 Linear Feature 23
111  52.17757539 -106.71822220 54 104
115  52.17764623 -106.71771941
120 Linear Feature 22
111  52.16382238 -106.69576620 54 104
115  52.16411991 -106.69592582
120 Linear Feature 21
111  52.17329509 -106.68245953 54 104
115  52.17324962 -106.68212099
120 Linear Feature 20
111  52.17522390 -106.69829957 54 104
115  52.17529020 -106.69798248
120 Linear Feature 19
111  52.17550772 -106.70411058 54 104
115  52.17563869 -106.70346995
120 Linear Feature 18
111  52.17826795 -106.70493944 54 104
115  52.17813544 -106.70557925
120 Linear Feature 17
111  52.17007377 -106.69458801 51 101
112  52.16989348 -106.69483458  52.16984502 -106.69489178 51 101
116  52.16954931 -106.69494356  52.16937220 -106.69488772
120 Linear Feature 16
111  52.16579067 -106.69319466 51 101
116  52.16573331 -106.69276123  52.16557207 -106.69257873
120 Linear Feature 15
111  52.16615618 -106.69305923 51 101
116  52.16579067 -106.69319466  52.16557681 -106.69343164
120 Linear Feature 14
111  52.16615618 -106.69305923 51 101
116  52.16573331 -106.69276123  52.16540833 -106.69257873
120 Linear Feature 13
111  52.16573331 -106.69276123 51 101
115  52.16333997 -106.69142105
120 Linear Feature 12
111  52.16615618 -106.69305923 51 101
111  52.16954931 -106.69494356 51 101
115  52.17015447 -106.69528530
120 Linear Feature 11
111  52.16459811 -106.69765189 51 101
111  52.16395888 -106.69728234 51 101
112  52.16380349 -106.69697455  52.16374167 -106.69677707 51 101
112  52.16378678 -106.69648834  52.16381017 -106.69637122 51 101
112  52.16397141 -106.69583598  52.16402320 -106.69573792 51 101
111  52.16480599 -106.69459799 51 101
115  52.16579067 -106.69319466
120 Linear Feature 10
111  52.17233561 -106.69668246 52
115  52.17240338 -106.69637046
120 Linear Feature 9
111  52.17296794 -106.69781420 52
115  52.17277020 -106.69788121
120 Linear Feature 8
111  52.17305920 -106.69708830 52
115  52.17312683 -106.69677603
120 Linear Feature 7
111  52.17270370 -106.69559689 52
115  52.17250320 -106.69565904
120 Linear Feature 6
111  52.17109037 -106.68208469 52
115  52.17088492 -106.68214691
120 Linear Feature 5
111  52.17129107 -106.68380448 52
115  52.17108886 -106.68386430
120 Linear Feature 4
111  52.17187537 -106.69156205 58
115  52.17172596 -106.69048677
120 Linear Feature 3
111  52.17140154 -106.69274348 58
111  52.17119803 -106.69355749 58
112  52.17104665 -106.69392200  52.17094440 -106.69408055 58
115  52.17062961 -106.69450880
120 Linear Feature 2
111  52.17167412 -106.69098323 51 101
116  52.17194759 -106.69015263  52.17190284 -106.68964891
120 Linear Feature 1
111  52.17207722 -106.69125640 51 101
116  52.17167412 -106.69098323  52.17133628 -106.69118265
120 Linear Feature 7
111  52.17632662 -106.69965322 51 101
111  52.17622697 -106.69885519 51 101
112  52.17606163 -106.69859159  52.17594279 -106.69851576 51 101
115  52.17578008 -106.69842748
120 Linear Feature 5
111  52.17578008 -106.69842748 51 101
112  52.17601520 -106.69832784  52.17610998 -106.69817473 51 101
112  52.17610909 -106.69783097  52.17609669 -106.69770964 51 101
115  52.17601785 -106.69705244
120 Linear Feature 60
111  52.17074952 -106.69365273 51
116  52.17071950 -106.69409185  52.17078687 -106.69435273
120 Linear Feature 61
111  52.17048232 -106.69402221 51
116  52.17071950 -106.69409185  52.17082309 -106.69424986
120 Linear Feature 67
111  52.17097834 -106.69304134 51
116  52.17104778 -106.69357746  52.17114301 -106.69380630
120 Linear Feature 66
111  52.17122799 -106.69300087 51
116  52.17097834 -106.69304134  52.17085503 -106.69325384
120 Linear Feature 65
111  52.17115549 -106.69231441 51
116  52.17122799 -106.69300087  52.17137536 -106.69330980
120 Linear Feature 6
111  52.17167412 -106.69098323 51 101
111  52.17146477 -106.69127817 51 101
112  52.17132600 -106.69164766  52.17127212 -106.69190281 51 101
111  52.17118242 -106.69220981 51 101
111  52.17115549 -106.69231441 51 101
111  52.17101230 -106.69291016 51 101
111  52.17097834 -106.69304134 51 101
112  52.17082112 -106.69354080  52.17074952 -106.69365273 51 101
111  52.17074952 -106.69365273 51 101
111  52.17048232 -106.69402221 51 101
111  52.17007377 -106.69458801 51 101
112  52.17000672 -106.69496123  52.17002267 -106.69518999 51 101
111  52.17015447 -106.69528530 51 101
115  52.17289807 -106.69682264
120 Linear Feature 4
111  52.17578008 -106.69842748 51 101
111  52.17289807 -106.69682264 51 101
116  52.17271948 -106.69655139  52.17268670 -106.69639541
120 Linear Feature 3
111  52.17132406 -106.68290475 51 101
116  52.17104214 -106.68259049  52.17096561 -106.68224388
120 Linear Feature 2
111  52.17441609 -106.68372936 51 101
111  52.17429208 -106.68275082 51 101
112  52.17405145 -106.68227780  52.17386396 -106.68209485 51 101
111  52.17365507 -106.68216225 51 101
111  52.17132406 -106.68290475 51 101
116  52.17113162 -106.68336031  52.17111567 -106.68375891
120 Linear Feature 74
111  52.17179475 -106.68886181 51
116  52.17157558 -106.68861801  52.17141618 -106.68865560
120 Linear Feature 75
111  52.17172566 -106.68825523 51
116  52.17157558 -106.68861801  52.17141819 -106.68871772
120 Linear Feature 82
111  52.17136015 -106.68524590 51
116  52.17112745 -106.68487440  52.17094199 -106.68481855
120 Linear Feature 81
111  52.17127830 -106.68456653 51
116  52.17112745 -106.68487440  52.17095921 -106.68493967
120 Linear Feature 8
111  52.17078491 -106.68046040 51
112  52.17069081 -106.68020977  52.17061594 -106.68007484 51
111  52.17038211 -106.67968932 51
111  52.16993130 -106.67894108 51
112  52.16960310 -106.67869048  52.16942604 -106.67869418 51
115  52.16696092 -106.67869047
120 Linear Feature 9
111  52.17061626 -106.67622472 51
116  52.17047611 -106.67640384  52.17035788 -106.67642569
120 Linear Feature 10
111  52.17061552 -106.67658578 51
116  52.17047611 -106.67640384  52.17036734 -106.67638585
120 Linear Feature 1
111  52.17826099 -106.71583382 51 101
111  52.17838771 -106.71693824 51 101
112  52.17827981 -106.71762891  52.17813186 -106.71795547 51 101
112  52.17780660 -106.71800539  52.17771349 -106.71803243 51 101
112  52.17748645 -106.71790762  52.17741120 -106.71783067 51 101
111  52.17527426 -106.71549614 51 101
112  52.17502282 -106.71514307  52.17492291 -106.71493682 51 101
112  52.17487508 -106.71461444  52.17486551 -106.71454511 51 101
111  52.17348872 -106.70305108 51 101
111  52.17271948 -106.69655139 51 101
111  52.17207722 -106.69125640 51 101
111  52.17194759 -106.69015263 51 101
111  52.17179475 -106.68886181 51 101
111  52.17172566 -106.68825523 51 101
111  52.17136015 -106.68524590 51 101
111  52.17127830 -106.68456653 51 101
111  52.17113162 -106.68336031 51 101
111  52.17104214 -106.68259049 51 101
111  52.17078491 -106.68046040 51 101
111  52.17069412 -106.67968534 51 101
112  52.17060908 -106.67873090  52.17060780 -106.67854789 51 101
111  52.17061552 -106.67658578 51 101
111  52.17061626 -106.67622472 51 101
115  52.17060814 -106.67531126
120 Linear Feature 2
111  52.17647387 -106.70251418 54 104
115  52.17686035 -106.70239353
120 Linear Feature 1
111  52.17735700 -106.70654531 54 104
115  52.17697100 -106.70667008
21  52.17596063 -106.70321264 2 161.0000 3.00 15  PAPI-4L
21  52.17417992 -106.68561545 2 281.0000 3.00 27  PAPI-4L
21  52.16490742 -106.69861390 2 341.0000 3.00 33  PAPI-4L
14  52.16913108 -106.69195805  82.02 0 New Tower Viewpoint 1
1300  52.16906576 -106.68496279  90.00 hangar turboprops|props Hangar 03
1301 A none 
1300  52.16811998 -106.68523422  90.00 hangar turboprops|props Hangar 05
1301 A none 
1300  52.16491486 -106.69041983 160.42 hangar turboprops|props Hangar 11
1301 A none 
1300  52.16913586 -106.67593381   0.74 hangar turboprops|props Hangar 10
1301 A none 
1300  52.16934651 -106.67682057  89.49 hangar jets|turboprops|props Hangar 09
1301 B none 
1300  52.16933942 -106.67794387 -90.65 hangar jets|turboprops|props Hangar 08
1301 B none 
1300  52.16922751 -106.68329367 101.82 hangar jets|turboprops|props Hangar 07
1301 B none 
1300  52.16966660 -106.68314127 101.82 hangar jets|turboprops|props Hangar 06
1301 B none 
1300  52.16846535 -106.68499166  90.00 hangar jets|turboprops|props Hangar 04
1301 B none 
1300  52.16936012 -106.68505404  90.00 hangar jets|turboprops|props Hangar 02
1301 B none 
1300  52.17001190 -106.68582794  90.00 hangar jets|turboprops|props Hangar 01
1301 B none 
1300  52.17110246 -106.69015898 166.90 gate heavy|jets|turboprops Terminal - Gate 01A
1301 D airline 
1300  52.16955250 -106.69243781  38.89 gate jets|turboprops Terminal - Gate 09
1301 C airline 
1300  52.16957323 -106.69294721  99.68 gate heavy|jets|turboprops Terminal - Gate 08A
1301 D airline 
1300  52.16959801 -106.69291920  99.88 gate jets|turboprops Terminal - Gate 08
1301 C airline 
1300  52.16997793 -106.69298824 -229.33 gate jets|turboprops Terminal - Gate 07
1301 C airline 
1300  52.17018490 -106.69267334 -191.81 gate jets|turboprops Terminal - Gate 06
1301 C airline 
1300  52.17012081 -106.69177807 150.91 gate jets|turboprops Terminal - Gate 05
1301 C airline 
1300  52.17030592 -106.69143220 149.52 gate jets|turboprops Terminal - Gate 04
1301 C airline 
1300  52.17044717 -106.69125688 -209.27 gate jets|turboprops Terminal - Gate 03A
1301 D airline 
1300  52.17043899 -106.69129271 150.78 gate jets|turboprops Terminal - Gate 03
1301 C airline 
1300  52.17065323 -106.69071853 150.76 gate jets|turboprops Terminal - Gate 02
1301 C airline 
1300  52.17096052 -106.69023948 170.34 gate jets|turboprops Terminal - Gate 01
1301 C airline 
1300  52.17132434 -106.68961077 -79.25 tie_down jets|turboprops Remote Platform 01A
1301 C airline 
1300  52.17096872 -106.68934318 -93.13 tie_down jets|turboprops Remote Platform 01
1301 C airline 
1300  52.17183250 -106.69392604 -49.34 tie_down jets|turboprops De-Icing Ramp 04
1301 C airline 
1300  52.17173726 -106.69396363 -49.34 tie_down jets|turboprops De-Icing Ramp 03
1301 C airline 
1300  52.17148303 -106.69439066 -49.34 tie_down jets|turboprops De-Icing Ramp 02
1301 D airline 
1300  52.17113861 -106.69488571 -49.34 tie_down jets|turboprops De-Icing Ramp 01
1301 D airline 
18  52.18121198 -106.71979975 1 New Airport Beacon 1
50 12840 Saskatoon ATIS
53 12190 Saskatoon Ground
54 11830 Saskatoon Tower
55 11990 Saskatoon Approach
55 11990 Saskatoon Departure
99
