I
1050 Generated by WorldEditor 1.7.1r2

1   3877 1 0 KHLN Helena Rgnl
111  46.60262861 -111.97092745 5
115  46.60262041 -111.97084616
120 Linear Feature 91
111  46.60680664 -111.97165551 5
115  46.60685524 -111.97196726
120 Linear Feature 91
111  46.60707025 -111.97346451 5
115  46.60717418 -111.97414227
120 Linear Feature 91
111  46.60729486 -111.97492129 5
115  46.60739967 -111.97559782
120 Linear Feature 90
111  46.60917097 -111.98906487 55
115  46.60964188 -111.99208710
120 Linear Feature 9
111  46.60545314 -111.96619965 6
111  46.60535273 -111.96623380 6
115  46.60524995 -111.96626745
120 Linear Feature 8
111  46.60309267 -111.98398645 1
115  46.60309360 -111.98391609
120 Linear Feature 8
111  46.60310662 -111.98353065 1
115  46.60310756 -111.98346029
120 Linear Feature 8
111  46.60284258 -111.98397715 1
115  46.60284352 -111.98390679
120 Linear Feature 8
111  46.60296830 -111.98398449 1
115  46.60296924 -111.98391413
120 Linear Feature 8
111  46.60298226 -111.98352870 1
115  46.60298319 -111.98345834
120 Linear Feature 8
111  46.60298876 -111.98844544 1
115  46.60298970 -111.98837508
120 Linear Feature 8
111  46.60300267 -111.98787072 1
115  46.60300360 -111.98780036
120 Linear Feature 8
111  46.60301425 -111.98741820 1
115  46.60301519 -111.98734784
120 Linear Feature 8
111  46.60305931 -111.98307111 1
115  46.60306025 -111.98300075
120 Linear Feature 8
111  46.60321608 -111.98399642 1
115  46.60321701 -111.98392606
120 Linear Feature 8
111  46.60323003 -111.98354062 1
115  46.60323097 -111.98347026
120 Linear Feature 8
111  46.60311218 -111.98845541 1
115  46.60311311 -111.98838505
120 Linear Feature 8
111  46.60312608 -111.98788069 1
115  46.60312701 -111.98781033
120 Linear Feature 8
111  46.60313767 -111.98742817 1
115  46.60313860 -111.98735781
120 Linear Feature 8
111  46.60318272 -111.98308108 1
115  46.60318366 -111.98301072
120 Linear Feature 7
111  46.60312713 -111.98391722 1
111  46.60309360 -111.98391609 1
115  46.60306148 -111.98391473
120 Linear Feature 7
111  46.60314108 -111.98346143 1
111  46.60310756 -111.98346029 1
115  46.60307543 -111.98345893
120 Linear Feature 7
111  46.60287705 -111.98390793 1
111  46.60284352 -111.98390679 1
115  46.60281140 -111.98390543
120 Linear Feature 7
111  46.60300277 -111.98391527 1
111  46.60296924 -111.98391413 1
115  46.60293712 -111.98391277
120 Linear Feature 7
111  46.60301672 -111.98345947 1
111  46.60298319 -111.98345834 1
115  46.60295107 -111.98345697
120 Linear Feature 7
111  46.60302323 -111.98837621 1
111  46.60298970 -111.98837508 1
115  46.60295758 -111.98837371
120 Linear Feature 7
111  46.60303713 -111.98780149 1
111  46.60300360 -111.98780036 1
115  46.60297148 -111.98779900
120 Linear Feature 7
111  46.60304872 -111.98734898 1
111  46.60301519 -111.98734784 1
115  46.60298307 -111.98734648
120 Linear Feature 7
111  46.60309377 -111.98300188 1
111  46.60306025 -111.98300075 1
115  46.60302812 -111.98299939
120 Linear Feature 7
111  46.60325054 -111.98392719 1
111  46.60321701 -111.98392606 1
115  46.60318489 -111.98392470
120 Linear Feature 7
111  46.60326449 -111.98347140 1
111  46.60323097 -111.98347026 1
115  46.60319885 -111.98346890
120 Linear Feature 7
111  46.60314664 -111.98838618 1
111  46.60311311 -111.98838505 1
115  46.60308099 -111.98838368
120 Linear Feature 7
111  46.60316054 -111.98781146 1
111  46.60312701 -111.98781033 1
115  46.60309489 -111.98780896
120 Linear Feature 7
111  46.60317213 -111.98735895 1
111  46.60313860 -111.98735781 1
115  46.60310648 -111.98735645
120 Linear Feature 7
111  46.60321718 -111.98301185 1
111  46.60318366 -111.98301072 1
115  46.60315153 -111.98300936
120 Linear Feature 6
111  46.60290599 -111.98397711 1
115  46.60290530 -111.98404612
120 Linear Feature 6
111  46.60302861 -111.98397969 1
115  46.60302792 -111.98404871
120 Linear Feature 6
111  46.60304256 -111.98352390 1
115  46.60304187 -111.98359291
120 Linear Feature 6
111  46.60292470 -111.98843868 1
115  46.60292401 -111.98850770
120 Linear Feature 6
111  46.60293861 -111.98786396 1
115  46.60293792 -111.98793297
120 Linear Feature 6
111  46.60295019 -111.98741145 1
115  46.60294950 -111.98748046
120 Linear Feature 6
111  46.60299525 -111.98306435 1
115  46.60299456 -111.98313337
120 Linear Feature 6
111  46.60315316 -111.98398986 1
115  46.60315247 -111.98405887
120 Linear Feature 6
111  46.60316712 -111.98353406 1
115  46.60316643 -111.98360308
120 Linear Feature 6
111  46.60304926 -111.98844885 1
115  46.60304857 -111.98851786
120 Linear Feature 6
111  46.60306316 -111.98787413 1
115  46.60306247 -111.98794314
120 Linear Feature 6
111  46.60307475 -111.98742161 1
115  46.60307406 -111.98749063
120 Linear Feature 6
111  46.60311981 -111.98307452 1
115  46.60311911 -111.98314353
120 Linear Feature 6
111  46.60327617 -111.98399720 1
115  46.60327548 -111.98406622
120 Linear Feature 6
111  46.60329012 -111.98354140 1
115  46.60328943 -111.98361042
120 Linear Feature 6
111  46.60317226 -111.98845619 1
115  46.60317157 -111.98852520
120 Linear Feature 6
111  46.60318617 -111.98788147 1
115  46.60318548 -111.98795048
120 Linear Feature 6
111  46.60319775 -111.98742895 1
115  46.60319706 -111.98749797
120 Linear Feature 6
111  46.60324281 -111.98308186 1
115  46.60324212 -111.98315088
120 Linear Feature 5
111  46.60293949 -111.98404765 1
111  46.60290530 -111.98404612 1
115  46.60287062 -111.98404547
120 Linear Feature 5
111  46.60306210 -111.98405024 1
111  46.60302792 -111.98404871 1
115  46.60299324 -111.98404806
120 Linear Feature 5
111  46.60307606 -111.98359444 1
111  46.60304187 -111.98359291 1
115  46.60300719 -111.98359226
120 Linear Feature 5
111  46.60295820 -111.98850922 1
111  46.60292401 -111.98850770 1
115  46.60288934 -111.98850704
120 Linear Feature 5
111  46.60297210 -111.98793450 1
111  46.60293792 -111.98793297 1
115  46.60290324 -111.98793232
120 Linear Feature 5
111  46.60298369 -111.98748199 1
111  46.60294950 -111.98748046 1
115  46.60291483 -111.98747981
120 Linear Feature 5
111  46.60302875 -111.98313490 1
111  46.60299456 -111.98313337 1
115  46.60295988 -111.98313272
120 Linear Feature 5
111  46.60318666 -111.98406040 1
111  46.60315247 -111.98405887 1
115  46.60311780 -111.98405822
120 Linear Feature 5
111  46.60320061 -111.98360460 1
111  46.60316643 -111.98360308 1
115  46.60313175 -111.98360243
120 Linear Feature 5
111  46.60308276 -111.98851939 1
111  46.60304857 -111.98851786 1
115  46.60301389 -111.98851721
120 Linear Feature 5
111  46.60309666 -111.98794467 1
111  46.60306247 -111.98794314 1
115  46.60302780 -111.98794249
120 Linear Feature 5
111  46.60310825 -111.98749215 1
111  46.60307406 -111.98749063 1
115  46.60303938 -111.98748998
120 Linear Feature 5
111  46.60315330 -111.98314506 1
111  46.60311911 -111.98314353 1
115  46.60308444 -111.98314288
120 Linear Feature 5
111  46.60330966 -111.98406774 1
111  46.60327548 -111.98406622 1
115  46.60324080 -111.98406556
120 Linear Feature 5
111  46.60332362 -111.98361195 1
111  46.60328943 -111.98361042 1
115  46.60325476 -111.98360977
120 Linear Feature 5
111  46.60320576 -111.98852673 1
111  46.60317157 -111.98852520 1
115  46.60313690 -111.98852455
120 Linear Feature 5
111  46.60321966 -111.98795201 1
111  46.60318548 -111.98795048 1
115  46.60315080 -111.98794983
120 Linear Feature 5
111  46.60323125 -111.98749950 1
111  46.60319706 -111.98749797 1
115  46.60316239 -111.98749732
120 Linear Feature 5
111  46.60327631 -111.98315240 1
111  46.60324212 -111.98315088 1
115  46.60320744 -111.98315023
120 Linear Feature 4
111  46.60278140 -111.99463562 1
111  46.60274910 -111.99463544 1
115  46.60271350 -111.99463532
120 Linear Feature 4
111  46.60277825 -111.99497369 1
111  46.60274595 -111.99497351 1
115  46.60271035 -111.99497339
120 Linear Feature 4
111  46.60277405 -111.99531032 1
111  46.60274174 -111.99531014 1
115  46.60270614 -111.99531002
120 Linear Feature 4
111  46.60277003 -111.99564962 1
111  46.60273772 -111.99564944 1
115  46.60270213 -111.99564932
120 Linear Feature 4
111  46.60276535 -111.99598759 1
111  46.60273304 -111.99598741 1
115  46.60269744 -111.99598729
120 Linear Feature 4
111  46.60290387 -111.99464646 1
111  46.60287156 -111.99464628 1
115  46.60283596 -111.99464617
120 Linear Feature 4
111  46.60290071 -111.99498453 1
111  46.60286841 -111.99498435 1
115  46.60283281 -111.99498423
120 Linear Feature 4
111  46.60289651 -111.99532116 1
111  46.60286420 -111.99532098 1
115  46.60282861 -111.99532086
120 Linear Feature 4
111  46.60289249 -111.99566046 1
111  46.60286018 -111.99566028 1
115  46.60282459 -111.99566017
120 Linear Feature 4
111  46.60288781 -111.99599843 1
111  46.60285550 -111.99599825 1
115  46.60281990 -111.99599814
120 Linear Feature 4
111  46.60270639 -111.99336720 1
111  46.60267408 -111.99336702 1
115  46.60263849 -111.99336691
120 Linear Feature 4
111  46.60282008 -111.99337059 1
111  46.60278778 -111.99337041 1
115  46.60275218 -111.99337030
120 Linear Feature 4
111  46.60273976 -111.99348806 1
111  46.60270745 -111.99348788 1
115  46.60267185 -111.99348777
120 Linear Feature 4
111  46.60285112 -111.99349145 1
111  46.60281882 -111.99349127 1
115  46.60278322 -111.99349116
120 Linear Feature 4
111  46.60302803 -111.99465520 1
111  46.60299572 -111.99465502 1
115  46.60296012 -111.99465490
120 Linear Feature 4
111  46.60302487 -111.99499327 1
111  46.60299257 -111.99499309 1
115  46.60295697 -111.99499297
120 Linear Feature 4
111  46.60302067 -111.99532990 1
111  46.60298836 -111.99532972 1
115  46.60295277 -111.99532960
120 Linear Feature 4
111  46.60301665 -111.99566920 1
111  46.60298434 -111.99566902 1
115  46.60294875 -111.99566891
120 Linear Feature 4
111  46.60301197 -111.99600717 1
111  46.60297966 -111.99600699 1
115  46.60294406 -111.99600688
120 Linear Feature 3
111  46.60274919 -111.99455452 1
115  46.60274910 -111.99463544
120 Linear Feature 3
111  46.60274604 -111.99489259 1
115  46.60274595 -111.99497351
120 Linear Feature 3
111  46.60274184 -111.99522922 1
115  46.60274174 -111.99531014
120 Linear Feature 3
111  46.60273782 -111.99556852 1
115  46.60273772 -111.99564944
120 Linear Feature 3
111  46.60273313 -111.99590649 1
115  46.60273304 -111.99598741
120 Linear Feature 3
111  46.60287165 -111.99456536 1
115  46.60287156 -111.99464628
120 Linear Feature 3
111  46.60286850 -111.99490343 1
115  46.60286841 -111.99498435
120 Linear Feature 3
111  46.60286430 -111.99524006 1
115  46.60286420 -111.99532098
120 Linear Feature 3
111  46.60286028 -111.99557936 1
115  46.60286018 -111.99566028
120 Linear Feature 3
111  46.60285560 -111.99591733 1
115  46.60285550 -111.99599825
120 Linear Feature 3
111  46.60267418 -111.99328610 1
115  46.60267408 -111.99336702
120 Linear Feature 3
111  46.60278787 -111.99328949 1
115  46.60278778 -111.99337041
120 Linear Feature 3
111  46.60270755 -111.99340696 1
115  46.60270745 -111.99348788
120 Linear Feature 3
111  46.60281891 -111.99341035 1
115  46.60281882 -111.99349127
120 Linear Feature 3
111  46.60299581 -111.99457410 1
115  46.60299572 -111.99465502
120 Linear Feature 3
111  46.60299266 -111.99491217 1
115  46.60299257 -111.99499309
120 Linear Feature 3
111  46.60298846 -111.99524880 1
115  46.60298836 -111.99532972
120 Linear Feature 3
111  46.60298444 -111.99558810 1
115  46.60298434 -111.99566902
120 Linear Feature 3
111  46.60297976 -111.99592607 1
115  46.60297966 -111.99600699
120 Linear Feature 2
111  46.60277680 -111.99714289 1
111  46.60274323 -111.99714289 1
115  46.60270892 -111.99714287
120 Linear Feature 2
111  46.60277489 -111.99748387 1
111  46.60274132 -111.99748387 1
115  46.60270701 -111.99748385
120 Linear Feature 2
111  46.60290129 -111.99714383 1
111  46.60286772 -111.99714383 1
115  46.60283341 -111.99714381
120 Linear Feature 2
111  46.60289681 -111.99782206 1
111  46.60286324 -111.99782206 1
115  46.60282893 -111.99782204
120 Linear Feature 2
111  46.60289938 -111.99748481 1
111  46.60286581 -111.99748481 1
115  46.60283150 -111.99748479
120 Linear Feature 2
111  46.60302422 -111.99714654 1
111  46.60299065 -111.99714654 1
115  46.60295634 -111.99714652
120 Linear Feature 2
111  46.60301974 -111.99782477 1
111  46.60298617 -111.99782477 1
115  46.60295186 -111.99782475
120 Linear Feature 2
111  46.60302231 -111.99748752 1
111  46.60298874 -111.99748752 1
115  46.60295443 -111.99748750
120 Linear Feature 2
111  46.60314901 -111.99714925 1
111  46.60311544 -111.99714925 1
115  46.60308112 -111.99714923
120 Linear Feature 2
111  46.60314453 -111.99782748 1
111  46.60311096 -111.99782748 1
115  46.60307665 -111.99782746
120 Linear Feature 2
111  46.60314710 -111.99749024 1
111  46.60311353 -111.99749024 1
115  46.60307922 -111.99749022
120 Linear Feature 2
111  46.60327193 -111.99715061 1
111  46.60323837 -111.99715061 1
115  46.60320405 -111.99715059
120 Linear Feature 2
111  46.60326745 -111.99782884 1
111  46.60323389 -111.99782884 1
115  46.60319957 -111.99782882
120 Linear Feature 2
111  46.60327002 -111.99749159 1
111  46.60323646 -111.99749159 1
115  46.60320214 -111.99749157
120 Linear Feature 2
111  46.60339486 -111.99715400 1
111  46.60336129 -111.99715400 1
115  46.60332698 -111.99715398
120 Linear Feature 2
111  46.60339038 -111.99783223 1
111  46.60335681 -111.99783223 1
115  46.60332250 -111.99783221
120 Linear Feature 2
111  46.60339295 -111.99749498 1
111  46.60335938 -111.99749498 1
115  46.60332507 -111.99749496
120 Linear Feature 2
111  46.60294830 -111.99681166 1
111  46.60291474 -111.99681166 1
115  46.60288042 -111.99681164
120 Linear Feature 2
111  46.60351965 -111.99715671 1
111  46.60348608 -111.99715671 1
115  46.60345177 -111.99715669
120 Linear Feature 2
111  46.60351517 -111.99783494 1
111  46.60348160 -111.99783494 1
115  46.60344729 -111.99783492
120 Linear Feature 2
111  46.60351774 -111.99749769 1
111  46.60348417 -111.99749769 1
115  46.60344986 -111.99749767
120 Linear Feature 2
111  46.60305773 -111.99681437 1
111  46.60302416 -111.99681437 1
115  46.60298985 -111.99681435
120 Linear Feature 2
111  46.60362907 -111.99715942 1
111  46.60359550 -111.99715942 1
115  46.60356119 -111.99715940
120 Linear Feature 2
111  46.60362459 -111.99783765 1
111  46.60359103 -111.99783765 1
115  46.60355671 -111.99783763
120 Linear Feature 2
111  46.60362716 -111.99750040 1
111  46.60359360 -111.99750040 1
115  46.60355928 -111.99750038
120 Linear Feature 2
111  46.60316575 -111.99681708 1
111  46.60313219 -111.99681708 1
115  46.60309787 -111.99681706
120 Linear Feature 2
111  46.60373710 -111.99716213 1
111  46.60370353 -111.99716213 1
115  46.60366922 -111.99716211
120 Linear Feature 2
111  46.60373262 -111.99784036 1
111  46.60369905 -111.99784036 1
115  46.60366474 -111.99784034
120 Linear Feature 2
111  46.60373519 -111.99750311 1
111  46.60370162 -111.99750311 1
115  46.60366731 -111.99750309
120 Linear Feature 2
111  46.60327797 -111.99681708 1
111  46.60324440 -111.99681708 1
115  46.60321009 -111.99681706
120 Linear Feature 2
111  46.60384932 -111.99716213 1
111  46.60381575 -111.99716213 1
115  46.60378143 -111.99716211
120 Linear Feature 2
111  46.60384484 -111.99784036 1
111  46.60381127 -111.99784036 1
115  46.60377696 -111.99784034
120 Linear Feature 2
111  46.60384741 -111.99750311 1
111  46.60381384 -111.99750311 1
115  46.60377953 -111.99750309
120 Linear Feature 2
111  46.60340043 -111.99681844 1
111  46.60336686 -111.99681844 1
115  46.60333255 -111.99681842
120 Linear Feature 2
111  46.60397178 -111.99716349 1
111  46.60393821 -111.99716349 1
115  46.60390390 -111.99716347
120 Linear Feature 2
111  46.60396730 -111.99784171 1
111  46.60393373 -111.99784171 1
115  46.60389942 -111.99784169
120 Linear Feature 2
111  46.60396987 -111.99750447 1
111  46.60393630 -111.99750447 1
115  46.60390199 -111.99750445
120 Linear Feature 61
112  46.60299650 -111.97094085  46.60296369 -111.97082586 1
111  46.60288261 -111.97082916 1
115  46.60193723 -111.97103147
120 Linear Feature 85
111  46.60755745 -111.97664249 2
115  46.60760572 -111.97694450
120 Linear Feature 80
111  46.60333163 -111.98681977 9
115  46.60326568 -111.98897435
120 Linear Feature 76
111  46.60972302 -111.99131567 1
111  46.60991261 -111.99125007
112  46.60991261 -111.99125007  46.61005136 -111.99117189 1
111  46.61001622 -111.99100575 1
115  46.60993952 -111.99051166
120 Linear Feature 73
111  46.60952033 -111.98963760 1
115  46.60981946 -111.98953662
120 Linear Feature 84
111  46.60348496 -111.97825045 9
115  46.60330018 -111.97599495
120 Linear Feature 83
111  46.60340375 -111.98440157 9
115  46.60346466 -111.98249399
120 Linear Feature 82
111  46.60325599 -111.98432773 2
115  46.60326014 -111.98419065
120 Linear Feature 82
111  46.60324119 -111.98485363 2
115  46.60324510 -111.98471149
120 Linear Feature 82
111  46.60322529 -111.98536504 2
115  46.60322833 -111.98523032
120 Linear Feature 82
111  46.60318862 -111.98597407 2
115  46.60319293 -111.98583029
120 Linear Feature 72
111  46.60947035 -111.98935528 1
115  46.60971726 -111.98926841
120 Linear Feature 78
111  46.60896361 -111.98875429 9
111  46.60898243 -111.98887632 9
115  46.60952656 -111.99240602
120 Linear Feature 77
111  46.60963777 -111.99074579 1
115  46.60987269 -111.99036024
120 Linear Feature 81
111  46.60315851 -111.98693868 2
115  46.60315386 -111.98709472
120 Linear Feature 79
111  46.60433238 -111.99696113 9
111  46.60333957 -111.99658835
112  46.60333957 -111.99658835  46.60309054 -111.99645076 9
111  46.60310022 -111.99610392 9
115  46.60313407 -111.99322347
120 Linear Feature 30
112  46.60293745 -111.98624356  46.60291818 -111.98636841 1
111  46.60283818 -111.98636535 1
115  46.60231215 -111.98633341
120 Linear Feature 59
112  46.60126004 -111.97686048  46.60122378 -111.97675116 1
111  46.60115325 -111.97673954 1
115  46.60066644 -111.97682903
120 Linear Feature 62
112  46.60295610 -111.97066964  46.60295455 -111.97079706 1
115  46.60288261 -111.97082916
120 Linear Feature 67
111  46.60638436 -111.97218364 3
111  46.60640699 -111.97227738 3
111  46.60669629 -111.97328807
112  46.60669629 -111.97328807  46.60675723 -111.97348895 3
111  46.60689682 -111.97348623 3
115  46.60707025 -111.97346451
120 Linear Feature 69
111  46.60992041 -111.98969518 20
111  46.60993007 -111.98976043 20
111  46.60990769 -111.98983463 20
111  46.60994623 -111.99008529 20
111  46.61002455 -111.99015858 20
115  46.61004942 -111.99030064
120 Linear Feature 71
111  46.60957368 -111.99040686 20
111  46.60974748 -111.99033990
112  46.60974748 -111.99033990  46.60999275 -111.99019657 20
112  46.60961383 -111.98975988  46.60934958 -111.98980097
111  46.60961383 -111.98975988 20
115  46.60948080 -111.98980693
120 Linear Feature 66
111  46.60712959 -111.97652997 3
111  46.60711777 -111.97593278
112  46.60711777 -111.97593278  46.60712959 -111.97573890 3
111  46.60722904 -111.97568757 3
115  46.60739967 -111.97559782
120 Linear Feature 70
111  46.61014309 -111.99091336 20
115  46.61006306 -111.99038176
120 Linear Feature 68
111  46.60981881 -111.98929408 20
111  46.60987372 -111.98939965 20
115  46.60991318 -111.98965327
120 Linear Feature 58
112  46.60119073 -111.97599649  46.60116353 -111.97588340 1
115  46.60108209 -111.97587465
120 Linear Feature 63
112  46.60299161 -111.97090075  46.60299039 -111.97080843 1
112  46.60301485 -111.97066097  46.60303028 -111.97059291
111  46.60301485 -111.97066097
112  46.60301485 -111.97066097  46.60308064 -111.97037082 57
111  46.60326280 -111.97028684 57
111  46.60331601 -111.97026866 1
111  46.60358538 -111.97018129
112  46.60358538 -111.97018129  46.60411438 -111.97008673 1
111  46.60422381 -111.97077936 1
115  46.60434451 -111.97156125
120 Linear Feature 57
112  46.60116897 -111.97572583  46.60115602 -111.97584709 1
111  46.60108209 -111.97587465 1
115  46.60061523 -111.97595741
120 Linear Feature 65
112  46.60283715 -111.96989553  46.60286358 -111.96997967 1
112  46.60293001 -111.97009805  46.60296445 -111.97015018
111  46.60293001 -111.97009805
112  46.60293001 -111.97009805  46.60307476 -111.97031715 57
115  46.60326280 -111.97028684
120 Linear Feature 64
112  46.60358538 -111.97018129  46.60408344 -111.96993364 1
111  46.60398616 -111.96926371 1
115  46.60386235 -111.96846147
120 Linear Feature 56
112  46.60099639 -111.97492945  46.60108722 -111.97489586 1
115  46.60109127 -111.97476605
120 Linear Feature 43
112  46.60357909 -111.98221130  46.60357101 -111.98202763 1
111  46.60345570 -111.98200959 1
115  46.60266682 -111.98199971
120 Linear Feature 60
112  46.60115325 -111.97673954  46.60123527 -111.97670058 1
115  46.60123735 -111.97657929
120 Linear Feature 55
112  46.60111717 -111.97507668  46.60109259 -111.97492615 1
111  46.60099639 -111.97492945 1
115  46.60041511 -111.97502990
120 Linear Feature 48
112  46.60344870 -111.97904943  46.60361654 -111.97900709 1
115  46.60362876 -111.97876931
120 Linear Feature 42
112  46.60379237 -111.98296354  46.60359544 -111.98267583 1
115  46.60357909 -111.98221130
120 Linear Feature 41
112  46.60599001 -111.98467344  46.60636060 -111.98463175 1
111  46.60644459 -111.98509611 1
115  46.60657404 -111.98591495
120 Linear Feature 29
112  46.60292862 -111.98654098  46.60290549 -111.98642372 1
111  46.60283662 -111.98641612 1
115  46.60231176 -111.98638385
120 Linear Feature 33
112  46.60294348 -111.98606517  46.60294161 -111.98592674 1
115  46.60283656 -111.98588802
120 Linear Feature 54
112  46.60304262 -111.97388169  46.60321717 -111.97382697 1
115  46.60321214 -111.97357810
120 Linear Feature 53
112  46.60325332 -111.97409794  46.60319603 -111.97386212 1
111  46.60304262 -111.97388169 1
111  46.60118320 -111.97419843
112  46.60118320 -111.97419843  46.60104679 -111.97423802 1
111  46.60106433 -111.97444185 1
111  46.60109127 -111.97476605 1
111  46.60111717 -111.97507668 1
111  46.60116897 -111.97572583 1
111  46.60119073 -111.97599649 1
111  46.60123735 -111.97657929 1
111  46.60126004 -111.97686048 1
115  46.60128737 -111.97720293
120 Linear Feature 52
112  46.60310364 -111.97656211  46.60339753 -111.97646642 1
115  46.60340355 -111.97596294
120 Linear Feature 51
112  46.60349157 -111.97706604  46.60339877 -111.97652384 1
111  46.60310364 -111.97656211 1
115  46.60290296 -111.97659517
120 Linear Feature 50
112  46.60321368 -111.97777073  46.60341240 -111.97768474 1
115  46.60352067 -111.97740153
120 Linear Feature 49
112  46.60356915 -111.97801823  46.60346818 -111.97776651 1
111  46.60321368 -111.97777073 1
115  46.60300044 -111.97780455
120 Linear Feature 47
112  46.60366303 -111.97931662  46.60362499 -111.97903650 1
111  46.60344870 -111.97904943 1
115  46.60235601 -111.97903225
120 Linear Feature 46
112  46.60388297 -111.98064902  46.60365172 -111.98059365 1
115  46.60363940 -111.98027937
120 Linear Feature 45
112  46.60361869 -111.98098482  46.60367240 -111.98064998 1
111  46.60388297 -111.98064902 1
115  46.60396858 -111.98065112
120 Linear Feature 44
112  46.60345570 -111.98200959  46.60358313 -111.98199964 1
115  46.60359153 -111.98182496
120 Linear Feature 36
112  46.60349345 -111.98500206  46.60346582 -111.98481105 1
111  46.60335299 -111.98479126 1
115  46.60252751 -111.98473906
120 Linear Feature 35
112  46.60348910 -111.98512420  46.60345232 -111.98530064 1
115  46.60334144 -111.98530745
120 Linear Feature 34
112  46.60347729 -111.98551959  46.60345242 -111.98534090 1
111  46.60334144 -111.98530745 1
115  46.60247851 -111.98525153
120 Linear Feature 38
112  46.60350837 -111.98447729  46.60348427 -111.98430084 1
111  46.60336818 -111.98426985 1
115  46.60242403 -111.98420454
120 Linear Feature 37
112  46.60335299 -111.98479126  46.60348552 -111.98477178 1
115  46.60350464 -111.98458858
120 Linear Feature 40
112  46.60355291 -111.98310658  46.60362303 -111.98281561 1
111  46.60379237 -111.98296354 1
111  46.60430260 -111.98369264 57
111  46.60459961 -111.98412027 1
111  46.60508795 -111.98482463
112  46.60508795 -111.98482463  46.60518101 -111.98493058 1
111  46.60528706 -111.98490040 1
111  46.60599001 -111.98467344
112  46.60599001 -111.98467344  46.60633340 -111.98449783 1
111  46.60627388 -111.98399332 1
115  46.60615111 -111.98319934
120 Linear Feature 39
112  46.60352080 -111.98407557  46.60349238 -111.98426093 1
115  46.60336818 -111.98426985
120 Linear Feature 28
112  46.60281521 -111.98697365  46.60289975 -111.98696008 1
115  46.60291995 -111.98685182
120 Linear Feature 27
112  46.60299548 -111.98699476  46.60291715 -111.98694500 1
111  46.60291995 -111.98685182 1
111  46.60292862 -111.98654098 1
111  46.60293745 -111.98624356 1
111  46.60294348 -111.98606517
112  46.60294348 -111.98606517  46.60295591 -111.98593669 1
115  46.60304773 -111.98590320
120 Linear Feature 26
112  46.60333530 -111.98703623  46.60341859 -111.98701814 1
115  46.60343318 -111.98690197
120 Linear Feature 15
112  46.60827775 -111.97140922  46.60825012 -111.97135644 1
115  46.60821102 -111.97135757
120 Linear Feature 32
112  46.60327869 -111.98590444  46.60343720 -111.98588815 1
115  46.60347356 -111.98567069
120 Linear Feature 17
111  46.60804522 -111.99781175 1
111  46.60794328 -111.99821614
112  46.60794328 -111.99821614  46.60787127 -111.99846044 1
111  46.60771880 -111.99847628 1
111  46.60767482 -111.99847441 57
111  46.60764455 -111.99847251
112  46.60764455 -111.99847251  46.60754743 -111.99845429 57
111  46.60747171 -111.99832840 57
111  46.60734445 -111.99812155 1
111  46.60729092 -111.99803735 1
115  46.60709925 -111.99784570
120 Linear Feature 25
112  46.60342572 -111.98718517  46.60341267 -111.98705488 1
111  46.60333530 -111.98703623 1
111  46.60299548 -111.98699476 1
111  46.60281521 -111.98697365 1
115  46.60229862 -111.98692162
120 Linear Feature 14
112  46.60721589 -111.97258434  46.60725126 -111.97254594 1
111  46.60724715 -111.97248039 1
111  46.60722096 -111.97231181 1
111  46.60713870 -111.97178229
112  46.60713870 -111.97178229  46.60712143 -111.97172992 1
111  46.60708226 -111.97172856
112  46.60708226 -111.97172856  46.60712363 -111.97169766 1
111  46.60711716 -111.97164688 1
111  46.60709153 -111.97148256 1
111  46.60700411 -111.97092202
112  46.60700411 -111.97092202  46.60699246 -111.97087615 1
111  46.60694378 -111.97087712
112  46.60694378 -111.97087712  46.60698220 -111.97084570 1
111  46.60698431 -111.97079508 1
111  46.60695702 -111.97062003 1
111  46.60687012 -111.97006285
112  46.60687012 -111.97006285  46.60685760 -111.97002200 1
111  46.60681249 -111.97002261
112  46.60681249 -111.97002261  46.60684573 -111.97000062 1
111  46.60685207 -111.96994714 1
111  46.60682636 -111.96978225 1
111  46.60674169 -111.96923937
112  46.60674169 -111.96923937  46.60672788 -111.96917717 1
115  46.60667349 -111.96916756
120 Linear Feature 24
112  46.60321268 -111.98811034  46.60338052 -111.98808211 1
115  46.60340583 -111.98785922
120 Linear Feature 23
112  46.60338905 -111.98838761  46.60337040 -111.98814766 1
111  46.60321268 -111.98811034 1
115  46.60257811 -111.98809318
120 Linear Feature 14
112  46.60745351 -111.97250388  46.60748889 -111.97246548 1
111  46.60748066 -111.97240509 1
111  46.60745396 -111.97223321 1
111  46.60737221 -111.97170698
112  46.60737221 -111.97170698  46.60735494 -111.97165462 1
111  46.60731071 -111.97165315
112  46.60731071 -111.97165315  46.60735208 -111.97162226 1
111  46.60735067 -111.97157158 1
111  46.60732498 -111.97140687 1
111  46.60723762 -111.97084671
112  46.60723762 -111.97084671  46.60722597 -111.97080084 1
111  46.60717948 -111.97079858
112  46.60717948 -111.97079858  46.60721790 -111.97076716 1
111  46.60721783 -111.97071977 1
111  46.60719192 -111.97055368 1
111  46.60710363 -111.96998754
112  46.60710363 -111.96998754  46.60709111 -111.96994669 1
111  46.60704821 -111.96994660
112  46.60704821 -111.96994660  46.60708145 -111.96992461 1
111  46.60708559 -111.96987183 1
111  46.60706011 -111.96970851 1
111  46.60697520 -111.96916406
