I
1000 Generated by WorldEditor

1     30 1 0 KSRQ Sarasota Bradenton Intl
112  27.40227419 -082.55161387  27.40229521 -082.55159965
111  27.40230310 -082.55156306
111  27.40228460 -082.55150313
111  27.40232855 -082.55146274
111  27.40236209 -082.55150964
111  27.40239481 -082.55150134
111  27.40256434 -082.55136735
112  27.40258436 -082.55130146  27.40258646 -082.55128014
111  27.40256896 -082.55124944
112  27.40247659 -082.55118354  27.40241140 -082.55116933
111  27.40234882 -082.55117834
111  27.40229801 -082.55119221
111  27.40228416 -082.55119741
111  27.40153442 -082.55171590
111  27.40137586 -082.55182688
111  27.40131665 -082.55187275
114  27.40131120 -082.55194132  27.40132799 -082.55197758
111  27.40219632 -082.55106898
111  27.40222572 -082.55101223
111  27.40218513 -082.55097755
111  27.40220192 -082.55095233
111  27.40224671 -082.55098228
111  27.40227610 -082.55088139
111  27.40220472 -082.55087981
111  27.40220472 -082.55083410
111  27.40227890 -082.55082149
111  27.40227050 -082.55063074
111  27.40220192 -082.55064493
111  27.40214174 -082.55069065
111  27.40215434 -082.55079154
111  27.40213055 -082.55079626
111  27.40211235 -082.55071114
111  27.40196260 -082.55081833
111  27.40196540 -082.55085932
111  27.40200145 -082.55092211
111  27.40194993 -082.55095527
111  27.40191838 -082.55091145
111  27.40187842 -082.55088303
111  27.40182795 -082.55091856
111  27.40183111 -082.55097422
111  27.40185319 -082.55102041
111  27.40180692 -082.55105358
111  27.40174594 -082.55097896
111  27.40168495 -082.55101805
111  27.40168810 -082.55106305
111  27.40171860 -082.55111398
111  27.40166813 -082.55114596
111  27.40160503 -082.55107608
111  27.40154826 -082.55112227
111  27.40155246 -082.55117083
111  27.40157664 -082.55121110
111  27.40153038 -082.55124308
111  27.40146834 -082.55117320
111  27.40129484 -082.55129401
112  27.40125699 -082.55133665  27.40124439 -082.55135714
111  27.40123667 -082.55138521
112  27.40123701 -082.55151904  27.40124541 -082.55157264
111  27.40129905 -082.55161142
111  27.40136424 -082.55163511
111  27.40142102 -082.55162918
111  27.40147570 -082.55159247
113  27.40220018 -082.55107371
111  27.40142009 -082.55113952
111  27.40222742 -082.55055328
112  27.40225406 -082.55052328  27.40225868 -082.55050764
111  27.40225610 -082.55047481
111  27.40219258 -082.55047481
111  27.40145697 -082.55098949
111  27.40139550 -082.55101488
111  27.40137910 -082.55099642
111  27.40137706 -082.54952320
112  27.40131968 -082.54955622  27.40129936 -082.54957720
111  27.40127887 -082.54961270
111  27.40122129 -082.55010673
111  27.40122807 -082.55107761
114  27.40129580 -082.55117298  27.40135169 -082.55117489
111  27.40156031 -082.55309425
111  27.40155959 -082.55301902
111  27.40160484 -082.55301821
111  27.40160843 -082.55309829
111  27.40173483 -082.55309749
111  27.40173555 -082.55301497
111  27.40178007 -082.55301336
111  27.40178295 -082.55309587
111  27.40190360 -082.55309506
111  27.40190647 -082.55301174
111  27.40195100 -082.55301174
111  27.40195244 -082.55309344
111  27.40207668 -082.55309506
111  27.40207525 -082.55300769
111  27.40212265 -082.55300769
111  27.40212839 -082.55308697
111  27.40224977 -082.55308940
111  27.40225048 -082.55300527
111  27.40229645 -082.55300365
111  27.40229860 -082.55308859
111  27.40242572 -082.55308535
111  27.40242644 -082.55299960
111  27.40247312 -082.55300203
111  27.40247312 -082.55308697
111  27.40252339 -082.55308940
112  27.40257513 -082.55304723  27.40258819 -082.55302717
111  27.40260455 -082.55299070
111  27.40259952 -082.55290819
112  27.40257726 -082.55285318  27.40255767 -082.55283045
111  27.40252627 -082.55281678
111  27.40240130 -082.55280788
111  27.40238048 -082.55282082
111  27.40238048 -082.55288797
111  27.40233451 -082.55288392
111  27.40233595 -082.55283619
111  27.40232015 -082.55281597
111  27.40222750 -082.55281355
111  27.40220955 -082.55282649
111  27.40220955 -082.55288797
111  27.40216287 -082.55288635
111  27.40216502 -082.55283377
111  27.40214707 -082.55281597
111  27.40205442 -082.55281597
111  27.40203431 -082.55282730
111  27.40203431 -082.55289201
111  27.40199409 -082.55289201
111  27.40198978 -082.55283458
111  27.40197542 -082.55281921
111  27.40188206 -082.55281759
111  27.40186482 -082.55283458
111  27.40186482 -082.55289525
111  27.40182101 -082.55289282
111  27.40181742 -082.55284105
111  27.40180234 -082.55282164
111  27.40170682 -082.55282244
111  27.40168815 -082.55283701
111  27.40169030 -082.55289606
111  27.40164362 -082.55289444
111  27.40164290 -082.55284429
111  27.40162854 -082.55282083
111  27.40153876 -082.55282164
111  27.40151937 -082.55283620
111  27.40151937 -082.55289767
111  27.40147341 -082.55289848
111  27.40146910 -082.55283701
111  27.40146192 -082.55282568
111  27.40135634 -082.55282649
112  27.40128955 -082.55284590  27.40127375 -082.55285885
112  27.40125364 -082.55290091  27.40124862 -082.55292599
111  27.40124862 -082.55296886
112  27.40128453 -082.55305866  27.40131684 -082.55308859
113  27.40136568 -082.55309748
111  27.40145345 -082.55276035
111  27.40146925 -082.55274660
111  27.40147212 -082.55268754
111  27.40151665 -082.55268592
111  27.40151808 -082.55274660
111  27.40153173 -082.55275792
111  27.40157123 -082.55275873
111  27.40158416 -082.55274336
111  27.40158559 -082.55268512
111  27.40163228 -082.55268673
111  27.40163012 -082.55273527
111  27.40164377 -082.55275954
111  27.40168111 -082.55275954
111  27.40169619 -082.55274660
111  27.40170194 -082.55268512
111  27.40174719 -082.55268350
111  27.40174647 -082.55274417
111  27.40175939 -082.55275711
111  27.40180608 -082.55275954
111  27.40181469 -082.55274660
111  27.40181326 -082.55268350
111  27.40185922 -082.55268188
111  27.40186138 -082.55274336
111  27.40187789 -082.55275145
111  27.40191237 -082.55275630
111  27.40193176 -082.55273284
111  27.40193248 -082.55268269
111  27.40197772 -082.55268350
111  27.40197700 -082.55273770
111  27.40198706 -082.55274983
111  27.40203159 -082.55275226
111  27.40204595 -082.55273608
111  27.40204954 -082.55268107
111  27.40209191 -082.55267864
111  27.40208976 -082.55272880
111  27.40210269 -082.55274579
111  27.40214650 -082.55274740
111  27.40215727 -082.55273770
111  27.40216158 -082.55267945
111  27.40220754 -082.55267864
111  27.40220898 -082.55273770
111  27.40221688 -082.55275145
111  27.40226212 -082.55275064
111  27.40227433 -082.55273527
111  27.40227577 -082.55267864
111  27.40232461 -082.55268026
111  27.40232532 -082.55273689
111  27.40234041 -082.55274821
111  27.40237991 -082.55274821
111  27.40239140 -082.55273689
111  27.40239571 -082.55267783
111  27.40244382 -082.55267945
111  27.40244382 -082.55274093
111  27.40253072 -082.55274012
111  27.40256520 -082.55271262
111  27.40258890 -082.55267460
111  27.40259464 -082.55252332
111  27.40257166 -082.55247641
111  27.40254150 -082.55243353
111  27.40240648 -082.55242059
111  27.40238206 -082.55243434
111  27.40237488 -082.55246265
111  27.40237632 -082.55249825
111  27.40233179 -082.55249420
111  27.40232963 -082.55244162
111  27.40232245 -082.55242868
111  27.40227361 -082.55242706
111  27.40226356 -082.55244162
111  27.40225925 -082.55249744
111  27.40221329 -082.55249582
111  27.40221257 -082.55244809
111  27.40220395 -082.55242949
111  27.40216876 -082.55242382
111  27.40214937 -082.55243919
111  27.40214721 -082.55249906
111  27.40210053 -082.55249906
111  27.40209981 -082.55243677
111  27.40209479 -082.55242706
111  27.40204523 -082.55242463
111  27.40203087 -082.55244405
111  27.40202943 -082.55249582
111  27.40198778 -082.55249906
111  27.40198203 -082.55244567
111  27.40196839 -082.55242868
111  27.40193248 -082.55242868
111  27.40191380 -082.55244162
111  27.40191165 -082.55250068
111  27.40186712 -082.55249987
111  27.40186999 -082.55245457
111  27.40183983 -082.55242625
111  27.40179889 -082.55245457
111  27.40180320 -082.55250391
111  27.40175580 -082.55250310
111  27.40175580 -082.55246184
111  27.40172492 -082.55243110
111  27.40168614 -082.55245618
111  27.40168686 -082.55250391
111  27.40164305 -082.55250310
111  27.40164233 -082.55246508
111  27.40160714 -082.55243596
111  27.40157051 -082.55246913
111  27.40157267 -082.55250310
111  27.40152670 -082.55250634
111  27.40152383 -082.55245052
111  27.40151162 -082.55242949
111  27.40136296 -082.55243677
112  27.40129473 -082.55245618  27.40129473 -082.55245780
111  27.40124805 -082.55250957
111  27.40123799 -082.55264952
111  27.40126744 -082.55272152
113  27.40133854 -082.55275711
111  27.40136194 -082.55237200
111  27.40152289 -082.55237043
111  27.40152569 -082.55229634
111  27.40156628 -082.55229634
111  27.40157328 -082.55235624
111  27.40158587 -082.55237358
111  27.40162086 -082.55237200
111  27.40163625 -082.55235624
111  27.40163905 -082.55229791
111  27.40168664 -082.55229634
111  27.40168664 -082.55235309
111  27.40169923 -082.55237043
111  27.40173702 -082.55236885
111  27.40174962 -082.55235466
111  27.40175242 -082.55229634
111  27.40180140 -082.55229476
111  27.40180000 -082.55234993
111  27.40181120 -082.55236885
111  27.40184898 -082.55237043
111  27.40186578 -082.55234205
111  27.40186718 -082.55228846
111  27.40191616 -082.55229318
111  27.40191476 -082.55233732
111  27.40192456 -082.55235782
111  27.40197214 -082.55236255
111  27.40198614 -082.55234521
111  27.40198334 -082.55228846
111  27.40203372 -082.55229161
111  27.40203092 -082.55234205
111  27.40203792 -082.55235939
111  27.40208411 -082.55235782
111  27.40209810 -082.55234836
111  27.40210230 -082.55229161
111  27.40214429 -082.55229003
111  27.40214289 -082.55234994
111  27.40216248 -082.55236570
111  27.40220447 -082.55236255
111  27.40221566 -082.55233890
111  27.40221566 -082.55228846
111  27.40225905 -082.55229161
111  27.40225765 -082.55233732
111  27.40228564 -082.55236097
111  27.40231643 -082.55235939
111  27.40233042 -082.55234205
111  27.40233042 -082.55229161
111  27.40238221 -082.55228688
111  27.40237941 -082.55232629
111  27.40239760 -082.55235624
111  27.40248298 -082.55236097
111  27.40255855 -082.55233260
111  27.40259074 -082.55226166
111  27.40259074 -082.55213239
111  27.40256835 -082.55207879
111  27.40252636 -082.55204884
111  27.40244239 -082.55205042
111  27.40243399 -082.55211190
111  27.40238501 -082.55211190
111  27.40238221 -082.55205199
112  27.40235422 -082.55203465  27.40233340 -082.55203465
111  27.40231923 -082.55205357
111  27.40231363 -082.55211505
111  27.40227444 -082.55211820
111  27.40226745 -082.55205042
112  27.40223246 -082.55203938  27.40220354 -082.55204069
111  27.40220027 -082.55205672
111  27.40219887 -082.55211978
111  27.40215408 -082.55211978
111  27.40215408 -082.55206933
112  27.40211770 -082.55204096  27.40208762 -082.55203705
111  27.40208551 -082.55206933
111  27.40208691 -082.55212293
111  27.40204072 -082.55211978
111  27.40203372 -082.55206461
112  27.40200573 -082.55204096  27.40197219 -082.55203966
111  27.40197494 -082.55207091
111  27.40197074 -082.55211978
111  27.40192596 -082.55212136
111  27.40192036 -082.55207564
112  27.40188823 -082.55204569  27.40185700 -082.55203787
111  27.40185458 -082.55208352
111  27.40181679 -082.55209613
111  27.40180000 -082.55204726
112  27.40177341 -082.55204254  27.40179052 -082.55204384
111  27.40177341 -082.55204254
112  27.40177341 -082.55204254  27.40177201 -082.55204254
111  27.40174012 -082.55205412
111  27.40173702 -082.55212293
111  27.40169503 -082.55212766
111  27.40168944 -082.55206776
112  27.40166145 -082.55204411  27.40162675 -082.55204542
111  27.40162664 -082.55207022
111  27.40162926 -082.55212766
111  27.40157844 -082.55212787
111  27.40157887 -082.55206227
112  27.40154717 -082.55204254  27.40152866 -082.55204514
111  27.40151589 -082.55206461
111  27.40151589 -082.55212766
111  27.40146131 -082.55212451
111  27.40146131 -082.55206776
111  27.40144592 -082.55204727
111  27.40132416 -082.55205199
112  27.40126817 -082.55208037  27.40124950 -082.55210140
111  27.40123599 -082.55214185
111  27.40124298 -082.55228688
114  27.40127937 -082.55235624  27.40130810 -082.55236999
130 Airport Boundary 187
111  27.40498968 -082.56844994
111  27.39734084 -082.56316457
111  27.39090887 -082.56035875
111  27.38598348 -082.55474712
111  27.38505634 -082.54685169
112  27.38517224 -082.54267559  27.38534607 -082.54254509
111  27.38859104 -082.54097905
112  27.39797825 -082.54476364  27.39815209 -082.54482889
111  27.40383077 -082.54815672
111  27.40597476 -082.56094602
113  27.40643833 -082.56623139
120 Linear Feature 969
111  27.40136966 -082.54914548 55
111  27.40093593 -082.54951944 55
115  27.40079200 -082.55003608
120 Linear Feature 968
111  27.39667976 -082.55041234 51 101
112  27.39669553 -082.55029647  27.39671031 -082.55025605 51 101
115  27.39676321 -082.55016806
120 Linear Feature 967
111  27.39661181 -082.55048478 51 101
112  27.39650554 -082.55047479  27.39646754 -082.55048193 51 101
115  27.39634471 -082.55053024
120 Linear Feature 195
111  27.39303295 -082.55344980 51 101
111  27.39335772 -082.55318319 2
111  27.39376225 -082.55280918 51 101
115  27.39410679 -082.55249874
120 Linear Feature 167
111  27.39240841 -082.55418708 55
115  27.39220385 -082.55389643
120 Linear Feature 166
111  27.39146115 -082.55290045 55
115  27.39093244 -082.55229790
120 Linear Feature 164
111  27.38998603 -082.55121936 55
115  27.38979617 -082.55099674
120 Linear Feature 186
111  27.38930149 -082.55120064 51 101
112  27.38988966 -082.55111793  27.39000666 -082.55097602 51 101
115  27.38993254 -082.55058189
120 Linear Feature 185
111  27.38975637 -082.55171785 51 101
112  27.38988966 -082.55111793  27.39011467 -082.55091858 51 101
115  27.39036830 -082.55107926
120 Linear Feature 163
111  27.39063368 -082.55271536 51 101
111  27.38975637 -082.55171785 51 101
111  27.38930149 -082.55120064 51 101
115  27.38799958 -082.54972034
120 Linear Feature 264
111  27.38953972 -082.55423260 51
115  27.38952920 -082.55423458
120 Linear Feature 263
111  27.38953796 -082.55421780 51
115  27.38952789 -082.55421978
120 Linear Feature 262
111  27.38953621 -082.55420843 51
115  27.38952614 -082.55421040
120 Linear Feature 261
111  27.38957038 -082.55449900 51
115  27.38953096 -082.55420942
120 Linear Feature 260
111  27.38942933 -082.55439145 51
111  27.38942583 -082.55436087 51
111  27.38948277 -082.55430857 51
111  27.38950730 -082.55426960 51
111  27.38950249 -082.55423704 51
111  27.38951606 -082.55420004 51
111  27.38954454 -082.55419314 51
111  27.38956512 -082.55422175 51
111  27.38957038 -082.55426072 51
111  27.38960674 -082.55428983 51
111  27.38967288 -082.55431844 51
115  27.38967726 -082.55435051
120 Linear Feature 259
111  27.38838348 -082.55390242 51
115  27.38839245 -082.55390511
120 Linear Feature 258
111  27.38838617 -082.55388793 51
115  27.38839604 -082.55389130
120 Linear Feature 257
111  27.38838856 -082.55387849 51
115  27.38839993 -082.55388186
120 Linear Feature 256
111  27.38832423 -082.55416097 51
115  27.38839362 -082.55388042
120 Linear Feature 255
111  27.38823268 -082.55399980 51
111  27.38824280 -082.55396996 51
111  27.38831219 -082.55394825 51
111  27.38834832 -082.55392600 51
111  27.38835652 -082.55389236 51
111  27.38838109 -082.55386414 51
111  27.38841193 -082.55387119 51
111  27.38842012 -082.55390864 51
111  27.38841144 -082.55394499 51
111  27.38843409 -082.55398732 51
111  27.38848324 -082.55404430 51
115  27.38847504 -082.55407686
120 Linear Feature 254
111  27.38866441 -082.55404553 51
115  27.38867399 -082.55404250
120 Linear Feature 253
111  27.38866172 -082.55403037 51
115  27.38867189 -082.55402801
120 Linear Feature 252
111  27.38866022 -082.55402127 51
115  27.38867159 -082.55401925
120 Linear Feature 251
111  27.38870721 -082.55431233 51
115  27.38866523 -082.55401817
120 Linear Feature 250
111  27.38856379 -082.55420268 51
111  27.38856029 -082.55417379 51
111  27.38861801 -082.55411994 51
111  27.38864133 -082.55408383 51
111  27.38863667 -082.55404575 51
111  27.38864891 -082.55400963 51
111  27.38867748 -082.55400569 51
111  27.38870021 -082.55403393 51
111  27.38870604 -082.55407135 51
111  27.38874102 -082.55409893 51
111  27.38880690 -082.55412914 51
115  27.38881157 -082.55416000
120 Linear Feature 249
111  27.38912481 -082.55411718 51
115  27.38911473 -082.55411866
120 Linear Feature 248
111  27.38912393 -082.55410288 51
115  27.38911386 -082.55410436
120 Linear Feature 246
111  27.38912130 -082.55409443 51
115  27.38911342 -082.55409400
120 Linear Feature 245
111  27.38914311 -082.55438695 51
115  27.38911810 -082.55409515
120 Linear Feature 244
111  27.38900651 -082.55427067 51
111  27.38900523 -082.55423817 51
111  27.38906230 -082.55419122 51
111  27.38909244 -082.55415727 51
111  27.38908796 -082.55412043 51
111  27.38910142 -082.55408288 51
111  27.38913221 -082.55407926 51
111  27.38915145 -082.55411104 51
111  27.38915594 -082.55414860 51
111  27.38918864 -082.55417677 51
111  27.38925470 -082.55421289 51
115  27.38925598 -082.55424178
120 Linear Feature 275
111  27.39014249 -082.55422452 51
115  27.39014731 -082.55421366
120 Linear Feature 274
111  27.39013189 -082.55421692 51
115  27.39013671 -082.55420715
120 Linear Feature 273
111  27.39012418 -082.55421475 51
115  27.39012755 -082.55420335
120 Linear Feature 272
111  27.39035690 -082.55434553 51
115  27.39012659 -082.55421095
120 Linear Feature 271
111  27.39019549 -082.55441065 51
111  27.39017140 -082.55439600 51
111  27.39016754 -082.55431243 51
111  27.39015743 -082.55426793 51
111  27.39012611 -082.55425002 51
111  27.39011021 -082.55421746 51
111  27.39012322 -082.55418762 51
111  27.39015646 -082.55418707 51
111  27.39018730 -082.55420227 51
111  27.39022825 -082.55418762 51
111  27.39028848 -082.55414474 51
115  27.39031402 -082.55415940
120 Linear Feature 270
111  27.38986209 -082.55425045 51
115  27.38987100 -082.55424626
120 Linear Feature 269
111  27.38986487 -082.55425965 51
115  27.38987453 -082.55425484
120 Linear Feature 268
111  27.38987918 -082.55426844 51
115  27.38986896 -082.55427367
120 Linear Feature 266
111  27.38986571 -082.55424780 51
115  27.38995906 -082.55452520
120 Linear Feature 265
111  27.38980006 -082.55445248 51
111  27.38979138 -082.55442155 51
111  27.38983764 -082.55435860 51
111  27.38985498 -082.55431519 51
111  27.38984294 -082.55428154 51
111  27.38984824 -082.55424410 51
111  27.38987811 -082.55422836 51
111  27.38990076 -082.55425441 51
111  27.38991425 -082.55429131 51
111  27.38995424 -082.55430705 51
111  27.39002459 -082.55432224 51
115  27.39003567 -082.55435101
120 Linear Feature 310
111  27.38848232 -082.55326667 51
115  27.38849122 -082.55326165
120 Linear Feature 309
111  27.38848900 -082.55327920 51
115  27.38849716 -082.55327363
120 Linear Feature 308
111  27.38849295 -082.55328866 51
115  27.38850284 -082.55328226
120 Linear Feature 307
111  27.38849773 -082.55328524 51
115  27.38838165 -082.55302797
120 Linear Feature 306
111  27.38831805 -082.55320167 51
111  27.38833342 -082.55323391 51
111  27.38840656 -082.55323749 51
111  27.38844631 -082.55324883 51
111  27.38845957 -082.55328047 51
111  27.38848925 -082.55330434 51
111  27.38851734 -082.55328703 51
111  27.38851840 -082.55325062 51
111  27.38850303 -082.55321958 51
111  27.38851787 -082.55317183 51
111  27.38855656 -082.55310318 51
115  27.38854225 -082.55307274
120 Linear Feature 305
111  27.38878325 -082.55316895 51
115  27.38877297 -082.55316895
120 Linear Feature 304
111  27.38878356 -082.55318227 51
115  27.38877312 -082.55318279
120 Linear Feature 303
111  27.38878387 -082.55319281 51
115  27.38877312 -082.55319299
120 Linear Feature 302
111  27.38877856 -082.55319297 51
115  27.38876700 -082.55268426
120 Linear Feature 301
111  27.38864924 -082.55303240 51
111  27.38864924 -082.55306284 51
111  27.38871443 -082.55310522 51
111  27.38874782 -082.55313805 51
111  27.38874677 -082.55317148 51
111  27.38876373 -082.55320670 51
111  27.38879394 -082.55320431 51
111  27.38880931 -082.55317148 51
111  27.38880825 -082.55313507 51
111  27.38884005 -082.55310164 51
111  27.38890100 -082.55305687 51
115  27.38890153 -082.55302285
120 Linear Feature 300
111  27.38930792 -082.55328283 51
115  27.38929728 -082.55328060
120 Linear Feature 299
111  27.38930544 -082.55329759 51
115  27.38929481 -082.55329508
120 Linear Feature 298
111  27.38930470 -082.55330678 51
115  27.38929382 -082.55330399
120 Linear Feature 297
111  27.38930044 -082.55330586 51
115  27.38933701 -082.55301575
120 Linear Feature 296
111  27.38919550 -082.55312320 51
111  27.38919232 -082.55315603 51
111  27.38924744 -082.55320378 51
111  27.38927447 -082.55324437 51
111  27.38927076 -082.55327720 51
111  27.38928083 -082.55331600 51
111  27.38931210 -082.55332257 51
111  27.38933330 -082.55329332 51
111  27.38933754 -082.55325392 51
111  27.38937623 -082.55322706 51
111  27.38944301 -082.55319542 51
115  27.38944354 -082.55316379
120 Linear Feature 295
111  27.38970577 -082.55332162 51
115  27.38971721 -082.55332367
120 Linear Feature 294
111  27.38970423 -082.55333561 51
115  27.38971554 -082.55333718
120 Linear Feature 293
111  27.38970284 -082.55334583 51
115  27.38971428 -082.55334772
120 Linear Feature 292
111  27.38970911 -082.55334717 51
115  27.38974268 -082.55305357
120 Linear Feature 291
111  27.38960170 -082.55316340 51
111  27.38960011 -082.55319802 51
111  27.38965735 -082.55324816 51
111  27.38968438 -082.55328458 51
111  27.38967961 -082.55331860 51
111  27.38969127 -082.55335501 51
111  27.38972360 -082.55336337 51
111  27.38974374 -082.55332815 51
111  27.38974692 -082.55329413 51
111  27.38978244 -082.55326607 51
111  27.38984869 -082.55323384 51
115  27.38985187 -082.55319981
120 Linear Feature 290
111  27.39005264 -082.55338881 51
115  27.39004336 -082.55338375
120 Linear Feature 289
111  27.39004785 -082.55340161 51
115  27.39003738 -082.55339521
120 Linear Feature 288
111  27.39004486 -082.55341004 51
115  27.39003499 -082.55340566
120 Linear Feature 287
111  27.39004041 -082.55340623 51
115  27.39014738 -082.55313815
120 Linear Feature 286
111  27.39021628 -082.55331560 51
111  27.39020327 -082.55334653 51
111  27.39013196 -082.55335630 51
111  27.39009149 -082.55337095 51
111  27.39007703 -082.55340568 51
111  27.39005053 -082.55342522 51
111  27.39002114 -082.55341111 51
111  27.39001825 -082.55337312 51
111  27.39003126 -082.55334273 51
111  27.39001536 -082.55329444 51
111  27.38997440 -082.55322986 51
115  27.38998500 -082.55320164
120 Linear Feature 285
111  27.39030827 -082.55351224 51
115  27.39030138 -082.55350269
120 Linear Feature 284
111  27.39029820 -082.55351941 51
115  27.39029078 -082.55350866
120 Linear Feature 283
111  27.39029025 -082.55352418 51
115  27.39028495 -082.55351344
120 Linear Feature 282
111  27.39028866 -082.55352060 51
115  27.39061097 -082.55326240
120 Linear Feature 281
111  27.39047686 -082.55354390 51
111  27.39045354 -082.55356163 51
111  27.39039058 -082.55353011 51
111  27.39034685 -082.55351698 51
111  27.39032061 -082.55353602 51
111  27.39028505 -082.55354128 51
111  27.39026931 -082.55351304 51
111  27.39028447 -082.55347758 51
111  27.39031129 -082.55345789 51
111  27.39031828 -082.55341126 51
111  27.39031537 -082.55332787 51
115  27.39033694 -082.55331146
120 Linear Feature 280
111  27.39037366 -082.55396640 51
115  27.39037207 -082.55395565
120 Linear Feature 279
111  27.39036041 -082.55396819 51
115  27.39035935 -082.55395505
120 Linear Feature 278
111  27.39035193 -082.55396998 51
115  27.39035140 -082.55395864
120 Linear Feature 277
111  27.39061217 -082.55393655 51
115  27.39035087 -082.55396341
120 Linear Feature 276
111  27.39050776 -082.55408936 51
111  27.39047860 -082.55409294 51
111  27.39043779 -082.55402728 51
111  27.39040493 -082.55399386 51
111  27.39037366 -082.55399684 51
111  27.39034080 -082.55398012 51
111  27.39033762 -082.55394849 51
111  27.39036889 -082.55392401 51
111  27.39040016 -082.55392222 51
111  27.39042613 -082.55388581 51
111  27.39045846 -082.55381119 51
115  27.39048337 -082.55380881
120 Linear Feature 335
111  27.39036292 -082.55434287 51
115  27.39055775 -082.55445807
120 Linear Feature 334
111  27.39061698 -082.55393584 51
115  27.39079542 -082.55392392
120 Linear Feature 330
111  27.39014738 -082.55313815 51
115  27.39023130 -082.55292861
120 Linear Feature 329
111  27.38974268 -082.55305357 51
115  27.38976708 -082.55283938
120 Linear Feature 328
111  27.38933701 -082.55301575 51
115  27.38936539 -082.55278618
120 Linear Feature 325
111  27.38831923 -082.55417124 51
115  27.38825736 -082.55442825
120 Linear Feature 324
111  27.38870721 -082.55431233 51
115  27.38873896 -082.55455012
120 Linear Feature 322
111  27.38995906 -082.55452520 51
115  27.39004606 -082.55477962
120 Linear Feature 323
111  27.38914402 -082.55438719 51
115  27.38915951 -082.55458843
120 Linear Feature 321
111  27.38957038 -082.55449900 51
115  27.38959791 -082.55467124
120 Linear Feature 587
111  27.39422404 -082.55716682 1
115  27.39422404 -082.55708893
120 Linear Feature 587
111  27.39511416 -082.55853268 1
115  27.39511416 -082.55845478
120 Linear Feature 587
111  27.39441451 -082.55715912 1
115  27.39441451 -082.55708123
120 Linear Feature 587
111  27.39529597 -082.55851468 1
115  27.39529597 -082.55843796
120 Linear Feature 587
111  27.39422404 -082.55729554 1
115  27.39422404 -082.55721764
120 Linear Feature 587
111  27.39511416 -082.55866140 1
115  27.39511416 -082.55858350
120 Linear Feature 587
111  27.39441451 -082.55728784 1
115  27.39441451 -082.55720994
120 Linear Feature 587
111  27.39529597 -082.55864147 1
115  27.39529597 -082.55856474
120 Linear Feature 587
111  27.39422892 -082.55741766 1
115  27.39422892 -082.55733976
120 Linear Feature 587
111  27.39511904 -082.55878352 1
115  27.39511904 -082.55870562
120 Linear Feature 587
111  27.39441940 -082.55740996 1
115  27.39441940 -082.55733206
120 Linear Feature 587
111  27.39530952 -082.55877582 1
115  27.39530952 -082.55869792
120 Linear Feature 587
111  27.39423088 -082.55754748 1
115  27.39423088 -082.55746958
120 Linear Feature 587
111  27.39512100 -082.55891334 1
115  27.39512100 -082.55883544
120 Linear Feature 587
111  27.39442135 -082.55753978 1
115  27.39442135 -082.55746188
120 Linear Feature 587
111  27.39531147 -082.55890564 1
115  27.39531147 -082.55882774
120 Linear Feature 587
111  27.39422697 -082.55767510 1
115  27.39422697 -082.55759720
120 Linear Feature 587
111  27.39511709 -082.55904096 1
115  27.39511709 -082.55896306
120 Linear Feature 587
111  27.39441744 -082.55766740 1
115  27.39441744 -082.55758950
120 Linear Feature 587
111  27.39530756 -082.55903326 1
115  27.39530756 -082.55895536
120 Linear Feature 587
111  27.39422697 -082.55779868 1
115  27.39422697 -082.55772079
120 Linear Feature 587
111  27.39511709 -082.55916454 1
115  27.39511709 -082.55908664
120 Linear Feature 587
111  27.39441744 -082.55779098 1
115  27.39441744 -082.55771309
120 Linear Feature 587
111  27.39530756 -082.55915684 1
115  27.39530756 -082.55907894
120 Linear Feature 587
111  27.39422697 -082.55791171 1
115  27.39422697 -082.55783381
120 Linear Feature 587
111  27.39511709 -082.55927757 1
115  27.39511709 -082.55919967
120 Linear Feature 587
111  27.39441744 -082.55790401 1
115  27.39441744 -082.55782611
120 Linear Feature 587
111  27.39530756 -082.55926987 1
115  27.39530756 -082.55919197
120 Linear Feature 586
111  27.39427937 -082.55713047 1
115  27.39419022 -082.55713047
120 Linear Feature 586
111  27.39515863 -082.55848646 1
115  27.39508035 -082.55849633
120 Linear Feature 586
111  27.39446984 -082.55712277 1
115  27.39438070 -082.55712277
120 Linear Feature 586
111  27.39535219 -082.55847888 1
115  27.39526160 -082.55847888
120 Linear Feature 586
111  27.39427937 -082.55725919 1
115  27.39419022 -082.55725919
120 Linear Feature 586
111  27.39515863 -082.55861325 1
115  27.39508035 -082.55862505
120 Linear Feature 586
111  27.39446984 -082.55725149 1
115  27.39438070 -082.55725149
120 Linear Feature 586
111  27.39535219 -082.55860566 1
115  27.39526160 -082.55860566
120 Linear Feature 586
111  27.39428425 -082.55738131 1
115  27.39419511 -082.55738131
120 Linear Feature 586
111  27.39517437 -082.55874717 1
115  27.39508523 -082.55874717
120 Linear Feature 586
111  27.39447473 -082.55737361 1
115  27.39438558 -082.55737361
120 Linear Feature 586
111  27.39536485 -082.55873947 1
115  27.39527570 -082.55873947
120 Linear Feature 586
111  27.39428621 -082.55751113 1
115  27.39419706 -082.55751113
120 Linear Feature 586
111  27.39517633 -082.55887699 1
115  27.39508718 -082.55887699
120 Linear Feature 586
111  27.39447668 -082.55750343 1
115  27.39438754 -082.55750343
120 Linear Feature 586
