I
1050 Generated by WorldEditor

1     44 1 0 MMVA Villahermosa Intl
1300  17.99311913 -092.82053909   0.00 hangar turboprops|props Hangar 07
1301 A general_aviation 
1300  17.99327310 -092.81587698  -7.13 hangar props Hangar 01
1301 A general_aviation 
1300  17.99327154 -092.81601299  30.26 hangar props Hangar 02
1301 A general_aviation 
1300  17.99320607 -092.81756135   0.00 hangar props Hangar 05
1301 A general_aviation 
1300  17.99320919 -092.81734177   0.00 hangar jets|turboprops|props Hangar 04
1301 B general_aviation 
18  17.99884882 -092.81816735 1 BCN
19  17.99717341 -092.82375148 1 WS
19  17.99656850 -092.81047494 1 WS
54 11870 VILLAHERMOSA TWR
55 12070 VILLAHERMOSA APP
99
