I
1050 Generated by WorldEditor

1     20 1 0 PAJN Juneau Intl
120 Linear Feature 1
112  58.35886286 -134.58863763  58.35893871 -134.58869409
111  58.35886286 -134.58863763
112  58.35886286 -134.58863763  58.35894421 -134.58869818 20
112  58.35890780 -134.58840429  58.35883187 -134.58834669
111  58.35890780 -134.58840429
112  58.35890780 -134.58840429  58.35890183 -134.58840170 20
112  58.35889299 -134.58839543  58.35888754 -134.58839503
111  58.35889299 -134.58839543
114  58.35889299 -134.58839543  58.35881395 -134.58838841 20
120 Linear Feature 1
112  58.35909451 -134.58864058  58.35917036 -134.58869704
111  58.35909451 -134.58864058
112  58.35909451 -134.58864058  58.35917586 -134.58870113 20
112  58.35913480 -134.58840281  58.35904648 -134.58836442
111  58.35913480 -134.58840281
112  58.35913480 -134.58840281  58.35912883 -134.58840022 20
112  58.35911767 -134.58839838  58.35911222 -134.58839798
111  58.35911767 -134.58839838
114  58.35911767 -134.58839838  58.35904250 -134.58839285 20
120 Linear Feature 48
111  58.35852791 -134.58740653 20
111  58.35851639 -134.58650479 20
111  58.35879720 -134.58647185 20
111  58.35899664 -134.58657890 20
111  58.35899088 -134.58704831 20
113  58.35888216 -134.58725281 20
120 Linear Feature 47
111  58.35965055 -134.58483106 51
112  58.35960736 -134.58472271  58.35957227 -134.58466480 51
115  58.35954367 -134.58467466
120 Linear Feature 47
111  58.36000898 -134.58481486 51
112  58.35996179 -134.58472768  58.35992707 -134.58468199 51
115  58.35989968 -134.58467661
120 Linear Feature 47
111  58.36000581 -134.58515005 51
112  58.35995862 -134.58503719  58.35992390 -134.58499150 51
115  58.35989697 -134.58499628
120 Linear Feature 47
111  58.36036424 -134.58481084 51
112  58.36032040 -134.58471448  58.36028488 -134.58467030 51
115  58.36025514 -134.58468134
120 Linear Feature 47
111  58.36036108 -134.58514603 51
112  58.36031336 -134.58503519  58.36027785 -134.58499102 51
115  58.36025243 -134.58500102
120 Linear Feature 47
111  58.36035870 -134.58547819 51
112  58.36031120 -134.58535797  58.36027568 -134.58531379 51
115  58.36025081 -134.58532379
120 Linear Feature 47
111  58.36035949 -134.58578468 51
112  58.36031264 -134.58568053  58.36027712 -134.58563635 51
115  58.36024865 -134.58564656
120 Linear Feature 47
111  58.36035712 -134.58611382 51
112  58.36031120 -134.58600995  58.36027568 -134.58596577 51
115  58.36024946 -134.58596850
120 Linear Feature 47
111  58.36000344 -134.58548221 51
112  58.35996021 -134.58535576  58.35992469 -134.58531158 51
115  58.35989535 -134.58531905
120 Linear Feature 47
111  58.36000423 -134.58578870 51
112  58.35995712 -134.58567755  58.35992081 -134.58563337 51
115  58.35989319 -134.58564182
120 Linear Feature 47
111  58.36000185 -134.58611784 51
112  58.35995593 -134.58601332  58.35991724 -134.58596914 51
115  58.35989400 -134.58596376
120 Linear Feature 47
111  58.35964911 -134.58515361 51
112  58.35960376 -134.58504114  58.35956507 -134.58499696 51
115  58.35954096 -134.58499434
120 Linear Feature 47
111  58.35964673 -134.58548577 51
112  58.35960568 -134.58536449  58.35957274 -134.58532031 51
115  58.35953934 -134.58531710
120 Linear Feature 47
111  58.35964753 -134.58579226 51
112  58.35959897 -134.58568830  58.35956603 -134.58564413 51
115  58.35953718 -134.58563987
120 Linear Feature 47
111  58.35964515 -134.58612140 51
112  58.35959897 -134.58600388  58.35956603 -134.58595971 51
115  58.35953501 -134.58595955
120 Linear Feature 47
111  58.35929442 -134.58542908 51
112  58.35924821 -134.58532430  58.35921527 -134.58528012 51
115  58.35918583 -134.58527748
120 Linear Feature 47
111  58.35929126 -134.58569934 51
112  58.35924494 -134.58560504  58.35921789 -134.58556586 51
115  58.35918475 -134.58557034
120 Linear Feature 47
111  58.35928901 -134.58595760 51
112  58.35924297 -134.58586582  58.35921593 -134.58582664 51
115  58.35918313 -134.58583020
120 Linear Feature 46
111  58.36098644 -134.58633613 20
111  58.36101773 -134.58611283 20
111  58.36101684 -134.58571567 20
111  58.36064174 -134.58570800 20
113  58.36063816 -134.58633442 20
120 Linear Feature 45
111  58.35989914 -134.58483129 20
115  58.35976194 -134.58482996
120 Linear Feature 44
111  58.35989400 -134.58580516 1
115  58.35975539 -134.58580196
120 Linear Feature 44
111  58.36025460 -134.58483603 1
115  58.36011739 -134.58483469
120 Linear Feature 44
111  58.36025189 -134.58516292 1
115  58.36011543 -134.58516285
120 Linear Feature 44
111  58.36024919 -134.58548672 1
115  58.36011347 -134.58548603
120 Linear Feature 44
111  58.36024946 -134.58580990 1
115  58.36011085 -134.58580670
120 Linear Feature 44
111  58.35989373 -134.58548198 1
115  58.35975801 -134.58548129
120 Linear Feature 44
111  58.35989643 -134.58515818 1
115  58.35975997 -134.58515812
120 Linear Feature 44
111  58.35954313 -134.58482934 1
115  58.35940592 -134.58482801
120 Linear Feature 44
111  58.35954042 -134.58515624 1
115  58.35940396 -134.58515617
120 Linear Feature 44
111  58.35953772 -134.58548004 1
115  58.35940200 -134.58547934
120 Linear Feature 44
111  58.35953501 -134.58579868 1
115  58.35939938 -134.58580002
120 Linear Feature 44
111  58.35918529 -134.58543938 1
115  58.35907818 -134.58544144
120 Linear Feature 44
111  58.35918367 -134.58570130 1
115  58.35907494 -134.58569924
120 Linear Feature 43
111  58.36024951 -134.58613102 1
111  58.36024946 -134.58596850 1
111  58.36024946 -134.58580990 1
111  58.36024865 -134.58564656 1
111  58.36024919 -134.58548672 1
111  58.36025081 -134.58532379 1
111  58.36025189 -134.58516292 1
111  58.36025243 -134.58500102 1
111  58.36025460 -134.58483603 1
111  58.36025514 -134.58468134 1
111  58.36025622 -134.58451738 1
111  58.36011827 -134.58451841 1
111  58.36011739 -134.58483469 1
111  58.36011543 -134.58516285 1
111  58.36011347 -134.58548603 1
111  58.36011085 -134.58580670 1
113  58.36010954 -134.58613112 1
120 Linear Feature 43
111  58.35989405 -134.58612628 1
111  58.35989400 -134.58596376 1
111  58.35989400 -134.58580516 1
111  58.35989319 -134.58564182 1
111  58.35989373 -134.58548198 1
111  58.35989535 -134.58531905 1
111  58.35989643 -134.58515818 1
111  58.35989697 -134.58499628 1
111  58.35989914 -134.58483129 20
111  58.35989968 -134.58467661 20
111  58.35990076 -134.58451264 20
111  58.35976282 -134.58451367 20
111  58.35976194 -134.58482996 1
111  58.35975997 -134.58515812 1
111  58.35975801 -134.58548129 1
111  58.35975539 -134.58580196 1
113  58.35975408 -134.58612638 1
120 Linear Feature 43
111  58.35953447 -134.58612661 1
111  58.35953501 -134.58595955 1
111  58.35953501 -134.58579868 1
111  58.35953718 -134.58563987 1
111  58.35953772 -134.58548004 1
111  58.35953934 -134.58531710 1
111  58.35954042 -134.58515624 1
111  58.35954096 -134.58499434 1
111  58.35954313 -134.58482934 1
111  58.35954367 -134.58467466 1
111  58.35954475 -134.58451070 1
111  58.35940680 -134.58451173 1
111  58.35940592 -134.58482801 1
111  58.35940396 -134.58515617 1
111  58.35940200 -134.58547934 1
111  58.35939938 -134.58580002 1
113  58.35939807 -134.58612444 1
120 Linear Feature 42
111  58.35918205 -134.58596323 1
111  58.35918313 -134.58583020 1
111  58.35918367 -134.58570130 1
111  58.35918475 -134.58557034 1
111  58.35918529 -134.58543938 1
111  58.35918583 -134.58527748 1
111  58.35918529 -134.58511558 1
111  58.35907764 -134.58511764 1
111  58.35907818 -134.58544144 1
111  58.35907494 -134.58569924 1
113  58.35907494 -134.58596116 1
120 Linear Feature 41
111  58.35921678 -134.58640183 51
112  58.35925751 -134.58629010  58.35928444 -134.58618593 51
111  58.35928951 -134.58613694 51
111  58.35928901 -134.58595760 51
111  58.35929126 -134.58569934 51
115  58.35929442 -134.58542908
120 Linear Feature 41
111  58.35955639 -134.58642503 51
112  58.35961616 -134.58630492  58.35964547 -134.58621131 51
111  58.35964515 -134.58612140 51
111  58.35964753 -134.58579226 51
111  58.35964673 -134.58548577 51
111  58.35964911 -134.58515361 51
115  58.35965055 -134.58483106
120 Linear Feature 41
111  58.35992278 -134.58642968 51
112  58.35997373 -134.58630468  58.36000304 -134.58621107 51
111  58.36000185 -134.58611784 51
111  58.36000423 -134.58578870 51
111  58.36000344 -134.58548221 51
111  58.36000581 -134.58515005 51
115  58.36000898 -134.58481486
120 Linear Feature 41
111  58.36026908 -134.58642504 51
112  58.36033019 -134.58630406  58.36035949 -134.58621045 51
111  58.36035712 -134.58611382 51
111  58.36035949 -134.58578468 51
111  58.36035870 -134.58547819 51
111  58.36036108 -134.58514603 51
115  58.36036424 -134.58481084
120 Linear Feature 40
111  58.35896997 -134.59422414 55
115  58.35899327 -134.59439771
120 Linear Feature 39
111  58.35881504 -134.59440828 51
112  58.35866795 -134.59438399  58.35859987 -134.59431661 51
115  58.35857170 -134.59418759
120 Linear Feature 38
111  58.35866384 -134.59486208 51
112  58.35869742 -134.59456173  58.35875109 -134.59443696 51
111  58.35881504 -134.59440828 51
112  58.35895268 -134.59434281  58.35901683 -134.59429540 51
111  58.35904301 -134.59419308 51
115  58.35910062 -134.59396849
120 Linear Feature 37
111  58.35828354 -134.59023060 55
115  58.35831987 -134.59048752
120 Linear Feature 36
111  58.35831327 -134.59035162 51
112  58.35812477 -134.59031236  58.35803606 -134.59021423 51
115  58.35799463 -134.59006368
120 Linear Feature 35
111  58.35811908 -134.59094524 51
112  58.35815803 -134.59057657  58.35821585 -134.59040597 51
111  58.35831327 -134.59035162 51
115  58.35852078 -134.59024895
120 Linear Feature 34
111  58.35740343 -134.58275264 55
115  58.35746245 -134.58323599
120 Linear Feature 33
111  58.35713280 -134.57972849 55
115  58.35716268 -134.57992161
120 Linear Feature 32
111  58.35686189 -134.57997605 51
112  58.35667338 -134.57992624  58.35657992 -134.57982358 51
115  58.35654884 -134.57966745
120 Linear Feature 31
111  58.35667726 -134.58058160 51
112  58.35670744 -134.58021005  58.35676447 -134.58002587 51
111  58.35686189 -134.57997605 51
115  58.35828833 -134.57924535
120 Linear Feature 30
111  58.35656550 -134.57263531 1
115  58.35654823 -134.57264092
120 Linear Feature 30
111  58.35656810 -134.57265580 1
115  58.35655111 -134.57266288
120 Linear Feature 30
111  58.35656961 -134.57267259 1
115  58.35655327 -134.57268072
120 Linear Feature 30
111  58.35660875 -134.57294367 1
115  58.35657847 -134.57295521
120 Linear Feature 30
111  58.35661065 -134.57295816 1
115  58.35659143 -134.57296619
120 Linear Feature 30
111  58.35661318 -134.57297747 1
115  58.35658567 -134.57298814
120 Linear Feature 30
111  58.35665815 -134.57331313 1
115  58.35661591 -134.57333262
120 Linear Feature 30
111  58.35664549 -134.57321412 1
115  58.35660223 -134.57322969
120 Linear Feature 29
111  58.35629431 -134.57371574 55
115  58.35632345 -134.57392370
120 Linear Feature 28
111  58.35594106 -134.57381520 51
112  58.35580353 -134.57373835  58.35572865 -134.57365326 51
115  58.35569126 -134.57349653
120 Linear Feature 27
111  58.35580303 -134.57431806 51
112  58.35584746 -134.57402518  58.35589642 -134.57384952 51
111  58.35594106 -134.57381520 51
111  58.35640692 -134.57382481 51
115  58.35644940 -134.57385088
120 Linear Feature 26
111  58.35715242 -134.57019666 1
115  58.35678830 -134.57019690
120 Linear Feature 25
111  58.35756291 -134.56914012 1
111  58.35754070 -134.56913797 1
111  58.35753697 -134.56848297 1
115  58.35756105 -134.56848197
120 Linear Feature 24
111  58.35558507 -134.56765621 55
115  58.35564016 -134.56802773
120 Linear Feature 23
111  58.35521023 -134.56804629 51
112  58.35502659 -134.56800952  58.35492434 -134.56791709 51
115  58.35488954 -134.56773153
120 Linear Feature 22
111  58.35501753 -134.56865175 51
112  58.35505833 -134.56825405  58.35512674 -134.56807944 51
111  58.35521023 -134.56804629 51
115  58.35614024 -134.56756666
120 Linear Feature 21
111  58.35546593 -134.55980394 20
111  58.35541953 -134.55949950 20
115  58.35545523 -134.55941289
120 Linear Feature 20
111  58.35545007 -134.55981134 20
111  58.35540546 -134.55950981 20
115  58.35540979 -134.55941908
120 Linear Feature 18
111  58.35518421 -134.55950569 20
111  58.35519124 -134.55953456 20
111  58.35531891 -134.55966345 20
111  58.35529943 -134.55953662 20
115  58.35528266 -134.55950363
120 Linear Feature 19
111  58.35541520 -134.55982739 20
111  58.35534054 -134.55968819 20
111  58.35531458 -134.55953044 20
115  58.35532702 -134.55949641
120 Linear Feature 17
111  58.35539432 -134.55983736 20
111  58.35532378 -134.55969850 20
111  58.35518583 -134.55956549 20
115  58.35516906 -134.55957168
120 Linear Feature 16
111  58.35536126 -134.55985279 20
111  58.35523235 -134.55978202 20
115  58.35520963 -134.55973872
120 Linear Feature 15
111  58.35519935 -134.55979336 20
115  58.35533218 -134.55986636
120 Linear Feature 14
111  58.35517447 -134.56002639 20
111  58.35521721 -134.56000267 20
115  58.35527888 -134.55991297
120 Linear Feature 13
111  58.35520693 -134.56008722 20
111  58.35522207 -134.56003773 20
115  58.35528482 -134.55994081
120 Linear Feature 12
111  58.35573066 -134.56096118 20
111  58.35566807 -134.56074474 20
115  58.35566315 -134.56058539
120 Linear Feature 11
111  58.35558089 -134.56061010 20
111  58.35565197 -134.56072429 20
115  58.35564974 -134.56059817
120 Linear Feature 10
111  58.35570249 -134.56093136 20
111  58.35565868 -134.56077115 20
115  58.35557507 -134.56065185
120 Linear Feature 9
111  58.35555183 -134.56105322 20
111  58.35553305 -134.56093562 20
111  58.35556837 -134.56077286 20
115  58.35555004 -134.56064845
120 Linear Feature 8
111  58.35553260 -134.56104555 20
111  58.35551517 -134.56094499 20
111  58.35555004 -134.56077456 20
115  58.35553529 -134.56067486
120 Linear Feature 7
111  58.35522470 -134.56056815 20
111  58.35527441 -134.56053942 20
111  58.35539451 -134.56067656 20
115  58.35550162 -134.56061160
120 Linear Feature 6
111  58.35531282 -134.56071986 20
111  58.35537071 -134.56068893 20
111  58.35527225 -134.56057242 20
115  58.35526035 -134.56058273
120 Linear Feature 5
111  58.35529659 -134.56095598 20
111  58.35533338 -134.56093536 20
111  58.35534636 -134.56096011 20
111  58.35547890 -134.56068893 20
111  58.35545834 -134.56067243 20
115  58.35531823 -134.56074461
120 Linear Feature 4
111  58.35533717 -134.56116323 20
111  58.35536908 -134.56114467 20
111  58.35552164 -134.56067965 20
111  58.35551352 -134.56065800 20
111  58.35535340 -134.56099517 20
115  58.35534636 -134.56104569
120 Linear Feature 3
111  58.35467817 -134.56111582 55
115  58.35470526 -134.56131105
120 Linear Feature 2
111  58.35428386 -134.56142116 51
112  58.35408521 -134.56136969  58.35398938 -134.56126508 51
115  58.35396274 -134.56109679
120 Linear Feature 1
111  58.35408811 -134.56202131 51
112  58.35413313 -134.56162375  58.35420457 -134.56144773 51
111  58.35428386 -134.56142116 51
115  58.35525092 -134.56092466
120 Linear Feature 122
111  58.35838758 -134.58285520 20
111  58.35837095 -134.58277913 20
112  58.35836388 -134.58273238  58.35835599 -134.58271416 20
111  58.35833936 -134.58270861 20
111  58.35837428 -134.58255885 20
111  58.35836763 -134.58252794 20
111  58.35833395 -134.58249783 20
111  58.35831733 -134.58251130 20
111  58.35828075 -134.58265393 20
112  58.35824832 -134.58264126  58.35822878 -134.58264680 20
111  58.35822088 -134.58268087 20
111  58.35810781 -134.58266186 20
115  58.35802759 -134.58298832
120 Linear Feature 121
111  58.35811821 -134.58336075 20
111  58.35833853 -134.58336075 20
111  58.35838592 -134.58315790 20
112  58.35841834 -134.58312779  58.35842832 -134.58309451 20
111  58.35842333 -134.58307232 20
111  58.35850855 -134.58307153 20
111  58.35852351 -134.58304379 20
111  58.35852310 -134.58301844 20
111  58.35852393 -134.58297248 20
111  58.35850896 -134.58294474 20
111  58.35842374 -134.58294474 20
112  58.35841668 -134.58287897  58.35840545 -134.58285362 20
111  58.35838758 -134.58285520 20
111  58.35833811 -134.58264918 20
115  58.35811862 -134.58264997
120 Linear Feature 120
111  58.35818855 -134.58418321 20
111  58.35839497 -134.58404233 20
111  58.35840592 -134.58381837 20
112  58.35842833 -134.58377304  58.35843290 -134.58373382 20
111  58.35842467 -134.58371377 20
111  58.35848777 -134.58366670 20
111  58.35849646 -134.58363010 20
111  58.35848549 -134.58356560 20
111  58.35846400 -134.58354903 20
111  58.35840135 -134.58359174 20
112  58.35837986 -134.58353596  58.35836202 -134.58352201 20
111  58.35834785 -134.58353509 20
111  58.35826874 -134.58337384 20
115  58.35806206 -134.58351678
120 Linear Feature 119
111  58.35845862 -134.58487967 20
111  58.35861545 -134.58455983 20
111  58.35856934 -134.58435885 20
112  58.35857969 -134.58428764  58.35857297 -134.58425566 20
111  58.35856178 -134.58424143 20
111  58.35860827 -134.58414922 20
111  58.35860411 -134.58410528 20
111  58.35858106 -134.58406278 20
111  58.35856027 -134.58405990 20
111  58.35851493 -134.58416003 20
112  58.35848658 -134.58412613  58.35846851 -134.58411826 20
111  58.35845295 -134.58414850 20
111  58.35834147 -134.58408511 20
115  58.35819030 -134.58438766
120 Linear Feature 118
111  58.35896389 -134.58492790 20
111  58.35892930 -134.58462681 20
111  58.35891774 -134.58451786 20
111  58.35880250 -134.58448750 20
112  58.35878563 -134.58444047  58.35876908 -134.58442022 20
111  58.35874659 -134.58443808 20
111  58.35873347 -134.58434581 20
111  58.35871474 -134.58432021 20
111  58.35868163 -134.58433628 20
111  58.35866914 -134.58437022 20
111  58.35868132 -134.58446428 20
112  58.35865352 -134.58448869  58.35863853 -134.58451369 20
111  58.35864321 -134.58455596 20
111  58.35854796 -134.58467205 20
115  58.35859918 -134.58508046
120 Linear Feature 117
111  58.35860849 -134.58721493 20
111  58.35882649 -134.58720966 20
111  58.35888502 -134.58700811 20
112  58.35890606 -134.58697434  58.35891333 -134.58694393 20
111  58.35890948 -134.58691118 20
111  58.35897422 -134.58691224 20
111  58.35898860 -134.58688060 20
111  58.35898860 -134.58681099 20
111  58.35897698 -134.58678567 20
111  58.35890506 -134.58678673 20
112  58.35890412 -134.58673808  58.35889943 -134.58671661 20
111  58.35888537 -134.58670234 20
111  58.35881907 -134.58649489 20
115  58.35860096 -134.58650623
120 Linear Feature 116
111  58.35892726 -134.58686242 51
111  58.35892679 -134.58684941 51
115  58.35892664 -134.58683384
120 Linear Feature 115
111  58.35857531 -134.58686345 51
115  58.35892679 -134.58684941
120 Linear Feature 114
111  58.35871346 -134.58439107 51
115  58.35869891 -134.58439689
120 Linear Feature 113
111  58.35871769 -134.58441925 51
115  58.35870126 -134.58442552
120 Linear Feature 112
111  58.35855542 -134.58418260 51
111  58.35855050 -134.58417287 51
115  58.35854592 -134.58416449
120 Linear Feature 111
111  58.35846595 -134.58362211 51
111  58.35846480 -134.58361647 51
115  58.35846339 -134.58361154
120 Linear Feature 110
111  58.35832458 -134.58265004 51
111  58.35831773 -134.58264302 51
115  58.35831105 -134.58263775
120 Linear Feature 109
111  58.35817360 -134.58322863 51
115  58.35831773 -134.58264302
120 Linear Feature 108
111  58.35782187 -134.58406519 51
115  58.35846480 -134.58361647
120 Linear Feature 107
111  58.35799707 -134.58531200 51
115  58.35855050 -134.58417287
120 Linear Feature 106
111  58.35862073 -134.58618377 51
112  58.35875179 -134.58600994  58.35883395 -134.58584404 51
111  58.35881874 -134.58569867 51
111  58.35881509 -134.58531996 51
111  58.35880912 -134.58522010 51
115  58.35870493 -134.58437943
120 Linear Feature 104
111  58.35845828 -134.58302088 51
111  58.35845844 -134.58300770 51
115  58.35845845 -134.58299339
120 Linear Feature 105
111  58.35772871 -134.58341203 51
112  58.35776111 -134.58311960  58.35782319 -134.58301866 51
115  58.35787553 -134.58300358
120 Linear Feature 103
111  58.35745734 -134.58300439 51
111  58.35787553 -134.58300358 51
115  58.35845844 -134.58300770
120 Linear Feature 102
111  58.35728803 -134.58300284 51
112  58.35708537 -134.58288410  58.35698521 -134.58275776 51
115  58.35695368 -134.58257600
120 Linear Feature 101
111  58.35708315 -134.58351251 51
112  58.35715113 -134.58316497  58.35722698 -134.58300635 51
111  58.35728803 -134.58300284 51
111  58.35745734 -134.58300439 51
112  58.35762664 -134.58313872  58.35770643 -134.58326820 51
111  58.35772871 -134.58341203 51
111  58.35782187 -134.58406519 51
111  58.35799707 -134.58531200 51
112  58.35798602 -134.58596896  58.35790796 -134.58625392 51
115  58.35780633 -134.58623522
120 Linear Feature 100
111  58.35770407 -134.58545674 55
115  58.35785047 -134.58670258
120 Linear Feature 99
111  58.35771728 -134.58623647 51
112  58.35751208 -134.58605510  58.35741409 -134.58590545 51
115  58.35738322 -134.58568230
120 Linear Feature 98
111  58.35776601 -134.58623765 51
111  58.35771728 -134.58623647 51
115  58.35742680 -134.58623683
120 Linear Feature 97
111  58.35754207 -134.58681920 51
112  58.35759884 -134.58643082  58.35766981 -134.58627258 51
111  58.35776601 -134.58623765 51
111  58.35780633 -134.58623522 51
111  58.35862073 -134.58618377 51
111  58.35882605 -134.58617212 51
111  58.35921678 -134.58640183 51
111  58.35925573 -134.58642503 51
111  58.35955639 -134.58642503 51
111  58.35992278 -134.58642968 51
111  58.36026908 -134.58642504 51
115  58.36082963 -134.58642156
120 Linear Feature 96
111  58.35309654 -134.55508345 1
115  58.35298407 -134.55458838
120 Linear Feature 95
111  58.35315679 -134.55499286 1
115  58.35292448 -134.55467387
120 Linear Feature 94
111  58.35302223 -134.55511280 1
115  58.35305771 -134.55456541
120 Linear Feature 93
111  58.35295059 -134.55505921 1
115  58.35312666 -134.55461262
120 Linear Feature 92
111  58.35290841 -134.55494437 1
115  58.35317152 -134.55472491
120 Linear Feature 91
111  58.35317822 -134.55486271 1
115  58.35289837 -134.55480657
120 Linear Feature 90
111  58.35272439 -134.55546536 51 101
111  58.35253098 -134.55556642 51 101
115  58.35229203 -134.55567290
120 Linear Feature 89
111  58.35262841 -134.55462372 54 104
111  58.35274595 -134.55545303 54 104
115  58.35283200 -134.55608860
120 Linear Feature 88
111  58.35313952 -134.55564186 57 105
112  58.35296806 -134.55545714  58.35284299 -134.55538521 57 105
115  58.35274595 -134.55545303
120 Linear Feature 87
111  58.35427104 -134.56641483 54 104
111  58.35431666 -134.56672187 54 104
115  58.35435584 -134.56704013
120 Linear Feature 86
111  58.35391328 -134.56872012 51 101
111  58.35376537 -134.56766545 51 101
112  58.35380101 -134.56721709  58.35387408 -134.56695045 51 101
115  58.35400863 -134.56687742
120 Linear Feature 85
111  58.35429843 -134.56672985 51 101
111  58.35400863 -134.56687742 51 101
112  58.35376091 -134.56679760  58.35361032 -134.56665154 51 101
111  58.35358715 -134.56639849 51 101
115  58.35344012 -134.56537100
120 Linear Feature 84
111  58.35482635 -134.56728531 51 101
112  58.35477031 -134.56704456  58.35473547 -134.56694883 51 101
111  58.35469659 -134.56688553 57 105
112  58.35452648 -134.56671878  58.35442684 -134.56666937 57 105
111  58.35431666 -134.56672187 57 105
112  58.35450865 -134.56651652  58.35457913 -134.56636830 57 105
111  58.35460667 -134.56622162 51 101
112  58.35462692 -134.56601164  58.35462935 -134.56589893 51 101
115  58.35461898 -134.56579692
120 Linear Feature 83
111  58.35481347 -134.57269873 51 101
112  58.35455601 -134.57250888  58.35439885 -134.57230199 51 101
111  58.35437369 -134.57201283 51 101
115  58.35421882 -134.57092554
120 Linear Feature 82
111  58.35510392 -134.57233717 54 104
111  58.35515565 -134.57273609 54 104
115  58.35520122 -134.57310406
120 Linear Feature 81
111  58.35513782 -134.57273439 51 101
111  58.35481347 -134.57269873 51 101
112  58.35460763 -134.57289404  58.35452120 -134.57310124 51 101
111  58.35454882 -134.57328637 51 101
115  58.35470073 -134.57436579
120 Linear Feature 80
111  58.35538107 -134.57276003 57 105
115  58.35515565 -134.57273609
120 Linear Feature 79
111  58.35566637 -134.57332463 51 101
112  58.35561378 -134.57313621  58.35558944 -134.57306028 51 101
111  58.35554843 -134.57298321 57 105
112  58.35547975 -134.57286530  58.35543051 -134.57279043 57 105
111  58.35538107 -134.57276003 57 105
112  58.35547607 -134.57264774  58.35551068 -134.57255650 57 105
111  58.35551952 -134.57249895 51 101
112  58.35552799 -134.57238280  58.35552744 -134.57233535 51 101
115  58.35552512 -134.57230009
120 Linear Feature 78
111  58.35617879 -134.58004011 54 104
111  58.35621675 -134.58030622 54 104
115  58.35625181 -134.58057043
120 Linear Feature 77
111  58.35582497 -134.58050274 51 101
112  58.35568014 -134.58071296  58.35561475 -134.58087498 51 101
111  58.35564218 -134.58112975 51 101
115  58.35578593 -134.58214782
120 Linear Feature 76
111  58.35619760 -134.58031605 51 101
111  58.35582497 -134.58050274 51 101
112  58.35564528 -134.58046203  58.35554218 -134.58037079 51 101
111  58.35550904 -134.58015603 51 101
115  58.35536470 -134.57912294
120 Linear Feature 75
111  58.35636531 -134.58023251 57 105
115  58.35621675 -134.58030622
120 Linear Feature 74
111  58.35667726 -134.58058160 51 101
112  58.35665118 -134.58047497  58.35663712 -134.58043796 51 101
111  58.35662172 -134.58039840 57 105
112  58.35653067 -134.58026951  58.35646707 -134.58020571 57 105
111  58.35636531 -134.58023251 57 105
112  58.35648716 -134.58007044  58.35653603 -134.57995049 57 105
111  58.35654272 -134.57985734 51 101
112  58.35654942 -134.57975015  58.35655076 -134.57970804 51 101
115  58.35654884 -134.57966745
120 Linear Feature 73
111  58.35690292 -134.58533772 54 104
111  58.35703268 -134.58623708 54 104
115  58.35713117 -134.58691916
120 Linear Feature 72
111  58.35664791 -134.58623663 51 101
112  58.35641590 -134.58606916  58.35629276 -134.58589468 51 101
111  58.35626927 -134.58562138 51 101
115  58.35613561 -134.58465480
120 Linear Feature 71
111  58.35701481 -134.58623786 51 101
111  58.35664791 -134.58623663 51 101
112  58.35647750 -134.58646400  58.35641026 -134.58664929 51 101
111  58.35644524 -134.58688743 51 101
115  58.35657791 -134.58784947
120 Linear Feature 70
111  58.35742680 -134.58623683 57 105
115  58.35713552 -134.58623497
120 Linear Feature 69
111  58.35713552 -134.58623497 57 105
112  58.35730258 -134.58609423  58.35736466 -134.58596314 57 105
111  58.35737197 -134.58586569 51 101
112  58.35738171 -134.58577056  58.35738353 -134.58573460 51 101
115  58.35738322 -134.58568230
120 Linear Feature 68
111  58.35752868 -134.58672407 51 101
112  58.35748686 -134.58658300  58.35746422 -134.58651588 51 101
111  58.35743208 -134.58646171 57 105
112  58.35731312 -134.58630668  58.35724270 -134.58624532 57 105
111  58.35720136 -134.58624024 57 105
111  58.35713552 -134.58623497 57 105
115  58.35703268 -134.58623708
120 Linear Feature 67
111  58.35847011 -134.59650321 54 104
111  58.35851931 -134.59687006 54 104
115  58.35857132 -134.59721785
120 Linear Feature 66
111  58.35851931 -134.59687006 57 105
112  58.35867101 -134.59662720  58.35874613 -134.59646717 57 105
115  58.35877821 -134.59623223
120 Linear Feature 65
111  58.35877821 -134.59623223 51 101
112  58.35879765 -134.59589561  58.35879102 -134.59574119 51 101
111  58.35876444 -134.59558369 51 101
111  58.35866384 -134.59486208 51 101
111  58.35857170 -134.59418759 51 101
111  58.35811908 -134.59094524 51 101
111  58.35799463 -134.59006368 51 101
111  58.35754207 -134.58681920 51 101
111  58.35752868 -134.58672407 51 101
111  58.35738322 -134.58568230 51 101
111  58.35708315 -134.58351251 51 101
111  58.35695368 -134.58257600 51 101
111  58.35667726 -134.58058160 51 101
111  58.35654884 -134.57966745 51 101
111  58.35580303 -134.57431806 51 101
111  58.35569126 -134.57349653 51 101
111  58.35566637 -134.57332463 51 101
111  58.35552512 -134.57230009 51 101
111  58.35501753 -134.56865175 51 101
111  58.35488954 -134.56773153 51 101
111  58.35482635 -134.56728531 51 101
111  58.35461898 -134.56579692 51 101
111  58.35408811 -134.56202131 51 101
111  58.35396274 -134.56109679 51 101
111  58.35326027 -134.55607064 51 101
112  58.35321081 -134.55581942  58.35318165 -134.55570980 51 101
115  58.35313952 -134.55564186
120 Linear Feature 64
111  58.35807019 -134.59710700 51 101
115  58.35849701 -134.59688958
120 Linear Feature 63
111  58.35378068 -134.56631752 53 102
