A
1050 Generated by WorldEditor 1.6.0b1

1     18 1 0 KOQU QUONSET STATE
112  41.59332032 -071.40998648  41.59324501 -071.41000384 51 101
111  41.59321385 -071.41005072 51 101
111  41.59311103 -071.41014295 51 101
112  41.59319697 -071.40990256  41.59318788 -071.40975499
111  41.59319697 -071.40990256
112  41.59319697 -071.40990256  41.59319179 -071.40979801 51 101
115  41.59313413 -071.40972282
120 Linear Feature 132
111  41.59330687 -071.41056607 51 101
112  41.59341983 -071.41023490  41.59341941 -071.41004099
111  41.59341983 -071.41023490
112  41.59341983 -071.41023490  41.59342419 -071.41013476 51 101
112  41.59337029 -071.40998621  41.59334098 -071.40992267
111  41.59337029 -071.40998621
112  41.59337029 -071.40998621  41.59333667 -071.40991333 51 101
115  41.59329737 -071.40986907
120 Linear Feature 131
111  41.59385109 -071.41038586 51 101
112  41.59365946 -071.41032630  41.59353979 -071.41033380 51 101
111  41.59349492 -071.41039381 51 101
111  41.59330687 -071.41056607 51 101
111  41.59326145 -071.41060685 51 101
111  41.59232805 -071.41146274 51 101
111  41.59206913 -071.41169993 51 101
111  41.59181113 -071.41193628 51 101
115  41.59160646 -071.41212377
120 Linear Feature 130
111  41.59522007 -071.41271616 22
115  41.59448817 -071.41203214
120 Linear Feature 129
111  41.59426934 -071.41225255 20
115  41.59330487 -071.41135045
120 Linear Feature 128
111  41.59308985 -071.41087377 20
115  41.59516678 -071.41281796
120 Linear Feature 127
111  41.59369564 -071.41066885 20
115  41.59544148 -071.41229321
120 Linear Feature 126
111  41.59560154 -071.41338717 20
115  41.59575842 -071.41308393
120 Linear Feature 126
111  41.59582555 -071.41359618 20
115  41.59598124 -071.41329281
120 Linear Feature 126
111  41.59584582 -071.41361510 20
115  41.59600434 -071.41331593
120 Linear Feature 126
111  41.59607175 -071.41382589 20
115  41.59622864 -071.41352473
120 Linear Feature 126
111  41.59629781 -071.41403756 20
115  41.59645400 -071.41373367
120 Linear Feature 126
111  41.59652429 -071.41424707 20
115  41.59667868 -071.41394231
120 Linear Feature 126
111  41.59674935 -071.41445493 20
115  41.59690598 -071.41415542
120 Linear Feature 125
111  41.59697395 -071.41466391 20
111  41.59712868 -071.41436297 20
111  41.59701729 -071.41425952 20
111  41.59690598 -071.41415542 20
111  41.59679266 -071.41404944 20
111  41.59667868 -071.41394231 20
111  41.59656544 -071.41383588 20
111  41.59645400 -071.41373367 20
111  41.59633920 -071.41362837 20
111  41.59622864 -071.41352473 20
111  41.59600434 -071.41331385 20
111  41.59598124 -071.41329281 20
111  41.59575842 -071.41308393 20
111  41.59553698 -071.41287635 20
111  41.59537598 -071.41317671 20
111  41.59560154 -071.41338717 20
111  41.59582555 -071.41359618 20
111  41.59584582 -071.41361510 20
111  41.59607175 -071.41382589 20
111  41.59618105 -071.41392788 20
111  41.59629781 -071.41403756 20
111  41.59640729 -071.41414039 20
111  41.59652429 -071.41424707 20
111  41.59663581 -071.41434874 20
111  41.59674935 -071.41445493 20
113  41.59686044 -071.41455882 20
120 Linear Feature 122
111  41.59638403 -071.41438563 51
112  41.59634627 -071.41430360  41.59634627 -071.41425846
111  41.59634627 -071.41430360
112  41.59634627 -071.41430360  41.59634437 -071.41426154 51
111  41.59636219 -071.41422299 51
112  41.59631640 -071.41427061  41.59628843 -071.41427968
111  41.59631640 -071.41427061
112  41.59631640 -071.41427061  41.59628264 -071.41428103 51
115  41.59625176 -071.41426382
120 Linear Feature 124
111  41.59615757 -071.41417708 51
112  41.59612205 -071.41409976  41.59612295 -071.41405877
111  41.59612205 -071.41409976
112  41.59612205 -071.41409976  41.59612205 -071.41404671 51
111  41.59613595 -071.41401548 51
112  41.59608238 -071.41406480  41.59604902 -071.41406721 51
115  41.59602361 -071.41405373
120 Linear Feature 123
111  41.59649568 -071.41350445 51
112  41.59643764 -071.41349812  41.59640338 -071.41350776 51
111  41.59638932 -071.41353372 51
112  41.59640067 -071.41345592  41.59639436 -071.41341251 51
115  41.59637252 -071.41338930
120 Linear Feature 121
111  41.59671931 -071.41371351 51
112  41.59666568 -071.41370287  41.59664101 -071.41370808 51
111  41.59661556 -071.41374123 51
112  41.59662802 -071.41366815  41.59662283 -071.41363516 51
115  41.59660117 -071.41360307
120 Linear Feature 120
111  41.59660699 -071.41459095 51
112  41.59657219 -071.41452063  41.59656959 -071.41448938 51
111  41.59659071 -071.41443481 51
112  41.59653324 -071.41448590  41.59650597 -071.41448938 51
115  41.59647887 -071.41447296
120 Linear Feature 119
111  41.59694951 -071.41392874 51
112  41.59688900 -071.41391642  41.59685784 -071.41392684 51
111  41.59684408 -071.41395132 51
112  41.59685265 -071.41387996  41.59684745 -071.41383135 51
115  41.59682635 -071.41381360
120 Linear Feature 113
111  41.59581569 -071.41234873 53 102
111  41.59575312 -071.41246480 53 102
112  41.59573884 -071.41250126  41.59573365 -071.41252209
111  41.59573884 -071.41250126
112  41.59573884 -071.41250126  41.59573239 -071.41251974 53 102
111  41.59576091 -071.41254293 53 102
111  41.59728266 -071.41397010 53 102
112  41.59731382 -071.41398399  41.59732810 -071.41397878 53 102
111  41.59733589 -071.41396489 53 102
115  41.59740301 -071.41383019
120 Linear Feature 118
111  41.59717089 -071.41413570 51
112  41.59711379 -071.41412523  41.59707412 -071.41413126
111  41.59711379 -071.41412523
112  41.59711379 -071.41412523  41.59707592 -071.41414090 51
111  41.59706871 -071.41416140 51
112  41.59707863 -071.41408303  41.59707141 -071.41404927 51
115  41.59705102 -071.41402364
120 Linear Feature 117
111  41.59613595 -071.41401548 51
111  41.59618105 -071.41392788
111  41.59622094 -071.41385234
111  41.59633920 -071.41362837 51
115  41.59638932 -071.41353372
120 Linear Feature 117
111  41.59636219 -071.41422299 51
111  41.59640729 -071.41414039
111  41.59644799 -071.41406203
111  41.59656544 -071.41383588 51
115  41.59661556 -071.41374123
120 Linear Feature 117
111  41.59659071 -071.41443481 51
111  41.59663581 -071.41434874
111  41.59667454 -071.41427484
111  41.59679266 -071.41404944 51
115  41.59684408 -071.41395132
120 Linear Feature 117
111  41.59681534 -071.41464489 51
111  41.59686044 -071.41455882
111  41.59689946 -071.41448437
111  41.59701729 -071.41425952 51
115  41.59706871 -071.41416140
120 Linear Feature 116
111  41.59682406 -071.41479251 51
112  41.59679820 -071.41472326  41.59679550 -071.41467986 51
111  41.59681534 -071.41464489 51
112  41.59675582 -071.41469312  41.59672968 -071.41469553 51
115  41.59670586 -071.41468354
120 Linear Feature 115
111  41.59556914 -071.41243430 51 101
112  41.59556806 -071.41261660  41.59559728 -071.41267592
111  41.59556806 -071.41261660
112  41.59556806 -071.41261660  41.59559295 -071.41266290 51 101
111  41.59562649 -071.41269184 51 101
111  41.59637252 -071.41338930 51 101
111  41.59649568 -071.41350445 51 101
111  41.59660117 -071.41360307 51 101
111  41.59671931 -071.41371351 51 101
111  41.59682635 -071.41381360 51 101
111  41.59694951 -071.41392874 51 101
111  41.59705102 -071.41402364 51 101
111  41.59717089 -071.41413570 51 101
111  41.59726045 -071.41421943 51 101
112  41.59734147 -071.41426450  41.59737912 -071.41425755 51 101
115  41.59739838 -071.41423085
120 Linear Feature 114
111  41.59567762 -071.41222056 51 101
111  41.59556812 -071.41243378 51 101
111  41.59522151 -071.41310868 51 101
112  41.59519264 -071.41323762  41.59520022 -071.41329983 51 101
111  41.59525691 -071.41334769 51 101
111  41.59602361 -071.41405373 51 101
111  41.59615757 -071.41417708 51 101
111  41.59625176 -071.41426382 51 101
111  41.59638403 -071.41438563 51 101
111  41.59647887 -071.41447296 51 101
111  41.59660699 -071.41459095 51 101
111  41.59670586 -071.41468354 51 101
111  41.59682406 -071.41479251 51 101
111  41.59684980 -071.41481624 51 101
112  41.59698847 -071.41488082  41.59706793 -071.41487457 51 101
111  41.59712091 -071.41475998 51 101
111  41.59739838 -071.41423085 51 101
115  41.59754096 -071.41395894
120 Linear Feature 112
111  41.59767578 -071.41408478 53 102
111  41.59725920 -071.41488738 53 102
112  41.59707612 -071.41508010  41.59695277 -071.41514434 53 102
111  41.59679567 -071.41503496 53 102
111  41.59635854 -071.41463224 53
111  41.59491380 -071.41330120 53 102
111  41.59516678 -071.41281796 53 102
111  41.59522007 -071.41271616 53 102
111  41.59544148 -071.41229321 53 102
115  41.59554498 -071.41209552
120 Linear Feature 111
111  41.59815666 -071.41655998 20
111  41.59794402 -071.41658008 20
111  41.59793791 -071.41657436 20
111  41.59792899 -071.41656601 20
115  41.59787639 -071.41629975
120 Linear Feature 110
111  41.59848847 -071.41687228 20
111  41.59828559 -071.41690142 20
111  41.59827656 -071.41689354 20
111  41.59826831 -071.41688635 20
115  41.59821496 -071.41661505
120 Linear Feature 109
111  41.59882481 -071.41718687 20
111  41.59862734 -071.41722184 20
111  41.59861934 -071.41721428 20
111  41.59861201 -071.41720737 20
115  41.59855791 -071.41693608
120 Linear Feature 108
111  41.59917358 -071.41751028 20
111  41.59897070 -071.41754210 20
111  41.59896219 -071.41753367 20
111  41.59895379 -071.41752536 20
115  41.59889994 -071.41725908
120 Linear Feature 107
111  41.59960749 -071.41808333 20
111  41.59959127 -071.41779274 20
111  41.59959699 -071.41777887 20
111  41.59960298 -071.41776622 20
115  41.59981217 -071.41769025
120 Linear Feature 107
111  41.59936729 -071.41853998 20
111  41.59935106 -071.41824939 20
111  41.59935595 -071.41823735 20
111  41.59936278 -071.41822286 20
115  41.59957197 -071.41814690
120 Linear Feature 107
111  41.59907997 -071.41898002 20
111  41.59905833 -071.41868943 20
111  41.59906556 -071.41867468 20
111  41.59907214 -071.41866392 20
115  41.59928375 -071.41859056
120 Linear Feature 106
111  41.59763440 -071.41831717 51
115  41.59816416 -071.41730000
120 Linear Feature 101
111  41.59841760 -071.41733698 51
112  41.59850694 -071.41735001  41.59855213 -071.41733959 51
111  41.59858485 -071.41727917 51
112  41.59856771 -071.41742502  41.59858329 -071.41748336 51
115  41.59860859 -071.41751519
120 Linear Feature 100
111  41.59895568 -071.41657077 51
111  41.59868982 -071.41707943 51
111  41.59861934 -071.41721428 51
115  41.59858485 -071.41727917
120 Linear Feature 99
111  41.59913946 -071.41652564 51
112  41.59903826 -071.41650409  41.59898684 -071.41651660 51
111  41.59895568 -071.41657077 51
112  41.59897593 -071.41645201  41.59897126 -071.41637700 51
115  41.59894174 -071.41634211
120 Linear Feature 98
111  41.59947688 -071.41684100 51
112  41.59937792 -071.41682288  41.59932183 -071.41684371 51
111  41.59930313 -071.41688538 51
112  41.59931872 -071.41676662  41.59931404 -071.41669995 51
115  41.59927853 -071.41665647
120 Linear Feature 105
111  41.59833586 -071.41726071 51
112  41.59823895 -071.41724375  41.59818286 -071.41726041 51
111  41.59816416 -071.41730000 51
112  41.59817507 -071.41717499  41.59816572 -071.41709373 51
115  41.59813301 -071.41707144
120 Linear Feature 104
111  41.59827615 -071.41720500 51
112  41.59822181 -071.41708957  41.59821558 -071.41702706 51
111  41.59824207 -071.41695622 51
112  41.59815637 -071.41703123  41.59810340 -071.41703748 51
115  41.59806872 -071.41701145
120 Linear Feature 103
111  41.59861601 -071.41625199 51
111  41.59834179 -071.41677025 51
111  41.59827656 -071.41689354 51
115  41.59824207 -071.41695831
120 Linear Feature 102
111  41.59879283 -071.41620389 51
112  41.59870171 -071.41618115  41.59864562 -071.41619365 51
111  41.59861601 -071.41625199 51
112  41.59863627 -071.41613115  41.59863315 -071.41607698 51
115  41.59859575 -071.41602095
120 Linear Feature 97
111  41.59892351 -071.41760584 51
111  41.59896219 -071.41753367 51
111  41.59902480 -071.41741462 51
115  41.59930313 -071.41688538
120 Linear Feature 96
111  41.59894152 -071.41782584 51
112  41.59891043 -071.41772335  41.59890321 -071.41767030 51
111  41.59892351 -071.41760584 51
112  41.59883335 -071.41766854  41.59878105 -071.41766854 51
115  41.59876613 -071.41766219
120 Linear Feature 95
111  41.59964690 -071.41699917 51
111  41.59947688 -071.41684100 51
111  41.59927853 -071.41665647 51
111  41.59913946 -071.41652564 51
111  41.59894174 -071.41634211 51
111  41.59879283 -071.41620389 51
111  41.59859575 -071.41602095 51
111  41.59844872 -071.41588448 51
112  41.59833965 -071.41586781  41.59827732 -071.41589489 51
111  41.59826019 -071.41595740 51
111  41.59800226 -071.41645116 51
111  41.59793791 -071.41657436 51
111  41.59791896 -071.41660954 51
112  41.59788468 -071.41678455  41.59790650 -071.41686998 51
111  41.59794389 -071.41689498 51
111  41.59806872 -071.41701145 51
111  41.59813301 -071.41707144 51
111  41.59827615 -071.41720500 51
111  41.59833586 -071.41726071 51
111  41.59841760 -071.41733698 51
111  41.59860859 -071.41751519 51
111  41.59876613 -071.41766219 51
111  41.59894152 -071.41782584 51
115  41.59912179 -071.41799405
120 Linear Feature 94
111  41.59967579 -071.41722002 51
112  41.59968585 -071.41710126  41.59967806 -071.41703459 51
111  41.59964690 -071.41699917 51
112  41.59973571 -071.41701583  41.59978089 -071.41700125 51
115  41.59981338 -071.41695675
120 Linear Feature 91
111  41.59790488 -071.40524667 4
115  41.59755178 -071.40556443
120 Linear Feature 90
111  41.59784904 -071.40492038 1
111  41.59790488 -071.40524667 1
111  41.59795416 -071.40553468 1
111  41.59772434 -071.40574130 1
111  41.59755178 -071.40556443 1
115  41.59735266 -071.40535722
120 Linear Feature 88
111  41.58843187 -071.41282045 4
115  41.58876483 -071.41252045
120 Linear Feature 87
111  41.58890085 -071.41275994 1
111  41.58876483 -071.41252045 1
111  41.58863792 -071.41229700 1
115  41.58831277 -071.41259530
120 Linear Feature 86
111  41.58913808 -071.41344949 1
111  41.58907268 -071.41332346 1
115  41.58895948 -071.41310532
120 Linear Feature 85
111  41.58907268 -071.41332346 4
115  41.58901878 -071.41336725
120 Linear Feature 84
111  41.59188785 -071.41018413 51 105
111  41.59234878 -071.40975879 51 105
112  41.59249940 -071.40936296  41.59249421 -071.40910601 51 105
115  41.59235876 -071.40899708
120 Linear Feature 82
111  41.59350615 -071.40873601 51 105
111  41.59321184 -071.40899933 51 105
112  41.59305928 -071.40931183  41.59301924 -071.40954476
111  41.59305928 -071.40931183
112  41.59305928 -071.40931183  41.59302465 -071.40950136 51 105
111  41.59311877 -071.40967293 51 101
112  41.59315449 -071.40973139  41.59316964 -071.40975454 51 101
115  41.59319777 -071.40978030
120 Linear Feature 83
111  41.59333458 -071.40886107 51 105
111  41.59299200 -071.40917114 51 105
112  41.59277963 -071.40927449  41.59264005 -071.40927739 51 105
111  41.59256972 -071.40919347 51 105
111  41.59235876 -071.40899708 51 105
111  41.59217749 -071.40882833 51 101
111  41.58963585 -071.40646287 51 101
112  41.58948144 -071.40625647  41.58941986 -071.40612418
111  41.58948144 -071.40625647
112  41.58948144 -071.40625647  41.58945351 -071.40619646 51 105
112  41.58942083 -071.40597331  41.58941539 -071.40585534
111  41.58942083 -071.40597331
112  41.58942083 -071.40597331  41.58942707 -071.40575041 51 105
111  41.58951899 -071.40562333 51 105
111  41.58961092 -071.40545042 51 105
112  41.58985866 -071.40522543  41.59005654 -071.40514835
111  41.58985866 -071.40522543
112  41.58985866 -071.40522543  41.59003161 -071.40513169 51 105
111  41.59020612 -071.40531709 51 105
115  41.59087992 -071.40594611
120 Linear Feature 81
111  41.60158394 -071.41807794 51 101
111  41.60158500 -071.41785265 51 101
112  41.60153670 -071.41760887  41.60148217 -071.41747969 51 101
111  41.60139959 -071.41742551 51 101
111  41.60047583 -071.41656091 51 101
111  41.60021773 -071.41632626 51 101
111  41.59996010 -071.41608585 51 101
111  41.59512313 -071.41157305 51 101
111  41.59458767 -071.41107331 51 101
111  41.59385109 -071.41038586 51 101
111  41.59348155 -071.41004098 51 101
111  41.59329737 -071.40986907 51 101
111  41.59319777 -071.40978030 51 101
111  41.59313413 -071.40972282 51 101
111  41.59310567 -071.40969712 51 105
111  41.59300086 -071.40959299 51 105
112  41.59281259 -071.40949751  41.59269032 -071.40948304
111  41.59281259 -071.40949751
112  41.59281259 -071.40949751  41.59266435 -071.40948304 51 105
111  41.59257563 -071.40958431 51 105
115  41.59212984 -071.40999085
120 Linear Feature 80
111  41.60194820 -071.41866378 51 101
111  41.60174704 -071.41847790 51 101
112  41.60164832 -071.41835189  41.60158550 -071.41825287 51 101
111  41.60158394 -071.41807794 51 101
112  41.60147780 -071.41837289  41.60137459 -071.41850491 51 101
115  41.60122979 -071.41851309
120 Linear Feature 79
111  41.60041639 -071.41595324 51 101
112  41.60036988 -071.41632546  41.60039940 -071.41655872
111  41.60036988 -071.41632546
112  41.60036988 -071.41632546  41.60039792 -071.41645673 51 101
111  41.60047583 -071.41656091 51 101
112  41.60027483 -071.41647756  41.60015642 -071.41647965 51 101
111  41.60005801 -071.41660880 51 101
112  41.60008319 -071.41633380  41.60006761 -071.41617753 51 101
111  41.59996010 -071.41608585 51 101
112  41.60018135 -071.41613586  41.60032002 -071.41611919
111  41.60018135 -071.41613586
112  41.60018135 -071.41613586  41.60032937 -071.41611086 51 101
115  41.60041639 -071.41595324
120 Linear Feature 77
111  41.59937712 -071.41778184 51
112  41.59951650 -071.41752015  41.59959388 -071.41737469
111  41.59951650 -071.41752015
112  41.59951650 -071.41752015  41.59956738 -071.41742451 51 101
112  41.59967579 -071.41722002  41.59972669 -071.41712382
111  41.59967579 -071.41722002
112  41.59967579 -071.41722002  41.59974497 -071.41708928 51 101
112  41.59981338 -071.41695675  41.59982484 -071.41693267
111  41.59981338 -071.41695675
112  41.59981338 -071.41695675  41.59984610 -071.41688800 51 101
112  41.59994582 -071.41682132  41.59997698 -071.41676090 51 101
111  41.60005801 -071.41660880 51 101
111  41.60021773 -071.41632626 51 101
111  41.60041639 -071.41595324 51 105
115  41.60060957 -071.41559409
120 Linear Feature 76
111  41.59955243 -071.41773814 51
112  41.59950531 -071.41764447  41.59949124 -071.41758370 51
115  41.59951650 -071.41752015
120 Linear Feature 73
111  41.59925651 -071.41986472 51
115  41.59952117 -071.41935657
120 Linear Feature 72
111  41.59991252 -071.41875628 51
111  41.59945167 -071.41832660 51
111  41.59935595 -071.41823735 51
111  41.59930357 -071.41818851 51
112  41.59925942 -071.41808607  41.59925812 -071.41803572 51
111  41.59927981 -071.41796501 51
112  41.59919190 -071.41801315  41.59916074 -071.41801315 51
111  41.59912179 -071.41799405 51
112  41.59916464 -071.41809996  41.59917113 -071.41816073 51
111  41.59915614 -071.41820030 51
112  41.59922566 -071.41816594  41.59926072 -071.41815552 51
115  41.59930357 -071.41818851
120 Linear Feature 71
111  41.59995126 -071.41895450 51
112  41.59995407 -071.41884657  41.59994888 -071.41879969 51
111  41.59991252 -071.41875628 51
112  41.59999692 -071.41877017  41.60004237 -071.41876496 51
115  41.60006938 -071.41872851
120 Linear Feature 74
111  41.59969582 -071.41924417 51
112  41.59959908 -071.41927531  41.59954588 -071.41931559
111  41.59959908 -071.41927531
112  41.59959908 -071.41927531  41.59956324 -071.41930448 51
111  41.59952117 -071.41935657 51
112  41.59956169 -071.41921905  41.59956324 -071.41915654 51
115  41.59952054 -071.41909873
120 Linear Feature 75
111  41.60019069 -071.41849641 51
112  41.60020058 -071.41841118  41.60019787 -071.41836415 51
115  41.60017027 -071.41831793
120 Linear Feature 70
111  41.60680040 -071.42080779 51 105
111  41.60722576 -071.42120163 51 105
112  41.60739403 -071.42151420  41.60745324 -071.42172883 51 105
111  41.60737845 -071.42192054 51 105
111  41.60719330 -071.42227351 51 101
111  41.60697023 -071.42269780 51 101
112  41.60671626 -071.42291243  41.60654331 -071.42296244
111  41.60671626 -071.42291243
112  41.60671626 -071.42291243  41.60662479 -071.42293888 51 101
112  41.60647136 -071.42286792  41.60640999 -071.42283150
111  41.60647136 -071.42286792
112  41.60647136 -071.42286792  41.60641669 -071.42283548 51 101
111  41.60638750 -071.42280199 51 101
111  41.60194820 -071.41866378 51 101
112  41.60182854 -071.41859127  41.60176684 -071.41856876
111  41.60182854 -071.41859127
112  41.60182854 -071.41859127  41.60177245 -071.41858127 51 101
111  41.60172383 -071.41857376 51 101
111  41.60122979 -071.41851309 51 101
111  41.60062444 -071.41843875 51 101
112  41.60050104 -071.41841874  41.60043934 -071.41840874 51 101
111  41.60041316 -071.41838374 51
112  41.60034585 -071.41835374  41.60030845 -071.41834874 51
111  41.60027249 -071.41837661 51
112  41.60022245 -071.41836624  41.60020375 -071.41835124 51
111  41.60017027 -071.41831793 51
111  41.59968247 -071.41785925 51
111  41.59959699 -071.41777887 51
111  41.59955243 -071.41773814 51
112  41.59947063 -071.41771557  41.59941350 -071.41771731 51
111  41.59937715 -071.41777981 51
111  41.59927981 -071.41796501 51
111  41.59915614 -071.41820030 51
111  41.59902398 -071.41845176 51
112  41.59901229 -071.41857851  41.59902398 -071.41865490
111  41.59901229 -071.41857851
112  41.59901229 -071.41857851  41.59901835 -071.41863863 51
111  41.59906556 -071.41867468 51
111  41.59915068 -071.41875402 51
111  41.59952054 -071.41909873 51
111  41.59962631 -071.41919579 51
112  41.59969582 -071.41924417  41.59973482 -071.41925791
111  41.59969582 -071.41924417
112  41.59969582 -071.41924417  41.59971585 -071.41925123 51
112  41.59975962 -071.41924129  41.59978113 -071.41922980
111  41.59975962 -071.41924129
112  41.59975962 -071.41924129  41.59982627 -071.41921466 51
111  41.59984402 -071.41915968 51
111  41.59995126 -071.41895450 51
111  41.60006938 -071.41872851 51
111  41.60019069 -071.41849641 51
112  41.60023354 -071.41841828  41.60024393 -071.41839744 51
115  41.60027249 -071.41837661
120 Linear Feature 67
111  41.58889275 -071.41348530 54 104
111  41.58884866 -071.41352417 54 104
115  41.58881116 -071.41355724
120 Linear Feature 78
111  41.60644437 -071.42302139 56 103
111  41.60647136 -071.42286792 56 103
115  41.60649917 -071.42270975
120 Linear Feature 66
111  41.58958036 -071.40618169 54 104
111  41.58948144 -071.40625647 54 104
115  41.58941009 -071.40631041
120 Linear Feature 65
111  41.59213148 -071.40891504 54 104
111  41.59217749 -071.40882833 54 104
115  41.59222421 -071.40874028
120 Linear Feature 64
111  41.59317364 -071.40957160 54 104
111  41.59311877 -071.40967293 54 104
111  41.59310567 -071.40969712 54 104
115  41.59306153 -071.40977862
120 Linear Feature 63
111  41.59512217 -071.41101653 54 104
111  41.59505640 -071.41095629 54 104
115  41.59499027 -071.41089573
120 Linear Feature 62
111  41.60048249 -071.41601410 54 104
111  41.60041639 -071.41595324 54 104
115  41.60035039 -071.41589248
120 Linear Feature 61
111  41.60736036 -071.42242865 54 104
111  41.60719330 -071.42227351 54 104
115  41.60702310 -071.42211545
120 Linear Feature 60
111  41.60762237 -071.42189688 53 102
111  41.60760630 -071.42193450 53 102
111  41.60761433 -071.42194256 53 102
111  41.60743839 -071.42228026 53 102
115  41.60736036 -071.42242865
120 Linear Feature 59
111  41.60702310 -071.42211545 53 102
111  41.60713416 -071.42191300 53 102
112  41.60718438 -071.42166311  41.60717434 -071.42151533 53 102
115  41.60710201 -071.42140517
120 Linear Feature 57
111  41.58987566 -071.40467830 53
111  41.59099628 -071.40572401 53
111  41.59087992 -071.40594611 53
115  41.59076486 -071.40616575
120 Linear Feature 56
111  41.59570022 -071.40542369 53
111  41.59566069 -071.40536305 53
111  41.59560372 -071.40542369 53
111  41.59558861 -071.40539726 53
111  41.59563860 -071.40533818 53
111  41.59559093 -071.40527287 53
111  41.59561070 -071.40524800 53
111  41.59565837 -071.40531019 53
111  41.59570255 -071.40524955 53
111  41.59572115 -071.40527443 53
111  41.59567697 -071.40534129 53
113  41.59571999 -071.40540348 53
120 Linear Feature 56
111  41.59882268 -071.40540916 53
111  41.59878315 -071.40534852 53
111  41.59872618 -071.40540916 53
111  41.59871107 -071.40538273 53
111  41.59876106 -071.40532364 53
111  41.59871339 -071.40525834 53
111  41.59873316 -071.40523346 53
111  41.59878083 -071.40529566 53
111  41.59882501 -071.40523502 53
111  41.59884361 -071.40525990 53
111  41.59879943 -071.40532675 53
113  41.59884245 -071.40538895 53
120 Linear Feature 56
111  41.60181723 -071.40541821 53
111  41.60177769 -071.40535757 53
111  41.60172551 -071.40541879 53
111  41.60170561 -071.40539178 53
111  41.60175560 -071.40533270 53
111  41.60170793 -071.40526739 53
111  41.60172770 -071.40524252 53
111  41.60177537 -071.40530471 53
111  41.60182346 -071.40524233 53
111  41.60184163 -071.40526895 53
111  41.60179615 -071.40533057 53
113  41.60183916 -071.40539393 53
120 Linear Feature 56
111  41.60162879 -071.40680143 53
111  41.60158925 -071.40674079 53
111  41.60153594 -071.40680422 53
111  41.60151717 -071.40677500 53
111  41.60156716 -071.40671592 53
111  41.60151949 -071.40665061 53
111  41.60153926 -071.40662574 53
111  41.60158693 -071.40668793 53
111  41.60163111 -071.40662729 53
111  41.60164971 -071.40665217 53
111  41.60160553 -071.40671903 53
113  41.60164855 -071.40678122 53
120 Linear Feature 56
111  41.60163519 -071.41082635 53
111  41.60159566 -071.41076572 53
111  41.60154014 -071.41083072 53
111  41.60152358 -071.41079992 53
111  41.60157357 -071.41074084 53
111  41.60152590 -071.41067554 53
111  41.60154567 -071.41065066 53
111  41.60159334 -071.41071285 53
111  41.60163752 -071.41065221 53
111  41.60165612 -071.41067709 53
111  41.60161194 -071.41074395 53
113  41.60165496 -071.41080614 53
120 Linear Feature 56
111  41.60162942 -071.41485405 53
111  41.60158989 -071.41479341 53
111  41.60153724 -071.41485839 53
111  41.60151780 -071.41482762 53
111  41.60156780 -071.41476854 53
111  41.60152013 -071.41470323 53
111  41.60153989 -071.41467836 53
111  41.60158756 -071.41474055 53
111  41.60163174 -071.41467991 53
111  41.60165035 -071.41470479 53
111  41.60160616 -071.41477165 53
113  41.60164918 -071.41483384 53
120 Linear Feature 55
111  41.59232570 -071.40962916 53 102
112  41.59240271 -071.40928665  41.59236253 -071.40909189 53 102
111  41.59224366 -071.40901578 53 102
111  41.59213148 -071.40891504 53 102
111  41.58955686 -071.40651949 53 102
112  41.58941009 -071.40631041  41.58934553 -071.40617461
111  41.58941009 -071.40631041
112  41.58941009 -071.40631041  41.58937628 -071.40623929 53 102
112  41.58933753 -071.40604716  41.58932775 -071.40594330
111  41.58933753 -071.40604716
112  41.58933753 -071.40604716  41.58930907 -071.40574496 53 102
111  41.58941790 -071.40558155 53 102
111  41.58964057 -071.40515399 53 102
115  41.58963088 -071.40514307
120 Linear Feature 52
111  41.59308566 -071.41006741 53 102
112  41.59312348 -071.40992190  41.59311846 -071.40981444 53 102
111  41.59306153 -071.40977862 53 102
111  41.59294266 -071.40967117 53 102
112  41.59282881 -071.40961520  41.59275347 -071.40960401 53 102
115  41.59268483 -071.40963535
120 Linear Feature 53
111  41.59076486 -071.40616575 53
111  41.59002149 -071.40547404 53 102
112  41.58984235 -071.40544270  41.58974859 -071.40547180 53 102
111  41.58967827 -071.40556806 53 102
111  41.58960963 -071.40569789 53 102
112  41.58954433 -071.40604710  41.58957112 -071.40624185
111  41.58954433 -071.40604710
112  41.58954433 -071.40604710  41.58955159 -071.40609988 53 102
112  41.58958036 -071.40618169  41.58959586 -071.40621881
111  41.58958036 -071.40618169
112  41.58958036 -071.40618169  41.58962205 -071.40628154 53 102
111  41.58967981 -071.40632656 53 102
112  41.58994983 -071.40661667  41.59000046 -071.40667792 53 102
111  41.59007038 -071.40673594 53 102
111  41.59222421 -071.40874028 53 102
111  41.59252735 -071.40902061 53 102
112  41.59269129 -071.40914964  41.59277267 -071.40918850 53 102
115  41.59287499 -071.40912010
120 Linear Feature 51
111  41.59322059 -071.40914509 53 102
112  41.59314190 -071.40940477  41.59313688 -071.40957491
111  41.59314190 -071.40940477
112  41.59314190 -071.40940477  41.59314000 -071.40946923 53 102
112  41.59317364 -071.40957160  41.59319261 -071.40961723
111  41.59317364 -071.40957160
112  41.59317364 -071.40957160  41.59320474 -071.40964640 53 102
111  41.59324738 -071.40969132 53 102
111  41.59462194 -071.41097185 53 102
112  41.59481615 -071.41103453  41.59493502 -071.41101662 53 102
