A
1000 Generated by WorldEditor

1    808 1 0 KOSH Wittman Rgnl
111  43.99367938 -088.56052407 1
115  43.99368540 -088.56079116
120 Linear Feature 25
111  43.99399747 -088.56106628 1
112  43.99372903 -088.56095256  43.99368035 -088.56087577 1
115  43.99368538 -088.56079121
120 Linear Feature 24
111  43.99395178 -088.55989340 1
112  43.99372615 -088.55986521  43.99369140 -088.55983865 1
115  43.99367847 -088.55980276
120 Linear Feature 23
111  43.99400722 -088.55989121 1
112  43.99375649 -088.55991649  43.99370394 -088.55993658 1
115  43.99367766 -088.56002424
120 Linear Feature 22
111  43.99367938 -088.56052407 1
112  43.99376762 -088.56047890  43.99382625 -088.56045880 1
115  43.99400559 -088.56045811
120 Linear Feature 21
111  43.99368307 -088.56068777 1
112  43.99365710 -088.56059737  43.99364236 -088.56057952 1
115  43.99360346 -088.56057731
120 Linear Feature 19
111  43.99380800 -088.56130838 1
115  43.99380657 -088.55963390
120 Linear Feature 16
111  43.99520339 -088.55938894 1
111  43.99401083 -088.55940336 1
112  43.99380657 -088.55963390  43.99380066 -088.55988660 1
115  43.99400724 -088.55989127
120 Linear Feature 15
111  43.99486189 -088.55989558 1
111  43.99400724 -088.55989127 1
112  43.99380678 -088.56015450  43.99380771 -088.56036731 1
115  43.99400564 -088.56045808
120 Linear Feature 14
111  43.99486080 -088.56043316 1
111  43.99400564 -088.56045808 1
112  43.99380743 -088.56074337  43.99379719 -088.56098893 1
115  43.99399748 -088.56106628
120 Linear Feature 12
111  43.99361330 -088.56162735 5
115  43.99393657 -088.56162937
120 Linear Feature 11
111  43.99432128 -088.57094712 1
115  43.99428537 -088.57094729
120 Linear Feature 10
111  43.99432171 -088.57099162 1
115  43.99432097 -088.57089884
120 Linear Feature 9
111  43.99432181 -088.57124697 1
115  43.99428658 -088.57124663
120 Linear Feature 8
111  43.99432175 -088.57121153 1
115  43.99432175 -088.57129242
120 Linear Feature 7
111  43.99432269 -088.57110067 1
115  43.99428633 -088.57110015
120 Linear Feature 6
111  43.99432305 -088.57114992 1
115  43.99432230 -088.57105302
120 Linear Feature 5
111  43.99427980 -088.57074687 1
112  43.99442206 -088.57075162  43.99443473 -088.57075467 1
115  43.99442428 -088.57125938
120 Linear Feature 115
111  43.97860516 -088.55652169 1 101
115  43.97822555 -088.55652659
120 Linear Feature 114
111  43.97930131 -088.55651244 1 101
115  43.97963708 -088.55650792
120 Linear Feature 113
111  43.97396525 -088.55658213 1 101
115  43.97359304 -088.55658683
120 Linear Feature 112
111  43.97451976 -088.55657483 1 101
115  43.97484755 -088.55657055
120 Linear Feature 111
111  43.97110154 -088.55661962 1 101
115  43.97076297 -088.55662380
120 Linear Feature 110
111  43.97202113 -088.55660652 1 101
115  43.97174625 -088.55661083
120 Linear Feature 109
111  43.96781256 -088.55666226 1 101
115  43.96809244 -088.55665885
120 Linear Feature 108
111  43.96709385 -088.55667175 1 101
115  43.96685869 -088.55667438
120 Linear Feature 107
111  43.96384133 -088.55572007 4 103
115  43.96399189 -088.55571915
120 Linear Feature 106
111  43.96392522 -088.55633882 1 101
112  43.96393064 -088.55639034  43.96393651 -088.55640907 1 101
115  43.96395090 -088.55642726
120 Linear Feature 105
111  43.96390945 -088.55501359 1 101
115  43.96392529 -088.55633885
120 Linear Feature 104
111  43.96417795 -088.55462171 1 101
112  43.96397721 -088.55473171  43.96391692 -088.55484085 1 101
115  43.96390961 -088.55501345
120 Linear Feature 103
111  43.96745438 -088.55479701 1 101
112  43.96740697 -088.55465168  43.96738310 -088.55460582 1 101
115  43.96730978 -088.55457861
120 Linear Feature 102
111  43.96745451 -088.55479695 1 101
112  43.96751533 -088.55465065  43.96754937 -088.55461194 1 101
115  43.96763539 -088.55457419
120 Linear Feature 101
111  43.96738741 -088.55570095 4 103
115  43.96753764 -088.55570095
120 Linear Feature 100
111  43.96709391 -088.55667166 1 101
112  43.96735186 -088.55656190  43.96746373 -088.55645446 1 101
115  43.96746117 -088.55629872
120 Linear Feature 99
111  43.96781258 -088.55666220 1 101
112  43.96759047 -088.55655769  43.96749285 -088.55648229 1 101
115  43.96746110 -088.55629866
120 Linear Feature 98
111  43.96746120 -088.55629874 1 101
115  43.96745473 -088.55479683
120 Linear Feature 97
111  43.96746684 -088.55704454 1 101
112  43.96735909 -088.55679503  43.96728993 -088.55667282 1 101
115  43.96709396 -088.55667167
120 Linear Feature 96
111  43.96746687 -088.55704452 1 101
112  43.96758223 -088.55678199  43.96765803 -088.55670805 1 101
115  43.96781268 -088.55666227
120 Linear Feature 95
111  43.96772721 -088.55805019 1 101
112  43.96752886 -088.55799308  43.96747123 -088.55792378 1 101
115  43.96746671 -088.55784802
120 Linear Feature 94
111  43.96746686 -088.55784799 1 101
115  43.96746686 -088.55704453
120 Linear Feature 93
111  43.96754103 -088.55738181 4 103
115  43.96739018 -088.55738193
120 Linear Feature 85
111  43.97123441 -088.54669700 5
115  43.97138489 -088.54669659
120 Linear Feature 84
111  43.97119958 -088.55452486 1 101
112  43.97130937 -088.55444778  43.97134302 -088.55440600 1 101
115  43.97137328 -088.55432677
120 Linear Feature 83
111  43.97154411 -088.55452019 1 101
112  43.97143487 -088.55444455  43.97140096 -088.55440453 1 101
115  43.97137320 -088.55432667
120 Linear Feature 82
111  43.97137655 -088.55475768 1 101
112  43.97130524 -088.55461388  43.97127885 -088.55457974 1 101
115  43.97119959 -088.55452484
120 Linear Feature 81
111  43.97137660 -088.55475770 1 101
112  43.97143634 -088.55460266  43.97147855 -088.55455643 1 101
115  43.97154414 -088.55452019
120 Linear Feature 80
111  43.97137656 -088.55475754 1 101
115  43.97131379 -088.54669123
120 Linear Feature 77
111  43.97130619 -088.55558600 4 103
115  43.97145638 -088.55558442
120 Linear Feature 76
111  43.97110170 -088.55661967 1 101
112  43.97131429 -088.55645121  43.97138037 -088.55633862 1 101
115  43.97138617 -088.55603462
120 Linear Feature 75
111  43.97174624 -088.55661072 1 101
112  43.97148961 -088.55644371  43.97141235 -088.55633821 1 101
115  43.97138620 -088.55603469
120 Linear Feature 74
111  43.97138632 -088.55603469 1 101
115  43.97137661 -088.55475752
120 Linear Feature 73
111  43.97139702 -088.55776832 1 101
115  43.97139032 -088.55718460
120 Linear Feature 72
111  43.97139017 -088.55718433 1 101
112  43.97132040 -088.55677316  43.97125636 -088.55666621 1 101
115  43.97110178 -088.55661989
120 Linear Feature 71
111  43.97139019 -088.55718456 1 101
112  43.97148755 -088.55681207  43.97158124 -088.55666123 1 101
115  43.97174646 -088.55661086
120 Linear Feature 70
111  43.97123227 -088.55804952 1 101
112  43.97135032 -088.55797951  43.97139250 -088.55792155 1 101
115  43.97139686 -088.55776845
120 Linear Feature 69
111  43.97158049 -088.55804943 1 101
112  43.97145053 -088.55797586  43.97140933 -088.55790644 1 101
115  43.97139682 -088.55776861
120 Linear Feature 64
111  43.97147091 -088.55734199 4 103
115  43.97132034 -088.55734199
120 Linear Feature 59
111  43.97416165 -088.55568983 4 103
115  43.97431308 -088.55568784
120 Linear Feature 58
111  43.97430983 -088.55738771 4 103
115  43.97415913 -088.55738424
120 Linear Feature 57
111  43.97423839 -088.55594794 1 101
115  43.97424236 -088.55481197
120 Linear Feature 56
111  43.97424230 -088.55481196 1 101
112  43.97420128 -088.55458364  43.97416190 -088.55452632 1 101
115  43.97405503 -088.55448564
120 Linear Feature 55
111  43.97443495 -088.55448008 1 101
112  43.97428503 -088.55458169  43.97424242 -088.55464683 1 101
115  43.97424254 -088.55481209
120 Linear Feature 54
111  43.97396525 -088.55658226 1 101
112  43.97416343 -088.55641285  43.97422505 -088.55630936 1 101
115  43.97423849 -088.55594797
120 Linear Feature 53
111  43.97451971 -088.55657464 1 101
112  43.97429414 -088.55640564  43.97422603 -088.55629133 1 101
115  43.97423871 -088.55594781
120 Linear Feature 52
111  43.97423347 -088.55776253 1 101
115  43.97423584 -088.55715176
120 Linear Feature 51
111  43.97423598 -088.55715166 1 101
112  43.97415673 -088.55674629  43.97407066 -088.55662669 1 101
115  43.97396533 -088.55658224
120 Linear Feature 50
111  43.97451989 -088.55657480 1 101
112  43.97429488 -088.55674594  43.97422186 -088.55688117 1 101
115  43.97423600 -088.55715163
120 Linear Feature 49
111  43.97408607 -088.55804896 1 101
112  43.97419717 -088.55795842  43.97423163 -088.55790907 1 101
115  43.97423373 -088.55776262
120 Linear Feature 48
111  43.97438072 -088.55804906 1 101
112  43.97426457 -088.55795973  43.97423594 -088.55791160 1 101
115  43.97423369 -088.55776247
120 Linear Feature 115
111  43.99117411 -088.55425320 1 101
112  43.99144582 -088.55410571  43.99152317 -088.55399114 1 101
115  43.99150974 -088.55368163
120 Linear Feature 126
111  43.99034389 -088.55323197 1 101
115  43.99000208 -088.55370431
120 Linear Feature 38
111  43.97884939 -088.55563603 4 103
115  43.97900015 -088.55563747
120 Linear Feature 37
111  43.97900005 -088.55741806 4 103
115  43.97885058 -088.55741806
120 Linear Feature 36
111  43.97892538 -088.55463180 1 101
112  43.97886761 -088.55449128  43.97883009 -088.55444632 1 101
115  43.97872354 -088.55442104
120 Linear Feature 35
111  43.97892537 -088.55463176 1 101
112  43.97898587 -088.55449118  43.97902429 -088.55444668 1 101
115  43.97912034 -088.55441546
120 Linear Feature 34
111  43.97892373 -088.55597854 1 101
115  43.97892538 -088.55463176
120 Linear Feature 33
111  43.97892384 -088.55597835 1 101
112  43.97882718 -088.55634855  43.97874373 -088.55647102 1 101
115  43.97860517 -088.55652167
120 Linear Feature 32
111  43.97892602 -088.55707311 1 101
112  43.97882526 -088.55667720  43.97873904 -088.55654320 1 101
115  43.97860513 -088.55652171
120 Linear Feature 31
111  43.97930143 -088.55651232 1 101
112  43.97901049 -088.55636319  43.97892189 -088.55624354 1 101
115  43.97892383 -088.55597859
120 Linear Feature 30
111  43.97892384 -088.55768504 1 101
115  43.97892604 -088.55707330
120 Linear Feature 29
111  43.97930150 -088.55651244 1 101
112  43.97901909 -088.55664467  43.97892147 -088.55673955 1 101
115  43.97892615 -088.55707356
120 Linear Feature 27
111  43.97876345 -088.55804819 1 101
112  43.97888384 -088.55793686  43.97891705 -088.55784900 1 101
115  43.97892389 -088.55768492
120 Linear Feature 26
111  43.97910485 -088.55804802 1 101
112  43.97896611 -088.55793499  43.97892754 -088.55786720 1 101
115  43.97892394 -088.55768482
120 Linear Feature 21
111  43.98527460 -088.55804685 1 101
115  43.96772735 -088.55805026
120 Linear Feature 15
111  43.98569849 -088.55777392 1 101
112  43.98563624 -088.55795580  43.98559255 -088.55801502 1 101
115  43.98551804 -088.55804707
120 Linear Feature 14
111  43.98569973 -088.55836487 1 101
112  43.98564332 -088.55812916  43.98559681 -088.55807713 1 101
115  43.98551740 -088.55804717
120 Linear Feature 13
111  43.98595858 -088.55804376 1 101
112  43.98577907 -088.55794816  43.98571803 -088.55788295 1 101
115  43.98569855 -088.55777382
120 Linear Feature 12
111  43.98569977 -088.55836490 1 101
112  43.98578328 -088.55813281  43.98583478 -088.55806897 1 101
115  43.98595856 -088.55804362
120 Linear Feature 11
111  43.98706738 -088.55775997 1 101
112  43.98681865 -088.55799391  43.98669824 -088.55805402 1 101
115  43.98527464 -088.55804712
120 Linear Feature 10
111  43.98571315 -088.56478718 1 101
115  43.98569631 -088.55671382
120 Linear Feature 9
111  43.98563813 -088.55853853 5
115  43.98577508 -088.55853615
120 Linear Feature 8
111  43.98577369 -088.55742606 4 103
115  43.98560835 -088.55742512
120 Linear Feature 7
111  43.98577596 -088.56139679 5
115  43.98563821 -088.56139843
120 Linear Feature 6
111  43.98758027 -088.55429871 1 101
115  43.98527880 -088.55614854
120 Linear Feature 162
111  43.98811145 -088.55390360 1 101
112  43.98796093 -088.55398625  43.98788092 -088.55398965 1 101
115  43.98778403 -088.55386397
120 Linear Feature 161
111  43.98774631 -088.55429638 1 101
112  43.98783337 -088.55412268  43.98784737 -088.55403755 1 101
115  43.98778404 -088.55386397
120 Linear Feature 160
111  43.98824923 -088.55428941 1 101
112  43.98811448 -088.55418737  43.98805906 -088.55411638 1 101
115  43.98811145 -088.55390359
120 Linear Feature 159
111  43.98801416 -088.55413058 1 101
112  43.98794151 -088.55422400  43.98789403 -088.55425762 1 101
115  43.98774629 -088.55429643
120 Linear Feature 158
111  43.98825992 -088.55467020 1 101
111  43.98809149 -088.55438475 1 101
112  43.98804150 -088.55433491  43.98801651 -088.55432132 1 101
115  43.98789381 -088.55429443
120 Linear Feature 157
111  43.98851626 -088.55509656 1 101
111  43.98826074 -088.55467089 1 101
112  43.98822869 -088.55441715  43.98827214 -088.55431190 1 101
115  43.98839231 -088.55428744
120 Linear Feature 156
111  43.98840729 -088.55428724 1 101
115  43.96417816 -088.55462192
120 Linear Feature 155
111  43.97441717 -088.55733798 1
115  43.97433320 -088.55723365
120 Linear Feature 154
111  43.97441717 -088.55723228 1
115  43.97433221 -088.55733660
120 Linear Feature 153
111  43.97883286 -088.55723366 1
115  43.97875765 -088.55733616
120 Linear Feature 152
111  43.97883142 -088.55733817 1
115  43.97875621 -088.55723969
120 Linear Feature 151
111  43.97910904 -088.55733620 1
115  43.97901460 -088.55722490
120 Linear Feature 150
111  43.97910904 -088.55721992 1
115  43.97901699 -088.55733786
120 Linear Feature 149
111  43.98160957 -088.55722151 1
115  43.98152031 -088.55733582
120 Linear Feature 148
111  43.98161132 -088.55734312 1
115  43.98151856 -088.55722151
120 Linear Feature 147
111  43.98471539 -088.55722721 20
115  43.98464248 -088.55732689
120 Linear Feature 146
111  43.98471778 -088.55732523 20
115  43.98463889 -088.55723220
120 Linear Feature 143
111  43.98622860 -088.55813391 4 103
115  43.98622891 -088.55794053
120 Linear Feature 142
111  43.98600185 -088.55538729 4 103
115  43.98611133 -088.55563981
120 Linear Feature 141
111  43.98744670 -088.55457454 4 103
115  43.98744534 -088.55419598
120 Linear Feature 135
111  43.99088301 -088.55930996 4
115  43.99103752 -088.55911937
120 Linear Feature 133
111  43.98855625 -088.55590427 4
115  43.98842184 -088.55568779
120 Linear Feature 132
111  43.98890623 -088.55501921 4
115  43.98903555 -088.55524014
120 Linear Feature 134
111  43.98844625 -088.55520508 4
115  43.98859532 -088.55500708
120 Linear Feature 131
111  43.98903860 -088.55575352 4
115  43.98888864 -088.55595591
120 Linear Feature 125
111  43.98944735 -088.55446988 1 101
115  43.98933830 -088.55462171
120 Linear Feature 124
111  43.98856141 -088.55418393 4 103
115  43.98856141 -088.55439535
120 Linear Feature 123
111  43.98896635 -088.55438820 4 103
115  43.98896568 -088.55418015
120 Linear Feature 122
111  43.99029915 -088.55415999 4 103
115  43.99030063 -088.55437147
120 Linear Feature 121
111  43.98930452 -088.55427610 1 101
112  43.98940828 -088.55438674  43.98942143 -088.55447812 1 101
115  43.98933895 -088.55462100
120 Linear Feature 120
111  43.98970703 -088.55427060 1 101
112  43.98955301 -088.55434790  43.98949938 -088.55439843 1 101
115  43.98944737 -088.55446979
120 Linear Feature 119
111  43.98976220 -088.55403589 1 101
115  43.99000215 -088.55370468
120 Linear Feature 114
111  43.99117450 -088.55425286 1 101
112  43.99142862 -088.55437595  43.99151240 -088.55449358 1 101
115  43.99151900 -088.55490924
120 Linear Feature 118
111  43.98937869 -088.55427524 1 101
112  43.98960585 -088.55420694  43.98965729 -088.55417532 1 101
115  43.98976223 -088.55403569
120 Linear Feature 117
111  43.99010550 -088.55426672 1 101
112  43.98990364 -088.55407807  43.98985783 -088.55395945 1 101
115  43.99000173 -088.55370498
120 Linear Feature 116
111  43.99117403 -088.55425269 1 101
115  43.98840763 -088.55428728
120 Linear Feature 113
111  43.99181744 -088.55423928 1 101
112  43.99161105 -088.55409944  43.99152828 -088.55397903 1 101
115  43.99150988 -088.55368202
120 Linear Feature 112
111  43.99181739 -088.55423932 1 101
112  43.99163227 -088.55439867  43.99154179 -088.55453246 1 101
115  43.99151832 -088.55490975
120 Linear Feature 111
111  43.99083708 -088.55274899 4
115  43.99069902 -088.55253517
120 Linear Feature 109
111  43.99428330 -088.57069043 5
115  43.99428215 -088.57080498
120 Linear Feature 108
111  43.99447022 -088.56732326 5
115  43.99447022 -088.56748739
120 Linear Feature 107
111  43.99444686 -088.56612789 5
115  43.99444623 -088.56627884
120 Linear Feature 104
111  43.99379552 -088.55411308 5
115  43.99379478 -088.55432354
120 Linear Feature 103
111  43.99311976 -088.55197941 5
115  43.99323830 -088.55222383
120 Linear Feature 102
111  43.99325972 -088.55032788 5
115  43.99316101 -088.55046200
120 Linear Feature 101
111  43.98781625 -088.55076061 5
115  43.98742284 -088.55152249
120 Linear Feature 100
111  43.98667859 -088.54982487 5
115  43.98669707 -088.54995929
120 Linear Feature 99
111  43.98922786 -088.55099479 5
115  43.98930610 -088.55083167
120 Linear Feature 97
111  43.98597482 -088.55010610 4 103
115  43.98600362 -088.55024449
120 Linear Feature 96
111  43.98635647 -088.55012411 1 101
112  43.98631412 -088.55008218  43.98629109 -088.55006785 1 101
115  43.98624436 -088.55007677
120 Linear Feature 95
111  43.98636892 -088.55002651 1 101
111  43.98591113 -088.55021076 1 101
112  43.98581486 -088.55040009  43.98580062 -088.55052765 1 101
115  43.98591591 -088.55071713
120 Linear Feature 93
111  43.98702547 -088.55196383 4 103
115  43.98709547 -088.55208102
120 Linear Feature 92
111  43.98813341 -088.55367189 4 103
115  43.98823860 -088.55379434
120 Linear Feature 91
111  43.98970511 -088.55342466 4 103
115  43.98970562 -088.55323585
120 Linear Feature 83
111  43.98696245 -088.55220967 1 101
112  43.98688963 -088.55226091  43.98684723 -088.55226411 1 101
115  43.98681087 -088.55222496
120 Linear Feature 82
111  43.98737190 -088.55145747 1 101
115  43.98776392 -088.55068511
120 Linear Feature 81
111  43.98717507 -088.55184206 1 101
115  43.98737221 -088.55145627
120 Linear Feature 80
111  43.98717533 -088.55184098 1 101
112  43.98719611 -088.55167159  43.98718956 -088.55159307 1 101
115  43.98713407 -088.55145015
120 Linear Feature 79
111  43.98737708 -088.55186414 1 101
112  43.98722550 -088.55179617  43.98716116 -088.55180723 1 101
111  43.98696207 -088.55221023 1 101
112  43.98692295 -088.55233106  43.98691581 -088.55239470 1 101
115  43.98695691 -088.55247088
120 Linear Feature 78
111  43.98713408 -088.55145037 1 101
112  43.98725981 -088.55152867  43.98731533 -088.55152867 1 101
115  43.98737149 -088.55145664
120 Linear Feature 77
111  43.98737704 -088.55186428 1 101
112  43.98731217 -088.55165807  43.98731914 -088.55158416 1 101
115  43.98737214 -088.55145663
120 Linear Feature 76
111  43.98811183 -088.55311703 1 101
111  43.98635516 -088.55012218 1 101
112  43.98635003 -088.55004028  43.98637342 -088.55000897 1 101
115  43.98668788 -088.54989242
120 Linear Feature 75
111  43.98822803 -088.55325769 1 101
112  43.98835550 -088.55322966  43.98838783 -088.55320969 1 101
115  43.98842318 -088.55317728
120 Linear Feature 74
111  43.98818273 -088.55322933 1 101
112  43.98826740 -088.55339069  43.98828580 -088.55346257 1 101
115  43.98824389 -088.55359492
120 Linear Feature 73
111  43.98852462 -088.55332958 1 101
112  43.98832688 -088.55328035  43.98829945 -088.55327012 1 101
112  43.98816619 -088.55320830  43.98812676 -088.55314245 1 101
115  43.98811210 -088.55311764
120 Linear Feature 72
111  43.98852468 -088.55332961 1 101
112  43.98841242 -088.55333575  43.98835314 -088.55336570 1 101
115  43.98830610 -088.55344993
120 Linear Feature 71
111  43.98995423 -088.55333393 1 101
112  43.99006618 -088.55348920  43.99007972 -088.55357642 1 101
115  43.99000158 -088.55370500
120 Linear Feature 70
111  43.98846912 -088.55307020 1 101
112  43.98846966 -088.55329256  43.98851725 -088.55335459 1 101
111  43.98864827 -088.55334457 1 101
111  43.99008239 -088.55333283 1 101
112  43.99023234 -088.55332497  43.99027881 -088.55331371 1 101
115  43.99034397 -088.55323165
120 Linear Feature 65
111  43.98962576 -088.55019705 1 101
112  43.98966744 -088.55020508  43.98969401 -088.55020070 1 101
115  43.98971901 -088.55016780
120 Linear Feature 64
111  43.98963548 -088.55036111 1 101
112  43.98964541 -088.55023159  43.98963327 -088.55019596 1 101
115  43.98958873 -088.55015751
120 Linear Feature 63
111  43.98926580 -088.55090001 1 101
112  43.98930561 -088.55101630  43.98931506 -088.55108101 1 101
115  43.98929212 -088.55115697
120 Linear Feature 62
111  43.98941116 -088.55088022 1 101
112  43.98931849 -088.55093219  43.98925611 -088.55091044 1 101
111  43.98919971 -088.55082465 1 101
115  43.98759949 -088.54831041
120 Linear Feature 61
111  43.99040890 -088.54881058 1 101
112  43.99029784 -088.54885100  43.99025665 -088.54889849 1 101
115  43.98801423 -088.55413035
120 Linear Feature 60
111  43.99040949 -088.54881134 1 101
112  43.99116798 -088.54883675  43.99123613 -088.54890267 1 101
115  43.99127114 -088.54897056
120 Linear Feature 59
111  43.99077629 -088.54894186 4 103
115  43.99077454 -088.54866942
120 Linear Feature 46
111  43.99252729 -088.54953211 1 101
111  43.99202336 -088.54890461 1 101
112  43.99184516 -088.54881837  43.99173538 -088.54884048 1 101
115  43.99167970 -088.54896059
120 Linear Feature 44
111  43.99210293 -088.54886654 4 103
115  43.99202608 -088.54903579
120 Linear Feature 43
111  43.99230104 -088.54936316 4 103
115  43.99239276 -088.54922053
120 Linear Feature 40
111  43.99308006 -088.55009813 4 103
115  43.99298581 -088.55023717
120 Linear Feature 37
111  43.99264674 -088.54968160 1 101
112  43.99279395 -088.54974299  43.99286327 -088.54974299 1 101
115  43.99295159 -088.54962703
120 Linear Feature 36
111  43.99264776 -088.54968259 1 101
112  43.99270433 -088.54985485  43.99270313 -088.54992962 1 101
115  43.99265173 -088.55004130
120 Linear Feature 35
111  43.99289787 -088.54999665 1 101
112  43.99287695 -088.54983440  43.99288167 -088.54977156 1 101
115  43.99295252 -088.54962619
120 Linear Feature 34
111  43.99289881 -088.54999712 1 101
115  43.99252716 -088.54953190
120 Linear Feature 33
111  43.99321925 -088.55043717 1 101
112  43.99321152 -088.55040424  43.99320630 -088.55039368 1 101
111  43.99289706 -088.54999392 1 101
112  43.99279491 -088.54993804  43.99274653 -088.54993944 1 101
115  43.99265173 -088.55004111
120 Linear Feature 28
111  43.99367938 -088.56052407 1 101
112  43.99365461 -088.56056841  43.99364400 -088.56057862 1 101
115  43.99360468 -088.56057685
120 Linear Feature 27
111  43.99367217 -088.55761877 1 101
115  43.99367938 -088.56052407
120 Linear Feature 24
111  43.99399620 -088.55427412 1 101
112  43.99394611 -088.55423338  43.99392459 -088.55421893 1 101
115  43.99388750 -088.55421560
120 Linear Feature 26
111  43.99320663 -088.55208425 1 101
112  43.99323221 -088.55200270  43.99324202 -088.55195581 1 101
115  43.99322489 -088.55187041
120 Linear Feature 25
111  43.99320647 -088.55208391 1 101
112  43.99328011 -088.55206145  43.99331783 -088.55205645 1 101
115  43.99337853 -088.55206301
120 Linear Feature 23
111  43.99388750 -088.55421559 1 101
112  43.99393606 -088.55417107  43.99394794 -088.55415353 1 101
115  43.99395689 -088.55408504
120 Linear Feature 30
111  43.99374173 -088.55761827 8
112  43.99375663 -088.55670160  43.99380181 -088.55660844 8
111  43.99395999 -088.55640047 8
112  43.99425201 -088.55595226  43.99426314 -088.55589486 8
111  43.99426647 -088.55515962 8
112  43.99425654 -088.55446243  43.99424353 -088.55442846 8
111  43.99411398 -088.55430464 8
112  43.99401503 -088.55416224  43.99400978 -088.55411673 8
111  43.99400980 -088.55362035 8
112  43.99400648 -088.55305581  43.99398519 -088.55301446 8
111  43.99373049 -088.55253124 8
112  43.99348042 -088.55208192  43.99344442 -088.55206743 8
111  43.99324827 -088.55181619 8
112  43.99318409 -088.55173170  43.99315717 -088.55167754 8
111  43.99318105 -088.55068685 8
112  43.99326707 -088.55053788  43.99328132 -088.55049118 8
115  43.99328487 -088.55036262
120 Linear Feature 22
111  43.99367217 -088.55761877 1 101
112  43.99368092 -088.55667721  43.99371687 -088.55661813 1 101
111  43.99394323 -088.55629681 1 101
112  43.99418719 -088.55592165  43.99420793 -088.55587025 1 101
111  43.99420201 -088.55456368 1 101
112  43.99419567 -088.55449787  43.99418288 -088.55448127 1 101
111  43.99399616 -088.55427407 1 101
112  43.99395546 -088.55417377  43.99395546 -088.55413898 1 101
112  43.99396115 -088.55307900  43.99394399 -088.55302695 1 101
111  43.99392730 -088.55300092 1 101
111  43.99345974 -088.55214975 1 101
112  43.99337852 -088.55206304  43.99334232 -088.55202785 1 101
111  43.99322489 -088.55187038 1 101
112  43.99313799 -088.55174871  43.99313858 -088.55171393 1 101
115  43.99313514 -088.55068106
120 Linear Feature 20
111  43.99250378 -088.55391551 1 101
112  43.99244205 -088.55413254  43.99239233 -088.55419768 1 101
115  43.99228769 -088.55423413
120 Linear Feature 19
111  43.99250717 -088.55452979 1 101
112  43.99243825 -088.55431398  43.99238758 -088.55425402 1 101
115  43.99231648 -088.55423392
120 Linear Feature 18
111  43.99275938 -088.55422850 1 101
112  43.99259642 -088.55413741  43.99254100 -088.55407397 1 101
115  43.99250401 -088.55391538
120 Linear Feature 17
111  43.99250728 -088.55452973 1 101
112  43.99259727 -088.55432138  43.99264986 -088.55427021 1 101
115  43.99275909 -088.55422850
120 Linear Feature 3
111  43.99084100 -088.55436194 4 103
115  43.99083875 -088.55415565
120 Linear Feature 16
111  43.99388750 -088.55421559 1 101
115  43.99181736 -088.55423930
120 Linear Feature 15
111  43.99253856 -088.56022649 1 101
112  43.99247324 -088.56046480  43.99241832 -088.56053598 1 101
115  43.99233742 -088.56058035
120 Linear Feature 14
111  43.99254311 -088.56093624 1 101
112  43.99246803 -088.56069817  43.99242928 -088.56064211 1 101
115  43.99233882 -088.56058072
120 Linear Feature 13
111  43.99285244 -088.56057870 1 101
112  43.99262501 -088.56045634  43.99255703 -088.56037995 1 101
115  43.99253894 -088.56022691
120 Linear Feature 12
111  43.99254340 -088.56093677 1 101
112  43.99263653 -088.56068466  43.99268947 -088.56062579 1 101
115  43.99285279 -088.56057872
120 Linear Feature 11
111  43.99254098 -088.56057450 1 101
111  43.99249887 -088.55302848 1 101
112  43.99253765 -088.55281249  43.99257617 -088.55273158 1 101
111  43.99263548 -088.55265818 1 101
115  43.99320717 -088.55208390
120 Linear Feature 10
111  43.99185541 -088.56058152 1 101
112  43.99164274 -088.56036071  43.99155562 -088.56018976 1 101
115  43.99155306 -088.55985498
120 Linear Feature 9
111  43.99185602 -088.56058095 1 101
112  43.99165062 -088.56078922  43.99155745 -088.56096729 1 101
115  43.99156346 -088.56131696
120 Linear Feature 8
111  43.99360468 -088.56057685 1 101
115  43.99185607 -088.56058110
120 Linear Feature 7
111  43.99208644 -088.55413763 4 103
115  43.99208644 -088.55434671
120 Linear Feature 15
111  43.99186529 -088.56622054 1 101
112  43.99168501 -088.56605753  43.99159572 -088.56594233 1 101
115  43.99159364 -088.56565055
120 Linear Feature 14
111  43.99186537 -088.56622070 1 101
112  43.99168280 -088.56640477  43.99159317 -088.56657286 1 101
115  43.99160127 -088.56682299
120 Linear Feature 13
111  43.99294881 -088.56621327 1 101
112  43.99305480 -088.56610733  43.99308603 -088.56603894 1 101
115  43.99305907 -088.56590989
120 Linear Feature 12
111  43.99338756 -088.56620984 1 101
112  43.99318899 -088.56613186  43.99313817 -088.56609273 1 101
115  43.99308577 -088.56600252
120 Linear Feature 11
111  43.99318949 -088.56636313 1 101
112  43.99312091 -088.56625782  43.99309260 -088.56623035 1 101
115  43.99303011 -088.56621254
120 Linear Feature 10
111  43.99338742 -088.56621035 1 101
112  43.99326148 -088.56630663  43.99321614 -088.56638540 1 101
115  43.99323154 -088.56650891
120 Linear Feature 9
111  43.99444690 -088.56620277 1 101
115  43.99186552 -088.56622073
120 Linear Feature 8
111  43.99329516 -088.56672994 1 101
111  43.99257148 -088.56421634 1 101
111  43.99256315 -088.56417728 1 101
115  43.99254119 -088.56057450
120 Linear Feature 7
