I
1050 Generated by WorldEditor 2.2.0r2

1     20 1 0 KNTU Oceana Naval Air Station
115  36.80711753 -076.04316479
120 Linear Feature 40
111  36.80728036 -076.04308280 20
111  36.80723992 -076.04302721 20
111  36.80719864 -076.04297047 20
111  36.80707561 -076.04310816 20
111  36.80711753 -076.04316479 20
113  36.80715943 -076.04322140 20
120 Linear Feature 39
111  36.80699467 -076.04269474 20
115  36.80687395 -076.04282722
120 Linear Feature 37
111  36.80739309 -076.04223886 20
115  36.80727392 -076.04237691
120 Linear Feature 36
111  36.80743517 -076.04229506 20
111  36.80739352 -076.04223890 20
111  36.80735311 -076.04218441 20
111  36.80723343 -076.04232051 20
111  36.80727424 -076.04237649 20
111  36.80731350 -076.04243036 20
115  36.80743517 -076.04229506
120 Linear Feature 32
112  36.80841943 -076.04374559  36.80860340 -076.04409455 51
115  36.80844713 -076.04432494
120 Linear Feature 16
111  36.81935622 -076.03562331 54
115  36.81891856 -076.03611505
120 Linear Feature 15
111  36.81963018 -076.03613198 54
115  36.82006920 -076.03563919
120 Linear Feature 14
111  36.81759634 -076.03452960 51
116  36.81759425 -076.03403893  36.81771185 -076.03376664
120 Linear Feature 13
111  36.81759634 -076.03452960 51
116  36.81718933 -076.03449453  36.81698411 -076.03464000
120 Linear Feature 6
111  36.81255193 -076.03914860 54
115  36.81261405 -076.03907699
120 Linear Feature 9
111  36.81625130 -076.02334382 51
111  36.81635792 -076.02322316 51
111  36.81647544 -076.02309018 51
111  36.81655228 -076.02300322 51
111  36.81665891 -076.02288256 51
111  36.81679076 -076.02273336 51
111  36.81687849 -076.02263407 51
111  36.81690904 -076.02259951 51
111  36.81696191 -076.02253967 51
111  36.81701035 -076.02248486 51
111  36.81713578 -076.02234291 51
111  36.81716245 -076.02231273 51
115  36.81735582 -076.02209391
120 Linear Feature 8
111  36.81658006 -076.02378809 51
111  36.81668807 -076.02366368 51
111  36.81678168 -076.02355585 51
111  36.81688521 -076.02343661 51
111  36.81698339 -076.02332352 51
111  36.81708547 -076.02320595 51
111  36.81718586 -076.02309058 51
111  36.81727917 -076.02298314 51
111  36.81738146 -076.02286537 51
111  36.81748592 -076.02274509 51
115  36.81768056 -076.02252528
120 Linear Feature 7
111  36.81678737 -076.02430773 51
111  36.81689915 -076.02419033 51
111  36.81699075 -076.02408629 51
111  36.81709002 -076.02397353 51
111  36.81719022 -076.02385971 51
111  36.81729659 -076.02373891 51
111  36.81749559 -076.02351286 51
111  36.81759296 -076.02340227 51
111  36.81769746 -076.02328357 51
111  36.81779712 -076.02317038 51
115  36.81801012 -076.02292844
120 Linear Feature 57
111  36.80514848 -076.04942086 54
115  36.80555178 -076.04896777
120 Linear Feature 6
111  36.81833605 -076.02335931 51
111  36.81820074 -076.02351151 51
111  36.81810292 -076.02362154 51
111  36.81800768 -076.02372866 51
111  36.81790991 -076.02383863 51
111  36.81780758 -076.02395374 51
111  36.81771239 -076.02406081 51
111  36.81760118 -076.02418589 51
111  36.81749911 -076.02430070 51
111  36.81739540 -076.02441736 51
111  36.81729352 -076.02453195 51
111  36.81719167 -076.02464651 51
115  36.81710626 -076.02474233
120 Linear Feature 5
111  36.81740613 -076.02516958 51
111  36.81749986 -076.02506548 51
111  36.81760667 -076.02494685 51
111  36.81770659 -076.02483587 51
111  36.81781006 -076.02472096 51
111  36.81790276 -076.02461800 51
111  36.81801234 -076.02449629 51
111  36.81811148 -076.02438618 51
111  36.81821993 -076.02426573 51
111  36.81832395 -076.02415021 51
111  36.81842845 -076.02403414 51
111  36.81852609 -076.02392570 51
115  36.81865761 -076.02377963
120 Linear Feature 4
111  36.81770933 -076.02562735 51
111  36.81782398 -076.02549849 51
111  36.81791291 -076.02539853 51
111  36.81801970 -076.02527849 51
111  36.81812074 -076.02516492 51
111  36.81822525 -076.02504745 51
111  36.81833194 -076.02492753 51
111  36.81843080 -076.02481641 51
111  36.81852678 -076.02470853 51
111  36.81863116 -076.02459120 51
111  36.81874025 -076.02446859 51
111  36.81884138 -076.02435492 51
115  36.81897757 -076.02420184
120 Linear Feature 3
111  36.81923387 -076.02471537 51
111  36.81916789 -076.02479055 51
111  36.81896329 -076.02502368 51
111  36.81885349 -076.02514879 51
111  36.81875957 -076.02525580 51
111  36.81865230 -076.02537803 51
111  36.81855002 -076.02549457 51
111  36.81844945 -076.02560916 51
111  36.81834817 -076.02572456 51
111  36.81824407 -076.02584318 51
111  36.81814313 -076.02595819 51
115  36.81804745 -076.02606672
120 Linear Feature 2
111  36.81920338 -076.02553067 51
111  36.81916656 -076.02557247 51
111  36.81907059 -076.02568145 51
111  36.81897028 -076.02579535 51
111  36.81876080 -076.02603321 51
111  36.81866095 -076.02614660 51
111  36.81855927 -076.02626205 51
111  36.81845817 -076.02637686 51
115  36.81836560 -076.02648244
120 Linear Feature 9
111  36.80478460 -076.04738926 53
115  36.80467714 -076.04724019
120 Linear Feature 1
111  36.81830475 -076.02173080 51
116  36.81818770 -076.02174061  36.81814090 -076.02178885
120 Linear Feature 5
111  36.82372512 -076.02876181 51
111  36.82329317 -076.02820330 51
111  36.82282230 -076.02759283 51
111  36.82182431 -076.02629896 51
111  36.82140176 -076.02575114 51
111  36.82000601 -076.02394159 51
111  36.81938094 -076.02312778 51
111  36.81929265 -076.02301419 51
111  36.81919405 -076.02288890 51
111  36.81916538 -076.02284900 51
111  36.81906487 -076.02271679 51
111  36.81880972 -076.02238799 51
111  36.81869540 -076.02223753 51
111  36.81858020 -076.02208951 51
111  36.81830475 -076.02173080 51
111  36.81820467 -076.02160115 51
111  36.81817814 -076.02156828 51
111  36.81808091 -076.02144197 51
111  36.81781285 -076.02109821 51
111  36.81770806 -076.02096236 51
111  36.81768221 -076.02092884 51
111  36.81757370 -076.02078815 51
111  36.81750259 -076.02069596 51
116  36.81691533 -076.02069525  36.81658822 -076.02096784
120 Linear Feature 60
111  36.81793116 -076.03225183 51
112  36.81791848 -076.03249467  36.81797717 -076.03263209
111  36.81791848 -076.03249467 51
111  36.81831484 -076.03303746 51
112  36.81847168 -076.03305290  36.81856015 -076.03299082
111  36.81847168 -076.03305290 51
111  36.81913728 -076.03230017 51
115  36.81936809 -076.03203908
120 Linear Feature 2
111  36.81530557 -076.03661404 51
111  36.81513490 -076.03681036 51
111  36.81361770 -076.03851017 51
111  36.81319518 -076.03898563 51
111  36.81317519 -076.03900719 51
111  36.81266367 -076.03958190 51
111  36.80893525 -076.04377510 51
111  36.80844713 -076.04432494 51
111  36.80839838 -076.04438069 51
111  36.80507750 -076.04811712
112  36.80507750 -076.04811712  36.80495841 -076.04826135 51
112  36.80502773 -076.04874848  36.80515815 -076.04896422
111  36.80502773 -076.04874848 51
115  36.80553588 -076.04944964
120 Linear Feature 17
111  36.81292852 -076.03833354 51
111  36.80491614 -076.04734625 51
112  36.80480458 -076.04732743  36.80474335 -076.04725467
111  36.80480458 -076.04732743
112  36.80480458 -076.04732743  36.80475038 -076.04725314 51
115  36.80471102 -076.04720008
120 Linear Feature 30
111  36.81471853 -076.03631997 51
115  36.81307610 -076.03817141
120 Linear Feature 24
111  36.80771669 -076.04425828 53
111  36.80766113 -076.04418407 53
111  36.80661998 -076.04275868 53
111  36.80780960 -076.04142652 53
111  36.80885481 -076.04285472 53
115  36.80890357 -076.04292133
120 Linear Feature 4
111  36.80532888 -076.04966969 53
111  36.80514848 -076.04942086
112  36.80514848 -076.04942086  36.80505810 -076.04929589 53
112  36.80482979 -076.04897848  36.80471426 -076.04881852
111  36.80482979 -076.04897848
112  36.80482979 -076.04897848  36.80457164 -076.04856300 53
111  36.80485028 -076.04820653 53
111  36.80507528 -076.04795000 53
112  36.80829428 -076.04433195  36.80829480 -076.04433129
111  36.80829428 -076.04433195
112  36.80829428 -076.04433195  36.80833136 -076.04427286 53
112  36.80829963 -076.04395220  36.80819220 -076.04377984
111  36.80829963 -076.04395220
112  36.80829963 -076.04395220  36.80825120 -076.04389466 53
112  36.80802576 -076.04391129  36.80791000 -076.04400558
111  36.80802576 -076.04391129 53
111  36.80771669 -076.04425828 53
115  36.80768878 -076.04429009
120 Linear Feature 5
112  36.80478460 -076.04738926  36.80487116 -076.04745479 53
111  36.80492481 -076.04739711 53
115  36.80768878 -076.04429009
120 Linear Feature 8
111  36.80481135 -076.04790494 55
111  36.80493471 -076.04786835 55
115  36.80514164 -076.04763675
120 Linear Feature 2
111  36.81313848 -076.02011172 53
111  36.81423945 -076.01888480 53
115  36.81599209 -076.02129150
120 Linear Feature 69
111  36.81780195 -076.03380524 51
116  36.81780323 -076.03359691  36.81774831 -076.03349173
120 Linear Feature 68
111  36.81796391 -076.03362725 51
112  36.81780323 -076.03359691  36.81773565 -076.03350722
111  36.81780323 -076.03359691 51
111  36.81741525 -076.03306241
112  36.81741525 -076.03306241  36.81735227 -076.03293891 51
115  36.81742398 -076.03282239
120 Linear Feature 67
112  36.81782408 -076.03261633  36.81775023 -076.03246458 51
115  36.81783496 -076.03236004
120 Linear Feature 66
111  36.81821244 -076.03334412 51
116  36.81821291 -076.03315477  36.81816363 -076.03304705
120 Linear Feature 80
112  36.81577094 -076.03609347  36.81583523 -076.03598273 51
115  36.81577822 -076.03588564
120 Linear Feature 65
111  36.81847168 -076.03305290 51
111  36.81836486 -076.03317290 51
111  36.81829496 -076.03325135 51
111  36.81821244 -076.03334412 51
111  36.81796391 -076.03362725 51
111  36.81784371 -076.03375833 51
111  36.81780195 -076.03380524 51
111  36.81766968 -076.03395406 51
111  36.81759425 -076.03403893 51
111  36.81718933 -076.03449453 51
111  36.81711844 -076.03457429 51
111  36.81696634 -076.03474542 51
111  36.81682204 -076.03490779 51
111  36.81656872 -076.03519280 51
111  36.81646526 -076.03530921 51
111  36.81641402 -076.03536687 51
111  36.81631864 -076.03547418 51
111  36.81607986 -076.03574284 51
111  36.81592796 -076.03591375 51
111  36.81591886 -076.03592400 51
111  36.81577094 -076.03609347 51
111  36.81544767 -076.03645923 51
115  36.81530557 -076.03661404
120 Linear Feature 64
111  36.81836486 -076.03317290 51
112  36.81821291 -076.03315477  36.81814430 -076.03307851
111  36.81821291 -076.03315477 51
111  36.81782408 -076.03261633
112  36.81782408 -076.03261633  36.81772656 -076.03252183 51
115  36.81762818 -076.03259266
120 Linear Feature 63
111  36.81829503 -076.03325135 51
116  36.81831484 -076.03303746  36.81825618 -076.03290922
120 Linear Feature 62
111  36.81791848 -076.03249467 51
116  36.81771961 -076.03248980  36.81760675 -076.03258039
120 Linear Feature 5
111  36.81901551 -076.03103061 51
111  36.81912565 -076.03090537
112  36.81912565 -076.03090537  36.81921466 -076.03078612 51
115  36.81923131 -076.03061182
120 Linear Feature 1
111  36.81923131 -076.03061182 51
111  36.81921305 -076.03123728 51
111  36.81921325 -076.03128369 51
111  36.81918056 -076.03216865 51
116  36.81913728 -076.03230017  36.81909119 -076.03235260
120 Linear Feature 61
111  36.82376447 -076.02709465 51
111  36.82331017 -076.02760558 51
111  36.82279447 -076.02818557 51
111  36.81968068 -076.03168753 51
115  36.81936809 -076.03203908
120 Linear Feature 43
111  36.81520851 -076.03532344 51
112  36.81521940 -076.03505533  36.81514523 -076.03489828
111  36.81521940 -076.03505533
112  36.81521940 -076.03505533  36.81514985 -076.03495547 51
111  36.81508095 -076.03486460 51
111  36.81497297 -076.03471585 51
111  36.81486921 -076.03457292 51
111  36.81476341 -076.03442718 51
111  36.81467776 -076.03430919 51
111  36.81457492 -076.03416751 51
111  36.81446540 -076.03401664 51
111  36.81437429 -076.03389114 51
111  36.81426116 -076.03373528 51
115  36.81416560 -076.03360365
120 Linear Feature 59
111  36.81783496 -076.03236004 51
116  36.81762640 -076.03234301  36.81750008 -076.03222941
120 Linear Feature 58
111  36.81762818 -076.03259266 51
112  36.81762640 -076.03234301  36.81754458 -076.03221276
111  36.81762640 -076.03234301
112  36.81762640 -076.03234301  36.81754547 -076.03223094 51
111  36.81748341 -076.03214566 51
111  36.81738900 -076.03201536 51
111  36.81729634 -076.03188748 51
111  36.81718563 -076.03173469 51
111  36.81699398 -076.03147019 51
111  36.81688226 -076.03131600 51
111  36.81678112 -076.03117642 51
111  36.81668330 -076.03104141 51
115  36.81658195 -076.03090154
120 Linear Feature 57
112  36.81728565 -076.03273262  36.81735924 -076.03281949 51
115  36.81747810 -076.03276151
120 Linear Feature 56
111  36.81728532 -076.03297842 51
112  36.81728565 -076.03273262  36.81721567 -076.03260320
111  36.81728565 -076.03273262
112  36.81728565 -076.03273262  36.81727165 -076.03271331 51
112  36.81714277 -076.03253571  36.81706716 -076.03243150
111  36.81714277 -076.03253571
112  36.81714277 -076.03253571  36.81711326 -076.03249503 51
112  36.81704501 -076.03240098  36.81700968 -076.03235231
111  36.81704501 -076.03240098
112  36.81704501 -076.03240098  36.81701336 -076.03235738 51
112  36.81694502 -076.03226320  36.81691024 -076.03221528
111  36.81694502 -076.03226320
112  36.81694502 -076.03226320  36.81691048 -076.03221560 51
112  36.81683853 -076.03211646  36.81680232 -076.03206656
111  36.81683853 -076.03211646
112  36.81683853 -076.03211646  36.81680535 -076.03207074 51
112  36.81673834 -076.03197840  36.81670490 -076.03193232
111  36.81673834 -076.03197840
112  36.81673834 -076.03197840  36.81670551 -076.03193316 51
112  36.81664078 -076.03184396  36.81660874 -076.03179981
111  36.81664078 -076.03184396
112  36.81664078 -076.03184396  36.81660412 -076.03179345 51
112  36.81653415 -076.03169703  36.81649997 -076.03164994
111  36.81653415 -076.03169703
112  36.81653415 -076.03169703  36.81649581 -076.03164420 51
112  36.81642636 -076.03154851  36.81639320 -076.03150282
111  36.81642636 -076.03154851
112  36.81642636 -076.03154851  36.81639174 -076.03150080 51
112  36.81633399 -076.03142123  36.81630745 -076.03138466
111  36.81633399 -076.03142123
112  36.81633399 -076.03142123  36.81627555 -076.03134070 51
115  36.81623970 -076.03129131
120 Linear Feature 55
112  36.81694821 -076.03313053  36.81706740 -076.03322232 51
115  36.81714596 -076.03313522
120 Linear Feature 54
111  36.81694155 -076.03336524 51
112  36.81694821 -076.03313053  36.81688251 -076.03299264
111  36.81694821 -076.03313053
112  36.81694821 -076.03313053  36.81693430 -076.03311018 51
112  36.81680013 -076.03292398  36.81672139 -076.03281497
111  36.81680013 -076.03292398
112  36.81680013 -076.03292398  36.81677082 -076.03288339 51
112  36.81670344 -076.03279027  36.81666860 -076.03274214
111  36.81670344 -076.03279027
112  36.81670344 -076.03279027  36.81666904 -076.03274274 51
112  36.81659444 -076.03263980  36.81655648 -076.03258742
111  36.81659444 -076.03263980
112  36.81659444 -076.03263980  36.81656230 -076.03259546 51
112  36.81649571 -076.03250364  36.81646221 -076.03245746
111  36.81649571 -076.03250364
112  36.81649571 -076.03250364  36.81646263 -076.03245804 51
112  36.81639581 -076.03236597  36.81636247 -076.03232003
111  36.81639581 -076.03236597
112  36.81639581 -076.03236597  36.81636316 -076.03232099 51
112  36.81629875 -076.03223227  36.81626686 -076.03218835
111  36.81629875 -076.03223227
112  36.81629875 -076.03223227  36.81626249 -076.03218233 51
112  36.81619312 -076.03208684  36.81615921 -076.03204015
111  36.81619312 -076.03208684
112  36.81619312 -076.03208684  36.81615765 -076.03203801 51
112  36.81609260 -076.03194849  36.81606133 -076.03190546
111  36.81609260 -076.03194849
112  36.81609260 -076.03194849  36.81605324 -076.03189432 51
112  36.81598816 -076.03180479  36.81595845 -076.03176392
111  36.81598816 -076.03180479
112  36.81598816 -076.03180479  36.81592804 -076.03172208 51
115  36.81589197 -076.03167423
120 Linear Feature 52
112  36.81659821 -076.03351167  36.81669424 -076.03360426 51
115  36.81679178 -076.03353379
120 Linear Feature 51
112  36.81625227 -076.03389494  36.81636431 -076.03400221 51
115  36.81645894 -076.03390868
120 Linear Feature 50
111  36.81660228 -076.03374707 51
112  36.81659821 -076.03351167  36.81653126 -076.03339820
111  36.81659821 -076.03351167
112  36.81659821 -076.03351167  36.81658647 -076.03349534 51
112  36.81646199 -076.03332333  36.81638841 -076.03322168
111  36.81646199 -076.03332333
112  36.81646199 -076.03332333  36.81642896 -076.03327769 51
112  36.81635056 -076.03316955  36.81630987 -076.03311335
111  36.81635056 -076.03316955
112  36.81635056 -076.03316955  36.81632020 -076.03312762 51
112  36.81625498 -076.03303753  36.81622182 -076.03299173
111  36.81625498 -076.03303753
112  36.81625498 -076.03303753  36.81621885 -076.03298764 51
112  36.81614351 -076.03288358  36.81610559 -076.03283121
111  36.81614351 -076.03288358
112  36.81614351 -076.03288358  36.81611173 -076.03283969 51
112  36.81604759 -076.03275111  36.81601559 -076.03270691
111  36.81604759 -076.03275111
112  36.81604759 -076.03275111  36.81601389 -076.03270458 51
112  36.81594745 -076.03261281  36.81591457 -076.03256741
111  36.81594745 -076.03261281
112  36.81594745 -076.03261281  36.81590981 -076.03256083 51
112  36.81583803 -076.03246171  36.81580301 -076.03241334
111  36.81583803 -076.03246171
112  36.81583803 -076.03246171  36.81580480 -076.03241582 51
112  36.81574369 -076.03233143  36.81571427 -076.03229079
111  36.81574369 -076.03233143
112  36.81574369 -076.03233143  36.81570365 -076.03227613 51
112  36.81563785 -076.03218527  36.81560793 -076.03214394
111  36.81563785 -076.03218527
112  36.81563785 -076.03218527  36.81557954 -076.03210475 51
115  36.81554382 -076.03205542
120 Linear Feature 49
111  36.81625521 -076.03413799 51
112  36.81625227 -076.03389494  36.81618421 -076.03378046
111  36.81625227 -076.03389494
112  36.81625227 -076.03389494  36.81624207 -076.03387976 51
112  36.81611669 -076.03370596  36.81604228 -076.03360307
111  36.81611669 -076.03370596
112  36.81611669 -076.03370596  36.81608457 -076.03366154 51
112  36.81600863 -076.03355675  36.81596917 -076.03350234
111  36.81600863 -076.03355675
112  36.81600863 -076.03355675  36.81597657 -076.03351254 51
112  36.81590731 -076.03341712  36.81587208 -076.03336859
111  36.81590731 -076.03341712
112  36.81590731 -076.03341712  36.81587457 -076.03337202 51
112  36.81580653 -076.03327836  36.81577229 -076.03323124
111  36.81580653 -076.03327836
112  36.81580653 -076.03327836  36.81577478 -076.03323466 51
112  36.81571060 -076.03314637  36.81567856 -076.03310230
111  36.81571060 -076.03314637
112  36.81571060 -076.03314637  36.81567572 -076.03309840 51
112  36.81560692 -076.03300379  36.81557288 -076.03295699
111  36.81560692 -076.03300379
112  36.81560692 -076.03300379  36.81557052 -076.03295374 51
112  36.81550098 -076.03285816  36.81546700 -076.03281146
111  36.81550098 -076.03285816
112  36.81550098 -076.03285816  36.81546456 -076.03280811 51
112  36.81539813 -076.03271683  36.81536629 -076.03267309
111  36.81539813 -076.03271683
112  36.81539813 -076.03271683  36.81536049 -076.03266512 51
112  36.81529830 -076.03257971  36.81526991 -076.03254071
111  36.81529830 -076.03257971
112  36.81529830 -076.03257971  36.81524037 -076.03250015 51
115  36.81520488 -076.03245142
120 Linear Feature 48
111  36.81609958 -076.03431317 51
116  36.81590614 -076.03427795  36.81583672 -076.03418783
120 Linear Feature 47
111  36.81590856 -076.03452820 51
112  36.81590614 -076.03427795  36.81583409 -076.03413868
111  36.81590614 -076.03427795
112  36.81590614 -076.03427795  36.81589526 -076.03426317 51
112  36.81576399 -076.03408265  36.81568631 -076.03397579
111  36.81576399 -076.03408265
112  36.81576399 -076.03408265  36.81573327 -076.03404039 51
112  36.81566169 -076.03394189  36.81562459 -076.03389083
111  36.81566169 -076.03394189
112  36.81566169 -076.03394189  36.81563026 -076.03389863 51
112  36.81556247 -076.03380532  36.81552799 -076.03375786
111  36.81556247 -076.03380532
112  36.81556247 -076.03380532  36.81552947 -076.03375990 51
112  36.81546084 -076.03366543  36.81542630 -076.03361787
111  36.81546084 -076.03366543
112  36.81546084 -076.03366543  36.81542877 -076.03362127 51
112  36.81536392 -076.03353199  36.81533154 -076.03348741
111  36.81536392 -076.03353199
112  36.81536392 -076.03353199  36.81533042 -076.03348586 51
112  36.81526426 -076.03339476  36.81523149 -076.03334965
111  36.81526426 -076.03339476
112  36.81526426 -076.03339476  36.81522977 -076.03334729 51
112  36.81516358 -076.03325614  36.81513116 -076.03321150
111  36.81516358 -076.03325614
112  36.81516358 -076.03325614  36.81512395 -076.03320157 51
112  36.81505188 -076.03310232  36.81501743 -076.03305488
111  36.81505188 -076.03310232
112  36.81505188 -076.03310232  36.81501657 -076.03305369 51
112  36.81495718 -076.03297192  36.81492978 -076.03293418
111  36.81495718 -076.03297192
112  36.81495718 -076.03297192  36.81489465 -076.03288581 51
115  36.81485598 -076.03283253
120 Linear Feature 46
112  36.81555722 -076.03465893  36.81564239 -076.03476239 51
115  36.81576025 -076.03469516
120 Linear Feature 45
111  36.81555838 -076.03492889 51
112  36.81555691 -076.03465956  36.81547501 -076.03451580
111  36.81555691 -076.03465956
112  36.81555691 -076.03465956  36.81549607 -076.03457773 51
111  36.81541079 -076.03445974 51
111  36.81531835 -076.03433239 51
111  36.81521379 -076.03418836 51
111  36.81511343 -076.03405010 51
111  36.81502064 -076.03392229 51
111  36.81491338 -076.03377452 51
111  36.81481876 -076.03364418 51
111  36.81470551 -076.03348817 51
111  36.81461401 -076.03336213 51
115  36.81451187 -076.03322141
120 Linear Feature 44
111  36.81541984 -076.03508338 51
116  36.81521940 -076.03505533  36.81512487 -076.03495595
120 Linear Feature 42
111  36.81419764 -076.03559158 51
112  36.81422011 -076.03541814  36.81427942 -076.03535218
111  36.81422011 -076.03541814 51
111  36.81435670 -076.03526657 51
111  36.81451246 -076.03509297
112  36.81451246 -076.03509297  36.81457096 -076.03505322 51
111  36.81462339 -076.03509356 51
112  36.81465324 -076.03493296  36.81470714 -076.03486873
111  36.81465324 -076.03493296 51
111  36.81478553 -076.03478667 51
111  36.81485164 -076.03471605
112  36.81485164 -076.03471605  36.81490195 -076.03466344 51
111  36.81497297 -076.03471585 51
112  36.81499493 -076.03455101  36.81504442 -076.03449040
111  36.81499493 -076.03455101 51
111  36.81504671 -076.03448806 51
111  36.81518653 -076.03433536
112  36.81518653 -076.03433536  36.81525675 -076.03427911 51
111  36.81531835 -076.03433239 51
112  36.81534173 -076.03416080  36.81539620 -076.03409837
111  36.81534173 -076.03416080 51
111  36.81547805 -076.03400737 51
111  36.81553327 -076.03394859
112  36.81553327 -076.03394859  36.81558053 -076.03390066 51
111  36.81566169 -076.03394189 51
112  36.81568673 -076.03377757  36.81574064 -076.03371163
111  36.81568673 -076.03377757 51
111  36.81573632 -076.03371814 51
111  36.81586763 -076.03357238
112  36.81586763 -076.03357238  36.81592798 -076.03351116 51
111  36.81600863 -076.03355675 51
112  36.81602729 -076.03339642  36.81607759 -076.03333206
111  36.81602729 -076.03339642 51
111  36.81616762 -076.03323678 51
111  36.81622371 -076.03317514
112  36.81622371 -076.03317514  36.81629944 -076.03311621 51
111  36.81635056 -076.03316955 51
112  36.81637517 -076.03300484  36.81642840 -076.03294339
111  36.81637517 -076.03300484 51
111  36.81642447 -076.03294929 51
111  36.81655870 -076.03279912
112  36.81655870 -076.03279912  36.81662492 -076.03271970 51
111  36.81670344 -076.03279027 51
112  36.81672288 -076.03261847  36.81678487 -076.03254130
111  36.81672288 -076.03261847 51
111  36.81685939 -076.03246358 51
111  36.81691733 -076.03240213
112  36.81691733 -076.03240213  36.81698424 -076.03234872 51
111  36.81704501 -076.03240098 51
112  36.81707399 -076.03222236  36.81713985 -076.03213910
111  36.81707399 -076.03222236 51
111  36.81711333 -076.03217513 51
111  36.81726280 -076.03201552
112  36.81726280 -076.03201552  36.81732728 -076.03196839 51
111  36.81738900 -076.03201536 51
112  36.81740865 -076.03185138  36.81745417 -076.03179201
111  36.81740865 -076.03185138 51
111  36.81754044 -076.03169676 51
111  36.81767871 -076.03154351
112  36.81767871 -076.03154351  36.81775229 -076.03146584 51
115  36.81782484 -076.03153895
120 Linear Feature 41
111  36.81430611 -076.03573998 51
112  36.81431904 -076.03555558  36.81438218 -076.03546736
111  36.81431904 -076.03555558 51
111  36.81445340 -076.03540765 51
111  36.81460443 -076.03524253
112  36.81460443 -076.03524253  36.81464985 -076.03520268 51
111  36.81472870 -076.03523843 51
112  36.81474548 -076.03508336  36.81479138 -076.03501805
111  36.81474548 -076.03508336 51
111  36.81488705 -076.03492721 51
111  36.81495255 -076.03485464
112  36.81495255 -076.03485464  36.81501613 -076.03481335 51
111  36.81508095 -076.03486460 51
112  36.81509476 -076.03469038  36.81515765 -076.03461393
111  36.81509476 -076.03469038 51
111  36.81514578 -076.03463051 51
111  36.81529641 -076.03446624
112  36.81529641 -076.03446624  36.81535700 -076.03441983 51
111  36.81541079 -076.03445974 51
112  36.81543734 -076.03430595  36.81548395 -076.03425334
111  36.81543734 -076.03430595 51
111  36.81558648 -076.03414190 51
111  36.81563435 -076.03408915
112  36.81563435 -076.03408915  36.81569500 -076.03402181 51
111  36.81576399 -076.03408265 51
112  36.81577918 -076.03392457  36.81582353 -076.03385983
111  36.81577918 -076.03392457 51
111  36.81583365 -076.03385717 51
111  36.81598223 -076.03369787
112  36.81598223 -076.03369787  36.81606414 -076.03363610 51
111  36.81611669 -076.03370596 51
112  36.81613379 -076.03353009  36.81619869 -076.03344971
111  36.81613379 -076.03353009 51
111  36.81626041 -076.03338187 51
111  36.81632900 -076.03331183
112  36.81632900 -076.03331183  36.81641554 -076.03325411 51
111  36.81646199 -076.03332333 51
112  36.81647612 -076.03314668  36.81653830 -076.03306488
111  36.81647612 -076.03314668 51
111  36.81652961 -076.03308333 51
111  36.81668279 -076.03291992
112  36.81668279 -076.03291992  36.81673734 -076.03287866 51
111  36.81680013 -076.03292398 51
112  36.81682377 -076.03275904  36.81688592 -076.03267615
111  36.81682377 -076.03275904 51
111  36.81696261 -076.03260098 51
111  36.81700863 -076.03255080
112  36.81700863 -076.03255080  36.81707525 -076.03248492 51
111  36.81714277 -076.03253571 51
112  36.81716608 -076.03237521  36.81721245 -076.03231248
111  36.81716608 -076.03237521 51
111  36.81721789 -076.03231710 51
111  36.81736226 -076.03215566
112  36.81736226 -076.03215566  36.81741275 -076.03210847 51
111  36.81748341 -076.03214566 51
112  36.81749684 -076.03200800  36.81752676 -076.03196092
111  36.81749684 -076.03200800 51
111  36.81764341 -076.03183507 51
111  36.81779098 -076.03167351
112  36.81779098 -076.03167351  36.81784573 -076.03161447 51
115  36.81792144 -076.03167272
120 Linear Feature 40
112  36.81487975 -076.03544654  36.81497881 -076.03554082 51
115  36.81507639 -076.03546948
120 Linear Feature 39
111  36.81485347 -076.03571691 51
112  36.81487975 -076.03544654  36.81480799 -076.03527643
111  36.81487975 -076.03544654
112  36.81487975 -076.03544654  36.81486181 -076.03542166 51
112  36.81472870 -076.03523843  36.81465144 -076.03513212
111  36.81472870 -076.03523843
112  36.81472870 -076.03523843  36.81469685 -076.03519460 51
112  36.81462339 -076.03509356  36.81458542 -076.03504134
111  36.81462339 -076.03509356
112  36.81462339 -076.03509356  36.81459098 -076.03504898 51
112  36.81452144 -076.03495337  36.81448613 -076.03490481
111  36.81452144 -076.03495337
112  36.81452144 -076.03495337  36.81449026 -076.03491049 51
112  36.81442584 -076.03482192  36.81439345 -076.03477740
111  36.81442584 -076.03482192
112  36.81442584 -076.03482192  36.81439583 -076.03478067 51
112  36.81433530 -076.03469746  36.81430508 -076.03465591
111  36.81433530 -076.03469746
112  36.81433530 -076.03469746  36.81429554 -076.03464280 51
112  36.81421739 -076.03453538  36.81417884 -076.03448239
111  36.81421739 -076.03453538
112  36.81421739 -076.03453538  36.81418438 -076.03449000 51
112  36.81412122 -076.03440320  36.81409031 -076.03436072
111  36.81412122 -076.03440320
112  36.81412122 -076.03440320  36.81408425 -076.03435238 51
112  36.81401699 -076.03425995  36.81398480 -076.03421570
111  36.81401699 -076.03425995
112  36.81401699 -076.03425995  36.81398165 -076.03421138 51
112  36.81392264 -076.03413029  36.81389550 -076.03409299
111  36.81392264 -076.03413029
