I
1050 Generated by WorldEditor 2.2.0r2

1    839 0 0 KPRB Paso Robles Muni
111  35.66454870 -120.61927600
112  35.66454870 -120.61927600  35.66453419 -120.61941591
111  35.66443182 -120.61940140
111  35.66441449 -120.61939594
111  35.66437250 -120.61957869
111  35.66429658 -120.61969535
111  35.66428611 -120.61968861
111  35.66419935 -120.61968395
111  35.66410598 -120.61964557
113  35.66410898 -120.61928572
110 2 0.00 0.0000 New Taxiway 2
111  35.66446394 -120.61888855
111  35.66446752 -120.61880639
111  35.66451890 -120.61880913
111  35.66452164 -120.61872233
111  35.66458765 -120.61872579
111  35.66458453 -120.61881262
111  35.66463448 -120.61881528
111  35.66463089 -120.61889744
111  35.66457843 -120.61889465
111  35.66457748 -120.61893788
111  35.66451594 -120.61895279
113  35.66451698 -120.61889137
110 1 0.00 0.0000 New Taxiway 1
111  35.66645411 -120.61915352 102
111  35.66615428 -120.63466558 102
111  35.66614309 -120.63513006
112  35.66614309 -120.63513006  35.66617091 -120.63522432 102
111  35.66630149 -120.63520445
111  35.66601551 -120.63537334 102
111  35.66600195 -120.63533136 102
111  35.66600242 -120.63520913 102
111  35.66601207 -120.63466125 102
111  35.66604455 -120.63298380
112  35.66604455 -120.63298380  35.66604132 -120.63294501
111  35.66601044 -120.63292341
111  35.66592367 -120.63292342
111  35.66589881 -120.63294259
111  35.66565040 -120.63293673
112  35.66565040 -120.63293673  35.66563428 -120.63294624
111  35.66562327 -120.63298116
111  35.66562057 -120.63302293
111  35.66559397 -120.63303988
112  35.66559397 -120.63303988  35.66557382 -120.63301466
111  35.66555008 -120.63299955
111  35.66552290 -120.63307901
111  35.66549365 -120.63304547
111  35.66546081 -120.63303994
111  35.66509295 -120.63303007
111  35.66508258 -120.63303049
111  35.66458107 -120.63301511
111  35.66457602 -120.63289207
111  35.66458451 -120.63280025
111  35.66520865 -120.63281920
111  35.66523804 -120.63281830
111  35.66528790 -120.63277917
111  35.66543864 -120.63278342
111  35.66544081 -120.63270398
111  35.66549359 -120.63270532
111  35.66549832 -120.63249892
111  35.66544942 -120.63249768
111  35.66544981 -120.63246106
112  35.66544246 -120.63244449  35.66543663 -120.63243871
111  35.66544246 -120.63244449
111  35.66530360 -120.63244152
111  35.66529023 -120.63247126
111  35.66528889 -120.63249350
111  35.66528533 -120.63249505
111  35.66516897 -120.63249091
111  35.66516119 -120.63249047
111  35.66504483 -120.63248634
111  35.66503168 -120.63248546
111  35.66492452 -120.63248156
111  35.66491103 -120.63243089
111  35.66454530 -120.63241652
111  35.66454390 -120.63246875
111  35.66445160 -120.63246886
111  35.66440156 -120.63254915
111  35.66439838 -120.63262251
111  35.66428323 -120.63261694
111  35.66426637 -120.63259416
111  35.66395094 -120.63298613
112  35.66395094 -120.63298613  35.66394821 -120.63296132
112  35.66392478 -120.63291737  35.66391003 -120.63289748
111  35.66392478 -120.63291737
112  35.66392478 -120.63291737  35.66391068 -120.63289835
112  35.66387412 -120.63287985  35.66385526 -120.63287390
111  35.66387412 -120.63287985
111  35.66391684 -120.63282187
111  35.66418652 -120.63249800
111  35.66428894 -120.63238821
111  35.66438566 -120.63229960
111  35.66436849 -120.63227130
111  35.66436320 -120.63227721
111  35.66433012 -120.63223104
111  35.66433033 -120.63222249
111  35.66435456 -120.63222341
111  35.66435653 -120.63207824
111  35.66436496 -120.63207850
111  35.66436529 -120.63198008
111  35.66437501 -120.63196012
111  35.66443792 -120.63200983
111  35.66444772 -120.63205815
111  35.66447878 -120.63208052
112  35.66447878 -120.63208052  35.66449921 -120.63207088
111  35.66452533 -120.63209575
111  35.66453140 -120.63211274
111  35.66452909 -120.63223509
111  35.66464680 -120.63223923
111  35.66465486 -120.63223906
111  35.66465464 -120.63225096
111  35.66477235 -120.63225385
111  35.66477255 -120.63224333
111  35.66477919 -120.63224358
111  35.66489690 -120.63224647
111  35.66490487 -120.63224809
111  35.66502258 -120.63225098
111  35.66503017 -120.63225163
111  35.66514760 -120.63225487
111  35.66517465 -120.63225585
111  35.66517446 -120.63226639
111  35.66529188 -120.63226963
111  35.66529207 -120.63225956
111  35.66530361 -120.63225952
111  35.66542104 -120.63226276
111  35.66542733 -120.63226283
111  35.66554592 -120.63226607
111  35.66555160 -120.63226783
111  35.66567020 -120.63227107
111  35.66567963 -120.63227103
111  35.66579598 -120.63227427
111  35.66581096 -120.63227510
111  35.66581608 -120.63228366
111  35.66601541 -120.63229319
111  35.66606061 -120.63215388 102
111  35.66606325 -120.63201774
112  35.66606325 -120.63201774  35.66605479 -120.63197210
111  35.66602110 -120.63195544
111  35.66593705 -120.63195302
111  35.66593660 -120.63208721
111  35.66585897 -120.63208531
111  35.66586075 -120.63195263
111  35.66523465 -120.63193588
111  35.66522368 -120.63193551
111  35.66460262 -120.63191635
111  35.66460279 -120.63191018
112  35.66460279 -120.63191018  35.66459463 -120.63190850
111  35.66458463 -120.63191178
111  35.66457907 -120.63189372
112  35.66457907 -120.63189372  35.66460997 -120.63184204
111  35.66460663 -120.63175323
111  35.66464819 -120.63174164
111  35.66465630 -120.63169965
111  35.66468656 -120.63166275
111  35.66512790 -120.63167576
111  35.66518748 -120.63167752
111  35.66519188 -120.63167751
111  35.66586688 -120.63169621
111  35.66586765 -120.63165080
111  35.66589589 -120.63165125
111  35.66589562 -120.63169386
111  35.66602890 -120.63169832
112  35.66602890 -120.63169832  35.66605631 -120.63168690
111  35.66607026 -120.63165567 102
111  35.66608333 -120.63098077
111  35.66607661 -120.63094926
112  35.66607661 -120.63094926  35.66603832 -120.63092644
111  35.66599962 -120.63088161
111  35.66587893 -120.63087611
111  35.66587760 -120.63097230
111  35.66542960 -120.63096146
111  35.66543311 -120.63067315
111  35.66588406 -120.63068393
111  35.66600642 -120.63068238
112  35.66600642 -120.63068238  35.66607252 -120.63066749
111  35.66609145 -120.63058023 102
111  35.66610692 -120.62978511
112  35.66610692 -120.62978511  35.66610243 -120.62977525
111  35.66608403 -120.62976698
111  35.66593431 -120.62976402
112  35.66593431 -120.62976402  35.66590845 -120.62977352
111  35.66590206 -120.62980496
111  35.66590136 -120.62993235
111  35.66568214 -120.62992551
111  35.66568077 -120.62999338
111  35.66560550 -120.62999100
111  35.66560686 -120.62992373
111  35.66538723 -120.62991688
111  35.66538568 -120.62999360
111  35.66530599 -120.62999127
111  35.66531360 -120.62938140
111  35.66539801 -120.62938340
111  35.66539661 -120.62945377
111  35.66589483 -120.62946770
111  35.66589617 -120.62940029
111  35.66590845 -120.62940100
111  35.66590568 -120.62952394
112  35.66590568 -120.62952394  35.66592449 -120.62956115
111  35.66595620 -120.62956369
111  35.66611114 -120.62956797 102
111  35.66612121 -120.62905072
112  35.66612121 -120.62905072  35.66611304 -120.62902344
111  35.66609020 -120.62899622
111  35.66489645 -120.62892417
111  35.66490514 -120.62874196
112  35.66490514 -120.62874196  35.66490178 -120.62872336
111  35.66489091 -120.62871648
111  35.66482895 -120.62871555
111  35.66483438 -120.62849538
111  35.66469168 -120.62848925
111  35.66469509 -120.62835697
111  35.66483835 -120.62836310
111  35.66484311 -120.62813922
111  35.66486608 -120.62813963
111  35.66487493 -120.62808032
112  35.66487493 -120.62808032  35.66488450 -120.62804960
111  35.66490461 -120.62803822
111  35.66493526 -120.62803849
112  35.66493526 -120.62803849  35.66493973 -120.62804352
111  35.66494181 -120.62805574
111  35.66494260 -120.62810536
112  35.66494260 -120.62810536  35.66494960 -120.62813742
111  35.66496774 -120.62814374
111  35.66495239 -120.62871793
112  35.66495239 -120.62871793  35.66497319 -120.62885724
111  35.66501343 -120.62887181
111  35.66608414 -120.62893744
112  35.66608414 -120.62893744  35.66611325 -120.62892848
111  35.66612398 -120.62890807 102
111  35.66617576 -120.62624601
112  35.66617576 -120.62624601  35.66615061 -120.62613647
111  35.66605857 -120.62611857
111  35.66475037 -120.62606762
111  35.66462309 -120.62624161
111  35.66462664 -120.62603703
111  35.66462735 -120.62599581
111  35.66604652 -120.62603299
112  35.66604652 -120.62603299  35.66617228 -120.62600173
111  35.66618263 -120.62589310 102
111  35.66631154 -120.61926594
112  35.66629253 -120.61918536  35.66627993 -120.61916010
111  35.66629253 -120.61918536
112  35.66629253 -120.61918536  35.66628063 -120.61917474
111  35.66626013 -120.61916875
111  35.66576809 -120.61915454
111  35.66574296 -120.61911652
111  35.66491843 -120.61909533
111  35.66471636 -120.61910749
111  35.66465122 -120.61911141
111  35.66454870 -120.61927600
112  35.66454870 -120.61927600  35.66454629 -120.61913610
111  35.66443408 -120.61914728
111  35.66443689 -120.61911620
111  35.66441652 -120.61910762
111  35.66441660 -120.61898636
111  35.66451594 -120.61895279
111  35.66457748 -120.61893788
111  35.66464329 -120.61891708
111  35.66470277 -120.61890097
111  35.66475678 -120.61888635
111  35.66478808 -120.61887951
111  35.66485681 -120.61887842
111  35.66489846 -120.61887929
111  35.66636575 -120.61890980
112  35.66636575 -120.61890980  35.66637854 -120.61890482 102
111  35.66639434 -120.61888582 102
111  35.66676657 -120.61826196 102
111  35.66700407 -120.61786797
111  35.66721259 -120.61751989
111  35.66724642 -120.61749571
111  35.66734533 -120.61758549
112  35.66734533 -120.61758549  35.66734463 -120.61763573
111  35.66736998 -120.61767667
111  35.66757959 -120.61786487
111  35.66755632 -120.61790463
111  35.67758454 -120.62695115
111  35.67757015 -120.62697454
111  35.67802464 -120.62738709
111  35.67715683 -120.62793647
111  35.67724476 -120.62772950
111  35.67726111 -120.62762350
112  35.67726015 -120.62731918  35.67725115 -120.62724153
111  35.67726015 -120.62731918
112  35.67726015 -120.62731918  35.67724503 -120.62724144
112  35.67717100 -120.62713880  35.67711088 -120.62706313
111  35.67717100 -120.62713880
111  35.67699871 -120.62698635
111  35.67702285 -120.62694533
111  35.66735302 -120.61823009
111  35.66733134 -120.61826753
111  35.66718599 -120.61813739
111  35.66711680 -120.61809995
112  35.66711680 -120.61809995  35.66706222 -120.61809547
111  35.66700679 -120.61816186
111  35.66687914 -120.61836648 102
111  35.66649891 -120.61900086
114  35.66649891 -120.61900086  35.66646028 -120.61907976 102
130 Airport Boundary
111  35.66301842 -120.62199523
111  35.66420385 -120.61692751
111  35.66549201 -120.61694678
111  35.66601853 -120.61612445
111  35.67632960 -120.62528557
111  35.67769079 -120.62668018
111  35.68275932 -120.62332126
111  35.68346765 -120.62500394
111  35.68075570 -120.62677675
111  35.68076120 -120.62807966
111  35.67834359 -120.62960554
111  35.67831167 -120.63410652
111  35.67728857 -120.63406471
111  35.67728577 -120.64086823
113  35.66288842 -120.64093560
120 Linear Feature 112
111  35.67522305 -120.63778846 20
111  35.67522085 -120.63774901
112  35.67522085 -120.63774901  35.67521576 -120.63772415 20
115  35.67519676 -120.63772029
120 Linear Feature 111
111  35.67747673 -120.63146962 53
111  35.67778227 -120.63148132
112  35.67778227 -120.63148132  35.67805158 -120.63151275 53
111  35.67809178 -120.63180143 53
115  35.67810008 -120.63190557
120 Linear Feature 110
111  35.67799541 -120.63331770 53
111  35.67795551 -120.63337443
112  35.67795551 -120.63337443  35.67788304 -120.63347058 53
111  35.67781252 -120.63347318 53
111  35.67768480 -120.63347240 53
111  35.67731507 -120.63346215 53
115  35.67689078 -120.63345150
120 Linear Feature 109
112  35.67747040 -120.63277737  35.67732652 -120.63278111 51
116  35.67725586 -120.63300213  35.67723560 -120.63314870
120 Linear Feature 108
112  35.67798556 -120.63253939  35.67793668 -120.63278637 51
111  35.67775112 -120.63278441 51
111  35.67750599 -120.63277826 51
111  35.67747040 -120.63277737
112  35.67747040 -120.63277737  35.67732267 -120.63275342 51
116  35.67726510 -120.63252133  35.67726084 -120.63237165
120 Linear Feature 107
111  35.67749409 -120.63219059 51
111  35.67743272 -120.63219320
112  35.67743272 -120.63219320  35.67728602 -120.63221919 51
115  35.67726721 -120.63241115
120 Linear Feature 106
112  35.67727879 -120.63180842  35.67730377 -120.63162132 51
111  35.67743349 -120.63160166 51
115  35.67749351 -120.63159855
120 Linear Feature 105
112  35.67799637 -120.63195810  35.67797104 -120.63216952 51
111  35.67775838 -120.63219632 51
111  35.67751229 -120.63219099 51
111  35.67749409 -120.63219059
112  35.67749409 -120.63219059  35.67735163 -120.63217288 51
116  35.67727606 -120.63195069  35.67725731 -120.63179477
120 Linear Feature 104
112  35.67728683 -120.63138979  35.67730480 -120.63159508 51
111  35.67749351 -120.63159855 51
111  35.67780800 -120.63160742
112  35.67780800 -120.63160742  35.67798936 -120.63166105 51
111  35.67799604 -120.63187157 51
111  35.67799637 -120.63195810 51
111  35.67798584 -120.63253868 51
111  35.67797457 -120.63313263 51
111  35.67796337 -120.63320578
112  35.67796337 -120.63320578  35.67790385 -120.63337989 51
111  35.67778334 -120.63338381 51
111  35.67745331 -120.63337545 51
111  35.67730789 -120.63337176
112  35.67730789 -120.63337176  35.67726069 -120.63335805 51
111  35.67725133 -120.63329945 51
115  35.67725315 -120.63314318
120 Linear Feature 103
111  35.67743641 -120.62720082 53 102
111  35.67742537 -120.62766309
112  35.67742537 -120.62766309  35.67743588 -120.62771602 53 102
115  35.67747998 -120.62770176
120 Linear Feature 102
112  35.67720954 -120.62787434  35.67728271 -120.62780548 53 102
111  35.67728996 -120.62769956 53 102
111  35.67729891 -120.62726072
112  35.67729891 -120.62726072  35.67729334 -120.62715282 53 102
115  35.67723786 -120.62709563
120 Linear Feature 101
111  35.67740422 -120.62902863 54
115  35.67726317 -120.62902590
120 Linear Feature 100
112  35.67734689 -120.62834345  35.67736513 -120.62810696 51
111  35.67751647 -120.62797285 51
115  35.67795967 -120.62767966
120 Linear Feature 99
112  35.67734121 -120.62863411  35.67731670 -120.62841965 51
112  35.67695579 -120.62834834  35.67674402 -120.62843717
111  35.67695579 -120.62834834 51
115  35.67644647 -120.62868973
120 Linear Feature 98
112  35.67731840 -120.62974581  35.67733268 -120.62961935 51
115  35.67741321 -120.62955884
120 Linear Feature 98
112  35.67723515 -120.62967621  35.67731452 -120.62960864 51
115  35.67732314 -120.62949897
120 Linear Feature 97
112  35.67732875 -120.62920707  35.67734881 -120.62940734 51
116  35.67762160 -120.62941934  35.67773758 -120.62935512
120 Linear Feature 97
112  35.67702497 -120.62981678  35.67720407 -120.62974314 51
116  35.67731295 -120.63002943  35.67732461 -120.63015292
120 Linear Feature 96
112  35.67388137 -120.63304509  35.67391177 -120.63327334 51
115  35.67406939 -120.63327942
120 Linear Feature 95
112  35.67387229 -120.63349702  35.67390066 -120.63328935 51
111  35.67406939 -120.63327942 51
111  35.67706178 -120.63336310
112  35.67706178 -120.63336310  35.67723572 -120.63333764 51
111  35.67725315 -120.63314318 51
111  35.67725586 -120.63300213 51
111  35.67726510 -120.63252133 51
111  35.67726721 -120.63241115 51
111  35.67727606 -120.63195069 51
111  35.67727879 -120.63180842 51
111  35.67728683 -120.63138979 51
111  35.67731295 -120.63002943 51
111  35.67731840 -120.62974581 51
111  35.67732314 -120.62949897 51
111  35.67732875 -120.62920707 51
111  35.67734121 -120.62863411 51
111  35.67734689 -120.62834345 51
115  35.67736761 -120.62721518
120 Linear Feature 94
111  35.67419792 -120.63624612 1
115  35.67419910 -120.63618525
120 Linear Feature 94
111  35.67419079 -120.63657316 1
115  35.67419197 -120.63651230
120 Linear Feature 94
111  35.67456929 -120.63625700 1
115  35.67457047 -120.63619613
120 Linear Feature 94
111  35.67456216 -120.63658404 1
115  35.67456334 -120.63652317
120 Linear Feature 94
111  35.67449305 -120.63696980 1
115  35.67449423 -120.63690893
120 Linear Feature 94
111  35.67481642 -120.63626658 1
115  35.67481760 -120.63620571
120 Linear Feature 94
111  35.67480929 -120.63659362 1
115  35.67481046 -120.63653275
120 Linear Feature 94
111  35.67474018 -120.63697938 1
115  35.67474136 -120.63691851
120 Linear Feature 94
111  35.67506294 -120.63627262 1
115  35.67506412 -120.63621126
120 Linear Feature 94
111  35.67505580 -120.63659966 1
115  35.67505699 -120.63653831
120 Linear Feature 94
111  35.67498670 -120.63698542 1
115  35.67498788 -120.63692407
120 Linear Feature 94
111  35.67407428 -120.63624357 1
115  35.67407546 -120.63618270
120 Linear Feature 94
111  35.67406715 -120.63657062 1
115  35.67406833 -120.63650975
120 Linear Feature 94
111  35.67444565 -120.63625445 1
115  35.67444683 -120.63619358
120 Linear Feature 94
111  35.67443852 -120.63658149 1
115  35.67443970 -120.63652062
120 Linear Feature 94
111  35.67436941 -120.63696725 1
115  35.67437059 -120.63690638
120 Linear Feature 94
111  35.67432127 -120.63625041 1
115  35.67432245 -120.63618955
120 Linear Feature 94
111  35.67431414 -120.63657746 1
115  35.67431532 -120.63651659
120 Linear Feature 94
111  35.67469264 -120.63626129 1
115  35.67469382 -120.63620042
120 Linear Feature 94
111  35.67468551 -120.63658834 1
115  35.67468669 -120.63652747
120 Linear Feature 94
111  35.67461640 -120.63697410 1
115  35.67461758 -120.63691323
120 Linear Feature 94
111  35.67493928 -120.63627087 1
115  35.67494046 -120.63621000
120 Linear Feature 94
111  35.67493215 -120.63659792 1
115  35.67493332 -120.63653705
120 Linear Feature 94
111  35.67486304 -120.63698368 1
115  35.67486422 -120.63692281
120 Linear Feature 94
111  35.67518678 -120.63627695 1
115  35.67518796 -120.63621559
120 Linear Feature 94
111  35.67517964 -120.63660400 1
115  35.67518082 -120.63654264
120 Linear Feature 94
111  35.67511054 -120.63698975 1
115  35.67511172 -120.63692840
120 Linear Feature 94
111  35.67412777 -120.63663292 1
115  35.67412895 -120.63657205
120 Linear Feature 94
111  35.67449914 -120.63664380 1
115  35.67450032 -120.63658293
120 Linear Feature 94
111  35.67443004 -120.63702956 1
115  35.67443122 -120.63696869
120 Linear Feature 94
111  35.67474613 -120.63665064 1
115  35.67474731 -120.63658977
120 Linear Feature 94
111  35.67467703 -120.63703640 1
115  35.67467821 -120.63697553
120 Linear Feature 94
111  35.67499253 -120.63666022 1
115  35.67499371 -120.63659935
120 Linear Feature 94
111  35.67492343 -120.63704598 1
115  35.67492460 -120.63698511
120 Linear Feature 94
111  35.67517140 -120.63705255 1
115  35.67517258 -120.63699120
120 Linear Feature 94
111  35.67437556 -120.63663934 1
115  35.67437674 -120.63657847
120 Linear Feature 94
111  35.67430645 -120.63702510 1
115  35.67430763 -120.63696423
120 Linear Feature 94
111  35.67425118 -120.63663531 1
115  35.67425236 -120.63657444
120 Linear Feature 94
111  35.67462255 -120.63664619 1
115  35.67462373 -120.63658532
120 Linear Feature 94
111  35.67455344 -120.63703195 1
115  35.67455462 -120.63697108
120 Linear Feature 94
111  35.67486944 -120.63665577 1
115  35.67487061 -120.63659490
120 Linear Feature 94
111  35.67480033 -120.63704153 1
115  35.67480151 -120.63698066
120 Linear Feature 94
111  35.67511643 -120.63666230 1
115  35.67511762 -120.63660095
120 Linear Feature 94
111  35.67504733 -120.63704806 1
115  35.67504851 -120.63698671
120 Linear Feature 93
111  35.67487707 -120.63726643 51
115  35.67487634 -120.63735955
120 Linear Feature 93
111  35.67506652 -120.63727172 51
115  35.67506500 -120.63736491
120 Linear Feature 92
111  35.67466368 -120.63756476 53
111  35.67466931 -120.63726063 53
111  35.67467096 -120.63717142 53
115  35.67527135 -120.63718113
120 Linear Feature 91
111  35.67526929 -120.63727738 51
111  35.67506652 -120.63727172 51
111  35.67487707 -120.63726643 51
115  35.67466931 -120.63726063
120 Linear Feature 89
111  35.67389141 -120.63611607 59
111  35.67387328 -120.63703722
112  35.67387328 -120.63703722  35.67385984 -120.63710789 59
111  35.67382712 -120.63716964
112  35.67382712 -120.63716964  35.67381128 -120.63719522 59
111  35.67378020 -120.63723467
112  35.67378020 -120.63723467  35.67371547 -120.63730743 59
111  35.67360044 -120.63731495 59
115  35.67278428 -120.63728976
120 Linear Feature 88
111  35.67400955 -120.63701309 51
111  35.67418892 -120.63701837 51
111  35.67413518 -120.63690088 51
113  35.67401105 -120.63689798 51
120 Linear Feature 87
111  35.67439547 -120.63807036 20
115  35.67439268 -120.63761814
120 Linear Feature 86
111  35.67448289 -120.63833796 53
111  35.67449910 -120.63744518
112  35.67449910 -120.63744518  35.67449236 -120.63737336 53
111  35.67443618 -120.63735794 53
115  35.67364434 -120.63731935
120 Linear Feature 85
111  35.67416839 -120.63757457 1
115  35.67413686 -120.63757422
120 Linear Feature 85
111  35.67416600 -120.63772028 1
115  35.67413447 -120.63771993
120 Linear Feature 85
111  35.67416361 -120.63786676 1
115  35.67413208 -120.63786641
120 Linear Feature 84
111  35.67416158 -120.63799051 1
111  35.67416361 -120.63786676 1
111  35.67416600 -120.63772028 1
111  35.67416839 -120.63757457 1
115  35.67416952 -120.63750555
120 Linear Feature 83
111  35.67416148 -120.63807219 20
111  35.67416158 -120.63799051 20
111  35.67435163 -120.63798942 20
115  35.67435188 -120.63807070
120 Linear Feature 82
112  35.67392501 -120.63723910  35.67386490 -120.63722737 51
115  35.67382712 -120.63716964
120 Linear Feature 81
111  35.67378020 -120.63723467 51
111  35.67392501 -120.63723910 51
111  35.67443836 -120.63725482
112  35.67443836 -120.63725482  35.67458950 -120.63728704 51
115  35.67458416 -120.63746255
120 Linear Feature 80
112  35.67381685 -120.63644121  35.67382401 -120.63637660 51
115  35.67388512 -120.63637090
120 Linear Feature 80
112  35.67380948 -120.63683260  35.67381576 -120.63676618 51
115  35.67387934 -120.63675679
120 Linear Feature 79
112  35.67381242 -120.63667643  35.67382297 -120.63675379 51
111  35.67387934 -120.63675679 51
115  35.67518492 -120.63679617
120 Linear Feature 79
112  35.67381972 -120.63628852  35.67383113 -120.63636797 51
111  35.67388512 -120.63637090 51
115  35.67519070 -120.63641028
120 Linear Feature 78
111  35.67148245 -120.63639967 51
115  35.67120508 -120.63639273
120 Linear Feature 78
111  35.67147986 -120.63661889 51
115  35.67120123 -120.63661320
120 Linear Feature 77
111  35.67147591 -120.63683808 51
111  35.67133841 -120.63683450 51
115  35.67119728 -120.63683083
120 Linear Feature 76
112  35.67114100 -120.63646592  35.67117511 -120.63646749 51
112  35.67120508 -120.63639273  35.67120635 -120.63635074 51
112  35.67114562 -120.63631385  35.67111151 -120.63631228 51
114  35.67108154 -120.63638704  35.67108027 -120.63642903 51
120 Linear Feature 76
112  35.67113715 -120.63668639  35.67117126 -120.63668796 51
112  35.67120123 -120.63661320  35.67120251 -120.63657121 51
112  35.67114177 -120.63653432  35.67110766 -120.63653275 51
114  35.67107769 -120.63660751  35.67107642 -120.63664950 51
120 Linear Feature 76
112  35.67113320 -120.63690402  35.67116731 -120.63690559 51
112  35.67119728 -120.63683083  35.67119855 -120.63678884 51
112  35.67113782 -120.63675195  35.67110371 -120.63675038 51
114  35.67107374 -120.63682514  35.67107246 -120.63686713 51
120 Linear Feature 76
112  35.67154292 -120.63647989  35.67157761 -120.63648149 20
112  35.67160809 -120.63640546  35.67160939 -120.63636275 20
112  35.67154762 -120.63632524  35.67151292 -120.63632364 20
114  35.67148245 -120.63639967  35.67148115 -120.63644238 20
120 Linear Feature 76
112  35.67153931 -120.63669777  35.67157343 -120.63669934 51
112  35.67160339 -120.63662458  35.67160467 -120.63658259 51
112  35.67154394 -120.63654570  35.67150983 -120.63654413 51
114  35.67147986 -120.63661889  35.67147858 -120.63666088 51
120 Linear Feature 76
112  35.67153536 -120.63691696  35.67156947 -120.63691853 51
112  35.67159944 -120.63684377  35.67160072 -120.63680178 51
112  35.67153999 -120.63676489  35.67150587 -120.63676332 51
114  35.67147591 -120.63683808  35.67147463 -120.63688007 51
120 Linear Feature 75
111  35.67135203 -120.63615119 51
115  35.67133841 -120.63683450
120 Linear Feature 74
111  35.67147530 -120.63615594 20
111  35.67147873 -120.63585551 20
111  35.67123397 -120.63584609 20
111  35.67123054 -120.63614652 20
113  35.67135203 -120.63615119 20
120 Linear Feature 73
111  35.67397225 -120.63616546 20
111  35.67395640 -120.63701942 20
111  35.67385689 -120.63746160 20
115  35.67385535 -120.63754660
120 Linear Feature 72
111  35.67380443 -120.63807206 20
111  35.67381634 -120.63745928 20
111  35.67391485 -120.63701752 20
115  35.67393191 -120.63611410
120 Linear Feature 71
112  35.67232377 -120.63711263  35.67232641 -120.63718336 51
115  35.67238608 -120.63719317
120 Linear Feature 71
112  35.67200823 -120.63710363  35.67201087 -120.63717437 51
115  35.67207033 -120.63718381
120 Linear Feature 71
112  35.67169904 -120.63709454  35.67170314 -120.63716383 51
115  35.67175224 -120.63717438
120 Linear Feature 70
112  35.67225890 -120.63718940  35.67231926 -120.63718126 51
111  35.67232377 -120.63711263 51
115  35.67233550 -120.63649983
120 Linear Feature 70
112  35.67194921 -120.63718022  35.67199817 -120.63717155 51
111  35.67200823 -120.63710363 51
115  35.67201996 -120.63649084
120 Linear Feature 70
112  35.67164224 -120.63717111  35.67169120 -120.63716245 51
111  35.67169904 -120.63709454 51
115  35.67171077 -120.63648174
120 Linear Feature 69
112  35.67081277 -120.63714652  35.67075882 -120.63715662 51
115  35.67075229 -120.63722225
120 Linear Feature 68
112  35.67069184 -120.63714293  35.67074754 -120.63715412 51
111  35.67075229 -120.63722225 51
115  35.67074159 -120.63775301
120 Linear Feature 67
112  35.67051459 -120.63713768  35.67045900 -120.63714980 51
115  35.67045166 -120.63721435
120 Linear Feature 66
112  35.67039975 -120.63713427  35.67044373 -120.63714474 51
111  35.67045166 -120.63721435 51
111  35.67044072 -120.63779650
112  35.67044072 -120.63779650  35.67043192 -120.63784775 51
111  35.67039453 -120.63785376 51
111  35.67016438 -120.63784747
112  35.67016438 -120.63784747  35.67012715 -120.63784134 51
115  35.67012120 -120.63780034
120 Linear Feature 65
111  35.67398408 -120.63131846 54
115  35.67384483 -120.63131515
120 Linear Feature 64
112  35.67392435 -120.63079085  35.67394288 -120.63041206 51
112  35.67421223 -120.63018608  35.67427607 -120.63013519
111  35.67421223 -120.63018608 51
115  35.67473039 -120.62983947
120 Linear Feature 63
112  35.67391096 -120.63149308  35.67392353 -120.63164899 51
116  35.67419524 -120.63171045  35.67434771 -120.63164309
120 Linear Feature 62
112  35.67390035 -120.63203440  35.67390964 -120.63191653 51
115  35.67399320 -120.63184797
120 Linear Feature 62
112  35.67381473 -120.63196743  35.67389537 -120.63189467 51
115  35.67390648 -120.63178739
120 Linear Feature 61
112  35.67361053 -120.63210412  35.67379145 -120.63203120 51
116  35.67389492 -120.63232354  35.67390192 -120.63243795
120 Linear Feature 60
111  35.67085158 -120.63748440 1
115  35.67089911 -120.63748557
120 Linear Feature 60
111  35.67243826 -120.63655627 1
115  35.67248579 -120.63655744
120 Linear Feature 60
111  35.67217845 -120.63649153 1
115  35.67222598 -120.63649269
120 Linear Feature 60
111  35.67186376 -120.63647998 1
115  35.67191129 -120.63648114
120 Linear Feature 60
111  35.67212787 -120.63656521 1
115  35.67217540 -120.63656637
120 Linear Feature 60
111  35.67181318 -120.63655366 1
115  35.67186071 -120.63655483
120 Linear Feature 60
111  35.67090048 -120.63740948 1
115  35.67094801 -120.63741064
120 Linear Feature 60
111  35.67059741 -120.63747596 1
115  35.67064495 -120.63747712
120 Linear Feature 60
111  35.67055097 -120.63739804 1
115  35.67059850 -120.63739920
120 Linear Feature 60
111  35.67029964 -120.63739105 1
115  35.67034717 -120.63739221
120 Linear Feature 60
111  35.67025126 -120.63746575 1
115  35.67029879 -120.63746691
120 Linear Feature 60
111  35.67084894 -120.63763634 1
115  35.67089647 -120.63763750
120 Linear Feature 60
111  35.67243563 -120.63670821 1
115  35.67248316 -120.63670937
120 Linear Feature 60
111  35.67217581 -120.63664346 1
115  35.67222334 -120.63664462
120 Linear Feature 60
111  35.67186112 -120.63663192 1
115  35.67190865 -120.63663308
120 Linear Feature 60
111  35.67212524 -120.63671714 1
115  35.67217277 -120.63671831
120 Linear Feature 60
111  35.67181054 -120.63670560 1
115  35.67185807 -120.63670676
120 Linear Feature 60
111  35.67089784 -120.63756141 1
115  35.67094537 -120.63756258
120 Linear Feature 60
