I
1050 Generated by WorldEditor 2.3.0r2

1   1538 0 0 KAUN Auburn Municipal
120 Linear Feature 86
111  38.95318987 -121.08303908 51
115  38.95320071 -121.08303995
120 Linear Feature 86
111  38.95317899 -121.08318794 51
115  38.95318982 -121.08318882
120 Linear Feature 85
111  38.95500941 -121.07566918 54
115  38.95494425 -121.07555669
120 Linear Feature 84
111  38.95487844 -121.07684456 54
115  38.95489889 -121.07658845
120 Linear Feature 83
111  38.95467803 -121.07932137 54
115  38.95469415 -121.07912580
120 Linear Feature 82
111  38.95442408 -121.08249852 54
115  38.95443898 -121.08231133
120 Linear Feature 81
111  38.95419161 -121.08537396 54
115  38.95420754 -121.08517798
120 Linear Feature 80
111  38.95396052 -121.08783377 54
115  38.95403200 -121.08771800
120 Linear Feature 79
111  38.95335128 -121.07843035 51
115  38.95335057 -121.07844522
120 Linear Feature 78
111  38.95335670 -121.07843802 51
115  38.95334464 -121.07843730
120 Linear Feature 73
111  38.95347557 -121.07677586 51
111  38.95348320 -121.07677653 51
115  38.95349026 -121.07677713
120 Linear Feature 73
111  38.95352949 -121.07690441 51
111  38.95353722 -121.07690508 51
115  38.95354417 -121.07690568
120 Linear Feature 73
111  38.95364255 -121.07691886 51
111  38.95365028 -121.07691952 51
115  38.95365723 -121.07692012
120 Linear Feature 73
111  38.95375726 -121.07693368 51
111  38.95376499 -121.07693434 51
115  38.95377195 -121.07693494
120 Linear Feature 73
111  38.95387227 -121.07694850 51
111  38.95388000 -121.07694916 51
115  38.95388695 -121.07694976
120 Linear Feature 73
111  38.95411818 -121.07819199 51
111  38.95412591 -121.07819266 51
115  38.95413286 -121.07819326
120 Linear Feature 73
111  38.95415059 -121.07779176 51
111  38.95415832 -121.07779243 51
115  38.95416528 -121.07779303
120 Linear Feature 73
111  38.95400422 -121.07817781 51
111  38.95401195 -121.07817848 51
115  38.95401890 -121.07817908
120 Linear Feature 73
111  38.95403663 -121.07777758 51
111  38.95404436 -121.07777825 51
115  38.95405132 -121.07777885
120 Linear Feature 73
111  38.95388997 -121.07816268 51
111  38.95389770 -121.07816334 51
115  38.95390465 -121.07816394
120 Linear Feature 73
111  38.95392239 -121.07776244 51
111  38.95393012 -121.07776311 51
115  38.95393707 -121.07776371
120 Linear Feature 73
111  38.95377431 -121.07814770 51
111  38.95378204 -121.07814836 51
115  38.95378899 -121.07814896
120 Linear Feature 73
111  38.95380673 -121.07774747 51
111  38.95381446 -121.07774813 51
115  38.95382141 -121.07774873
120 Linear Feature 73
111  38.95366052 -121.07813352 51
111  38.95366825 -121.07813419 51
115  38.95367521 -121.07813479
120 Linear Feature 73
111  38.95369294 -121.07773329 51
111  38.95370067 -121.07773396 51
115  38.95370762 -121.07773456
120 Linear Feature 73
111  38.95338053 -121.07892102 51
111  38.95338826 -121.07892168 51
115  38.95339521 -121.07892228
120 Linear Feature 73
111  38.95354515 -121.07811892 51
111  38.95355288 -121.07811959 51
115  38.95355984 -121.07812019
120 Linear Feature 73
111  38.95357757 -121.07771869 51
111  38.95358530 -121.07771936 51
115  38.95359225 -121.07771996
120 Linear Feature 73
111  38.95342946 -121.07810325 51
111  38.95343719 -121.07810392 51
115  38.95344414 -121.07810452
120 Linear Feature 73
111  38.95346187 -121.07770302 51
111  38.95346960 -121.07770369 51
115  38.95347655 -121.07770429
120 Linear Feature 73
111  38.95349420 -121.07730148 51
111  38.95350193 -121.07730214 51
115  38.95350889 -121.07730274
120 Linear Feature 73
111  38.95372544 -121.07733165 51
111  38.95373317 -121.07733231 51
115  38.95374012 -121.07733291
120 Linear Feature 73
111  38.95360763 -121.07731808 51
111  38.95361536 -121.07731875 51
115  38.95362231 -121.07731935
120 Linear Feature 73
111  38.95384008 -121.07734773 51
111  38.95384781 -121.07734840 51
115  38.95385477 -121.07734900
120 Linear Feature 73
111  38.95395452 -121.07736192 51
111  38.95396225 -121.07736258 51
115  38.95396920 -121.07736319
120 Linear Feature 73
111  38.95407018 -121.07737584 51
111  38.95407791 -121.07737651 51
115  38.95408486 -121.07737711
120 Linear Feature 73
111  38.95418450 -121.07739094 51
111  38.95419223 -121.07739160 51
115  38.95419918 -121.07739220
120 Linear Feature 73
111  38.95421605 -121.07699196 51
111  38.95422378 -121.07699263 51
115  38.95423073 -121.07699323
120 Linear Feature 73
111  38.95410147 -121.07697617 51
111  38.95410920 -121.07697683 51
115  38.95411616 -121.07697743
120 Linear Feature 73
111  38.95398635 -121.07696235 51
111  38.95399407 -121.07696301 51
115  38.95400103 -121.07696362
120 Linear Feature 73
111  38.95359503 -121.07679081 51
111  38.95360266 -121.07679147 51
115  38.95360971 -121.07679208
120 Linear Feature 73
111  38.95371095 -121.07680574 51
111  38.95371858 -121.07680641 51
115  38.95372563 -121.07680701
120 Linear Feature 73
111  38.95382406 -121.07682067 51
111  38.95383168 -121.07682133 51
115  38.95383874 -121.07682194
120 Linear Feature 73
111  38.95393791 -121.07683427 51
111  38.95394553 -121.07683493 51
115  38.95395259 -121.07683553
120 Linear Feature 73
111  38.95405194 -121.07684911 51
111  38.95405956 -121.07684978 51
115  38.95406662 -121.07685038
120 Linear Feature 73
111  38.95417066 -121.07686383 51
111  38.95417829 -121.07686449 51
115  38.95418535 -121.07686510
120 Linear Feature 73
111  38.95428180 -121.07687783 51
111  38.95428942 -121.07687849 51
115  38.95429648 -121.07687909
120 Linear Feature 73
111  38.95425176 -121.07727158 51
111  38.95425939 -121.07727225 51
115  38.95426645 -121.07727285
120 Linear Feature 73
111  38.95413288 -121.07725720 51
111  38.95414051 -121.07725787 51
115  38.95414757 -121.07725847
120 Linear Feature 73
111  38.95402136 -121.07724812 51
111  38.95402898 -121.07724879 51
115  38.95403604 -121.07724939
120 Linear Feature 73
111  38.95390736 -121.07723050 51
111  38.95391498 -121.07723116 51
115  38.95392204 -121.07723176
120 Linear Feature 73
111  38.95379182 -121.07721889 51
111  38.95379944 -121.07721955 51
115  38.95380650 -121.07722016
120 Linear Feature 73
111  38.95367730 -121.07720320 51
111  38.95368492 -121.07720386 51
115  38.95369198 -121.07720446
120 Linear Feature 73
111  38.95356080 -121.07718955 51
111  38.95356843 -121.07719021 51
115  38.95357549 -121.07719081
120 Linear Feature 73
111  38.95344821 -121.07717450 51
111  38.95345583 -121.07717517 51
115  38.95346289 -121.07717577
120 Linear Feature 73
111  38.95361324 -121.07800435 51
111  38.95362086 -121.07800501 51
115  38.95362792 -121.07800562
120 Linear Feature 73
111  38.95364565 -121.07760412 51
111  38.95365328 -121.07760478 51
115  38.95366034 -121.07760539
120 Linear Feature 73
111  38.95338440 -121.07797464 51
111  38.95339203 -121.07797530 51
115  38.95339909 -121.07797591
120 Linear Feature 73
111  38.95341682 -121.07757441 51
111  38.95342444 -121.07757507 51
115  38.95343150 -121.07757568
120 Linear Feature 73
111  38.95349980 -121.07798993 51
111  38.95350742 -121.07799060 51
115  38.95351448 -121.07799120
120 Linear Feature 73
111  38.95353221 -121.07758970 51
111  38.95353984 -121.07759037 51
115  38.95354690 -121.07759097
120 Linear Feature 73
111  38.95372811 -121.07801943 51
111  38.95373573 -121.07802009 51
115  38.95374279 -121.07802069
120 Linear Feature 73
111  38.95376052 -121.07761919 51
111  38.95376815 -121.07761986 51
115  38.95377521 -121.07762046
120 Linear Feature 73
111  38.95418517 -121.07807962 51
111  38.95419280 -121.07808028 51
115  38.95419986 -121.07808089
120 Linear Feature 73
111  38.95421759 -121.07767939 51
111  38.95422521 -121.07768005 51
115  38.95423227 -121.07768066
120 Linear Feature 73
111  38.95406890 -121.07806386 51
111  38.95407653 -121.07806452 51
115  38.95408358 -121.07806512
120 Linear Feature 73
111  38.95410132 -121.07766362 51
111  38.95410894 -121.07766429 51
115  38.95411600 -121.07766489
120 Linear Feature 73
111  38.95344987 -121.07880528 51
111  38.95345749 -121.07880594 51
115  38.95346455 -121.07880655
120 Linear Feature 73
111  38.95357207 -121.07882981 51
111  38.95357969 -121.07883047 51
115  38.95358675 -121.07883107
120 Linear Feature 73
111  38.95369639 -121.07884431 51
111  38.95370401 -121.07884497 51
115  38.95371107 -121.07884558
120 Linear Feature 73
111  38.95381189 -121.07887774 51
111  38.95381951 -121.07887840 51
115  38.95382657 -121.07887900
120 Linear Feature 73
111  38.95395681 -121.07890233 51
111  38.95396443 -121.07890299 51
115  38.95397149 -121.07890360
120 Linear Feature 73
111  38.95408677 -121.07892283 51
111  38.95409440 -121.07892349 51
115  38.95410145 -121.07892409
120 Linear Feature 73
111  38.95384321 -121.07803004 51
111  38.95385084 -121.07803071 51
115  38.95385790 -121.07803131
120 Linear Feature 73
111  38.95387563 -121.07762981 51
111  38.95388325 -121.07763047 51
115  38.95389031 -121.07763108
120 Linear Feature 73
111  38.95395724 -121.07804839 51
111  38.95396486 -121.07804906 51
115  38.95397192 -121.07804966
120 Linear Feature 73
111  38.95398965 -121.07764816 51
111  38.95399728 -121.07764883 51
115  38.95400434 -121.07764943
120 Linear Feature 72
111  38.95348188 -121.07679703 51
111  38.95348320 -121.07677653 51
115  38.95348395 -121.07676484
120 Linear Feature 72
111  38.95353675 -121.07691413 51
111  38.95353722 -121.07690508 51
115  38.95353861 -121.07688195
120 Linear Feature 72
111  38.95364981 -121.07692858 51
111  38.95365028 -121.07691952 51
115  38.95365168 -121.07689639
120 Linear Feature 72
111  38.95376453 -121.07694340 51
111  38.95376499 -121.07693434 51
115  38.95376639 -121.07691121
120 Linear Feature 72
111  38.95387954 -121.07695822 51
111  38.95388000 -121.07694916 51
115  38.95388140 -121.07692603
120 Linear Feature 72
111  38.95412545 -121.07820171 51
111  38.95412591 -121.07819266 51
115  38.95412731 -121.07816952
120 Linear Feature 72
111  38.95415786 -121.07780148 51
111  38.95415832 -121.07779243 51
115  38.95415972 -121.07776929
120 Linear Feature 72
111  38.95401148 -121.07818753 51
111  38.95401195 -121.07817848 51
115  38.95401335 -121.07815535
120 Linear Feature 72
111  38.95404390 -121.07778730 51
111  38.95404436 -121.07777825 51
115  38.95404576 -121.07775511
120 Linear Feature 72
111  38.95389724 -121.07817240 51
111  38.95389770 -121.07816334 51
115  38.95389910 -121.07814021
120 Linear Feature 72
111  38.95392965 -121.07777217 51
111  38.95393012 -121.07776311 51
115  38.95393152 -121.07773998
120 Linear Feature 72
111  38.95378158 -121.07815742 51
111  38.95378204 -121.07814836 51
115  38.95378344 -121.07812523
120 Linear Feature 72
111  38.95381399 -121.07775719 51
111  38.95381446 -121.07774813 51
115  38.95381586 -121.07772500
120 Linear Feature 72
111  38.95366779 -121.07814324 51
111  38.95366825 -121.07813419 51
115  38.95366965 -121.07811106
120 Linear Feature 72
111  38.95370020 -121.07774301 51
111  38.95370067 -121.07773396 51
115  38.95370207 -121.07771082
120 Linear Feature 72
111  38.95338780 -121.07893074 51
111  38.95338826 -121.07892168 51
115  38.95338966 -121.07889855
120 Linear Feature 72
111  38.95355242 -121.07812864 51
111  38.95355288 -121.07811959 51
115  38.95355428 -121.07809646
120 Linear Feature 72
111  38.95358483 -121.07772841 51
111  38.95358530 -121.07771936 51
115  38.95358670 -121.07769623
120 Linear Feature 72
111  38.95343672 -121.07811297 51
111  38.95343719 -121.07810392 51
115  38.95343859 -121.07808078
120 Linear Feature 72
111  38.95346914 -121.07771274 51
111  38.95346960 -121.07770369 51
115  38.95347100 -121.07768055
120 Linear Feature 72
111  38.95350147 -121.07731120 51
111  38.95350193 -121.07730214 51
115  38.95350333 -121.07727901
120 Linear Feature 72
111  38.95373270 -121.07734137 51
111  38.95373317 -121.07733231 51
115  38.95373456 -121.07730918
120 Linear Feature 72
111  38.95361489 -121.07732780 51
111  38.95361536 -121.07731875 51
115  38.95361676 -121.07729562
120 Linear Feature 72
111  38.95384735 -121.07735745 51
111  38.95384781 -121.07734840 51
115  38.95384921 -121.07732526
120 Linear Feature 72
111  38.95396178 -121.07737164 51
111  38.95396225 -121.07736258 51
115  38.95396365 -121.07733945
120 Linear Feature 72
111  38.95407744 -121.07738557 51
111  38.95407791 -121.07737651 51
115  38.95407931 -121.07735338
120 Linear Feature 72
111  38.95419176 -121.07740066 51
111  38.95419223 -121.07739160 51
115  38.95419362 -121.07736847
120 Linear Feature 72
111  38.95422332 -121.07700168 51
111  38.95422378 -121.07699263 51
115  38.95422518 -121.07696950
120 Linear Feature 72
111  38.95410874 -121.07698589 51
111  38.95410920 -121.07697683 51
115  38.95411060 -121.07695370
120 Linear Feature 72
111  38.95399361 -121.07697207 51
111  38.95399407 -121.07696301 51
115  38.95399547 -121.07693988
120 Linear Feature 72
111  38.95360134 -121.07681197 51
111  38.95360266 -121.07679147 51
115  38.95360341 -121.07677979
120 Linear Feature 72
111  38.95371726 -121.07682691 51
111  38.95371858 -121.07680641 51
115  38.95371933 -121.07679472
120 Linear Feature 72
111  38.95383037 -121.07684183 51
111  38.95383168 -121.07682133 51
115  38.95383244 -121.07680965
120 Linear Feature 72
111  38.95394422 -121.07685543 51
111  38.95394553 -121.07683493 51
115  38.95394629 -121.07682324
120 Linear Feature 72
111  38.95405824 -121.07687028 51
111  38.95405956 -121.07684978 51
115  38.95406031 -121.07683809
120 Linear Feature 72
111  38.95417697 -121.07688499 51
111  38.95417829 -121.07686449 51
115  38.95417904 -121.07685280
120 Linear Feature 72
111  38.95428810 -121.07689899 51
111  38.95428942 -121.07687849 51
115  38.95429017 -121.07686680
120 Linear Feature 72
111  38.95425807 -121.07729275 51
111  38.95425939 -121.07727225 51
115  38.95426014 -121.07726056
120 Linear Feature 72
111  38.95413919 -121.07727837 51
111  38.95414051 -121.07725787 51
115  38.95414126 -121.07724618
120 Linear Feature 72
111  38.95402767 -121.07726928 51
111  38.95402898 -121.07724879 51
115  38.95402974 -121.07723710
120 Linear Feature 72
111  38.95391366 -121.07725166 51
111  38.95391498 -121.07723116 51
115  38.95391573 -121.07721947
120 Linear Feature 72
111  38.95379812 -121.07724005 51
111  38.95379944 -121.07721955 51
115  38.95380019 -121.07720786
120 Linear Feature 72
111  38.95368361 -121.07722436 51
111  38.95368492 -121.07720386 51
115  38.95368567 -121.07719217
120 Linear Feature 72
111  38.95356711 -121.07721071 51
111  38.95356843 -121.07719021 51
115  38.95356918 -121.07717852
120 Linear Feature 72
111  38.95345452 -121.07719567 51
111  38.95345583 -121.07717517 51
115  38.95345659 -121.07716348
120 Linear Feature 72
111  38.95361955 -121.07802551 51
111  38.95362086 -121.07800501 51
115  38.95362161 -121.07799333
120 Linear Feature 72
111  38.95365196 -121.07762528 51
111  38.95365328 -121.07760478 51
115  38.95365403 -121.07759309
120 Linear Feature 72
111  38.95339071 -121.07799580 51
111  38.95339203 -121.07797530 51
115  38.95339278 -121.07796362
120 Linear Feature 72
111  38.95342313 -121.07759557 51
111  38.95342444 -121.07757507 51
115  38.95342520 -121.07756338
120 Linear Feature 72
111  38.95350610 -121.07801110 51
111  38.95350742 -121.07799060 51
115  38.95350817 -121.07797891
120 Linear Feature 72
111  38.95353852 -121.07761086 51
111  38.95353984 -121.07759037 51
115  38.95354059 -121.07757868
120 Linear Feature 72
111  38.95373441 -121.07804059 51
111  38.95373573 -121.07802009 51
115  38.95373648 -121.07800840
120 Linear Feature 72
111  38.95376683 -121.07764036 51
111  38.95376815 -121.07761986 51
115  38.95376890 -121.07760817
120 Linear Feature 72
111  38.95419148 -121.07810078 51
111  38.95419280 -121.07808028 51
115  38.95419355 -121.07806860
120 Linear Feature 72
111  38.95422390 -121.07770055 51
111  38.95422521 -121.07768005 51
115  38.95422597 -121.07766837
120 Linear Feature 72
111  38.95407521 -121.07808502 51
111  38.95407653 -121.07806452 51
115  38.95407728 -121.07805283
120 Linear Feature 72
111  38.95410762 -121.07768479 51
111  38.95410894 -121.07766429 51
115  38.95410969 -121.07765260
120 Linear Feature 72
111  38.95345617 -121.07882644 51
111  38.95345749 -121.07880594 51
115  38.95345824 -121.07879426
120 Linear Feature 72
111  38.95357837 -121.07885097 51
111  38.95357969 -121.07883047 51
115  38.95358044 -121.07881878
120 Linear Feature 72
111  38.95370270 -121.07886547 51
111  38.95370401 -121.07884497 51
115  38.95370477 -121.07883329
120 Linear Feature 72
111  38.95381819 -121.07889890 51
111  38.95381951 -121.07887840 51
115  38.95382026 -121.07886671
120 Linear Feature 72
111  38.95396311 -121.07892349 51
111  38.95396443 -121.07890299 51
115  38.95396518 -121.07889131
120 Linear Feature 72
111  38.95409308 -121.07894399 51
111  38.95409440 -121.07892349 51
115  38.95409515 -121.07891180
120 Linear Feature 72
111  38.95384952 -121.07805121 51
111  38.95385084 -121.07803071 51
115  38.95385159 -121.07801902
120 Linear Feature 72
111  38.95388194 -121.07765097 51
111  38.95388325 -121.07763047 51
115  38.95388401 -121.07761879
120 Linear Feature 72
111  38.95396355 -121.07806956 51
111  38.95396486 -121.07804906 51
115  38.95396561 -121.07803737
120 Linear Feature 72
111  38.95399596 -121.07766933 51
111  38.95399728 -121.07764883 51
115  38.95399803 -121.07763714
120 Linear Feature 71
111  38.95307499 -121.07990448 20
111  38.95306840 -121.07990448 20
115  38.95306116 -121.07990448
120 Linear Feature 71
111  38.95319795 -121.07990321 20
111  38.95319136 -121.07990321 20
115  38.95318412 -121.07990321
120 Linear Feature 71
111  38.95331977 -121.07990713 20
111  38.95331318 -121.07990713 20
115  38.95330594 -121.07990713
120 Linear Feature 71
111  38.95337222 -121.07977893 51
111  38.95337947 -121.07977905 51
115  38.95338604 -121.07977893
120 Linear Feature 71
111  38.95324365 -121.07977989 51
111  38.95325090 -121.07978000 51
115  38.95325747 -121.07977989
120 Linear Feature 71
111  38.95312347 -121.07978378 51
111  38.95313072 -121.07978389 51
115  38.95313729 -121.07978378
120 Linear Feature 71
111  38.95300148 -121.07978325 51
111  38.95300873 -121.07978337 51
115  38.95301530 -121.07978325
120 Linear Feature 70
111  38.95306840 -121.07990448 20
115  38.95306849 -121.07988893
120 Linear Feature 70
111  38.95319136 -121.07990321 20
115  38.95319145 -121.07988767
120 Linear Feature 70
111  38.95331318 -121.07990713 20
115  38.95331327 -121.07989158
120 Linear Feature 70
111  38.95337952 -121.07976984 51
111  38.95337947 -121.07977905 51
115  38.95337934 -121.07980332
120 Linear Feature 70
111  38.95325095 -121.07977079 51
111  38.95325090 -121.07978000 51
115  38.95325076 -121.07980428
120 Linear Feature 70
111  38.95313077 -121.07977468 51
111  38.95313072 -121.07978389 51
115  38.95313058 -121.07980817
120 Linear Feature 70
111  38.95300878 -121.07977416 51
111  38.95300873 -121.07978337 51
115  38.95300859 -121.07980765
120 Linear Feature 54
111  38.95439303 -121.08689588 51
112  38.95434063 -121.08753172  38.95431785 -121.08791123
111  38.95434063 -121.08753172
112  38.95434063 -121.08753172  38.95432149 -121.08778939 51
112  38.95411243 -121.08783903  38.95400138 -121.08784681
111  38.95411243 -121.08783903
112  38.95411243 -121.08783903  38.95401878 -121.08782318 51
112  38.95391701 -121.08756271  38.95391952 -121.08738482
111  38.95391701 -121.08756271 51
111  38.95408359 -121.08547375 51
111  38.95411475 -121.08508838 51
111  38.95411710 -121.08505931 51
111  38.95431823 -121.08257192 51
111  38.95434607 -121.08221364 51
111  38.95457265 -121.07941710 51
111  38.95460672 -121.07901310 51
111  38.95477485 -121.07692715 51
111  38.95478101 -121.07685067 51
111  38.95478945 -121.07674597 51
111  38.95480684 -121.07650928 51
111  38.95480962 -121.07647574 51
111  38.95481818 -121.07637275 51
111  38.95486292 -121.07583452
112  38.95486292 -121.07583452  38.95487603 -121.07573924 51
112  38.95493287 -121.07565093  38.95497591 -121.07560252
111  38.95493287 -121.07565093
112  38.95493287 -121.07565093  38.95498774 -121.07559601 51
112  38.95510068 -121.07557289  38.95515715 -121.07557490
111  38.95510068 -121.07557289
112  38.95510068 -121.07557289  38.95519779 -121.07558786 51
112  38.95528636 -121.07583935  38.95530221 -121.07599077
111  38.95528636 -121.07583935 51
111  38.95523064 -121.07651837
112  38.95523064 -121.07651837  38.95519058 -121.07673393 51
111  38.95502580 -121.07673933 51
111  38.95496110 -121.07673134 51
111  38.95491282 -121.07672051 51
111  38.95484249 -121.07669726 51
111  38.95475761 -121.07666920 51
111  38.95466820 -121.07665217
112  38.95466820 -121.07665217  38.95463263 -121.07665050 51
112  38.95457358 -121.07666348  38.95454613 -121.07667254
111  38.95457358 -121.07666348
112  38.95457358 -121.07666348  38.95449865 -121.07668819 51
112  38.95444459 -121.07684242  38.95443463 -121.07693379
111  38.95444459 -121.07684242 51
111  38.95442965 -121.07702657 51
111  38.95440767 -121.07729737 51
111  38.95439811 -121.07741520 51
111  38.95437488 -121.07770143 51
111  38.95436460 -121.07782812 51
111  38.95434231 -121.07811654 51
111  38.95433529 -121.07820400 51
111  38.95430917 -121.07852936 51
111  38.95430231 -121.07861490 51
111  38.95427848 -121.07891169 51
111  38.95426973 -121.07902070 51
111  38.95424626 -121.07929875
112  38.95424626 -121.07929875  38.95423483 -121.07941135 51
112  38.95415927 -121.07952506  38.95412876 -121.07955830
111  38.95415927 -121.07952506 51
111  38.95395259 -121.07973167 51
111  38.95380346 -121.07987764
112  38.95380346 -121.07987764  38.95377412 -121.07990263 51
112  38.95368279 -121.07996772  38.95363146 -121.07999433
111  38.95368279 -121.07996772
112  38.95368279 -121.07996772  38.95364560 -121.07998700 51
112  38.95355307 -121.07999720  38.95350370 -121.07999436
111  38.95355307 -121.07999720 51
115  38.95314570 -121.07999262
120 Linear Feature 120
111  38.95375168 -121.08017677 51
111  38.95375210 -121.08016601 51
115  38.95375251 -121.08015571
120 Linear Feature 120
111  38.95373879 -121.08032796 51
111  38.95373921 -121.08031719 51
115  38.95373962 -121.08030690
120 Linear Feature 120
111  38.95373019 -121.08049688 51
111  38.95373061 -121.08048612 51
115  38.95373102 -121.08047582
120 Linear Feature 120
111  38.95371730 -121.08064875 51
111  38.95371773 -121.08063799 51
115  38.95371813 -121.08062769
120 Linear Feature 120
111  38.95370477 -121.08080879 51
111  38.95370519 -121.08079803 51
115  38.95370560 -121.08078773
120 Linear Feature 120
111  38.95369171 -121.08096837 51
111  38.95369213 -121.08095761 51
115  38.95369253 -121.08094732
120 Linear Feature 120
111  38.95367900 -121.08112183 51
111  38.95367942 -121.08111107 51
115  38.95367982 -121.08110077
120 Linear Feature 120
111  38.95366752 -121.08127869 51
111  38.95366794 -121.08126793 51
115  38.95366835 -121.08125764
120 Linear Feature 120
111  38.95365252 -121.08143442 51
111  38.95365294 -121.08142366 51
115  38.95365334 -121.08141336
120 Linear Feature 120
111  38.95364157 -121.08159174 51
111  38.95364199 -121.08158098 51
115  38.95364240 -121.08157068
120 Linear Feature 120
111  38.95363010 -121.08175360 51
111  38.95363052 -121.08174283 51
115  38.95363092 -121.08173254
120 Linear Feature 120
111  38.95361174 -121.08190115 51
111  38.95361216 -121.08189039 51
115  38.95361256 -121.08188009
120 Linear Feature 120
111  38.95359832 -121.08205876 51
111  38.95359874 -121.08204800 51
115  38.95359914 -121.08203770
120 Linear Feature 120
111  38.95351111 -121.08197819 51
111  38.95351153 -121.08196743 51
115  38.95351193 -121.08195713
120 Linear Feature 120
111  38.95352305 -121.08181144 51
111  38.95352347 -121.08180068 51
115  38.95352387 -121.08179038
120 Linear Feature 120
111  38.95352686 -121.08166003 51
111  38.95352728 -121.08164927 51
115  38.95352769 -121.08163898
120 Linear Feature 120
111  38.95353939 -121.08150187 51
111  38.95353982 -121.08149111 51
115  38.95354022 -121.08148081
120 Linear Feature 120
111  38.95356001 -121.08133903 51
111  38.95356043 -121.08132827 51
115  38.95356084 -121.08131797
120 Linear Feature 120
111  38.95356731 -121.08118735 51
111  38.95356773 -121.08117659 51
115  38.95356814 -121.08116630
120 Linear Feature 120
111  38.95357755 -121.08102277 51
111  38.95357797 -121.08101201 51
115  38.95357838 -121.08100172
120 Linear Feature 120
111  38.95359609 -121.08086483 51
111  38.95359651 -121.08085407 51
115  38.95359691 -121.08084377
120 Linear Feature 120
111  38.95360940 -121.08071547 51
111  38.95360983 -121.08070471 51
115  38.95361023 -121.08069442
120 Linear Feature 120
111  38.95362411 -121.08055060 51
111  38.95362454 -121.08053984 51
115  38.95362494 -121.08052955
120 Linear Feature 120
111  38.95363333 -121.08039816 51
111  38.95363375 -121.08038740 51
115  38.95363416 -121.08037710
120 Linear Feature 120
111  38.95364927 -121.08023737 51
111  38.95364969 -121.08022660 51
115  38.95365009 -121.08021631
120 Linear Feature 120
111  38.95398388 -121.08006272 51
111  38.95398431 -121.08005196 51
115  38.95398471 -121.08004166
120 Linear Feature 120
111  38.95397040 -121.08020920 51
111  38.95397082 -121.08019844 51
115  38.95397123 -121.08018814
120 Linear Feature 120
111  38.95395814 -121.08035935 51
111  38.95395856 -121.08034859 51
115  38.95395897 -121.08033830
120 Linear Feature 120
111  38.95394445 -121.08051332 51
111  38.95394487 -121.08050256 51
115  38.95394528 -121.08049226
120 Linear Feature 120
111  38.95393005 -121.08067885 51
111  38.95393047 -121.08066809 51
115  38.95393087 -121.08065779
120 Linear Feature 120
111  38.95391911 -121.08082887 51
111  38.95391954 -121.08081811 51
115  38.95391994 -121.08080782
120 Linear Feature 120
111  38.95390634 -121.08098665 51
111  38.95390677 -121.08097589 51
115  38.95390717 -121.08096559
120 Linear Feature 120
111  38.95388869 -121.08115276 51
111  38.95388911 -121.08114200 51
115  38.95388952 -121.08113170
120 Linear Feature 120
111  38.95387620 -121.08130901 51
111  38.95387663 -121.08129825 51
115  38.95387703 -121.08128795
120 Linear Feature 120
111  38.95386873 -121.08146114 51
111  38.95386915 -121.08145038 51
115  38.95386955 -121.08144008
120 Linear Feature 120
111  38.95385218 -121.08162446 51
111  38.95385260 -121.08161370 51
115  38.95385300 -121.08160340
120 Linear Feature 120
111  38.95384347 -121.08177296 51
111  38.95384390 -121.08176220 51
115  38.95384430 -121.08175190
120 Linear Feature 120
111  38.95382979 -121.08193946 51
111  38.95383021 -121.08192870 51
115  38.95383062 -121.08191840
120 Linear Feature 120
111  38.95381672 -121.08208770 51
111  38.95381715 -121.08207694 51
115  38.95381755 -121.08206664
120 Linear Feature 119
111  38.95375210 -121.08016601 51
115  38.95373811 -121.08016514
120 Linear Feature 119
111  38.95373921 -121.08031719 51
115  38.95372522 -121.08031633
120 Linear Feature 119
111  38.95373061 -121.08048612 51
115  38.95371662 -121.08048525
120 Linear Feature 119
111  38.95371773 -121.08063799 51
115  38.95370373 -121.08063712
120 Linear Feature 119
111  38.95370519 -121.08079803 51
115  38.95369120 -121.08079716
120 Linear Feature 119
111  38.95369213 -121.08095761 51
115  38.95367814 -121.08095675
120 Linear Feature 119
111  38.95367942 -121.08111107 51
115  38.95366543 -121.08111020
120 Linear Feature 119
111  38.95366794 -121.08126793 51
115  38.95365395 -121.08126707
120 Linear Feature 119
111  38.95365294 -121.08142366 51
115  38.95363895 -121.08142279
120 Linear Feature 119
111  38.95364199 -121.08158098 51
115  38.95362800 -121.08158011
120 Linear Feature 119
111  38.95363052 -121.08174283 51
115  38.95361653 -121.08174197
120 Linear Feature 119
111  38.95361216 -121.08189039 51
115  38.95359817 -121.08188952
120 Linear Feature 119
111  38.95359874 -121.08204800 51
115  38.95358475 -121.08204713
120 Linear Feature 119
111  38.95352620 -121.08196839 51
111  38.95351153 -121.08196743 51
115  38.95351153 -121.08196743
120 Linear Feature 119
111  38.95353814 -121.08180164 51
111  38.95352347 -121.08180068 51
115  38.95351544 -121.08180018
120 Linear Feature 119
111  38.95354195 -121.08165023 51
111  38.95352728 -121.08164927 51
115  38.95351925 -121.08164877
120 Linear Feature 119
111  38.95355449 -121.08149206 51
111  38.95353982 -121.08149111 51
115  38.95353178 -121.08149060
120 Linear Feature 119
111  38.95357510 -121.08132922 51
111  38.95356043 -121.08132827 51
115  38.95355240 -121.08132776
120 Linear Feature 119
111  38.95358240 -121.08117755 51
111  38.95356773 -121.08117659 51
