I
1050 Generated by WorldEditor 2.2.0r2

1     21 1 0 KBFI Boeing Fld King Co Intl
115  47.54511111 -122.31266758
120 Linear Feature 127
111  47.54515060 -122.31248169 1
115  47.54518819 -122.31252541
120 Linear Feature 127
111  47.54530379 -122.31219584 1
115  47.54534139 -122.31223957
120 Linear Feature 126
111  47.54549123 -122.31249025 1
111  47.54550671 -122.31246105 1
115  47.54552199 -122.31243226
120 Linear Feature 126
111  47.54541434 -122.31263212 1
111  47.54542983 -122.31260293 1
115  47.54544510 -122.31257413
120 Linear Feature 126
111  47.54533784 -122.31277652 1
111  47.54535332 -122.31274733 1
115  47.54536859 -122.31271853
120 Linear Feature 126
111  47.54526280 -122.31291915 1
111  47.54527828 -122.31288996 1
115  47.54529356 -122.31286116
120 Linear Feature 126
111  47.54518387 -122.31306032 1
111  47.54519935 -122.31303113 1
115  47.54521463 -122.31300234
120 Linear Feature 126
111  47.54529368 -122.31308059 1
111  47.54530916 -122.31305140 1
115  47.54532444 -122.31302261
120 Linear Feature 126
111  47.54537250 -122.31293220 1
111  47.54538798 -122.31290301 1
115  47.54540325 -122.31287421
120 Linear Feature 126
111  47.54544803 -122.31279068 1
111  47.54546351 -122.31276149 1
115  47.54547878 -122.31273269
120 Linear Feature 126
111  47.54552515 -122.31264767 1
111  47.54554063 -122.31261847 1
115  47.54555591 -122.31258968
120 Linear Feature 126
111  47.54559998 -122.31250868 1
111  47.54561546 -122.31247949 1
115  47.54563073 -122.31245070
120 Linear Feature 126
111  47.54580272 -122.31286966 1
111  47.54581820 -122.31284047 1
115  47.54583347 -122.31281168
120 Linear Feature 126
111  47.54573048 -122.31301553 1
111  47.54574597 -122.31298634 1
115  47.54576124 -122.31295754
120 Linear Feature 126
111  47.54569718 -122.31285960 1
111  47.54571266 -122.31283041 1
115  47.54572794 -122.31280161
120 Linear Feature 126
111  47.54577259 -122.31271808 1
111  47.54578807 -122.31268889 1
115  47.54580335 -122.31266009
120 Linear Feature 125
111  47.54554491 -122.31250504 1
115  47.54550671 -122.31246105
120 Linear Feature 125
111  47.54546802 -122.31264691 1
115  47.54542983 -122.31260293
120 Linear Feature 125
111  47.54539152 -122.31279131 1
115  47.54535332 -122.31274733
120 Linear Feature 125
111  47.54531648 -122.31293394 1
115  47.54527828 -122.31288996
120 Linear Feature 125
111  47.54523755 -122.31307512 1
115  47.54519935 -122.31303113
120 Linear Feature 125
111  47.54530916 -122.31305140 1
115  47.54527097 -122.31300741
120 Linear Feature 125
111  47.54538798 -122.31290301 1
115  47.54534979 -122.31285902
120 Linear Feature 125
111  47.54546351 -122.31276149 1
115  47.54542532 -122.31271750
120 Linear Feature 125
111  47.54554063 -122.31261847 1
115  47.54550244 -122.31257449
120 Linear Feature 125
111  47.54561546 -122.31247949 1
115  47.54557726 -122.31243551
120 Linear Feature 125
111  47.54581820 -122.31284047 1
115  47.54578000 -122.31279648
120 Linear Feature 125
111  47.54574597 -122.31298634 1
115  47.54570777 -122.31294235
120 Linear Feature 125
111  47.54575086 -122.31287440 1
115  47.54571266 -122.31283041
120 Linear Feature 125
111  47.54582627 -122.31273287 1
115  47.54578807 -122.31268889
120 Linear Feature 124
111  47.54510292 -122.31340809 20
111  47.54563194 -122.31339211
112  47.54563194 -122.31339211  47.54569441 -122.31338015 20
112  47.54579029 -122.31323103  47.54586094 -122.31311122
111  47.54579029 -122.31323103 20
115  47.54593939 -122.31295330
120 Linear Feature 122
111  47.54404623 -122.31195216 1
115  47.54437397 -122.31134891
120 Linear Feature 122
111  47.54427925 -122.31223171 1
115  47.54462461 -122.31159316
120 Linear Feature 122
111  47.54452448 -122.31252258 1
115  47.54492048 -122.31179277
120 Linear Feature 122
111  47.54478878 -122.31278112 1
115  47.54514724 -122.31211929
120 Linear Feature 122
111  47.54506383 -122.31301849 1
115  47.54543478 -122.31233210
120 Linear Feature 122
111  47.54541163 -122.31312207 1
115  47.54570270 -122.31258346
120 Linear Feature 121
111  47.54059368 -122.31094914 51
111  47.54080069 -122.31041369 57
111  47.54101098 -122.30987135 51
111  47.54107304 -122.30971250 51
111  47.54110374 -122.30963395
112  47.54110374 -122.30963395  47.54117942 -122.30946553 51
111  47.54127294 -122.30956703 51
111  47.54149449 -122.30982756 51
111  47.54158552 -122.30993400
112  47.54158552 -122.30993400  47.54170914 -122.31004412 51
112  47.54188101 -122.31003087  47.54197750 -122.31002378
111  47.54188101 -122.31003087 51
111  47.54196111 -122.31001762 51
111  47.54202903 -122.31000726
112  47.54202903 -122.31000726  47.54211919 -122.31000036 51
112  47.54224800 -122.31009004  47.54231614 -122.31014689
111  47.54224800 -122.31009004 51
111  47.54230296 -122.31014720 51
111  47.54291093 -122.31086392 51
111  47.54448533 -122.31273614
112  47.54448533 -122.31273614  47.54454085 -122.31280067 51
111  47.54458718 -122.31284684 51
111  47.54510057 -122.31329135
112  47.54510057 -122.31329135  47.54514623 -122.31332517 51
111  47.54518413 -122.31332583 51
111  47.54565437 -122.31331985
112  47.54565437 -122.31331985  47.54571323 -122.31331224 51
111  47.54574271 -122.31325807 51
115  47.54592810 -122.31291341
120 Linear Feature 120
111  47.51456002 -122.29337614 22
111  47.51441882 -122.29328077 22
111  47.51421314 -122.29312417 22
111  47.51416435 -122.29307865
112  47.51416435 -122.29307865  47.51405974 -122.29298095 22
111  47.51403002 -122.29280886 22
111  47.51401542 -122.29270410
112  47.51401542 -122.29270410  47.51399390 -122.29247886 22
111  47.51401055 -122.29234852 22
115  47.51402469 -122.29227591
120 Linear Feature 119
111  47.51402933 -122.29256572 51
115  47.51420181 -122.29198234
120 Linear Feature 118
111  47.51436664 -122.29330352 22
111  47.51431580 -122.29325143
112  47.51431580 -122.29325143  47.51420046 -122.29310105 22
112  47.51422814 -122.29282748  47.51424655 -122.29273342
111  47.51422814 -122.29282748 20
111  47.51424371 -122.29276448 20
115  47.51437757 -122.29231757
120 Linear Feature 117
111  47.51453440 -122.29346054 22
111  47.51439732 -122.29336855
112  47.51439732 -122.29336855  47.51423842 -122.29326060 22
111  47.51415693 -122.29318273 22
111  47.51409587 -122.29312099
112  47.51409587 -122.29312099  47.51402768 -122.29304038 22
111  47.51400198 -122.29290015 22
111  47.51395154 -122.29253314
112  47.51395154 -122.29253314  47.51394223 -122.29244075 22
111  47.51395078 -122.29241112 20
111  47.51395877 -122.29238386 20
115  47.51409983 -122.29190249
120 Linear Feature 116
112  47.51456850 -122.29301940  47.51448019 -122.29326867 22
111  47.51429182 -122.29323739 22
115  47.51422841 -122.29321421
120 Linear Feature 115
111  47.51470561 -122.29352250 22
111  47.51465861 -122.29347872
112  47.51465861 -122.29347872  47.51449980 -122.29328501 22
111  47.51456850 -122.29301940 22
111  47.51457863 -122.29298474 20
115  47.51473281 -122.29246201
120 Linear Feature 114
112  47.51420131 -122.29319671  47.51444167 -122.29326782 58
115  47.51452568 -122.29300498
120 Linear Feature 113
111  47.51466056 -122.29349339 58
111  47.51461732 -122.29345042
112  47.51461732 -122.29345042  47.51446489 -122.29326510 58
111  47.51452568 -122.29300498 58
111  47.51453558 -122.29296938 51
111  47.51455239 -122.29291286 51
115  47.51472818 -122.29232169
120 Linear Feature 112
111  47.51710267 -122.29271963 54
111  47.51673552 -122.29240934 54
115  47.51644478 -122.29216362
120 Linear Feature 111
111  47.51903719 -122.29434058 54
111  47.51881092 -122.29414866 54
115  47.51859262 -122.29396349
120 Linear Feature 110
111  47.51747264 -122.29233245 53 102
111  47.51741096 -122.29232937
112  47.51741096 -122.29232937  47.51731499 -122.29234824 53 102
112  47.51717080 -122.29254312  47.51710295 -122.29269235
111  47.51717080 -122.29254312 53 102
111  47.51710267 -122.29271963 53 102
111  47.51708477 -122.29278126
112  47.51708477 -122.29278126  47.51705548 -122.29296005 53 102
111  47.51714979 -122.29305479 53 102
111  47.51775099 -122.29356155 53 102
111  47.51818868 -122.29384873 53 102
111  47.51845213 -122.29401547
112  47.51845213 -122.29401547  47.51862901 -122.29408799 53 102
111  47.51871887 -122.29386267 53 102
111  47.51878681 -122.29369358
112  47.51878681 -122.29369358  47.51882985 -122.29355805 53 102
115  47.51882079 -122.29346937
120 Linear Feature 109
111  47.51663634 -122.29330182 55
111  47.51639990 -122.29310099 55
115  47.51616741 -122.29290351
120 Linear Feature 108
111  47.51616741 -122.29290351 53 102
111  47.51638991 -122.29232918 53 102
111  47.51644478 -122.29216362 53 102
115  47.51662710 -122.29161346
120 Linear Feature 107
112  47.51506155 -122.29333343  47.51497230 -122.29358944 58
111  47.51477768 -122.29355390 58
115  47.51472299 -122.29353373
120 Linear Feature 106
111  47.51517725 -122.29382719 58
111  47.51512997 -122.29377328
112  47.51512997 -122.29377328  47.51501377 -122.29360283 58
111  47.51504760 -122.29339838 58
111  47.51506155 -122.29333343 51
111  47.51508825 -122.29324381 51
115  47.51526090 -122.29266436
120 Linear Feature 105
112  47.51556219 -122.29368422  47.51550108 -122.29394102 58
115  47.51564564 -122.29412978
120 Linear Feature 104
111  47.51527184 -122.29388829 58
111  47.51535332 -122.29389470
112  47.51535332 -122.29389470  47.51550633 -122.29386666 58
111  47.51556219 -122.29368422 51
111  47.51558576 -122.29360383 51
115  47.51576602 -122.29298911
120 Linear Feature 103
111  47.51504073 -122.29373899 58
111  47.51496796 -122.29371253
112  47.51496796 -122.29371253  47.51476840 -122.29368867 58
115  47.51469695 -122.29392239
120 Linear Feature 102
111  47.51454390 -122.29341803 58
111  47.51460636 -122.29347537
112  47.51460636 -122.29347537  47.51475786 -122.29365698 58
111  47.51469695 -122.29392239 51
111  47.51467294 -122.29400280 51
115  47.51449896 -122.29458531
120 Linear Feature 101
111  47.51460319 -122.29345633 22
111  47.51465863 -122.29350514
112  47.51465863 -122.29350514  47.51482647 -122.29370076 22
115  47.51475229 -122.29396524
120 Linear Feature 100
111  47.51510003 -122.29377730 22
111  47.51503947 -122.29375296
112  47.51503947 -122.29375296  47.51483619 -122.29371076 22
111  47.51475229 -122.29396524 22
111  47.51473897 -122.29401003 20
115  47.51457552 -122.29455965
120 Linear Feature 99
111  47.51514708 -122.29380769 58
111  47.51518459 -122.29384950
112  47.51518459 -122.29384950  47.51532662 -122.29404439 58
115  47.51527373 -122.29427880
120 Linear Feature 98
111  47.51560336 -122.29410246 58
111  47.51553647 -122.29408191
112  47.51553647 -122.29408191  47.51535427 -122.29406264 58
111  47.51527373 -122.29427880 58
111  47.51526102 -122.29432024 51
111  47.51524976 -122.29435881 51
115  47.51508717 -122.29491583
120 Linear Feature 97
111  47.51562136 -122.29411409 22
111  47.51568719 -122.29418563
112  47.51568719 -122.29418563  47.51576855 -122.29429005 22
112  47.51574481 -122.29464633  47.51569697 -122.29478609
111  47.51574481 -122.29464633 20
115  47.51554284 -122.29519700
120 Linear Feature 96
111  47.51604062 -122.29403027 58
111  47.51590969 -122.29442588 58
115  47.51580460 -122.29471639
120 Linear Feature 95
111  47.51568701 -122.29415651 58
111  47.51573912 -122.29420654
112  47.51573912 -122.29420654  47.51591342 -122.29443594 58
111  47.51580460 -122.29471639 51
111  47.51578879 -122.29475921 51
115  47.51556303 -122.29537061
120 Linear Feature 94
111  47.51598327 -122.29434790 22
111  47.51603869 -122.29441424
112  47.51603869 -122.29441424  47.51616206 -122.29458789 22
111  47.51610567 -122.29483787 22
111  47.51607558 -122.29492518 20
111  47.51605938 -122.29496924 20
115  47.51590846 -122.29537980
120 Linear Feature 93
112  47.51574023 -122.29419089  47.51595032 -122.29424594 51
111  47.51604062 -122.29403027 51
115  47.51607748 -122.29393728
120 Linear Feature 92
111  47.51619053 -122.29448179 51
111  47.51598327 -122.29434790 51
111  47.51574023 -122.29419089 51
111  47.51568701 -122.29415651 51
111  47.51564564 -122.29412978 51
111  47.51562136 -122.29411409 51
111  47.51560336 -122.29410246 51
111  47.51527184 -122.29388829 51
111  47.51517725 -122.29382719 51
111  47.51514708 -122.29380769 51
111  47.51510003 -122.29377730 51
111  47.51504073 -122.29373899 51
111  47.51472299 -122.29353373 51
111  47.51470561 -122.29352250 51
111  47.51466056 -122.29349339 51
111  47.51460319 -122.29345633 51
111  47.51454390 -122.29341803 51
111  47.51436664 -122.29330352 51
111  47.51422841 -122.29321421 51
111  47.51420131 -122.29319671 51
111  47.51414106 -122.29315779 22
111  47.51407560 -122.29309644
112  47.51407560 -122.29309644  47.51395094 -122.29294254 22
112  47.51394932 -122.29233053  47.51397198 -122.29206934
111  47.51394932 -122.29233053 22
115  47.51396384 -122.29224730
120 Linear Feature 91
111  47.51651785 -122.29432912 20
115  47.51642504 -122.29456900
120 Linear Feature 90
112  47.51622718 -122.29450554  47.51643531 -122.29453613 22
111  47.51651785 -122.29432912 20
115  47.51674523 -122.29374057
120 Linear Feature 89
111  47.51664283 -122.29434136 22
111  47.51669220 -122.29429657
112  47.51669220 -122.29429657  47.51680339 -122.29421256 22
111  47.51691063 -122.29427573 22
111  47.51702173 -122.29434549 20
111  47.51705368 -122.29436592 20
115  47.51734359 -122.29455129
120 Linear Feature 88
112  47.51641322 -122.29448222  47.51648129 -122.29448222 22
111  47.51655816 -122.29442065 22
111  47.51662223 -122.29436469 22
111  47.51664283 -122.29434136 22
111  47.51667460 -122.29430538
112  47.51667460 -122.29430538  47.51680630 -122.29419144 22
111  47.51695486 -122.29426196 22
111  47.51704151 -122.29430751 22
115  47.51719642 -122.29440538
120 Linear Feature 87
112  47.51641318 -122.29457448  47.51651154 -122.29457472 22
111  47.51661572 -122.29447937 22
111  47.51668990 -122.29440817
112  47.51668990 -122.29440817  47.51677774 -122.29432822 22
112  47.51698446 -122.29437384  47.51712003 -122.29444342
111  47.51698446 -122.29437384 22
115  47.51717009 -122.29449043
120 Linear Feature 86
112  47.51630600 -122.29455663  47.51650636 -122.29461511 58
111  47.51659763 -122.29441831 58
111  47.51662223 -122.29436469 51
115  47.51683344 -122.29381666
120 Linear Feature 85
111  47.51643489 -122.29464169 22
111  47.51654443 -122.29478336
112  47.51654443 -122.29478336  47.51657789 -122.29482349 22
111  47.51664534 -122.29487228 22
115  47.51698462 -122.29508862
120 Linear Feature 84
112  47.51643521 -122.29473280  47.51647481 -122.29480950 22
111  47.51652799 -122.29484768 22
111  47.51675670 -122.29499383 20
111  47.51684271 -122.29504911 20
115  47.51713926 -122.29523972
120 Linear Feature 83
111  47.51640313 -122.29472562 22
111  47.51650800 -122.29486007 22
112  47.51660229 -122.29494571  47.51665247 -122.29498074
111  47.51660229 -122.29494571 22
115  47.51696110 -122.29517518
120 Linear Feature 81
112  47.51622718 -122.29450554  47.51646791 -122.29469824 58
111  47.51635902 -122.29504023 58
111  47.51632844 -122.29512468 51
111  47.51631419 -122.29516315 51
115  47.51608335 -122.29578657
120 Linear Feature 80
111  47.51637076 -122.29317792 51
111  47.51607748 -122.29393728 51
111  47.51605415 -122.29403046
112  47.51605415 -122.29403046  47.51601263 -122.29435438 51
111  47.51619053 -122.29448179 51
111  47.51622718 -122.29450554 51
111  47.51630600 -122.29455663 22
111  47.51636637 -122.29461087
112  47.51636637 -122.29461087  47.51640588 -122.29465443 22
111  47.51643521 -122.29473280
112  47.51643521 -122.29473280  47.51650112 -122.29491246 22
111  47.51645027 -122.29507802 22
111  47.51641717 -122.29517091 20
115  47.51621152 -122.29572863
120 Linear Feature 79
111  47.51835150 -122.29474070 55
111  47.51829885 -122.29469640 55
115  47.51824204 -122.29464861
120 Linear Feature 78
111  47.51824204 -122.29464861 53 102
111  47.51826554 -122.29458713 53 102
111  47.51828185 -122.29454447 53 102
111  47.51831480 -122.29445828
112  47.51831480 -122.29445828  47.51833325 -122.29440109 53 102
111  47.51830135 -122.29436648 53 102
111  47.51698199 -122.29325178 53 102
111  47.51693253 -122.29321337
112  47.51693253 -122.29321337  47.51688352 -122.29318372 53 102
112  47.51678597 -122.29319490  47.51671923 -122.29321039
111  47.51678597 -122.29319490 53 102
111  47.51673145 -122.29321704
112  47.51673145 -122.29321704  47.51666562 -122.29325146 53 102
115  47.51663634 -122.29330182
120 Linear Feature 77
111  47.51912668 -122.29538867 55
111  47.51907077 -122.29534121 55
115  47.51901590 -122.29529464
120 Linear Feature 76
111  47.51901590 -122.29529464 53 102
111  47.51904071 -122.29522907 53 102
111  47.51905027 -122.29520382 53 102
111  47.51909096 -122.29509634
112  47.51909096 -122.29509634  47.51910165 -122.29505259 53 102
111  47.51907348 -122.29501929 53 102
111  47.51848122 -122.29451895
112  47.51848122 -122.29451895  47.51844559 -122.29451025 53 102
111  47.51842727 -122.29455006 53 102
111  47.51838784 -122.29464825 53 102
111  47.51837862 -122.29467165 53 102
115  47.51835150 -122.29474070
120 Linear Feature 75
111  47.51936689 -122.29594180 1
115  47.51936751 -122.29637094
120 Linear Feature 74
111  47.51957737 -122.29723766 1
111  47.51957737 -122.29718994 1
115  47.51957737 -122.29714425
120 Linear Feature 74
111  47.51957915 -122.29759956 1
111  47.51957915 -122.29755183 1
115  47.51957915 -122.29750615
120 Linear Feature 74
111  47.51957865 -122.29741942 1
111  47.51957865 -122.29737170 1
115  47.51957864 -122.29732601
120 Linear Feature 74
111  47.51957809 -122.29705419 1
111  47.51957809 -122.29700646 1
115  47.51957809 -122.29696078
120 Linear Feature 74
111  47.51957763 -122.29687225 1
111  47.51957763 -122.29682452 1
115  47.51957763 -122.29677884
120 Linear Feature 74
111  47.51957738 -122.29668967 1
111  47.51957738 -122.29664195 1
115  47.51957738 -122.29659626
120 Linear Feature 74
111  47.51957702 -122.29650749 1
111  47.51957702 -122.29645977 1
115  47.51957701 -122.29641408
120 Linear Feature 74
111  47.51957628 -122.29632585 1
111  47.51957628 -122.29627813 1
115  47.51957628 -122.29623244
120 Linear Feature 74
111  47.51948346 -122.29641780 1
111  47.51948346 -122.29637008 1
115  47.51948346 -122.29632440
120 Linear Feature 74
111  47.51948312 -122.29623642 1
111  47.51948311 -122.29618870 1
115  47.51948311 -122.29614302
120 Linear Feature 74
111  47.51948264 -122.29605300 1
111  47.51948264 -122.29600528 1
115  47.51948264 -122.29595960
120 Linear Feature 74
111  47.51957623 -122.29614279 1
111  47.51957623 -122.29609506 1
115  47.51957623 -122.29604938
120 Linear Feature 73
111  47.51953131 -122.29718968 1
115  47.51957737 -122.29718994
120 Linear Feature 73
111  47.51953309 -122.29755158 1
115  47.51957915 -122.29755183
120 Linear Feature 73
111  47.51953259 -122.29737144 1
115  47.51957865 -122.29737170
120 Linear Feature 73
111  47.51953203 -122.29700621 1
115  47.51957809 -122.29700646
120 Linear Feature 73
111  47.51953157 -122.29682426 1
115  47.51957763 -122.29682452
120 Linear Feature 73
111  47.51953132 -122.29664169 1
115  47.51957738 -122.29664195
120 Linear Feature 73
111  47.51953096 -122.29645951 1
115  47.51957702 -122.29645977
120 Linear Feature 73
111  47.51953022 -122.29627787 1
115  47.51957628 -122.29627813
120 Linear Feature 73
111  47.51948346 -122.29637008 1
115  47.51952962 -122.29636814
120 Linear Feature 73
111  47.51948311 -122.29618870 1
115  47.51952927 -122.29618540
120 Linear Feature 73
111  47.51948264 -122.29600528 1
115  47.51952870 -122.29600554
120 Linear Feature 73
111  47.51953017 -122.29609480 1
115  47.51957623 -122.29609506
120 Linear Feature 72
111  47.51977199 -122.29593546 55
111  47.51968131 -122.29585947 55
115  47.51949522 -122.29570351
120 Linear Feature 71
112  47.51949522 -122.29570351  47.51953005 -122.29569018 53 102
111  47.51954882 -122.29565538 53 102
111  47.51959831 -122.29552809
112  47.51959831 -122.29552809  47.51960683 -122.29547830 53 102
111  47.51958437 -122.29545074 53 102
111  47.51925615 -122.29517451
112  47.51925615 -122.29517451  47.51922026 -122.29515082 53 102
111  47.51919894 -122.29520133 53 102
115  47.51912668 -122.29538867
120 Linear Feature 70
111  47.52113205 -122.29707151 55
111  47.52106486 -122.29701464 55
111  47.52075081 -122.29674880 55
111  47.52043678 -122.29648298 55
111  47.52009501 -122.29619367 55
115  47.52002846 -122.29613734
120 Linear Feature 69
111  47.52002846 -122.29613734 53 102
111  47.52004489 -122.29610300 53 102
111  47.52009393 -122.29597781
112  47.52009393 -122.29597781  47.52011963 -122.29590898 53 102
111  47.52008299 -122.29587235 53 102
111  47.51989265 -122.29571137
112  47.51989265 -122.29571137  47.51985978 -122.29569575 53 102
111  47.51984064 -122.29573187 53 102
111  47.51977957 -122.29588901
112  47.51977957 -122.29588901  47.51977356 -122.29591586 53 102
115  47.51977199 -122.29593546
120 Linear Feature 68
111  47.51990294 -122.29740322 1
111  47.51990315 -122.29745029 1
115  47.51990337 -122.29750156
120 Linear Feature 68
111  47.51990135 -122.29722323 1
111  47.51990155 -122.29727030 1
115  47.51990177 -122.29732158
120 Linear Feature 68
111  47.51989985 -122.29703898 1
111  47.51990006 -122.29708605 1
115  47.51990028 -122.29713732
120 Linear Feature 68
111  47.51989923 -122.29685878 1
111  47.51989943 -122.29690585 1
115  47.51989966 -122.29695712
120 Linear Feature 68
111  47.51989733 -122.29667619 1
111  47.51989754 -122.29672326 1
115  47.51989776 -122.29677453
120 Linear Feature 68
111  47.51989747 -122.29649485 1
111  47.51989767 -122.29654191 1
115  47.51989789 -122.29659319
120 Linear Feature 68
111  47.51989536 -122.29631249 1
111  47.51989556 -122.29635956 1
115  47.51989579 -122.29641083
120 Linear Feature 68
111  47.51990470 -122.29758647 1
111  47.51990490 -122.29763354 1
115  47.51990512 -122.29768481
120 Linear Feature 68
111  47.51990579 -122.29776784 1
111  47.51990599 -122.29781491 1
115  47.51990621 -122.29786618
120 Linear Feature 68
111  47.51980861 -122.29804531 1
111  47.51980881 -122.29809238 1
115  47.51980903 -122.29814365
120 Linear Feature 68
111  47.51990781 -122.29813286 1
111  47.51990801 -122.29817993 1
115  47.51990823 -122.29823121
120 Linear Feature 68
111  47.51990723 -122.29795206 1
111  47.51990744 -122.29799912 1
115  47.51990766 -122.29805040
120 Linear Feature 68
111  47.51980836 -122.29786254 1
111  47.51980856 -122.29790961 1
115  47.51980878 -122.29796088
120 Linear Feature 68
111  47.51980707 -122.29768056 1
111  47.51980727 -122.29772762 1
115  47.51980749 -122.29777890
120 Linear Feature 68
111  47.51980593 -122.29749732 1
111  47.51980613 -122.29754439 1
115  47.51980635 -122.29759566
120 Linear Feature 68
111  47.51980807 -122.29731731 1
111  47.51980827 -122.29736438 1
115  47.51980849 -122.29741565
120 Linear Feature 68
111  47.51980255 -122.29713292 1
111  47.51980275 -122.29717999 1
115  47.51980297 -122.29723127
120 Linear Feature 68
111  47.51979878 -122.29694987 1
111  47.51979899 -122.29699694 1
115  47.51979921 -122.29704821
120 Linear Feature 68
111  47.51979648 -122.29676664 1
111  47.51979668 -122.29681371 1
115  47.51979690 -122.29686498
120 Linear Feature 68
111  47.51979943 -122.29658663 1
111  47.51979963 -122.29663370 1
115  47.51979985 -122.29668498
120 Linear Feature 68
111  47.51979779 -122.29640515 1
111  47.51979800 -122.29645222 1
115  47.51979822 -122.29650349
120 Linear Feature 68
111  47.51979681 -122.29622282 1
111  47.51979701 -122.29626989 1
115  47.51979723 -122.29632116
120 Linear Feature 67
111  47.51985807 -122.29745048 1
115  47.51990315 -122.29745029
120 Linear Feature 67
111  47.51985647 -122.29727049 1
115  47.51990155 -122.29727030
120 Linear Feature 67
111  47.51985498 -122.29708624 1
115  47.51990006 -122.29708605
120 Linear Feature 67
111  47.51985435 -122.29690604 1
115  47.51989943 -122.29690585
120 Linear Feature 67
111  47.51985246 -122.29672345 1
115  47.51989754 -122.29672326
120 Linear Feature 67
111  47.51985259 -122.29654210 1
115  47.51989767 -122.29654191
120 Linear Feature 67
111  47.51985049 -122.29635975 1
115  47.51989556 -122.29635956
120 Linear Feature 67
111  47.51985982 -122.29763372 1
115  47.51990490 -122.29763354
120 Linear Feature 67
111  47.51986079 -122.29781660 1
115  47.51990599 -122.29781491
120 Linear Feature 67
111  47.51980881 -122.29809238 1
115  47.51985389 -122.29809085
120 Linear Feature 67
111  47.51986293 -122.29818012 1
115  47.51990801 -122.29817993
120 Linear Feature 67
111  47.51986236 -122.29799931 1
115  47.51990744 -122.29799912
120 Linear Feature 67
111  47.51980856 -122.29790961 1
115  47.51985364 -122.29790942
120 Linear Feature 67
111  47.51980727 -122.29772762 1
115  47.51985235 -122.29772743
120 Linear Feature 67
111  47.51980613 -122.29754439 1
115  47.51985121 -122.29754420
120 Linear Feature 67
111  47.51980827 -122.29736438 1
115  47.51985335 -122.29736419
120 Linear Feature 67
111  47.51980275 -122.29717999 1
115  47.51984783 -122.29717980
120 Linear Feature 67
111  47.51979899 -122.29699694 1
115  47.51984407 -122.29699675
120 Linear Feature 67
111  47.51979668 -122.29681371 1
115  47.51984176 -122.29681352
120 Linear Feature 67
111  47.51979963 -122.29663370 1
115  47.51984471 -122.29663351
120 Linear Feature 67
111  47.51979800 -122.29645222 1
115  47.51984307 -122.29645202
120 Linear Feature 67
111  47.51979701 -122.29626989 1
115  47.51984209 -122.29626970
120 Linear Feature 66
111  47.52016127 -122.29702583 1
111  47.52016126 -122.29698828 1
115  47.52016125 -122.29695149
120 Linear Feature 66
111  47.52023266 -122.29710193 1
111  47.52023265 -122.29706438 1
115  47.52023264 -122.29702759
120 Linear Feature 66
111  47.52022908 -122.29694116 1
111  47.52022907 -122.29690361 1
115  47.52022907 -122.29686682
120 Linear Feature 66
111  47.52022685 -122.29677891 1
111  47.52022684 -122.29674136 1
115  47.52022683 -122.29670458
120 Linear Feature 66
111  47.52022528 -122.29661707 1
111  47.52022527 -122.29657952 1
115  47.52022526 -122.29654273
120 Linear Feature 66
111  47.52015815 -122.29670155 1
111  47.52015814 -122.29666400 1
115  47.52015813 -122.29662722
120 Linear Feature 66
111  47.52015938 -122.29686352 1
111  47.52015937 -122.29682597 1
115  47.52015937 -122.29678918
120 Linear Feature 66
111  47.52015617 -122.29653981 1
111  47.52015616 -122.29650226 1
115  47.52015615 -122.29646547
120 Linear Feature 65
111  47.52016126 -122.29698828 1
115  47.52020822 -122.29698800
120 Linear Feature 65
111  47.52018569 -122.29706465 1
115  47.52023265 -122.29706438
120 Linear Feature 65
111  47.52018211 -122.29690388 1
115  47.52022907 -122.29690361
120 Linear Feature 65
111  47.52017988 -122.29674164 1
115  47.52022684 -122.29674136
120 Linear Feature 65
111  47.52017831 -122.29657979 1
115  47.52022527 -122.29657952
120 Linear Feature 65
111  47.52015814 -122.29666400 1
115  47.52020510 -122.29666373
120 Linear Feature 65
111  47.52015937 -122.29682597 1
115  47.52020633 -122.29682569
120 Linear Feature 65
111  47.52015616 -122.29650226 1
115  47.52020312 -122.29650198
120 Linear Feature 64
111  47.52026486 -122.29743546 1
115  47.52031874 -122.29743484
120 Linear Feature 64
111  47.52026658 -122.29774087 1
115  47.52032046 -122.29774026
120 Linear Feature 64
111  47.52026832 -122.29804933 1
115  47.52032211 -122.29804822
120 Linear Feature 64
111  47.52027005 -122.29835833 1
115  47.52032385 -122.29835722
120 Linear Feature 64
111  47.52008098 -122.29820773 1
115  47.52013420 -122.29820726
120 Linear Feature 64
111  47.52007821 -122.29789767 1
115  47.52013260 -122.29789757
120 Linear Feature 64
111  47.52007613 -122.29759185 1
115  47.52013101 -122.29759071
120 Linear Feature 64
111  47.52007453 -122.29728484 1
115  47.52012942 -122.29728251
120 Linear Feature 63
111  47.52004189 -122.29626892 1
115  47.52005405 -122.29822031
120 Linear Feature 59
111  47.52049433 -122.29696388 1
111  47.52049433 -122.29692640 1
115  47.52049433 -122.29689038
120 Linear Feature 59
111  47.52049135 -122.29680059 1
111  47.52049135 -122.29676311 1
115  47.52049135 -122.29672709
120 Linear Feature 60
111  47.52048904 -122.29712001 1
111  47.52049017 -122.29708218 1
115  47.52049134 -122.29704279
120 Linear Feature 58
111  47.52049017 -122.29708218 1
115  47.52054155 -122.29708633
120 Linear Feature 61
111  47.52056181 -122.29704188 1
