I
1050 Generated by WorldEditor 2.2.0r2

1    335 1 0 KFAT Fresno Yosemite Intl
112  36.76713833 -119.70469908  36.76716813 -119.70469144 53
111  36.76723486 -119.70466267
112  36.76723486 -119.70466267  36.76727538 -119.70464348 53 102
112  36.76737558 -119.70456124  36.76742544 -119.70450116
111  36.76737558 -119.70456124
112  36.76737558 -119.70456124  36.76742174 -119.70450329 53 102
112  36.76749733 -119.70430312  36.76750722 -119.70419882
111  36.76749733 -119.70430312 53 102
111  36.76749744 -119.70408194 53 102
111  36.76796090 -119.70367205 53 102
111  36.76810317 -119.70370099 53 102
111  36.76853370 -119.70379391 53 102
115  36.76866706 -119.70367927
120 Linear Feature 142
111  36.76634236 -119.70325556 59
111  36.76632375 -119.70361318
112  36.76632375 -119.70361318  36.76632028 -119.70372462 59
111  36.76631910 -119.70386930 59
115  36.76633288 -119.70460966
120 Linear Feature 141
111  36.76633288 -119.70460966
112  36.76633288 -119.70460966  36.76630762 -119.70457393 53
112  36.76627792 -119.70464095  36.76628068 -119.70468219
111  36.76627792 -119.70464095
112  36.76627792 -119.70464095  36.76631241 -119.70475794 53
112  36.76649134 -119.70481794  36.76659406 -119.70480823
111  36.76649134 -119.70481794 53
111  36.76670622 -119.70478108
112  36.76670622 -119.70478108  36.76672729 -119.70474247 53
112  36.76668075 -119.70470461  36.76664263 -119.70470545
111  36.76668075 -119.70470461 53
111  36.76647856 -119.70474269
114  36.76647856 -119.70474269  36.76636827 -119.70474864 53
120 Linear Feature 140
111  36.76606438 -119.70394113 53
112  36.76612728 -119.70402369  36.76613570 -119.70410724
111  36.76612728 -119.70402369 53
111  36.76614136 -119.70474167 53
111  36.76614045 -119.70478496 53
111  36.76613474 -119.70482241
112  36.76613474 -119.70482241  36.76609669 -119.70499559 53
111  36.76597284 -119.70502893 3
111  36.76555797 -119.70503118 3
111  36.76555993 -119.70535781 3
111  36.76552956 -119.70535763 3
111  36.76553733 -119.70763874 3
111  36.76556693 -119.70763880 3
115  36.76556688 -119.70771637
120 Linear Feature 139
112  36.76607479 -119.70351112  36.76612618 -119.70353477 53
111  36.76612902 -119.70358727 53
111  36.76612510 -119.70372817
112  36.76612510 -119.70372817  36.76611128 -119.70380159 53
115  36.76606352 -119.70380503
120 Linear Feature 138
111  36.76637755 -119.70274526 53
111  36.76635052 -119.70312873 53
111  36.76634236 -119.70325556
112  36.76634236 -119.70325556  36.76633506 -119.70331296 53
112  36.76628192 -119.70325574  36.76628192 -119.70321337
111  36.76628192 -119.70325574 53
111  36.76631022 -119.70281667
112  36.76631022 -119.70281667  36.76631733 -119.70273224 53
115  36.76633957 -119.70264953
120 Linear Feature 137
111  36.76635052 -119.70312873 53
115  36.76695485 -119.70377227
120 Linear Feature 136
112  36.76601678 -119.70387074  36.76595709 -119.70387322 51
111  36.76592457 -119.70393488 51
115  36.76592585 -119.70409143
120 Linear Feature 135
111  36.76605196 -119.70387055 51
111  36.76601678 -119.70387074 51
111  36.76577776 -119.70387199
112  36.76577776 -119.70387199  36.76565635 -119.70388476 51
111  36.76564505 -119.70401470 51
115  36.76564465 -119.70414400
120 Linear Feature 134
112  36.76685178 -119.70476205  36.76683670 -119.70471508 51
111  36.76679739 -119.70468178 51
111  36.76633148 -119.70431908
112  36.76633148 -119.70431908  36.76629253 -119.70429344 51
116  36.76620009 -119.70439267  36.76618361 -119.70447136
120 Linear Feature 134
112  36.76684613 -119.70453948  36.76683906 -119.70449075 51
111  36.76680305 -119.70445581 51
111  36.76633095 -119.70408638
112  36.76633095 -119.70408638  36.76629649 -119.70405985 51
116  36.76619541 -119.70415702  36.76617893 -119.70423570
120 Linear Feature 134
112  36.76684451 -119.70430023  36.76683839 -119.70425860 51
111  36.76680735 -119.70422898 51
111  36.76631427 -119.70384506
112  36.76631427 -119.70384506  36.76628084 -119.70382024 51
116  36.76619067 -119.70394054  36.76616839 -119.70403412
120 Linear Feature 134
112  36.76684295 -119.70406993  36.76683683 -119.70402829 51
111  36.76680636 -119.70399726 51
111  36.76633037 -119.70362603
112  36.76633037 -119.70362603  36.76627103 -119.70358474 51
116  36.76618939 -119.70372656  36.76617950 -119.70382447
120 Linear Feature 133
112  36.76620758 -119.70484514  36.76622273 -119.70493324 51
115  36.76629352 -119.70494483
120 Linear Feature 132
112  36.76694948 -119.70482145  36.76686507 -119.70482677 51
111  36.76685178 -119.70476205 51
111  36.76684874 -119.70473878 51
111  36.76684613 -119.70453948 51
111  36.76684451 -119.70430023 51
111  36.76684295 -119.70406993 51
111  36.76684147 -119.70385327
112  36.76684147 -119.70385327  36.76683999 -119.70380338 51
111  36.76680649 -119.70376967 51
111  36.76633722 -119.70340169
112  36.76633722 -119.70340169  36.76628321 -119.70336176 51
112  36.76619682 -119.70352002  36.76618625 -119.70363287
111  36.76619682 -119.70352002 51
111  36.76618939 -119.70372656 51
111  36.76619067 -119.70394054 51
111  36.76619541 -119.70415702 51
111  36.76620009 -119.70439267 51
111  36.76620650 -119.70465938 51
111  36.76620758 -119.70484514 51
115  36.76619780 -119.70503459
120 Linear Feature 131
111  36.77659270 -119.71857830 54 104
111  36.77648993 -119.71858982 54 104
115  36.77638537 -119.71860155
120 Linear Feature 130
111  36.77643560 -119.71936447 54 104
111  36.77654750 -119.71935174 54 104
115  36.77665019 -119.71934007
120 Linear Feature 129
112  36.77666739 -119.71769486  36.77663966 -119.71765793 53 102
112  36.77657515 -119.71762856  36.77654132 -119.71763285
111  36.77657515 -119.71762856
112  36.77657515 -119.71762856  36.77654843 -119.71764396 53 102
112  36.77653128 -119.71776517  36.77653316 -119.71785251
111  36.77653128 -119.71776517 53 102
111  36.77659270 -119.71857830 53 102
111  36.77665019 -119.71934007 53 102
111  36.77668529 -119.71982771
112  36.77668529 -119.71982771  36.77668863 -119.72002023 53 102
112  36.77659210 -119.72036527  36.77652081 -119.72054707
111  36.77659210 -119.72036527 53 102
111  36.77656361 -119.72042540
112  36.77656361 -119.72042540  36.77652548 -119.72051085 53 102
115  36.77655359 -119.72058393
120 Linear Feature 128
112  36.77631449 -119.72016559  36.77639207 -119.72023939 53 102
111  36.77644815 -119.72010019
112  36.77644815 -119.72010019  36.77647679 -119.71997961 53 102
111  36.77647188 -119.71982749 53 102
111  36.77643560 -119.71936447 53 102
111  36.77638537 -119.71860155 53 102
111  36.77636653 -119.71834739
112  36.77636653 -119.71834739  36.77633774 -119.71803703 53 102
112  36.77623083 -119.71747788  36.77615988 -119.71716301
111  36.77623083 -119.71747788 53 102
111  36.77615467 -119.71715845
112  36.77615467 -119.71715845  36.77612057 -119.71702894 53 102
111  36.77609064 -119.71695658
112  36.77609064 -119.71695658  36.77607797 -119.71692845 53 102
111  36.77606039 -119.71690500
112  36.77606039 -119.71690500  36.77590633 -119.71672441 53 102
112  36.77535963 -119.71628184  36.77509070 -119.71609576
111  36.77535963 -119.71628184 53 102
111  36.77523452 -119.71620178 53 102
111  36.77488666 -119.71598800 53 102
111  36.77421993 -119.71560884 53 102
111  36.77371727 -119.71532537
112  36.77371727 -119.71532537  36.77364549 -119.71528955 53 102
111  36.77358111 -119.71528532
112  36.77358111 -119.71528532  36.77356164 -119.71528757 53 102
116  36.77355050 -119.71532550  36.77354705 -119.71535044
120 Linear Feature 127
112  36.77345548 -119.71515834  36.77356209 -119.71514208 51 105
112  36.77378829 -119.71522433  36.77392015 -119.71528827
111  36.77378829 -119.71522433 51 105
111  36.77426270 -119.71549268 57 105
111  36.77492905 -119.71587250 51 105
111  36.77520690 -119.71603375
112  36.77520690 -119.71603375  36.77542333 -119.71616229 51 105
112  36.77582685 -119.71647082  36.77602317 -119.71663268
111  36.77582685 -119.71647082
112  36.77582685 -119.71647082  36.77631419 -119.71690417 51 105
112  36.77698858 -119.71784318  36.77725981 -119.71828848
111  36.77698858 -119.71784318 51 105
115  36.77737248 -119.71849621
120 Linear Feature 126
112  36.77645311 -119.72040740  36.77655667 -119.72022283 51 105
112  36.77658144 -119.71979438  36.77656880 -119.71957015
111  36.77658144 -119.71979438 51 105
111  36.77654750 -119.71935174 57 105
111  36.77648993 -119.71858982 51 105
111  36.77646278 -119.71823908 51 105
111  36.77642982 -119.71795523
112  36.77642982 -119.71795523  36.77624793 -119.71675766 51 105
112  36.77565393 -119.71550295  36.77534581 -119.71491143
111  36.77565393 -119.71550295 51 105
115  36.77527188 -119.71482962
120 Linear Feature 125
111  36.77922692 -119.72426028 54 104
111  36.77933040 -119.72444156 54 104
115  36.77943304 -119.72462139
120 Linear Feature 124
111  36.77984281 -119.72426176 54 104
111  36.77973957 -119.72408011 54 104
115  36.77963605 -119.72389798
120 Linear Feature 123
112  36.78029814 -119.72405360  36.78024050 -119.72399357 53 102
112  36.78011079 -119.72402656  36.78004204 -119.72407030
111  36.78011079 -119.72402656 53 102
111  36.77984281 -119.72426176 53 102
111  36.77943304 -119.72462139 53 102
111  36.77922331 -119.72480722
112  36.77922331 -119.72480722  36.77913655 -119.72490685 53 102
116  36.77916088 -119.72515180  36.77920186 -119.72527092
120 Linear Feature 122
112  36.77863993 -119.72424159  36.77881302 -119.72444557 53 102
112  36.77917008 -119.72431039  36.77932416 -119.72419196
111  36.77917008 -119.72431039 53 102
111  36.77922692 -119.72426028 53 102
111  36.77963605 -119.72389798 53 102
111  36.77978892 -119.72376261
112  36.77978892 -119.72376261  36.77990836 -119.72365556 53 102
116  36.77987989 -119.72332112  36.77981674 -119.72316084
120 Linear Feature 121
111  36.76727404 -119.70761700 55
115  36.76727384 -119.70736541
120 Linear Feature 120
111  36.76702459 -119.70721506 53 102
112  36.76715087 -119.70736570  36.76725439 -119.70737802
111  36.76715087 -119.70736570 53 102
111  36.76727384 -119.70736541
112  36.76727384 -119.70736541  36.76741650 -119.70731719 53 102
112  36.76750712 -119.70703101  36.76751008 -119.70687876
111  36.76750712 -119.70703101 53 102
111  36.76750231 -119.70523537
112  36.76750231 -119.70523537  36.76748887 -119.70501379 53 102
112  36.76726315 -119.70489484  36.76715840 -119.70485192
111  36.76726315 -119.70489484
112  36.76726315 -119.70489484  36.76719870 -119.70486516 53 102
111  36.76713370 -119.70486853 53 102
111  36.76657525 -119.70497263
112  36.76657525 -119.70497263  36.76648981 -119.70499327 53 102
112  36.76645848 -119.70526499  36.76649482 -119.70540109
111  36.76645848 -119.70526499 3
111  36.76653452 -119.70539981 3
111  36.76661911 -119.70550162 3
111  36.76674608 -119.70538673 3
111  36.76686462 -119.70560173 3
113  36.76701796 -119.70588647 3
120 Linear Feature 119
111  36.76998162 -119.71096886 54 104
111  36.76988076 -119.71079210 54 104
111  36.76973271 -119.71053265 54 104
115  36.76950870 -119.71014009
120 Linear Feature 119
111  36.76951335 -119.71072581 52
115  36.76973271 -119.71053265
120 Linear Feature 118
111  36.76996588 -119.71046897 59
111  36.76971381 -119.71069434 59
112  36.76951335 -119.71072581  36.76941409 -119.71069183
111  36.76951335 -119.71072581
112  36.76951335 -119.71072581  36.76947261 -119.71071073 59
111  36.76941823 -119.71065182 59
115  36.76922836 -119.71038786
120 Linear Feature 117
112  36.76902692 -119.70431065  36.76888656 -119.70414083 53 102
112  36.76850146 -119.70423929  36.76831677 -119.70438210
111  36.76850146 -119.70423929 53 102
111  36.76844127 -119.70429218 53 102
111  36.76785011 -119.70481158
112  36.76785011 -119.70481158  36.76778504 -119.70487748 53 102
112  36.76770483 -119.70513323  36.76770033 -119.70525788
111  36.76770483 -119.70513323 53 102
111  36.76771240 -119.70763575
112  36.76771240 -119.70763575  36.76771708 -119.70778035 53 102
112  36.76781638 -119.70801482  36.76788731 -119.70815233
111  36.76781638 -119.70801482 53 102
111  36.76890429 -119.70991929 53 102
111  36.76895235 -119.70999407 53 102
111  36.76922836 -119.71038786 53 102
111  36.76950870 -119.71014009 53 102
111  36.76962089 -119.71004094 53 102
111  36.76996612 -119.71046906 53 102
115  36.77016903 -119.71028975
120 Linear Feature 116
111  36.76648248 -119.70821068 3
111  36.76648123 -119.70762179 3
111  36.76626023 -119.70762111
112  36.76626023 -119.70762111  36.76617928 -119.70762955 3
116  36.76610093 -119.70772733  36.76606655 -119.70777836
120 Linear Feature 115
112  36.76560131 -119.70580596  36.76560771 -119.70577536 51
111  36.76562862 -119.70575672 51
111  36.76594390 -119.70552673 51
111  36.76616784 -119.70536337
112  36.76616784 -119.70536337  36.76618913 -119.70534439 51
115  36.76619647 -119.70531531
120 Linear Feature 115
112  36.76560261 -119.70615539  36.76560901 -119.70612479 51
111  36.76562992 -119.70610517 51
111  36.76594353 -119.70587478 51
111  36.76616847 -119.70570953
112  36.76616847 -119.70570953  36.76619529 -119.70568243 51
115  36.76619767 -119.70565403
120 Linear Feature 115
112  36.76560370 -119.70644913  36.76561010 -119.70642075 51
111  36.76563180 -119.70640038 51
111  36.76595969 -119.70616099 51
111  36.76616809 -119.70600884
112  36.76616809 -119.70600884  36.76618958 -119.70599010 51
115  36.76619871 -119.70594890
120 Linear Feature 115
112  36.76560510 -119.70682553  36.76561150 -119.70679715 51
111  36.76563320 -119.70677678 51
111  36.76597374 -119.70652768 51
111  36.76617338 -119.70638164
112  36.76617338 -119.70638164  36.76619486 -119.70636291 51
115  36.76620004 -119.70632787
120 Linear Feature 114
112  36.76560621 -119.70712317  36.76560917 -119.70709730 51
111  36.76563097 -119.70707341 51
111  36.76597445 -119.70680969 51
111  36.76617730 -119.70665394
112  36.76617730 -119.70665394  36.76619670 -119.70663321 51
115  36.76620101 -119.70660226
120 Linear Feature 113
112  36.76564863 -119.70746580  36.76560103 -119.70738923 51
111  36.76565866 -119.70733777 51
111  36.76597840 -119.70709295 51
111  36.76618043 -119.70693825
112  36.76618043 -119.70693825  36.76619791 -119.70691551 51
115  36.76620203 -119.70688927
120 Linear Feature 112
112  36.76688388 -119.70609337  36.76688092 -119.70607489 51
111  36.76686337 -119.70605311 51
111  36.76640945 -119.70573030 51
111  36.76621972 -119.70559539
112  36.76621972 -119.70559539  36.76620442 -119.70557978 51
115  36.76619731 -119.70555338
120 Linear Feature 112
112  36.76688506 -119.70637648  36.76688210 -119.70635800 51
111  36.76686554 -119.70633643 51
111  36.76641155 -119.70601313 51
111  36.76622022 -119.70587688
112  36.76622022 -119.70587688  36.76620459 -119.70586127 51
115  36.76619831 -119.70583446
120 Linear Feature 111
112  36.76688623 -119.70665721  36.76688280 -119.70664438 51
111  36.76686857 -119.70661987 51
111  36.76641335 -119.70629740 51
111  36.76622497 -119.70616395
112  36.76622497 -119.70616395  36.76620413 -119.70614533 51
115  36.76619931 -119.70612018
120 Linear Feature 110
112  36.76688741 -119.70694015  36.76688362 -119.70692034 51
111  36.76686435 -119.70689982 51
111  36.76639691 -119.70656714 51
111  36.76622866 -119.70644740
112  36.76622866 -119.70644740  36.76620267 -119.70642864 51
115  36.76620029 -119.70639837
120 Linear Feature 110
112  36.76688859 -119.70722286  36.76688480 -119.70720305 51
111  36.76686553 -119.70718195 51
111  36.76640225 -119.70685242 51
111  36.76622229 -119.70672441
112  36.76622229 -119.70672441  36.76621005 -119.70671062 51
115  36.76620131 -119.70668603
120 Linear Feature 109
112  36.76665878 -119.70749055  36.76671145 -119.70747807 51
116  36.76669121 -119.70733987  36.76664588 -119.70728547
120 Linear Feature 108
111  36.76690502 -119.70748966 51
111  36.76669121 -119.70733987 51
111  36.76640245 -119.70713513 51
111  36.76623008 -119.70701292
112  36.76623008 -119.70701292  36.76620837 -119.70699173 51
115  36.76620228 -119.70696047
120 Linear Feature 107
112  36.76611996 -119.70749249  36.76619442 -119.70747369 51
115  36.76620377 -119.70738330
120 Linear Feature 106
112  36.76629152 -119.70749187  36.76621308 -119.70747626 51
111  36.76620377 -119.70738330 51
111  36.76620228 -119.70696047 51
111  36.76620203 -119.70688927 51
111  36.76620131 -119.70668603 51
111  36.76620101 -119.70660226 51
111  36.76620029 -119.70639837 51
111  36.76620004 -119.70632787 51
111  36.76619931 -119.70612018 51
111  36.76619871 -119.70594890 51
111  36.76619831 -119.70583446 51
111  36.76619767 -119.70565403 51
111  36.76619731 -119.70555338 51
111  36.76619647 -119.70531531 51
115  36.76619630 -119.70526703
120 Linear Feature 105
112  36.76688942 -119.70742243  36.76687646 -119.70747820 51
115  36.76683682 -119.70748991
120 Linear Feature 104
112  36.76690502 -119.70748966  36.76686879 -119.70750474 51
111  36.76686359 -119.70756436 51
111  36.76686296 -119.70775310
112  36.76686296 -119.70775310  36.76685680 -119.70782494 51
111  36.76680446 -119.70783388 51
111  36.76674142 -119.70783402 51
111  36.76669893 -119.70783411
112  36.76669893 -119.70783411  36.76664821 -119.70782229 51
111  36.76664214 -119.70775355 51
111  36.76664326 -119.70755933
112  36.76664326 -119.70755933  36.76665292 -119.70750115 51
115  36.76669737 -119.70749041
120 Linear Feature 103
112  36.76760854 -119.70703802  36.76758788 -119.70721980 51
112  36.76731078 -119.70747904  36.76713338 -119.70755666
111  36.76731078 -119.70747904
112  36.76731078 -119.70747904  36.76729402 -119.70748358 51
116  36.76725893 -119.70748839  36.76724162 -119.70749025
120 Linear Feature 102
112  36.76694021 -119.70748953  36.76690232 -119.70747894 51
111  36.76688942 -119.70742243 51
111  36.76688859 -119.70722286 51
111  36.76688741 -119.70694015 51
111  36.76688623 -119.70665721 51
111  36.76688506 -119.70637648 51
111  36.76688388 -119.70609337 51
111  36.76688278 -119.70583086
112  36.76688278 -119.70583086  36.76688089 -119.70578829 51
111  36.76685456 -119.70576507 51
111  36.76640478 -119.70544559 51
111  36.76622042 -119.70531465
112  36.76622042 -119.70531465  36.76620025 -119.70529230 51
111  36.76619630 -119.70526703 51
111  36.76619780 -119.70503459
112  36.76619780 -119.70503459  36.76620451 -119.70498384 51
115  36.76623668 -119.70496258
120 Linear Feature 101
112  36.76718532 -119.70477707  36.76745612 -119.70479270 51
116  36.76760203 -119.70521240  36.76763834 -119.70539581
120 Linear Feature 100
112  36.76763136 -119.70781968  36.76754296 -119.70753769 51
111  36.76732148 -119.70749606 51
111  36.76725893 -119.70748839 51
111  36.76694021 -119.70748953 51
111  36.76690502 -119.70748966 51
111  36.76683682 -119.70748991 51
111  36.76669737 -119.70749041 51
111  36.76665878 -119.70749055 51
111  36.76629152 -119.70749187 51
111  36.76611996 -119.70749249 51
111  36.76570356 -119.70749399
112  36.76570356 -119.70749399  36.76567968 -119.70748980 51
111  36.76564863 -119.70746580
112  36.76564863 -119.70746580  36.76561146 -119.70742803 51
111  36.76560712 -119.70736645 51
111  36.76560621 -119.70712317 51
111  36.76560510 -119.70682553 51
111  36.76560370 -119.70644913 51
111  36.76560261 -119.70615539 51
111  36.76560131 -119.70580596 51
111  36.76560006 -119.70546982
112  36.76560006 -119.70546982  36.76560101 -119.70543050 51
111  36.76562607 -119.70541011 51
111  36.76594774 -119.70517551 51
111  36.76610626 -119.70505991 51
111  36.76620669 -119.70497943 51
111  36.76623668 -119.70496258
112  36.76623668 -119.70496258  36.76625997 -119.70495248 51
111  36.76629352 -119.70494483 51
111  36.76694948 -119.70482144 51
111  36.76718532 -119.70477707 51
111  36.76769705 -119.70468081
112  36.76769705 -119.70468081  36.76777066 -119.70466308 51
115  36.76783828 -119.70461485
120 Linear Feature 99
111  36.76998728 -119.71069742 51 105
111  36.77005633 -119.71065137
112  36.77005633 -119.71065137  36.77012780 -119.71060473 51 105
116  36.77033834 -119.71058763  36.77044333 -119.71059890
120 Linear Feature 98
111  36.77279362 -119.71589521 54 104
111  36.77269164 -119.71571652 54 104
115  36.77258989 -119.71553823
120 Linear Feature 97
111  36.77020375 -119.71219879 54
115  36.77003850 -119.71234288
120 Linear Feature 96
112  36.77057080 -119.71099258  36.77043423 -119.71082516 53 102
112  36.77007274 -119.71089483  36.76990700 -119.71100385
111  36.77007274 -119.71089483 53 102
111  36.77001373 -119.71093991 53 102
111  36.76998162 -119.71096886 53 102
111  36.76991004 -119.71103340
112  36.76991004 -119.71103340  36.76981403 -119.71114763 53 102
112  36.76984977 -119.71141322  36.76990997 -119.71157709
111  36.76984977 -119.71141322 53 102
111  36.77017738 -119.71214601 53 102
111  36.77020375 -119.71219879 53 102
111  36.77174158 -119.71488712 53 102
111  36.77222446 -119.71556377
112  36.77222446 -119.71556377  36.77229073 -119.71564569 53 102
112  36.77251097 -119.71560797  36.77259687 -119.71553797
111  36.77251097 -119.71560797 53 102
111  36.77258989 -119.71553823 53 102
111  36.77279412 -119.71535777
112  36.77279412 -119.71535777  36.77286845 -119.71528769 53 102
116  36.77285920 -119.71500189  36.77280349 -119.71488112
120 Linear Feature 95
111  36.77298537 -119.71963479 55
111  36.77259462 -119.71894803
112  36.77259462 -119.71894803  36.77256652 -119.71888967 55
112  36.77255606 -119.71880001  36.77255648 -119.71873982
111  36.77255606 -119.71880001 55
111  36.77256195 -119.71874490
112  36.77256195 -119.71874490  36.77259554 -119.71848447 55
112  36.77245040 -119.71804489  36.77232651 -119.71780501
111  36.77245040 -119.71804489 55
115  36.77157222 -119.71649768
120 Linear Feature 94
111  36.76928451 -119.71857068 53 102
111  36.77131950 -119.71677350 53 102
111  36.77135182 -119.71674118 53 102
111  36.77157222 -119.71649768 53 102
111  36.77185754 -119.71618284
112  36.77185754 -119.71618284  36.77191466 -119.71611150 53 102
112  36.77191287 -119.71578991  36.77184311 -119.71559735
111  36.77191287 -119.71578991 53 102
111  36.77159661 -119.71507355 53 102
111  36.77156306 -119.71501279 53 102
111  36.77003850 -119.71234288 53 102
111  36.76763875 -119.70814193
112  36.76763875 -119.70814193  36.76760181 -119.70807438 53 102
112  36.76756498 -119.70796370  36.76754219 -119.70789358
111  36.76756498 -119.70796370 53 102
111  36.76753008 -119.70784471
112  36.76753008 -119.70784471  36.76748956 -119.70770371 53 102
112  36.76730412 -119.70761837  36.76720791 -119.70760487
111  36.76730412 -119.70761837 53 102
111  36.76727404 -119.70761700 53 102
111  36.76713458 -119.70761735 53 102
116  36.76702817 -119.70773901  36.76698888 -119.70784070
120 Linear Feature 93
111  36.77212689 -119.71867826 1
115  36.77212956 -119.71867296
120 Linear Feature 92
111  36.77212015 -119.71883265 1
115  36.77211303 -119.71882004
120 Linear Feature 92
111  36.77207205 -119.71887503 1
115  36.77206850 -119.71886874
120 Linear Feature 91
112  36.77314323 -119.71940833  36.77321087 -119.71945730 51
115  36.77325191 -119.71952241
120 Linear Feature 90
112  36.77253434 -119.71940891  36.77273291 -119.71926378 51
112  36.77306080 -119.71935985  36.77322783 -119.71944115
111  36.77306080 -119.71935985 51
111  36.77314323 -119.71940833 51 101
115  36.77372316 -119.71974057
120 Linear Feature 89
111  36.77212956 -119.71867296 51
115  36.77234471 -119.71884253
120 Linear Feature 89
111  36.77225013 -119.71870859 51
115  36.77206850 -119.71886874
120 Linear Feature 88
111  36.77189705 -119.71901343 1
115  36.77188675 -119.71902784
120 Linear Feature 88
111  36.77187271 -119.71898244 1
115  36.77185914 -119.71900143
120 Linear Feature 88
111  36.77186822 -119.71897744 1
115  36.77185465 -119.71899643
120 Linear Feature 88
111  36.77186379 -119.71897251 1
115  36.77185022 -119.71899150
120 Linear Feature 88
111  36.77185639 -119.71896426 1
111  36.77184972 -119.71897360 1
115  36.77184282 -119.71898325
120 Linear Feature 88
111  36.77182134 -119.71892486 1
111  36.77181468 -119.71893418 1
115  36.77180777 -119.71894385
120 Linear Feature 87
112  36.77261495 -119.71933822  36.77246251 -119.71945002 51
112  36.77213477 -119.71929408  36.77198103 -119.71914273
111  36.77213477 -119.71929408 51
111  36.77184972 -119.71897360 51
115  36.77181468 -119.71893418
120 Linear Feature 86
111  36.77194321 -119.71935454 20
111  36.77181937 -119.71921651 20
111  36.77186969 -119.71906798 20
111  36.77181632 -119.71900696 20
111  36.77183128 -119.71898718 20
111  36.77175812 -119.71890541 20
111  36.77178852 -119.71886765 20
111  36.77185997 -119.71894935 20
111  36.77187484 -119.71893053 20
111  36.77192607 -119.71899025 20
111  36.77204625 -119.71891706 20
115  36.77218679 -119.71907568
120 Linear Feature 85
111  36.77155361 -119.71923030 1
115  36.77156378 -119.71922131
120 Linear Feature 85
111  36.77152970 -119.71919299 1
115  36.77154375 -119.71918057
120 Linear Feature 85
111  36.77152581 -119.71918615 1
115  36.77153987 -119.71917373
120 Linear Feature 85
111  36.77152252 -119.71918034 1
115  36.77153657 -119.71916792
120 Linear Feature 85
111  36.77151384 -119.71916504 1
111  36.77152060 -119.71915907 1
115  36.77152789 -119.71915262
120 Linear Feature 85
111  36.77148998 -119.71912327 1
111  36.77149674 -119.71911730 1
115  36.77150403 -119.71911085
120 Linear Feature 84
112  36.77225249 -119.71965759  36.77207327 -119.71976664 51
112  36.77172493 -119.71951677  36.77158191 -119.71929724
111  36.77172493 -119.71951677 51
111  36.77152060 -119.71915907 51
115  36.77149674 -119.71911730
120 Linear Feature 83
111  36.77182279 -119.71933383 20
111  36.77171181 -119.71914220 20
111  36.77158691 -119.71918259 20
111  36.77155192 -119.71912277 20
111  36.77153462 -119.71913718 20
111  36.77148195 -119.71904430 20
111  36.77144646 -119.71907479 20
111  36.77149995 -119.71916921 20
111  36.77148387 -119.71918391 20
111  36.77151786 -119.71924490 20
111  36.77144636 -119.71937960 20
115  36.77155671 -119.71957425
120 Linear Feature 82
111  36.77102189 -119.71940693 1
115  36.77101408 -119.71942103
120 Linear Feature 82
111  36.77100822 -119.71939513 1
111  36.77100438 -119.71940206 1
115  36.77100041 -119.71940923
120 Linear Feature 81
111  36.77163122 -119.71986092 51
111  36.77150819 -119.71981684
112  36.77150819 -119.71981684  36.77145806 -119.71979683 51
111  36.77139092 -119.71973554 51
115  36.77100438 -119.71940206
120 Linear Feature 80
111  36.77121555 -119.71982966 20
111  36.77101766 -119.71965782 20
111  36.77103194 -119.71951344 20
111  36.77091018 -119.71940921 20
111  36.77097933 -119.71928715 20
111  36.77109821 -119.71939068 20
111  36.77120584 -119.71932776 20
115  36.77139594 -119.71949214
120 Linear Feature 79
111  36.77077218 -119.71967099 1
115  36.77076029 -119.71968592
120 Linear Feature 79
111  36.77076280 -119.71965938 1
111  36.77075668 -119.71966706 1
115  36.77075092 -119.71967430
120 Linear Feature 78
112  36.77200251 -119.71673235  36.77184891 -119.71649293 51
115  36.77164404 -119.71664016
120 Linear Feature 77
112  36.77293290 -119.71873573  36.77290734 -119.71895326 51
112  36.77267298 -119.71928733  36.77251850 -119.71943677
111  36.77267298 -119.71928733 51
111  36.77261495 -119.71933822 51
111  36.77253434 -119.71940891 51
111  36.77225249 -119.71965759 51
111  36.77208152 -119.71980844
112  36.77208152 -119.71980844  36.77194857 -119.71991085 51
112  36.77173448 -119.71989693  36.77163325 -119.71986721
111  36.77173448 -119.71989693 51
111  36.77163122 -119.71986092 51
111  36.77159475 -119.71986246 51
111  36.77105400 -119.71995194
112  36.77105400 -119.71995194  36.77099739 -119.71995490 51
111  36.77095347 -119.71991082 51
115  36.77075668 -119.71966706
120 Linear Feature 76
111  36.77108721 -119.71978875 20
111  36.77094437 -119.71964923 20
111  36.77086639 -119.71968845 20
111  36.77075006 -119.71955963 20
111  36.77067039 -119.71967255 20
111  36.77078675 -119.71980043 20
111  36.77076398 -119.71989967 20
115  36.77089120 -119.72005698
120 Linear Feature 75
111  36.77216274 -119.71840431 1
115  36.77215081 -119.71838327
120 Linear Feature 75
111  36.77211903 -119.71844293 1
115  36.77210710 -119.71842189
120 Linear Feature 75
111  36.77211538 -119.71844616 1
115  36.77210345 -119.71842511
120 Linear Feature 75
111  36.77211198 -119.71844916 1
115  36.77210005 -119.71842811
120 Linear Feature 75
111  36.77210626 -119.71845422 1
111  36.77210009 -119.71844335 1
115  36.77209432 -119.71843317
120 Linear Feature 75
111  36.77206899 -119.71848698 1
111  36.77206282 -119.71847611 1
115  36.77205705 -119.71846594
120 Linear Feature 74
112  36.77281635 -119.71815898  36.77265257 -119.71797570 51
