A
1000 Generated by WorldEditor

1      3 1 0 KPAO Palo Alto
111  37.45653077 -122.11318138 20
115  37.45653077 -122.11314625
120 Linear Feature 143
111  37.45656209 -122.11316454 20
115  37.45653029 -122.11316502
120 Linear Feature 144
111  37.45594431 -122.11226732 20
115  37.45594431 -122.11223220
120 Linear Feature 143
111  37.45597563 -122.11225048 20
115  37.45594383 -122.11225096
120 Linear Feature 144
111  37.45565082 -122.11238201 20
115  37.45565082 -122.11234688
120 Linear Feature 143
111  37.45568214 -122.11236517 20
115  37.45565035 -122.11236565
120 Linear Feature 144
111  37.45477610 -122.11272838 20
115  37.45477610 -122.11269326
120 Linear Feature 143
111  37.45480742 -122.11271154 20
115  37.45477562 -122.11271202
120 Linear Feature 144
111  37.45505619 -122.11216513 20
115  37.45505619 -122.11213001
120 Linear Feature 143
111  37.45508752 -122.11214829 20
115  37.45505572 -122.11214877
120 Linear Feature 144
111  37.45505619 -122.11313625 20
115  37.45505619 -122.11310113
120 Linear Feature 143
111  37.45508752 -122.11311941 20
115  37.45505572 -122.11311989
120 Linear Feature 144
111  37.45535428 -122.11241439 20
115  37.45535428 -122.11237926
120 Linear Feature 143
111  37.45538560 -122.11239755 20
115  37.45535381 -122.11239803
120 Linear Feature 144
111  37.45435333 -122.11443639 20
115  37.45435333 -122.11440126
120 Linear Feature 143
111  37.45438465 -122.11441955 20
115  37.45435286 -122.11442003
120 Linear Feature 144
111  37.45461588 -122.11480731 20
115  37.45461588 -122.11477219
120 Linear Feature 143
111  37.45464720 -122.11479047 20
115  37.45461540 -122.11479095
120 Linear Feature 144
111  37.45460622 -122.11416769 20
115  37.45460622 -122.11413256
120 Linear Feature 143
111  37.45463754 -122.11415084 20
115  37.45460575 -122.11415133
120 Linear Feature 144
111  37.45488424 -122.11402663 20
115  37.45488424 -122.11399150
120 Linear Feature 143
111  37.45491556 -122.11400979 20
115  37.45488376 -122.11401027
120 Linear Feature 144
111  37.45488424 -122.11464924 20
115  37.45488424 -122.11461411
120 Linear Feature 143
111  37.45491556 -122.11463239 20
115  37.45488376 -122.11463287
120 Linear Feature 144
111  37.45535145 -122.11336511 20
115  37.45535145 -122.11332998
120 Linear Feature 143
111  37.45538277 -122.11334827 20
115  37.45535098 -122.11334875
120 Linear Feature 144
111  37.45564825 -122.11348261 20
115  37.45564825 -122.11344749
120 Linear Feature 143
111  37.45567957 -122.11346577 20
115  37.45564778 -122.11346625
120 Linear Feature 144
111  37.45594120 -122.11337579 20
115  37.45594120 -122.11334066
120 Linear Feature 143
111  37.45597252 -122.11335895 20
115  37.45594072 -122.11335943
120 Linear Feature 144
111  37.45623348 -122.11240050 20
115  37.45623348 -122.11236537
120 Linear Feature 143
111  37.45626480 -122.11238366 20
115  37.45623300 -122.11238414
120 Linear Feature 144
111  37.45565393 -122.11174734 20
115  37.45565393 -122.11171221
120 Linear Feature 143
111  37.45568525 -122.11173050 20
115  37.45565346 -122.11173098
120 Linear Feature 144
111  37.45565136 -122.11284794 20
115  37.45565136 -122.11281281
120 Linear Feature 143
111  37.45568268 -122.11283110 20
115  37.45565089 -122.11283158
120 Linear Feature 144
111  37.45594431 -122.11274112 20
115  37.45594431 -122.11270599
120 Linear Feature 143
111  37.45597563 -122.11272428 20
115  37.45594383 -122.11272476
120 Linear Feature 144
111  37.45594120 -122.11384958 20
115  37.45594120 -122.11381446
120 Linear Feature 143
111  37.45597252 -122.11383274 20
115  37.45594072 -122.11383322
120 Linear Feature 144
111  37.45623348 -122.11287429 20
115  37.45623348 -122.11283916
120 Linear Feature 143
111  37.45626480 -122.11285745 20
115  37.45623300 -122.11285793
120 Linear Feature 144
111  37.45623114 -122.11382776 20
115  37.45623114 -122.11379263
120 Linear Feature 143
111  37.45626246 -122.11381092 20
115  37.45623066 -122.11381140
120 Linear Feature 144
111  37.45653077 -122.11350126 20
115  37.45653077 -122.11346613
120 Linear Feature 143
111  37.45656209 -122.11348442 20
115  37.45653029 -122.11348490
120 Linear Feature 144
111  37.45685008 -122.11240022 20
115  37.45685008 -122.11236510
120 Linear Feature 143
111  37.45688140 -122.11238338 20
115  37.45684960 -122.11238386
120 Linear Feature 144
111  37.45684572 -122.11271186 20
115  37.45684572 -122.11267674
120 Linear Feature 143
111  37.45687704 -122.11269502 20
115  37.45684524 -122.11269550
120 Linear Feature 144
111  37.45684790 -122.11303394 20
115  37.45684790 -122.11298289
120 Linear Feature 143
111  37.45687922 -122.11300946 20
115  37.45684742 -122.11301016
120 Linear Feature 144
111  37.45715631 -122.11272147 20
115  37.45715631 -122.11268635
120 Linear Feature 143
111  37.45718763 -122.11270463 20
115  37.45715584 -122.11270511
120 Linear Feature 144
111  37.45653144 -122.11208769 20
115  37.45653144 -122.11205256
120 Linear Feature 143
111  37.45656276 -122.11207085 20
115  37.45653096 -122.11207133
120 Linear Feature 144
111  37.45653035 -122.11239384 20
115  37.45653035 -122.11235871
120 Linear Feature 143
111  37.45656167 -122.11237700 20
115  37.45652987 -122.11237748
120 Linear Feature 144
111  37.45652817 -122.11271234 20
115  37.45652817 -122.11267722
120 Linear Feature 143
111  37.45655949 -122.11269550 20
115  37.45652769 -122.11269598
120 Linear Feature 144
111  37.45653035 -122.11301986 20
115  37.45653035 -122.11298474
120 Linear Feature 143
111  37.45656167 -122.11300302 20
115  37.45652987 -122.11300350
120 Linear Feature 144
111  37.45594389 -122.11210306 20
115  37.45594389 -122.11206794
120 Linear Feature 143
111  37.45597521 -122.11208622 20
115  37.45594341 -122.11208670
120 Linear Feature 144
111  37.45565040 -122.11221775 20
115  37.45565040 -122.11218262
120 Linear Feature 143
111  37.45568172 -122.11220091 20
115  37.45564993 -122.11220139
120 Linear Feature 144
111  37.45477568 -122.11256412 20
115  37.45477568 -122.11252899
120 Linear Feature 143
111  37.45480700 -122.11254728 20
115  37.45477520 -122.11254776
120 Linear Feature 144
111  37.45505577 -122.11200087 20
115  37.45505577 -122.11196575
120 Linear Feature 143
111  37.45508710 -122.11198403 20
115  37.45505530 -122.11198451
120 Linear Feature 144
111  37.45505577 -122.11297199 20
115  37.45505577 -122.11293686
120 Linear Feature 143
111  37.45508710 -122.11295515 20
115  37.45505530 -122.11295563
120 Linear Feature 144
111  37.45535386 -122.11225013 20
115  37.45535386 -122.11221500
120 Linear Feature 143
111  37.45538518 -122.11223329 20
115  37.45535339 -122.11223377
120 Linear Feature 144
111  37.45435291 -122.11427213 20
115  37.45435291 -122.11423700
120 Linear Feature 143
111  37.45438423 -122.11425528 20
115  37.45435244 -122.11425577
120 Linear Feature 144
111  37.45461546 -122.11464305 20
115  37.45461546 -122.11460793
120 Linear Feature 143
111  37.45464678 -122.11462621 20
115  37.45461498 -122.11462669
120 Linear Feature 144
111  37.45460580 -122.11400343 20
115  37.45460580 -122.11396830
120 Linear Feature 143
111  37.45463712 -122.11398658 20
115  37.45460533 -122.11398707
120 Linear Feature 144
111  37.45488382 -122.11386237 20
115  37.45488382 -122.11382724
120 Linear Feature 143
111  37.45491514 -122.11384553 20
115  37.45488334 -122.11384601
120 Linear Feature 144
111  37.45488382 -122.11448497 20
115  37.45488382 -122.11444985
120 Linear Feature 143
111  37.45491514 -122.11446813 20
115  37.45488334 -122.11446861
120 Linear Feature 144
111  37.45535103 -122.11320085 20
115  37.45535103 -122.11316572
120 Linear Feature 143
111  37.45538235 -122.11318401 20
115  37.45535056 -122.11318449
120 Linear Feature 144
111  37.45564783 -122.11331835 20
115  37.45564783 -122.11328323
120 Linear Feature 143
111  37.45567915 -122.11330151 20
115  37.45564736 -122.11330199
120 Linear Feature 144
111  37.45594078 -122.11321153 20
115  37.45594078 -122.11317640
120 Linear Feature 143
111  37.45597210 -122.11319469 20
115  37.45594030 -122.11319517
120 Linear Feature 144
111  37.45623305 -122.11223623 20
115  37.45623305 -122.11220111
120 Linear Feature 143
111  37.45626438 -122.11221939 20
115  37.45623258 -122.11221987
120 Linear Feature 144
111  37.45594389 -122.11257686 20
115  37.45594389 -122.11254173
120 Linear Feature 143
111  37.45597521 -122.11256001 20
115  37.45594341 -122.11256049
120 Linear Feature 144
111  37.45565040 -122.11269154 20
115  37.45565040 -122.11265642
120 Linear Feature 143
111  37.45568172 -122.11267470 20
115  37.45564993 -122.11267518
120 Linear Feature 144
111  37.45477568 -122.11303791 20
115  37.45477568 -122.11300279
120 Linear Feature 143
111  37.45480700 -122.11302107 20
115  37.45477520 -122.11302155
120 Linear Feature 144
111  37.45505577 -122.11247467 20
115  37.45505577 -122.11243954
120 Linear Feature 143
111  37.45508710 -122.11245783 20
115  37.45505530 -122.11245831
120 Linear Feature 144
111  37.45505577 -122.11344578 20
115  37.45505577 -122.11341066
120 Linear Feature 143
111  37.45508710 -122.11342894 20
115  37.45505530 -122.11342942
120 Linear Feature 144
111  37.45535386 -122.11272392 20
115  37.45535386 -122.11268879
120 Linear Feature 143
111  37.45538518 -122.11270708 20
115  37.45535339 -122.11270756
120 Linear Feature 144
111  37.45435291 -122.11474592 20
115  37.45435291 -122.11471079
120 Linear Feature 143
111  37.45438423 -122.11472908 20
115  37.45435244 -122.11472956
120 Linear Feature 144
111  37.45461546 -122.11511685 20
115  37.45461546 -122.11508172
120 Linear Feature 143
111  37.45464678 -122.11510000 20
115  37.45461498 -122.11510048
120 Linear Feature 144
111  37.45460580 -122.11447722 20
115  37.45460580 -122.11444209
120 Linear Feature 143
111  37.45463712 -122.11446038 20
115  37.45460533 -122.11446086
120 Linear Feature 144
111  37.45488382 -122.11433616 20
115  37.45488382 -122.11430103
120 Linear Feature 143
111  37.45491514 -122.11431932 20
115  37.45488334 -122.11431980
120 Linear Feature 144
111  37.45488382 -122.11495877 20
115  37.45488382 -122.11492364
120 Linear Feature 143
111  37.45491514 -122.11494192 20
115  37.45488334 -122.11494240
120 Linear Feature 144
111  37.45535103 -122.11367464 20
115  37.45535103 -122.11363951
120 Linear Feature 143
111  37.45538235 -122.11365780 20
115  37.45535056 -122.11365828
120 Linear Feature 144
111  37.45564783 -122.11379215 20
115  37.45564783 -122.11375702
120 Linear Feature 143
111  37.45567915 -122.11377530 20
115  37.45564736 -122.11377579
120 Linear Feature 144
111  37.45594078 -122.11368532 20
115  37.45594078 -122.11365020
120 Linear Feature 143
111  37.45597210 -122.11366848 20
115  37.45594030 -122.11366896
120 Linear Feature 144
111  37.45623305 -122.11271003 20
115  37.45623305 -122.11267490
120 Linear Feature 143
111  37.45626438 -122.11269319 20
115  37.45623258 -122.11269367
120 Linear Feature 144
111  37.45623072 -122.11366350 20
115  37.45623072 -122.11362837
120 Linear Feature 143
111  37.45626204 -122.11364666 20
115  37.45623025 -122.11364714
120 Linear Feature 144
111  37.45653035 -122.11333699 20
115  37.45653035 -122.11330187
120 Linear Feature 143
111  37.45656167 -122.11332015 20
115  37.45652987 -122.11332063
120 Linear Feature 144
111  37.45653035 -122.11365687 20
115  37.45653035 -122.11362175
120 Linear Feature 143
111  37.45656167 -122.11364003 20
115  37.45652987 -122.11364051
120 Linear Feature 144
111  37.45684966 -122.11255584 20
115  37.45684966 -122.11252071
120 Linear Feature 143
111  37.45688098 -122.11253899 20
115  37.45684918 -122.11253948
120 Linear Feature 144
111  37.45684530 -122.11286748 20
115  37.45684530 -122.11283235
120 Linear Feature 143
111  37.45687662 -122.11285064 20
115  37.45684482 -122.11285112
120 Linear Feature 144
111  37.45684748 -122.11326012 20
115  37.45684748 -122.11320906
120 Linear Feature 143
111  37.45687880 -122.11323564 20
115  37.45684700 -122.11323634
120 Linear Feature 144
111  37.45715589 -122.11287709 20
115  37.45715589 -122.11284196
120 Linear Feature 143
111  37.45718721 -122.11286025 20
115  37.45715542 -122.11286073
120 Linear Feature 142
111  37.45714172 -122.11299263 20
111  37.45723282 -122.11287182 20
112  37.45724241 -122.11283391  37.45724481 -122.11280069 20
111  37.45725200 -122.11267535 20
112  37.45725559 -122.11264212  37.45725919 -122.11263306 20
111  37.45714291 -122.11252282 20
112  37.45712133 -122.11256511  37.45712133 -122.11258776 20
111  37.45712600 -122.11296296 20
114  37.45713877 -122.11299601  37.45714033 -122.11299634 20
120 Linear Feature 141
111  37.45827172 -122.11451705 20
115  37.45684425 -122.11451349
120 Linear Feature 140
111  37.45710148 -122.11424998 20
115  37.45697072 -122.11425123
120 Linear Feature 139
111  37.45820828 -122.11433901 20
115  37.45695732 -122.11434256
120 Linear Feature 138
111  37.45828742 -122.11417520 20
111  37.45698998 -122.11416808 20
115  37.45693533 -122.11417164
120 Linear Feature 137
111  37.45858138 -122.11328664 20
111  37.45723127 -122.11329327 20
111  37.45711718 -122.11343699 20
112  37.45714526 -122.11346131  37.45719616 -122.11346131 20
113  37.45874497 -122.11345911 20
120 Linear Feature 136
111  37.45831032 -122.11318807 20
116  37.45840513 -122.11298077  37.45836045 -122.11282838
120 Linear Feature 135
111  37.45753398 -122.11289004 20
111  37.45740211 -122.11305616 20
112  37.45743372 -122.11308361  37.45748167 -122.11308224 20
115  37.45837135 -122.11308511
120 Linear Feature 134
111  37.45718895 -122.11314616 20
112  37.45710192 -122.11315347  37.45706565 -122.11311327 20
112  37.45704970 -122.11304931  37.45704825 -122.11297805 20
111  37.45704680 -122.11257605 20
111  37.45705115 -122.11248493 20
112  37.45708886 -122.11244290  37.45711207 -122.11243194 20
112  37.45721941 -122.11241001  37.45724999 -122.11243757 20
115  37.45732013 -122.11249064
120 Linear Feature 131
111  37.45735898 -122.11318942 20
116  37.45729594 -122.11300675  37.45733647 -122.11292619
120 Linear Feature 130
111  37.45744658 -122.11280749 20
115  37.45697550 -122.11342768
120 Linear Feature 129
111  37.45862034 -122.11318762 20
111  37.45721602 -122.11318763 20
112  37.45707022 -122.11331294  37.45704953 -122.11339135 20
112  37.45708648 -122.11350427  37.45712885 -122.11357374 20
112  37.45725970 -122.11356637  37.45727512 -122.11356961 20
115  37.45862416 -122.11357120
120 Linear Feature 128
111  37.45862416 -122.11357120 20
112  37.45872715 -122.11356755  37.45874891 -122.11355293 20
112  37.45878952 -122.11350907  37.45879968 -122.11347801 20
116  37.45877357 -122.11334461  37.45873730 -122.11330624
120 Linear Feature 127
111  37.45903121 -122.11381393 20
112  37.45905022 -122.11379280  37.45905301 -122.11377800 20
112  37.45904854 -122.11374278  37.45904285 -122.11373647 20
111  37.45896523 -122.11366224 20
111  37.45864420 -122.11366123 20
115  37.45693950 -122.11366640
120 Linear Feature 126
111  37.45903140 -122.11381338 20
111  37.45855273 -122.11381529 20
115  37.45690811 -122.11382951
120 Linear Feature 125
111  37.45896997 -122.11389369 1
112  37.45909985 -122.11386053  37.45913671 -122.11381409 1
116  37.45909810 -122.11366374  37.45904193 -122.11361289
120 Linear Feature 115
111  37.45814512 -122.11487329 20
115  37.45814512 -122.11483073
120 Linear Feature 115
111  37.45814730 -122.11502568 20
115  37.45814730 -122.11496390
120 Linear Feature 115
111  37.45824212 -122.11487603 20
115  37.45824212 -122.11483347
120 Linear Feature 115
111  37.45819416 -122.11487603 20
115  37.45819416 -122.11483347
120 Linear Feature 115
111  37.45824212 -122.11487603 20
115  37.45824212 -122.11483347
120 Linear Feature 115
111  37.45819416 -122.11487603 20
115  37.45819416 -122.11483347
120 Linear Feature 115
111  37.45811461 -122.11487329 20
115  37.45811461 -122.11483073
120 Linear Feature 115
111  37.45807973 -122.11487329 20
115  37.45807973 -122.11483073
120 Linear Feature 115
111  37.45808192 -122.11502568 20
115  37.45808192 -122.11496390
120 Linear Feature 115
111  37.45804813 -122.11487329 20
115  37.45804813 -122.11483073
120 Linear Feature 115
111  37.45805031 -122.11502568 20
115  37.45805031 -122.11496390
120 Linear Feature 115
111  37.45801435 -122.11487329 20
115  37.45801435 -122.11483073
120 Linear Feature 115
111  37.45801653 -122.11502568 20
115  37.45801653 -122.11496390
120 Linear Feature 115
111  37.45798056 -122.11487329 20
115  37.45798056 -122.11483073
120 Linear Feature 115
111  37.45798274 -122.11502568 20
115  37.45798274 -122.11496390
120 Linear Feature 115
111  37.45794896 -122.11487329 20
115  37.45794896 -122.11483073
120 Linear Feature 115
111  37.45795114 -122.11502568 20
115  37.45795114 -122.11496390
120 Linear Feature 115
111  37.45791517 -122.11487329 20
115  37.45791517 -122.11483073
120 Linear Feature 115
111  37.45791735 -122.11502568 20
115  37.45791735 -122.11496390
120 Linear Feature 115
111  37.45788248 -122.11487329 20
115  37.45788248 -122.11483073
120 Linear Feature 115
111  37.45788466 -122.11502568 20
115  37.45788466 -122.11496390
120 Linear Feature 115
111  37.45814512 -122.11487329 20
115  37.45814512 -122.11483073
120 Linear Feature 115
111  37.45814730 -122.11502568 20
115  37.45814730 -122.11496390
120 Linear Feature 115
111  37.45824212 -122.11487603 20
115  37.45824212 -122.11483347
120 Linear Feature 115
111  37.45819416 -122.11487603 20
115  37.45819416 -122.11483347
120 Linear Feature 115
111  37.45824212 -122.11487603 20
115  37.45824212 -122.11483347
120 Linear Feature 115
111  37.45819416 -122.11487603 20
115  37.45819416 -122.11483347
120 Linear Feature 115
111  37.45811461 -122.11487329 20
115  37.45811461 -122.11483073
120 Linear Feature 115
111  37.45807973 -122.11487329 20
115  37.45807973 -122.11483073
120 Linear Feature 115
111  37.45808192 -122.11502568 20
115  37.45808192 -122.11496390
120 Linear Feature 115
111  37.45804813 -122.11487329 20
115  37.45804813 -122.11483073
120 Linear Feature 115
111  37.45805031 -122.11502568 20
115  37.45805031 -122.11496390
120 Linear Feature 115
111  37.45801435 -122.11487329 20
115  37.45801435 -122.11483073
120 Linear Feature 115
111  37.45801653 -122.11502568 20
115  37.45801653 -122.11496390
120 Linear Feature 115
111  37.45798056 -122.11487329 20
115  37.45798056 -122.11483073
120 Linear Feature 115
111  37.45798274 -122.11502568 20
115  37.45798274 -122.11496390
120 Linear Feature 115
111  37.45794896 -122.11487329 20
115  37.45794896 -122.11483073
120 Linear Feature 115
111  37.45795114 -122.11502568 20
115  37.45795114 -122.11496390
120 Linear Feature 115
111  37.45791517 -122.11487329 20
115  37.45791517 -122.11483073
120 Linear Feature 115
111  37.45791735 -122.11502568 20
115  37.45791735 -122.11496390
120 Linear Feature 115
111  37.45788248 -122.11487329 20
115  37.45788248 -122.11483073
120 Linear Feature 115
111  37.45788466 -122.11502568 20
115  37.45788466 -122.11496390
120 Linear Feature 115
111  37.45785197 -122.11487191 20
115  37.45785197 -122.11482935
120 Linear Feature 115
111  37.45785415 -122.11502430 20
115  37.45785415 -122.11496252
120 Linear Feature 115
111  37.45781818 -122.11487191 20
115  37.45781818 -122.11482935
120 Linear Feature 115
111  37.45782036 -122.11502430 20
115  37.45782036 -122.11496252
120 Linear Feature 117
111  37.45833338 -122.11505567 20
115  37.45826313 -122.11505451
120 Linear Feature 116
111  37.45827827 -122.11501904 20
111  37.45827839 -122.11503066 20
111  37.45827351 -122.11503056 20
111  37.45827810 -122.11504357 20
111  37.45828299 -122.11503089 20
111  37.45828010 -122.11503072 20
113  37.45828005 -122.11501911 20
120 Linear Feature 119
111  37.45758028 -122.11503998 20
112  37.45744595 -122.11484703  37.45742987 -122.11477310 20
112  37.45721429 -122.11477089  37.45715000 -122.11476677 20
115  37.45700611 -122.11476402
120 Linear Feature 118
111  37.45774288 -122.11505645 20
112  37.45771346 -122.11496858  37.45771346 -122.11491504 20
111  37.45771455 -122.11485875 20
112  37.45767641 -122.11476540  37.45764153 -122.11473382 20
115  37.45759794 -122.11471048
120 Linear Feature 124
111  37.45841503 -122.11482647 20
115  37.45843081 -122.11480623
120 Linear Feature 124
111  37.45840412 -122.11482611 20
115  37.45841990 -122.11480586
120 Linear Feature 124
111  37.45839149 -122.11482683 20
115  37.45840728 -122.11480659
120 Linear Feature 124
111  37.45838088 -122.11482575 20
115  37.45839436 -122.11480731
120 Linear Feature 123
111  37.45843512 -122.11482792 20
115  37.45843569 -122.11480550
120 Linear Feature 122
111  37.45851811 -122.11483057 20
115  37.45849967 -122.11479749
120 Linear Feature 122
111  37.45852585 -122.11483057 20
115  37.45850742 -122.11479749
120 Linear Feature 122
111  37.45853906 -122.11482984 20
115  37.45852062 -122.11479676
120 Linear Feature 122
111  37.45854853 -122.11482984 20
115  37.45853009 -122.11479676
120 Linear Feature 122
111  37.45856045 -122.11482509 20
115  37.45854250 -122.11479707
120 Linear Feature 122
111  37.45856521 -122.11481564 20
115  37.45855402 -122.11479707
120 Linear Feature 121
111  37.45850852 -122.11484384 20
111  37.45849775 -122.11484428 20
111  37.45849845 -122.11479660 20
115  37.45850992 -122.11479597
120 Linear Feature 120
111  37.45856285 -122.11466904 20
115  37.45850836 -122.11466767
120 Linear Feature 120
111  37.45856234 -122.11463638 20
115  37.45850785 -122.11463501
120 Linear Feature 120
111  37.45856030 -122.11460244 20
115  37.45850582 -122.11460106
120 Linear Feature 120
111  37.45856030 -122.11456209 20
115  37.45850582 -122.11456071
120 Linear Feature 120
111  37.45843676 -122.11455953 20
115  37.45838227 -122.11455815
120 Linear Feature 120
111  37.45843676 -122.11459091 20
115  37.45838227 -122.11458953
120 Linear Feature 120
111  37.45843676 -122.11462805 20
115  37.45838227 -122.11462668
120 Linear Feature 120
111  37.45843676 -122.11465880 20
115  37.45838227 -122.11465742
120 Linear Feature 120
111  37.45843473 -122.11473309 20
115  37.45838024 -122.11473172
120 Linear Feature 120
111  37.45843473 -122.11477024 20
115  37.45838024 -122.11476887
120 Linear Feature 120
111  37.45843575 -122.11480610 20
115  37.45838126 -122.11480473
120 Linear Feature 120
111  37.45843524 -122.11482788 20
115  37.45838075 -122.11482651
120 Linear Feature 120
111  37.45843473 -122.11484197 20
115  37.45838024 -122.11484060
120 Linear Feature 120
111  37.45843422 -122.11487912 20
115  37.45837973 -122.11487775
120 Linear Feature 120
111  37.45843422 -122.11491562 20
115  37.45837973 -122.11491425
120 Linear Feature 120
111  37.45856437 -122.11476768 20
115  37.45850988 -122.11476630
120 Linear Feature 120
111  37.45856437 -122.11479714 20
115  37.45850988 -122.11479576
120 Linear Feature 120
111  37.45856336 -122.11484517 20
115  37.45850886 -122.11484380
120 Linear Feature 120
111  37.45856336 -122.11487912 20
115  37.45850886 -122.11487775
120 Linear Feature 112
111  37.45840685 -122.11435137 1
115  37.45837911 -122.11432641
120 Linear Feature 112
111  37.45838916 -122.11437612 1
115  37.45834446 -122.11433219
120 Linear Feature 112
111  37.45837399 -122.11439649 1
115  37.45833542 -122.11436130
120 Linear Feature 112
111  37.45835908 -122.11441804 1
115  37.45832660 -122.11438882
120 Linear Feature 112
111  37.45834245 -122.11443999 1
115  37.45831471 -122.11441503
120 Linear Feature 112
111  37.45834035 -122.11447795 1
115  37.45830382 -122.11444872
120 Linear Feature 112
111  37.45834492 -122.11453192 1
115  37.45828944 -122.11448394
120 Linear Feature 112
111  37.45834393 -122.11457186 1
115  37.45827897 -122.11451791
120 Linear Feature 112
111  37.45834294 -122.11461305 1
115  37.45828136 -122.11456336
120 Linear Feature 112
111  37.45834195 -122.11465049 1
115  37.45828173 -122.11460166
120 Linear Feature 112
111  37.45834195 -122.11469168 1
115  37.45828240 -122.11464540
120 Linear Feature 112
111  37.45834195 -122.11472662 1
115  37.45828651 -122.11467640
120 Linear Feature 112
111  37.45834195 -122.11476282 1
115  37.45828782 -122.11471569
120 Linear Feature 112
111  37.45834326 -122.11480035 1
115  37.45828750 -122.11474650
120 Linear Feature 112
111  37.45831768 -122.11480068 1
115  37.45828994 -122.11477572
120 Linear Feature 111
111  37.45828691 -122.11480488 1
111  37.45827612 -122.11450284 1
111  37.45834446 -122.11433219 1
111  37.45843077 -122.11431709 1
111  37.45834326 -122.11444696 1
113  37.45834326 -122.11480035 1
120 Linear Feature 110
111  37.45828651 -122.11480294 20
111  37.45828651 -122.11467640 20
111  37.45776323 -122.11468228 20
115  37.45776557 -122.11480000
120 Linear Feature 109
111  37.45932251 -122.11415812 20
112  37.45937835 -122.11414003  37.45938633 -122.11411390 20
112  37.45937197 -122.11407973  37.45936080 -122.11406968 20
111  37.45928581 -122.11399732 20
111  37.45857906 -122.11400737 20
115  37.45668338 -122.11400656
120 Linear Feature 108
111  37.45932173 -122.11426306 20
112  37.45943645 -122.11422984  37.45946283 -122.11419661 20
112  37.45947865 -122.11407368  37.45945887 -122.11403215 20
116  37.45941885 -122.11398240  37.45941621 -122.11398074
120 Linear Feature 106
111  37.45974668 -122.11459375 20
112  37.45984558 -122.11447746  37.45985533 -122.11440159 20
116  37.45977905 -122.11434170  37.45976682 -122.11433203
120 Linear Feature 100
111  37.45867992 -122.11486126 20
115  37.45867893 -122.11467405
120 Linear Feature 100
111  37.45877007 -122.11486001 20
115  37.45876908 -122.11467280
120 Linear Feature 99
111  37.46002980 -122.11459042 20
111  37.45968503 -122.11459541 20
115  37.45863062 -122.11458918
120 Linear Feature 98
111  37.45857481 -122.11485976 20
111  37.45934069 -122.11486177 20
111  37.46005327 -122.11486177 20
112  37.46010752 -122.11482157  37.46011550 -122.11477936 20
112  37.46007880 -122.11475524  37.46007720 -122.11475323 20
111  37.45999353 -122.11467256 20
111  37.45953200 -122.11467423 20
115  37.45857541 -122.11467091
120 Linear Feature 104
111  37.45895697 -122.11450589 20
115  37.45895577 -122.11433826
120 Linear Feature 104
111  37.45901674 -122.11451001 20
115  37.45901554 -122.11434238
120 Linear Feature 103
111  37.45972265 -122.11451152 20
112  37.45975316 -122.11446485  37.45975207 -122.11443464 20
112  37.45974226 -122.11442640  37.45973681 -122.11441817 20
111  37.45966026 -122.11435262 20
111  37.45932024 -122.11435744 20
115  37.45895801 -122.11435547
120 Linear Feature 102
111  37.45879396 -122.11449411 20
111  37.45866869 -122.11449245 20
115  37.45857771 -122.11449079
120 Linear Feature 101
111  37.45972296 -122.11451073 20
115  37.45895089 -122.11451405
120 Linear Feature 97
111  37.45889802 -122.11482082 20
115  37.45888021 -122.11482071
120 Linear Feature 96
111  37.45888893 -122.11482071 20
115  37.45888912 -122.11479480
120 Linear Feature 97
111  37.45901099 -122.11482082 20
115  37.45899318 -122.11482071
120 Linear Feature 96
111  37.45900189 -122.11482071 20
115  37.45900209 -122.11479480
120 Linear Feature 97
111  37.45912451 -122.11481800 20
115  37.45910671 -122.11481789
120 Linear Feature 96
111  37.45911542 -122.11481790 20
115  37.45911561 -122.11479198
120 Linear Feature 97
111  37.45924307 -122.11481729 20
115  37.45922526 -122.11481718
120 Linear Feature 96
111  37.45923398 -122.11481719 20
115  37.45923417 -122.11479128
120 Linear Feature 97
111  37.45937393 -122.11481729 20
115  37.45935613 -122.11481718
120 Linear Feature 96
111  37.45936484 -122.11481719 20
115  37.45936504 -122.11479128
120 Linear Feature 97
111  37.45949864 -122.11481588 20
115  37.45948084 -122.11481577
120 Linear Feature 96
111  37.45948955 -122.11481578 20
115  37.45948975 -122.11478987
120 Linear Feature 97
111  37.45962503 -122.11481729 20
115  37.45960722 -122.11481718
120 Linear Feature 96
111  37.45961594 -122.11481719 20
115  37.45961613 -122.11479128
120 Linear Feature 97
111  37.45975813 -122.11481800 20
115  37.45974032 -122.11481789
120 Linear Feature 96
111  37.45974904 -122.11481790 20
115  37.45974923 -122.11479198
120 Linear Feature 97
111  37.45882703 -122.11379464 20
111  37.45882703 -122.11379464 20
111  37.45880922 -122.11379453 20
115  37.45880922 -122.11379453
120 Linear Feature 96
111  37.45881794 -122.11379454 20
111  37.45881794 -122.11379454 20
111  37.45881813 -122.11376863 20
115  37.45881813 -122.11376863
120 Linear Feature 97
111  37.45903909 -122.11413503 20
111  37.45903909 -122.11413503 20
111  37.45902128 -122.11413492 20
115  37.45902128 -122.11413492
120 Linear Feature 96
111  37.45902999 -122.11413493 20
111  37.45902999 -122.11413493 20
111  37.45903019 -122.11410901 20
115  37.45903019 -122.11410901
120 Linear Feature 97
111  37.45894410 -122.11379464 20
111  37.45894410 -122.11379464 20
111  37.45892629 -122.11379453 20
