I
1050 Generated by WorldEditor 2.0.0r4

1   4292 1 0 KCVS Cannon AFB
111  34.39241331 -103.31295839 1
111  34.39263230 -103.31269789 1
112  34.39264837 -103.31238261  34.39256098 -103.31220488
111  34.39264837 -103.31238261
111  34.39262225 -103.31234974 1
116  34.39250633 -103.31228440  34.39242195 -103.31225883
120 Linear Feature 72
111  34.39331595 -103.31187019 1
111  34.39306884 -103.31217696
112  34.39306884 -103.31217696  34.39297040 -103.31229504 1
111  34.39272630 -103.31228408
111  34.39269056 -103.31228413 1
111  34.39250633 -103.31228440 1
111  34.39205792 -103.31228504
111  34.39202416 -103.31228509 1
111  34.38850937 -103.31229017
112  34.38850937 -103.31229017  34.38843283 -103.31228871 1
111  34.38835769 -103.31226217 1
115  34.38684389 -103.31152575
120 Linear Feature 64
111  34.38807349 -103.33088701 1
111  34.38807058 -103.33088337 1
115  34.38806726 -103.33087923
120 Linear Feature 63
111  34.38791070 -103.33107751 1
111  34.38807058 -103.33088337 1
115  34.38813953 -103.33079964
120 Linear Feature 60
112  34.39676651 -103.30939521  34.39683883 -103.30943782 51
111  34.39691005 -103.30939816 51
111  34.39719433 -103.30925694
112  34.39719433 -103.30925694  34.39725761 -103.30923138 51
111  34.39729578 -103.30928494 51
111  34.39734588 -103.30934471
111  34.39737003 -103.30937352 51
111  34.39800597 -103.31013224
112  34.39800597 -103.31013224  34.39805821 -103.31019189 51
111  34.39802707 -103.31026980 51
111  34.39784123 -103.31082249
112  34.39784123 -103.31082249  34.39782315 -103.31086997 51
115  34.39782624 -103.31091354
120 Linear Feature 59
112  34.39653514 -103.30911781  34.39659875 -103.30924665 51
111  34.39651880 -103.30933648 51
111  34.39626181 -103.30965299
112  34.39626181 -103.30965299  34.39611867 -103.30983256 51
112  34.39649452 -103.30993705  34.39664855 -103.30978082
111  34.39649452 -103.30993705 51
111  34.39676574 -103.30960430 51
116  34.39693155 -103.30959309  34.39702196 -103.30966918
120 Linear Feature 58
112  34.39665299 -103.30925912  34.39671912 -103.30938795 51
111  34.39663264 -103.30948256 51
111  34.39637984 -103.30979096
112  34.39637984 -103.30979096  34.39631455 -103.30988429 51
116  34.39649452 -103.30993705  34.39657656 -103.30987009
120 Linear Feature 57
111  34.37140948 -103.31254404 1
111  34.37140948 -103.31253967 1
115  34.37140948 -103.31253517
120 Linear Feature 56
111  34.37182117 -103.31254895 1
111  34.37182117 -103.31254349 1
115  34.37182117 -103.31253857
120 Linear Feature 55
112  34.37252213 -103.31300219  34.37246889 -103.31299489 51
111  34.37242726 -103.31294119 51
111  34.37218958 -103.31264670 51
111  34.37216107 -103.31261138
112  34.37216107 -103.31261138  34.37211185 -103.31255053 51
111  34.37205158 -103.31254566 51
111  34.37196771 -103.31254487 51
111  34.37182117 -103.31254349 51
111  34.37140948 -103.31253967
112  34.37140948 -103.31253967  34.37131659 -103.31253803 51
111  34.37127811 -103.31258947 51
111  34.37098780 -103.31294727 51
116  34.37091105 -103.31299495  34.37086685 -103.31300347
120 Linear Feature 54
112  34.37116955 -103.31299355  34.37120520 -103.31299901 51
112  34.37135171 -103.31305789  34.37141889 -103.31305935
111  34.37135171 -103.31305789 51
111  34.37202909 -103.31306059 51
111  34.37229694 -103.31306166
112  34.37229694 -103.31306166  34.37236165 -103.31305974 51
116  34.37243997 -103.31300213  34.37246528 -103.31299921
120 Linear Feature 53
111  34.37196771 -103.31254487 51
112  34.37179136 -103.31274498  34.37176002 -103.31294213
111  34.37179136 -103.31274498
112  34.37179136 -103.31274498  34.37174194 -103.31298157 51
115  34.37153724 -103.31299861
120 Linear Feature 52
112  34.37202909 -103.31306059  34.37214722 -103.31304745 51
116  34.37218958 -103.31264670  34.37207587 -103.31240874
120 Linear Feature 51
111  34.37110157 -103.31359091 1
111  34.37110378 -103.31359584 1
115  34.37110570 -103.31360013
120 Linear Feature 50
112  34.37105432 -103.31299418  34.37117968 -103.31301754 51
111  34.37119323 -103.31318400 51
111  34.37119596 -103.31341182
112  34.37119596 -103.31341182  34.37119443 -103.31350905 51
111  34.37114524 -103.31355933
111  34.37112139 -103.31358237 51
112  34.37110378 -103.31359584  34.37109438 -103.31360138
111  34.37110378 -103.31359584
112  34.37110378 -103.31359584  34.37106968 -103.31361840 51
111  34.37101649 -103.31361773 51
111  34.37068695 -103.31362182 51
116  34.37056571 -103.31379136  34.37054883 -103.31397537
120 Linear Feature 49
112  34.37743300 -103.33259530  34.37746675 -103.33265664 51
111  34.37746135 -103.33271312 51
111  34.37744930 -103.33333822
112  34.37744930 -103.33333822  34.37744870 -103.33342707 51
111  34.37746718 -103.33345701
111  34.37748526 -103.33349206
112  34.37748526 -103.33349206  34.37749792 -103.33351713 51
111  34.37753810 -103.33354342 51
111  34.37780122 -103.33368544 51
111  34.37819079 -103.33389569 51
111  34.37844959 -103.33403537
112  34.37844959 -103.33403537  34.37855125 -103.33408917 51
111  34.37862578 -103.33399764 51
111  34.37891247 -103.33367170 51
116  34.37901447 -103.33363592  34.37908819 -103.33363240
120 Linear Feature 48
112  34.37780122 -103.33368544  34.37789886 -103.33371757 51
111  34.37796381 -103.33364395 51
111  34.37819887 -103.33336938 51
116  34.37835782 -103.33332864  34.37845064 -103.33335955
120 Linear Feature 47
112  34.37808636 -103.33320872  34.37812051 -103.33326081 51
111  34.37811991 -103.33334747 51
111  34.37811027 -103.33373061 51
116  34.37819079 -103.33389569  34.37827436 -103.33396823
120 Linear Feature 44
112  34.37725657 -103.33238710  34.37735862 -103.33245772 51
111  34.37743276 -103.33236669 51
111  34.37770398 -103.33204173
112  34.37770398 -103.33204173  34.37785566 -103.33190176 51
112  34.37793903 -103.33231801  34.37781849 -103.33251153
111  34.37793903 -103.33231801 51
111  34.37766279 -103.33265028 51
116  34.37765321 -103.33285517  34.37771348 -103.33296836
120 Linear Feature 46
111  34.37769606 -103.33233893 1
111  34.37769292 -103.33233521 1
115  34.37768940 -103.33233106
120 Linear Feature 45
112  34.37737793 -103.33253031  34.37746632 -103.33258751 51
111  34.37754326 -103.33251518 51
111  34.37769292 -103.33233521 51
111  34.37780845 -103.33219630
112  34.37780845 -103.33219630  34.37788680 -103.33211110 51
116  34.37793903 -103.33231801  34.37789885 -103.33240929
120 Linear Feature 119
111  34.38308539 -103.33035923 51
111  34.38268400 -103.32987566 51
112  34.38244617 -103.32987303  34.38230956 -103.32997771
111  34.38244617 -103.32987303
112  34.38244617 -103.32987303  34.38252653 -103.32971237 51
111  34.38245176 -103.32959588 51
115  34.38203668 -103.32909581
120 Linear Feature 120
111  34.37758896 -103.32368813 51
111  34.37715127 -103.32316257 51
112  34.37718384 -103.32253088  34.37740949 -103.32219438
111  34.37718384 -103.32253088
112  34.37718384 -103.32253088  34.37690785 -103.32281059 51
111  34.37665601 -103.32256786 51
115  34.37622983 -103.32205612
120 Linear Feature 119
111  34.38310347 -103.33033853 51
111  34.38270249 -103.32985547 51
112  34.38270187 -103.32956752  34.38279227 -103.32939590
111  34.38270187 -103.32956752
112  34.38270187 -103.32956752  34.38256927 -103.32966733 51
111  34.38246884 -103.32957398 51
115  34.38205476 -103.32907512
120 Linear Feature 118
111  34.38591339 -103.32084401 51
111  34.38551055 -103.32133130 51
112  34.38550753 -103.32208508  34.38564293 -103.32240268
111  34.38550753 -103.32208508
112  34.38550753 -103.32208508  34.38517079 -103.32183058 51
111  34.38488048 -103.32209343 51
115  34.38448116 -103.32257646
120 Linear Feature 118
111  34.38589590 -103.32081978 51
111  34.38539844 -103.32142151 51
112  34.38489156 -103.32141027  34.38462945 -103.32118942
111  34.38489156 -103.32141027
112  34.38489156 -103.32141027  34.38509117 -103.32172577 51
111  34.38489594 -103.32202933 51
115  34.38446366 -103.32255223
120 Linear Feature 117
111  34.38872871 -103.31745382 51
111  34.38832193 -103.31794275 51
112  34.38831193 -103.31824598  34.38839698 -103.31840373
111  34.38831193 -103.31824598
112  34.38831193 -103.31824598  34.38818175 -103.31813450 51
111  34.38807045 -103.31824502 51
115  34.38765773 -103.31874109
120 Linear Feature 116
111  34.39245493 -103.31294549 51
111  34.39285392 -103.31246490
112  34.39285392 -103.31246490  34.39296241 -103.31236265 51
115  34.39306110 -103.31250085
120 Linear Feature 69
111  34.39016016 -103.32056174 51
112  34.39012735 -103.32042854  34.39009239 -103.32037157
111  34.39012735 -103.32042854
112  34.39012735 -103.32042854  34.39017315 -103.32047382 51
115  34.39023607 -103.32047008
120 Linear Feature 68
111  34.38751310 -103.32375809 51
112  34.38704444 -103.32376062  34.38680143 -103.32353556
111  34.38704444 -103.32376062
112  34.38704444 -103.32376062  34.38723538 -103.32405930 51
111  34.38705576 -103.32431033 51
112  34.38730844 -103.32431818  34.38744210 -103.32444648
111  34.38730844 -103.32431818
112  34.38730844 -103.32431818  34.38720429 -103.32415832 51
115  34.38729721 -103.32401878
120 Linear Feature 67
111  34.38422079 -103.32773308 51
112  34.38422512 -103.32804444  34.38432493 -103.32821971
111  34.38422512 -103.32804444
112  34.38422512 -103.32804444  34.38408192 -103.32792174 51
115  34.38396351 -103.32804386
120 Linear Feature 65
112  34.38727662 -103.33052332  34.38710284 -103.33026649 51
115  34.38726855 -103.33000066
120 Linear Feature 62
111  34.38790272 -103.33127408 51
112  34.38791070 -103.33107751  34.38796997 -103.33097161
111  34.38791070 -103.33107751
112  34.38791070 -103.33107751  34.38782532 -103.33114933 51
115  34.38774427 -103.33108359
120 Linear Feature 37
111  34.39435481 -103.31550546 51
116  34.39406513 -103.31541139  34.39393404 -103.31520194
120 Linear Feature 36
111  34.39707991 -103.30991910 1
111  34.39713199 -103.30988079 1
111  34.39717994 -103.30984552
112  34.39717994 -103.30984552  34.39719832 -103.30988521 1
112  34.39713199 -103.30988079  34.39711259 -103.30984224 1
116  34.39717994 -103.30984552  34.39719823 -103.30988317
120 Linear Feature 36
111  34.38685727 -103.33310008 1
111  34.38689349 -103.33315945 1
111  34.38692683 -103.33321411
112  34.38692683 -103.33321411  34.38689588 -103.33323990 1
112  34.38689349 -103.33315945  34.38692340 -103.33313253 1
116  34.38692683 -103.33321411  34.38689755 -103.33323960
120 Linear Feature 36
111  34.37808434 -103.33306533 1
111  34.37806816 -103.33313650 1
111  34.37805327 -103.33320203
112  34.37805327 -103.33320203  34.37801742 -103.33318845 1
112  34.37806816 -103.33313650  34.37810411 -103.33314839 1
116  34.37805327 -103.33320203  34.37801865 -103.33318986
120 Linear Feature 36
111  34.37063971 -103.31392625 1
111  34.37058961 -103.31388425 1
111  34.37054348 -103.31384559
112  34.37054348 -103.31384559  34.37056589 -103.31380907 1
112  34.37058961 -103.31388425  34.37056848 -103.31392143 1
116  34.37054348 -103.31384559  34.37056439 -103.31381001
120 Linear Feature 53
111  34.37801817 -103.31739363 3
111  34.37817373 -103.31758413
112  34.37817373 -103.31758413  34.37822494 -103.31764473 3
111  34.37828091 -103.31758413 3
111  34.37845640 -103.31737290 3
111  34.37864126 -103.31715038 3
111  34.37882560 -103.31692849 3
111  34.37901118 -103.31670512 3
111  34.37918838 -103.31649182 3
112  34.37918838 -103.31635907  34.37913598 -103.31629702
111  34.37918838 -103.31635907 3
115  34.37903566 -103.31617794
120 Linear Feature 52
112  34.37779206 -103.31466875  34.37773914 -103.31460382 3
111  34.37768370 -103.31467086 3
111  34.37750266 -103.31488976 3
111  34.37732120 -103.31510918 3
111  34.37713639 -103.31533265 3
111  34.37694920 -103.31555901 3
111  34.37677560 -103.31576892 3
116  34.37677862 -103.31589910  34.37683935 -103.31597125
120 Linear Feature 49
111  34.37066833 -103.31371640 3 102
111  34.37066811 -103.31376652 3 102
111  34.37066669 -103.31409476 3 102
111  34.37066696 -103.31435928
111  34.37066700 -103.31440015 3 102
111  34.37066730 -103.31468992 3 102
112  34.37067722 -103.31477048  34.37068417 -103.31480895
111  34.37067722 -103.31477048
112  34.37067722 -103.31477048  34.37070104 -103.31489913 3 102
115  34.37073702 -103.31498613
120 Linear Feature 48
111  34.37119774 -103.31366188 3 102
116  34.37110761 -103.31371640  34.37105309 -103.31372922
120 Linear Feature 47
112  34.37135783 -103.31340691  34.37135687 -103.31345954 3 102
115  34.37131448 -103.31351461
120 Linear Feature 46
111  34.37277313 -103.31320679 3 102
112  34.37267695 -103.31313768  34.37262634 -103.31312205 3 102
111  34.37256382 -103.31312205 3 102
111  34.37248045 -103.31312194 3 102
111  34.37220357 -103.31312155 3 102
111  34.37193065 -103.31312118 3 102
111  34.37165773 -103.31312080 3 102
111  34.37138383 -103.31312042 3 102
115  34.37135641 -103.31312038
120 Linear Feature 45
111  34.37848112 -103.32080483 3 102
112  34.37852927 -103.32071889  34.37855011 -103.32067801 3 102
111  34.37856400 -103.32063231 3 102
112  34.37858881 -103.32053371  34.37859278 -103.32049523 3 102
111  34.37859278 -103.32042910 3 102
112  34.37858187 -103.32033531  34.37857690 -103.32030765 3 102
111  34.37855706 -103.32024392 3 102
112  34.37851438 -103.32014772  34.37849751 -103.32011886 3 102
115  34.37848045 -103.32008968
120 Linear Feature 42
111  34.38118485 -103.31680915 3
115  34.38141355 -103.31708534
120 Linear Feature 41
111  34.38180077 -103.31785235 3 102
112  34.38174023 -103.31779095  34.38170808 -103.31776642 3 102
111  34.38166759 -103.31774189 3 102
112  34.38158277 -103.31770870  34.38154109 -103.31769748 3 102
111  34.38149610 -103.31769427 3 102
112  34.38141750 -103.31770726  34.38138012 -103.31771724 3 102
111  34.38133450 -103.31773989 3 102
112  34.38126470 -103.31778518  34.38123456 -103.31780927 3 102
115  34.38120299 -103.31784645
120 Linear Feature 40
112  34.38159199 -103.31730083  34.38161223 -103.31732536 3 102
116  34.38167155 -103.31735480  34.38169656 -103.31738511
120 Linear Feature 39
111  34.38484320 -103.32118625 3 102
112  34.38491014 -103.32123703  34.38494841 -103.32126401 3 102
111  34.38501613 -103.32128466 3 102
112  34.38518048 -103.32128033  34.38525193 -103.32125435
111  34.38518048 -103.32128033
112  34.38518048 -103.32128033  34.38522216 -103.32126838 3 102
111  34.38526979 -103.32122838 3 102
115  34.38531743 -103.32118508
120 Linear Feature 38
111  34.38469986 -103.32193247 3 102
112  34.38473871 -103.32187251  34.38475715 -103.32184375 3 102
111  34.38477131 -103.32179971 3 102
112  34.38479513 -103.32169148  34.38480108 -103.32163520
111  34.38479513 -103.32169148
112  34.38479513 -103.32169148  34.38480281 -103.32159275 3 102
111  34.38478322 -103.32153274 3 102
112  34.38472544 -103.32138545  34.38468852 -103.32132917
111  34.38472544 -103.32138545
112  34.38472544 -103.32138545  34.38471494 -103.32136606 3 102
115  34.38470354 -103.32135336
120 Linear Feature 37
111  34.39638082 -103.31323638 9
111  34.38430550 -103.32781611
112  34.38430550 -103.32781611  34.38423862 -103.32789507 9
111  34.38432608 -103.32799689 9
111  34.38539616 -103.32928528 9
111  34.38620905 -103.33026401
112  34.38620905 -103.33026401  34.38627421 -103.33033882 9
111  34.38638740 -103.33032843 9
111  34.38690358 -103.33016011
112  34.38690358 -103.33016011  34.38707164 -103.33011647 9
111  34.38722541 -103.33028925 9
115  34.38736431 -103.33045342
120 Linear Feature 36
112  34.38541658 -103.32893405  34.38527870 -103.32909863 9
115  34.38539616 -103.32928528
120 Linear Feature 35
112  34.38716326 -103.32713693  34.38708181 -103.32703995 3
111  34.38690764 -103.32712989 3
115  34.38686436 -103.32718036
120 Linear Feature 34
112  34.38776104 -103.32642258  34.38771817 -103.32637929 3
116  34.38752883 -103.32639566  34.38750454 -103.32642683
120 Linear Feature 33
111  34.38901385 -103.32458571 3
111  34.38897504 -103.32463256 3
115  34.38850027 -103.32520565
120 Linear Feature 32
111  34.39028994 -103.32304534 3
111  34.39020463 -103.32314831 3
115  34.39009443 -103.32328133
120 Linear Feature 31
111  34.39087725 -103.32233695 3
115  34.39085712 -103.32236070
120 Linear Feature 30
111  34.39206272 -103.32127988 3
111  34.39191124 -103.32109230 3
111  34.39189242 -103.32111298 3
115  34.39187407 -103.32113314
120 Linear Feature 29
111  34.39378699 -103.31929617 3
111  34.39359263 -103.31906757 3
111  34.39274011 -103.32008957 3
115  34.39289519 -103.32026658
120 Linear Feature 28
111  34.39612860 -103.31656360 3
111  34.39609275 -103.31652194 3
115  34.39600473 -103.31663058
120 Linear Feature 27
111  34.39716279 -103.31531907 3
111  34.39693163 -103.31504463 3
111  34.39630283 -103.31580493 3
115  34.39652953 -103.31608120
120 Linear Feature 26
111  34.39784353 -103.31394300 3
111  34.39776050 -103.31404011 3
115  34.39798201 -103.31431722
120 Linear Feature 25
111  34.39769225 -103.31375677 3
115  34.39797414 -103.31341480
120 Linear Feature 24
111  34.39638142 -103.31323573 3 102
112  34.39634198 -103.31331060  34.39632709 -103.31334267 3 102
111  34.39631888 -103.31337623 3 102
112  34.39632550 -103.31350352  34.39634343 -103.31357039
111  34.39632550 -103.31350352
112  34.39632550 -103.31350352  34.39633625 -103.31353559 3 102
111  34.39634948 -103.31356165 3 102
112  34.39638633 -103.31361435  34.39640204 -103.31363340
111  34.39638633 -103.31361435 3 102
111  34.39642378 -103.31365926 3 102
111  34.39646272 -103.31370596 3 102
111  34.39693914 -103.31427727
112  34.39693914 -103.31427727  34.39697884 -103.31431736 3 102
115  34.39705553 -103.31434435
120 Linear Feature 23
112  34.39793796 -103.31122332  34.39793796 -103.31133658 3 102
111  34.39784916 -103.31146286 3 102
115  34.39772263 -103.31162022
120 Linear Feature 22
112  34.39638265 -103.30936896  34.39640647 -103.30932206 3 102
111  34.39641148 -103.30923445
111  34.39640751 -103.30919476 3 102
116  34.39638400 -103.30911004  34.39636415 -103.30908118
120 Linear Feature 21
112  34.39693975 -103.30977864  34.39683952 -103.30969325 3 102
115  34.39673016 -103.30978520
120 Linear Feature 20
111  34.39402792 -103.31499150 3 102
111  34.39408896 -103.31515399 3 102
112  34.39414751 -103.31526464  34.39417629 -103.31529951 3 102
115  34.39419837 -103.31531615
120 Linear Feature 19
111  34.39322059 -103.31235417 3 102
112  34.39319081 -103.31257426  34.39322654 -103.31268130
111  34.39319081 -103.31257426 3 102
115  34.39323420 -103.31269923
120 Linear Feature 18
112  34.39307982 -103.31289308  34.39300638 -103.31272712 3 102
115  34.39283553 -103.31281720
120 Linear Feature 17
111  34.39211587 -103.31802505 3 102
111  34.39212559 -103.31801338 3 102
111  34.39232440 -103.31777444 3 102
111  34.39252038 -103.31753891 3 102
111  34.39271485 -103.31730548 3 102
111  34.39290798 -103.31707365 3 102
111  34.39310395 -103.31683842 3 102
111  34.39329675 -103.31660699 3 102
111  34.39349189 -103.31637275 3 102
111  34.39368568 -103.31614014 3 102
112  34.39374026 -103.31605696  34.39376342 -103.31601887 3 102
111  34.39382131 -103.31589560 3 102
112  34.39386101 -103.31577333  34.39387507 -103.31571921 3 102
111  34.39388830 -103.31564805 3 102
112  34.39390070 -103.31551776  34.39390401 -103.31545963 3 102
111  34.39389905 -103.31538847 3 102
112  34.39388747 -103.31525918  34.39388086 -103.31520306 3 102
115  34.39384158 -103.31508704
120 Linear Feature 16
111  34.38574808 -103.32218616 3 102
111  34.38575572 -103.32219448 3 102
111  34.38581644 -103.32226059 3 102
111  34.38601661 -103.32247853 3 102
111  34.38621994 -103.32269991 3 102
111  34.38642552 -103.32292374 3 102
111  34.38663036 -103.32314676 3 102
111  34.38683429 -103.32336880 3 102
111  34.38695033 -103.32349514 3 102
112  34.38700194 -103.32355166  34.38702278 -103.32356970 3 102
111  34.38704858 -103.32358894 3 102
112  34.38758350 -103.32349393  34.38787626 -103.32324500
111  34.38758350 -103.32349393
112  34.38758350 -103.32349393  34.38760037 -103.32347710 3 102
115  34.38761228 -103.32346627
120 Linear Feature 15
111  34.38676359 -103.32448838 3 102
112  34.38681040 -103.32442592  34.38683025 -103.32439586 3 102
111  34.38684513 -103.32435737 3 102
112  34.38687689 -103.32428522  34.38688682 -103.32425516 3 102
111  34.38689773 -103.32421066 3 102
112  34.38691361 -103.32412648  34.38691758 -103.32409161 3 102
111  34.38691857 -103.32404711 3 102
112  34.38691659 -103.32396053  34.38691361 -103.32392685 3 102
111  34.38690369 -103.32388236 3 102
111  34.38688582 -103.32380299 3 102
112  34.38685903 -103.32373444  34.38684315 -103.32370438 3 102
111  34.38681238 -103.32367070 3 102
111  34.38670595 -103.32355458 3 102
111  34.38650105 -103.32333103 3 102
111  34.38629178 -103.32310271 3 102
111  34.38608612 -103.32287833 3 102
111  34.38588288 -103.32265658 3 102
111  34.38568293 -103.32243844 3 102
111  34.38562235 -103.32237234 3 102
115  34.38560970 -103.32235854
120 Linear Feature 13
111  34.38707081 -103.33044416 3 102
111  34.38704674 -103.33042228 3 102
112  34.38697231 -103.33040424  34.38692566 -103.33040184 3 102
115  34.38689642 -103.33041076
120 Linear Feature 11
112  34.38730220 -103.33025471  34.38730617 -103.33037618 3
115  34.38736431 -103.33045342
120 Linear Feature 10
111  34.38773392 -103.33089792 9
115  34.38805815 -103.33128785
120 Linear Feature 9
111  34.38811597 -103.33043982 3
115  34.38843932 -103.33083080
120 Linear Feature 8
111  34.38305067 -103.32931916 3 102
112  34.38301313 -103.32939019  34.38299493 -103.32943227 3 102
111  34.38298055 -103.32948099 3 102
112  34.38295905 -103.32958573  34.38295344 -103.32963403 3 102
111  34.38295524 -103.32966036 3 102
112  34.38296764 -103.32973992  34.38297674 -103.32978401 3 102
111  34.38298997 -103.32981708 3 102
112  34.38302388 -103.32990025  34.38303546 -103.32992430 3 102
115  34.38305944 -103.32995738
120 Linear Feature 7
111  34.38236971 -103.32912764 3 102
111  34.38238294 -103.32914066 3 102
112  34.38243339 -103.32918175  34.38246647 -103.32920480 3 102
111  34.38249872 -103.32921983 3 102
112  34.38256488 -103.32924288  34.38260127 -103.32925290 3 102
111  34.38263270 -103.32925190 3 102
112  34.38269721 -103.32924889  34.38273029 -103.32924388 3 102
111  34.38276667 -103.32923085 3 102
112  34.38283036 -103.32920179  34.38285599 -103.32918676 3 102
111  34.38288907 -103.32915770 3 102
115  34.38291024 -103.32913804
120 Linear Feature 6
111  34.38277666 -103.33031477 3 102
112  34.38274440 -103.33028270  34.38272373 -103.33026567 3 102
111  34.38267824 -103.33023460 3 102
112  34.38260960 -103.33020554  34.38258065 -103.33019652 3 102
111  34.38255584 -103.33019151 3 102
112  34.38247728 -103.33018650  34.38244585 -103.33019051 3 102
111  34.38241029 -103.33019753 3 102
112  34.38234330 -103.33022458  34.38231683 -103.33023561 3 102
111  34.38229202 -103.33025465 3 102
116  34.38222173 -103.33031878  34.38219774 -103.33034884
120 Linear Feature 5
111  34.38207948 -103.33014542 3 102
112  34.38213324 -103.33005523  34.38215557 -103.33001214 3 102
111  34.38216797 -103.32996404 3 102
112  34.38218203 -103.32989289  34.38218699 -103.32985682 3 102
111  34.38218699 -103.32981373 3 102
112  34.38218120 -103.32972955  34.38217541 -103.32969448 3 102
111  34.38216466 -103.32965039 3 102
112  34.38212910 -103.32955118  34.38211421 -103.32952011 3 102
111  34.38209437 -103.32949105 3 102
115  34.38207948 -103.32947302
120 Linear Feature 4
111  34.37901224 -103.33375694 3 102
112  34.37895025 -103.33375476  34.37891982 -103.33375754
111  34.37895025 -103.33375476
112  34.37895025 -103.33375476  34.37893590 -103.33375615 3 102
115  34.37892232 -103.33376186
120 Linear Feature 2
112  34.37784169 -103.33257898  34.37775485 -103.33276335 3 102
111  34.37782947 -103.33286090
111  34.37784684 -103.33288996 3 102
116  34.37790225 -103.33294908  34.37793120 -103.33296912
120 Linear Feature 14
112  34.38623547 -103.32814677  34.38621165 -103.32811647 3
115  34.38615490 -103.32811182
120 Linear Feature 1
112  34.37746125 -103.33215222  34.37749764 -103.33213619 3 102
115  34.37752541 -103.33211715
120 Linear Feature 44
111  34.37673358 -103.32231998 3 102
111  34.37675716 -103.32234445 3 102
112  34.37682960 -103.32239976  34.37686632 -103.32242140 3 102
111  34.37690503 -103.32242862 3 102
112  34.37699038 -103.32243343  34.37702511 -103.32243102 3 102
111  34.37706878 -103.32241660 3 102
112  34.37714817 -103.32237571  34.37717993 -103.32235647 3 102
115  34.37721614 -103.32232031
120 Linear Feature 43
111  34.37735745 -103.32248660 3 102
112  34.37731291 -103.32257411  34.37729505 -103.32261740 3 102
111  34.37728017 -103.32266790 3 102
112  34.37726528 -103.32277011  34.37726131 -103.32282182 3 102
111  34.37727024 -103.32287352 3 102
112  34.37729604 -103.32296972  34.37731192 -103.32301060 3 102
111  34.37734368 -103.32305389 3 102
115  34.37736353 -103.32308296
120 Linear Feature 51
111  34.37243822 -103.31288143 3 102
111  34.37247631 -103.31288194 3 102
111  34.37261798 -103.31288392 3 102
112  34.37272635 -103.31289114  34.37278351 -103.31290557 3 102
111  34.37282758 -103.31294164 3 102
112  34.37286092 -103.31297627  34.37287640 -103.31299214
111  34.37286092 -103.31297627 3 102
111  34.37291094 -103.31303542 3 102
111  34.37309018 -103.31325182 3 102
111  34.37328474 -103.31348671 3 102
111  34.37347807 -103.31372012 3 102
111  34.37367331 -103.31395582 3 102
111  34.37386619 -103.31418869 3 102
111  34.37405926 -103.31442178 3
111  34.37425095 -103.31465321 3
111  34.37444499 -103.31488747 3
111  34.37463762 -103.31512003 3
111  34.37483285 -103.31535573 3
111  34.37493667 -103.31548108
112  34.37493667 -103.31548108  34.37498550 -103.31554312 3
111  34.37504624 -103.31547531 3
111  34.37506434 -103.31545326 3
111  34.37514833 -103.31535096 3
111  34.37534182 -103.31511530 3
111  34.37553438 -103.31488078 3
111  34.37572744 -103.31464564 3
111  34.37590438 -103.31486152 3
111  34.37608417 -103.31508087 3
111  34.37626588 -103.31530255 3
111  34.37641340 -103.31548253
112  34.37641340 -103.31548253  34.37645865 -103.31553736 3
111  34.37652058 -103.31547820 3
111  34.37670596 -103.31525475 3
111  34.37689046 -103.31503238 3
111  34.37707416 -103.31481096 3
111  34.37725454 -103.31459354 3
111  34.37743758 -103.31437293
112  34.37743758 -103.31437293  34.37748641 -103.31431088 3
115  34.37743880 -103.31424384
120 Linear Feature 50
111  34.37046583 -103.31476446 3 102
111  34.37046713 -103.31435688 3 102
111  34.37046772 -103.31416931
111  34.37046790 -103.31411160 3 102
111  34.37046900 -103.31376412 3 102
111  34.37047020 -103.31338658 3 102
111  34.37047124 -103.31305594 3 102
111  34.37047179 -103.31288400 3 102
111  34.37049965 -103.31288330 3 102
111  34.37053734 -103.31288235
111  34.37058990 -103.31288103 3 102
111  34.37086382 -103.31287416 3 102
111  34.37093231 -103.31287244 3 102
115  34.37099948 -103.31287078
120 Linear Feature 125
111  34.38805710 -103.31275371 20
115  34.38803321 -103.31272647
120 Linear Feature 127
111  34.38885552 -103.31179109 20
115  34.38887667 -103.31181880
120 Linear Feature 126
111  34.38852735 -103.31219198 22
111  34.38885552 -103.31179109 22
115  34.38932633 -103.31121596
120 Linear Feature 129
111  34.38668534 -103.32003169 20
115  34.38656917 -103.31989145
120 Linear Feature 129
111  34.38745858 -103.31909785 20
115  34.38734241 -103.31895761
120 Linear Feature 129
111  34.39115617 -103.31463228 20
115  34.39103952 -103.31449262
120 Linear Feature 129
111  34.39212461 -103.31346270 20
115  34.39201029 -103.31332022
120 Linear Feature 128
111  34.38649305 -103.32026392 20
111  34.38637710 -103.32012341 20
111  34.38656917 -103.31989145 20
111  34.38734241 -103.31895761 20
111  34.39103952 -103.31449262 20
111  34.39201029 -103.31332022 20
111  34.39219669 -103.31309510 20
111  34.39231265 -103.31323561 20
111  34.39212461 -103.31346270 20
111  34.39115617 -103.31463228 20
111  34.38745858 -103.31909785 20
113  34.38668534 -103.32003169 20
120 Linear Feature 124
111  34.38326653 -103.31902809 22
111  34.38337621 -103.31887038 22
111  34.38520601 -103.31623929 22
111  34.38550701 -103.31584531 22
111  34.38805710 -103.31275371 22
115  34.38837079 -103.31237340
120 Linear Feature 123
111  34.38339792 -103.31889080 20
