A
1050 Generated by WorldEditor

1     84 1 0 GOOY Dakar - Leopold Sedar Senghor Intl
1300  14.74358360 -017.49037370 338.25 gate turboprops|props J6
1301 C none 
1300  14.74379847 -017.49110170 338.25 gate turboprops|props J4
1301 C none 
1300  14.74067508 -017.48786383 338.25 gate turboprops|props G15
1301 B none 
1300  14.74085461 -017.48848359 338.25 gate turboprops|props G16
1301 B none 
1300  14.74103449 -017.48911062 338.25 gate turboprops|props G17
1301 B none 
1300  14.74121353 -017.48973000 338.25 gate turboprops|props G18
1301 B none 
1300  14.74139270 -017.49035140 338.25 gate turboprops|props G19
1301 B none 
1300  14.74157180 -017.49097559 338.25 gate turboprops|props G20
1301 B none 
1300  14.74175199 -017.49159690 338.25 gate turboprops|props G21
1301 B none 
1300  14.74193117 -017.49221931 338.25 gate turboprops|props G22
1301 B none 
1300  14.73587423 -017.48749023 106.52 gate turboprops|props Military 12
1301 C none 
1300  14.73557760 -017.48757653 106.52 gate turboprops|props Military 11
1301 C none 
1300  14.73507937 -017.48725123  -8.04 gate turboprops|props Military 10
1301 C none 
1300  14.73507423 -017.48692327  -8.04 gate turboprops|props Military 9
1301 C none 
1300  14.73499462 -017.48658735  -8.04 gate turboprops|props Military 8
1301 C none 
1300  14.73490730 -017.48624611  -8.04 gate turboprops|props Military 7
1301 C none 
1300  14.73480200 -017.48591019  -8.04 gate turboprops|props Military 6
1301 C none 
1300  14.73469670 -017.48556895  -8.04 gate turboprops|props Military 5
1301 C none 
1300  14.73434720 -017.48471574 -38.74 gate turboprops|props Military 4
1301 C none 
1300  14.73566714 -017.48414609  15.37 gate turboprops|props Military 3
1301 C none 
1300  14.73734939 -017.48354563 -73.25 gate turboprops|props Military 1
1301 C none 
1300  14.73673063 -017.48367971 -20.47 gate turboprops|props Military 2
1301 C none 
1300  14.74631615 -017.49266921 -71.78 gate turboprops|props GA 1
1301 A none 
1300  14.74655046 -017.49279624 -101.21 gate turboprops|props GA 2
1301 A none 
1300  14.74456757 -017.49404019 -163.34 gate turboprops|props Hangar
1301 B none 
1300  14.74317280 -017.49771320 -163.34 gate turboprops|props G29
1301 C none 
1300  14.74299698 -017.49710254 -163.34 gate turboprops|props G28
1301 C none 
1300  14.74282568 -017.49650430 -163.34 gate turboprops|props G27
1301 C none 
1300  14.74265437 -017.49590917 -163.34 gate turboprops|props G26
1301 C none 
1300  14.74230724 -017.49470494 -163.34 gate turboprops|props G24
1301 C none 
1300  14.74247855 -017.49530628 -163.34 gate turboprops|props G25
1301 C none 
1300  14.74211223 -017.49284330 338.25 gate turboprops|props G23
1301 B none 
1300  14.74395377 -017.49181483 338.25 gate turboprops|props J2
1301 B none 
1300  14.74478029 -017.49265426 286.62 gate turboprops|props J1
1301 D none 
1300  14.74524645 -017.49133708  16.62 gate turboprops|props J3
1301 D none 
1300  14.74502241 -017.49089352  16.62 gate turboprops|props J5
1301 D none 
1300  14.74489263 -017.49042312  16.62 gate turboprops|props J7
1301 D none 
1300  14.74476947 -017.48995187  16.62 gate turboprops|props J9
1301 D none 
1300  14.74475495 -017.48934125  16.62 gate turboprops|props J11
1301 E none 
1300  14.74456860 -017.48871362  16.62 gate turboprops|props J13
1301 E none 
1300  14.74216165 -017.48762389 -163.40 gate turboprops|props J14
1301 E none 
1300  14.74234545 -017.48824671 -163.40 gate turboprops|props J12
1301 E none 
1300  14.74252553 -017.48887211 -163.40 gate turboprops|props J10
1301 E none 
1300  14.74270704 -017.48949915 -163.40 gate turboprops|props J8
1301 E none 
18  14.74230178 -017.48385324 1 New Airport Beacon 4
19  14.75574268 -017.48200134 0 New Windsock 3
19  14.72911360 -017.47849729 0 New Windsock 2
19  14.74173787 -017.48039047 0 New Windsock 1
54 11810 DAKAR TWR
50 12130 DAKAR ATIS
55 12050 DAKAR CON
99
