I
1050 Generated by WorldEditor 2.1.0r1

1   4473 1 0 KOGD Ogden-Hinckley
111  41.20132354 -112.01477004
111  41.20132275 -112.01518550
111  41.20091253 -112.01518940
111  41.20091265 -112.01515036
111  41.20042126 -112.01514530
111  41.20042317 -112.01479559
111  41.20064429 -112.01478551 53 102
111  41.20067644 -112.01475976 53 102
111  41.20072842 -112.01451872 53 102
111  41.20073861 -112.01426718 53 102
111  41.20075032 -112.01397833 53 102
111  41.20071895 -112.01347961 53 102
112  41.20069036 -112.01327169  41.20067358 -112.01318912
111  41.20069036 -112.01327169 53 102
111  41.20057940 -112.01276491 53 102
111  41.19999167 -112.01080230 53 102
112  41.19991945 -112.01066264  41.19988705 -112.01061628
111  41.19991945 -112.01066264 53 102
111  41.19843892 -112.00868559 53 102
111  41.19832544 -112.00853405 53 102
111  41.19792723 -112.00824139
111  41.19563658 -112.01125698 53 102
111  41.19585632 -112.01179644 53 102
111  41.19596625 -112.01194295 53 102
111  41.19694002 -112.01324063
112  41.19694002 -112.01324063  41.19702659 -112.01336068 53 102
111  41.19702879 -112.01349764 53 102
111  41.19702882 -112.01389816 53 102
111  41.19703883 -112.01422981 53 102
111  41.19704630 -112.01447729 53 102
111  41.19710238 -112.01476773
111  41.19710629 -112.01478799
111  41.19680638 -112.01478630
111  41.19681032 -112.01476663 53 102
111  41.19686789 -112.01447874 53 102
111  41.19687829 -112.01422879 53 102
111  41.19688500 -112.01406753 53 102
111  41.19687386 -112.01360649 53 102
112  41.19679980 -112.01334545  41.19673404 -112.01323345
111  41.19679980 -112.01334545 53 102
111  41.19648990 -112.01289046 53 102
111  41.19587105 -112.01206756 53 102
111  41.19575142 -112.01190849 53 102
111  41.19535903 -112.01162445
111  41.19315748 -112.01452112
112  41.19315748 -112.01452112  41.19312485 -112.01468810
111  41.19325213 -112.01475993
111  41.19271278 -112.01510962
111  41.18823414 -112.02100273
111  41.18818980 -112.02107952
111  41.18821426 -112.02111162
111  41.18782607 -112.02162814
111  41.18743751 -112.02110696
111  41.18783598 -112.02057797 53 102
111  41.18766098 -112.02034460
112  41.18758064 -112.02036972  41.18755363 -112.02040262
111  41.18758064 -112.02036972
111  41.18755211 -112.02040679
112  41.18745700 -112.02045145  41.18738659 -112.02046787
111  41.18745700 -112.02045145
111  41.18686248 -112.02054790
112  41.18668236 -112.02065971  41.18662250 -112.02074307
111  41.18668236 -112.02065971
111  41.18565161 -112.02221677
112  41.18565161 -112.02221677  41.18528604 -112.02301682
112  41.18557653 -112.02358632  41.18583323 -112.02374883
111  41.18557653 -112.02358632
111  41.18576340 -112.02365248
112  41.18576340 -112.02365248  41.18594565 -112.02372319
111  41.18603181 -112.02383151
111  41.18632209 -112.02422902
112  41.18632209 -112.02422902  41.18645595 -112.02436402
111  41.18658720 -112.02423868
111  41.18889902 -112.02120958
111  41.18892512 -112.02124242
111  41.18662590 -112.02427338
112  41.18630269 -112.02427217  41.18612909 -112.02408874
111  41.18630269 -112.02427217
111  41.18601864 -112.02389161
112  41.18581488 -112.02372949  41.18570521 -112.02368020
111  41.18581488 -112.02372949
111  41.18554176 -112.02362522
112  41.18554176 -112.02362522  41.18526812 -112.02350342
112  41.18558424 -112.02223127  41.18591486 -112.02159265
111  41.18558424 -112.02223127
111  41.18652390 -112.02074787
112  41.18652390 -112.02074787  41.18667062 -112.02048749
111  41.18658587 -112.02021560
111  41.18650400 -112.01999338
112  41.18650400 -112.01999338  41.18644893 -112.01983092
111  41.18644570 -112.01966123
111  41.18645040 -112.01905834
111  41.18367735 -112.02264470
112  41.18367735 -112.02264470  41.18363750 -112.02270284
111  41.18363002 -112.02280461
111  41.18361676 -112.02343195
111  41.18359034 -112.02343898
111  41.18359889 -112.02279617
112  41.18364948 -112.02264062  41.18369359 -112.02257663
111  41.18364948 -112.02264062
111  41.18642395 -112.01902689
112  41.18642395 -112.01902689  41.18644270 -112.01899849
111  41.18644841 -112.01893446
113  41.18642419 -112.01787987
111  41.20070819 -112.00039716
111  41.20070751 -112.00043946
111  41.20073773 -112.00057354
111  41.20075675 -112.00065793
112  41.20075675 -112.00065793  41.20077570 -112.00073275 102
112  41.20087439 -112.00076276  41.20091133 -112.00076980
111  41.20087439 -112.00076276
112  41.20087439 -112.00076276  41.20089131 -112.00076599 102
111  41.20090301 -112.00076587 53 102
111  41.20171811 -112.00042823 53 102
111  41.20186146 -112.00035241 53 102
111  41.20181551 -112.00011480
111  41.20079342 -112.00026915
113  41.20072683 -112.00031640
111  41.19984574 -112.00138643
111  41.19745470 -112.00237538
112  41.19745470 -112.00237538  41.19735764 -112.00241972
111  41.19728555 -112.00249988
111  41.19731109 -112.00255157
111  41.19734919 -112.00281183
111  41.19715792 -112.00305924
111  41.19694085 -112.00299312
111  41.19691410 -112.00297872
111  41.19655480 -112.00345268
112  41.19655480 -112.00345268  41.19647546 -112.00357865
111  41.19647513 -112.00372472
111  41.19646627 -112.00568272
111  41.19648744 -112.00575135
111  41.19652894 -112.00627002
112  41.19652894 -112.00627002  41.19654269 -112.00634919
112  41.19659053 -112.00642413  41.19661541 -112.00645181
111  41.19659053 -112.00642413
112  41.19659053 -112.00642413  41.19664342 -112.00648297 53 102
111  41.19670496 -112.00645326 53 102
111  41.19680808 -112.00637723 53 102
111  41.19711691 -112.00606467 53 102
111  41.20011887 -112.00211395 53 102
111  41.20023009 -112.00194038 53 102
111  41.20042641 -112.00160332
112  41.20042641 -112.00160332  41.20047166 -112.00151361 53 102
112  41.20041867 -112.00136511  41.20037483 -112.00130618
111  41.20041867 -112.00136511
112  41.20041867 -112.00136511  41.20038088 -112.00131431
112  41.20024061 -112.00130054  41.20016390 -112.00131479
113  41.20024061 -112.00130054
111  41.20342207 -112.00011473 53 102
111  41.20340853 -112.00001212 53 102
111  41.20329073 -111.99972310 53 102
111  41.20303290 -111.99953650 53 102
111  41.20297148 -111.99949206 53 102
111  41.20263875 -111.99973097 53 102
111  41.20213477 -112.00032741
112  41.20213477 -112.00032741  41.20203665 -112.00043540 53 102
112  41.20190766 -112.00051583  41.20180758 -112.00057785
111  41.20190766 -112.00051583 53 102
111  41.20139571 -112.00081793
112  41.20139571 -112.00081793  41.20122100 -112.00095725 53 102
111  41.20093011 -112.00129566 53 102
111  41.19781031 -112.00540394
111  41.19782637 -112.00542936
111  41.19736174 -112.00605595 53 102
111  41.19717941 -112.00648672 53 102
111  41.19734874 -112.00690753 53 102
111  41.19739224 -112.00696548 53 102
111  41.19759048 -112.00722962 53 102
113  41.19786529 -112.00743334
111  41.18690011 -112.01305743
112  41.18690011 -112.01305743  41.18688841 -112.01307211
112  41.18687053 -112.01310071  41.18686245 -112.01311483
111  41.18687053 -112.01310071
112  41.18687053 -112.01310071  41.18685896 -112.01312095 53
112  41.18684609 -112.01315874  41.18684123 -112.01317704
111  41.18684609 -112.01315874
112  41.18684609 -112.01315874  41.18682708 -112.01323029 53 102
112  41.18690761 -112.01329069  41.18695913 -112.01329789
111  41.18690761 -112.01329069 53 102
111  41.19112732 -112.01329999
112  41.19112732 -112.01329999  41.19154458 -112.01328714 53 102
112  41.19193096 -112.01288644  41.19205670 -112.01273571
111  41.19193096 -112.01288644 53 102
111  41.19233169 -112.01236185 53 102
111  41.19252468 -112.01201370 53 102
111  41.19252404 -112.01165212
111  41.19252383 -112.01153588
111  41.19238229 -112.01153519
112  41.19229551 -112.01158423  41.19225933 -112.01162802
111  41.19229551 -112.01158423
111  41.19173287 -112.01232327
111  41.19165705 -112.01221050
111  41.19175536 -112.01208290
111  41.19176321 -112.01207259
111  41.19190112 -112.01189342
111  41.19191052 -112.01188122
111  41.19201004 -112.01175192
111  41.19206657 -112.01167850
111  41.19217624 -112.01153601
111  41.19218428 -112.01152557
111  41.19228732 -112.01139172
111  41.19230401 -112.01139052
111  41.19239998 -112.01138359
111  41.19239594 -112.01080448
111  41.19251557 -112.01080525
111  41.19251622 -112.01056525
111  41.19180432 -112.01056152
111  41.19179629 -112.01061978
111  41.19179369 -112.01077753
111  41.19195655 -112.01078296
111  41.19195326 -112.01123977
111  41.19195281 -112.01132847
111  41.19179208 -112.01132451
111  41.19176629 -112.01132387
111  41.19175638 -112.01132363
111  41.19175670 -112.01078061
111  41.19174667 -112.01078084
111  41.19174547 -112.01132276
111  41.19157008 -112.01132011
111  41.19154530 -112.01131973
111  41.19154662 -112.01066844
112  41.19154662 -112.01066844  41.19154338 -112.01060313
111  41.19150393 -112.01055931
111  41.19135457 -112.01056162
111  41.19135329 -112.01076233
111  41.19135281 -112.01083756
111  41.19133635 -112.01083768
111  41.19133511 -112.01157087
111  41.19133510 -112.01157638
111  41.19133074 -112.01157629
111  41.19133076 -112.01200458
111  41.19133661 -112.01200465
111  41.19133638 -112.01202131
111  41.19133629 -112.01202951
111  41.19133200 -112.01202979
111  41.19133344 -112.01221546
111  41.19133518 -112.01221555
111  41.19133521 -112.01222547
111  41.19133524 -112.01224013
111  41.19133525 -112.01224395
111  41.19133096 -112.01224417
111  41.19133089 -112.01244549
111  41.19133654 -112.01244566
111  41.19133508 -112.01251291
111  41.19137170 -112.01251257
111  41.19137144 -112.01252876
111  41.19134349 -112.01252935
112  41.19134349 -112.01252935  41.19131098 -112.01252845
112  41.19116570 -112.01230984  41.19115757 -112.01219194
111  41.19116570 -112.01230984
111  41.19116270 -112.01056329
111  41.19096918 -112.01056143
111  41.19096677 -112.01061457
111  41.19097044 -112.01061471
111  41.19096720 -112.01075455
111  41.19096557 -112.01082487
111  41.19095047 -112.01082487
111  41.19094993 -112.01163086
111  41.19094992 -112.01164211
111  41.19094978 -112.01186276
111  41.19094976 -112.01188587
111  41.19094962 -112.01210653
111  41.19094957 -112.01217696
111  41.19094942 -112.01239762
111  41.19094941 -112.01241211
111  41.19094901 -112.01301186
111  41.19082479 -112.01300898
111  41.19082250 -112.01258091
111  41.19076416 -112.01242444
111  41.19076515 -112.01222647
111  41.19070754 -112.01215171
111  41.19071319 -112.01126592
111  41.19076605 -112.01123517
111  41.19076614 -112.01122871
111  41.19076708 -112.01115550
111  41.19076931 -112.01098322
111  41.19076986 -112.01094051
111  41.19077477 -112.01055969
111  41.19054477 -112.01055758
111  41.19054039 -112.01060992
111  41.19054035 -112.01076245
111  41.19054022 -112.01124198
111  41.19054021 -112.01126695
111  41.19053997 -112.01215256
111  41.19053996 -112.01216902
111  41.19053990 -112.01238813
111  41.19038951 -112.01238539
111  41.19040593 -112.01061194
111  41.19040201 -112.01055705
111  41.19019792 -112.01055586
111  41.19019493 -112.01071557
111  41.19019820 -112.01075583
111  41.19019006 -112.01075583
111  41.19018919 -112.01106084
111  41.19019234 -112.01106108
111  41.19019228 -112.01107911
111  41.19018906 -112.01107903
111  41.19018943 -112.01126170
111  41.19019355 -112.01126198
111  41.19019359 -112.01126768
111  41.19019370 -112.01128305
111  41.19019529 -112.01150341
111  41.19018923 -112.01150348
111  41.19018769 -112.01169835
111  41.19019867 -112.01169835
111  41.19019867 -112.01170045
111  41.19019591 -112.01170479
111  41.19019592 -112.01171798
111  41.19019603 -112.01189517
111  41.19018744 -112.01189517
111  41.19018314 -112.01221800
111  41.19019596 -112.01221840
111  41.19019520 -112.01234980
111  41.19016807 -112.01234980
111  41.19016642 -112.01253639
111  41.19019211 -112.01253687
111  41.19019217 -112.01257623
111  41.19019220 -112.01259044
111  41.19019256 -112.01280575
111  41.19018064 -112.01280549
111  41.19005401 -112.01280277
111  41.19005236 -112.01250757
111  41.18996729 -112.01250099
111  41.18996774 -112.01241068
111  41.19005217 -112.01241561
111  41.19006139 -112.01055364
111  41.18982944 -112.01055095
112  41.18979039 -112.01077258  41.18978724 -112.01095440
111  41.18979039 -112.01077258
111  41.18979107 -112.01090459
111  41.18979145 -112.01097760
111  41.18978908 -112.01170765
111  41.18978783 -112.01209388
111  41.18978777 -112.01211334
111  41.18979152 -112.01212018
111  41.18979148 -112.01213468
111  41.18979146 -112.01214095
111  41.18978706 -112.01214084
111  41.18978698 -112.01234184
111  41.18978862 -112.01234178
111  41.18978852 -112.01235294
111  41.18978337 -112.01235281
111  41.18978238 -112.01259590
111  41.18978841 -112.01259557
111  41.18978867 -112.01260392
111  41.18978452 -112.01260408
111  41.18978421 -112.01280470
111  41.18978685 -112.01280453
111  41.18978989 -112.01305097
111  41.18927844 -112.01304993
111  41.18928225 -112.01261988
111  41.18928315 -112.01251833
111  41.18928444 -112.01237228
111  41.18921723 -112.01237165
111  41.18921775 -112.01232969
111  41.18928496 -112.01232971
111  41.18928564 -112.01213524
111  41.18928579 -112.01209200
111  41.18928732 -112.01165580
111  41.18928747 -112.01161298
111  41.18928804 -112.01145060
111  41.18928821 -112.01140064
111  41.18928876 -112.01124376
111  41.18928889 -112.01120671
111  41.18929087 -112.01064158
111  41.18925911 -112.01055804
112  41.18925911 -112.01055804  41.18912318 -112.01059213
112  41.18904635 -112.01076000  41.18904365 -112.01082579
111  41.18904635 -112.01076000
111  41.18904321 -112.01096306
111  41.18903743 -112.01096258
111  41.18903634 -112.01118876
111  41.18904068 -112.01118901
111  41.18904061 -112.01119727
111  41.18903901 -112.01138350
111  41.18903893 -112.01139311
111  41.18903723 -112.01159053
111  41.18903716 -112.01159841
111  41.18903556 -112.01178395
111  41.18903542 -112.01180067
111  41.18903241 -112.01215006
111  41.18903231 -112.01216201
111  41.18903045 -112.01237808
111  41.18903029 -112.01239672
111  41.18902840 -112.01261610
111  41.18897444 -112.01261227
112  41.18897444 -112.01261227  41.18893637 -112.01261380
111  41.18889492 -112.01262694
111  41.18871826 -112.01233137
111  41.18874527 -112.01228353
111  41.18875503 -112.01229776
111  41.18879592 -112.01221502
111  41.18870784 -112.01208588
111  41.18883565 -112.01194742
111  41.18889191 -112.01199270
111  41.18890316 -112.01198647
111  41.18890670 -112.01093459
111  41.18887868 -112.01089719
111  41.18860398 -112.01119662
111  41.18868450 -112.01133049
111  41.18847275 -112.01156242
111  41.18838911 -112.01143134
111  41.18823510 -112.01159870
111  41.18823432 -112.01160631
111  41.18835784 -112.01180542
112  41.18835784 -112.01180542  41.18843811 -112.01196491
111  41.18834201 -112.01207669
111  41.18825926 -112.01216720
111  41.18823541 -112.01213550
111  41.18815931 -112.01222319
111  41.18818307 -112.01225907
111  41.18813193 -112.01231800
112  41.18792614 -112.01229698  41.18783896 -112.01216843
111  41.18792614 -112.01229698
111  41.18778872 -112.01208484
111  41.18773207 -112.01214829
111  41.18784060 -112.01232481
111  41.18715753 -112.01307111
113  41.18704726 -112.01289517
112  41.19283585 -112.01067314  41.19283520 -112.01073946
111  41.19283585 -112.01067314 102
111  41.19283763 -112.01085396
111  41.19243493 -112.01085469
111  41.19243443 -112.01134431
111  41.19260857 -112.01134482
111  41.19283645 -112.01134550
112  41.19283773 -112.01136075  41.19283889 -112.01136992
111  41.19283773 -112.01136075
112  41.19283773 -112.01136075  41.19284174 -112.01139241 53 102
112  41.19292581 -112.01144265  41.19299337 -112.01142443
111  41.19292581 -112.01144265 53 102
111  41.19311491 -112.01133295 53 102
111  41.19335704 -112.01101777 53 102
112  41.19340272 -112.01091485  41.19340642 -112.01087840
111  41.19340272 -112.01091485 102
112  41.19335510 -112.01067706  41.19329980 -112.01059241
111  41.19335510 -112.01067706
112  41.19335510 -112.01067706  41.19331878 -112.01062146 102
112  41.19314753 -112.01057195  41.19303964 -112.01056561
111  41.19314753 -112.01057195 102
111  41.19288185 -112.01057352 102
113  41.19288184 -112.01057853 102
111  41.18785094 -112.01201586
111  41.18787051 -112.01204797
111  41.18787058 -112.01206758
111  41.18797537 -112.01222951
112  41.18797537 -112.01222951  41.18803046 -112.01230630
111  41.18808734 -112.01224923
111  41.18830180 -112.01200076
112  41.18830321 -112.01186118  41.18826270 -112.01177577
111  41.18830321 -112.01186118
111  41.18819285 -112.01169354
113  41.18815690 -112.01168108
111  41.19759579 -112.00779080 53 102
111  41.19744399 -112.00741870 53 102
111  41.19724645 -112.00715703 53 102
111  41.19720393 -112.00710072 53 102
111  41.19689013 -112.00686873 53 102
111  41.19656524 -112.00710592 53 102
111  41.19610564 -112.00765549 53 102
111  41.19526912 -112.00875295 53 102
111  41.19478566 -112.00944483 53 102
111  41.19460674 -112.00986926 53 102
111  41.19477769 -112.01029213 53 102
111  41.19482018 -112.01034891 53 102
111  41.19501933 -112.01061505 53 102
113  41.19529791 -112.01081822
111  41.19502933 -112.01117207 53 102
111  41.19487420 -112.01080774 53 102
111  41.19467443 -112.01053990 53 102
111  41.19463301 -112.01048436 53 102
111  41.19431724 -112.01025407 53 102
111  41.19402912 -112.01045945 53 102
111  41.19359959 -112.01094562 53 102
111  41.19106460 -112.01428100 53 102
111  41.19097328 -112.01440115
112  41.19097328 -112.01440115  41.19082895 -112.01464323 53 102
111  41.19103291 -112.01474910
113  41.19230624 -112.01475971
111  41.19052162 -112.01473760 53 102
112  41.19055755 -112.01470301  41.19058334 -112.01467047
111  41.19055755 -112.01470301 53 102
111  41.19081247 -112.01436738 53 102
111  41.19095220 -112.01413483 53 102
111  41.19110499 -112.01387367
112  41.19110499 -112.01387367  41.19114728 -112.01379684 53 102
112  41.19098383 -112.01355018  41.19080464 -112.01351200
111  41.19098383 -112.01355018 53 102
111  41.19056171 -112.01347823 53 102
111  41.18700740 -112.01346629
112  41.18700740 -112.01346629  41.18682484 -112.01347671 53 102
111  41.18681100 -112.01372933 53 102
111  41.18680982 -112.01422068 53 102
111  41.18680901 -112.01455824
112  41.18680901 -112.01455824  41.18681385 -112.01464482 53 102
112  41.18689207 -112.01471870  41.18692158 -112.01474176
111  41.18689207 -112.01471870
112  41.18689207 -112.01471870  41.18690518 -112.01472895
111  41.18691450 -112.01473372
111  41.18696906 -112.01507943
112  41.18692148 -112.01510087  41.18689458 -112.01511609
111  41.18692148 -112.01510087
112  41.18692148 -112.01510087  41.18687755 -112.01512573 102
112  41.18680877 -112.01525180  41.18679991 -112.01532980
111  41.18680877 -112.01525180 102
111  41.18680783 -112.01562999 102
111  41.18680764 -112.01570657 53 102
111  41.18680057 -112.01855403 53 102
111  41.18687292 -112.01885838 53 102
111  41.18692251 -112.01898930
112  41.18692251 -112.01898930  41.18701007 -112.01918193 53 102
111  41.18715427 -112.01907427 53 102
111  41.18753443 -112.01867970 53 102
111  41.18988803 -112.01558826 53 102
111  41.18999356 -112.01544964
112  41.18999356 -112.01544964  41.19012312 -112.01520574 53 102
113  41.18989422 -112.01509501
111  41.19187716 -112.01532502
112  41.19173470 -112.01510320  41.19160702 -112.01505855
111  41.19173470 -112.01510320
111  41.19049928 -112.01509655
112  41.19046906 -112.01510919  41.19045128 -112.01511814
111  41.19046906 -112.01510919
112  41.19046906 -112.01510919  41.19044992 -112.01511883 53 102
112  41.19040189 -112.01515839  41.19037920 -112.01518221
111  41.19040189 -112.01515839 53 102
111  41.18998101 -112.01571173 53 102
111  41.18761141 -112.01882709 53 102
111  41.18745784 -112.01908049
112  41.18745784 -112.01908049  41.18742112 -112.01916016 53 102
111  41.18745784 -112.01921207 53 102
111  41.18771306 -112.01955493 53 102
111  41.18766724 -112.01977398 53 102
111  41.18761697 -112.02001433 53 102
111  41.18776630 -112.02016212 53 102
113  41.18804839 -112.02036938
111  41.18647661 -112.01878747
111  41.18649735 -112.01915177
111  41.18647855 -112.01964440
112  41.18653429 -112.01994841  41.18658173 -112.02008483
111  41.18653429 -112.01994841
111  41.18662827 -112.02017233
112  41.18662827 -112.02017233  41.18669920 -112.02042037
111  41.18661790 -112.02064257
112  41.18689764 -112.02045968  41.18708244 -112.02041379
111  41.18689764 -112.02045968
111  41.18744323 -112.02035438
112  41.18744323 -112.02035438  41.18749130 -112.02033931
111  41.18752650 -112.02029457
111  41.18757196 -112.02022938 53 102
111  41.18744726 -112.02006261 53 102
111  41.18681453 -112.01921638 53 102
112  41.18666624 -112.01871083  41.18666221 -112.01841795
111  41.18666624 -112.01871083 53 102
111  41.18666877 -112.01788533
111  41.18648339 -112.01788228
113  41.18646685 -112.01788201
111  41.19663632 -112.00308686
111  41.19663632 -112.00307030
111  41.19656240 -112.00297923
111  41.19640458 -112.00319283
112  41.19640748 -112.00324195  41.19642479 -112.00326587
111  41.19640748 -112.00324195
111  41.19642742 -112.00326789
112  41.19642742 -112.00326789  41.19644438 -112.00328767
113  41.19647643 -112.00329494
111  41.19632920 -112.00329751
111  41.19631016 -112.00332320
111  41.19618644 -112.00319939
111  41.19617749 -112.00321166
111  41.19620057 -112.00323197
111  41.19620796 -112.00362094
111  41.19622353 -112.00362370
111  41.19639900 -112.00339142
112  41.19637928 -112.00334313  41.19636647 -112.00332841
111  41.19637928 -112.00334313
113  41.19635273 -112.00331895
111  41.19431722 -112.00713067
111  41.19423764 -112.00723750
111  41.19431535 -112.00734222
111  41.19436174 -112.00740472
111  41.19445036 -112.00752412
111  41.19453315 -112.00741586
111  41.19444177 -112.00729517
113  41.19439689 -112.00723589
111  41.18943016 -112.01288813
111  41.18957538 -112.01288750
111  41.18963348 -112.01288724
111  41.18963715 -112.01286994
111  41.18964623 -112.01065429
111  41.18960116 -112.01054856
111  41.18948292 -112.01055096
111  41.18943862 -112.01064847
111  41.18943817 -112.01076699
111  41.18943561 -112.01144414
111  41.18943550 -112.01147537
111  41.18943461 -112.01170919
111  41.18943431 -112.01179029
111  41.18943347 -112.01201253
111  41.18943313 -112.01210164
111  41.18943229 -112.01232434
111  41.18943225 -112.01233544
111  41.18943141 -112.01255947
111  41.18943135 -112.01257306
111  41.18943065 -112.01275883
113  41.18943060 -112.01277297
111  41.19460707 -112.00612644
111  41.19466160 -112.00595600
111  41.19465270 -112.00593012
111  41.19463601 -112.00591866
111  41.19462432 -112.00591866
111  41.19462015 -112.00593049
111  41.19460847 -112.00592162
112  41.19460346 -112.00590017  41.19459662 -112.00589500
111  41.19460346 -112.00590017
111  41.19455383 -112.00587171
112  41.19455383 -112.00588507  41.19455643 -112.00588926
111  41.19455383 -112.00588507
111  41.19456195 -112.00589713
111  41.19455615 -112.00591947
111  41.19454031 -112.00591048
111  41.19454495 -112.00589559
111  41.19452331 -112.00588096
111  41.19452736 -112.00587043
112  41.19452736 -112.00587043  41.19452897 -112.00586508
111  41.19452775 -112.00585913
111  41.19443992 -112.00580881
111  41.19435151 -112.00587244
112  41.19434458 -112.00593845  41.19436363 -112.00598274
111  41.19434458 -112.00593845
111  41.19440992 -112.00599893
111  41.19440127 -112.00602577
111  41.19449472 -112.00607253
113  41.19458049 -112.00614625
130 Boundary
111  41.20366980 -111.99838065
111  41.20413123 -111.99856994
111  41.20441074 -111.99891186
111  41.20453771 -111.99922966
111  41.20459708 -111.99956281
111  41.20458755 -112.00103968
111  41.20456656 -112.00115003
111  41.20450548 -112.00125277
111  41.20443773 -112.00137390
111  41.20439669 -112.00154006
111  41.20442294 -112.00180198
111  41.20451884 -112.00198399
111  41.20458803 -112.00204868
111  41.20455583 -112.00244584
111  41.20451957 -112.00256824
111  41.20434398 -112.00294939
111  41.20434064 -112.00321294
111  41.20183271 -112.00651539
111  41.20174348 -112.00650460
111  41.20121355 -112.00720100
111  41.20104862 -112.00700395
111  41.20074928 -112.00737986
111  41.20091849 -112.00760428
111  41.19974264 -112.00914364
111  41.20055708 -112.01022860
111  41.20116507 -112.01225918
111  41.20216558 -112.01226528
111  41.20193803 -112.01314070
111  41.20230623 -112.01329759
111  41.20182479 -112.01483187
111  41.20187357 -112.01486017
111  41.20152369 -112.01595701
111  41.20147340 -112.01593399
111  41.20018535 -112.01991716
111  41.19810755 -112.02421681
111  41.19815015 -112.02425881
111  41.19793124 -112.02463257
111  41.19754537 -112.02505597
111  41.19713773 -112.02533605
111  41.19704769 -112.02499680
111  41.19705225 -112.02275047
111  41.19672904 -112.02265075
111  41.19625706 -112.02264240
111  41.19376135 -112.02114924
111  41.19360249 -112.02087375
111  41.19328429 -112.02069388
111  41.19260872 -112.02066864
111  41.19205219 -112.02058110
111  41.19109437 -112.02056054
111  41.19093375 -112.02060603
111  41.19084993 -112.02069916
111  41.19080802 -112.02090734
111  41.19080046 -112.02104612
111  41.19069190 -112.02106073
111  41.19068669 -112.02132398
111  41.19063103 -112.02132398
111  41.19059462 -112.02131393
111  41.19054308 -112.02125093
111  41.18865929 -112.02382956
111  41.18869776 -112.02388891
111  41.18764555 -112.02525427
111  41.18764723 -112.02559678
111  41.18758402 -112.02570816
111  41.18679218 -112.02571907
111  41.18679796 -112.02517501
111  41.18638227 -112.02517866
111  41.18637472 -112.02572646
111  41.18368254 -112.02575189
111  41.18357123 -112.02560290
111  41.18358196 -112.01830333
111  41.18363163 -112.01564696
111  41.18651322 -112.01264994
111  41.18645469 -112.01255243
111  41.18733677 -112.01161155
111  41.18739258 -112.01170462
111  41.18973039 -112.00925710
111  41.18980957 -112.00908740
111  41.19103014 -112.00782725
111  41.19152761 -112.00756530
111  41.19246143 -112.00738990
111  41.19292903 -112.00714839
111  41.19372358 -112.00637234
111  41.19471521 -112.00513596
111  41.19615337 -112.00258029
111  41.19644069 -112.00229469
111  41.19788768 -112.00071775
111  41.19816864 -112.00039694
111  41.19884156 -111.99988556
111  41.20118433 -111.99907651
113  41.20127511 -111.99917106
120 Linear Feature 71
111  41.19546674 -112.00692471 1
115  41.19543507 -112.00696715
120 Linear Feature 71
111  41.19556743 -112.00705649 1
115  41.19553575 -112.00709892
120 Linear Feature 70
111  41.19548400 -112.00694648 1
111  41.19546674 -112.00692471 1
115  41.19545115 -112.00690504
120 Linear Feature 70
111  41.19558469 -112.00707825 1
111  41.19556743 -112.00705649 1
115  41.19555183 -112.00703682
120 Linear Feature 69
111  41.19544626 -112.00708402 1
115  41.19548556 -112.00703336
120 Linear Feature 69
111  41.19566407 -112.00679939 1
115  41.19569716 -112.00675604
120 Linear Feature 69
111  41.19578159 -112.00677922 1
115  41.19574827 -112.00682225
120 Linear Feature 68
111  41.19542481 -112.00705747 1
111  41.19544626 -112.00708402 1
115  41.19546425 -112.00710629
120 Linear Feature 68
111  41.19564251 -112.00677298 1
111  41.19566407 -112.00679939 1
115  41.19568214 -112.00682153
120 Linear Feature 68
111  41.19580300 -112.00680583 1
111  41.19578159 -112.00677922 1
115  41.19576364 -112.00675690
120 Linear Feature 35
111  41.19089028 -112.01011147 1
115  41.19094355 -112.01011095
120 Linear Feature 35
111  41.19023568 -112.01011133 1
115  41.19028263 -112.01011081
120 Linear Feature 35
111  41.19121938 -112.01012173 1
115  41.19126634 -112.01012121
120 Linear Feature 35
111  41.19609729 -112.00514879 1
115  41.19614425 -112.00514827
120 Linear Feature 35
111  41.19609669 -112.00632512 1
115  41.19614365 -112.00632460
120 Linear Feature 35
111  41.19153422 -112.01012023 1
115  41.19158118 -112.01011971
120 Linear Feature 35
111  41.19183435 -112.01012597 1
115  41.19188131 -112.01012545
120 Linear Feature 35
111  41.19213225 -112.01012297 1
115  41.19217921 -112.01012245
120 Linear Feature 35
111  41.19243355 -112.01012297 1
115  41.19248051 -112.01012245
120 Linear Feature 35
111  41.19089028 -112.01011147 1
115  41.19094355 -112.01011095
120 Linear Feature 35
111  41.19023568 -112.01011133 1
115  41.19028263 -112.01011081
120 Linear Feature 35
111  41.19121938 -112.01012173 1
115  41.19126634 -112.01012121
120 Linear Feature 35
111  41.19609729 -112.00514879 1
115  41.19614425 -112.00514827
120 Linear Feature 35
111  41.19609669 -112.00632512 1
115  41.19614365 -112.00632460
120 Linear Feature 35
111  41.19153422 -112.01012023 1
115  41.19158118 -112.01011971
120 Linear Feature 35
111  41.19183435 -112.01012597 1
115  41.19188131 -112.01012545
120 Linear Feature 35
111  41.19213225 -112.01012297 1
115  41.19217921 -112.01012245
120 Linear Feature 35
111  41.19243355 -112.01012297 1
115  41.19248051 -112.01012245
120 Linear Feature 35
111  41.19088949 -112.00992632 1
115  41.19094185 -112.00992580
120 Linear Feature 35
