A
1050 Generated by WorldEditor 2.0.0r4

1   1478 1 0 KDVT Deer Valley
111  33.68560225 -112.08558103 1
115  33.68560458 -112.08554177
120 Linear Feature 2
111  33.68563990 -112.08572800 1
115  33.68559198 -112.08572430
120 Linear Feature 1
111  33.68558962 -112.08576397 1
111  33.68559198 -112.08572430 1
115  33.68559431 -112.08568504
120 Linear Feature 2
111  33.68563188 -112.08587273 1
115  33.68558396 -112.08586904
120 Linear Feature 1
111  33.68558161 -112.08590870 1
111  33.68558396 -112.08586904 1
115  33.68558629 -112.08582978
120 Linear Feature 2
111  33.68562293 -112.08601739 1
115  33.68557502 -112.08601370
120 Linear Feature 1
111  33.68557266 -112.08605337 1
111  33.68557502 -112.08601370 1
115  33.68557735 -112.08597444
120 Linear Feature 2
111  33.68561312 -112.08616089 1
115  33.68556520 -112.08615720
120 Linear Feature 1
111  33.68556284 -112.08619686 1
111  33.68556520 -112.08615720 1
115  33.68556753 -112.08611794
120 Linear Feature 2
111  33.68560510 -112.08630562 1
115  33.68555718 -112.08630193
120 Linear Feature 1
111  33.68555483 -112.08634160 1
111  33.68555718 -112.08630193 1
115  33.68555951 -112.08626267
120 Linear Feature 2
111  33.68559782 -112.08637715 1
115  33.68564574 -112.08638085
120 Linear Feature 1
111  33.68564810 -112.08634118 1
111  33.68564574 -112.08638085 1
115  33.68564341 -112.08642011
120 Linear Feature 2
111  33.68560660 -112.08623284 1
115  33.68565452 -112.08623654
120 Linear Feature 1
111  33.68565687 -112.08619687 1
111  33.68565452 -112.08623654 1
115  33.68565218 -112.08627580
120 Linear Feature 2
111  33.68561687 -112.08608957 1
115  33.68566479 -112.08609326
120 Linear Feature 1
111  33.68566714 -112.08605359 1
111  33.68566479 -112.08609326 1
115  33.68566246 -112.08613252
120 Linear Feature 2
111  33.68562489 -112.08594483 1
115  33.68567280 -112.08594853
120 Linear Feature 1
111  33.68567516 -112.08590886 1
111  33.68567280 -112.08594853 1
115  33.68567047 -112.08598778
120 Linear Feature 2
111  33.68563383 -112.08580017 1
115  33.68568175 -112.08580386
120 Linear Feature 1
111  33.68568410 -112.08576419 1
111  33.68568175 -112.08580386 1
115  33.68567942 -112.08584312
120 Linear Feature 2
111  33.68564365 -112.08565667 1
115  33.68569157 -112.08566037
120 Linear Feature 1
111  33.68569393 -112.08562070 1
111  33.68569157 -112.08566037 1
115  33.68568924 -112.08569963
120 Linear Feature 2
111  33.68565167 -112.08551194 1
115  33.68569959 -112.08551563
120 Linear Feature 1
111  33.68570194 -112.08547597 1
111  33.68569959 -112.08551563 1
115  33.68569726 -112.08555489
120 Linear Feature 2
111  33.68566155 -112.08536735 1
115  33.68570947 -112.08537104
120 Linear Feature 1
111  33.68571182 -112.08533137 1
111  33.68570947 -112.08537104 1
115  33.68570713 -112.08541030
120 Linear Feature 2
111  33.68440504 -112.07995143 1
115  33.68435670 -112.07994741
120 Linear Feature 1
111  33.68435433 -112.07999058 1
111  33.68435670 -112.07994741 1
115  33.68435905 -112.07990468
120 Linear Feature 2
111  33.68439467 -112.08010737 1
115  33.68434634 -112.08010336
120 Linear Feature 1
111  33.68434396 -112.08014653 1
111  33.68434634 -112.08010336 1
115  33.68434869 -112.08006062
120 Linear Feature 2
111  33.68438659 -112.08026491 1
115  33.68433826 -112.08026089
120 Linear Feature 1
111  33.68433588 -112.08030406 1
111  33.68433826 -112.08026089 1
115  33.68434060 -112.08021816
120 Linear Feature 2
111  33.68437756 -112.08042236 1
115  33.68432923 -112.08041834
120 Linear Feature 1
111  33.68432685 -112.08046152 1
111  33.68432923 -112.08041834 1
115  33.68433158 -112.08037561
120 Linear Feature 2
111  33.68436766 -112.08057855 1
115  33.68431932 -112.08057453
120 Linear Feature 1
111  33.68431695 -112.08061770 1
111  33.68431932 -112.08057453 1
115  33.68432168 -112.08053180
120 Linear Feature 2
111  33.68435958 -112.08073608 1
115  33.68431124 -112.08073206
120 Linear Feature 1
111  33.68430887 -112.08077524 1
111  33.68431124 -112.08073206 1
115  33.68431359 -112.08068933
120 Linear Feature 2
111  33.68436108 -112.08065687 1
115  33.68440942 -112.08066089
120 Linear Feature 1
111  33.68441179 -112.08061771 1
111  33.68440942 -112.08066089 1
115  33.68440707 -112.08070362
120 Linear Feature 2
111  33.68437145 -112.08050092 1
115  33.68441978 -112.08050494
120 Linear Feature 1
111  33.68442216 -112.08046176 1
111  33.68441978 -112.08050494 1
115  33.68441743 -112.08054767
120 Linear Feature 2
111  33.68437953 -112.08034339 1
115  33.68442787 -112.08034740
120 Linear Feature 1
111  33.68443024 -112.08030423 1
111  33.68442787 -112.08034740 1
115  33.68442552 -112.08039014
120 Linear Feature 2
111  33.68438856 -112.08018593 1
115  33.68443689 -112.08018995
120 Linear Feature 1
111  33.68443927 -112.08014678 1
111  33.68443689 -112.08018995 1
115  33.68443454 -112.08023268
120 Linear Feature 2
111  33.68439846 -112.08002975 1
115  33.68444680 -112.08003376
120 Linear Feature 1
111  33.68444917 -112.07999059 1
111  33.68444680 -112.08003376 1
115  33.68444445 -112.08007650
120 Linear Feature 2
111  33.68440655 -112.07987221 1
115  33.68445488 -112.07987623
120 Linear Feature 1
111  33.68445726 -112.07983306 1
111  33.68445488 -112.07987623 1
115  33.68445253 -112.07991896
120 Linear Feature 2
111  33.68470960 -112.07997701 1
115  33.68466126 -112.07997299
120 Linear Feature 1
111  33.68465888 -112.08001616 1
111  33.68466126 -112.07997299 1
115  33.68466361 -112.07993026
120 Linear Feature 2
111  33.68469923 -112.08013295 1
115  33.68465090 -112.08012893
120 Linear Feature 1
111  33.68464852 -112.08017211 1
111  33.68465090 -112.08012893 1
115  33.68465325 -112.08008620
120 Linear Feature 2
111  33.68469115 -112.08029049 1
115  33.68464281 -112.08028647
120 Linear Feature 1
111  33.68464044 -112.08032964 1
111  33.68464281 -112.08028647 1
115  33.68464516 -112.08024374
120 Linear Feature 2
111  33.68468212 -112.08044794 1
115  33.68463379 -112.08044392
120 Linear Feature 1
111  33.68463141 -112.08048710 1
111  33.68463379 -112.08044392 1
115  33.68463614 -112.08040119
120 Linear Feature 2
111  33.68467222 -112.08060413 1
115  33.68462388 -112.08060011
120 Linear Feature 1
111  33.68462151 -112.08064328 1
111  33.68462388 -112.08060011 1
115  33.68462623 -112.08055738
120 Linear Feature 2
111  33.68466413 -112.08076166 1
115  33.68461580 -112.08075764
120 Linear Feature 1
111  33.68461342 -112.08080082 1
111  33.68461580 -112.08075764 1
115  33.68461815 -112.08071491
120 Linear Feature 2
111  33.68466564 -112.08068245 1
115  33.68471398 -112.08068647
120 Linear Feature 1
111  33.68471635 -112.08064329 1
111  33.68471398 -112.08068647 1
115  33.68471162 -112.08072920
120 Linear Feature 2
111  33.68467601 -112.08052650 1
115  33.68472434 -112.08053052
120 Linear Feature 1
111  33.68472671 -112.08048734 1
111  33.68472434 -112.08053052 1
115  33.68472199 -112.08057325
120 Linear Feature 2
111  33.68468409 -112.08036897 1
115  33.68473242 -112.08037298
120 Linear Feature 1
111  33.68473480 -112.08032981 1
111  33.68473242 -112.08037298 1
115  33.68473007 -112.08041572
120 Linear Feature 2
111  33.68469311 -112.08021151 1
115  33.68474145 -112.08021553
120 Linear Feature 1
111  33.68474382 -112.08017235 1
111  33.68474145 -112.08021553 1
115  33.68473910 -112.08025826
120 Linear Feature 2
111  33.68470302 -112.08005532 1
115  33.68475135 -112.08005934
120 Linear Feature 1
111  33.68475373 -112.08001617 1
111  33.68475135 -112.08005934 1
115  33.68474900 -112.08010207
120 Linear Feature 2
111  33.68471110 -112.07989779 1
115  33.68475944 -112.07990181
120 Linear Feature 1
111  33.68476181 -112.07985863 1
111  33.68475944 -112.07990181 1
115  33.68475709 -112.07994454
120 Linear Feature 2
111  33.68501159 -112.08000317 1
115  33.68496325 -112.07999915
120 Linear Feature 1
111  33.68496088 -112.08004233 1
111  33.68496325 -112.07999915 1
115  33.68496560 -112.07995642
120 Linear Feature 2
111  33.68500122 -112.08015912 1
115  33.68495289 -112.08015510
120 Linear Feature 1
111  33.68495051 -112.08019828 1
111  33.68495289 -112.08015510 1
115  33.68495524 -112.08011237
120 Linear Feature 2
111  33.68499314 -112.08031666 1
115  33.68494480 -112.08031264
120 Linear Feature 1
111  33.68494243 -112.08035581 1
111  33.68494480 -112.08031264 1
115  33.68494715 -112.08026991
120 Linear Feature 2
111  33.68498411 -112.08047411 1
115  33.68493578 -112.08047009
120 Linear Feature 1
111  33.68493340 -112.08051327 1
111  33.68493578 -112.08047009 1
115  33.68493813 -112.08042736
120 Linear Feature 2
111  33.68497421 -112.08063030 1
115  33.68492587 -112.08062628
120 Linear Feature 1
111  33.68492350 -112.08066946 1
111  33.68492587 -112.08062628 1
115  33.68492822 -112.08058355
120 Linear Feature 2
111  33.68496612 -112.08078783 1
115  33.68491779 -112.08078382
120 Linear Feature 1
111  33.68491541 -112.08082699 1
111  33.68491779 -112.08078382 1
115  33.68492014 -112.08074108
120 Linear Feature 2
111  33.68496763 -112.08070862 1
115  33.68501597 -112.08071264
120 Linear Feature 1
111  33.68501834 -112.08066946 1
111  33.68501597 -112.08071264 1
115  33.68501362 -112.08075537
120 Linear Feature 2
111  33.68497800 -112.08055267 1
115  33.68502633 -112.08055669
120 Linear Feature 1
111  33.68502871 -112.08051351 1
111  33.68502633 -112.08055669 1
115  33.68502398 -112.08059942
120 Linear Feature 2
111  33.68498608 -112.08039514 1
115  33.68503442 -112.08039915
120 Linear Feature 1
111  33.68503679 -112.08035598 1
111  33.68503442 -112.08039915 1
115  33.68503207 -112.08044189
120 Linear Feature 2
111  33.68499511 -112.08023768 1
115  33.68504344 -112.08024170
120 Linear Feature 1
111  33.68504582 -112.08019852 1
111  33.68504344 -112.08024170 1
115  33.68504109 -112.08028443
120 Linear Feature 2
111  33.68500501 -112.08008149 1
115  33.68505334 -112.08008551
120 Linear Feature 1
111  33.68505572 -112.08004234 1
111  33.68505334 -112.08008551 1
115  33.68505099 -112.08012824
120 Linear Feature 2
111  33.68501310 -112.07992396 1
115  33.68506143 -112.07992798
120 Linear Feature 1
111  33.68506380 -112.07988480 1
111  33.68506143 -112.07992798 1
115  33.68505908 -112.07997071
120 Linear Feature 2
111  33.68531287 -112.08002679 1
115  33.68526453 -112.08002277
120 Linear Feature 1
111  33.68526216 -112.08006594 1
111  33.68526453 -112.08002277 1
115  33.68526688 -112.07998004
120 Linear Feature 2
111  33.68530251 -112.08018273 1
115  33.68525417 -112.08017871
120 Linear Feature 1
111  33.68525179 -112.08022189 1
111  33.68525417 -112.08017871 1
115  33.68525652 -112.08013598
120 Linear Feature 2
111  33.68529442 -112.08034027 1
115  33.68524609 -112.08033625
120 Linear Feature 1
111  33.68524371 -112.08037943 1
111  33.68524609 -112.08033625 1
115  33.68524843 -112.08029352
120 Linear Feature 2
111  33.68528539 -112.08049773 1
115  33.68523706 -112.08049371
120 Linear Feature 1
111  33.68523468 -112.08053688 1
111  33.68523706 -112.08049371 1
115  33.68523941 -112.08045098
120 Linear Feature 2
111  33.68527549 -112.08065391 1
115  33.68522715 -112.08064989
120 Linear Feature 1
111  33.68522478 -112.08069307 1
111  33.68522715 -112.08064989 1
115  33.68522951 -112.08060716
120 Linear Feature 2
111  33.68526741 -112.08081145 1
115  33.68521907 -112.08080743
120 Linear Feature 1
111  33.68521670 -112.08085060 1
111  33.68521907 -112.08080743 1
115  33.68522142 -112.08076470
120 Linear Feature 2
111  33.68526891 -112.08073223 1
115  33.68531725 -112.08073625
120 Linear Feature 1
111  33.68531962 -112.08069307 1
111  33.68531725 -112.08073625 1
115  33.68531490 -112.08077898
120 Linear Feature 2
111  33.68527928 -112.08057628 1
115  33.68532761 -112.08058030
120 Linear Feature 1
111  33.68532999 -112.08053713 1
111  33.68532761 -112.08058030 1
115  33.68532526 -112.08062303
120 Linear Feature 2
111  33.68528736 -112.08041875 1
115  33.68533570 -112.08042277
120 Linear Feature 1
111  33.68533807 -112.08037959 1
111  33.68533570 -112.08042277 1
115  33.68533335 -112.08046550
120 Linear Feature 2
111  33.68529639 -112.08026129 1
115  33.68534472 -112.08026531
120 Linear Feature 1
111  33.68534710 -112.08022213 1
111  33.68534472 -112.08026531 1
115  33.68534237 -112.08030804
120 Linear Feature 2
111  33.68530629 -112.08010510 1
115  33.68535463 -112.08010912
120 Linear Feature 1
111  33.68535700 -112.08006595 1
111  33.68535463 -112.08010912 1
115  33.68535228 -112.08015185
120 Linear Feature 2
111  33.68531438 -112.07994757 1
115  33.68536271 -112.07995159
120 Linear Feature 1
111  33.68536509 -112.07990841 1
111  33.68536271 -112.07995159 1
115  33.68536036 -112.07999432
120 Linear Feature 2
111  33.68420390 -112.07640778 1
115  33.68415557 -112.07640393
120 Linear Feature 1
111  33.68415320 -112.07644532 1
111  33.68415557 -112.07640393 1
115  33.68415792 -112.07636297
120 Linear Feature 2
111  33.68419506 -112.07655835 1
115  33.68414672 -112.07655450
120 Linear Feature 1
111  33.68414435 -112.07659588 1
111  33.68414672 -112.07655450 1
115  33.68414907 -112.07651354
120 Linear Feature 2
111  33.68414276 -112.07736516 1
115  33.68419109 -112.07736902
120 Linear Feature 1
111  33.68419346 -112.07732763 1
111  33.68419109 -112.07736902 1
115  33.68418874 -112.07740998
120 Linear Feature 2
111  33.68415110 -112.07723456 1
115  33.68419944 -112.07723841
120 Linear Feature 1
111  33.68420181 -112.07719703 1
111  33.68419944 -112.07723841 1
115  33.68419709 -112.07727938
120 Linear Feature 2
111  33.68416147 -112.07708508 1
115  33.68420980 -112.07708893
120 Linear Feature 1
111  33.68421218 -112.07704754 1
111  33.68420980 -112.07708893 1
115  33.68420745 -112.07712989
120 Linear Feature 2
111  33.68416955 -112.07693407 1
115  33.68421789 -112.07693792
120 Linear Feature 1
111  33.68422026 -112.07689654 1
111  33.68421789 -112.07693792 1
115  33.68421554 -112.07697888
120 Linear Feature 2
111  33.68417858 -112.07678314 1
115  33.68422691 -112.07678699
120 Linear Feature 1
111  33.68422929 -112.07674560 1
111  33.68422691 -112.07678699 1
115  33.68422456 -112.07682795
120 Linear Feature 2
111  33.68418848 -112.07663342 1
115  33.68423682 -112.07663727
120 Linear Feature 1
111  33.68423919 -112.07659589 1
111  33.68423682 -112.07663727 1
115  33.68423447 -112.07667824
120 Linear Feature 2
111  33.68419657 -112.07648242 1
115  33.68424490 -112.07648627
120 Linear Feature 1
111  33.68424728 -112.07644488 1
111  33.68424490 -112.07648627 1
115  33.68424255 -112.07652723
120 Linear Feature 2
111  33.68420653 -112.07633156 1
115  33.68425487 -112.07633541
120 Linear Feature 1
111  33.68425724 -112.07629402 1
111  33.68425487 -112.07633541 1
115  33.68425252 -112.07637637
120 Linear Feature 2
111  33.68429906 -112.07445300 1
115  33.68424869 -112.07444959
120 Linear Feature 1
111  33.68424642 -112.07449015 1
111  33.68424869 -112.07444959 1
115  33.68425093 -112.07440946
120 Linear Feature 2
111  33.68428880 -112.07459819 1
115  33.68423842 -112.07459479
120 Linear Feature 1
111  33.68423615 -112.07463534 1
111  33.68423842 -112.07459479 1
115  33.68424066 -112.07455465
120 Linear Feature 2
111  33.68428033 -112.07474572 1
115  33.68422995 -112.07474232
120 Linear Feature 1
111  33.68422769 -112.07478288 1
111  33.68422995 -112.07474232 1
115  33.68423220 -112.07470219
120 Linear Feature 2
111  33.68427028 -112.07489222 1
115  33.68421990 -112.07488882
120 Linear Feature 1
111  33.68421764 -112.07492937 1
111  33.68421990 -112.07488882 1
115  33.68422215 -112.07484868
120 Linear Feature 2
111  33.68426261 -112.07504019 1
115  33.68421223 -112.07503678
120 Linear Feature 1
111  33.68420997 -112.07507734 1
111  33.68421223 -112.07503678 1
115  33.68421448 -112.07499665
120 Linear Feature 2
111  33.68425396 -112.07518809 1
115  33.68420358 -112.07518468
120 Linear Feature 1
111  33.68420132 -112.07522524 1
111  33.68420358 -112.07518468 1
115  33.68420583 -112.07514455
120 Linear Feature 2
111  33.68424439 -112.07533480 1
115  33.68419401 -112.07533140
120 Linear Feature 1
111  33.68419175 -112.07537195 1
111  33.68419401 -112.07533140 1
115  33.68419626 -112.07529126
120 Linear Feature 2
111  33.68422795 -112.07562973 1
115  33.68417757 -112.07562632
120 Linear Feature 1
111  33.68417530 -112.07566688 1
111  33.68417757 -112.07562632 1
115  33.68417981 -112.07558619
120 Linear Feature 2
111  33.68423672 -112.07548277 1
115  33.68418634 -112.07547937
120 Linear Feature 1
111  33.68418408 -112.07551992 1
111  33.68418634 -112.07547937 1
115  33.68418859 -112.07543923
120 Linear Feature 2
111  33.68422212 -112.07570161 1
115  33.68427250 -112.07570502
120 Linear Feature 1
111  33.68427477 -112.07566446 1
111  33.68427250 -112.07570502 1
115  33.68427026 -112.07574515
120 Linear Feature 2
111  33.68423002 -112.07555168 1
115  33.68428040 -112.07555508
120 Linear Feature 1
111  33.68428266 -112.07551453 1
111  33.68428040 -112.07555508 1
115  33.68427815 -112.07559522
120 Linear Feature 2
111  33.68423791 -112.07540838 1
115  33.68428829 -112.07541179
120 Linear Feature 1
111  33.68429056 -112.07537123 1
111  33.68428829 -112.07541179 1
115  33.68428605 -112.07545192
120 Linear Feature 2
111  33.68424796 -112.07526189 1
115  33.68429834 -112.07526529
120 Linear Feature 1
111  33.68430061 -112.07522474 1
111  33.68429834 -112.07526529 1
115  33.68429610 -112.07530543
120 Linear Feature 2
111  33.68425563 -112.07511392 1
115  33.68430601 -112.07511732
120 Linear Feature 1
111  33.68430828 -112.07507677 1
111  33.68430601 -112.07511732 1
115  33.68430377 -112.07515746
120 Linear Feature 2
111  33.68426428 -112.07496602 1
115  33.68431466 -112.07496942
120 Linear Feature 1
111  33.68431693 -112.07492887 1
111  33.68431466 -112.07496942 1
115  33.68431242 -112.07500956
120 Linear Feature 2
111  33.68427386 -112.07481931 1
115  33.68432423 -112.07482271
120 Linear Feature 1
111  33.68432650 -112.07478216 1
111  33.68432423 -112.07482271 1
115  33.68432199 -112.07486285
120 Linear Feature 2
111  33.68428152 -112.07467134 1
115  33.68433190 -112.07467474
120 Linear Feature 1
111  33.68433417 -112.07463419 1
111  33.68433190 -112.07467474 1
115  33.68432966 -112.07471488
120 Linear Feature 2
111  33.68429115 -112.07452351 1
115  33.68434153 -112.07452691
120 Linear Feature 1
111  33.68434380 -112.07448635 1
111  33.68434153 -112.07452691 1
115  33.68433929 -112.07456704
120 Linear Feature 2
111  33.68562007 -112.07989222 1
115  33.68557174 -112.07988820
120 Linear Feature 1
111  33.68556936 -112.07993137 1
111  33.68557174 -112.07988820 1
115  33.68557408 -112.07984547
120 Linear Feature 2
111  33.68561122 -112.08004929 1
115  33.68556289 -112.08004527
120 Linear Feature 1
111  33.68556051 -112.08008845 1
111  33.68556289 -112.08004527 1
115  33.68556524 -112.08000254
120 Linear Feature 2
111  33.68560086 -112.08020524 1
115  33.68555252 -112.08020122
120 Linear Feature 1
111  33.68555015 -112.08024440 1
111  33.68555252 -112.08020122 1
115  33.68555487 -112.08015849
120 Linear Feature 2
111  33.68559277 -112.08036277 1
115  33.68554444 -112.08035876
120 Linear Feature 1
111  33.68554206 -112.08040193 1
111  33.68554444 -112.08035876 1
115  33.68554679 -112.08031603
120 Linear Feature 2
111  33.68558375 -112.08052023 1
115  33.68553541 -112.08051621
120 Linear Feature 1
111  33.68553304 -112.08055939 1
111  33.68553541 -112.08051621 1
115  33.68553776 -112.08047348
120 Linear Feature 2
111  33.68557384 -112.08067642 1
115  33.68552551 -112.08067240
120 Linear Feature 1
111  33.68552313 -112.08071558 1
111  33.68552551 -112.08067240 1
115  33.68552786 -112.08062967
120 Linear Feature 2
111  33.68556576 -112.08083396 1
115  33.68551742 -112.08082994
120 Linear Feature 1
111  33.68551505 -112.08087311 1
111  33.68551742 -112.08082994 1
115  33.68551977 -112.08078721
120 Linear Feature 2
111  33.68556727 -112.08075474 1
115  33.68561560 -112.08075876
120 Linear Feature 1
111  33.68561798 -112.08071558 1
111  33.68561560 -112.08075876 1
115  33.68561325 -112.08080149
120 Linear Feature 2
111  33.68557763 -112.08059879 1
115  33.68562597 -112.08060281
120 Linear Feature 1
111  33.68562834 -112.08055963 1
111  33.68562597 -112.08060281 1
115  33.68562361 -112.08064554
120 Linear Feature 2
111  33.68558572 -112.08044126 1
115  33.68563405 -112.08044527
120 Linear Feature 1
111  33.68563642 -112.08040210 1
111  33.68563405 -112.08044527 1
115  33.68563170 -112.08048801
120 Linear Feature 2
111  33.68559474 -112.08028380 1
115  33.68564308 -112.08028782
120 Linear Feature 1
111  33.68564545 -112.08024464 1
111  33.68564308 -112.08028782 1
115  33.68564072 -112.08033055
120 Linear Feature 2
111  33.68560464 -112.08012761 1
115  33.68565298 -112.08013163
120 Linear Feature 1
111  33.68565535 -112.08008845 1
111  33.68565298 -112.08013163 1
115  33.68565063 -112.08017436
120 Linear Feature 2
111  33.68561273 -112.07997008 1
115  33.68566106 -112.07997409
120 Linear Feature 1
111  33.68566344 -112.07993092 1
111  33.68566106 -112.07997409 1
115  33.68565871 -112.08001683
120 Linear Feature 2
111  33.68562269 -112.07981270 1
115  33.68567103 -112.07981671
120 Linear Feature 1
111  33.68567340 -112.07977354 1
111  33.68567103 -112.07981671 1
115  33.68566868 -112.07985944
120 Linear Feature 2
111  33.68404606 -112.08079136 1
115  33.68409902 -112.08079454
120 Linear Feature 1
111  33.68410114 -112.08075132 1
111  33.68409902 -112.08079454 1
115  33.68409691 -112.08083732
120 Linear Feature 2
111  33.68405403 -112.08063412 1
115  33.68410698 -112.08063730
120 Linear Feature 1
111  33.68410911 -112.08059408 1
111  33.68410698 -112.08063730 1
115  33.68410488 -112.08068008
120 Linear Feature 2
111  33.68406366 -112.08047797 1
115  33.68411662 -112.08048115
120 Linear Feature 1
111  33.68411874 -112.08043793 1
111  33.68411662 -112.08048115 1
115  33.68411451 -112.08052393
120 Linear Feature 1
111  33.68412586 -112.08028023 1
111  33.68412374 -112.08032345 1
115  33.68412163 -112.08036623
120 Linear Feature 1
111  33.68413402 -112.08012260 1
111  33.68413189 -112.08016582 1
115  33.68412979 -112.08020860
120 Linear Feature 2
111  33.68408807 -112.08000626 1
115  33.68414102 -112.08000944
120 Linear Feature 1
111  33.68414315 -112.07996622 1
111  33.68414102 -112.08000944 1
115  33.68413892 -112.08005222
120 Linear Feature 2
111  33.68409519 -112.07984857 1
115  33.68414814 -112.07985175
120 Linear Feature 1
111  33.68415027 -112.07980852 1
111  33.68414814 -112.07985175 1
115  33.68414604 -112.07989452
120 Linear Feature 2
111  33.68594163 -112.07987970 1
115  33.68588872 -112.07987593
120 Linear Feature 1
111  33.68588612 -112.07991646 1
111  33.68588872 -112.07987593 1
115  33.68589129 -112.07983582
120 Linear Feature 2
111  33.68593195 -112.08002714 1
115  33.68587903 -112.08002337
120 Linear Feature 1
111  33.68587643 -112.08006390 1
111  33.68587903 -112.08002337 1
115  33.68588160 -112.07998326
120 Linear Feature 2
111  33.68592060 -112.08017353 1
115  33.68586768 -112.08016976
120 Linear Feature 1
111  33.68586508 -112.08021028 1
111  33.68586768 -112.08016976 1
115  33.68587025 -112.08012965
120 Linear Feature 2
111  33.68591175 -112.08032140 1
115  33.68585883 -112.08031763
120 Linear Feature 1
111  33.68585623 -112.08035816 1
111  33.68585883 -112.08031763 1
115  33.68586140 -112.08027752
120 Linear Feature 2
111  33.68590187 -112.08046920 1
115  33.68584895 -112.08046543
120 Linear Feature 1
111  33.68584635 -112.08050596 1
111  33.68584895 -112.08046543 1
115  33.68585152 -112.08042532
120 Linear Feature 2
111  33.68589102 -112.08061581 1
115  33.68583811 -112.08061204
120 Linear Feature 1
111  33.68583551 -112.08065257 1
111  33.68583811 -112.08061204 1
115  33.68584068 -112.08057193
120 Linear Feature 2
111  33.68588217 -112.08076369 1
115  33.68582926 -112.08075991
120 Linear Feature 1
111  33.68582666 -112.08080044 1
111  33.68582926 -112.08075991 1
115  33.68583183 -112.08071980
120 Linear Feature 2
111  33.68587414 -112.08083677 1
115  33.68592705 -112.08084054
120 Linear Feature 1
111  33.68592965 -112.08080001 1
111  33.68592705 -112.08084054 1
115  33.68592448 -112.08088065
120 Linear Feature 2
111  33.68588382 -112.08068933 1
115  33.68593674 -112.08069310
120 Linear Feature 1
111  33.68593934 -112.08065257 1
111  33.68593674 -112.08069310 1
115  33.68593417 -112.08073321
120 Linear Feature 2
111  33.68589517 -112.08054294 1
115  33.68594809 -112.08054672
120 Linear Feature 1
111  33.68595069 -112.08050619 1
111  33.68594809 -112.08054672 1
115  33.68594551 -112.08058683
120 Linear Feature 2
111  33.68590402 -112.08039507 1
115  33.68595694 -112.08039884
120 Linear Feature 1
111  33.68595954 -112.08035831 1
111  33.68595694 -112.08039884 1
115  33.68595437 -112.08043895
120 Linear Feature 2
111  33.68591390 -112.08024727 1
115  33.68596682 -112.08025104
120 Linear Feature 1
111  33.68596942 -112.08021051 1
111  33.68596682 -112.08025104 1
115  33.68596425 -112.08029115
120 Linear Feature 2
111  33.68592475 -112.08010066 1
115  33.68597766 -112.08010443
120 Linear Feature 1
111  33.68598026 -112.08006391 1
111  33.68597766 -112.08010443 1
115  33.68597509 -112.08014454
120 Linear Feature 2
111  33.68593360 -112.07995279 1
115  33.68598651 -112.07995656
120 Linear Feature 1
111  33.68598911 -112.07991603 1
111  33.68598651 -112.07995656 1
115  33.68598394 -112.07999667
120 Linear Feature 2
111  33.68601676 -112.08548072 1
115  33.68596884 -112.08547702
120 Linear Feature 1
111  33.68596649 -112.08551669 1
111  33.68596884 -112.08547702 1
115  33.68597117 -112.08543776
120 Linear Feature 2
111  33.68600799 -112.08562503 1
115  33.68596007 -112.08562133
120 Linear Feature 1
111  33.68595772 -112.08566100 1
111  33.68596007 -112.08562133 1
115  33.68596240 -112.08558208
120 Linear Feature 2
111  33.68599771 -112.08576830 1
115  33.68594980 -112.08576461
120 Linear Feature 1
111  33.68594744 -112.08580428 1
111  33.68594980 -112.08576461 1
115  33.68595213 -112.08572535
120 Linear Feature 2
111  33.68598970 -112.08591304 1
115  33.68594178 -112.08590935
120 Linear Feature 1
111  33.68593943 -112.08594901 1
111  33.68594178 -112.08590935 1
115  33.68594411 -112.08587009
120 Linear Feature 2
111  33.68598075 -112.08605770 1
115  33.68593284 -112.08605401
120 Linear Feature 1
111  33.68593048 -112.08609368 1
111  33.68593284 -112.08605401 1
115  33.68593516 -112.08601475
120 Linear Feature 2
111  33.68597093 -112.08620120 1
115  33.68592302 -112.08619751
120 Linear Feature 1
111  33.68592066 -112.08623717 1
111  33.68592302 -112.08619751 1
115  33.68592535 -112.08615825
120 Linear Feature 2
111  33.68596292 -112.08634593 1
115  33.68591500 -112.08634224
120 Linear Feature 1
111  33.68591265 -112.08638191 1
111  33.68591500 -112.08634224 1
115  33.68591733 -112.08630298
120 Linear Feature 2
111  33.68595564 -112.08641746 1
115  33.68600356 -112.08642116
120 Linear Feature 1
111  33.68600591 -112.08638149 1
111  33.68600356 -112.08642116 1
115  33.68600123 -112.08646042
120 Linear Feature 2
111  33.68596441 -112.08627315 1
115  33.68601233 -112.08627685
120 Linear Feature 1
111  33.68601469 -112.08623718 1
111  33.68601233 -112.08627685 1
115  33.68601000 -112.08631610
120 Linear Feature 2
111  33.68597469 -112.08612988 1
115  33.68602261 -112.08613357
120 Linear Feature 1
111  33.68602496 -112.08609390 1
111  33.68602261 -112.08613357 1
115  33.68602028 -112.08617283
120 Linear Feature 2
111  33.68598270 -112.08598514 1
115  33.68603062 -112.08598883
120 Linear Feature 1
111  33.68603298 -112.08594917 1
111  33.68603062 -112.08598883 1
115  33.68602829 -112.08602809
120 Linear Feature 2
111  33.68599165 -112.08584048 1
115  33.68603957 -112.08584417
120 Linear Feature 1
111  33.68604192 -112.08580450 1
111  33.68603957 -112.08584417 1
115  33.68603724 -112.08588343
