A
1050 Generated by WorldEditor 1.6.1r1

1    148 1 0 KLWM Lawrence Municipal
115  42.71197574 -071.12397420
120 Linear Feature 1194
111  42.71235415 -071.12291031 20
115  42.71231785 -071.12295007
120 Linear Feature 1193
111  42.71241696 -071.12242383 20
115  42.71239269 -071.12245094
120 Linear Feature 1193
111  42.71240971 -071.12241111 20
115  42.71239642 -071.12242641
120 Linear Feature 1193
111  42.71242578 -071.12243930 20
115  42.71241196 -071.12245517
120 Linear Feature 1192
111  42.71237660 -071.12037614 20
115  42.71236502 -071.12041920
120 Linear Feature 1191
111  42.71293720 -071.12073262 1
115  42.71291970 -071.12080750
120 Linear Feature 1191
111  42.71292027 -071.12072503 1
115  42.71290255 -071.12080242
120 Linear Feature 1188
111  42.71781427 -071.12119877 54 103
115  42.71810388 -071.12168949
120 Linear Feature 1187
111  42.71719485 -071.12254089 54 103
115  42.71694783 -071.12212184
120 Linear Feature 1186
111  42.72129607 -071.12658296 1
115  42.72130461 -071.12654445
120 Linear Feature 1175
111  42.71843473 -071.12209880 54 104
115  42.71835998 -071.12216329
120 Linear Feature 1174
111  42.71046182 -071.12811687 54 104
115  42.71063863 -071.12807515
120 Linear Feature 1173
111  42.71225128 -071.12515869 56 103
111  42.71238321 -071.12515414 56 103
115  42.71244464 -071.12524664
120 Linear Feature 1172
111  42.71480333 -071.12357207 54 104
115  42.71482868 -071.12344648
120 Linear Feature 1171
111  42.71533136 -071.11849556 54 104
115  42.71526531 -071.11835559
120 Linear Feature 1170
111  42.71634362 -071.12072718 54 104
115  42.71626341 -071.12058587
120 Linear Feature 1168
111  42.71761856 -071.12054104 54 104
115  42.71769895 -071.12047394
120 Linear Feature 1167
111  42.71619281 -071.11758060 54 104
115  42.71625595 -071.11772899
120 Linear Feature 1166
111  42.71715949 -071.11966917 54 104
111  42.71722811 -071.11985538 54 104
115  42.71727208 -071.11997468
120 Linear Feature 1155
111  42.71217649 -071.12501363 2
115  42.71233312 -071.12483803
120 Linear Feature 1140
111  42.72126673 -071.11665243 54 104
115  42.72153559 -071.11618526
120 Linear Feature 1132
111  42.71646330 -071.12410608 54 104
115  42.71643606 -071.12423107
120 Linear Feature 1131
111  42.71833374 -071.12508318 54 104
111  42.71822630 -071.12495520 54 104
115  42.71825526 -071.12482470
120 Linear Feature 1130
111  42.71975289 -071.12535029 54 104
111  42.71983113 -071.12551791 54 104
115  42.71981510 -071.12559267
120 Linear Feature 1129
111  42.72053471 -071.12992835 54 104
115  42.72046977 -071.12978011
120 Linear Feature 1190
111  42.71381830 -071.12142839 1
111  42.71377417 -071.12132349 1
115  42.71374257 -071.12131082
120 Linear Feature 1189
111  42.71477233 -071.12134119 20
115  42.71473763 -071.12137715
120 Linear Feature 1128
111  42.72139480 -071.12900275 54 104
115  42.72146283 -071.12915454
120 Linear Feature 1185
111  42.72070401 -071.12670917 1
115  42.72062379 -071.12677771
120 Linear Feature 1184
111  42.72078733 -071.12689302 1
115  42.72074984 -071.12692695
120 Linear Feature 1183
111  42.72090772 -071.12716495 1
115  42.72083759 -071.12722419
120 Linear Feature 1182
111  42.72110281 -071.12764300 20
111  42.72104696 -071.12768979 20
111  42.72083759 -071.12722419 20
115  42.72056901 -071.12662696
120 Linear Feature 1177
111  42.71471467 -071.12122160 1
111  42.71480789 -071.12138657 1
111  42.71477946 -071.12141779 1
111  42.71447386 -071.12175347 1
115  42.71437498 -071.12159407
120 Linear Feature 1181
111  42.72143210 -071.12795652 1
115  42.72139824 -071.12788386
120 Linear Feature 1181
111  42.72147394 -071.12792213 1
115  42.72144031 -071.12784975
120 Linear Feature 1181
111  42.72151584 -071.12788769 1
115  42.72148416 -071.12781686
120 Linear Feature 1181
111  42.72155423 -071.12784863 1
115  42.72152354 -071.12777909
120 Linear Feature 1180
111  42.72143913 -071.12807769 1
115  42.72128368 -071.12820671
120 Linear Feature 1176
111  42.71355880 -071.12293054 3 102
111  42.71389689 -071.12306743
112  42.71389689 -071.12306743  42.71405155 -071.12312882 3 102
111  42.71412781 -071.12302679 3 102
111  42.71443498 -071.12268474 3 102
112  42.71444529 -071.12251049  42.71439116 -071.12241051
111  42.71444529 -071.12251049
111  42.71451553 -071.12242893
112  42.71451553 -071.12242893  42.71458384 -071.12252716 3 102
111  42.71464979 -071.12244793 3 102
111  42.71499133 -071.12205764 3 102
112  42.71501087 -071.12189363  42.71496963 -071.12181294
111  42.71501087 -071.12189363
111  42.71509121 -071.12182668
112  42.71509121 -071.12182668  42.71513890 -071.12189684 3 102
111  42.71521150 -071.12182229 3 102
115  42.71572433 -071.12125168
120 Linear Feature 1156
111  42.71239287 -071.12378654 1
111  42.71294835 -071.12319834 1
111  42.71318052 -071.12295249
112  42.71318052 -071.12295249  42.71325033 -071.12288964 1
115  42.71332738 -071.12290684
120 Linear Feature 1154
111  42.71220527 -071.12483758 1
112  42.71223438 -071.12448133  42.71236584 -071.12432697
111  42.71223438 -071.12448133 1
111  42.71351264 -071.12312151
112  42.71351264 -071.12312151  42.71361317 -071.12302504 1
115  42.71369247 -071.12305467
120 Linear Feature 1142
111  42.71759053 -071.11949588 1
111  42.71716367 -071.11875911
112  42.71716367 -071.11875911  42.71705695 -071.11855493 1
115  42.71722955 -071.11836793
120 Linear Feature 1147
111  42.71504751 -071.12186139 1
115  42.71477946 -071.12141779
120 Linear Feature 1146
111  42.71504005 -071.12209844 1
112  42.71504751 -071.12186139  42.71498307 -071.12173509
111  42.71504751 -071.12186139
112  42.71504751 -071.12186139  42.71512355 -071.12196663 1
115  42.71522169 -071.12189605
120 Linear Feature 1146
111  42.71448935 -071.12271205 1
112  42.71448975 -071.12248417  42.71442917 -071.12236840
111  42.71448975 -071.12248417
112  42.71448975 -071.12248417  42.71456321 -071.12258767 1
115  42.71466086 -071.12252094
120 Linear Feature 1145
111  42.71361205 -071.12170535 1
111  42.71402061 -071.12190883
112  42.71402061 -071.12190883  42.71420620 -071.12200355 1
111  42.71429771 -071.12217194 1
115  42.71448975 -071.12248417
120 Linear Feature 1144
112  42.71393606 -071.12327352  42.71402628 -071.12320043 1
115  42.71414645 -071.12323850
120 Linear Feature 1143
111  42.71430367 -071.12291901 1
111  42.71413183 -071.12311108
112  42.71413183 -071.12311108  42.71409601 -071.12315155 1
112  42.71393606 -071.12327352  42.71386125 -071.12333522
111  42.71393606 -071.12327352
112  42.71393606 -071.12327352  42.71389198 -071.12330988 1
112  42.71382680 -071.12338034  42.71380211 -071.12341394
111  42.71382680 -071.12338034 1
111  42.71255297 -071.12501902 1
111  42.71230750 -071.12533480 1
111  42.71077554 -071.12730554 1
112  42.71069692 -071.12746516  42.71066212 -071.12757566
111  42.71069692 -071.12746516 1
111  42.71057964 -071.12790366
112  42.71057964 -071.12790366  42.71053839 -071.12804749 1
115  42.71056550 -071.12815092
120 Linear Feature 1141
111  42.71753065 -071.11967505 1
112  42.71759053 -071.11949588  42.71756888 -071.11938431
111  42.71759053 -071.11949588
112  42.71759053 -071.11949588  42.71766322 -071.11958639 1
115  42.71774276 -071.11955508
120 Linear Feature 1153
111  42.71229882 -071.12499293 1
111  42.71220527 -071.12483758 1
115  42.71206468 -071.12460411
120 Linear Feature 1152
111  42.71230750 -071.12533480 1
112  42.71229882 -071.12499293  42.71220215 -071.12480875
111  42.71229882 -071.12499293
112  42.71229882 -071.12499293  42.71240837 -071.12513472 1
115  42.71255297 -071.12501902
120 Linear Feature 1151
111  42.71077554 -071.12730554 1
112  42.71049377 -071.12751495  42.71034126 -071.12753688
111  42.71049377 -071.12751495 1
112  42.71039804 -071.12764646  42.71035185 -071.12779848
111  42.71039804 -071.12764646
112  42.71039804 -071.12764646  42.71034541 -071.12780140 1
111  42.71039604 -071.12785845 1
111  42.71056550 -071.12815092 1
115  42.71084068 -071.12862583
120 Linear Feature 1150
111  42.71540947 -071.11903664 1
112  42.71534233 -071.11897706  42.71529207 -071.11896302
111  42.71534233 -071.11897706 1
111  42.71516576 -071.11892443 1
112  42.71510003 -071.11885953  42.71507554 -071.11880866
111  42.71510003 -071.11885953 1
111  42.71505879 -071.11876130
112  42.71505879 -071.11876130  42.71501883 -071.11865079 1
111  42.71509745 -071.11857185 1
115  42.71525352 -071.11844415
120 Linear Feature 1149
111  42.71611831 -071.12058676 1
111  42.71540947 -071.11903664 1
111  42.71522331 -071.11862955 1
112  42.71525352 -071.11844415  42.71532288 -071.11837004
111  42.71525352 -071.11844415 1
111  42.71565233 -071.11811251
112  42.71565233 -071.11811251  42.71572816 -071.11806006 1
111  42.71578534 -071.11816242 1
115  42.71582201 -071.11824363
120 Linear Feature 1148
111  42.71633938 -071.12065069 1
112  42.71611779 -071.12059014  42.71600681 -071.12045371
111  42.71611779 -071.12059014
112  42.71611779 -071.12059014  42.71619834 -071.12076191 1
115  42.71609509 -071.12092288
120 Linear Feature 1139
111  42.71436990 -071.12332898 1
112  42.71430249 -071.12292025  42.71443178 -071.12266330
111  42.71430249 -071.12292025 1
111  42.71448935 -071.12271205 1
111  42.71466086 -071.12252094 1
111  42.71504005 -071.12209844 1
111  42.71522169 -071.12189605 1
111  42.71609509 -071.12092288 1
111  42.71633938 -071.12065069 1
111  42.71652360 -071.12044542 1
111  42.71657750 -071.12038536
112  42.71657750 -071.12038536  42.71662583 -071.12032835 1
112  42.71701141 -071.11996874  42.71709841 -071.11992928
111  42.71701141 -071.11996874 1
111  42.71714419 -071.11989364 1
111  42.71747556 -071.11970621 1
111  42.71753065 -071.11967505 1
111  42.71774276 -071.11955508 1
111  42.71840415 -071.11918098
112  42.71840415 -071.11918098  42.71855457 -071.11909922 1
111  42.71865762 -071.11897924 1
111  42.72107311 -071.11640025
112  42.72107311 -071.11640025  42.72120767 -071.11626342 1
112  42.72149843 -071.11682128  42.72144430 -071.11705917
111  42.72149843 -071.11682128 1
115  42.72130820 -071.11745915
120 Linear Feature 1165
111  42.71729463 -071.12211181 1
111  42.71774394 -071.12163428 1
112  42.71820614 -071.12171226  42.71841106 -071.12203153
111  42.71820614 -071.12171226
112  42.71820614 -071.12171226  42.71802570 -071.12131932 1
111  42.71827264 -071.12107141 1
115  42.71870053 -071.12061882
120 Linear Feature 1164
111  42.71873280 -071.12053652 1
111  42.71830104 -071.12099555 1
112  42.71784380 -071.12091602  42.71760966 -071.12059734
111  42.71784380 -071.12091602
112  42.71784380 -071.12091602  42.71801349 -071.12126540 1
111  42.71779517 -071.12153204 1
115  42.71731400 -071.12205100
120 Linear Feature 1163
111  42.71740771 -071.11995785 1
116  42.71722811 -071.11985538  42.71711211 -071.11986269
120 Linear Feature 1162
112  42.71743572 -071.12001940  42.71739061 -071.11977235 1
115  42.71753065 -071.11967505
120 Linear Feature 1161
112  42.71724371 -071.11959752  42.71733608 -071.11977733 1
115  42.71747556 -071.11970621
120 Linear Feature 1160
112  42.71714419 -071.11989364  42.71729456 -071.11972845 1
115  42.71721539 -071.11953529
120 Linear Feature 1159
111  42.71657750 -071.12038536 1
112  42.71661255 -071.11993457  42.71650042 -071.11967671
111  42.71661255 -071.11993457 1
115  42.71632514 -071.11930658
120 Linear Feature 1158
111  42.71718093 -071.12118180 1
111  42.71689352 -071.12055029
112  42.71689352 -071.12055029  42.71673757 -071.12027839 1
115  42.71652360 -071.12044542
120 Linear Feature 1157
111  42.71586857 -071.11820500 1
111  42.71583008 -071.11811485
112  42.71583008 -071.11811485  42.71578175 -071.11800376 1
111  42.71587215 -071.11792604 1
111  42.71622568 -071.11762880
112  42.71622568 -071.11762880  42.71630623 -071.11756448 1
111  42.71636710 -071.11767144 1
111  42.71721539 -071.11953529 1
111  42.71724371 -071.11959752 1
111  42.71740771 -071.11995785 1
111  42.71743572 -071.12001940 1
115  42.71784380 -071.12091602
120 Linear Feature 1138
111  42.71298722 -071.12267028 1
112  42.71299940 -071.12277284  42.71300239 -071.12281243
111  42.71299940 -071.12277284 1
111  42.71300761 -071.12286318
112  42.71300761 -071.12286318  42.71301730 -071.12308853 1
115  42.71294835 -071.12319834
120 Linear Feature 1137
111  42.71527576 -071.12369536 1
111  42.71436990 -071.12332898 1
111  42.71414645 -071.12323850 1
111  42.71369247 -071.12305467 1
111  42.71332738 -071.12290684 1
111  42.71305665 -071.12279722 1
112  42.71298722 -071.12267028  42.71295780 -071.12255444
111  42.71298722 -071.12267028 1
111  42.71267464 -071.12173636
112  42.71267464 -071.12173636  42.71265531 -071.12167643 1
115  42.71258803 -071.12165427
120 Linear Feature 1136
111  42.71513813 -071.12356990 3 102
111  42.71529905 -071.12363374
112  42.71529905 -071.12363374  42.71538047 -071.12367012 3 102
116  42.71560951 -071.12354128  42.71568720 -071.12347529
120 Linear Feature 1135
111  42.71524953 -071.12392402 3 102
112  42.71518997 -071.12373186  42.71506307 -071.12366362
111  42.71518997 -071.12373186 3 102
115  42.71510919 -071.12369647
120 Linear Feature 1134
111  42.71488374 -071.12463821 1
111  42.71532499 -071.12416922
112  42.71532499 -071.12416922  42.71539390 -071.12409857 1
112  42.71527576 -071.12369536  42.71507796 -071.12354065
111  42.71527576 -071.12369536
112  42.71527576 -071.12369536  42.71562643 -071.12385104 1
111  42.71588706 -071.12356745 1
115  42.71635068 -071.12307652
120 Linear Feature 1133
111  42.71601347 -071.12406037 3 102
111  42.71590023 -071.12402182
112  42.71590023 -071.12402182  42.71584653 -071.12400574 3 102
115  42.71576214 -071.12407440
120 Linear Feature 1125
112  42.71826215 -071.12523859  42.71820398 -071.12503028 1
116  42.71841803 -071.12496532  42.71849589 -071.12498360
120 Linear Feature 1127
112  42.71601471 -071.12399381  42.71593237 -071.12393534 1
112  42.71597502 -071.12351925  42.71613702 -071.12331216
111  42.71597502 -071.12351925 1
115  42.71640732 -071.12306122
120 Linear Feature 1126
112  42.71853741 -071.12501318  42.71869762 -071.12502780 1
112  42.71874520 -071.12461428  42.71867628 -071.12440718
111  42.71874520 -071.12461428 1
115  42.71844268 -071.12395278
120 Linear Feature 1124
111  42.71934218 -071.12593362 1
111  42.71907994 -071.12535496 1
112  42.71886423 -071.12514421  42.71870761 -071.12508329
111  42.71886423 -071.12514421 1
111  42.71853741 -071.12501318 1
111  42.71841803 -071.12496532 1
115  42.71803178 -071.12481048
120 Linear Feature 1123
111  42.71920607 -071.12390693 1
112  42.71925561 -071.12366735  42.71935585 -071.12356989
111  42.71925561 -071.12366735
112  42.71925561 -071.12366735  42.71914642 -071.12373678 1
115  42.71907948 -071.12362910
120 Linear Feature 1122
111  42.71935756 -071.12358164 1
115  42.71925561 -071.12366735
120 Linear Feature 1121
111  42.71857755 -071.12221425 1
111  42.71866781 -071.12212123
112  42.71866781 -071.12212123  42.71879283 -071.12202124 1
111  42.71886221 -071.12218350 1
111  42.71938720 -071.12333078 1
112  42.71935756 -071.12358164  42.71926605 -071.12367286
111  42.71935756 -071.12358164
112  42.71935756 -071.12358164  42.71946195 -071.12351322 1
111  42.71952639 -071.12364304 1
115  42.71985118 -071.12435702
120 Linear Feature 1119
111  42.71853928 -071.12244344 1
112  42.71857755 -071.12221425  42.71866390 -071.12211251
111  42.71857755 -071.12221425
112  42.71857755 -071.12221425  42.71847959 -071.12228968 1
115  42.71842373 -071.12218984
120 Linear Feature 1118
111  42.71861401 -071.12248442 3 102
111  42.71910226 -071.12355811
111  42.71929117 -071.12397353 3 102
111  42.71983453 -071.12516843
112  42.71983453 -071.12516843  42.71987449 -071.12525439 3 102
111  42.71994666 -071.12521229 5
111  42.72006137 -071.12530877 3 102
111  42.72003172 -071.12544210 3 102
112  42.72007168 -071.12556665  42.72013612 -071.12560700
111  42.72007168 -071.12556665 3 102
111  42.72033331 -071.12567015 5
111  42.72029594 -071.12587190
112  42.72029594 -071.12587190  42.72023901 -071.12585581 3 102
112  42.72021839 -071.12600230  42.72024524 -071.12607247
111  42.72021839 -071.12600230 3 102
115  42.72028491 -071.12614348
120 Linear Feature 1114
112  42.71992982 -071.12557758  42.71996526 -071.12559074 1
115  42.72000282 -071.12565577
120 Linear Feature 1117
112  42.72003809 -071.12518047  42.71994787 -071.12535882 1
116  42.71979570 -071.12520106  42.71975703 -071.12512650
120 Linear Feature 1116
111  42.71997771 -071.12560201 1
112  42.71997070 -071.12547509  42.71998573 -071.12540200
111  42.71997070 -071.12547509 1
111  42.72003809 -071.12518047 1
111  42.72006199 -071.12507600
112  42.72006199 -071.12507600  42.72007595 -071.12501606 1
115  42.72007595 -071.12493858
120 Linear Feature 1115
111  42.72000594 -071.12560862 1
116  42.71995869 -071.12556129  42.71994688 -071.12554082
120 Linear Feature 1112
111  42.72029806 -071.12572771 1
111  42.72000594 -071.12560862 1
111  42.71992982 -071.12557758 1
111  42.71978454 -071.12551835 1
115  42.71921961 -071.12528862
120 Linear Feature 1111
111  42.72014970 -071.12597817 1
112  42.72029806 -071.12572771  42.72049010 -071.12572946
111  42.72029806 -071.12572771 1
115  42.72077364 -071.12591542
120 Linear Feature 1110
111  42.72145322 -071.12908286 1
111  42.72160516 -071.12895819
112  42.72160516 -071.12895819  42.72168249 -071.12889240 1
111  42.72164597 -071.12876960 1
111  42.72160086 -071.12866873 1
112  42.72152783 -071.12860440  42.72147305 -071.12858978
111  42.72152783 -071.12860440 1
111  42.72137424 -071.12855470
112  42.72137424 -071.12855470  42.72131195 -071.12853716 1
115  42.72129655 -071.12849538
120 Linear Feature 1113
112  42.71978454 -071.12551835  42.71989409 -071.12551543 1
115  42.71987187 -071.12536823
120 Linear Feature 1109
111  42.71820614 -071.12171226 1
111  42.71842373 -071.12218984 1
111  42.71853928 -071.12244344 1
111  42.71907948 -071.12362910 1
111  42.71920607 -071.12390693 1
111  42.71979570 -071.12520106 1
111  42.71987187 -071.12536823 1
111  42.71995869 -071.12556129 1
111  42.71997771 -071.12560201 1
111  42.72000282 -071.12565577 1
111  42.72014970 -071.12597817 1
111  42.72129655 -071.12849538 1
111  42.72147362 -071.12888404
112  42.72147362 -071.12888404  42.72152554 -071.12900221 1
111  42.72145322 -071.12908286 1
111  42.72108981 -071.12938502
111  42.72086047 -071.12957969 1
111  42.72049948 -071.12988107 1
112  42.72035771 -071.12983282  42.72030612 -071.12972538
111  42.72035771 -071.12983282 1
111  42.72006445 -071.12918989 1
111  42.71972902 -071.12845451 1
111  42.71826215 -071.12523859 1
111  42.71811298 -071.12491154 1
112  42.71803178 -071.12481048  42.71797898 -071.12478855
111  42.71803178 -071.12481048 1
111  42.71601471 -071.12399381
112  42.71601471 -071.12399381  42.71567532 -071.12382424 1
111  42.71546855 -071.12406357 1
115  42.71501466 -071.12454800
21  42.71273751 -071.12614556 3 38.0700 3.00 05  PAPI-4R
21  42.71909284 -071.11952992 2 218.0800 3.70 23  PAPI-4L
21  42.71629812 -071.11998214 2 301.8000 4.00 32  PAPI-4L
14  42.71453241 -071.12009060  85.00 0 TWR
1300  42.72143913 -071.12807769 -148.82 hangar jets|turboprops North Hangar 18
1301 A none 
1300  42.72163153 -071.12785006 121.61 hangar jets|turboprops North Hangar 17
1301 A none 
1300  42.72178743 -071.12770758 121.61 hangar jets|turboprops North Hangar 16-C
1301 A none 
1300  42.72190324 -071.12761360 121.61 hangar jets|turboprops North Hangar 16-B
1301 A none 
1300  42.72201459 -071.12752266 121.61 hangar jets|turboprops North Hangar 16-A
1301 A none 
1300  42.72187874 -071.12718617 -58.67 hangar jets|turboprops North Hangar 15-C
1301 A none 
1300  42.72176070 -071.12728014 -58.67 hangar jets|turboprops North Hangar 15-B
1301 A none 
1300  42.72164044 -071.12738625 -58.67 hangar jets|turboprops North Hangar 15-A
1301 A none 
1300  42.72149790 -071.12750447 -58.67 hangar jets|turboprops North Hangar 14-B
1301 A none 
1300  42.72138209 -071.12759845 -58.67 hangar jets|turboprops North Hangar 14-A
1301 A none 
1300  42.72126629 -071.12769242 -58.67 hangar jets|turboprops North Hangar 13 
1301 A none 
1300  42.72090772 -071.12716495 -147.75 hangar jets|turboprops North Hangar 12
1301 A none 
1300  42.72078733 -071.12689302 -147.75 hangar jets|turboprops North Hangar 11-B
1301 A none 
1300  42.72070401 -071.12670917 -147.75 hangar jets|turboprops North Hangar 11-A
1301 A none 
1300  42.72129607 -071.12658296  73.93 hangar jets|turboprops North Hangar 10
1301 A none 
1300  42.72105967 -071.12642176  75.37 hangar jets|turboprops North Hangar 09
1301 A none 
1300  42.72079056 -071.12630050  75.37 hangar jets|turboprops North Hangar 08-B
1301 A none 
1300  42.72064023 -071.12624998  75.37 hangar jets|turboprops North Hangar 08-A
1301 A none 
1300  42.72160717 -071.12577859 164.95 hangar jets|turboprops North Hangar 07-B
1301 A none 
1300  42.72165542 -071.12554113 164.95 hangar jets|turboprops North Hangar 07-A
1301 A none 
1300  42.72128869 -071.12578162 164.95 hangar jets|turboprops North Hangar 06-C
1301 A none 
1300  42.72133695 -071.12554416 164.95 hangar jets|turboprops North Hangar 06-B
1301 A none 
1300  42.72138706 -071.12529913 164.95 hangar jets|turboprops North Hangar 06-A
1301 A none 
1300  42.72099249 -071.12567249 164.95 hangar jets|turboprops North Hangar 05-C
1301 A none 
1300  42.72104074 -071.12543503 164.95 hangar jets|turboprops North Hangar 05-B
1301 A none 
1300  42.72109085 -071.12518999 164.95 hangar jets|turboprops North Hangar 05-A
1301 A none 
1300  42.72069090 -071.12555460 164.95 hangar jets|turboprops North Hangar 04-C
1301 A none 
1300  42.72073916 -071.12531714 164.95 hangar jets|turboprops North Hangar 04-B
1301 A none 
1300  42.72078926 -071.12507211 164.95 hangar jets|turboprops North Hangar 04-A
1301 A none 
1300  42.72025878 -071.12542156 164.95 hangar jets|turboprops North Hangar 03-B
1301 A none 
1300  42.72030518 -071.12518410 164.95 hangar jets|turboprops North Hangar 03-A
1301 A none 
1300  42.72036642 -071.12491127 164.95 hangar jets|turboprops North Hangar 02-B
1301 A none 
1300  42.72041653 -071.12467381 164.95 hangar jets|turboprops North Hangar 02-A
1301 A none 
1300  42.72009175 -071.12476476 -105.22 hangar jets|turboprops North Hangar 01
1301 A none 
1300  42.71509290 -071.12001464  38.70 hangar jets|turboprops South Hangar 15
1301 B none 
1300  42.71295274 -071.12158955 -107.80 hangar jets|turboprops South Hangar 14-B
1301 A none 
1300  42.71278777 -071.12151237 -107.80 hangar jets|turboprops South Hangar 14-A
1301 A none 
1300  42.71305327 -071.12118786 -107.80 hangar jets|turboprops South Hangar 13-B
1301 A none 
1300  42.71287927 -071.12110718 -107.80 hangar jets|turboprops South Hangar 13-A
1301 A none 
1300  42.71313575 -071.12077741 -107.80 hangar jets|turboprops South Hangar 12-B
1301 A none 
1300  42.71297851 -071.12070725 -107.80 hangar jets|turboprops South Hangar 12-A
1301 A none 
1300  42.71242100 -071.12036395 -107.80 hangar jets|turboprops South Hangar 11-B
1301 A none 
1300  42.71257566 -071.12043060 -107.80 hangar jets|turboprops South Hangar 11-A
1301 A none 
1300  42.71232434 -071.12075510 -107.80 hangar jets|turboprops South Hangar 10-B
1301 A none 
1300  42.71247513 -071.12082000 -107.80 hangar jets|turboprops South Hangar 10-A
1301 A none 
1300  42.71222638 -071.12115854 -107.80 hangar jets|turboprops South Hangar 09-B
1301 A none 
1300  42.71237460 -071.12122344 -107.80 hangar jets|turboprops South Hangar 09-A
1301 A none 
1300  42.71221736 -071.12151637 -19.30 hangar jets|turboprops South Hangar 08
1301 A none 
1300  42.71237073 -071.12178474  36.12 hangar jets|turboprops South Hangar 07
1301 A none 
1300  42.71259311 -071.12267088 -142.20 hangar jets|turboprops South Hangar 06
1301 A none 
1300  42.71239463 -071.12232182 -142.20 hangar jets|turboprops South Hangar 05
1301 A none 
1300  42.71212913 -071.12249723 -142.20 hangar jets|turboprops South Hangar 04-F
1301 A none 
1300  42.71221162 -071.12264457 -142.20 hangar jets|turboprops South Hangar 04-E
1301 A none 
1300  42.71229668 -071.12279366 -142.20 hangar jets|turboprops South Hangar 04-D
1301 A none 
1300  42.71237788 -071.12293925 -142.20 hangar jets|turboprops South Hangar 04-C
1301 A none 
1300  42.71246294 -071.12308834 -142.20 hangar jets|turboprops South Hangar 04-B
1301 A none 
1300  42.71254414 -071.12323568 -142.20 hangar jets|turboprops South Hangar 04-A
1301 A none 
1300  42.71186981 -071.12403168 -52.60 hangar jets|turboprops South Hangar 03
1301 A none 
1300  42.71161333 -071.12438249 -52.60 hangar jets|turboprops South Hangar 02
1301 A none 
1300  42.71150893 -071.12469997  38.57 hangar jets|turboprops South Hangar 01
1301 A none 
1300  42.71878581 -071.12233245  34.99 tie_down jets|turboprops North GA 24
1301 A general_aviation 
1300  42.71887319 -071.12252224  34.99 tie_down jets|turboprops North GA 23
1301 A general_aviation 
1300  42.71896901 -071.12273575  34.99 tie_down jets|turboprops North GA 22
1301 A general_aviation 
1300  42.71906446 -071.12292233  34.99 tie_down jets|turboprops North GA 21
1301 A general_aviation 
1300  42.71916028 -071.12313584  34.99 tie_down jets|turboprops North GA 20
1301 A general_aviation 
1300  42.71924765 -071.12332564  34.99 tie_down jets|turboprops North GA 19
1301 A general_aviation 
1300  42.71948787 -071.12385299  34.99 tie_down jets|turboprops North GA 18
1301 A general_aviation 
1300  42.71958369 -071.12406650  34.99 tie_down jets|turboprops North GA 17
1301 A general_aviation 
1300  42.71967914 -071.12425309  34.99 tie_down jets|turboprops North GA 16
1301 A general_aviation 
1300  42.71977496 -071.12446660  34.99 tie_down jets|turboprops North GA 15
1301 A general_aviation 
1300  42.71986234 -071.12465639  34.99 tie_down jets|turboprops North GA 14
1301 A general_aviation 
1300  42.71982546 -071.12482471 -147.82 tie_down jets|turboprops North GA 13
1301 A general_aviation 
1300  42.71973920 -071.12463397 -147.82 tie_down jets|turboprops North GA 12
1301 A general_aviation 
1300  42.71964465 -071.12441942 -147.82 tie_down jets|turboprops North GA 11
1301 A general_aviation 
1300  42.71955030 -071.12423180 -147.82 tie_down jets|turboprops North GA 10
1301 A general_aviation 
1300  42.71945574 -071.12401726 -147.82 tie_down jets|turboprops North GA 09
1301 A general_aviation 
1300  42.71936948 -071.12382652 -147.82 tie_down jets|turboprops North GA 08
1301 A general_aviation 
1300  42.71921078 -071.12349395 -147.82 tie_down jets|turboprops North GA 07
1301 A general_aviation 
1300  42.71912452 -071.12330322 -147.82 tie_down jets|turboprops North GA 06
1301 A general_aviation 
1300  42.71902996 -071.12308867 -147.82 tie_down jets|turboprops North GA 05
1301 A general_aviation 
1300  42.71893561 -071.12290105 -147.82 tie_down jets|turboprops North GA 04
1301 A general_aviation 
1300  42.71884106 -071.12268650 -147.82 tie_down jets|turboprops North GA 03
1301 A general_aviation 
1300  42.71875480 -071.12249577 -147.82 tie_down jets|turboprops North GA 02
1301 A general_aviation 
1300  42.71866024 -071.12228122 -147.82 tie_down jets|turboprops North GA 01
1301 A general_aviation 
1300  42.71452948 -071.12232156 309.67 tie_down jets|turboprops South GA 89
1301 A general_aviation 
1300  42.71462721 -071.12221065 309.67 tie_down jets|turboprops South GA 88
1301 A general_aviation 
1300  42.71471783 -071.12211036 309.67 tie_down jets|turboprops South GA 87
1301 A general_aviation 
1300  42.71491570 -071.12189274 309.67 tie_down jets|turboprops South GA 86
1301 A general_aviation 
1300  42.71511020 -071.12166153 309.67 tie_down jets|turboprops South GA 85
1301 A general_aviation 
1300  42.71520793 -071.12155063 309.67 tie_down jets|turboprops South GA 84
1301 A general_aviation 
1300  42.71529855 -071.12145034 309.67 tie_down jets|turboprops South GA 83
1301 A general_aviation 
1300  42.71539869 -071.12134363 309.67 tie_down jets|turboprops South GA 82
1301 A general_aviation 
1300  42.71549642 -071.12123272 309.67 tie_down jets|turboprops South GA 81
1301 A general_aviation 
1300  42.71540413 -071.12121193 129.77 tie_down jets|turboprops South GA 80
1301 A general_aviation 
1300  42.71531299 -071.12131134 129.77 tie_down jets|turboprops South GA 79
1301 A general_aviation 
