I
1050 Generated by WorldEditor 2.0.0r4

1   1334 1 0 KMFR Rogue Valley Intl
120 Linear Feature 35
111  42.37484908 -122.87833267 1
111  42.37484330 -122.87833636 1
115  42.37483734 -122.87834011
120 Linear Feature 35
111  42.37482953 -122.87848122 1
111  42.37482433 -122.87848480 1
115  42.37481911 -122.87848838
120 Linear Feature 34
111  42.37553086 -122.87795894 1
115  42.37552527 -122.87794216
120 Linear Feature 34
111  42.37550571 -122.87808857 1
115  42.37550012 -122.87807179
120 Linear Feature 34
111  42.37541619 -122.87802459 1
115  42.37541060 -122.87800780
120 Linear Feature 34
111  42.37539076 -122.87815620 1
115  42.37538517 -122.87813942
120 Linear Feature 34
111  42.37530249 -122.87809030 1
115  42.37529689 -122.87807349
120 Linear Feature 34
111  42.37527700 -122.87822177 1
115  42.37527140 -122.87820496
120 Linear Feature 34
111  42.37518862 -122.87815545 1
115  42.37518302 -122.87813864
120 Linear Feature 34
111  42.37516319 -122.87828706 1
115  42.37515759 -122.87827025
120 Linear Feature 34
111  42.37507551 -122.87822138 1
115  42.37506991 -122.87820458
120 Linear Feature 34
111  42.37505016 -122.87835303 1
115  42.37504457 -122.87833622
120 Linear Feature 34
111  42.37496176 -122.87828792 1
115  42.37495616 -122.87827111
120 Linear Feature 34
111  42.37493793 -122.87841809 1
115  42.37493233 -122.87840128
120 Linear Feature 34
111  42.37484890 -122.87835317 1
115  42.37484330 -122.87833636
120 Linear Feature 34
111  42.37482433 -122.87848480 1
115  42.37481836 -122.87846881
120 Linear Feature 34
111  42.37473574 -122.87841867 1
115  42.37472977 -122.87840268
120 Linear Feature 33
111  42.37542089 -122.87759742 1
111  42.37541475 -122.87760127 1
115  42.37540829 -122.87760536
120 Linear Feature 33
111  42.37540200 -122.87774600 1
111  42.37539574 -122.87774991 1
115  42.37538941 -122.87775380
120 Linear Feature 33
111  42.37530763 -122.87766433 1
111  42.37530157 -122.87766776 1
115  42.37529534 -122.87767149
120 Linear Feature 33
111  42.37528906 -122.87781211 1
111  42.37528264 -122.87781604 1
115  42.37527625 -122.87781997
120 Linear Feature 33
111  42.37519437 -122.87772945 1
111  42.37518809 -122.87773325 1
115  42.37518175 -122.87773709
120 Linear Feature 33
111  42.37517539 -122.87787738 1
111  42.37516886 -122.87788134 1
115  42.37516228 -122.87788533
120 Linear Feature 33
111  42.37508141 -122.87779528 1
111  42.37507500 -122.87779913 1
115  42.37506875 -122.87780289
120 Linear Feature 33
111  42.37506200 -122.87794322 1
111  42.37505563 -122.87794720 1
115  42.37504952 -122.87795107
120 Linear Feature 33
111  42.37496821 -122.87786031 1
111  42.37496172 -122.87786447 1
115  42.37495501 -122.87786873
120 Linear Feature 33
111  42.37494874 -122.87800854 1
111  42.37494211 -122.87801267 1
115  42.37493555 -122.87801682
120 Linear Feature 33
111  42.37485507 -122.87792634 1
111  42.37484887 -122.87793036 1
115  42.37484231 -122.87793455
120 Linear Feature 33
111  42.37483500 -122.87807545 1
111  42.37482901 -122.87807932 1
115  42.37482284 -122.87808336
120 Linear Feature 33
111  42.37474102 -122.87799285 1
111  42.37473544 -122.87799657 1
115  42.37472968 -122.87800050
120 Linear Feature 33
111  42.37472155 -122.87814136 1
111  42.37471627 -122.87814507 1
115  42.37471090 -122.87814890
120 Linear Feature 33
111  42.37462706 -122.87805896 1
111  42.37462181 -122.87806248 1
115  42.37461664 -122.87806604
120 Linear Feature 32
111  42.37542036 -122.87761755 1
115  42.37541475 -122.87760127
120 Linear Feature 32
111  42.37539574 -122.87774991 1
115  42.37539012 -122.87773362
120 Linear Feature 32
111  42.37530719 -122.87768404 1
115  42.37530157 -122.87766776
120 Linear Feature 32
111  42.37528264 -122.87781604 1
115  42.37527702 -122.87779976
120 Linear Feature 32
111  42.37519371 -122.87774953 1
115  42.37518809 -122.87773325
120 Linear Feature 32
111  42.37516886 -122.87788134 1
115  42.37516324 -122.87786506
120 Linear Feature 32
111  42.37508061 -122.87781542 1
115  42.37507500 -122.87779913
120 Linear Feature 32
111  42.37505563 -122.87794720 1
115  42.37505001 -122.87793092
120 Linear Feature 32
111  42.37496733 -122.87788076 1
115  42.37496172 -122.87786447
120 Linear Feature 32
111  42.37494211 -122.87801267 1
115  42.37493624 -122.87799616
120 Linear Feature 32
111  42.37485474 -122.87794687 1
115  42.37484887 -122.87793036
120 Linear Feature 32
111  42.37482901 -122.87807932 1
115  42.37482303 -122.87806288
120 Linear Feature 32
111  42.37474141 -122.87801301 1
115  42.37473544 -122.87799657
120 Linear Feature 32
111  42.37471627 -122.87814507 1
115  42.37471012 -122.87812910
120 Linear Feature 32
111  42.37462796 -122.87807845 1
115  42.37462181 -122.87806248
120 Linear Feature 31
111  42.37551088 -122.87727501 1
115  42.37550545 -122.87725943
120 Linear Feature 31
111  42.37540121 -122.87734185 1
115  42.37539578 -122.87732626
120 Linear Feature 31
111  42.37528622 -122.87740973 1
115  42.37528079 -122.87739414
120 Linear Feature 31
111  42.37517329 -122.87747582 1
115  42.37516786 -122.87746022
120 Linear Feature 31
111  42.37506038 -122.87754207 1
115  42.37505495 -122.87752648
120 Linear Feature 31
111  42.37494694 -122.87760785 1
115  42.37494152 -122.87759226
120 Linear Feature 31
111  42.37483378 -122.87767366 1
115  42.37482835 -122.87765807
120 Linear Feature 31
111  42.37471721 -122.87774121 1
115  42.37471178 -122.87772562
120 Linear Feature 31
111  42.37460741 -122.87780502 1
115  42.37460198 -122.87778943
120 Linear Feature 31
111  42.37449438 -122.87787065 1
115  42.37448895 -122.87785506
120 Linear Feature 31
111  42.37438066 -122.87793744 1
115  42.37437527 -122.87792253
120 Linear Feature 30
111  42.37550505 -122.87727875 1
111  42.37551088 -122.87727501 1
115  42.37551647 -122.87727145
120 Linear Feature 30
111  42.37539551 -122.87734551 1
111  42.37540121 -122.87734185 1
115  42.37540693 -122.87733821
120 Linear Feature 30
111  42.37528059 -122.87741335 1
111  42.37528622 -122.87740973 1
115  42.37529202 -122.87740605
120 Linear Feature 30
111  42.37516747 -122.87747955 1
111  42.37517329 -122.87747582 1
115  42.37517889 -122.87747225
120 Linear Feature 30
111  42.37505448 -122.87754586 1
111  42.37506038 -122.87754207 1
115  42.37506590 -122.87753856
120 Linear Feature 30
111  42.37494109 -122.87761162 1
111  42.37494694 -122.87760785 1
115  42.37495252 -122.87760432
120 Linear Feature 30
111  42.37482806 -122.87767736 1
111  42.37483378 -122.87767366 1
115  42.37483926 -122.87767009
120 Linear Feature 30
111  42.37471162 -122.87774483 1
111  42.37471721 -122.87774121 1
115  42.37472282 -122.87773756
120 Linear Feature 30
111  42.37460176 -122.87780858 1
111  42.37460741 -122.87780502 1
115  42.37461303 -122.87780146
120 Linear Feature 30
111  42.37448876 -122.87787415 1
111  42.37449438 -122.87787065 1
115  42.37450005 -122.87786727
120 Linear Feature 30
111  42.37437483 -122.87794119 1
111  42.37438066 -122.87793744 1
115  42.37438660 -122.87793370
120 Linear Feature 29
111  42.37143420 -122.87899179 1
115  42.37149912 -122.87895426
120 Linear Feature 28
111  42.36938449 -122.87429076 20
111  42.36931154 -122.87433471 20
115  42.36920155 -122.87427587
120 Linear Feature 27
111  42.37161484 -122.87746670 1
111  42.37164035 -122.87745095 1
115  42.37166773 -122.87743402
120 Linear Feature 27
111  42.37181798 -122.87748198 1
111  42.37184515 -122.87746564 1
115  42.37187152 -122.87744980
120 Linear Feature 27
111  42.37172597 -122.87740135 1
111  42.37175326 -122.87738495 1
115  42.37177952 -122.87736917
120 Linear Feature 27
111  42.37170642 -122.87754725 1
111  42.37173358 -122.87753074 1
115  42.37175997 -122.87751507
120 Linear Feature 27
111  42.37159657 -122.87761176 1
111  42.37162284 -122.87759555 1
115  42.37164946 -122.87757909
120 Linear Feature 27
111  42.37149969 -122.87753184 1
111  42.37152619 -122.87751549 1
115  42.37155258 -122.87749917
120 Linear Feature 27
111  42.37148146 -122.87768012 1
111  42.37150763 -122.87766426 1
115  42.37153516 -122.87764813
120 Linear Feature 26
111  42.37182583 -122.87740695 1
115  42.37184515 -122.87746564
120 Linear Feature 26
111  42.37175326 -122.87738495 1
115  42.37177235 -122.87744161
120 Linear Feature 26
111  42.37171450 -122.87747408 1
115  42.37173358 -122.87753074
120 Linear Feature 26
111  42.37164035 -122.87745095 1
115  42.37165920 -122.87750719
120 Linear Feature 26
111  42.37160408 -122.87754019 1
115  42.37162284 -122.87759555
120 Linear Feature 26
111  42.37152619 -122.87751549 1
115  42.37154495 -122.87757086
120 Linear Feature 26
111  42.37148887 -122.87760889 1
115  42.37150763 -122.87766426
120 Linear Feature 25
111  42.37134510 -122.87709125 1
111  42.37134057 -122.87709388 1
115  42.37133605 -122.87709648
120 Linear Feature 24
111  42.37150895 -122.87699585 1
111  42.37150415 -122.87699862 1
115  42.37149916 -122.87700150
120 Linear Feature 23
111  42.37167294 -122.87690009 1
111  42.37166826 -122.87690278 1
115  42.37166329 -122.87690568
120 Linear Feature 22
111  42.37138800 -122.87724198 1
111  42.37134057 -122.87709388 1
115  42.37133496 -122.87707636
120 Linear Feature 22
111  42.37155257 -122.87714979 1
111  42.37150415 -122.87699862 1
115  42.37149953 -122.87698417
120 Linear Feature 22
111  42.37171694 -122.87705477 1
111  42.37166826 -122.87690278 1
115  42.37166390 -122.87688915
120 Linear Feature 21
111  42.37120492 -122.87664886 1
111  42.37119984 -122.87665184 1
115  42.37119452 -122.87665501
120 Linear Feature 20
111  42.37136854 -122.87655316 1
111  42.37136318 -122.87655634 1
115  42.37135787 -122.87655945
120 Linear Feature 19
111  42.37153184 -122.87645850 1
111  42.37152675 -122.87646145 1
115  42.37152175 -122.87646440
120 Linear Feature 18
111  42.37124841 -122.87680367 1
111  42.37119984 -122.87665184 1
115  42.37119463 -122.87663553
120 Linear Feature 18
111  42.37141168 -122.87670798 1
111  42.37136318 -122.87655634 1
115  42.37135791 -122.87653984
120 Linear Feature 18
111  42.37157633 -122.87661518 1
111  42.37152675 -122.87646145 1
115  42.37152189 -122.87644611
120 Linear Feature 17
111  42.37141512 -122.87601520 1
111  42.37138989 -122.87602981 1
115  42.37136375 -122.87604494
120 Linear Feature 17
111  42.37132107 -122.87593182 1
111  42.37129556 -122.87594659 1
115  42.37126970 -122.87596156
120 Linear Feature 17
111  42.37130148 -122.87607973 1
111  42.37127566 -122.87609434 1
115  42.37125012 -122.87610879
120 Linear Feature 17
111  42.37120709 -122.87599418 1
111  42.37118093 -122.87600995 1
115  42.37115547 -122.87602530
120 Linear Feature 17
111  42.37118778 -122.87614444 1
111  42.37116194 -122.87615970 1
115  42.37113616 -122.87617493
120 Linear Feature 17
111  42.37109015 -122.87605971 1
111  42.37106538 -122.87607377 1
115  42.37104095 -122.87608758
120 Linear Feature 17
111  42.37107465 -122.87621323 1
111  42.37104941 -122.87622771 1
115  42.37102374 -122.87624243
120 Linear Feature 16
111  42.37137209 -122.87597451 1
115  42.37138989 -122.87602981
120 Linear Feature 16
111  42.37129556 -122.87594659 1
115  42.37131335 -122.87600182
120 Linear Feature 16
111  42.37125799 -122.87603816 1
115  42.37127566 -122.87609434
120 Linear Feature 16
111  42.37118093 -122.87600995 1
115  42.37119888 -122.87606464
120 Linear Feature 16
111  42.37114384 -122.87610329 1
115  42.37116194 -122.87615970
120 Linear Feature 16
111  42.37106538 -122.87607377 1
115  42.37108319 -122.87612970
120 Linear Feature 16
111  42.37103076 -122.87616973 1
115  42.37104941 -122.87622771
120 Linear Feature 301
111  42.37543031 -122.88066517 1
111  42.37541979 -122.88063184 1
111  42.37572120 -122.88045395 1
115  42.37573359 -122.88048874
120 Linear Feature 298
111  42.38028884 -122.87818439 5
111  42.38028884 -122.87818439 5
115  42.38019779 -122.87813615
120 Linear Feature 278
111  42.37044338 -122.87485508 20
111  42.37039679 -122.87487990 20
111  42.37038977 -122.87500809 20
111  42.37033250 -122.87503977 20
111  42.37035085 -122.87509814 20
111  42.37021535 -122.87517523 20
111  42.37024550 -122.87527012 20
111  42.37038021 -122.87519352 20
111  42.37039826 -122.87525022 20
111  42.37045548 -122.87521708 20
111  42.37052765 -122.87529983 20
115  42.37057484 -122.87527106
120 Linear Feature 254
111  42.36371321 -122.86844507 4
111  42.36354859 -122.86835712 4
115  42.36345530 -122.86830727
120 Linear Feature 253
111  42.36720344 -122.87027259 4
111  42.36703497 -122.87018319 4
115  42.36686491 -122.87009294
120 Linear Feature 252
111  42.37372910 -122.87162114 4
111  42.37384832 -122.87168344 4
115  42.37396719 -122.87174556
120 Linear Feature 251
111  42.37349954 -122.87357062 4
111  42.37333056 -122.87348184 4
115  42.37316125 -122.87339290
120 Linear Feature 250
111  42.37631865 -122.87504753 4
111  42.37615104 -122.87495998 4
115  42.37598212 -122.87487175
120 Linear Feature 249
111  42.38067603 -122.87733232 4
111  42.38050850 -122.87724406 4
115  42.38033993 -122.87715526
120 Linear Feature 248
111  42.38595725 -122.88009992 4
111  42.38586425 -122.88005141 4
115  42.38569751 -122.87996445
120 Linear Feature 247
111  42.38229607 -122.87930880 5
115  42.38213671 -122.87922596
120 Linear Feature 246
111  42.38614177 -122.87946193 3 102
111  42.38595725 -122.88009992 3 102
111  42.38592977 -122.88019748
112  42.38592977 -122.88019748  42.38574117 -122.88066242 3 102
111  42.38539541 -122.88050402 3 102
111  42.38255576 -122.87901705 3 102
111  42.38245192 -122.87900468 3 102
111  42.38231940 -122.87923754 3 102
111  42.38229607 -122.87930880 3 102
115  42.38223957 -122.87948135
120 Linear Feature 245
111  42.38186996 -122.87929453 3 102
111  42.38208326 -122.87931852 3 102
111  42.38213671 -122.87922596 3 102
111  42.38219421 -122.87912696 3 102
111  42.38221042 -122.87887836 3 102
111  42.38212946 -122.87879412 3 102
111  42.38044285 -122.87790936
112  42.38044285 -122.87790936  42.38038238 -122.87789553 3 102
111  42.38034968 -122.87799123 3 102
115  42.38028884 -122.87818439
120 Linear Feature 244
111  42.38232520 -122.87896196 1
116  42.38251623 -122.87885049  42.38265734 -122.87888455
120 Linear Feature 243
111  42.38215632 -122.87969766 1
111  42.38215774 -122.87958395 1
112  42.38217155 -122.87949535  42.38218236 -122.87944932
111  42.38217155 -122.87949535 1
115  42.38220657 -122.87937162
120 Linear Feature 242
111  42.38202700 -122.87947424 1
112  42.38220657 -122.87937162  42.38227414 -122.87923656
111  42.38220657 -122.87937162 1
111  42.38232520 -122.87896196 1
116  42.38224620 -122.87870993  42.38213588 -122.87862125
120 Linear Feature 241
111  42.38158012 -122.87930641 20
111  42.38197536 -122.87951438 20
112  42.38210109 -122.87966423  42.38212407 -122.87974656
111  42.38210109 -122.87966423 20
112  42.38210948 -122.87971891  42.38210993 -122.87973983
111  42.38210948 -122.87971891 20
111  42.38210708 -122.88025995 3
112  42.38199070 -122.88037324  42.38188196 -122.88037750
111  42.38199070 -122.88037324 3
115  42.38133339 -122.88037303
120 Linear Feature 240
111  42.38215664 -122.88024316 1
112  42.38199737 -122.88043772  42.38185093 -122.88044346
111  42.38199737 -122.88043772 1
115  42.38138335 -122.88044025
120 Linear Feature 239
111  42.38203933 -122.88121583 1
112  42.38198797 -122.88122667  42.38196782 -122.88122834
111  42.38198797 -122.88122667 1
115  42.38135441 -122.88122841
120 Linear Feature 238
111  42.38193948 -122.88160561 1
112  42.38185087 -122.88171256  42.38177451 -122.88171628
111  42.38185087 -122.88171256 1
115  42.38135472 -122.88171238
120 Linear Feature 237
111  42.38021372 -122.87826789 1
116  42.38030955 -122.87857830  42.38044387 -122.87871128
120 Linear Feature 236
111  42.38007978 -122.87873754 1
116  42.38028153 -122.87857355  42.38043193 -122.87858018
120 Linear Feature 235
111  42.38000526 -122.87852517 1
111  42.38028153 -122.87857355 1
111  42.38030955 -122.87857830 1
112  42.38033172 -122.87858634  42.38034237 -122.87859144
111  42.38033172 -122.87858634 1
111  42.38202700 -122.87947424 1
112  42.38215632 -122.87969766  42.38217329 -122.87986293
111  42.38215632 -122.87969766 1
111  42.38215664 -122.88024316 1
111  42.38215708 -122.88100377 1
112  42.38203933 -122.88121583  42.38193233 -122.88127479
111  42.38203933 -122.88121583 1
112  42.38194019 -122.88142406  42.38192635 -122.88156520
111  42.38194019 -122.88142406 1
111  42.38193948 -122.88160561 1
115  42.38194002 -122.88198090
120 Linear Feature 234
111  42.38024512 -122.87899209 1
111  42.38023804 -122.87898843 1
115  42.38023126 -122.87898505
120 Linear Feature 233
111  42.38013345 -122.87909233 1
112  42.38022879 -122.87902087  42.38025742 -122.87893192
111  42.38022879 -122.87902087 1
111  42.38023804 -122.87898843 1
115  42.38027335 -122.87886659
120 Linear Feature 232
111  42.38055188 -122.87915307 1
111  42.38054455 -122.87914941 1
115  42.38053753 -122.87914587
120 Linear Feature 227
111  42.38039856 -122.87907317 1
111  42.38039102 -122.87906943 1
115  42.38038346 -122.87906566
120 Linear Feature 226
111  42.38043183 -122.87956635 1
111  42.38042417 -122.87956265 1
115  42.38041686 -122.87955919
120 Linear Feature 225
111  42.38027875 -122.87948578 1
111  42.38027098 -122.87948186 1
115  42.38026341 -122.87947809
120 Linear Feature 224
111  42.38016979 -122.87958781 1
112  42.38026049 -122.87951917  42.38028817 -122.87943533
111  42.38026049 -122.87951917 1
111  42.38027098 -122.87948186 1
111  42.38032257 -122.87929833 1
116  42.38028794 -122.87917314  42.38023453 -122.87911782
120 Linear Feature 223
111  42.38012593 -122.87940592 1
111  42.38011812 -122.87940202 1
115  42.38011064 -122.87939828
120 Linear Feature 222
111  42.38001273 -122.87950629 1
112  42.38010836 -122.87943644  42.38013511 -122.87935028
111  42.38010836 -122.87943644 1
111  42.38011812 -122.87940202 1
111  42.38017131 -122.87921201 1
116  42.38013345 -122.87909233  42.38008071 -122.87904213
120 Linear Feature 221
111  42.38063085 -122.87999930 1
115  42.38055206 -122.87995944
120 Linear Feature 220
111  42.38068598 -122.88002730 1
115  42.38066677 -122.88001766
120 Linear Feature 219
111  42.38031914 -122.87966533 1
111  42.38041418 -122.87971734 1
112  42.38044212 -122.87974095  42.38045374 -122.87975373
111  42.38044212 -122.87974095 1
111  42.38051732 -122.87982878 1
112  42.38056754 -122.87986844  42.38059058 -122.87988039
111  42.38056754 -122.87986844 1
115  42.38071090 -122.87994274
120 Linear Feature 218
111  42.37991182 -122.87932301 1
112  42.37996561 -122.87948183  42.37999939 -122.87952276
111  42.37996561 -122.87948183 1
111  42.38001273 -122.87950629 1
111  42.38016979 -122.87958781 1
111  42.38031914 -122.87966533 1
112  42.38041281 -122.87960365  42.38044533 -122.87952049
111  42.38041281 -122.87960365 1
111  42.38042417 -122.87956265 1
111  42.38047803 -122.87937480 1
112  42.38043756 -122.87925141  42.38038214 -122.87920216
111  42.38043756 -122.87925141 1
111  42.38028794 -122.87917314 1
111  42.38013345 -122.87909233 1
111  42.38009069 -122.87906984
112  42.38009069 -122.87906984  42.38003693 -122.87902641 1
115  42.38004042 -122.87887267
120 Linear Feature 217
111  42.37985195 -122.87865718 1
116  42.38000526 -122.87852517  42.38010491 -122.87851428
120 Linear Feature 216
111  42.37984160 -122.87918337 1
116  42.37978309 -122.87888341  42.37982211 -122.87871648
120 Linear Feature 215
111  42.37959192 -122.87905238 1
112  42.37978309 -122.87888341  42.37984140 -122.87870947
111  42.37978309 -122.87888341 1
111  42.37985195 -122.87865718 1
116  42.37978825 -122.87843371  42.37969662 -122.87836042
120 Linear Feature 214
111  42.37994127 -122.87851368 1
116  42.38005230 -122.87883070  42.38002056 -122.87905821
120 Linear Feature 213
111  42.37917442 -122.87823106 3
112  42.37926870 -122.87822586  42.37930989 -122.87824470
111  42.37926870 -122.87822586 3
111  42.37969603 -122.87845032 3
112  42.37978259 -122.87872012  42.37974929 -122.87889635
111  42.37978259 -122.87872012 3
115  42.37975655 -122.87881512
120 Linear Feature 212
111  42.37801180 -122.87770833 3
112  42.37816297 -122.87764651  42.37824838 -122.87768290
111  42.37816297 -122.87764651 3
111  42.37894214 -122.87805501 3
116  42.37901627 -122.87819656  42.37902587 -122.87829758
120 Linear Feature 211
111  42.37902849 -122.87875677 1
116  42.37890057 -122.87884296  42.37885341 -122.87895445
120 Linear Feature 210
111  42.37897434 -122.87858672 1
116  42.37902849 -122.87875677  42.37910419 -122.87882051
120 Linear Feature 209
111  42.37885949 -122.87864992 1
116  42.37897434 -122.87858672  42.37901284 -122.87850643
120 Linear Feature 208
111  42.37885949 -122.87864992 1
116  42.37890057 -122.87884296  42.37889459 -122.87897774
120 Linear Feature 207
111  42.37995618 -122.87917022 1
111  42.37992872 -122.87919088 1
116  42.37985550 -122.87919067  42.37981757 -122.87917590
120 Linear Feature 206
111  42.37786178 -122.87795611 1
116  42.37793901 -122.87815926  42.37803525 -122.87821983
120 Linear Feature 205
111  42.37777973 -122.87824155 1
112  42.37793901 -122.87815926  42.37804151 -122.87819659
111  42.37793901 -122.87815926 1
111  42.37882381 -122.87862422 1
111  42.37885949 -122.87864992 1
111  42.37892409 -122.87870174 1
111  42.37902849 -122.87875677 1
111  42.37959192 -122.87905238 1
111  42.37984160 -122.87918337 1
111  42.37985550 -122.87919067 1
112  42.37990532 -122.87925469  42.37993197 -122.87930600
111  42.37990532 -122.87925469 1
115  42.37991817 -122.87929940
120 Linear Feature 204
111  42.37892189 -122.87917881 1
116  42.37878782 -122.87923461  42.37874147 -122.87933093
120 Linear Feature 203
111  42.37884937 -122.87902082 1
116  42.37892189 -122.87917881  42.37901190 -122.87925066
120 Linear Feature 202
111  42.37871234 -122.87906536 1
116  42.37884937 -122.87902082  42.37889607 -122.87894470
120 Linear Feature 201
111  42.37872221 -122.87907088 1
116  42.37878782 -122.87923461  42.37877659 -122.87934935
120 Linear Feature 200
111  42.37983551 -122.87958857 1
116  42.37973424 -122.87960335  42.37968046 -122.87957783
120 Linear Feature 199
111  42.37773794 -122.87838689 1
116  42.37780968 -122.87859377  42.37790255 -122.87866718
120 Linear Feature 198
111  42.37765348 -122.87868070 1
112  42.37780968 -122.87859377  42.37791000 -122.87863237
111  42.37780968 -122.87859377 1
111  42.37871234 -122.87906536 1
111  42.37872221 -122.87907088 1
111  42.37892189 -122.87917881 1
111  42.37973424 -122.87960335 1
116  42.37980200 -122.87970618  42.37982056 -122.87977547
120 Linear Feature 197
111  42.37874028 -122.87939971 1
112  42.37880761 -122.87959376  42.37890217 -122.87966172
111  42.37880761 -122.87959376 1
111  42.37959084 -122.88000484 1
112  42.37975587 -122.87986803  42.37981311 -122.87967926
111  42.37975587 -122.87986803 1
111  42.37980200 -122.87970618 1
111  42.37983551 -122.87958857 1
111  42.37991182 -122.87932301 1
111  42.37991817 -122.87929940 1
111  42.37995618 -122.87917022 1
111  42.38004042 -122.87887267 1
111  42.38005230 -122.87883070 1
111  42.38007978 -122.87873754 1
115  42.38017669 -122.87839132
120 Linear Feature 196
111  42.37761164 -122.87894365 1
112  42.37768716 -122.87908095  42.37775717 -122.87912942
111  42.37768716 -122.87908095 1
115  42.37772660 -122.87910344
120 Linear Feature 195
111  42.37757523 -122.87919745 1
112  42.37772660 -122.87910344  42.37782846 -122.87912673
111  42.37772660 -122.87910344 1
111  42.37860631 -122.87956516 1
116  42.37870576 -122.87951901  42.37875146 -122.87944139
120 Linear Feature 194
111  42.37923654 -122.87814427 1
116  42.37907429 -122.87823957  42.37901983 -122.87837926
120 Linear Feature 193
111  42.37811388 -122.87755582 1
112  42.37794494 -122.87766909  42.37789493 -122.87783099
111  42.37794494 -122.87766909 1
115  42.37792846 -122.87772418
120 Linear Feature 192
111  42.37858256 -122.87994674 1
116  42.37843227 -122.88001010  42.37832961 -122.87997547
120 Linear Feature 191
111  42.37750978 -122.87942644 1
116  42.37758872 -122.87956968  42.37766429 -122.87962267
120 Linear Feature 190
111  42.37745936 -122.87960280 1
112  42.37758872 -122.87956968  42.37766735 -122.87959558
111  42.37758872 -122.87956968 1
111  42.37843227 -122.88001010 1
116  42.37850944 -122.88020166  42.37849612 -122.88033762
120 Linear Feature 189
111  42.37844063 -122.88057354 1
115  42.37872953 -122.88071422
120 Linear Feature 188
111  42.37832995 -122.88082543 1
112  42.37837746 -122.88092021  42.37842906 -122.88095396
111  42.37837746 -122.88092021 1
111  42.37843160 -122.88094192 1
112  42.37851734 -122.88096045  42.37856331 -122.88096615
111  42.37851734 -122.88096045 1
115  42.37892359 -122.88097864
120 Linear Feature 187
111  42.37838533 -122.88063299 1
115  42.37843572 -122.88045775
120 Linear Feature 186
111  42.37834205 -122.88050545 1
112  42.37838533 -122.88063299  42.37837270 -122.88071646
111  42.37838533 -122.88063299 1
111  42.37832995 -122.88082543 1
111  42.37827801 -122.88100594 1
112  42.37818681 -122.88104303  42.37812310 -122.88101175
111  42.37818681 -122.88104303 1
115  42.37744561 -122.88065057
120 Linear Feature 185
111  42.37782911 -122.87740657 1
112  42.37792846 -122.87772418  42.37789152 -122.87794605
111  42.37792846 -122.87772418 1
111  42.37786178 -122.87795611 1
111  42.37777973 -122.87824155 1
111  42.37773794 -122.87838689 1
111  42.37765348 -122.87868070 1
111  42.37763027 -122.87876144 1
112  42.37761850 -122.87883873  42.37761838 -122.87885395
111  42.37761850 -122.87883873 1
111  42.37761164 -122.87894365 1
111  42.37760031 -122.87908729 1
112  42.37758794 -122.87915296  42.37758014 -122.87918114
111  42.37758794 -122.87915296 1
111  42.37757523 -122.87919745 1
111  42.37750978 -122.87942644 1
111  42.37745936 -122.87960280 1
111  42.37739003 -122.87984538 1
112  42.37747052 -122.88004773  42.37758231 -122.88010378
111  42.37747052 -122.88004773 1
111  42.37834205 -122.88050545 1
112  42.37843572 -122.88045775  42.37846944 -122.88039131
111  42.37843572 -122.88045775 1
111  42.37850944 -122.88020166 1
111  42.37858256 -122.87994674 1
111  42.37870576 -122.87951901 1
111  42.37874028 -122.87939971 1
111  42.37878782 -122.87923461 1
111  42.37884937 -122.87902082 1
111  42.37890057 -122.87884296 1
111  42.37897434 -122.87858672 1
111  42.37907429 -122.87823957 1
116  42.37900866 -122.87802481  42.37891815 -122.87794678
120 Linear Feature 184
112  42.37780625 -122.87753561  42.37779197 -122.87749663 3
111  42.37773372 -122.87745102 3
111  42.37653166 -122.87682118
112  42.37653166 -122.87682118  42.37634076 -122.87675525 3 102
111  42.37627841 -122.87701302 3 102
111  42.37625292 -122.87711241
112  42.37625292 -122.87711241  42.37620887 -122.87731994 3
111  42.37631795 -122.87745987 3
115  42.37643215 -122.87751147
120 Linear Feature 183
111  42.37510193 -122.88070445 1
115  42.37508946 -122.88069600
120 Linear Feature 182
111  42.37513281 -122.88062259 1
115  42.37511976 -122.88061384
120 Linear Feature 181
111  42.37516410 -122.88053964 1
115  42.37515111 -122.88053069
120 Linear Feature 180
111  42.37519522 -122.88045712 1
115  42.37518194 -122.88044819
120 Linear Feature 179
111  42.37522662 -122.88037486 1
115  42.37521381 -122.88036544
120 Linear Feature 178
111  42.37524484 -122.88028422 1
111  42.37525792 -122.88029427 1
111  42.37522662 -122.88037486 1
111  42.37519522 -122.88045712 1
111  42.37516410 -122.88053964 1
111  42.37513281 -122.88062259 1
111  42.37510193 -122.88070445 1
111  42.37507070 -122.88078723 1
115  42.37505816 -122.88077863
120 Linear Feature 177
111  42.37640636 -122.88030146 1
115  42.37638687 -122.88028283
120 Linear Feature 175
111  42.37641418 -122.88028645 1
115  42.37637249 -122.88024764
120 Linear Feature 174
111  42.37642251 -122.88027042 1
115  42.37640262 -122.88025185
120 Linear Feature 173
111  42.37633903 -122.87774592 3
111  42.37625610 -122.87763346 3
112  42.37617043 -122.87763071  42.37612723 -122.87765994
111  42.37617043 -122.87763071
112  42.37617043 -122.87763071  42.37611958 -122.87766766 3
111  42.37612686 -122.87774914 3
111  42.37635889 -122.87863078 3
111  42.37637324 -122.87870570 3
111  42.37641736 -122.87897754 3
112  42.37640748 -122.87933632  42.37637281 -122.87952187
