A
1000 Generated by WorldEditor

1     78 1 0 KNFG Camp Pendleton MCAS
115  33.30445507 -117.35042506
120 Linear Feature 204
111  33.30410912 -117.35083359 20
115  33.30412525 -117.35081583
120 Linear Feature 204
111  33.30739759 -117.34695210 20
115  33.30741372 -117.34693434
120 Linear Feature 204
111  33.30739759 -117.34695210 20
115  33.30741372 -117.34693434
120 Linear Feature 204
111  33.30706684 -117.34734555 20
115  33.30708297 -117.34732779
120 Linear Feature 204
111  33.30673513 -117.34773785 20
115  33.30675126 -117.34772009
120 Linear Feature 204
111  33.30640463 -117.34812633 20
115  33.30642076 -117.34810857
120 Linear Feature 204
111  33.30607037 -117.34851888 20
115  33.30608650 -117.34850112
120 Linear Feature 204
111  33.30574071 -117.34890750 20
115  33.30575684 -117.34888974
120 Linear Feature 204
111  33.30540906 -117.34929890 20
115  33.30542519 -117.34928114
120 Linear Feature 204
111  33.30508016 -117.34968813 20
115  33.30509629 -117.34967037
120 Linear Feature 204
111  33.30474631 -117.35007851 20
115  33.30476244 -117.35006075
120 Linear Feature 204
111  33.30441596 -117.35046954 20
115  33.30443209 -117.35045178
120 Linear Feature 204
111  33.30408613 -117.35086031 20
115  33.30410226 -117.35084255
120 Linear Feature 204
111  33.30736848 -117.34698693 20
115  33.30738461 -117.34696917
120 Linear Feature 204
111  33.30736848 -117.34698693 20
115  33.30738461 -117.34696917
120 Linear Feature 204
111  33.30703773 -117.34738038 20
115  33.30705386 -117.34736262
120 Linear Feature 204
111  33.30670602 -117.34777268 20
115  33.30672215 -117.34775492
120 Linear Feature 204
111  33.30637552 -117.34816116 20
115  33.30639165 -117.34814340
120 Linear Feature 204
111  33.30604126 -117.34855371 20
115  33.30605739 -117.34853595
120 Linear Feature 204
111  33.30571160 -117.34894233 20
115  33.30572773 -117.34892457
120 Linear Feature 204
111  33.30537995 -117.34933373 20
115  33.30539608 -117.34931597
120 Linear Feature 204
111  33.30505105 -117.34972296 20
115  33.30506718 -117.34970520
120 Linear Feature 204
111  33.30471720 -117.35011334 20
115  33.30473333 -117.35009558
120 Linear Feature 204
111  33.30438685 -117.35050437 20
115  33.30440298 -117.35048661
120 Linear Feature 204
111  33.30405702 -117.35089514 20
115  33.30407315 -117.35087738
120 Linear Feature 204
111  33.30733987 -117.34702235 20
115  33.30735600 -117.34700459
120 Linear Feature 204
111  33.30733987 -117.34702235 20
115  33.30735600 -117.34700459
120 Linear Feature 204
111  33.30700912 -117.34741580 20
115  33.30702525 -117.34739804
120 Linear Feature 204
111  33.30667741 -117.34780810 20
115  33.30669354 -117.34779034
120 Linear Feature 204
111  33.30634690 -117.34819658 20
115  33.30636303 -117.34817882
120 Linear Feature 204
111  33.30601264 -117.34858913 20
115  33.30602877 -117.34857137
120 Linear Feature 204
111  33.30568299 -117.34897775 20
115  33.30569912 -117.34895999
120 Linear Feature 204
111  33.30535134 -117.34936915 20
115  33.30536747 -117.34935139
120 Linear Feature 204
111  33.30502243 -117.34975839 20
115  33.30503856 -117.34974062
120 Linear Feature 204
111  33.30468858 -117.35014876 20
115  33.30470471 -117.35013100
120 Linear Feature 204
111  33.30435823 -117.35053979 20
115  33.30437436 -117.35052203
120 Linear Feature 204
111  33.30402841 -117.35093056 20
115  33.30404454 -117.35091280
120 Linear Feature 204
111  33.30730928 -117.34705541 20
115  33.30732541 -117.34703765
120 Linear Feature 204
111  33.30730928 -117.34705541 20
115  33.30732541 -117.34703765
120 Linear Feature 204
111  33.30697853 -117.34744886 20
115  33.30699466 -117.34743110
120 Linear Feature 204
111  33.30664682 -117.34784116 20
115  33.30666295 -117.34782340
120 Linear Feature 204
111  33.30631631 -117.34822964 20
115  33.30633244 -117.34821188
120 Linear Feature 204
111  33.30598205 -117.34862219 20
115  33.30599818 -117.34860443
120 Linear Feature 204
111  33.30565240 -117.34901081 20
115  33.30566853 -117.34899305
120 Linear Feature 204
111  33.30532075 -117.34940221 20
115  33.30533688 -117.34938445
120 Linear Feature 204
111  33.30499184 -117.34979144 20
115  33.30500797 -117.34977368
120 Linear Feature 204
111  33.30465799 -117.35018182 20
115  33.30467412 -117.35016406
120 Linear Feature 204
111  33.30432764 -117.35057285 20
115  33.30434377 -117.35055509
120 Linear Feature 204
111  33.30399782 -117.35096362 20
115  33.30401395 -117.35094586
120 Linear Feature 204
111  33.30728313 -117.34708788 20
115  33.30729926 -117.34707012
120 Linear Feature 204
111  33.30728313 -117.34708788 20
115  33.30729926 -117.34707012
120 Linear Feature 204
111  33.30695238 -117.34748133 20
115  33.30696851 -117.34746357
120 Linear Feature 204
111  33.30662067 -117.34787363 20
115  33.30663680 -117.34785587
120 Linear Feature 204
111  33.30629016 -117.34826211 20
115  33.30630629 -117.34824435
120 Linear Feature 204
111  33.30595590 -117.34865466 20
115  33.30597203 -117.34863690
120 Linear Feature 204
111  33.30562625 -117.34904328 20
115  33.30564238 -117.34902552
120 Linear Feature 204
111  33.30529460 -117.34943468 20
115  33.30531073 -117.34941692
120 Linear Feature 204
111  33.30496569 -117.34982391 20
115  33.30498182 -117.34980615
120 Linear Feature 204
111  33.30463184 -117.35021429 20
115  33.30464797 -117.35019653
120 Linear Feature 204
111  33.30430149 -117.35060532 20
115  33.30431762 -117.35058756
120 Linear Feature 204
111  33.30397167 -117.35099609 20
115  33.30398780 -117.35097833
120 Linear Feature 204
111  33.30725352 -117.34712094 20
115  33.30726965 -117.34710318
120 Linear Feature 204
111  33.30725352 -117.34712094 20
115  33.30726965 -117.34710318
120 Linear Feature 204
111  33.30692277 -117.34751439 20
115  33.30693890 -117.34749663
120 Linear Feature 204
111  33.30659106 -117.34790669 20
115  33.30660719 -117.34788893
120 Linear Feature 204
111  33.30626056 -117.34829517 20
115  33.30627669 -117.34827741
120 Linear Feature 204
111  33.30592630 -117.34868772 20
115  33.30594243 -117.34866996
120 Linear Feature 204
111  33.30559664 -117.34907634 20
115  33.30561277 -117.34905858
120 Linear Feature 204
111  33.30526499 -117.34946774 20
115  33.30528112 -117.34944998
120 Linear Feature 204
111  33.30493609 -117.34985697 20
115  33.30495222 -117.34983921
120 Linear Feature 204
111  33.30460224 -117.35024735 20
115  33.30461837 -117.35022959
120 Linear Feature 204
111  33.30427189 -117.35063838 20
115  33.30428802 -117.35062062
120 Linear Feature 204
111  33.30394206 -117.35102915 20
115  33.30395819 -117.35101139
120 Linear Feature 204
111  33.30722589 -117.34715636 20
115  33.30724153 -117.34713801
120 Linear Feature 204
111  33.30722589 -117.34715636 20
115  33.30724153 -117.34713801
120 Linear Feature 204
111  33.30689514 -117.34754981 20
115  33.30691078 -117.34753146
120 Linear Feature 204
111  33.30656343 -117.34794211 20
115  33.30657907 -117.34792376
120 Linear Feature 204
111  33.30623293 -117.34833059 20
115  33.30624857 -117.34831224
120 Linear Feature 204
111  33.30589867 -117.34872314 20
115  33.30591430 -117.34870479
120 Linear Feature 204
111  33.30556901 -117.34911176 20
115  33.30558465 -117.34909341
120 Linear Feature 204
111  33.30523736 -117.34950316 20
115  33.30525300 -117.34948481
120 Linear Feature 204
111  33.30490846 -117.34989239 20
115  33.30492409 -117.34987404
120 Linear Feature 204
111  33.30457461 -117.35028277 20
115  33.30459025 -117.35026442
120 Linear Feature 204
111  33.30424426 -117.35067380 20
115  33.30425990 -117.35065545
120 Linear Feature 204
111  33.30391443 -117.35106457 20
115  33.30393007 -117.35104622
120 Linear Feature 204
111  33.30388878 -117.35109822 20
115  33.30390441 -117.35107987
120 Linear Feature 204
111  33.30386263 -117.35113246 20
115  33.30387826 -117.35111410
120 Linear Feature 204
111  33.30383796 -117.35116788 20
115  33.30385359 -117.35114952
120 Linear Feature 204
111  33.30381082 -117.35119975 20
115  33.30382695 -117.35118377
120 Linear Feature 204
111  33.30378171 -117.35122750 20
115  33.30379883 -117.35121328
120 Linear Feature 204
111  33.30375014 -117.35124698 20
115  33.30376923 -117.35123926
120 Linear Feature 204
111  33.30371609 -117.35125052 20
115  33.30373617 -117.35125047
120 Linear Feature 204
111  33.30367761 -117.35124167 20
115  33.30369867 -117.35124752
120 Linear Feature 204
111  33.30364549 -117.35122921 20
115  33.30366408 -117.35123625
120 Linear Feature 204
111  33.30361781 -117.35121298 20
115  33.30363423 -117.35122326
120 Linear Feature 204
111  33.30359121 -117.35119090 20
115  33.30360764 -117.35120118
120 Linear Feature 204
111  33.30356462 -117.35117402 20
115  33.30358105 -117.35118430
120 Linear Feature 204
111  33.30353585 -117.35115518 20
115  33.30355228 -117.35116546
120 Linear Feature 204
111  33.30350872 -117.35113440 20
115  33.30352514 -117.35114468
120 Linear Feature 204
111  33.30348104 -117.35111427 20
115  33.30349746 -117.35112455
120 Linear Feature 204
111  33.30345173 -117.35109544 20
115  33.30346816 -117.35110572
120 Linear Feature 204
111  33.30342405 -117.35107726 20
115  33.30343994 -117.35108819
120 Linear Feature 204
111  33.30339624 -117.35105687 20
115  33.30341213 -117.35106780
120 Linear Feature 204
111  33.30336888 -117.35103701 20
115  33.30338476 -117.35104794
120 Linear Feature 204
111  33.30334287 -117.35102037 20
115  33.30335875 -117.35102969
120 Linear Feature 204
111  33.30331775 -117.35100105 20
115  33.30333363 -117.35101037
120 Linear Feature 204
111  33.30328644 -117.35098095 20
115  33.30330233 -117.35099027
120 Linear Feature 204
111  33.30325979 -117.35096262 20
115  33.30327568 -117.35097194
120 Linear Feature 204
111  33.30323008 -117.35094393 20
115  33.30324596 -117.35095325
120 Linear Feature 204
111  33.30320373 -117.35092597 20
115  33.30321961 -117.35093529
120 Linear Feature 204
111  33.30317677 -117.35090800 20
115  33.30319265 -117.35091732
120 Linear Feature 204
111  33.30314858 -117.35088858 20
115  33.30316447 -117.35089790
120 Linear Feature 204
111  33.30311887 -117.35086951 20
115  33.30313475 -117.35087884
120 Linear Feature 204
111  33.30309099 -117.35085192 20
115  33.30310687 -117.35086124
120 Linear Feature 204
111  33.30306464 -117.35083213 20
115  33.30308052 -117.35084145
120 Linear Feature 204
111  33.30303577 -117.35081478 20
115  33.30305165 -117.35082410
120 Linear Feature 204
111  33.30300886 -117.35079707 20
115  33.30302474 -117.35080639
120 Linear Feature 204
111  33.30298105 -117.35078044 20
115  33.30299693 -117.35078976
120 Linear Feature 204
111  33.30295503 -117.35076380 20
115  33.30297092 -117.35077312
120 Linear Feature 204
111  33.30292633 -117.35074609 20
115  33.30294221 -117.35075541
120 Linear Feature 204
111  33.30289897 -117.35072892 20
115  33.30291485 -117.35073824
120 Linear Feature 204
111  33.30287385 -117.35071335 20
115  33.30288973 -117.35072267
120 Linear Feature 204
111  33.30284873 -117.35069940 20
115  33.30286461 -117.35070872
120 Linear Feature 204
111  33.30282222 -117.35068512 20
115  33.30283945 -117.35069337
120 Linear Feature 204
111  33.30279311 -117.35067804 20
115  33.30280985 -117.35067979
120 Linear Feature 204
111  33.30258104 -117.35097367 20
111  33.30258104 -117.35097367 20
111  33.30259185 -117.35094945 20
115  33.30259185 -117.35094945
120 Linear Feature 204
111  33.30241393 -117.35133938 20
111  33.30241393 -117.35133938 20
111  33.30242475 -117.35131515 20
115  33.30242475 -117.35131515
120 Linear Feature 204
111  33.30224711 -117.35170585 20
111  33.30224711 -117.35170585 20
111  33.30225780 -117.35168155 20
115  33.30225780 -117.35168155
120 Linear Feature 204
111  33.30208318 -117.35206902 20
111  33.30208318 -117.35206902 20
111  33.30209387 -117.35204472 20
115  33.30209387 -117.35204472
120 Linear Feature 204
111  33.30191925 -117.35243473 20
111  33.30191925 -117.35243473 20
111  33.30192994 -117.35241043 20
115  33.30192994 -117.35241043
120 Linear Feature 204
111  33.30175416 -117.35280374 20
111  33.30175416 -117.35280374 20
111  33.30176485 -117.35277944 20
115  33.30176485 -117.35277944
120 Linear Feature 204
111  33.30159164 -117.35316968 20
111  33.30159164 -117.35316968 20
111  33.30160232 -117.35314538 20
115  33.30160232 -117.35314538
120 Linear Feature 204
111  33.30142686 -117.35353894 20
111  33.30142686 -117.35353894 20
111  33.30143774 -117.35351476 20
115  33.30143774 -117.35351476
120 Linear Feature 204
111  33.30125847 -117.35390419 20
111  33.30125847 -117.35390419 20
111  33.30126916 -117.35387957 20
115  33.30126916 -117.35387957
120 Linear Feature 204
111  33.30109429 -117.35426990 20
111  33.30109429 -117.35426990 20
111  33.30110499 -117.35424529 20
115  33.30110499 -117.35424529
120 Linear Feature 204
111  33.30093071 -117.35463490 20
111  33.30093071 -117.35463490 20
111  33.30094141 -117.35461029 20
115  33.30094141 -117.35461029
120 Linear Feature 204
111  33.30076713 -117.35499848 20
111  33.30076713 -117.35499848 20
111  33.30077783 -117.35497386 20
115  33.30077783 -117.35497386
120 Linear Feature 204
111  33.30060629 -117.35536437 20
111  33.30060629 -117.35536437 20
111  33.30061714 -117.35533990 20
115  33.30061714 -117.35533990
120 Linear Feature 204
111  33.30044391 -117.35572651 20
111  33.30044391 -117.35572651 20
111  33.30045475 -117.35570204 20
115  33.30045475 -117.35570204
120 Linear Feature 204
111  33.30027794 -117.35609294 20
111  33.30027794 -117.35609294 20
111  33.30028878 -117.35606847 20
115  33.30028878 -117.35606847
120 Linear Feature 204
111  33.30011257 -117.35645651 20
111  33.30011257 -117.35645651 20
111  33.30012341 -117.35643204 20
115  33.30012341 -117.35643204
120 Linear Feature 204
111  33.29994541 -117.35682579 20
111  33.29994541 -117.35682579 20
111  33.29995625 -117.35680132 20
115  33.29995625 -117.35680132
120 Linear Feature 204
111  33.29977884 -117.35719222 20
111  33.29977884 -117.35719222 20
111  33.29978969 -117.35716775 20
115  33.29978969 -117.35716775
120 Linear Feature 204
111  33.29961277 -117.35756040 20
111  33.29961277 -117.35756040 20
111  33.29962361 -117.35753593 20
115  33.29962361 -117.35753593
120 Linear Feature 204
111  33.29944699 -117.35792580 20
111  33.29944699 -117.35792580 20
111  33.29945783 -117.35790133 20
115  33.29945783 -117.35790133
120 Linear Feature 204
111  33.30275910 -117.35067947 20
115  33.30277979 -117.35067887
120 Linear Feature 204
111  33.30256528 -117.35100816 20
111  33.30256528 -117.35100816 20
111  33.30257610 -117.35098394 20
115  33.30257610 -117.35098394
120 Linear Feature 204
111  33.30239818 -117.35137387 20
111  33.30239818 -117.35137387 20
111  33.30240899 -117.35134965 20
115  33.30240899 -117.35134965
120 Linear Feature 204
111  33.30223153 -117.35174045 20
111  33.30223153 -117.35174045 20
111  33.30224223 -117.35171616 20
115  33.30224223 -117.35171616
120 Linear Feature 204
111  33.30206760 -117.35210363 20
111  33.30206760 -117.35210363 20
111  33.30207829 -117.35207933 20
115  33.30207829 -117.35207933
120 Linear Feature 204
111  33.30190367 -117.35246934 20
111  33.30190367 -117.35246934 20
111  33.30191436 -117.35244504 20
115  33.30191436 -117.35244504
120 Linear Feature 204
111  33.30173858 -117.35283835 20
111  33.30173858 -117.35283835 20
111  33.30174927 -117.35281405 20
115  33.30174927 -117.35281405
120 Linear Feature 204
111  33.30157606 -117.35320429 20
111  33.30157606 -117.35320429 20
111  33.30158675 -117.35317999 20
115  33.30158675 -117.35317999
120 Linear Feature 204
111  33.30141102 -117.35357337 20
111  33.30141102 -117.35357337 20
111  33.30142190 -117.35354919 20
115  33.30142190 -117.35354919
120 Linear Feature 204
111  33.30124288 -117.35393924 20
111  33.30124288 -117.35393924 20
111  33.30125358 -117.35391463 20
115  33.30125358 -117.35391463
120 Linear Feature 204
111  33.30107870 -117.35430496 20
111  33.30107870 -117.35430496 20
111  33.30108940 -117.35428034 20
115  33.30108940 -117.35428034
120 Linear Feature 204
111  33.30091513 -117.35466996 20
111  33.30091513 -117.35466996 20
111  33.30092582 -117.35464535 20
115  33.30092582 -117.35464535
120 Linear Feature 204
111  33.30075155 -117.35503353 20
111  33.30075155 -117.35503353 20
111  33.30076224 -117.35500892 20
115  33.30076224 -117.35500892
120 Linear Feature 204
111  33.30059049 -117.35539922 20
111  33.30059049 -117.35539922 20
111  33.30060133 -117.35537475 20
115  33.30060133 -117.35537475
120 Linear Feature 204
111  33.30042810 -117.35576136 20
111  33.30042810 -117.35576136 20
111  33.30043895 -117.35573689 20
115  33.30043895 -117.35573689
120 Linear Feature 204
111  33.30026213 -117.35612779 20
111  33.30026213 -117.35612779 20
111  33.30027298 -117.35610332 20
115  33.30027298 -117.35610332
120 Linear Feature 204
111  33.30009676 -117.35649136 20
111  33.30009676 -117.35649136 20
111  33.30010761 -117.35646689 20
115  33.30010761 -117.35646689
120 Linear Feature 204
111  33.29992960 -117.35686064 20
111  33.29992960 -117.35686064 20
111  33.29994045 -117.35683617 20
115  33.29994045 -117.35683617
120 Linear Feature 204
111  33.29976304 -117.35722707 20
111  33.29976304 -117.35722707 20
111  33.29977389 -117.35720260 20
115  33.29977389 -117.35720260
120 Linear Feature 204
111  33.29959696 -117.35759525 20
111  33.29959696 -117.35759525 20
111  33.29960781 -117.35757078 20
115  33.29960781 -117.35757078
120 Linear Feature 204
111  33.29943118 -117.35796065 20
111  33.29943118 -117.35796065 20
111  33.29944203 -117.35793618 20
115  33.29944203 -117.35793618
120 Linear Feature 204
111  33.30272725 -117.35068910 20
115  33.30274843 -117.35068318
120 Linear Feature 204
111  33.30254922 -117.35104376 20
111  33.30254922 -117.35104376 20
111  33.30256003 -117.35101954 20
115  33.30256003 -117.35101954
120 Linear Feature 204
111  33.30238211 -117.35140947 20
111  33.30238211 -117.35140947 20
111  33.30239293 -117.35138525 20
115  33.30239293 -117.35138525
120 Linear Feature 204
111  33.30221565 -117.35177617 20
111  33.30221565 -117.35177617 20
111  33.30222634 -117.35175187 20
115  33.30222634 -117.35175187
120 Linear Feature 204
111  33.30205172 -117.35213935 20
111  33.30205172 -117.35213935 20
111  33.30206241 -117.35211505 20
115  33.30206241 -117.35211505
120 Linear Feature 204
111  33.30188779 -117.35250505 20
111  33.30188779 -117.35250505 20
111  33.30189848 -117.35248075 20
115  33.30189848 -117.35248075
120 Linear Feature 204
111  33.30172270 -117.35287406 20
111  33.30172270 -117.35287406 20
111  33.30173339 -117.35284976 20
115  33.30173339 -117.35284976
120 Linear Feature 204
111  33.30156018 -117.35324001 20
111  33.30156018 -117.35324001 20
111  33.30157087 -117.35321571 20
115  33.30157087 -117.35321571
120 Linear Feature 204
111  33.30139486 -117.35360890 20
111  33.30139486 -117.35360890 20
111  33.30140574 -117.35358472 20
115  33.30140574 -117.35358472
120 Linear Feature 204
111  33.30122699 -117.35397541 20
111  33.30122699 -117.35397541 20
111  33.30123769 -117.35395080 20
115  33.30123769 -117.35395080
120 Linear Feature 204
111  33.30106281 -117.35434113 20
111  33.30106281 -117.35434113 20
111  33.30107351 -117.35431652 20
115  33.30107351 -117.35431652
120 Linear Feature 204
111  33.30089924 -117.35470613 20
111  33.30089924 -117.35470613 20
111  33.30090993 -117.35468152 20
115  33.30090993 -117.35468152
120 Linear Feature 204
111  33.30073566 -117.35506970 20
111  33.30073566 -117.35506970 20
111  33.30074635 -117.35504509 20
115  33.30074635 -117.35504509
120 Linear Feature 204
111  33.30057437 -117.35543518 20
111  33.30057437 -117.35543518 20
111  33.30058522 -117.35541071 20
115  33.30058522 -117.35541071
120 Linear Feature 204
111  33.30041199 -117.35579732 20
111  33.30041199 -117.35579732 20
111  33.30042283 -117.35577285 20
115  33.30042283 -117.35577285
120 Linear Feature 204
111  33.30024602 -117.35616375 20
111  33.30024602 -117.35616375 20
111  33.30025687 -117.35613928 20
115  33.30025687 -117.35613928
120 Linear Feature 204
111  33.30008065 -117.35652732 20
111  33.30008065 -117.35652732 20
111  33.30009150 -117.35650285 20
115  33.30009150 -117.35650285
120 Linear Feature 204
111  33.29991349 -117.35689661 20
111  33.29991349 -117.35689661 20
111  33.29992434 -117.35687214 20
115  33.29992434 -117.35687214
120 Linear Feature 204
111  33.29974693 -117.35726303 20
111  33.29974693 -117.35726303 20
111  33.29975777 -117.35723856 20
115  33.29975777 -117.35723856
120 Linear Feature 204
111  33.29958085 -117.35763121 20
111  33.29958085 -117.35763121 20
111  33.29959170 -117.35760674 20
115  33.29959170 -117.35760674
120 Linear Feature 204
111  33.29941507 -117.35799661 20
111  33.29941507 -117.35799661 20
111  33.29942592 -117.35797214 20
115  33.29942592 -117.35797214
120 Linear Feature 204
111  33.30270009 -117.35071221 20
111  33.30270009 -117.35071221 20
115  33.30271535 -117.35069625
120 Linear Feature 204
111  33.30253193 -117.35108045 20
111  33.30253193 -117.35108045 20
111  33.30254274 -117.35105623 20
115  33.30254274 -117.35105623
120 Linear Feature 204
111  33.30236482 -117.35144616 20
111  33.30236482 -117.35144616 20
111  33.30237564 -117.35142194 20
115  33.30237564 -117.35142194
120 Linear Feature 204
111  33.30219855 -117.35181298 20
111  33.30219855 -117.35181298 20
111  33.30220924 -117.35178869 20
115  33.30220924 -117.35178869
120 Linear Feature 204
111  33.30203462 -117.35217616 20
111  33.30203462 -117.35217616 20
111  33.30204531 -117.35215186 20
115  33.30204531 -117.35215186
120 Linear Feature 204
111  33.30187069 -117.35254187 20
111  33.30187069 -117.35254187 20
111  33.30188138 -117.35251757 20
115  33.30188138 -117.35251757
120 Linear Feature 204
111  33.30170560 -117.35291088 20
111  33.30170560 -117.35291088 20
111  33.30171629 -117.35288658 20
115  33.30171629 -117.35288658
120 Linear Feature 204
111  33.30154307 -117.35327682 20
111  33.30154307 -117.35327682 20
111  33.30155377 -117.35325252 20
115  33.30155377 -117.35325252
120 Linear Feature 204
111  33.30137747 -117.35364553 20
111  33.30137747 -117.35364553 20
111  33.30138835 -117.35362135 20
115  33.30138835 -117.35362135
120 Linear Feature 204
111  33.30120987 -117.35401271 20
111  33.30120987 -117.35401271 20
111  33.30122057 -117.35398809 20
115  33.30122057 -117.35398809
120 Linear Feature 204
111  33.30104570 -117.35437842 20
111  33.30104570 -117.35437842 20
111  33.30105639 -117.35435381 20
115  33.30105639 -117.35435381
120 Linear Feature 204
111  33.30088212 -117.35474342 20
111  33.30088212 -117.35474342 20
111  33.30089281 -117.35471881 20
115  33.30089281 -117.35471881
120 Linear Feature 204
111  33.30071854 -117.35510700 20
111  33.30071854 -117.35510700 20
111  33.30072923 -117.35508239 20
115  33.30072923 -117.35508239
120 Linear Feature 204
111  33.30055702 -117.35547225 20
111  33.30055702 -117.35547225 20
111  33.30056787 -117.35544778 20
115  33.30056787 -117.35544778
120 Linear Feature 204
111  33.30039464 -117.35583440 20
111  33.30039464 -117.35583440 20
111  33.30040548 -117.35580993 20
115  33.30040548 -117.35580993
120 Linear Feature 204
111  33.30022867 -117.35620083 20
111  33.30022867 -117.35620083 20
111  33.30023952 -117.35617636 20
115  33.30023952 -117.35617636
120 Linear Feature 204
111  33.30006330 -117.35656440 20
111  33.30006330 -117.35656440 20
111  33.30007415 -117.35653993 20
115  33.30007415 -117.35653993
120 Linear Feature 204
111  33.29989614 -117.35693368 20
111  33.29989614 -117.35693368 20
111  33.29990698 -117.35690921 20
115  33.29990698 -117.35690921
120 Linear Feature 204
111  33.29972957 -117.35730010 20
111  33.29972957 -117.35730010 20
111  33.29974042 -117.35727564 20
115  33.29974042 -117.35727564
120 Linear Feature 204
111  33.29956350 -117.35766828 20
111  33.29956350 -117.35766828 20
111  33.29957434 -117.35764382 20
115  33.29957434 -117.35764382
120 Linear Feature 204
111  33.29939772 -117.35803369 20
111  33.29939772 -117.35803369 20
111  33.29940856 -117.35800922 20
115  33.29940856 -117.35800922
120 Linear Feature 204
111  33.30268371 -117.35074964 20
111  33.30268371 -117.35074964 20
111  33.30269452 -117.35072542 20
115  33.30269452 -117.35072542
120 Linear Feature 204
111  33.30251555 -117.35111788 20
111  33.30251555 -117.35111788 20
111  33.30252636 -117.35109366 20
115  33.30252636 -117.35109366
120 Linear Feature 204
111  33.30234844 -117.35148359 20
111  33.30234844 -117.35148359 20
111  33.30235925 -117.35145937 20
115  33.30235925 -117.35145937
120 Linear Feature 204
111  33.30218236 -117.35185054 20
111  33.30218236 -117.35185054 20
111  33.30219305 -117.35182624 20
115  33.30219305 -117.35182624
120 Linear Feature 204
111  33.30201843 -117.35221372 20
111  33.30201843 -117.35221372 20
111  33.30202912 -117.35218942 20
115  33.30202912 -117.35218942
120 Linear Feature 204
111  33.30185450 -117.35257942 20
111  33.30185450 -117.35257942 20
111  33.30186519 -117.35255512 20
115  33.30186519 -117.35255512
120 Linear Feature 204
111  33.30168941 -117.35294843 20
111  33.30168941 -117.35294843 20
111  33.30170010 -117.35292413 20
115  33.30170010 -117.35292413
120 Linear Feature 204
111  33.30152689 -117.35331438 20
111  33.30152689 -117.35331438 20
111  33.30153757 -117.35329008 20
115  33.30153757 -117.35329008
120 Linear Feature 204
111  33.30136099 -117.35368290 20
111  33.30136099 -117.35368290 20
111  33.30137187 -117.35365872 20
115  33.30137187 -117.35365872
120 Linear Feature 204
111  33.30119368 -117.35405074 20
111  33.30119368 -117.35405074 20
111  33.30120437 -117.35402613 20
115  33.30120437 -117.35402613
120 Linear Feature 204
111  33.30102950 -117.35441646 20
111  33.30102950 -117.35441646 20
111  33.30104020 -117.35439185 20
115  33.30104020 -117.35439185
120 Linear Feature 204
111  33.30086592 -117.35478146 20
111  33.30086592 -117.35478146 20
111  33.30087662 -117.35475685 20
115  33.30087662 -117.35475685
120 Linear Feature 204
111  33.30070234 -117.35514503 20
111  33.30070234 -117.35514503 20
111  33.30071304 -117.35512042 20
115  33.30071304 -117.35512042
120 Linear Feature 204
111  33.30054060 -117.35551007 20
111  33.30054060 -117.35551007 20
111  33.30055144 -117.35548560 20
115  33.30055144 -117.35548560
120 Linear Feature 204
111  33.30037821 -117.35587221 20
111  33.30037821 -117.35587221 20
111  33.30038906 -117.35584774 20
115  33.30038906 -117.35584774
120 Linear Feature 204
111  33.30021225 -117.35623864 20
111  33.30021225 -117.35623864 20
111  33.30022309 -117.35621417 20
115  33.30022309 -117.35621417
120 Linear Feature 204
111  33.30004688 -117.35660221 20
111  33.30004688 -117.35660221 20
111  33.30005772 -117.35657774 20
115  33.30005772 -117.35657774
120 Linear Feature 204
111  33.29987972 -117.35697149 20
111  33.29987972 -117.35697149 20
111  33.29989056 -117.35694703 20
115  33.29989056 -117.35694703
120 Linear Feature 204
111  33.29971315 -117.35733792 20
111  33.29971315 -117.35733792 20
111  33.29972400 -117.35731345 20
115  33.29972400 -117.35731345
120 Linear Feature 204
111  33.29954707 -117.35770610 20
111  33.29954707 -117.35770610 20
111  33.29955792 -117.35768163 20
115  33.29955792 -117.35768163
120 Linear Feature 204
111  33.29938130 -117.35807150 20
111  33.29938130 -117.35807150 20
111  33.29939214 -117.35804703 20
115  33.29939214 -117.35804703
120 Linear Feature 204
111  33.30266764 -117.35078561 20
111  33.30266764 -117.35078561 20
111  33.30267846 -117.35076139 20
115  33.30267846 -117.35076139
120 Linear Feature 204
111  33.30249948 -117.35115385 20
111  33.30249948 -117.35115385 20
111  33.30251029 -117.35112962 20
115  33.30251029 -117.35112962
120 Linear Feature 204
111  33.30233237 -117.35151955 20
111  33.30233237 -117.35151955 20
111  33.30234319 -117.35149533 20
115  33.30234319 -117.35149533
120 Linear Feature 204
111  33.30216648 -117.35188662 20
111  33.30216648 -117.35188662 20
111  33.30217717 -117.35186232 20
115  33.30217717 -117.35186232
120 Linear Feature 204
111  33.30200255 -117.35224980 20
111  33.30200255 -117.35224980 20
111  33.30201324 -117.35222550 20
115  33.30201324 -117.35222550
120 Linear Feature 204
111  33.30183861 -117.35261551 20
111  33.30183861 -117.35261551 20
111  33.30184930 -117.35259120 20
115  33.30184930 -117.35259120
120 Linear Feature 204
111  33.30167353 -117.35298451 20
111  33.30167353 -117.35298451 20
111  33.30168422 -117.35296021 20
115  33.30168422 -117.35296021
120 Linear Feature 204
111  33.30151100 -117.35335046 20
111  33.30151100 -117.35335046 20
111  33.30152169 -117.35332616 20
115  33.30152169 -117.35332616
120 Linear Feature 204
111  33.30134483 -117.35371880 20
