A
1000 Generated by WorldEditor

1     39 1 0 KJFK John F Kennedy Int'l
111  40.65010103 -073.78190484 20
111  40.65012202 -073.78183339 20
111  40.65008180 -073.78173083 20
111  40.65016399 -073.78140930 20
111  40.65010278 -073.78106588 20
111  40.65018448 -073.78103912 20
111  40.65029969 -073.78157607 20
111  40.65026552 -073.78158654 20
111  40.65021146 -073.78169026 20
111  40.65022021 -073.78172693 20
111  40.65020113 -073.78180550
111  40.65020511 -073.78185474 20
111  40.65027370 -073.78193960 20
111  40.65036805 -073.78191132 20
111  40.65042608 -073.78177303 20
111  40.65073766 -073.78164626 20
111  40.65081874 -073.78145873
111  40.65085768 -073.78150797 20
111  40.65077025 -073.78162531 20
111  40.65052782 -073.78181179 20
111  40.65039349 -073.78185160 20
111  40.65036964 -073.78190922 20
111  40.65053974 -073.78185370 20
115  40.65069633 -073.78172064
120 Linear Feature 77
111  40.64941349 -073.78168503 51
115  40.64933796 -073.78126153
120 Linear Feature 76
111  40.64941452 -073.78181646 58
111  40.64930469 -073.78118173 58
112  40.64936431 -073.78105541  40.64937383 -073.78097175 58
112  40.64933618 -073.78089284  40.64932560 -073.78087889
112  40.64918129 -073.78094107  40.64917811 -073.78095362 58
112  40.64920456 -073.78109446  40.64924159 -073.78117115 58
115  40.64930469 -073.78118173
120 Linear Feature 75
111  40.64937385 -073.78146231 51
112  40.64925822 -073.78115389  40.64925540 -073.78094973 51
115  40.64932722 -073.78089406
120 Linear Feature 74
111  40.65004513 -073.78183919 51
115  40.64964643 -073.78079269
120 Linear Feature 73
111  40.65031910 -073.78180550 51
111  40.65044865 -073.78149926 51
112  40.65057961 -073.78146956  40.65064297 -073.78139904 51
111  40.65062326 -073.78136192 51
111  40.65027263 -073.78059169 51
111  40.65035994 -073.78056385 51
112  40.65031347 -073.78063066  40.65030784 -073.78068634 51
112  40.65030784 -073.78085338  40.65032333 -073.78092391 51
112  40.65041583 -073.78111470  40.65049094 -073.78120953 51
111  40.65052162 -073.78120534 51
116  40.65057029 -073.78124996  40.65059356 -073.78129180
120 Linear Feature 72
111  40.65198319 -073.78416777 51
112  40.65186470 -073.78410920  40.65181180 -073.78407155 51
112  40.65174938 -073.78398092  40.65172822 -073.78394327 51
111  40.65171764 -073.78392095 51
115  40.65094216 -073.78347055
120 Linear Feature 71
111  40.65014764 -073.78375595 58
115  40.65026169 -073.78429587
120 Linear Feature 70
111  40.65049217 -073.78483075 51
112  40.65036329 -073.78480032  40.65030077 -073.78475469 51
112  40.65022864 -073.78467229  40.65020075 -073.78463426 51
112  40.65016228 -073.78448721  40.65014881 -073.78438199 51
112  40.65015458 -073.78419565  40.65015555 -073.78409931 51
115  40.65016997 -073.78379634
120 Linear Feature 69
111  40.64983642 -073.78492096 51
112  40.64975659 -073.78485885  40.64974024 -073.78480561 51
115  40.64950567 -073.78393764
120 Linear Feature 68
111  40.65118926 -073.78461887 51 101
112  40.65071106 -073.78478620  40.65042118 -073.78484477 51 101
111  40.65021335 -073.78488216 51 101
112  40.64983400 -073.78492292  40.64967113 -073.78492292 51 101
112  40.64927183 -073.78493021  40.64914616 -073.78492319 51
112  40.64911036 -073.78480336  40.64910211 -073.78475445 51
112  40.64913304 -073.78457783  40.64916190 -073.78449359 51
111  40.64921936 -073.78445941 51
111  40.64919112 -073.78461725 51
115  40.64927560 -073.78415326
120 Linear Feature 67
111  40.65055957 -073.78355501 51
111  40.65079896 -073.78404870 51
112  40.65093555 -073.78443846  40.65107777 -073.78463334 51
111  40.65119183 -073.78461664 51 101
111  40.65198247 -073.78416570 51 101
111  40.65226047 -073.78400617 51 101
115  40.65261774 -073.78372393
120 Linear Feature 66
111  40.65090744 -073.78324669 51
111  40.65142901 -073.78276123 51
112  40.65153586 -073.78270861  40.65160486 -073.78268448 51
112  40.65166823 -073.78263065  40.65170906 -073.78260281 51 101
115  40.65201422 -073.78237037
120 Linear Feature 65
111  40.65009910 -073.78228380 51
111  40.65046265 -073.78217225 51
112  40.65052998 -073.78217605  40.65056268 -073.78216464 51
111  40.65056172 -073.78215831 51
115  40.65101274 -073.78180428
120 Linear Feature 64
111  40.65088253 -073.78225032 51
115  40.65015697 -073.78226619
120 Linear Feature 63
111  40.65233535 -073.78107054 51 101
111  40.65166525 -073.78160366 51 101
111  40.65155658 -073.78138086 51 101
111  40.65101264 -073.78180298 51
112  40.65098584 -073.78191710  40.65097759 -073.78198504 51
111  40.65098378 -073.78202308 51
111  40.65088275 -073.78224862 51
111  40.65063785 -073.78279086 51
115  40.65024101 -073.78291051
120 Linear Feature 62
111  40.64947195 -073.77804918 51 101
116  40.64909498 -073.77786721  40.64897106 -073.77759364
120 Linear Feature 61
111  40.65072005 -073.77414937 51 101
115  40.65088294 -073.77401921
120 Linear Feature 60
111  40.65105394 -073.77539364 51 101
111  40.65076325 -073.77474690 51 101
112  40.65071789 -073.77431484  40.65076531 -073.77412735 51 101
115  40.65088294 -073.77401921
120 Linear Feature 59
111  40.65005828 -073.77319184 51 101
111  40.65035986 -073.77384984 51 101
112  40.65061492 -073.77407084  40.65075512 -073.77410073 51 101
112  40.65088294 -073.77401921  40.65092624 -073.77398117 51 101
111  40.65147617 -073.77355023 51 101
111  40.65200654 -073.77314150 51 101
112  40.65208489 -073.77311977  40.65215498 -073.77311161 51 101
115  40.65216736 -073.77310890
120 Linear Feature 58
111  40.65104648 -073.77545015 51 101
111  40.65077851 -073.77484584 51 101
112  40.65052603 -073.77456614  40.65031227 -073.77440690 51 101
111  40.65022243 -073.77439669 51 101
116  40.65004740 -073.77439057  40.64999628 -073.77441711
120 Linear Feature 57
111  40.65029612 -073.77427800 51 101
111  40.65004440 -073.77439457 51 101
116  40.64991449 -073.77449066  40.64983058 -073.77457435
120 Linear Feature 56
111  40.64822751 -073.77594896 51 101
112  40.64834965 -073.77605985  40.64842413 -073.77607672 51 101
112  40.64851373 -073.77599850  40.64853584 -073.77597395 51 101
111  40.64892934 -073.77554501 51 101
111  40.64953718 -073.77489065 51 101
111  40.64991449 -073.77449066 51 101
112  40.65013057 -073.77388644  40.65016459 -073.77346199 51 101
111  40.65006027 -073.77328564 51 101
115  40.64974731 -073.77257126
120 Linear Feature 55
111  40.64833096 -073.77670022 51 101
112  40.64841460 -073.77657977  40.64843784 -073.77650015 51 101
112  40.64840713 -073.77635306  40.64837595 -073.77626572 51 101
112  40.64840066 -073.77616943  40.64840996 -073.77611734 51 101
116  40.64851156 -073.77600018  40.64857972 -073.77593077
120 Linear Feature 54
111  40.64807235 -073.77560999 51 101
112  40.64780421 -073.77550360  40.64763168 -073.77562110 51 101
115  40.64754673 -073.77544072
120 Linear Feature 53
111  40.64695550 -073.77315715 51 101
112  40.64699520 -073.77338401  40.64698675 -073.77353619 51 101
111  40.64691634 -073.77361228 51 101
112  40.64684171 -073.77376818  40.64683607 -073.77384798 51 101
112  40.64687550 -073.77396861  40.64690085 -073.77402429 51 101
111  40.64754673 -073.77544072 51 101
111  40.64808070 -073.77662000 51 101
112  40.64833016 -073.77670151  40.64851311 -073.77662474 51 101
116  40.64863946 -073.77686169  40.64866214 -073.77689973
120 Linear Feature 52
111  40.64676498 -073.77273479 51
112  40.64665676 -073.77262742  40.64656366 -073.77259215 51
115  40.64596060 -073.77237580
120 Linear Feature 51
111  40.64938574 -073.77851032 51 101
111  40.64909465 -073.77786964 51 101
111  40.64863946 -073.77686169 51 101
111  40.64840713 -073.77635306 51 101
111  40.64822571 -073.77594656 51 101
111  40.64807235 -073.77560999 51 101
111  40.64742934 -073.77419493 51 101
111  40.64719016 -073.77367016 51 101
111  40.64695431 -073.77315905 51 101
111  40.64676608 -073.77273463 51
111  40.64638652 -073.77189484 51
111  40.64631519 -073.77188490 51
112  40.64625171 -073.77189630  40.64622286 -073.77191405 51
111  40.64617380 -073.77197109 51
115  40.64598049 -073.77196856
120 Linear Feature 50
111  40.65045514 -073.78053470 51 101
112  40.65024136 -073.78039635  40.65017863 -073.78026812 51 101
111  40.64938714 -073.77850620 51 101
112  40.64947195 -073.77804918  40.64966404 -073.77790122 51 101
111  40.64989966 -073.77770532 51 101
115  40.65056935 -073.77718855
120 Linear Feature 49
111  40.64908736 -073.78186749 51 101
111  40.64888740 -073.78153981 51 101
112  40.64870332 -073.78135017  40.64865254 -073.78118563 51 101
112  40.64872131 -073.78107547  40.64871984 -073.78107425
111  40.64872131 -073.78107547
112  40.64872131 -073.78107547  40.64943233 -073.78087679 51 101
111  40.65057487 -073.78048989 51 101
112  40.65067287 -073.78043191  40.65071624 -073.78039705 51 101
111  40.65101085 -073.78015281 51 101
111  40.65167606 -073.77960893 51 101
111  40.65202818 -073.77934124 51 101
112  40.65231985 -073.77874740  40.65238266 -073.77841221 51 101
111  40.65225058 -073.77811035 51 101
115  40.65194074 -073.77742341
120 Linear Feature 48
111  40.64954211 -073.78032848 51
115  40.64994096 -073.78001474
120 Linear Feature 46
111  40.64806296 -073.77740260 51
115  40.64860396 -073.77707114
120 Linear Feature 47
111  40.64984105 -073.77951326 51
112  40.64978498 -073.77960250  40.64974689 -073.77963457 51
111  40.64967918 -073.77962900 51
115  40.64960512 -073.77970569
120 Linear Feature 46
111  40.64923743 -073.77999162 51
115  40.64975168 -073.77959148
120 Linear Feature 46
111  40.64904490 -073.77957392 51
115  40.64955915 -073.77917378
120 Linear Feature 46
111  40.64885168 -073.77915060 51
115  40.64936593 -073.77875047
120 Linear Feature 46
111  40.64866051 -073.77873560 51
115  40.64917476 -073.77833547
120 Linear Feature 46
111  40.64846559 -073.77831319 51
115  40.64897984 -073.77791305
120 Linear Feature 46
111  40.64827963 -073.77789174 51
115  40.64879388 -073.77749161
120 Linear Feature 45
111  40.64741450 -073.77697081 51
115  40.64796719 -073.77658393
120 Linear Feature 45
111  40.64722537 -073.77654863 51
115  40.64776784 -073.77613481
120 Linear Feature 45
111  40.64694594 -073.77614441 51
115  40.64758382 -073.77573508
120 Linear Feature 45
111  40.64689665 -073.77580664 51
115  40.64730360 -073.77517275
120 Linear Feature 45
111  40.64659905 -073.77560890 51
115  40.64703146 -073.77469751
120 Linear Feature 45
111  40.64622695 -073.77517149 51
115  40.64694755 -073.77449726
120 Linear Feature 45
111  40.64607068 -073.77458990 51
115  40.64687498 -073.77435379
120 Linear Feature 45
111  40.64606609 -073.77403884 51
115  40.64678010 -073.77402669
120 Linear Feature 45
111  40.64606207 -073.77354153 51
115  40.64674943 -073.77353041
120 Linear Feature 45
111  40.64606304 -073.77305383 51
115  40.64675303 -073.77303156
120 Linear Feature 37
111  40.65849602 -073.78693068 51 101
115  40.65833398 -073.78656830
120 Linear Feature 36
111  40.65753974 -073.78716914 51 102
111  40.65735262 -073.78675833 51 102
112  40.65729458 -073.78687880  40.65726919 -073.78691646 51 102
113  40.65721735 -073.78697642 51 102
120 Linear Feature 35
111  40.65685839 -073.78690843 51 101
112  40.65720913 -073.78680548  40.65738510 -073.78659275
111  40.65720913 -073.78680548
112  40.65720913 -073.78680548  40.65729411 -073.78666108 51 101
116  40.65725842 -073.78628936  40.65716862 -073.78606247
120 Linear Feature 34
111  40.65569217 -073.78561642 51 101
111  40.65599774 -073.78628833 51 101
112  40.65621741 -073.78652778  40.65636104 -073.78661501 51 101
111  40.65669964 -073.78681060 51 101
111  40.65685839 -073.78690843 51 101
111  40.65778071 -073.78744481 51 101
111  40.65849602 -073.78693068 51 101
111  40.65982684 -073.78597229 51 101
111  40.66017457 -073.78674234 51 101
115  40.65812768 -073.78821512
120 Linear Feature 33
111  40.65576450 -073.78584849 51 101
111  40.65605078 -073.78647436 51 101
112  40.65611743 -073.78683589  40.65610617 -073.78706791 51 101
116  40.65596113 -073.78724424  40.65591466 -073.78728137
120 Linear Feature 32
111  40.65664225 -073.78779498 51 101
111  40.65691824 -073.78839266 51 101
112  40.65696471 -073.78870078  40.65695485 -073.78889382 51 101
112  40.65679714 -073.78909985  40.65675208 -073.78913698 51 101
115  40.65619211 -073.78957543
120 Linear Feature 31
111  40.65534663 -073.78771965 51 101
115  40.65611384 -073.78712371
120 Linear Feature 30
111  40.65811602 -073.78981230 51 101
112  40.65749081 -073.78958399  40.65726973 -073.78909396 51 101
111  40.65723734 -073.78901971
111  40.65720918 -073.78903827 51 101
111  40.65749792 -073.78965980 51 101
112  40.65735859 -073.79038888  40.65706408 -073.79062744 51 101
111  40.65709898 -073.79060113 51 101
112  40.65685832 -073.79065124  40.65672712 -073.79061979 51 101
112  40.65658230 -073.79043338  40.65654140 -073.79035028 51 101
111  40.65619211 -073.78957543 51 101
111  40.65534663 -073.78771965 51 101
111  40.65451568 -073.78587773 51 101
112  40.65436767 -073.78561757  40.65429551 -073.78551159 51 101
112  40.65413882 -073.78532680  40.65406460 -073.78525887 51 101
111  40.65354507 -073.78480505 51 101
111  40.65308394 -073.78448116 51 101
115  40.65269090 -073.78418994
120 Linear Feature 29
111  40.64783187 -073.76574494 51 101
112  40.64804738 -073.76597183  40.64814490 -073.76617508
111  40.64861307 -073.76723063 51 101
111  40.65059672 -073.77160474 51 101
111  40.65147617 -073.77355023 51 101
111  40.65356652 -073.77814028 51 101
111  40.65398194 -073.77906646 51 101
111  40.65502049 -073.78135573 51 101
111  40.65588444 -073.78326352 51 101
111  40.65618957 -073.78392932 51 101
111  40.65671228 -073.78507873 51 101
111  40.65725842 -073.78628936 51 101
111  40.65778071 -073.78744481 51 101
111  40.65812768 -073.78821512 51 101
111  40.65838313 -073.78877858 51 101
112  40.65845117 -073.78922998  40.65841715 -073.78949305 51 101
112  40.65824252 -073.78970530  40.65818810 -073.78975313 51 101
115  40.65789275 -073.78998182
120 Linear Feature 28
111  40.64846298 -073.76420178 51 101
116  40.64851311 -073.76457942  40.64849143 -073.76479582
120 Linear Feature 24
111  40.64834792 -073.76942926 51 101
111  40.64804692 -073.76877169 51 101
112  40.64805104 -073.76827987  40.64815000 -073.76808151 51 101
111  40.64861307 -073.76723063 51 101
111  40.64915157 -073.76623167 51 101
116  40.64919059 -073.76608697  40.64920601 -073.76598823
120 Linear Feature 23
111  40.64753044 -073.76898160 51 101
112  40.64722994 -073.76902855  40.64706885 -073.76917554 51 101
111  40.64709363 -073.76944705 51 101
116  40.64713391 -073.76960017  40.64716953 -073.76967774
120 Linear Feature 22
111  40.64676308 -073.76877510 51 101
111  40.64728932 -073.76879696 51 101
116  40.64775876 -073.76867142  40.64790390 -073.76853393
120 Linear Feature 21
111  40.64574233 -073.76929317 51 101
116  40.64604735 -073.76878796  40.64630093 -073.76873905
120 Linear Feature 20
111  40.64575037 -073.76893642 51 101
111  40.64573427 -073.76986564 51 101
115  40.64571689 -073.77089336
120 Linear Feature 17
111  40.64450828 -073.76990180 51 101
111  40.64575037 -073.76893642 51 101
112  40.64621073 -073.76877076  40.64649187 -073.76877323 51 101
111  40.64676308 -073.76877510 51 101
112  40.64753391 -073.76897894  40.64791309 -073.76917292 51 101
112  40.64862869 -073.77012088  40.64889761 -073.77070316 51 101
111  40.64894843 -073.77082722 51 101
111  40.64926387 -073.77152284 51 101
111  40.64894843 -073.77082722 51 101
112  40.64863094 -073.77058810  40.64843096 -073.77055821 51 101
112  40.64819181 -073.77082722  40.64811552 -073.77095765 51 101
111  40.64791977 -073.77133302 51 101
115  40.64742168 -073.77223838
120 Linear Feature 16
111  40.64410805 -073.77120231 51 101
115  40.64435323 -073.76994325
120 Linear Feature 42
111  40.64060515 -073.78475554 20
111  40.64062346 -073.78484305 20
111  40.64052959 -073.78499392 20
111  40.64055020 -073.78508444 20
111  40.64049067 -073.78510254 20
111  40.64053875 -073.78533488 20
111  40.64046837 -073.78536847 20
111  40.64041205 -073.78535696 20
111  40.64036545 -073.78515093 20
111  40.64030913 -073.78517396 20
111  40.64028776 -073.78508823 20
111  40.64014696 -073.78502552 20
111  40.63998868 -073.78430891 20
111  40.63999451 -073.78461475 20
111  40.63983526 -073.78484125 20
111  40.63977117 -073.78484125 20
111  40.63977311 -073.78512917 20
111  40.63968087 -073.78513301 20
111  40.63963329 -073.78508822 20
111  40.63962746 -073.78485149 20
111  40.63956046 -073.78485405 20
111  40.63938664 -073.78463779 20
111  40.63936819 -073.78385592 20
111  40.63933615 -073.78383161 20
111  40.63934489 -073.78415792 20
111  40.63922642 -073.78427181 20
111  40.63922739 -073.78436010 20
111  40.63916816 -073.78436394 20
111  40.63917496 -073.78468001 20
111  40.63904678 -073.78468129 20
111  40.63903998 -073.78437034 20
111  40.63897784 -073.78437418 20
111  40.63897590 -073.78428588 20
111  40.63885063 -073.78417455 20
115  40.63884189 -073.78377147
120 Linear Feature 41
111  40.63815717 -073.78424608 20
115  40.63631791 -073.78403327
120 Linear Feature 40
111  40.63815717 -073.78424608 20
111  40.63897780 -073.78367610 20
111  40.63914224 -073.78368159 20
111  40.64110717 -073.78512717 20
111  40.64095730 -073.78547554 20
111  40.63975212 -073.78519575 20
111  40.63859019 -073.78442049 20
114  40.63842136 -073.78430775  40.63833378 -073.78427065 20
120 Linear Feature 39
111  40.64192331 -073.78458236 20
111  40.64156894 -073.78432165 22
111  40.64193206 -073.78377921 22
111  40.64208532 -073.78374829 22
111  40.64210409 -073.78377302 22
115  40.64217915 -073.78366791
120 Linear Feature 38
111  40.64210041 -073.78499315 20
111  40.64235428 -073.78438920 20
111  40.64228699 -073.78408232 20
111  40.64221863 -073.78403165 20
111  40.64236069 -073.78370507 20
111  40.64226515 -073.78363594 20
111  40.64212570 -073.78396830 20
111  40.64204452 -073.78391341 20
111  40.64181914 -073.78399505 20
111  40.64164397 -073.78442017
111  40.64160041 -073.78436374 20
111  40.64179902 -073.78387529 20
111  40.64172864 -073.78357027 20
111  40.64166296 -073.78352492 20
111  40.64176463 -073.78327341 20
111  40.64167236 -073.78320746 20
111  40.64156757 -073.78345073 20
111  40.64149876 -073.78340127 20
111  40.64126418 -073.78349195 20
111  40.64110310 -073.78387735 20
111  40.64107182 -073.78385262 20
111  40.64123446 -073.78346722 20
111  40.64116409 -073.78315190 20
111  40.64109997 -073.78310656 20
111  40.64120319 -073.78286542 20
111  40.64110935 -073.78279329 20
111  40.64100301 -073.78303854 20
111  40.64093577 -073.78299114 20
111  40.64076374 -073.78305297 20
111  40.64067460 -073.78313953 20
111  40.64053855 -073.78346104 20
111  40.64050883 -073.78343837 20
111  40.64067147 -073.78305297 20
111  40.64060110 -073.78274177 20
111  40.64053385 -073.78269643 20
111  40.64063725 -073.78244879 20
111  40.64054324 -073.78238111 20
111  40.64044002 -073.78262636 20
111  40.64037278 -073.78257896 20
111  40.64013820 -073.78266140 20
111  40.63997556 -073.78305091 20
111  40.63994115 -073.78302824 20
111  40.64010536 -073.78263667 20
111  40.64004270 -073.78233758 20
111  40.63997087 -073.78228013 20
111  40.64007564 -073.78203489 20
111  40.63998025 -073.78196481 20
111  40.63987391 -073.78221418 20
111  40.63980510 -073.78216472 20
111  40.63957208 -073.78224922 20
111  40.63940788 -073.78263667 20
111  40.63943446 -073.78257484 20
111  40.63952360 -073.78217297 20
111  40.63940944 -073.78189681 20
111  40.63933594 -073.78187208 20
111  40.63937660 -073.78168042 20
111  40.63927338 -073.78164744 20
111  40.63922803 -073.78182674 20
111  40.63915609 -073.78179583 20
115  40.63894497 -073.78194215
120 Linear Feature 37
111  40.64212304 -073.78187296 20
112  40.64213011 -073.78173452  40.64211422 -073.78164727 20
111  40.64206302 -073.78161469 20
111  40.64178142 -073.78128081 20
111  40.64123572 -073.78088030 20
111  40.64115468 -073.78082035 20
111  40.64059328 -073.78040430 20
116  40.63998018 -073.78020730  40.63959794 -073.78017488
120 Linear Feature 36
111  40.64194642 -073.78221370 22
111  40.64196120 -073.78222280 22
111  40.64191703 -073.78233129 22
111  40.64199455 -073.78238921 22
111  40.64205547 -073.78224119 22
111  40.64209802 -073.78227618 22
111  40.64212524 -073.78220934 22
111  40.64221689 -073.78221433 22
115  40.64241727 -073.78173735
120 Linear Feature 35
111  40.63687934 -073.77970273 20
111  40.63684056 -073.78012387 20
111  40.63698978 -073.78037470 20
111  40.63707085 -073.78038864 20
111  40.63704853 -073.78063637 20
111  40.63715545 -073.78065495 20
111  40.63717778 -073.78040567 20
111  40.63725650 -073.78041651 20
111  40.63744096 -073.78023071 20
111  40.63748091 -073.77985911 20
111  40.63755453 -073.77986867 20
111  40.63752163 -073.78023881 20
111  40.63766447 -073.78047570 20
111  40.63774633 -073.78049685 20
111  40.63772547 -073.78074854 20
111  40.63783059 -073.78076334 20
111  40.63785306 -073.78051588 20
111  40.63793572 -073.78052857 20
111  40.63812592 -073.78033187 20
111  40.63816363 -073.77990780 20
111  40.63819413 -073.77991309 20
111  40.63815561 -073.78033187 20
111  40.63830407 -073.78058780 20
111  40.63838191 -073.78059943 20
111  40.63836105 -073.78085007 20
111  40.63846778 -073.78087016 20
111  40.63848785 -073.78061847 20
111  40.63856729 -073.78063010 20
111  40.63875909 -073.78043657 20
111  40.63879761 -073.78000932 20
111  40.63882811 -073.78001460 20
111  40.63879922 -073.78030120 20
111  40.63891696 -073.78054222 20
111  40.63897167 -073.78055760 20
111  40.63894468 -073.78085564 20
111  40.63905265 -073.78087198 20
111  40.63907819 -073.78059606 20
111  40.63911685 -073.78059990 20
111  40.63929341 -073.78038455 20
111  40.63931748 -073.78009708 20
111  40.63934593 -073.78010093 20
111  40.63931821 -073.78038935 20
111  40.63944151 -073.78063740 20
111  40.63948966 -073.78065086 20
111  40.63946266 -073.78094024 20
111  40.63956845 -073.78095467 20
111  40.63959617 -073.78067778 20
111  40.63963484 -073.78068258 20
111  40.63980920 -073.78046819 20
111  40.63983328 -073.78019899
111  40.63993687 -073.78021437 20
111  40.63989602 -073.78065567 20
111  40.63994635 -073.78078161 20
111  40.64005068 -073.78084122 20
111  40.63993979 -073.78118926 20
111  40.64007257 -073.78128732 20
111  40.64016157 -073.78100947 20
111  40.64044567 -073.78088818 20
111  40.64049866 -073.78115388 20
111  40.64059911 -073.78122726 20
111  40.64045118 -073.78158035 20
111  40.64057999 -073.78167281 20
111  40.64069389 -073.78140854 20
111  40.64096602 -073.78131173 20
111  40.64104083 -073.78163818 20
111  40.64108658 -073.78168154 20
111  40.64097663 -073.78196075 20
111  40.64112028 -073.78206756 20
111  40.64117565 -073.78193642 20
111  40.64156424 -073.78179504 20
111  40.64160897 -073.78169755 20
111  40.64161585 -073.78179050 20
111  40.64169177 -073.78183622 20
111  40.64169412 -073.78191364 20
111  40.64173877 -073.78191209 20
111  40.64174699 -073.78209481 20
111  40.64184509 -073.78209488 20
111  40.64184647 -073.78221719 20
111  40.64194642 -073.78221370 20
111  40.64194244 -073.78195585 20
111  40.64200280 -073.78195323 20
111  40.64200214 -073.78185971 20
111  40.64213279 -073.78173297 20
115  40.64213345 -073.78152407
120 Linear Feature 34
111  40.63882730 -073.78232489 20
111  40.63885872 -073.78194123 20
111  40.63870879 -073.78168916 20
111  40.63863642 -073.78167724 20
111  40.63865839 -073.78143539 20
111  40.63854982 -073.78142176 20
111  40.63852610 -073.78166944 20
111  40.63844985 -073.78165581 20
111  40.63825727 -073.78184998 20
111  40.63821592 -073.78227577
111  40.63818619 -073.78227066 20
111  40.63822625 -073.78184487 20
111  40.63807379 -073.78158837 20
111  40.63800388 -073.78158070 20
111  40.63802330 -073.78133373 20
111  40.63791552 -073.78131581 20
111  40.63789609 -073.78156406 20
111  40.63781744 -073.78155382 20
111  40.63762323 -073.78174577 20
111  40.63758439 -073.78217060
111  40.63755429 -073.78216676 20
111  40.63758051 -073.78187629 20
111  40.63745524 -073.78161909 20
111  40.63741252 -073.78161269 20
111  40.63744068 -073.78132733 20
111  40.63733192 -073.78131198 20
111  40.63730668 -073.78158837 20
111  40.63725910 -073.78158198 20
111  40.63709305 -073.78179695 20
111  40.63707363 -073.78203880
111  40.63699983 -073.78197354 20
111  40.63702799 -073.78166643 20
111  40.63688428 -073.78140667 20
111  40.63680271 -073.78139131 20
111  40.63682699 -073.78114179 20
111  40.63672046 -073.78112042 20
111  40.63670017 -073.78137238 20
111  40.63662113 -073.78135689 20
111  40.63642780 -073.78155395 20
115  40.63638721 -073.78195651
120 Linear Feature 23
111  40.64273981 -073.78084439 20
111  40.64293491 -073.78081085 20
111  40.64310058 -073.78050243
111  40.64325794 -073.78040085 20
111  40.64336034 -073.78038573 20
111  40.64335416 -073.78025892 20
112  40.64334975 -073.78019726  40.64334004 -073.78017632 20
111  40.64323322 -073.77993666 20
111  40.64313436 -073.77995295 20
111  40.64302136 -073.77984475 20
111  40.64255968 -073.77992386 20
111  40.64268856 -073.77968886
111  40.64287394 -073.77955856 20
111  40.64298958 -073.77953879 20
111  40.64297281 -073.77935614 20
111  40.64294368 -073.77929564 20
111  40.64272122 -073.77933287 20
111  40.64248442 -073.77909142 20
111  40.64243627 -073.77909142 20
112  40.64241141 -073.77904934  40.64240740 -073.77900175
111  40.64252938 -073.77863899 20
111  40.64255908 -073.77865802 20
111  40.64261285 -073.77856073 20
111  40.64254383 -073.77839468 20
111  40.64252457 -073.77818950 20
115  40.64230407 -073.77798754
120 Linear Feature 22
111  40.64317499 -073.77790914 20
111  40.64326412 -073.77830172
111  40.64327937 -073.77844238 20
111  40.64327456 -073.77855766 20
111  40.64331308 -073.77864650 20
111  40.64323604 -073.77870362 20
111  40.64329301 -073.77883476 20
111  40.64341179 -073.77874063 20
111  40.64366201 -073.77876678 20
111  40.64362317 -073.77885252 20
111  40.64362826 -073.77924936 20
111  40.64366672 -073.77943728 20
111  40.64361367 -073.77956140 20
111  40.64362361 -073.77958675 20
111  40.64377549 -073.77969164 20
111  40.64385442 -073.77950983 20
111  40.64408622 -073.77942817 20
111  40.64408549 -073.77973880 20
111  40.64391478 -073.77968784 20
111  40.64388039 -073.77976544 20
111  40.64400098 -073.78001249 20
111  40.64403496 -073.78004716 20
111  40.64398783 -073.78011940 20
111  40.64415884 -073.78024148 20
111  40.64424599 -073.78011362 20
115  40.64455787 -073.78007534
120 Linear Feature 21
111  40.64333795 -073.77734475 20
111  40.64317499 -073.77790914 20
111  40.64274719 -073.77782908 20
115  40.64264379 -073.77796534
120 Linear Feature 20
111  40.64117793 -073.77905563 20
111  40.64225557 -073.77654375 20
111  40.64333795 -073.77734475 20
112  40.64360022 -073.77753403  40.64364809 -073.77758066 20
112  40.64378131 -073.77777543  40.64384792 -073.77792630 20
111  40.64403525 -073.77835973 20
112  40.64412267 -073.77866971  40.64413933 -073.77878493 20
111  40.64420177 -073.77917172 20
112  40.64423281 -073.77926741  40.64426124 -073.77931612 20
111  40.64431100 -073.77939294 20
112  40.64441905 -073.77938358  40.64448018 -073.77928989
111  40.64441905 -073.77938358
112  40.64441905 -073.77938358  40.64444883 -073.77933439 20
111  40.64445743 -073.77931987 20
115  40.64475506 -073.77965055
120 Linear Feature 18
112  40.64244048 -073.77598969  40.64255780 -073.77607947 51 101
112  40.64271157 -073.77598799  40.64275698 -073.77595557 51 101
112  40.64341352 -073.77546116  40.64351765 -073.77538424 51 101
112  40.64359657 -073.77528197  40.64365029 -073.77524351 51 101
111  40.64455714 -073.77456261 51 101
112  40.64471196 -073.77423078  40.64471666 -073.77397934 51 101
112  40.64473542 -073.77322912  40.64474061 -073.77290481 51 101
111  40.64472917 -073.77238579 51 101
112  40.64461710 -073.77203461  40.64449355 -073.77185530 51 101
116  40.64445218 -073.77170208  40.64443498 -073.77162788
120 Linear Feature 17
111  40.64434380 -073.77103328 51 101
111  40.64441262 -073.77142322 51 101
112  40.64445218 -073.77170208  40.64446422 -073.77186531 51 101
112  40.64443154 -073.77207389  40.64440573 -073.77219405 51 101
112  40.64434552 -073.77241850  40.64434896 -073.77259306 51 101
112  40.64435318 -073.77319757  40.64435041 -073.77348236 51 101
111  40.64433379 -073.77394607 51 101
112  40.64418113 -073.77426461  40.64401253 -073.77438257 51 101
