I
1050 Generated by WorldEditor

1    232 1 0 KNLC LEMOORE NAS
120 Linear Feature 66
111  36.33213368 -119.95436252 20
112  36.33203345 -119.95441257  36.33200110 -119.95449784 20
111  36.33207297 -119.95453699 20
113  36.33210293 -119.95445082 20
120 Linear Feature 66
111  36.33199157 -119.95347301 20
112  36.33209198 -119.95342355  36.33212466 -119.95333847 20
111  36.33205293 -119.95329890 20
113  36.33202264 -119.95338490 20
120 Linear Feature 66
111  36.33496823 -119.95581865 20
112  36.33486798 -119.95586862  36.33483559 -119.95595386 20
111  36.33490744 -119.95599306 20
113  36.33493745 -119.95590692 20
120 Linear Feature 66
111  36.33582626 -119.95628890 20
112  36.33572601 -119.95633888  36.33569361 -119.95642412 20
111  36.33576547 -119.95646332 20
113  36.33579547 -119.95637718 20
120 Linear Feature 66
111  36.33277150 -119.94832935 20
112  36.33267045 -119.94837675  36.33263665 -119.94846114 20
111  36.33270784 -119.94850217 20
113  36.33273926 -119.94841681 20
120 Linear Feature 66
111  36.33270941 -119.94850017 20
112  36.33260835 -119.94854757  36.33257455 -119.94863196 20
111  36.33264574 -119.94867300 20
113  36.33267717 -119.94858764 20
120 Linear Feature 66
111  36.33264899 -119.94867517 20
112  36.33254794 -119.94872257  36.33251414 -119.94880696 20
111  36.33258532 -119.94884799 20
113  36.33261675 -119.94876263 20
120 Linear Feature 66
111  36.33258689 -119.94884391 20
112  36.33248584 -119.94889131  36.33245204 -119.94897570 20
111  36.33252323 -119.94901673 20
113  36.33255466 -119.94893137 20
120 Linear Feature 66
111  36.33299133 -119.94927492 20
112  36.33309150 -119.94922472  36.33312377 -119.94913941 20
111  36.33305186 -119.94910037 20
113  36.33302198 -119.94918658 20
120 Linear Feature 66
111  36.33378171 -119.94991643 20
112  36.33388188 -119.94986623  36.33391415 -119.94978092 20
111  36.33384224 -119.94974188 20
113  36.33381236 -119.94982809 20
120 Linear Feature 66
111  36.33418145 -119.95012421 20
112  36.33408107 -119.95017374  36.33404843 -119.95025883 20
111  36.33412017 -119.95029835 20
113  36.33415042 -119.95021234 20
120 Linear Feature 66
111  36.33464293 -119.95038646 20
112  36.33474310 -119.95033626  36.33477537 -119.95025095 20
111  36.33470346 -119.95021191 20
113  36.33467358 -119.95029812 20
120 Linear Feature 66
111  36.33418145 -119.95012421 20
112  36.33408107 -119.95017374  36.33404843 -119.95025883 20
111  36.33412017 -119.95029835 20
113  36.33415042 -119.95021234 20
120 Linear Feature 66
111  36.33464293 -119.95038646 20
112  36.33474310 -119.95033626  36.33477537 -119.95025095 20
111  36.33470346 -119.95021191 20
113  36.33467358 -119.95029812 20
120 Linear Feature 66
111  36.33544849 -119.95609701 20
112  36.33554866 -119.95604681  36.33558093 -119.95596150 20
111  36.33550902 -119.95592246 20
113  36.33547914 -119.95600867 20
120 Linear Feature 66
111  36.33459365 -119.95562135 20
112  36.33469383 -119.95557116  36.33472610 -119.95548584 20
111  36.33465418 -119.95544680 20
113  36.33462431 -119.95553301 20
120 Linear Feature 66
111  36.33365397 -119.95459263 20
112  36.33375467 -119.95454405  36.33378783 -119.95445926 20
111  36.33371633 -119.95441906 20
113  36.33368555 -119.95450479 20
120 Linear Feature 66
111  36.33391402 -119.95513062 20
112  36.33381323 -119.95517890  36.33377990 -119.95526358 20
111  36.33385132 -119.95530400 20
113  36.33388226 -119.95521837 20
120 Linear Feature 66
111  36.33305284 -119.95466647 20
112  36.33295205 -119.95471474  36.33291872 -119.95479942 20
111  36.33299014 -119.95483984 20
113  36.33302109 -119.95475421 20
120 Linear Feature 66
111  36.33279477 -119.95411724 20
112  36.33289544 -119.95406856  36.33292854 -119.95398374 20
111  36.33285702 -119.95394361 20
113  36.33282630 -119.95402937 20
120 Linear Feature 66
111  36.33219487 -119.95419126 20
112  36.33209465 -119.95424130  36.33206229 -119.95432657 20
111  36.33213417 -119.95436572 20
113  36.33216413 -119.95427955 20
120 Linear Feature 66
111  36.33192972 -119.95364392 20
112  36.33203014 -119.95359446  36.33206281 -119.95350938 20
111  36.33199109 -119.95346981 20
113  36.33196080 -119.95355581 20
120 Linear Feature 66
111  36.33502953 -119.95565177 20
112  36.33492928 -119.95570174  36.33489688 -119.95578698 20
111  36.33496874 -119.95582619 20
113  36.33499874 -119.95574004 20
120 Linear Feature 66
111  36.33588756 -119.95612203 20
112  36.33578730 -119.95617200  36.33575491 -119.95625724 20
111  36.33582676 -119.95629645 20
113  36.33585677 -119.95621030 20
120 Linear Feature 66
111  36.33372066 -119.95008344 20
112  36.33382084 -119.95003325  36.33385311 -119.94994793 20
111  36.33378119 -119.94990889 20
113  36.33375132 -119.94999510 20
120 Linear Feature 66
111  36.33424323 -119.94995761 20
112  36.33414283 -119.95000713  36.33411019 -119.95009223 20
111  36.33418194 -119.95013175 20
113  36.33421218 -119.95004575 20
120 Linear Feature 66
111  36.32705528 -119.95232020 20
111  36.32705528 -119.95232020 20
112  36.32695464 -119.95236895  36.32692158 -119.95245381 20
112  36.32695464 -119.95236895  36.32692158 -119.95245381 20
111  36.32699313 -119.95249387 20
111  36.32702380 -119.95240810 20
113  36.32702380 -119.95240810 20
120 Linear Feature 66
111  36.32736466 -119.95146286 20
111  36.32736466 -119.95146286 20
112  36.32726402 -119.95151162  36.32723096 -119.95159647 20
112  36.32726402 -119.95151162  36.32723096 -119.95159647 20
111  36.32730251 -119.95163654 20
111  36.32733318 -119.95155076 20
113  36.32733318 -119.95155076 20
120 Linear Feature 66
111  36.32793666 -119.95281138 20
111  36.32793666 -119.95281138 20
112  36.32783602 -119.95286013  36.32780296 -119.95294499 20
112  36.32783602 -119.95286013  36.32780296 -119.95294499 20
111  36.32787451 -119.95298506 20
111  36.32790518 -119.95289928 20
113  36.32790518 -119.95289928 20
120 Linear Feature 66
111  36.32824964 -119.95194958 20
111  36.32824964 -119.95194958 20
112  36.32814900 -119.95199833  36.32811594 -119.95208319 20
112  36.32814900 -119.95199833  36.32811594 -119.95208319 20
111  36.32818750 -119.95212325 20
111  36.32821816 -119.95203748 20
113  36.32821816 -119.95203748 20
120 Linear Feature 66
111  36.32801276 -119.95119199 20
111  36.32801276 -119.95119199 20
112  36.32811297 -119.95114189  36.32814529 -119.95105660 20
112  36.32811297 -119.95114189  36.32814529 -119.95105660 20
111  36.32807339 -119.95101750 20
111  36.32804347 -119.95110368 20
113  36.32804347 -119.95110368 20
120 Linear Feature 66
111  36.32770697 -119.95205379 20
111  36.32770697 -119.95205379 20
112  36.32780718 -119.95200369  36.32783950 -119.95191840 20
112  36.32780718 -119.95200369  36.32783950 -119.95191840 20
111  36.32776761 -119.95187930 20
111  36.32773769 -119.95196548 20
113  36.32773769 -119.95196548 20
120 Linear Feature 66
111  36.32856993 -119.95253637 20
111  36.32856993 -119.95253637 20
112  36.32867014 -119.95248627  36.32870246 -119.95240098 20
112  36.32867014 -119.95248627  36.32870246 -119.95240098 20
111  36.32863056 -119.95236187 20
111  36.32860064 -119.95244806 20
113  36.32860064 -119.95244806 20
120 Linear Feature 66
111  36.32887572 -119.95166563 20
111  36.32887572 -119.95166563 20
112  36.32897593 -119.95161553  36.32900825 -119.95153024 20
112  36.32897593 -119.95161553  36.32900825 -119.95153024 20
111  36.32893635 -119.95149114 20
111  36.32890643 -119.95157732 20
113  36.32890643 -119.95157732 20
120 Linear Feature 66
111  36.33204292 -119.94870703 20
111  36.33204292 -119.94870703 20
112  36.33194257 -119.94875670  36.33191001 -119.94884185 20
112  36.33194257 -119.94875670  36.33191001 -119.94884185 20
111  36.33198180 -119.94888126 20
111  36.33201196 -119.94879521 20
113  36.33201196 -119.94879521 20
120 Linear Feature 66
111  36.33173966 -119.94956692 20
111  36.33173966 -119.94956692 20
112  36.33163931 -119.94961659  36.33160675 -119.94970175 20
112  36.33163931 -119.94961659  36.33160675 -119.94970175 20
111  36.33167854 -119.94974116 20
111  36.33170870 -119.94965510 20
113  36.33170870 -119.94965510 20
120 Linear Feature 66
111  36.33177283 -119.94798721 20
111  36.33177283 -119.94798721 20
112  36.33187354 -119.94793869  36.33190673 -119.94785392 20
112  36.33187354 -119.94793869  36.33190673 -119.94785392 20
111  36.33183524 -119.94781368 20
111  36.33180444 -119.94789939 20
113  36.33180444 -119.94789939 20
120 Linear Feature 66
111  36.33146327 -119.94883870 20
111  36.33146327 -119.94883870 20
112  36.33156399 -119.94879019  36.33159718 -119.94870541 20
112  36.33156399 -119.94879019  36.33159718 -119.94870541 20
111  36.33152569 -119.94866518 20
111  36.33149488 -119.94875088 20
113  36.33149488 -119.94875088 20
120 Linear Feature 66
111  36.33011069 -119.94704496 20
111  36.33011069 -119.94704496 20
112  36.33021141 -119.94699645  36.33024460 -119.94691167 20
112  36.33021141 -119.94699645  36.33024460 -119.94691167 20
111  36.33017311 -119.94687144 20
111  36.33014231 -119.94695714 20
113  36.33014231 -119.94695714 20
120 Linear Feature 66
111  36.32979797 -119.94790450 20
111  36.32979797 -119.94790450 20
112  36.32989868 -119.94785598  36.32993187 -119.94777121 20
112  36.32989868 -119.94785598  36.32993187 -119.94777121 20
111  36.32986038 -119.94773097 20
111  36.32982958 -119.94781668 20
113  36.32982958 -119.94781668 20
120 Linear Feature 66
111  36.33061355 -119.94837796 20
111  36.33061355 -119.94837796 20
112  36.33071426 -119.94832945  36.33074746 -119.94824467 20
112  36.33071426 -119.94832945  36.33074746 -119.94824467 20
111  36.33067596 -119.94820443 20
111  36.33064517 -119.94829014 20
113  36.33064517 -119.94829014 20
120 Linear Feature 66
111  36.33092275 -119.94752533 20
111  36.33092275 -119.94752533 20
112  36.33102347 -119.94747682  36.33105666 -119.94739205 20
112  36.33102347 -119.94747682  36.33105666 -119.94739205 20
111  36.33098517 -119.94735181 20
111  36.33095437 -119.94743751 20
113  36.33095437 -119.94743751 20
120 Linear Feature 66
111  36.32996807 -119.94863176 20
111  36.32996807 -119.94863176 20
112  36.32986771 -119.94868141  36.32983514 -119.94876655 20
112  36.32986771 -119.94868141  36.32983514 -119.94876655 20
111  36.32990693 -119.94880598 20
111  36.32993710 -119.94871994 20
113  36.32993710 -119.94871994 20
120 Linear Feature 66
111  36.33027186 -119.94777223 20
111  36.33027186 -119.94777223 20
112  36.33017150 -119.94782187  36.33013893 -119.94790702 20
112  36.33017150 -119.94782187  36.33013893 -119.94790702 20
111  36.33021072 -119.94794645 20
111  36.33024089 -119.94786040 20
113  36.33024089 -119.94786040 20
120 Linear Feature 66
111  36.33111575 -119.94823478 20
111  36.33111575 -119.94823478 20
112  36.33101540 -119.94828442  36.33098283 -119.94836957 20
112  36.33101540 -119.94828442  36.33098283 -119.94836957 20
111  36.33105461 -119.94840899 20
111  36.33108478 -119.94832295 20
113  36.33108478 -119.94832295 20
120 Linear Feature 66
111  36.33080746 -119.94909304 20
111  36.33080746 -119.94909304 20
112  36.33070710 -119.94914269  36.33067453 -119.94922783 20
112  36.33070710 -119.94914269  36.33067453 -119.94922783 20
111  36.33074631 -119.94926726 20
111  36.33077649 -119.94918121 20
113  36.33077649 -119.94918121 20
120 Linear Feature 66
111  36.33338196 -119.94948806 20
111  36.33338196 -119.94948806 20
112  36.33328160 -119.94953771  36.33324903 -119.94962285 20
112  36.33328160 -119.94953771  36.33324903 -119.94962285 20
111  36.33332081 -119.94966228 20
111  36.33335099 -119.94957623 20
113  36.33335099 -119.94957623 20
120 Linear Feature 66
111  36.33307773 -119.95033739 20
111  36.33307773 -119.95033739 20
112  36.33297737 -119.95038704  36.33294480 -119.95047218 20
112  36.33297737 -119.95038704  36.33294480 -119.95047218 20
111  36.33301658 -119.95051161 20
111  36.33304676 -119.95042556 20
113  36.33304676 -119.95042556 20
120 Linear Feature 66
111  36.33458188 -119.95055347 20
111  36.33458188 -119.95055347 20
112  36.33468206 -119.95050328  36.33471433 -119.95041796 20
112  36.33468206 -119.95050328  36.33471433 -119.95041796 20
111  36.33464241 -119.95037892 20
111  36.33461254 -119.95046513 20
113  36.33461254 -119.95046513 20
120 Linear Feature 66
111  36.33424323 -119.94995761 20
112  36.33414283 -119.95000713  36.33411019 -119.95009223 20
111  36.33418194 -119.95013175 20
113  36.33421218 -119.95004575 20
120 Linear Feature 66
111  36.33458188 -119.95055347 20
111  36.33458188 -119.95055347 20
112  36.33468206 -119.95050328  36.33471433 -119.95041796 20
112  36.33468206 -119.95050328  36.33471433 -119.95041796 20
111  36.33464241 -119.95037892 20
111  36.33461254 -119.95046513 20
113  36.33461254 -119.95046513 20
120 Linear Feature 66
111  36.33538744 -119.95626402 20
112  36.33548762 -119.95621383  36.33551989 -119.95612851 20
111  36.33544797 -119.95608947 20
113  36.33541810 -119.95617568 20
120 Linear Feature 66
111  36.33453260 -119.95578837 20
112  36.33463278 -119.95573817  36.33466505 -119.95565285 20
111  36.33459314 -119.95561381 20
113  36.33456326 -119.95570003 20
120 Linear Feature 66
111  36.33359118 -119.95475864 20
112  36.33369188 -119.95471006  36.33372504 -119.95462528 20
111  36.33365354 -119.95458508 20
113  36.33362276 -119.95467080 20
120 Linear Feature 66
111  36.33397713 -119.95496480 20
112  36.33387634 -119.95501307  36.33384302 -119.95509776 20
111  36.33391443 -119.95513818 20
113  36.33394538 -119.95505254 20
120 Linear Feature 66
111  36.33311596 -119.95450064 20
112  36.33301517 -119.95454891  36.33298184 -119.95463360 20
111  36.33305326 -119.95467402 20
113  36.33308421 -119.95458839 20
120 Linear Feature 66
111  36.33273209 -119.95428331 20
112  36.33283275 -119.95423463  36.33286586 -119.95414982 20
111  36.33279433 -119.95410969 20
113  36.33276361 -119.95419544 20
120 Linear Feature 66
111  36.33225609 -119.95402434 20
112  36.33215586 -119.95407438  36.33212350 -119.95415965 20
111  36.33219538 -119.95419880 20
113  36.33222534 -119.95411263 20
120 Linear Feature 66
111  36.33186788 -119.95381048 20
112  36.33196830 -119.95376102  36.33200097 -119.95367595 20
111  36.33192925 -119.95363638 20
113  36.33189896 -119.95372237 20
120 Linear Feature 66
111  36.33508964 -119.95547911 20
112  36.33498938 -119.95552908  36.33495699 -119.95561432 20
111  36.33502884 -119.95565353 20
113  36.33505885 -119.95556738 20
120 Linear Feature 66
111  36.33594766 -119.95594937 20
112  36.33584741 -119.95599934  36.33581502 -119.95608458 20
111  36.33588687 -119.95612379 20
113  36.33591687 -119.95603764 20
120 Linear Feature 66
111  36.33366080 -119.95025624 20
112  36.33376098 -119.95020604  36.33379325 -119.95012073 20
111  36.33372134 -119.95008169 20
113  36.33369146 -119.95016790 20
120 Linear Feature 66
111  36.33430384 -119.94978522 20
112  36.33420344 -119.94983474  36.33417080 -119.94991984 20
111  36.33424254 -119.94995936 20
113  36.33427280 -119.94987335 20
120 Linear Feature 66
111  36.32711674 -119.95214827 20
112  36.32701610 -119.95219703  36.32698304 -119.95228187 20
111  36.32705458 -119.95232194 20
113  36.32708526 -119.95223616 20
120 Linear Feature 66
111  36.32742612 -119.95129093 20
112  36.32732548 -119.95133969  36.32729242 -119.95142454 20
111  36.32736396 -119.95146460 20
113  36.32739464 -119.95137883 20
120 Linear Feature 66
111  36.32799812 -119.95263945 20
112  36.32789748 -119.95268821  36.32786442 -119.95277306 20
111  36.32793597 -119.95281312 20
113  36.32796664 -119.95272735 20
120 Linear Feature 66
111  36.32831110 -119.95177765 20
112  36.32821046 -119.95182641  36.32817740 -119.95191125 20
111  36.32824895 -119.95195132 20
113  36.32827963 -119.95186554 20
120 Linear Feature 66
111  36.32795280 -119.95136474 20
112  36.32805301 -119.95131463  36.32808533 -119.95122935 20
111  36.32801344 -119.95119024 20
113  36.32798351 -119.95127642 20
120 Linear Feature 66
111  36.32764701 -119.95222654 20
112  36.32774722 -119.95217643  36.32777954 -119.95209115 20
111  36.32770765 -119.95205204 20
113  36.32767773 -119.95213823 20
120 Linear Feature 66
111  36.32850997 -119.95270912 20
112  36.32861018 -119.95265901  36.32864250 -119.95257373 20
111  36.32857061 -119.95253462 20
113  36.32854068 -119.95262080 20
120 Linear Feature 66
111  36.32881576 -119.95183838 20
112  36.32891597 -119.95178827  36.32894829 -119.95170299 20
111  36.32887640 -119.95166388 20
113  36.32884647 -119.95175006 20
120 Linear Feature 66
111  36.33210336 -119.94853454 20
112  36.33200301 -119.94858422  36.33197045 -119.94866936 20
111  36.33204223 -119.94870877 20
113  36.33207240 -119.94862272 20
120 Linear Feature 66
111  36.33180010 -119.94939443 20
112  36.33169975 -119.94944411  36.33166719 -119.94952926 20
111  36.33173897 -119.94956867 20
113  36.33176914 -119.94948261 20
120 Linear Feature 66
111  36.33171110 -119.94815899 20
112  36.33181182 -119.94811047  36.33184501 -119.94802570 20
111  36.33177353 -119.94798547 20
113  36.33174272 -119.94807117 20
120 Linear Feature 66
111  36.33140155 -119.94901049 20
112  36.33150226 -119.94896196  36.33153545 -119.94887720 20
111  36.33146397 -119.94883696 20
113  36.33143316 -119.94892267 20
120 Linear Feature 66
111  36.33004897 -119.94721675 20
112  36.33014968 -119.94716822  36.33018287 -119.94708346 20
111  36.33011139 -119.94704322 20
113  36.33008058 -119.94712893 20
120 Linear Feature 66
111  36.32973624 -119.94807628 20
112  36.32983696 -119.94802776  36.32987015 -119.94794300 20
111  36.32979867 -119.94790276 20
113  36.32976786 -119.94798846 20
120 Linear Feature 66
111  36.33055183 -119.94854974 20
112  36.33065254 -119.94850122  36.33068573 -119.94841646 20
111  36.33061425 -119.94837622 20
113  36.33058344 -119.94846192 20
120 Linear Feature 66
111  36.33086103 -119.94769712 20
112  36.33096174 -119.94764860  36.33099493 -119.94756383 20
111  36.33092345 -119.94752360 20
113  36.33089264 -119.94760930 20
120 Linear Feature 66
111  36.33002854 -119.94845929 20
112  36.32992818 -119.94850895  36.32989561 -119.94859408 20
111  36.32996738 -119.94863351 20
113  36.32999757 -119.94854746 20
120 Linear Feature 66
111  36.33033233 -119.94759975 20
112  36.33023197 -119.94764941  36.33019940 -119.94773454 20
111  36.33027117 -119.94777397 20
113  36.33030136 -119.94768793 20
120 Linear Feature 66
111  36.33117622 -119.94806230 20
112  36.33107586 -119.94811196  36.33104329 -119.94819709 20
111  36.33111507 -119.94823652 20
113  36.33114525 -119.94815047 20
120 Linear Feature 66
111  36.33086793 -119.94892057 20
112  36.33076757 -119.94897022  36.33073500 -119.94905536 20
111  36.33080677 -119.94909479 20
113  36.33083696 -119.94900874 20
120 Linear Feature 66
111  36.33344243 -119.94931559 20
112  36.33334207 -119.94936524  36.33330950 -119.94945038 20
111  36.33338127 -119.94948981 20
113  36.33341145 -119.94940376 20
120 Linear Feature 66
111  36.33313819 -119.95016492 20
112  36.33303784 -119.95021457  36.33300527 -119.95029971 20
111  36.33307704 -119.95033914 20
113  36.33310722 -119.95025309 20
120 Linear Feature 66
111  36.33452202 -119.95072627 20
112  36.33462220 -119.95067607  36.33465447 -119.95059076 20
111  36.33458256 -119.95055172 20
113  36.33455268 -119.95063793 20
120 Linear Feature 66
111  36.33452202 -119.95072627 20
112  36.33462220 -119.95067607  36.33465447 -119.95059076 20
111  36.33458256 -119.95055172 20
113  36.33455268 -119.95063793 20
120 Linear Feature 66
111  36.33430384 -119.94978522 20
112  36.33420344 -119.94983474  36.33417080 -119.94991984 20
111  36.33424254 -119.94995936 20
113  36.33427280 -119.94987335 20
120 Linear Feature 66
111  36.33452202 -119.95072627 20
112  36.33462220 -119.95067607  36.33465447 -119.95059076 20
111  36.33458256 -119.95055172 20
113  36.33455268 -119.95063793 20
120 Linear Feature 66
111  36.33452202 -119.95072627 20
112  36.33462220 -119.95067607  36.33465447 -119.95059076 20
111  36.33458256 -119.95055172 20
113  36.33455268 -119.95063793 20
120 Linear Feature 66
111  36.33532758 -119.95643682 20
112  36.33542776 -119.95638662  36.33546003 -119.95630131 20
111  36.33538812 -119.95626227 20
113  36.33535824 -119.95634848 20
120 Linear Feature 66
111  36.33447275 -119.95596117 20
112  36.33457293 -119.95591097  36.33460520 -119.95582565 20
111  36.33453328 -119.95578661 20
113  36.33450341 -119.95587282 20
120 Linear Feature 66
111  36.33352952 -119.95493046 20
112  36.33363022 -119.95488188  36.33366338 -119.95479710 20
111  36.33359188 -119.95475689 20
113  36.33356110 -119.95484262 20
120 Linear Feature 66
111  36.33403913 -119.95479317 20
112  36.33393834 -119.95484144  36.33390501 -119.95492613 20
111  36.33397643 -119.95496654 20
113  36.33400737 -119.95488091 20
120 Linear Feature 66
111  36.33317795 -119.95432901 20
112  36.33307716 -119.95437728  36.33304384 -119.95446197 20
111  36.33311525 -119.95450239 20
113  36.33314620 -119.95441675 20
120 Linear Feature 66
111  36.33267054 -119.95445519 20
112  36.33277120 -119.95440651  36.33280431 -119.95432169 20
111  36.33273279 -119.95428156 20
113  36.33270206 -119.95436732 20
120 Linear Feature 66
111  36.33231611 -119.95385163 20
112  36.33221588 -119.95390168  36.33218353 -119.95398694 20
111  36.33225540 -119.95402609 20
113  36.33228536 -119.95393992 20
120 Linear Feature 66
111  36.33180721 -119.95398284 20
112  36.33190762 -119.95393338  36.33194030 -119.95384830 20
111  36.33186857 -119.95380873 20
113  36.33183829 -119.95389473 20
120 Linear Feature 66
111  36.33515092 -119.95530789 20
112  36.33505066 -119.95535786  36.33501827 -119.95544310 20
111  36.33509012 -119.95548231 20
113  36.33512013 -119.95539616 20
120 Linear Feature 66
111  36.33600894 -119.95577815 20
112  36.33590869 -119.95582812  36.33587629 -119.95591336 20
111  36.33594815 -119.95595257 20
113  36.33597815 -119.95586642 20
120 Linear Feature 66
111  36.33359978 -119.95042760 20
112  36.33369996 -119.95037740  36.33373223 -119.95029209 20
111  36.33366031 -119.95025304 20
113  36.33363044 -119.95033926 20
120 Linear Feature 66
111  36.33436560 -119.94961427 20
112  36.33426521 -119.94966380  36.33423257 -119.94974889 20
111  36.33430432 -119.94978842 20
113  36.33433456 -119.94970240 20
120 Linear Feature 66
111  36.32717935 -119.95197779 20
112  36.32707871 -119.95202656  36.32704565 -119.95211140 20
111  36.32711720 -119.95215147 20
113  36.32714787 -119.95206569 20
120 Linear Feature 66
111  36.32748873 -119.95112046 20
112  36.32738809 -119.95116922  36.32735503 -119.95125406 20
111  36.32742658 -119.95129414 20
113  36.32745725 -119.95120835 20
120 Linear Feature 66
111  36.32806073 -119.95246898 20
112  36.32796009 -119.95251774  36.32792703 -119.95260258 20
111  36.32799858 -119.95264266 20
113  36.32802925 -119.95255687 20
120 Linear Feature 66
111  36.32837371 -119.95160717 20
112  36.32827307 -119.95165594  36.32824001 -119.95174078 20
111  36.32831156 -119.95178086 20
113  36.32834223 -119.95169507 20
120 Linear Feature 66
111  36.32789168 -119.95153604 20
112  36.32799189 -119.95148593  36.32802421 -119.95140065 20
111  36.32795231 -119.95136154 20
113  36.32792239 -119.95144773 20
120 Linear Feature 66
111  36.32758589 -119.95239784 20
112  36.32768610 -119.95234773  36.32771842 -119.95226245 20
111  36.32764652 -119.95222334 20
113  36.32761660 -119.95230953 20
120 Linear Feature 66
111  36.32844885 -119.95288042 20
112  36.32854906 -119.95283031  36.32858138 -119.95274503 20
111  36.32850948 -119.95270592 20
113  36.32847956 -119.95279211 20
120 Linear Feature 66
111  36.32875464 -119.95200968 20
112  36.32885485 -119.95195957  36.32888717 -119.95187429 20
111  36.32881527 -119.95183518 20
113  36.32878535 -119.95192137 20
120 Linear Feature 66
111  36.33216495 -119.94836350 20
112  36.33206460 -119.94841318  36.33203205 -119.94849832 20
111  36.33210383 -119.94853774 20
113  36.33213399 -119.94845168 20
120 Linear Feature 66
111  36.33186169 -119.94922339 20
112  36.33176134 -119.94927307  36.33172879 -119.94935821 20
111  36.33180058 -119.94939763 20
113  36.33183073 -119.94931157 20
120 Linear Feature 66
111  36.33164823 -119.94832932 20
112  36.33174895 -119.94828079  36.33178214 -119.94819603 20
111  36.33171065 -119.94815578 20
113  36.33167985 -119.94824150 20
120 Linear Feature 66
111  36.33133868 -119.94918081 20
112  36.33143939 -119.94913229  36.33147258 -119.94904753 20
111  36.33140109 -119.94900728 20
113  36.33137029 -119.94909299 20
120 Linear Feature 66
111  36.32998610 -119.94738707 20
112  36.33008681 -119.94733855  36.33012000 -119.94725379 20
111  36.33004851 -119.94721354 20
113  36.33001771 -119.94729925 20
120 Linear Feature 66
111  36.32967337 -119.94824661 20
112  36.32977409 -119.94819809  36.32980728 -119.94811332 20
111  36.32973579 -119.94807308 20
113  36.32970498 -119.94815879 20
120 Linear Feature 66
111  36.33048896 -119.94872007 20
112  36.33058967 -119.94867155  36.33062286 -119.94858678 20
111  36.33055137 -119.94854654 20
113  36.33052057 -119.94863225 20
120 Linear Feature 66
111  36.33079816 -119.94786745 20
112  36.33089887 -119.94781892  36.33093206 -119.94773416 20
111  36.33086057 -119.94769391 20
113  36.33082977 -119.94777963 20
120 Linear Feature 66
111  36.33009016 -119.94828826 20
112  36.32998980 -119.94833792  36.32995723 -119.94842305 20
111  36.33002902 -119.94846249 20
113  36.33005919 -119.94837644 20
120 Linear Feature 66
111  36.33039395 -119.94742873 20
112  36.33029359 -119.94747838  36.33026102 -119.94756352 20
111  36.33033281 -119.94760296 20
113  36.33036298 -119.94751690 20
120 Linear Feature 66
111  36.33123784 -119.94789127 20
112  36.33113749 -119.94794093  36.33110492 -119.94802606 20
111  36.33117670 -119.94806550 20
113  36.33120687 -119.94797945 20
120 Linear Feature 66
111  36.33092955 -119.94874954 20
112  36.33082919 -119.94879920  36.33079662 -119.94888433 20
111  36.33086840 -119.94892377 20
113  36.33089858 -119.94883771 20
120 Linear Feature 66
111  36.33350405 -119.94914456 20
112  36.33340369 -119.94919422  36.33337112 -119.94927935 20
111  36.33344290 -119.94931879 20
113  36.33347308 -119.94923273 20
120 Linear Feature 66
111  36.33319982 -119.94999389 20
112  36.33309946 -119.95004354  36.33306689 -119.95012868 20
111  36.33313867 -119.95016812 20
113  36.33316885 -119.95008206 20
120 Linear Feature 66
111  36.33446100 -119.95089763 20
112  36.33456118 -119.95084743  36.33459345 -119.95076212 20
111  36.33452153 -119.95072307 20
113  36.33449166 -119.95080929 20
120 Linear Feature 66
111  36.33446100 -119.95089763 20
112  36.33456118 -119.95084743  36.33459345 -119.95076212 20
111  36.33452153 -119.95072307 20
113  36.33449166 -119.95080929 20
120 Linear Feature 66
111  36.33436560 -119.94961427 20
112  36.33426521 -119.94966380  36.33423257 -119.94974889 20
111  36.33430432 -119.94978842 20
113  36.33433456 -119.94970240 20
120 Linear Feature 66
111  36.33446100 -119.95089763 20
112  36.33456118 -119.95084743  36.33459345 -119.95076212 20
111  36.33452153 -119.95072307 20
113  36.33449166 -119.95080929 20
120 Linear Feature 66
111  36.33446100 -119.95089763 20
112  36.33456118 -119.95084743  36.33459345 -119.95076212 20
111  36.33452153 -119.95072307 20
113  36.33449166 -119.95080929 20
120 Linear Feature 66
111  36.33526656 -119.95660818 20
112  36.33536674 -119.95655798  36.33539901 -119.95647267 20
111  36.33532709 -119.95643362 20
113  36.33529722 -119.95651984 20
120 Linear Feature 66
111  36.33441172 -119.95613252 20
112  36.33451190 -119.95608233  36.33454417 -119.95599701 20
111  36.33447226 -119.95595797 20
113  36.33444238 -119.95604418 20
120 Linear Feature 66
111  36.33346671 -119.95510082 20
112  36.33356740 -119.95505224  36.33360056 -119.95496745 20
111  36.33352907 -119.95492725 20
113  36.33349829 -119.95501298 20
120 Linear Feature 66
111  36.33410228 -119.95462300 20
112  36.33400149 -119.95467127  36.33396816 -119.95475596 20
111  36.33403958 -119.95479638 20
113  36.33407052 -119.95471074 20
120 Linear Feature 66
111  36.33324110 -119.95415884 20
112  36.33314031 -119.95420712  36.33310699 -119.95429180 20
111  36.33317840 -119.95433222 20
113  36.33320935 -119.95424659 20
120 Linear Feature 66
111  36.33260783 -119.95462561 20
112  36.33270850 -119.95457693  36.33274160 -119.95449212 20
111  36.33267008 -119.95445199 20
113  36.33263936 -119.95453774 20
