A
1050 Generated by WorldEditor 1.6.0r1

1    959 0 0 KLVN Airlake Airport
112  44.62720771 -093.23042396  44.62724727 -093.23042035
112  44.62735191 -093.23036021  44.62738927 -093.23033365
111  44.62735191 -093.23036021
111  44.62781214 -093.23002392
111  44.62822348 -093.22972031
112  44.62822348 -093.22972031  44.62824374 -093.22970007
112  44.62826750 -093.22959447  44.62827331 -093.22954188
111  44.62826750 -093.22959447
111  44.62826723 -093.22946002
112  44.62843304 -093.22991384  44.62843250 -093.22991384
111  44.62838502 -093.22987661
112  44.62838502 -093.22987661  44.62836182 -093.22985199
112  44.62827351 -093.22986291  44.62823475 -093.22988356
111  44.62827351 -093.22986291
111  44.62785987 -093.23015956
111  44.62740195 -093.23049671
112  44.62740195 -093.23049671  44.62736112 -093.23053586
112  44.62727181 -093.23066547  44.62723932 -093.23074870
111  44.62727181 -093.23066547
112  44.62727181 -093.23066547  44.62725183 -093.23072302
112  44.62728532 -093.23086551  44.62732789 -093.23097009
111  44.62728532 -093.23086551
111  44.62927861 -093.23621059
112  44.62927861 -093.23621059  44.62933712 -093.23637059
112  44.62943702 -093.23637172  44.62947078 -093.23638286
111  44.62943702 -093.23637172
111  44.63001664 -093.23594842
111  44.63039546 -093.23568273
112  44.63039546 -093.23568273  44.63041167 -093.23566692
112  44.63045830 -093.23559480  44.63047135 -093.23555622
111  44.63045830 -093.23559480
113  44.63048746 -093.23540049
130 Airport Boundary
111  44.62936692 -093.23764746
111  44.62423534 -093.22345576
111  44.62434958 -093.22167049
111  44.62517416 -093.22063475
111  44.62642727 -093.21981502
111  44.62805744 -093.21969810
111  44.63036332 -093.22523257
111  44.63042472 -093.22962100
111  44.62992997 -093.23009176
113  44.63195206 -093.23591114
120 Linear Feature 287
111  44.62810702 -093.22497088 20
115  44.62807019 -093.22487585
120 Linear Feature 290
111  44.62818729 -093.22481504 20
115  44.62821842 -093.22489656
120 Linear Feature 289
111  44.62824284 -093.22487818 20
115  44.62821177 -093.22479601
120 Linear Feature 288
111  44.62823131 -093.22488686 20
115  44.62819098 -093.22478311
120 Linear Feature 159
111  44.62682842 -093.22133960 1
111  44.62681266 -093.22129466 1
111  44.62696359 -093.22119143 1
115  44.62698049 -093.22123987
120 Linear Feature 158
111  44.62678161 -093.22131617 1
115  44.62681266 -093.22129466
120 Linear Feature 157
111  44.62663733 -093.22148134 1
111  44.62662046 -093.22143134 1
111  44.62678161 -093.22131617 1
115  44.62679891 -093.22136624
120 Linear Feature 166
111  44.62743996 -093.22089701 20
115  44.62740480 -093.22080186
120 Linear Feature 205
111  44.62721286 -093.22282044 20
115  44.62725556 -093.22293937
120 Linear Feature 204
111  44.62727869 -093.22292403 20
115  44.62723547 -093.22280387
120 Linear Feature 1
111  44.62846835 -093.22685573 1
115  44.62993704 -093.22578596
120 Linear Feature 89
111  44.62582568 -093.22053580 4
115  44.62592782 -093.22082764
120 Linear Feature 88
111  44.62785987 -093.23015956 4
115  44.62781214 -093.23002392
120 Linear Feature 87
111  44.63010718 -093.23620066 4
115  44.63001664 -093.23594842
120 Linear Feature 86
111  44.63121715 -093.23506740 4
115  44.63127282 -093.23521910
120 Linear Feature 85
111  44.62901331 -093.22913940 4
115  44.62906606 -093.22929908
120 Linear Feature 82
111  44.62647759 -093.22232232 4
115  44.62653226 -093.22247068
120 Linear Feature 353
111  44.62819932 -093.22695302 4
115  44.62825392 -093.22710997
120 Linear Feature 104
111  44.63001613 -093.22946092 1
111  44.62985464 -093.22901619 1
115  44.62989339 -093.22898906
120 Linear Feature 103
111  44.62911615 -093.22766053 1
115  44.62920283 -093.22766692
120 Linear Feature 102
111  44.62912447 -093.22784319 1
115  44.62920782 -093.22783023
120 Linear Feature 101
111  44.62913282 -093.22795503 1
115  44.62910562 -093.22797391
120 Linear Feature 100
111  44.62901748 -093.22764979 1
115  44.62898529 -093.22767175
120 Linear Feature 99
111  44.62906999 -093.22778770 1
115  44.62904155 -093.22780922
120 Linear Feature 98
111  44.62907656 -093.22780175 1
115  44.62904686 -093.22782503
120 Linear Feature 97
111  44.62926957 -093.22795339 1
111  44.62921357 -093.22796562 1
111  44.62920782 -093.22783023 1
111  44.62920283 -093.22766692 1
115  44.62926409 -093.22766867
120 Linear Feature 96
111  44.62941787 -093.22807800 1
111  44.62939724 -093.22813115 1
111  44.62938710 -093.22812253 1
115  44.62940765 -093.22807029
120 Linear Feature 94
111  44.62953043 -093.22827900 1
115  44.62948132 -093.22831736
120 Linear Feature 93
111  44.62954369 -093.22831579 1
115  44.62949443 -093.22835395
120 Linear Feature 92
111  44.62955634 -093.22835090 1
115  44.62950725 -093.22839029
120 Linear Feature 107
111  44.62935273 -093.22853810 1
115  44.62929051 -093.22858910
120 Linear Feature 106
111  44.62930564 -093.22839982 1
115  44.62923812 -093.22845204
120 Linear Feature 105
111  44.62940070 -093.22866363 1
115  44.62933977 -093.22871933
120 Linear Feature 28
112  44.63050137 -093.23520395  44.63053366 -093.23529066 1
112  44.63066124 -093.23545972  44.63072768 -093.23549994
111  44.63066124 -093.23545972
112  44.63066124 -093.23545972  44.63071093 -093.23548400 1
112  44.63085044 -093.23544484  44.63094550 -093.23538261
111  44.63085044 -093.23544484 1
111  44.63124456 -093.23514551
112  44.63124456 -093.23514551  44.63129479 -093.23510301 1
112  44.63129965 -093.23485787  44.63127264 -093.23477059
111  44.63129965 -093.23485787 1
112  44.62923698 -093.22929553  44.62814592 -093.22635509
111  44.62923698 -093.22929553 1
111  44.62910278 -093.22893343 1
111  44.62897627 -093.22859249 1
111  44.62884963 -093.22825080 1
111  44.62859819 -093.22757248 1
111  44.62847670 -093.22724190 1
111  44.62842186 -093.22709609 1
111  44.62840740 -093.22705982 1
111  44.62831258 -093.22680428 1
111  44.62829220 -093.22674743 1
111  44.62822931 -093.22657985 1
111  44.62811795 -093.22627974 1
111  44.62803997 -093.22606923 1
111  44.62794745 -093.22581707 1
111  44.62788243 -093.22564231 1
111  44.62778678 -093.22538618 1
111  44.62773094 -093.22523366 1
111  44.62763586 -093.22497670 1
111  44.62758021 -093.22482595 1
111  44.62748337 -093.22456710 1
111  44.62742893 -093.22441972 1
111  44.62733590 -093.22417093 1
111  44.62727528 -093.22400615 1
111  44.62718344 -093.22375690 1
111  44.62712648 -093.22360521 1
111  44.62703200 -093.22335150 1
111  44.62694974 -093.22312558 1
111  44.62684833 -093.22285501 1
111  44.62677088 -093.22264543 1
111  44.62670674 -093.22247310 1
111  44.62666757 -093.22236752 1
111  44.62658885 -093.22215641 1
111  44.62656816 -093.22209903 1
111  44.62647961 -093.22185855 1
111  44.62639548 -093.22163360 1
111  44.62628847 -093.22134683 1
111  44.62611589 -093.22087826
112  44.62611589 -093.22087826  44.62606657 -093.22074523 1
112  44.62586588 -093.22077901  44.62579461 -093.22083089
111  44.62586588 -093.22077901 1
111  44.62544541 -093.22108600
112  44.62544541 -093.22108600  44.62535502 -093.22115557 1
116  44.62536685 -093.22134155  44.62538110 -093.22139004
120 Linear Feature 32
112  44.62884963 -093.22825080  44.62886619 -093.22829117 1
116  44.62904031 -093.22831055  44.62911025 -093.22827045
120 Linear Feature 33
111  44.62810548 -093.22870026 1
111  44.62834097 -093.22933547
112  44.62834097 -093.22933547  44.62838031 -093.22944308 1
112  44.62845255 -093.22951192  44.62850328 -093.22954595
111  44.62845255 -093.22951192
112  44.62845255 -093.22951192  44.62850691 -093.22954133 1
116  44.62864615 -093.22951096  44.62875604 -093.22944752
120 Linear Feature 29
111  44.62880022 -093.23057530 1
111  44.62855190 -093.22990824
112  44.62855190 -093.22990824  44.62849141 -093.22975324 1
112  44.62864615 -093.22951096  44.62874848 -093.22942727
111  44.62864615 -093.22951096 1
112  44.62903348 -093.22922168  44.62921200 -093.22908855
111  44.62903348 -093.22922168 1
111  44.62930263 -093.22902743 1
111  44.62936545 -093.22898120
112  44.62936545 -093.22898120  44.62947725 -093.22888919 1
112  44.62948264 -093.22861934  44.62945918 -093.22853213
111  44.62948264 -093.22861934 1
111  44.62933599 -093.22822781
112  44.62933599 -093.22822781  44.62932352 -093.22819254 1
112  44.62924983 -093.22817177  44.62919455 -093.22819414
111  44.62924983 -093.22817177 1
111  44.62904031 -093.22831055
112  44.62904031 -093.22831055  44.62898656 -093.22836423 1
116  44.62897627 -093.22859249  44.62901070 -093.22872091
120 Linear Feature 41
112  44.62859819 -093.22757248  44.62858385 -093.22741936 1
112  44.62871345 -093.22732452  44.62878624 -093.22730906
111  44.62871345 -093.22732452 1
115  44.62883114 -093.22732383
120 Linear Feature 42
111  44.62871345 -093.22732452 1
111  44.62859853 -093.22731963
112  44.62859853 -093.22731963  44.62855617 -093.22731634 1
116  44.62847670 -093.22724190  44.62845608 -093.22721073
120 Linear Feature 39
112  44.62923698 -093.22929553  44.62920679 -093.22919819 1
116  44.62930263 -093.22902743  44.62936180 -093.22897134
120 Linear Feature 38
112  44.62910278 -093.22893343  44.62911373 -093.22896057 1
112  44.62919854 -093.22903647  44.62923476 -093.22905142
111  44.62919854 -093.22903647
112  44.62919854 -093.22903647  44.62921200 -093.22904135 1
116  44.62930263 -093.22902743  44.62933628 -093.22900281
120 Linear Feature 37
112  44.62903348 -093.22922168  44.62905779 -093.22920101 1
112  44.62909757 -093.22907807  44.62910309 -093.22905601
111  44.62909757 -093.22907807
112  44.62909757 -093.22907807  44.62910386 -093.22905465 1
116  44.62910278 -093.22893343  44.62909229 -093.22890013
120 Linear Feature 34
112  44.62923698 -093.22929553  44.62921849 -093.22926610 1
112  44.62914200 -093.22922598  44.62910706 -093.22920638
111  44.62914200 -093.22922598
112  44.62914200 -093.22922598  44.62909886 -093.22921302 1
116  44.62903348 -093.22922168  44.62896858 -093.22923364
120 Linear Feature 47
112  44.62820973 -093.22704177  44.62828918 -093.22698405 1
116  44.62842186 -093.22709609  44.62843661 -093.22712760
120 Linear Feature 46
112  44.62820973 -093.22704177  44.62828100 -093.22698424 1
116  44.62829220 -093.22674743  44.62827657 -093.22669078
120 Linear Feature 45
111  44.62728738 -093.22649844 1
111  44.62754579 -093.22718907
112  44.62754579 -093.22718907  44.62760809 -093.22736816 1
116  44.62781986 -093.22732636  44.62789602 -093.22727466
120 Linear Feature 44
111  44.62798681 -093.22838465 1
111  44.62773955 -093.22771904
112  44.62773955 -093.22771904  44.62766683 -093.22750872 1
112  44.62781986 -093.22732636  44.62787362 -093.22729561
111  44.62781986 -093.22732636 1
115  44.62820973 -093.22704177
120 Linear Feature 50
112  44.62831258 -093.22680428  44.62832899 -093.22684271 1
116  44.62846835 -093.22685573  44.62852318 -093.22682425
120 Linear Feature 49
112  44.62846835 -093.22685573  44.62841532 -093.22689404 1
116  44.62840740 -093.22705982  44.62842558 -093.22713368
120 Linear Feature 52
112  44.62811795 -093.22627974  44.62816033 -093.22639357 1
116  44.62829107 -093.22633656  44.62831225 -093.22632171
120 Linear Feature 51
112  44.62822931 -093.22657985  44.62821097 -093.22653032 1
112  44.62822782 -093.22643450  44.62823659 -093.22638879
111  44.62822782 -093.22643450
112  44.62822782 -093.22643450  44.62824280 -093.22638610 1
116  44.62829107 -093.22633656  44.62830501 -093.22632313
120 Linear Feature 54
112  44.62794745 -093.22581707  44.62797210 -093.22587465 1
116  44.62810982 -093.22585857  44.62815860 -093.22582724
120 Linear Feature 53
112  44.62803997 -093.22606923  44.62803372 -093.22602641 1
116  44.62810982 -093.22585857  44.62816496 -093.22580693
120 Linear Feature 56
112  44.62778666 -093.22538580  44.62781484 -093.22543095 1
116  44.62793746 -093.22544328  44.62799426 -093.22542524
120 Linear Feature 55
112  44.62788243 -093.22564231  44.62787689 -093.22556266 1
116  44.62793746 -093.22544328  44.62797228 -093.22541838
120 Linear Feature 58
112  44.62763586 -093.22497670  44.62765253 -093.22501111 1
116  44.62778621 -093.22503284  44.62782345 -093.22499990
120 Linear Feature 57
112  44.62773094 -093.22523366  44.62771992 -093.22520351 1
116  44.62778621 -093.22503284  44.62782857 -093.22499742
120 Linear Feature 61
112  44.62748337 -093.22456710  44.62750063 -093.22461295 1
116  44.62763416 -093.22462590  44.62766379 -093.22460429
120 Linear Feature 60
112  44.62758021 -093.22482595  44.62756933 -093.22479538 1
116  44.62763416 -093.22462590  44.62767504 -093.22458743
120 Linear Feature 63
112  44.62733590 -093.22417093  44.62735690 -093.22422943 1
116  44.62748311 -093.22421320  44.62751162 -093.22419265
120 Linear Feature 62
112  44.62742893 -093.22441972  44.62742031 -093.22439706 1
116  44.62748311 -093.22421320  44.62752624 -093.22418105
120 Linear Feature 65
112  44.62718344 -093.22375690  44.62721007 -093.22379917 1
116  44.62732991 -093.22380990  44.62736592 -093.22378333
120 Linear Feature 64
112  44.62727528 -093.22400615  44.62726132 -093.22395113 1
116  44.62732991 -093.22380990  44.62735557 -093.22377764
120 Linear Feature 67
112  44.62703200 -093.22335150  44.62704138 -093.22336099 1
116  44.62717962 -093.22340050  44.62723625 -093.22335834
120 Linear Feature 66
111  44.62712648 -093.22360521 1
116  44.62717962 -093.22340050  44.62723255 -093.22336180
120 Linear Feature 69
112  44.62684833 -093.22285501  44.62686003 -093.22288410 1
116  44.62701828 -093.22291116  44.62707286 -093.22288388
120 Linear Feature 68
112  44.62694974 -093.22312558  44.62693759 -093.22304400 1
116  44.62701828 -093.22291116  44.62707675 -093.22287459
120 Linear Feature 71
112  44.62666757 -093.22236752  44.62671229 -093.22244857 1
115  44.62682942 -093.22244360
120 Linear Feature 70
112  44.62677088 -093.22264543  44.62676116 -093.22251976 1
115  44.62682942 -093.22244360
120 Linear Feature 73
112  44.62647961 -093.22185855  44.62653218 -093.22194489 1
115  44.62664095 -093.22193748
120 Linear Feature 72
112  44.62658885 -093.22215641  44.62657685 -093.22200674 1
115  44.62664095 -093.22193748
120 Linear Feature 75
111  44.62628847 -093.22134683 1
116  44.62644958 -093.22142608  44.62650143 -093.22139876
120 Linear Feature 74
111  44.62639548 -093.22163360 1
116  44.62644958 -093.22142608  44.62651601 -093.22137827
120 Linear Feature 80
112  44.62648821 -093.22240684  44.62660881 -093.22228241 1
115  44.62656816 -093.22209903
120 Linear Feature 79
112  44.62670674 -093.22247310  44.62669909 -093.22245539 1
112  44.62648821 -093.22240684  44.62637704 -093.22247009
111  44.62648821 -093.22240684 1
111  44.62610131 -093.22268704
112  44.62610131 -093.22268704  44.62607593 -093.22270373 1
116  44.62602018 -093.22281023  44.62602423 -093.22284059
120 Linear Feature 21
111  44.62644958 -093.22142608 1
115  44.62797294 -093.22031685
120 Linear Feature 21
111  44.62664095 -093.22193748 1
115  44.62816431 -093.22082825
120 Linear Feature 21
111  44.62682942 -093.22244360 1
115  44.62835278 -093.22133436
120 Linear Feature 21
111  44.62701828 -093.22291116 1
115  44.62852738 -093.22181717
120 Linear Feature 21
111  44.62717962 -093.22340050 1
115  44.62870298 -093.22229125
120 Linear Feature 21
111  44.62732991 -093.22380990 1
115  44.62885328 -093.22270065
120 Linear Feature 21
111  44.62748311 -093.22421320 1
115  44.62900647 -093.22310395
120 Linear Feature 21
111  44.62763416 -093.22462590 1
115  44.62915752 -093.22351665
120 Linear Feature 21
111  44.62778621 -093.22503284 1
115  44.62930727 -093.22392223
120 Linear Feature 21
111  44.62793746 -093.22544328 1
115  44.62946083 -093.22433402
120 Linear Feature 21
111  44.62810982 -093.22585857 1
115  44.62961781 -093.22476209
120 Linear Feature 21
111  44.62829107 -093.22633656 1
115  44.62980013 -093.22523523
21  44.62960695 -093.23181946 2 115.5000 3.00 PAPI-LEFT-12
21  44.62691882 -093.22443964 3 296.3200 3.00 PAPI-RIGHT-30
14  44.62965307 -093.22854469 1000.66 0 Tower veiw point
1300  44.62761805 -093.22084265  81.18 hangar props Hangar 110
1301 A none 
1300  44.62767539 -093.22076172 116.80 hangar props Hangar 111
1301 A none 
1300  44.62745528 -093.22093548 118.18 hangar props Hangar 109
1301 A none 
1300  44.62728340 -093.22103821 119.69 hangar props Hangar 108
1301 A none 
1300  44.62710607 -093.22118355 116.93 hangar props Hangar 107
1301 A none 
1300  44.62691354 -093.22131591 114.33 hangar props Hangar 106
1301 A none 
1300  44.62671845 -093.22146617 115.42 hangar props Hangar 105
1301 A none 
1300  44.62688751 -093.22196278 118.14 hangar props Hangar 104
1301 A none 
1300  44.62704207 -093.22187151 115.62 hangar props Hangar 103
1301 A none 
1300  44.62718296 -093.22176891 116.57 hangar props Hangar 102
1301 A none 
1300  44.62734222 -093.22164963 117.62 hangar props Hangar 101
1301 A none 
1300  44.62750439 -093.22153412 118.42 hangar props Hangar 100
1301 A none 
1300  44.62767641 -093.22141452 118.27 hangar props Hangar 99
1301 A none 
1300  44.62783836 -093.22130657 120.96 hangar props Hangar 98
1301 A none 
1300  44.62830347 -093.22160202 118.39 hangar props Hangar 97
1301 A none 
1300  44.62709306 -093.22248405 117.72 hangar props Hangar 91
1301 A none 
1300  44.62723977 -093.22237547 119.23 hangar props Hangar 92
1301 A none 
1300  44.62737641 -093.22227161 119.36 hangar props Hangar 93
1301 A none 
1300  44.62752536 -093.22217876 118.34 hangar props Hangar 94
1301 A none 
1300  44.62765416 -093.22206546 116.83 hangar props Hangar 95
1301 A none 
1300  44.62778818 -093.22197314 118.47 hangar props Hangar 96
1301 A none 
1300  44.62728121 -093.22296874 116.57 hangar props Hangar 90
1301 A none 
1300  44.62742793 -093.22283970 117.55 hangar props Hangar 89
1301 A none 
1300  44.62754440 -093.22276259 115.87 hangar props Hangar 88
1301 A none 
1300  44.62764820 -093.22268831 115.53 hangar props Hangar 87
1301 A none 
1300  44.62777722 -093.22259541 116.57 hangar props Hangar 86
1301 A none 
1300  44.62829975 -093.22220564 116.27 hangar props Hangar 85
1301 A none 
1300  44.62849650 -093.22208327 117.61 hangar props Hangar 84
1301 A none 
1300  44.62866233 -093.22254353 117.00 hangar props Hangar 83
1301 A none 
1300  44.62851091 -093.22267414 118.14 hangar props Hangar 82
1301 A none 
1300  44.62838996 -093.22274811 115.44 hangar props Hangar 81
1301 A none 
1300  44.62821188 -093.22284568 117.22 hangar props Hangar 80
1301 A none 
1300  44.62771686 -093.22320919 116.29 hangar props Hangar 79
1301 A none 
1300  44.62756343 -093.22331463 115.71 hangar props Hangar 78
1301 A none 
1300  44.62744135 -093.22341691 116.31 hangar props Hangar 77
1301 A none 
1300  44.62758023 -093.22384338 114.78 hangar props Hangar 76
1301 A none 
1300  44.62773590 -093.22372378 114.78 hangar props Hangar 75
1301 A none 
1300  44.62818837 -093.22339016 118.66 hangar props Hangar 74
1301 A none 
1300  44.62830932 -093.22329889 116.87 hangar props Hangar 73
1301 A none 
1300  44.62843700 -093.22319975 117.35 hangar props Hangar 72
1301 A none 
1300  44.62857027 -093.22310533 118.44 hangar props Hangar 71
1301 A none 
1300  44.62870131 -093.22300933 116.57 hangar props Hangar 70
1301 A none 
1300  44.62882786 -093.22291963 116.94 hangar props Hangar 69
1301 A none 
1300  44.62816915 -093.22390963 115.53 hangar props Hangar 62
1301 A none 
1300  44.62830448 -093.22380341 117.76 hangar props Hangar 63
1301 A none 
1300  44.62845955 -093.22369330 116.70 hangar props Hangar 64
1301 A none 
1300  44.62860236 -093.22358998 117.18 hangar props Hangar 65
1301 A none 
1300  44.62873940 -093.22348605 115.82 hangar props Hangar 66
1301 A none 
1300  44.62886633 -093.22339294 117.82 hangar props Hangar 67
1301 A none 
1300  44.62898766 -093.22330507 116.19 hangar props Hangar 68
1301 A none 
1300  44.62813820 -093.22444711 116.79 hangar props Hangar 61
1301 A none 
1300  44.62826653 -093.22436515 115.77 hangar props Hangar 60
1301 A none 
1300  44.62840134 -093.22425496 119.42 hangar props Hangar 59
1301 A none 
1300  44.62851253 -093.22417059 117.33 hangar props Hangar 58
1301 A none 
1300  44.62864698 -093.22407646 116.30 hangar props Hangar 57
1301 A none 
1300  44.62877271 -093.22397901 118.05 hangar props Hangar 56
1301 A none 
1300  44.62889780 -093.22389523 117.10 hangar props Hangar 55
1301 A none 
1300  44.62901965 -093.22381964 118.23 hangar props Hangar 54
1301 A none 
1300  44.62913955 -093.22373312 113.75 hangar props Hangar 53
1301 A none 
1300  44.62928167 -093.22413584 117.55 hangar props Hangar 52
1301 A none 
1300  44.62911122 -093.22426513 117.48 hangar props Hangar 51
1301 A none 
1300  44.62897643 -093.22436762 115.74 hangar props Hangar 50
1301 A none 
1300  44.62884194 -093.22446888 119.75 hangar props Hangar 49
1301 A none 
1300  44.62872213 -093.22455005 116.10 hangar props Hangar 48
1301 A none 
1300  44.62859751 -093.22463873 116.57 hangar props Hangar 47
1301 A none 
1300  44.62847658 -093.22472730 118.67 hangar props Hangar 46
1301 A none 
1300  44.62835628 -093.22480673 119.48 hangar props Hangar 45
1301 A none 
1300  44.62823721 -093.22490488 119.00 hangar props Hangar 44
1301 A none 
1300  44.62811064 -093.22498659 117.28 hangar props Hangar 43
1301 A none 
1300  44.62818731 -093.22545957 116.05 hangar props Hangar 42
1301 A none 
1300  44.62831293 -093.22536698 118.30 hangar props Hangar 41
1301 A none 
1300  44.62842917 -093.22528052 117.62 hangar props Hangar 40
1301 A none 
1300  44.62856918 -093.22518887 118.61 hangar props Hangar 39
1301 A none 
1300  44.62873920 -093.22521118 296.31 hangar props Hangar 38
1301 A none 
1300  44.62880016 -093.22501968 119.26 hangar props Hangar 37
1301 A none 
1300  44.62893261 -093.22490729 116.57 hangar props Hangar 36
1301 A none 
1300  44.62906118 -093.22481214 117.63 hangar props Hangar 35
1301 A none 
1300  44.62919084 -093.22473495 118.86 hangar props Hangar 34
1301 A none 
1300  44.62931004 -093.22463800 116.97 hangar props Hangar 33
1301 A none 
1300  44.62943368 -093.22454830 117.27 hangar props Hangar 32
1301 A none 
1300  44.62835875 -093.22590981 118.71 hangar props Hangar 20
1301 A none 
1300  44.62848578 -093.22582602 116.31 hangar props Hangar 21
1301 A none 
1300  44.62866039 -093.22585152 298.50 hangar props Hangar 22
1301 A none 
1300  44.62866739 -093.22566683 117.24 hangar props Hangar 23
1301 A none 
1300  44.62880349 -093.22577503 299.05 hangar props Hangar 24
1301 A none 
1300  44.62880738 -093.22556848 118.07 hangar props Hangar 25
1301 A none 
1300  44.62894514 -093.22546190 118.30 hangar props Hangar 26
1301 A none 
1300  44.62909194 -093.22538312 115.02 hangar props Hangar 27
1301 A none 
1300  44.62923920 -093.22527038 117.82 hangar props Hangar 28
1301 A none 
1300  44.62938451 -093.22519740 114.89 hangar props Hangar 29
1301 A none 
1300  44.62951141 -093.22507038 119.13 hangar props Hangar 30
1301 A none 
1300  44.62962263 -093.22499279 118.39 hangar props Hangar 31
1301 A none 
1300  44.62991086 -093.22608134  99.39 hangar props Hangar 08
1301 A none 
1300  44.63003300 -093.22605339  98.65 hangar props Hangar 09
1301 A none 
1300  44.62981296 -093.22564947 295.94 hangar props Hangar 10
1301 A none 
1300  44.62969241 -093.22556159 117.78 hangar props Hangar 11
1301 A none 
1300  44.62955175 -093.22566323 118.44 hangar props Hangar 12
1301 A none 
1300  44.62939491 -093.22577707 116.57 hangar props Hangar 13
1301 A none 
1300  44.62925815 -093.22588089 116.23 hangar props Hangar 14
1301 A none 
1300  44.62909936 -093.22599473 119.25 hangar props Hangar 15
1301 A none 
1300  44.62892631 -093.22610402 116.87 hangar props Hangar 16
1301 A none 
1300  44.62880446 -093.22620602 115.32 hangar props Hangar 17
1301 A none 
1300  44.62870465 -093.22627523 117.20 hangar props Hangar 18
1301 A none 
1300  44.62861298 -093.22654667 295.80 hangar props Hangar 19
1301 A none 
1300  44.62960112 -093.22831168 206.92 hangar props Hangar 04
1301 A none 
1300  44.62983760 -093.22866462 205.33 hangar props Hangar 03
1301 A none 
1300  44.62993212 -093.22892711 207.41 hangar props Hangar 02
1301 A none 
1300  44.63004259 -093.22914307 210.19 hangar props Hangar 01
1301 A none 
1300  44.62930564 -093.22839982  28.47 tie_down props GA 07
1301 A general_aviation 
1300  44.62929051 -093.22858910 -149.50 tie_down props GA 06
1301 A general_aviation 
1300  44.62940070 -093.22866363  30.65 tie_down props GA 04
1301 A general_aviation 
1300  44.62874651 -093.22688911 118.51 hangar props Hangar 06
1301 A none 
1300  44.62892889 -093.22674904 116.83 hangar props Hangar 07
1301 A none 
1300  44.62905319 -093.22732842 180.00 hangar props Hangar 05
1301 A none 
1300  44.62916705 -093.22762698 270.87 tie_down props GA 10
1301 A general_aviation 
1300  44.62921674 -093.22771972 180.00 tie_down props GA 09
1301 A general_aviation 
1300  44.62924591 -093.22783811   1.33 tie_down props GA 08
1301 A general_aviation 
1300  44.62950235 -093.22856037 206.86 tie_down props GA 08
1301 A general_aviation 
1300  44.62962185 -093.22939130  32.64 tie_down props GA 03
1301 A general_aviation 
1300  44.62968342 -093.22953155  75.38 tie_down props GA 02
1301 A general_aviation 
1300  44.62900897 -093.22773379 205.44 tie_down props GA 12
1301 A general_aviation 
1300  44.62907160 -093.22790347 208.64 tie_down props GA 11
1301 A general_aviation 
1300  44.62977804 -093.22945505 116.87 tie_down props GA 01
1301 A general_aviation 
18  44.63032025 -093.22528185 1 BCN
19  44.62710491 -093.22812363 0 New Windsock 3
51 12300 CTAF/UNICOM
55 13470 MINNEAPOLIS APP/DEP
50 11800 WX AWOS-3
99
