I
1050 Generated by WorldEditor 2.2.0r2

1    533 0 0 KRBG Roseburg Rgnl
1300  43.24230983 -123.35797604 270.00 tie_down props Tie-Down 54
1301 A general_aviation 
1300  43.24224692 -123.35784723  90.00 tie_down props Tie-Down 53
1301 A general_aviation 
1300  43.24218620 -123.35797576 270.00 tie_down props Tie-Down 52
1301 A general_aviation 
1300  43.24212550 -123.35784554  90.12 tie_down props Tie-Down 51
1301 A general_aviation 
1300  43.24206252 -123.35797516 -90.49 tie_down props Tie-Down 50
1301 A general_aviation 
1300  43.24200031 -123.35784419  90.00 tie_down props Tie-Down 49
1301 A general_aviation 
1300  43.24193823 -123.35797598 270.00 tie_down props Tie-Down 48
1301 A general_aviation 
1300  43.24187616 -123.35784473  90.32 tie_down props Tie-Down 47
1301 A general_aviation 
1300  43.24285986 -123.35833338  90.07 tie_down props Tie-Down 46
1301 A general_aviation 
1300  43.24273981 -123.35833367  90.16 tie_down props Tie-Down 45
1301 A general_aviation 
1300  43.24261623 -123.35833386  89.89 tie_down props Tie-Down 44
1301 A general_aviation 
1300  43.24249308 -123.35833296  90.44 tie_down props Tie-Down 43
1301 A general_aviation 
1300  43.24237083 -123.35833340  90.00 tie_down props Tie-Down 42
1301 A general_aviation 
1300  43.24224667 -123.35833344  90.16 tie_down props Tie-Down 41
1301 A general_aviation 
1300  43.24212449 -123.35833190  90.00 tie_down props Tie-Down 40
1301 A general_aviation 
1300  43.24200209 -123.35833103  90.00 tie_down props Tie-Down 39
1301 A general_aviation 
1300  43.24187800 -123.35832956  90.27 tie_down props Tie-Down 38
1301 A general_aviation 
1300  43.23821522 -123.35745112 271.74 tie_down props Tie-Down 37
1301 A general_aviation 
1300  43.23815243 -123.35728664  90.00 tie_down props Tie-Down 36
1301 A general_aviation 
1300  43.23808896 -123.35745461 270.91 tie_down props Tie-Down 35
1301 A general_aviation 
1300  43.23802552 -123.35728733  91.30 tie_down props Tie-Down 34
1301 A general_aviation 
1300  43.23796278 -123.35745298 271.47 tie_down props Tie-Down 33
1301 A general_aviation 
1300  43.23760264 -123.35745147 270.00 tie_down props Tie-Down 32
1301 A general_aviation 
1300  43.23754045 -123.35728633  91.02 tie_down props Tie-Down 31
1301 A general_aviation 
1300  43.23747643 -123.35745212 270.00 tie_down props Tie-Down 30
1301 A general_aviation 
1300  43.23741340 -123.35728555  89.99 tie_down props Tie-Down 29
1301 A general_aviation 
1300  43.23734972 -123.35745033 271.43 tie_down props Tie-Down 28
1301 A general_aviation 
1300  43.23728785 -123.35728602  90.00 tie_down props Tie-Down 27
1301 A general_aviation 
1300  43.23722523 -123.35745141 272.12 tie_down props Tie-Down 26
1301 A general_aviation 
1300  43.23715922 -123.35729305  90.75 tie_down props Tie-Down 25
1301 A general_aviation 
1300  43.23709863 -123.35745348 270.00 tie_down props Tie-Down 24
1301 A general_aviation 
1300  43.23703566 -123.35729688  90.00 tie_down props Tie-Down 23
1301 A general_aviation 
1300  43.23696883 -123.35744930 270.00 tie_down props Tie-Down 22
1301 A general_aviation 
1300  43.23690886 -123.35729136  90.60 tie_down props Tie-Down 21
1301 A general_aviation 
1300  43.23570831 -123.35695102   0.00 tie_down props Tie-Down 20
1301 A general_aviation 
1300  43.23556782 -123.35705142 180.00 tie_down props Tie-Down 19
1301 A general_aviation 
1300  43.23570795 -123.35715512   0.00 tie_down props Tie-Down 18
1301 A general_aviation 
1300  43.23556807 -123.35725407 179.64 tie_down props Tie-Down 17
1301 A general_aviation 
1300  43.23570813 -123.35735680 359.54 tie_down props Tie-Down 16
1301 A general_aviation 
1300  43.23528709 -123.35709257 358.94 tie_down props Tie-Down 15
1301 A general_aviation 
1300  43.23519304 -123.35717647 178.75 tie_down props Tie-Down 14
1301 A general_aviation 
1300  43.23528691 -123.35726157   1.25 tie_down props Tie-Down 13
1301 A general_aviation 
1300  43.23519586 -123.35734805 180.00 tie_down props Tie-Down 12
1301 A general_aviation 
1300  43.23528689 -123.35743086   0.00 tie_down props Tie-Down 11
1301 A general_aviation 
1300  43.23519472 -123.35751489 180.00 tie_down props Tie-Down 10
1301 A general_aviation 
1300  43.23528662 -123.35760063   0.02 tie_down props Tie-Down 9
1301 A general_aviation 
1300  43.23493074 -123.35692272   0.75 tie_down props Tie-Down 8
1301 A general_aviation 
1300  43.23493086 -123.35709145 359.05 tie_down props Tie-Down 7
1301 A general_aviation 
1300  43.23483699 -123.35717589 179.36 tie_down props Tie-Down 6
1301 A general_aviation 
1300  43.23493093 -123.35726133   0.00 tie_down props Tie-Down 5
1301 A general_aviation 
1300  43.23483730 -123.35734563 178.84 tie_down props Tie-Down 4
1301 A general_aviation 
1300  43.23493027 -123.35742905   0.00 tie_down props Tie-Down 3
1301 A general_aviation 
1300  43.23483639 -123.35751507 180.00 tie_down props Tie-Down 2
1301 A general_aviation 
1300  43.23493084 -123.35759889   0.88 tie_down props Tie-Down 1
1301 A general_aviation 
1300  43.23455276 -123.35700583   0.52 tie_down props Cargo 3
1301 A cargo 
1300  43.23455298 -123.35730659   0.00 tie_down props Cargo 2
1301 A cargo 
1300  43.23454597 -123.35760806   0.82 tie_down props Cargo 1
1301 A cargo 
1300  43.23412714 -123.35699702   0.00 tie_down props Apron 3
1301 A general_aviation 
1300  43.23412655 -123.35733007   0.00 tie_down props Apron 2
1301 A general_aviation 
1300  43.23413082 -123.35765849   0.00 tie_down props Apron 1
1301 A general_aviation 
18  43.23604991 -123.35859746 1 BCN
19  43.23645810 -123.35730285 1 WS
19  43.23655378 -123.35499894 1 WS
50 13547 Roseburg ASOS
51 12280 Roseburg Unicom
99
