A
1050 Generated by WorldEditor 1.6.0r1

1    131 1 0 KFMH Cape Cod CGAS
112  41.66515431 -070.53941351  41.66517904 -070.53945302
111  41.66528752 -070.53957474
111  41.66585694 -070.54024199
112  41.66601459 -070.54035455  41.66613255 -070.54040145
111  41.66626334 -070.54027170
111  41.66664055 -070.53988243
112  41.66673865 -070.53975581  41.66677836 -070.53968389
111  41.66678101 -070.53955131
111  41.66685407 -070.53881472
111  41.66687028 -070.53879789
111  41.66718671 -070.53846932
111  41.66681205 -070.53780102
111  41.66655563 -070.53734363
111  41.66304918 -070.53124008 102
111  41.66300760 -070.53124301 102
111  41.66298426 -070.53121078 102
111  41.66274791 -070.53106822 102
111  41.66168051 -070.53110868 102
111  41.66161546 -070.53105669 102
111  41.66101668 -070.53107662 102
112  41.66087589 -070.53118709  41.66081278 -070.53128846 102
111  41.66083906 -070.53145151
111  41.66064136 -070.53110704
111  41.66071674 -070.53108714
111  41.66056279 -070.53081999 102
111  41.66076909 -070.53081150 102
112  41.66081892 -070.53078719  41.66084558 -070.53076945
111  41.66081892 -070.53078719
112  41.66081892 -070.53078719  41.66085156 -070.53076547
112  41.66090502 -070.53066334  41.66091999 -070.53059968
111  41.66090502 -070.53066334
112  41.66090502 -070.53066334  41.66093221 -070.53054767
111  41.66088080 -070.53046497
111  41.66004349 -070.52899786
111  41.65989396 -070.52888739
111  41.65973084 -070.52884970
112  41.65957549 -070.52891988  41.65949102 -070.52901085
111  41.65957549 -070.52891988
112  41.65957549 -070.52891988  41.65952988 -070.52896900
112  41.65952786 -070.52910018  41.65953192 -070.52915762
111  41.65952786 -070.52910018
112  41.65952786 -070.52910018  41.65953132 -070.52914912 102
111  41.65954214 -070.52918624
111  41.65904671 -070.52832174 102
112  41.65916115 -070.52845266  41.65921649 -070.52850335
111  41.65928669 -070.52852388
111  41.66009199 -070.52864397
111  41.66127311 -070.53069963
111  41.66137866 -070.53076871 102
111  41.66141729 -070.53079399 102
111  41.66161274 -070.53078541 102
111  41.66167683 -070.53072965 102
111  41.66255476 -070.53069964 102
112  41.66259748 -070.53061100  41.66260175 -070.53055953 102
111  41.66258789 -070.53052231
111  41.66231779 -070.53053269
112  41.66245607 -070.53042025  41.66248036 -070.53032558
111  41.66245607 -070.53042025
112  41.66245607 -070.53042025  41.66248579 -070.53030436
111  41.66246983 -070.53023606
111  41.66069480 -070.52712652
112  41.66063606 -070.52703531  41.66060669 -070.52700701 102
111  41.66055499 -070.52698027 102
111  41.65995341 -070.52689678 102
111  41.65840907 -070.52668242 102
112  41.65828518 -070.52668099  41.65824567 -070.52669529 102
111  41.65820188 -070.52676104 102
112  41.65818585 -070.52681251  41.65818692 -070.52683395 102
111  41.65819814 -070.52684103
111  41.65792088 -070.52712480 102
112  41.65794875 -070.52696975  41.65794982 -070.52688970 102
111  41.65792952 -070.52683395 102
111  41.65779602 -070.52659379 102
111  41.65757563 -070.52656174 102
112  41.65745174 -070.52655888  41.65740368 -070.52657031
111  41.65745174 -070.52655888
112  41.65745174 -070.52655888  41.65738659 -070.52657317 102
111  41.65732908 -070.52668545
111  41.65698314 -070.52726335
112  41.65700882 -070.52783365  41.65719631 -070.52804405
111  41.65700882 -070.52783365
112  41.65700882 -070.52783365  41.65710106 -070.52792098
111  41.65723077 -070.52782733
111  41.65684346 -070.52822222
111  41.65681686 -070.52868725
111  41.65673482 -070.52870275
112  41.65646072 -070.52875313  41.65636613 -070.52876476
111  41.65630726 -070.52876605
111  41.65590383 -070.52877639
111  41.65584785 -070.52879964
111  41.65580656 -070.52883517
111  41.65550799 -070.52895405
112  41.65544306 -070.52901263  41.65541680 -070.52905949
111  41.65543486 -070.52911148
111  41.65549597 -070.52942676
111  41.65494127 -070.52963933
111  41.65481844 -070.52912758
111  41.65488680 -070.52910900
111  41.65490282 -070.52895605
111  41.65480990 -070.52878452
111  41.65476397 -070.52879595
111  41.65475436 -070.52875879
111  41.65477892 -070.52874878
111  41.65475115 -070.52873163
111  41.65472018 -070.52858868
111  41.65466571 -070.52860583
111  41.65453434 -070.52839285
111  41.65451561 -070.52839807
111  41.65450871 -070.52839999
111  41.65449162 -070.52833138
111  41.65432664 -070.52840482
112  41.65438538 -070.52828432  41.65440535 -070.52821042
111  41.65438891 -070.52816954 53
112  41.65435131 -070.52809721  41.65433839 -070.52807048 53
111  41.65432664 -070.52801859 53
111  41.65409498 -070.52699889
111  41.65411496 -070.52697687
111  41.65410045 -070.52691073
111  41.65405739 -070.52671429
112  41.65396693 -070.52658221  41.65389409 -070.52653504
111  41.65383483 -070.52652821
111  41.65296208 -070.52749316
112  41.65288689 -070.52765983  41.65288336 -070.52776990
111  41.65292918 -070.52785638
111  41.65306886 -070.52808494
111  41.65310753 -070.52814822
111  41.65295832 -070.52833533
111  41.65277622 -070.52803344
112  41.65267049 -070.52793438  41.65259530 -070.52789979
111  41.65251541 -070.52795010
111  41.65105734 -070.52952208
111  41.65118550 -070.52948830
112  41.65123502 -070.52957796  41.65127192 -070.52961045
111  41.65132056 -070.52959675
111  41.65149683 -070.52953968
111  41.65160487 -070.52959866
111  41.65162200 -070.52959353
111  41.65351812 -070.52902582
111  41.65342652 -070.52920296
111  41.65329705 -070.52945336
111  41.65322523 -070.52940170
111  41.65182322 -070.52981569
112  41.65165832 -070.53001926  41.65160572 -070.53012200
111  41.65162136 -070.53025517
111  41.65145078 -070.53027800
111  41.65142803 -070.53016956
111  41.65160999 -070.52992985
111  41.65048127 -070.53025137
111  41.65036044 -070.53040166
111  41.65031068 -070.53032937
111  41.65029220 -070.53034649
113  41.65024664 -070.53027211
111  41.65430147 -070.52685174
112  41.65431204 -070.52688476  41.65432026 -070.52690206
111  41.65433837 -070.52689509
111  41.65454734 -070.52785780
112  41.65466248 -070.52808041  41.65474920 -070.52817934
111  41.65486434 -070.52813749
111  41.65644570 -070.52751612
112  41.65655849 -070.52745794  41.65659843 -070.52742649
111  41.65664425 -070.52734944
111  41.65670065 -070.52723937
111  41.65673589 -070.52724881
111  41.65699788 -070.52680066 102
112  41.65701315 -070.52658995  41.65696968 -070.52645786 102
111  41.65689802 -070.52646101 102
111  41.65494072 -070.52617677 102
111  41.65435300 -070.52609142 102
111  41.65429661 -070.52615432
111  41.65433186 -070.52623608
112  41.65424022 -070.52629898  41.65421320 -070.52633042
111  41.65420615 -070.52642320
113  41.65429486 -070.52682203
111  41.65711657 -070.52621603 102
112  41.65731559 -070.52612781  41.65739830 -070.52600328 102
111  41.65736340 -070.52583895 102
111  41.65652059 -070.52436848 102
111  41.65639031 -070.52414117 102
112  41.65627529 -070.52403739  41.65620421 -070.52401490 102
111  41.65611633 -070.52407025
111  41.65486300 -070.52542345 102
112  41.65478907 -070.52563083  41.65477912 -070.52578875
111  41.65478907 -070.52563083
112  41.65478907 -070.52563083  41.65478055 -070.52586676 102
113  41.65496532 -070.52591556 102
112  41.65667930 -070.52414899  41.65669532 -070.52414899
111  41.65670600 -070.52413756
111  41.65679764 -070.52391584
111  41.65667310 -070.52367683
111  41.65720531 -070.52310131
111  41.65723115 -070.52312647
111  41.65728167 -070.52302112
111  41.65792784 -070.52232451
111  41.65809114 -070.52260913
111  41.65691160 -070.52387811
111  41.65690690 -070.52389383
111  41.65684111 -070.52393786
111  41.65674712 -070.52417373
112  41.65672480 -070.52423505  41.65671892 -070.52426336
111  41.65673890 -070.52430110 102
111  41.65707020 -070.52487661
112  41.65712542 -070.52489863  41.65715949 -070.52490020
111  41.65718886 -070.52486561
111  41.65742970 -070.52461559
112  41.65749315 -070.52452596  41.65750137 -070.52448193
111  41.65746025 -070.52440330
111  41.65749197 -070.52436399
111  41.65767642 -070.52469264
111  41.65765175 -070.52472094
111  41.65759536 -070.52464232
112  41.65755541 -070.52459672  41.65753779 -070.52459357
111  41.65748962 -070.52461087
111  41.65719944 -070.52490806
112  41.65716536 -070.52497096  41.65715832 -070.52499140
111  41.65716301 -070.52504749 102
111  41.65788449 -070.52630649 102
111  41.65795414 -070.52633313 102
111  41.65997780 -070.52662168 102
111  41.66012732 -070.52664300 102
112  41.66026617 -070.52662584  41.66031210 -070.52660440 102
111  41.66034520 -070.52652006
111  41.65786640 -070.52218674
111  41.65658009 -070.52357187 102
112  41.65650255 -070.52376041  41.65649092 -070.52387629 102
111  41.65654003 -070.52395932 102
113  41.65664471 -070.52413748
110 1 0.00 0.0000 SW Tarmac
111  41.65594222 -070.52966544
111  41.65594509 -070.52967890
111  41.65590774 -070.52969428
111  41.65594365 -070.52989810
111  41.65598388 -070.52989041
111  41.65599681 -070.52997117
111  41.65618932 -070.52991541
111  41.65619219 -070.52993079
111  41.65617018 -070.52994135
111  41.65619683 -070.53007165
112  41.65620162 -070.53009408  41.65620521 -070.53010209
111  41.65621838 -070.53010369
111  41.65667331 -070.53010049
112  41.65681099 -070.53009408  41.65683853 -070.53008927
111  41.65687684 -070.53008927
111  41.65685448 -070.52996156
111  41.65684873 -070.52991926
111  41.65735156 -070.52977697
111  41.65728835 -070.52945393
111  41.65677259 -070.52960776
111  41.65672728 -070.52936694
111  41.65686008 -070.52932014
112  41.65694181 -070.52927065  41.65697393 -070.52922423
111  41.65698698 -070.52917913
111  41.65700733 -070.52896117
112  41.65700853 -070.52889551  41.65700853 -070.52885865
111  41.65696927 -070.52879067
111  41.65712562 -070.52880875
111  41.65710547 -070.52896681
112  41.65710467 -070.52908745  41.65711903 -070.52915791
111  41.65716848 -070.52916645
111  41.65729850 -070.52914083
112  41.65739820 -070.52915364  41.65744367 -070.52917926
111  41.65746521 -070.52927855
111  41.65755375 -070.52977712
112  41.65754019 -070.52993727  41.65750589 -070.53000773
111  41.65745165 -070.53001840
111  41.65722910 -070.53009100
112  41.65712461 -070.53013050  41.65705522 -070.53016360
111  41.65701565 -070.53022761
112  41.65697261 -070.53028637  41.65694747 -070.53032322
111  41.65690557 -070.53042417
111  41.65674874 -070.53044500
111  41.65672484 -070.53029124
112  41.65669591 -070.53023115  41.65667296 -070.53021513
111  41.65665401 -070.53020978
111  41.65657319 -070.53020845
112  41.65654127 -070.53021246  41.65652531 -070.53021379
111  41.65652630 -070.53024450
111  41.65653628 -070.53033530
111  41.65634972 -070.53037136
111  41.65633586 -070.53026781
112  41.65633009 -070.53022995  41.65632605 -070.53021835
111  41.65631046 -070.53021449
111  41.65616979 -070.53021449
112  41.65604807 -070.53021849  41.65601415 -070.53022117
111  41.65596726 -070.53024387
112  41.65590441 -070.53025321  41.65587647 -070.53024520
111  41.65587401 -070.53016916
111  41.65582229 -070.53018578
111  41.65570437 -070.52951571
111  41.65599496 -070.52938942
111  41.65607246 -070.52935532
111  41.65609911 -070.52947354
113  41.65613185 -070.52960391
110 2 0.00 0.0000 SW Tarmac
111  41.66655563 -070.53734363
111  41.66681205 -070.53780102
111  41.66718671 -070.53846932 102
111  41.66685407 -070.53881472 102
111  41.66678101 -070.53955131 102
112  41.66673865 -070.53975581  41.66669894 -070.53982772 102
111  41.66664055 -070.53988243 102
111  41.66626334 -070.54027170 102
112  41.66601459 -070.54035455  41.66589664 -070.54030765 102
111  41.66585694 -070.54024199 102
111  41.66528752 -070.53957474 102
112  41.66515431 -070.53941351  41.66512959 -070.53937401 102
111  41.66501632 -070.53917861 102
111  41.66246892 -070.53474002 102
111  41.66245536 -070.53473789 102
112  41.66241468 -070.53471440  41.66239554 -070.53471440 102
111  41.66237400 -070.53471120 102
111  41.66237081 -070.53470266 102
111  41.66056898 -070.53585224 53 102
111  41.66044087 -070.53593397
111  41.66023206 -070.53606720
111  41.66014883 -070.53584619
111  41.65989306 -070.53512404
111  41.65992781 -070.53510208
111  41.65986314 -070.53491993
111  41.65982261 -070.53494060
111  41.65956202 -070.53421200
111  41.65955105 -070.53422023
111  41.65944870 -070.53391445
111  41.65949647 -070.53388603
111  41.65925017 -070.53317836
111  41.65934784 -070.53311583
111  41.65933298 -070.53307462
111  41.65939768 -070.53303254
111  41.65952343 -070.53294959 102
111  41.65970881 -070.53283021 102
112  41.65977251 -070.53270516  41.65978418 -070.53263553 102
111  41.65976189 -070.53256021 102
111  41.65966046 -070.53228274 102
112  41.65953402 -070.53212513  41.65944812 -070.53211867 102
111  41.65941241 -070.53216518 102
111  41.65870639 -070.53288218
111  41.65737122 -070.53055299
111  41.65730752 -070.53062546
111  41.65714614 -070.53035974
111  41.65710155 -070.53040947
111  41.65704741 -070.53032421
111  41.65709731 -070.53027306
111  41.65706546 -070.53022758
111  41.65701565 -070.53022761
112  41.65712461 -070.53013050  41.65719401 -070.53009740
111  41.65722910 -070.53009100
111  41.65745165 -070.53001840
112  41.65754019 -070.52993727  41.65757448 -070.52986680
111  41.65755375 -070.52977712
111  41.65746521 -070.52927855
112  41.65739820 -070.52915364  41.65735274 -070.52912802
111  41.65729850 -070.52914083
111  41.65716848 -070.52916645
112  41.65710467 -070.52908745  41.65709031 -070.52901699
111  41.65710547 -070.52896681
111  41.65712562 -070.52880875
111  41.65696927 -070.52879067 102
112  41.65690727 -070.52872488  41.65687542 -070.52871972 102
111  41.65682523 -070.52872230 102
111  41.65673643 -070.52874039
111  41.65674126 -070.52881143
111  41.65672485 -070.52885794
111  41.65677492 -070.52924173
111  41.65689685 -070.52920875
111  41.65692126 -070.52895085
111  41.65700733 -070.52896117
111  41.65698806 -070.52917781
112  41.65694181 -070.52927065  41.65690970 -070.52931707
111  41.65686088 -070.52932051
111  41.65672728 -070.52936694
112  41.65662323 -070.52938585  41.65657570 -070.52939789
111  41.65644081 -070.52941336
111  41.65625069 -070.52944603
112  41.65615178 -070.52945119  41.65612351 -070.52946322
111  41.65609911 -070.52947354
111  41.65607246 -070.52935532
111  41.65599496 -070.52938942
111  41.65588356 -070.52881643
111  41.65584785 -070.52879964
111  41.65590383 -070.52877639
111  41.65630726 -070.52876605
112  41.65646072 -070.52875313  41.65655530 -070.52874151
111  41.65673482 -070.52870275
111  41.65681686 -070.52868725
111  41.65684346 -070.52822222
111  41.65723077 -070.52782733
111  41.65792088 -070.52712480
111  41.65819814 -070.52684103 102
111  41.65904671 -070.52832174
111  41.65954214 -070.52918624 102
111  41.66040503 -070.53069195 102
111  41.66056279 -070.53081999
111  41.66071674 -070.53108714
111  41.66064136 -070.53110704
111  41.66083906 -070.53145151 102
111  41.66403740 -070.53702428 102
111  41.66408783 -070.53711216 102
111  41.66530778 -070.53923778 102
112  41.66561731 -070.53942118  41.66581231 -070.53945334 102
111  41.66598407 -070.53931043 102
111  41.66640362 -070.53888318 102
111  41.66641069 -070.53885291 102
112  41.66662689 -070.53836488  41.66669613 -070.53805088
111  41.66662689 -070.53836488
112  41.66662689 -070.53836488  41.66676537 -070.53775957 102
113  41.66654352 -070.53735288 102
111  41.65982556 -070.53176226 102
112  41.65977788 -070.53185323  41.65976747 -070.53191485 102
111  41.65979104 -070.53197207 102
111  41.65978172 -070.53197794 102
111  41.66091314 -070.53512496 102
111  41.66092197 -070.53511905 102
112  41.66098905 -070.53520057  41.66103848 -070.53523956 102
111  41.66109850 -070.53519821 102
111  41.66110231 -070.53521158 102
111  41.66219325 -070.53451361 102
111  41.66219131 -070.53450061 102
112  41.66222141 -070.53443563  41.66223500 -070.53439014 102
111  41.66222044 -070.53431996 102
111  41.66223015 -070.53431606 102
111  41.66052129 -070.53134787 102
112  41.66042243 -070.53127225  41.66034210 -070.53124862 102
111  41.66030892 -070.53127611 102
111  41.66029931 -070.53126753 102
113  41.65982121 -070.53175085 102
111  41.65779928 -070.53033656
111  41.65772452 -070.53041090 102
112  41.65799473 -070.53047523  41.65815494 -070.53028939
111  41.65799473 -070.53047523
112  41.65799473 -070.53047523  41.65813892 -070.53026366 102
111  41.65801503 -070.52997489 102
111  41.65766578 -070.52935734 102
112  41.65760276 -070.52928158  41.65756325 -070.52924584 102
111  41.65751732 -070.52923011
111  41.65765403 -070.53003350
113  41.65762840 -070.53004494
130 Boundary
111  41.64362185 -070.52597752
111  41.64334932 -070.52514755
112  41.64345158 -070.52488125  41.64358702 -070.52474070
111  41.64373948 -070.52454024
111  41.65023544 -070.51723396
111  41.64955484 -070.51602486
111  41.64908916 -070.51652554
111  41.64843244 -070.51534308
111  41.64916080 -070.51444291
111  41.64898966 -070.51412332
111  41.64899762 -070.51238157
111  41.64697571 -070.50839211
111  41.65123843 -070.50614433
112  41.65157674 -070.50614433  41.65175187 -070.50621890
111  41.65185933 -070.50642664
111  41.65284268 -070.50814881
111  41.65314119 -070.50791206
111  41.65321029 -070.50731650
111  41.65582605 -070.50434982
111  41.65725126 -070.50461968
111  41.65780949 -070.50557664
111  41.65774204 -070.50705357
111  41.66050105 -070.50778605
111  41.66286259 -070.51081825
111  41.66303506 -070.51051191
111  41.66327055 -070.51054299
111  41.66425232 -070.51021445
111  41.66758130 -070.50656383
111  41.66903325 -070.50873760
112  41.66926728 -070.50820692  41.66939146 -070.50803429
111  41.66963027 -070.50785527
111  41.67027028 -070.50753559
111  41.67136879 -070.50819411
111  41.66979744 -070.50989486
111  41.67116342 -070.51229254
111  41.66783830 -070.51566453
111  41.66626615 -070.51606412
111  41.66551598 -070.52597909
112  41.66520016 -070.52700194  41.66499956 -070.52740088
111  41.66470726 -070.52825246
111  41.67250226 -070.54192185
111  41.67247838 -070.54208703
111  41.66508146 -070.54680294
111  41.66468959 -070.54654208
111  41.66417615 -070.54639291
111  41.66412441 -070.54642487
111  41.66331246 -070.54631299
111  41.65885478 -070.53342188
111  41.65855866 -070.53361366
111  41.65812810 -070.53251694
111  41.65724600 -070.53099136
111  41.65709245 -070.53049296
111  41.65629118 -070.53088320
111  41.65587251 -070.53078448
111  41.65510184 -070.53048962
111  41.65323450 -070.53101788
111  41.65303549 -070.53079149
111  41.65231243 -070.53130641
111  41.65211941 -070.53170473
111  41.65209253 -070.53237262
111  41.65162542 -070.53299406
111  41.65090955 -070.53376717
111  41.65080728 -070.53344905
111  41.64915719 -070.53439229
111  41.64858178 -070.53329951
112  41.64755690 -070.53351257  41.64717215 -070.53365016
111  41.64679072 -070.53402300
111  41.64624367 -070.53286249
111  41.64639624 -070.53267607
112  41.64640287 -070.53260949  41.64640287 -070.53255179
111  41.64641282 -070.53243639
111  41.64629673 -070.53047901
111  41.64599491 -070.53014613
111  41.64525858 -070.53069206
113  41.64417400 -070.52739875
120 Linear Feature 11
111  41.66444905 -070.52181852 51
111  41.66460051 -070.52183558 51
111  41.66468297 -070.52184487 51
115  41.66476095 -070.52185366
120 Linear Feature 12
112  41.66468297 -070.52184487  41.66468945 -070.52179283 1
111  41.66464608 -070.52178667 1
112  41.66460051 -070.52183558  41.66459774 -070.52189134 1
113  41.66464052 -070.52190190 1
120 Linear Feature 12
112  41.66471923 -070.52147915  41.66472571 -070.52142711 1
111  41.66468218 -070.52141867 1
112  41.66463766 -070.52147021  41.66463489 -070.52152597 1
113  41.66467662 -070.52153390 1
120 Linear Feature 11
111  41.66447144 -070.52145200 51
111  41.66463766 -070.52147021 51
111  41.66471923 -070.52147915 51
115  41.66478846 -070.52148673
120 Linear Feature 6
111  41.66450165 -070.52215613 51
111  41.66467014 -070.52217995 51
111  41.66484378 -070.52220449 51
111  41.66493691 -070.52221713 51
111  41.66506209 -070.52223411 51
111  41.66514837 -070.52224582 51
112  41.66527126 -070.52232101  41.66531014 -070.52240155 51
115  41.66530109 -070.52245151
120 Linear Feature 10
111  41.66514837 -070.52224582 51
112  41.66524349 -070.52218843  41.66529070 -070.52212028 51
115  41.66528607 -070.52201619
120 Linear Feature 9
111  41.66506209 -070.52223411 51
112  41.66513982 -070.52231234  41.66517222 -070.52238048 51
115  41.66516074 -070.52243373
120 Linear Feature 8
111  41.66493691 -070.52221713 51
112  41.66502041 -070.52230614  41.66504725 -070.52237305 51
115  41.66503895 -070.52241831
120 Linear Feature 7
111  41.66484378 -070.52220449 51
112  41.66491489 -070.52229375  41.66493988 -070.52235322 51
115  41.66493147 -070.52240469
120 Linear Feature 5
111  41.66476240 -070.52108391 51
112  41.66479873 -070.52111618  41.66481817 -070.52113972 51
111  41.66481169 -070.52117689 51
111  41.66478846 -070.52148673 51
111  41.66476095 -070.52185366 51
111  41.66474450 -070.52207301 51
112  41.66472137 -070.52214202  41.66470363 -070.52216474 51
115  41.66467014 -070.52217995
120 Linear Feature 4
111  41.66503450 -070.52111249 51
112  41.66512271 -070.52106042  41.66515789 -070.52101086 51
111  41.66515789 -070.52096253 51
115  41.66516788 -070.52079501
120 Linear Feature 3
111  41.66525848 -070.52128460 51
112  41.66523471 -070.52118681  41.66520972 -070.52115211 51
115  41.66515333 -070.52112744
120 Linear Feature 2
111  41.66526871 -070.52114196 51
112  41.66535783 -070.52108495  41.66539781 -070.52102548 51
111  41.66539115 -070.52095708 51
111  41.66540226 -070.52080244 51
111  41.66519343 -070.52077122 51
112  41.66517788 -070.52077717  41.66517233 -070.52078460 51
111  41.66516788 -070.52079501 51
112  41.66515789 -070.52076924  41.66515233 -070.52076304 51
111  41.66514030 -070.52076552 51
111  41.66497183 -070.52073826 51
112  41.66494499 -070.52074693  41.66494128 -070.52075932 51
111  41.66494036 -070.52076924 51
111  41.66492370 -070.52095262 51
112  41.66489037 -070.52103316  41.66486445 -070.52106290 51
115  41.66481223 -070.52108969
120 Linear Feature 1
111  41.66455099 -070.52105939 51
111  41.66476240 -070.52108391 51
111  41.66481223 -070.52108969 51
111  41.66503450 -070.52111249 51
111  41.66515333 -070.52112744 51
111  41.66526871 -070.52114196 51
111  41.66533561 -070.52115038 51
112  41.66541781 -070.52121877  41.66543780 -070.52127082 51
115  41.66543810 -070.52130750
120 Linear Feature 91
111  41.66466628 -070.51789615 51
112  41.66462390 -070.51779511  41.66457548 -070.51776193 51
111  41.66456338 -070.51776456 51
112  41.66464350 -070.51771485  41.66467867 -070.51767859 51
115  41.66468662 -070.51761362
120 Linear Feature 90
111  41.66402888 -070.51768823 51
115  41.66456338 -070.51776456
120 Linear Feature 89
111  41.66462259 -070.51850301 51
112  41.66467011 -070.51843304  41.66470664 -070.51840860 51
111  41.66473237 -070.51840748 51
112  41.66467094 -070.51836748  41.66462944 -070.51832748 51
115  41.66463804 -070.51828838
120 Linear Feature 88
111  41.66521631 -070.51847193 51
115  41.66473237 -070.51840748
120 Linear Feature 87
111  41.66527335 -070.51856853 51
112  41.66525367 -070.51850082  41.66523208 -070.51847638 51
111  41.66521631 -070.51847193 51
112  41.66526114 -070.51845526  41.66527359 -070.51843971 51
115  41.66528506 -070.51838952
120 Linear Feature 86
111  41.66441638 -070.51976790 51
111  41.66411838 -070.51972567 51
112  41.66403454 -070.51980345  41.66399220 -070.51986568 51
111  41.66393078 -070.51985901 51
112  41.66385026 -070.51981234  41.66383615 -070.51976234 51
111  41.66384030 -070.51973345 51
111  41.66384777 -070.51962567 51
112  41.66388180 -070.51955344  41.66390670 -070.51953900 51
111  41.66393410 -070.51954344 51
112  41.66403703 -070.51961456  41.66408434 -070.51968234
111  41.66403703 -070.51961456
112  41.66403703 -070.51961456  41.66407687 -070.51969678 51
115  41.66411838 -070.51972567
120 Linear Feature 85
111  41.66452014 -070.51992617 51
112  41.66448196 -070.51981679  41.66444294 -070.51976678 51
111  41.66441638 -070.51976790 51
112  41.66449856 -070.51971789  41.66453342 -070.51967678 51
115  41.66454381 -070.51959740
120 Linear Feature 84
111  41.66442643 -070.52118942 51
112  41.66447282 -070.52108995  41.66450464 -070.52105939 51
111  41.66455099 -070.52105939 51
112  41.66448251 -070.52100384  41.66445553 -070.52095846 51
115  41.66444710 -070.52090043
120 Linear Feature 83
111  41.66440071 -070.52154884 51
112  41.66442924 -070.52147145  41.66444930 -070.52145478 51
111  41.66447144 -070.52145200 51
112  41.66442855 -070.52141218  41.66440849 -070.52138255 51
115  41.66441688 -070.52132291
120 Linear Feature 82
111  41.66437448 -070.52191554 51
112  41.66440722 -070.52183292  41.66442873 -070.52181692 51
111  41.66444905 -070.52181852 51
112  41.66440363 -070.52178011  41.66438690 -070.52175291 51
115  41.66439011 -070.52169698
120 Linear Feature 81
111  41.66434478 -070.52233064 51
112  41.66439527 -070.52218973  41.66443471 -070.52215613 51
111  41.66450165 -070.52215613 51
112  41.66440363 -070.52209533  41.66437136 -070.52204252 51
115  41.66436970 -070.52198228
120 Linear Feature 80
111  41.66379510 -070.52206779 51
112  41.66366468 -070.52199100  41.66363312 -070.52192188 51
111  41.66364173 -070.52181628 51
112  41.66370054 -070.52163003  41.66375935 -070.52158971 51
111  41.66380812 -070.52159739 51
115  41.66428577 -070.52166267
120 Linear Feature 79
111  41.66420072 -070.52276028 51
111  41.66379364 -070.52271228 51
112  41.66375878 -070.52272672  41.66374799 -070.52273895 51
111  41.66375131 -070.52276117 51
111  41.66374882 -070.52283784 51
112  41.66369901 -070.52289228  41.66365336 -070.52288895 51
111  41.66365253 -070.52283339 51
111  41.66365087 -070.52272895 51
112  41.66369901 -070.52266117  41.66373886 -070.52266450 51
111  41.66374135 -070.52268339 51
112  41.66375629 -070.52270006  41.66376542 -070.52270339 51
115  41.66379364 -070.52271228
120 Linear Feature 78
111  41.66430355 -070.52290688 51
112  41.66427335 -070.52280473  41.66423531 -070.52277417
111  41.66427335 -070.52280473
112  41.66427335 -070.52280473  41.66422908 -070.52276121 51
111  41.66420072 -070.52276028 51
112  41.66428442 -070.52271584  41.66432177 -070.52267695 51
115  41.66432529 -070.52260304
120 Linear Feature 73
111  41.65047338 -070.51229496 51
112  41.65039926 -070.51230716  41.65037137 -070.51229250 51
111  41.65035443 -070.51227117 51
111  41.65014226 -070.51190057 51
112  41.65008050 -070.51185658  41.65004564 -070.51183925 51
111  41.65001585 -070.51186624 51
112  41.64999185 -070.51196056  41.64999683 -070.51200588 51
111  41.65002273 -070.51205921 51
111  41.65021697 -070.51239381 51
112  41.65028769 -070.51244714  41.65032057 -070.51244714
111  41.65028769 -070.51244714
112  41.65028769 -070.51244714  41.65033468 -070.51245936 51
111  41.65038588 -070.51241733 51
112  41.65038332 -070.51234804  41.65037186 -070.51230028 51
115  41.65035443 -070.51227117
120 Linear Feature 74
111  41.65014226 -070.51190057 51
112  41.65012828 -070.51178817  41.65014023 -070.51174417 51
111  41.65015910 -070.51172047 51
112  41.65022888 -070.51171618  41.65026176 -070.51173484 51
115  41.65028570 -070.51178246
120 Linear Feature 73
111  41.65073365 -070.51202391 51
112  41.65066223 -070.51203041  41.65063434 -070.51201575 51
111  41.65061740 -070.51199442 51
111  41.65040523 -070.51162382 51
112  41.65034347 -070.51157983  41.65030861 -070.51156250 51
111  41.65027284 -070.51160069 51
112  41.65025482 -070.51168381  41.65025980 -070.51172913 51
111  41.65028570 -070.51178246 51
111  41.65047994 -070.51211706 51
112  41.65055066 -070.51217039  41.65058354 -070.51217039 51
111  41.65061162 -070.51215401 51
112  41.65063633 -070.51206241  41.65063235 -070.51200908 51
115  41.65061740 -070.51199442
120 Linear Feature 76
111  41.65047994 -070.51211706 51
112  41.65049983 -070.51221342  41.65049584 -070.51227208 51
115  41.65047338 -070.51229496
120 Linear Feature 75
111  41.65040523 -070.51162382 51
112  41.65039324 -070.51153221  41.65039523 -070.51148289 51
115  41.65041020 -070.51146689
120 Linear Feature 72
111  41.65128511 -070.51165478 51 101
112  41.65107694 -070.51162369  41.65100283 -070.51159170 51 101
111  41.65089764 -070.51154211 51 101
112  41.65072671 -070.51147012  41.65065977 -070.51145732 51 101
111  41.65061077 -070.51144932 51 101
112  41.65044820 -070.51144772  41.65039919 -070.51146212
111  41.65044820 -070.51144772
112  41.65044820 -070.51144772  41.65043578 -070.51145137 51 101
112  41.65041020 -070.51146689  41.65039766 -070.51147537
111  41.65041020 -070.51146689
112  41.65041020 -070.51146689  41.65037326 -070.51149186 51 101
111  41.65034062 -070.51152931 51 101
111  41.65027284 -070.51160069 51 101
111  41.65015910 -070.51172047 51 101
