I
1050 Generated by WorldEditor 1.6.1r1

1    147 1 0 FACT Cape Town International Airport
115 -33.96394732  018.59701546
120 Linear Feature 6
111 -33.96722391  018.60406445 4 103
115 -33.96693950  018.60441866
120 Linear Feature 6
111 -33.96258404  018.59923263 4 103
115 -33.96286845  018.59887841
120 Linear Feature 5
111 -33.96108933  018.59836030 6 103
115 -33.96136384  018.59869035
120 Linear Feature 4
111 -33.96043408  018.59914686 4 103
111 -33.96056678  018.59931999 4 103
115 -33.96069667  018.59948946
120 Linear Feature 3
111 -33.96259870  018.59703948 4 103
111 -33.96256594  018.59725551 4 103
115 -33.96253136  018.59748347
120 Linear Feature 47
111 -33.98684962  018.60591455 3 102
111 -33.98786543  018.60633904 3 102
112 -33.98811018  018.60659959 -33.98820100  018.60678879 3 102
111 -33.98816439  018.60699843 3 102
115 -33.98797365  018.60786899
120 Linear Feature 47
111 -33.98773017  018.60800529 3 102
111 -33.98795963  018.60693997 3 102
112 -33.98792924  018.60671890 -33.98788110  018.60661471 3 102
111 -33.98778690  018.60656351 3 102
115 -33.98678832  018.60615072
120 Linear Feature 46
111 -33.97774649  018.60229230 3 102
112 -33.97750716  018.60232565 -33.97740169  018.60243255 3 102
111 -33.97743902  018.60258319 3 102
115 -33.97773735  018.60386543
120 Linear Feature 45
111 -33.97755597  018.60398506 3 102
112 -33.97714924  018.60221236 -33.97710653  018.60205023 3 102
112 -33.97695750  018.60194281 -33.97689585  018.60191740 3 102
112 -33.97601405  018.60153557 -33.97573197  018.60141974 3 102
111 -33.97519797  018.60111471 3 102
116 -33.97492672  018.60127366 -33.97485526  018.60147476
120 Linear Feature 44
111 -33.97570562  018.60075554 3 102
112 -33.97562538  018.60095052 -33.97560971  018.60099079 3 102
112 -33.97568650  018.60111408 -33.97575807  018.60115434 3 102
112 -33.97614666  018.60132469 -33.97644130  018.60144600 3 102
112 -33.97728479  018.60181450 -33.97731599  018.60182280 3 102
116 -33.97737258  018.60173194 -33.97739362  018.60165243
120 Linear Feature 43
111 -33.97371579  018.60016905 3 102
112 -33.97386293  018.60033248 -33.97394117  018.60035785 3 102
112 -33.97401743  018.60024562 -33.97403745  018.60016174 3 102
115 -33.97406526  018.60004597
120 Linear Feature 42
111 -33.97311587  018.60005705 3 102
112 -33.97319615  018.60008793 -33.97324491  018.60010208 3 102
116 -33.97338891  018.60004801 -33.97345787  018.59998637
120 Linear Feature 41
112 -33.96569091  018.59810320 -33.96560666  018.59806607 3 102
112 -33.96533657  018.59797268 -33.96529269  018.59796211
111 -33.96533657  018.59797268
112 -33.96533657  018.59797268 -33.96531226  018.59796682 3 102
112 -33.96376466  018.59763711 -33.96302028  018.59747912
111 -33.96376466  018.59763711
112 -33.96376466  018.59763711 -33.96316554  018.59750995 3 102
112 -33.96252285  018.59737492 -33.96244193  018.59735795
111 -33.96252285  018.59737492
112 -33.96252285  018.59737492 -33.96234140  018.59733688 3 102
112 -33.96218630  018.59754478 -33.96212709  018.59762760 3 102
115 -33.96211894  018.59779074
120 Linear Feature 40
111 -33.96396892  018.59730968 3 102
112 -33.96409589  018.59744507 -33.96417686  018.59746457 3 102
115 -33.96590188  018.59783682
120 Linear Feature 39
111 -33.96237850  018.59698790 3 102
112 -33.96248159  018.59710839 -33.96255629  018.59712663 3 102
112 -33.96346186  018.59731796 -33.96353134  018.59732802 3 102
116 -33.96363147  018.59724124 -33.96369782  018.59717520
120 Linear Feature 38
111 -33.96173040  018.59824090 3 102
112 -33.96159559  018.59825885 -33.96154544  018.59831923 3 102
112 -33.96063926  018.59941491 -33.96059277  018.59947403 3 102
116 -33.96062464  018.59979202 -33.96076946  018.59992486
120 Linear Feature 37
112 -33.96027021  018.59945482 -33.96028806  018.59944538 3 102
112 -33.96036076  018.59938721 -33.96038470  018.59935838 3 102
112 -33.96145237  018.59807223 -33.96149518  018.59801981 3 102
115 -33.96145515  018.59791667
120 Linear Feature 51
111 -33.97082133  018.60350732 1 101
112 -33.97098723  018.60355872 -33.97109111  018.60359025
111 -33.97098723  018.60355872
112 -33.97098723  018.60355872 -33.97101616  018.60356721 1 101
112 -33.97111560  018.60354567 -33.97116338  018.60352052
111 -33.97111560  018.60354567
112 -33.97111560  018.60354567 -33.97120946  018.60349627 1 101
112 -33.97125963  018.60316490 -33.97121460  018.60297185
111 -33.97125963  018.60316490
112 -33.97125963  018.60316490 -33.97117616  018.60280917 1 101
111 -33.97117616  018.60280917 1 101
112 -33.97158435  018.60348822 -33.97188333  018.60379345 1 101
116 -33.97253205  018.60404937 -33.97280160  018.60412601
120 Linear Feature 50
111 -33.97057783  018.60022797 1 101
112 -33.97081974  018.60128517 -33.97094719  018.60184488
111 -33.97081974  018.60128517
112 -33.97081974  018.60128517 -33.97086217  018.60147155 7 105
112 -33.97094577  018.60184892 -33.97098827  018.60203302
111 -33.97094577  018.60184892
112 -33.97094577  018.60184892 -33.97105615  018.60232699 1 101
116 -33.97117616  018.60280917 -33.97122205  018.60296406
120 Linear Feature 49
112 -33.97098653  018.59960769 -33.97051310  018.59969433 1 101
111 -33.97057783  018.60022797 1 101
112 -33.97046428  018.59979620 -33.97042430  018.59965194 1 101
116 -33.97010138  018.59936945 -33.96987199  018.59927804
120 Linear Feature 61
111 -33.97261993  018.60886326 7 105
112 -33.97259686  018.60901878 -33.97257649  018.60910433
111 -33.97259686  018.60901878
112 -33.97259686  018.60901878 -33.97259032  018.60904624 7 105
112 -33.97256500  018.60913680 -33.97254949  018.60919297
111 -33.97256500  018.60913680
112 -33.97256500  018.60913680 -33.97253218  018.60925563 1 101
112 -33.97245133  018.60954979 -33.97241945  018.60966936
111 -33.97245133  018.60954979
112 -33.97245133  018.60954979 -33.97240438  018.60972588 1 101
116 -33.97218772  018.61036633 -33.97211731  018.61046307
120 Linear Feature 5
111 -33.96426440  018.61023321 20
111 -33.96392521  018.61182587 20
115 -33.96376607  018.61216239
120 Linear Feature 4
111 -33.96215974  018.61142739 20
111 -33.96247210  018.60999221 20
115 -33.96288776  018.61011609
120 Linear Feature 3
111 -33.96127957  018.60961962 20
111 -33.96207995  018.60987728 20
115 -33.96176966  018.61130411
120 Linear Feature 2
111 -33.96359378  018.61011890 1
115 -33.96323045  018.61191208
120 Linear Feature 2
111 -33.96234378  018.60962940 1
115 -33.96196144  018.61137799
120 Linear Feature 1
112 -33.96354116  018.60991128 -33.96359581  018.60997376 1
111 -33.96359378  018.61011890 1
116 -33.96372536  018.60997700 -33.96381989  018.60994569
120 Linear Feature 1
112 -33.96229463  018.60951963 -33.96234928  018.60958211 1
111 -33.96234378  018.60962940 1
116 -33.96243787  018.60956513 -33.96251063  018.60956658
120 Linear Feature 60
112 -33.97319854  018.60924222 -33.97309287  018.60927495 7 105
112 -33.97294252  018.60938893 -33.97290491  018.60943603
111 -33.97294252  018.60938893
112 -33.97294252  018.60938893 -33.97292633  018.60940920 1 101
112 -33.97218772  018.61036633 -33.97177656  018.61086332
111 -33.97218772  018.61036633
112 -33.97218772  018.61036633 -33.97194508  018.61065963 1 101
112 -33.97143362  018.61125837 -33.97120980  018.61153019
111 -33.97143362  018.61125837
112 -33.97143362  018.61125837 -33.97134899  018.61136115 7 105
112 -33.97119014  018.61155605 -33.97112003  018.61164141
111 -33.97119014  018.61155605
112 -33.97119014  018.61155605 -33.97102991  018.61175114 1 101
112 -33.97088619  018.61192887 -33.97085647  018.61196705
111 -33.97088619  018.61192887
112 -33.97088619  018.61192887 -33.97075078  018.61210279 1 101
112 -33.97042414  018.61207258 -33.97029145  018.61203128
111 -33.97042414  018.61207258
112 -33.97042414  018.61207258 -33.97041239  018.61206892 1 101
112 -33.96464034  018.61022279 -33.96447280  018.61017965
111 -33.96464034  018.61022279
112 -33.96464034  018.61022279 -33.96451501  018.61019051 1 101
112 -33.96414714  018.61010621 -33.96402457  018.61006793
111 -33.96414714  018.61010621
112 -33.96414714  018.61010621 -33.96400356  018.61006137 1 101
112 -33.96372536  018.60997700 -33.96358745  018.60993211
111 -33.96372536  018.60997700
112 -33.96372536  018.60997700 -33.96366356  018.60995688 1 101
112 -33.96354116  018.60991128 -33.96348066  018.60989109
111 -33.96354116  018.60991128
112 -33.96354116  018.60991128 -33.96335406  018.60984884 1 101
112 -33.96300057  018.60973077 -33.96282776  018.60967583
111 -33.96300057  018.60973077
112 -33.96300057  018.60973077 -33.96290991  018.60970195 1 101
112 -33.96273683  018.60964519 -33.96265071  018.60962091
111 -33.96273683  018.60964519
112 -33.96273683  018.60964519 -33.96263419  018.60961625 1 101
112 -33.96243787  018.60956513 -33.96234233  018.60953433
111 -33.96243787  018.60956513
112 -33.96243787  018.60956513 -33.96238999  018.60954969 1 101
112 -33.96229463  018.60951963 -33.96224872  018.60950474
111 -33.96229463  018.60951963
112 -33.96229463  018.60951963 -33.96148251  018.60925629 1 101
112 -33.96098529  018.60910848 -33.96097914  018.60910628
111 -33.96098529  018.60910848
112 -33.96098529  018.60910848 -33.96088148  018.60907135 1 101
112 -33.96082280  018.60873408 -33.96085590  018.60855837 1 101
112 -33.96185012  018.60400430 -33.96188899  018.60379674 1 101
112 -33.96170908  018.60333338 -33.96152041  018.60310514
111 -33.96170908  018.60333338
112 -33.96170908  018.60333338 -33.96168330  018.60330219 1 101
112 -33.96152996  018.60311917 -33.96144018  018.60301302
111 -33.96152996  018.60311917
112 -33.96152996  018.60311917 -33.96145019  018.60302485 7 105
112 -33.96126214  018.60277505 -33.96115286  018.60264599
111 -33.96126214  018.60277505
112 -33.96126214  018.60277505 -33.96085474  018.60229390 1 101
112 -33.96003726  018.60132923 -33.95977510  018.60101960
111 -33.96003726  018.60132923
112 -33.96003726  018.60132923 -33.95994618  018.60122166 7 105
111 -33.95989116  018.60115290 7 105
112 -33.95980145  018.60094048 -33.95977754  018.60080588
111 -33.95980145  018.60094048
112 -33.95980145  018.60094048 -33.95979153  018.60088464 1 101
112 -33.95980211  018.60074435 -33.95981267  018.60067163
111 -33.95980211  018.60074435
112 -33.95980211  018.60074435 -33.95985199  018.60050087 1 101
115 -33.95987995  018.60040006
120 Linear Feature 59
112 -33.97702602  018.60886036 -33.97707838  018.60885601 1 101
112 -33.97724004  018.60875409 -33.97730147  018.60870728 1 101
112 -33.97750883  018.60842052 -33.97756109  018.60824378 1 101
111 -33.97756155  018.60824130 1 101
116 -33.97795066  018.60876064 -33.97837327  018.60885264
120 Linear Feature 58
111 -33.97795799  018.60639670 1 101
111 -33.97774346  018.60739812 7 105
111 -33.97762669  018.60793848 1 101
115 -33.97756109  018.60824378
120 Linear Feature 57
112 -33.97763259  018.60568770 -33.97802645  018.60586731 1 101
111 -33.97795799  018.60639670 1 101
112 -33.97802368  018.60611036 -33.97805565  018.60596768 1 101
112 -33.97829363  018.60590189 -33.97838616  018.60592182 1 101
115 -33.97846535  018.60594274
120 Linear Feature 56
111 -33.97068449  018.60348962 1 101
112 -33.97103215  018.60360001 -33.97122247  018.60366070 1 101
112 -33.97146593  018.60405950 -33.97151783  018.60418903 1 101
111 -33.97152983  018.60424546 1 101
112 -33.97161833  018.60395629 -33.97172177  018.60385061 1 101
111 -33.97183164  018.60387354 1 101
115 -33.97253578  018.60407154
120 Linear Feature 55
111 -33.98686889  018.60861270 1 101
112 -33.98739903  018.60878328 -33.98752440  018.60882707 1 101
112 -33.98756387  018.60916326 -33.98752325  018.60936349
111 -33.98756387  018.60916326
112 -33.98756387  018.60916326 -33.98753433  018.60930889 1 101
112 -33.98734758  018.61014103 -33.98727725  018.61046480
111 -33.98734758  018.61014103
112 -33.98734758  018.61014103 -33.98732121  018.61026241 7 105
112 -33.98728672  018.61042786 -33.98727296  018.61048706
111 -33.98728672  018.61042786
112 -33.98728672  018.61042786 -33.98727086  018.61049114 7 105
112 -33.98721848  018.61060418 -33.98718899  018.61065831
111 -33.98721848  018.61060418
112 -33.98721848  018.61060418 -33.98715847  018.61071435 1 101
112 -33.98696041  018.61087178 -33.98684963  018.61093885
111 -33.98696041  018.61087178
112 -33.98696041  018.61087178 -33.98679521  018.61097180 1 101
112 -33.98652666  018.61093571 -33.98642736  018.61090763
111 -33.98652666  018.61093571
112 -33.98652666  018.61093571 -33.98649619  018.61092710 1 101
112 -33.98494662  018.61041008 -33.98403401  018.61012305
111 -33.98494662  018.61041008
112 -33.98494662  018.61041008 -33.98481954  018.61037011 7 105
112 -33.98455184  018.61028642 -33.98441609  018.61024363
111 -33.98455184  018.61028642
112 -33.98455184  018.61028642 -33.98248544  018.60963518 1 101
112 -33.97946818  018.60867723 -33.97937815  018.60864835
111 -33.97946818  018.60867723
112 -33.97946818  018.60867723 -33.97932976  018.60863284 1 101
112 -33.97907926  018.60865079 -33.97896010  018.60866275
111 -33.97907926  018.60865079
112 -33.97907926  018.60865079 -33.97905046  018.60865369 1 101
112 -33.97795066  018.60876064 -33.97728286  018.60883578
111 -33.97795066  018.60876064
112 -33.97795066  018.60876064 -33.97767934  018.60879117 1 101
112 -33.97702602  018.60886036 -33.97670592  018.60889640
111 -33.97702602  018.60886036
112 -33.97702602  018.60886036 -33.97559554  018.60902141 1 101
112 -33.97319854  018.60924222 -33.97258297  018.60931105
111 -33.97319854  018.60924222
112 -33.97319854  018.60924222 -33.97305519  018.60925825 1 101
112 -33.97296018  018.60924730 -33.97295926  018.60924738
111 -33.97296018  018.60924730
112 -33.97296018  018.60924730 -33.97289357  018.60925359 1 101
112 -33.97264258  018.60895824 -33.97259368  018.60875292
111 -33.97264258  018.60895824
112 -33.97264258  018.60895824 -33.97263936  018.60894472 1 101
112 -33.97261993  018.60886326 -33.97260825  018.60881432
111 -33.97261993  018.60886326
112 -33.97261993  018.60886326 -33.97253253  018.60849685 1 101
112 -33.97198265  018.60614081 -33.97171248  018.60500906
111 -33.97198265  018.60614081
112 -33.97198265  018.60614081 -33.97193782  018.60595300 7 105
112 -33.97185237  018.60559513 -33.97181075  018.60542080
111 -33.97185237  018.60559513
112 -33.97185237  018.60559513 -33.97166969  018.60483000 1 101
115 -33.97152983  018.60424546
120 Linear Feature 54
112 -33.97764530  018.60566677 -33.97795334  018.60570181 1 101
111 -33.97797125  018.60534661 1 101
116 -33.97842141  018.60590914 -33.97877551  018.60600870
120 Linear Feature 53
111 -33.97728117  018.60233923 1 101
112 -33.97753120  018.60343160 -33.97766736  018.60402595
111 -33.97753120  018.60343160
112 -33.97753120  018.60343160 -33.97756996  018.60360082 7 105
112 -33.97765081  018.60395340 -33.97769108  018.60412896
111 -33.97765081  018.60395340
112 -33.97765081  018.60395340 -33.97780933  018.60464444 1 101
116 -33.97797125  018.60534661 -33.97798629  018.60541003
120 Linear Feature 52
112 -33.97703783  018.60184822 -33.97718415  018.60195033 1 101
111 -33.97724900  018.60220145 1 101
111 -33.97728117  018.60233923 1 101
116 -33.97754280  018.60207021 -33.97782506  018.60213097
120 Linear Feature 5
111 -33.98400927  018.60332677 20
111 -33.98405374  018.60318261 20
111 -33.98445668  018.60335498 20
115 -33.98437690  018.60363063
120 Linear Feature 6
111 -33.98391333  018.60272238 20
111 -33.98488473  018.60314203 20
111 -33.98483270  018.60331413 20
111 -33.98490559  018.60344606 20
115 -33.98529103  018.60360641
120 Linear Feature 4
111 -33.98405374  018.60318261 1
111 -33.98410586  018.60327449 1
115 -33.98427046  018.60356467
120 Linear Feature 3
111 -33.98453920  018.60319138 1
112 -33.98469465  018.60343499 -33.98470377  018.60360299 1
112 -33.98488397  018.60375006 -33.98497515  018.60378373
111 -33.98488397  018.60375006
112 -33.98488397  018.60375006 -33.98516460  018.60386509 1
115 -33.98516460  018.60386509
120 Linear Feature 2
111 -33.98350560  018.60432110 1
112 -33.98382674  018.60321662 -33.98386853  018.60306946
111 -33.98382674  018.60321662
112 -33.98382674  018.60321662 -33.98388221  018.60306122 1
112 -33.98416358  018.60302969 -33.98429578  018.60308459
111 -33.98416358  018.60302969
112 -33.98416358  018.60302969 -33.98421813  018.60305439 1
112 -33.98453920  018.60319138 -33.98469130  018.60325611
111 -33.98453920  018.60319138
112 -33.98453920  018.60319138 -33.98468455  018.60325324 1
115 -33.98481451  018.60330821
120 Linear Feature 1
112 -33.98321864  018.60449526 -33.98342151  018.60452307 1
111 -33.98350560  018.60432110 1
116 -33.98364605  018.60467756 -33.98382748  018.60479157
120 Linear Feature 8
111 -33.98218244  018.60393713 1
115 -33.98247337  018.60294903
120 Linear Feature 7
112 -33.98200222  018.60397644 -33.98216056  018.60401607 1
111 -33.98218244  018.60393713 1
116 -33.98230038  018.60410545 -33.98241460  018.60418292
120 Linear Feature 12
111 -33.97803309  018.59586184 20
115 -33.97818539  018.59592240
120 Linear Feature 23
112 -33.97631058  018.59727735 -33.97628052  018.59735495 1
111 -33.97632867  018.59739171 1
112 -33.97623803  018.59746866 -33.97621218  018.59755252 1
115 -33.97609227  018.59795918
120 Linear Feature 26
112 -33.97833651  018.59827043 -33.97846770  018.59829696 1
111 -33.97850204  018.59819046 1
116 -33.97858074  018.59837608 -33.97867860  018.59844909
120 Linear Feature 25
111 -33.97721072  018.59741616 20
115 -33.97757177  018.59757975
120 Linear Feature 24
111 -33.97666784  018.59743664 20
111 -33.97705465  018.59760820 20
115 -33.97713364  018.59734359
120 Linear Feature 22
111 -33.97607201  018.59728168 1
112 -33.97632867  018.59739171 -33.97648318  018.59745935
111 -33.97632867  018.59739171
112 -33.97632867  018.59739171 -33.97678267  018.59759044 1
112 -33.97781804  018.59804621 -33.97794388  018.59810150
111 -33.97781804  018.59804621
112 -33.97781804  018.59804621 -33.97798671  018.59812032 1
111 -33.97833651  018.59827043 1
111 -33.97858074  018.59837608 1
111 -33.97861700  018.59839176 1
115 -33.97978462  018.59888416
120 Linear Feature 21
111 -33.97927690  018.59676834 1
111 -33.97912449  018.59669920 1
116 -33.97890472  018.59682459 -33.97883361  018.59698800
120 Linear Feature 20
111 -33.97925250  018.59533527 20
115 -33.97909011  018.59586838
120 Linear Feature 18
112 -33.97874962  018.59591888 -33.97883553  018.59595596 2
112 -33.97897583  018.59612171 -33.97902803  018.59622913
111 -33.97897583  018.59612171
112 -33.97897583  018.59612171 -33.97902083  018.59621431 2
116 -33.97899364  018.59652299 -33.97893965  018.59668134
120 Linear Feature 17
111 -33.97849094  018.59581007 20
115 -33.97874962  018.59591888
120 Linear Feature 16
111 -33.97805314  018.59562565 20
115 -33.97838656  018.59576541
120 Linear Feature 15
111 -33.97764493  018.59544775 20
115 -33.97794876  018.59558099
120 Linear Feature 14
111 -33.97727835  018.59528763 20
115 -33.97754054  018.59540309
120 Linear Feature 19
112 -33.97845388  018.59572463 -33.97850114  018.59574184 20
111 -33.97849094  018.59581007 20
112 -33.97841980  018.59585034 -33.97837510  018.59583225 20
113 -33.97838656  018.59576541 20
120 Linear Feature 19
112 -33.97801608  018.59554020 -33.97806334  018.59555741 20
111 -33.97805314  018.59562565 20
112 -33.97798200  018.59566592 -33.97793730  018.59564783 20
113 -33.97794876  018.59558099 20
120 Linear Feature 19
112 -33.97760786  018.59536231 -33.97765512  018.59537952 20
111 -33.97764493  018.59544775 20
112 -33.97757378  018.59548802 -33.97752908  018.59546993 20
113 -33.97754054  018.59540309 20
120 Linear Feature 19
112 -33.97724128  018.59520219 -33.97728855  018.59521940 20
111 -33.97727835  018.59528763 20
112 -33.97720721  018.59532790 -33.97716250  018.59530981 20
113 -33.97717396  018.59524297 20
120 Linear Feature 13
111 -33.97688318  018.59511593 20
115 -33.97717396  018.59524297
120 Linear Feature 11
111 -33.97829917  018.59576983 20
111 -33.97822639  018.59579500 20
111 -33.97803309  018.59586184 20
111 -33.97799062  018.59600364 20
111 -33.97813941  018.59606718 20
111 -33.97818539  018.59592240 20
115 -33.97822639  018.59579500
120 Linear Feature 32
111 -33.97531452  018.59931975 1
111 -33.97534840  018.59933141 1
111 -33.97538218  018.59934319 1
111 -33.97534840  018.59933141 1
111 -33.97534432  018.59934802 1
113 -33.97534840  018.59933141 1
120 Linear Feature 32
111 -33.97550844  018.59930695 1
111 -33.97554232  018.59931862 1
111 -33.97557610  018.59933040 1
111 -33.97554232  018.59931862 1
111 -33.97553824  018.59933523 1
113 -33.97554232  018.59931862 1
120 Linear Feature 32
111 -33.97534745  018.59920309 1
111 -33.97538132  018.59921476 1
111 -33.97541510  018.59922654 1
111 -33.97538132  018.59921476 1
111 -33.97537725  018.59923137 1
113 -33.97538132  018.59921476 1
120 Linear Feature 32
111 -33.97554137  018.59919030 1
111 -33.97557525  018.59920197 1
111 -33.97560902  018.59921374 1
111 -33.97557525  018.59920197 1
111 -33.97557117  018.59921857 1
113 -33.97557525  018.59920197 1
120 Linear Feature 36
111 -33.97574895  018.59922434 20
111 -33.97565031  018.59918564 20
115 -33.97556333  018.59948718
120 Linear Feature 40
111 -33.97578068  018.59949432 20
111 -33.97616452  018.59966218 20
115 -33.97614166  018.59974319
120 Linear Feature 39
111 -33.97600298  018.59920322 20
115 -33.97593849  018.59942207
120 Linear Feature 38
111 -33.97601784  018.59897385 20
111 -33.97575526  018.59982890 20
111 -33.97579233  018.59984887 20
115 -33.97600336  018.59916643
120 Linear Feature 43
111 -33.97642733  018.59951279 20
115 -33.97633715  018.59982548
120 Linear Feature 45
111 -33.97620615  018.59956212 1
111 -33.97632926  018.59961261 1
111 -33.97635843  018.59950333 1
113 -33.97623608  018.59945364 1
120 Linear Feature 44
111 -33.97622889  018.59942874 20
115 -33.97616907  018.59964445
120 Linear Feature 42
111 -33.97614070  018.59939138 20
111 -33.97622889  018.59942874 20
111 -33.97642733  018.59951279 20
115 -33.97645780  018.59952569
120 Linear Feature 41
111 -33.97581461  018.59937703 20
115 -33.97614635  018.59951805
120 Linear Feature 37
111 -33.97584739  018.59926374 20
111 -33.97581461  018.59937703 20
111 -33.97578068  018.59949432 20
111 -33.97575778  018.59957345 20
115 -33.97592926  018.59964567
120 Linear Feature 35
111 -33.97542610  018.59942389 20
111 -33.97556333  018.59948718 20
111 -33.97565959  018.59953156 20
111 -33.97574895  018.59922434 20
111 -33.97584668  018.59926487 20
115 -33.97611104  018.59937448
120 Linear Feature 34
111 -33.97585208  018.59943107 1
112 -33.97565459  018.59929410 -33.97554822  018.59929135
111 -33.97565459  018.59929410
112 -33.97565459  018.59929410 -33.97551783  018.59932887 1
116 -33.97551257  018.59957178 -33.97554296  018.59960015
120 Linear Feature 31
111 -33.97768281  018.60051079 1
111 -33.97551257  018.59957178 1
115 -33.97530195  018.59948065
120 Linear Feature 30
112 -33.97784778  018.60040966 -33.97779417  018.60053460 1
111 -33.97768281  018.60051079 1
116 -33.97776125  018.60070315 -33.97776162  018.60085159
120 Linear Feature 29
112 -33.97892336  018.59887524 -33.97884421  018.59884400 20
111 -33.97886695  018.59873573 20
112 -33.97898060  018.59867502 -33.97905798  018.59870468 20
113 -33.97904034  018.59881265 20
120 Linear Feature 29
112 -33.97869238  018.59903444 -33.97861324  018.59900320 20
111 -33.97863598  018.59889493 20
112 -33.97874962  018.59883423 -33.97882701  018.59886388 20
113 -33.97880936  018.59897185 20
120 Linear Feature 29
112 -33.97886577  018.59911137 -33.97878663  018.59908013 20
111 -33.97880936  018.59897185 20
112 -33.97892301  018.59891115 -33.97900040  018.59894080 20
113 -33.97898373  018.59904966 20
120 Linear Feature 28
111 -33.97907707  018.59831156 20
111 -33.97910345  018.59823831 20
111 -33.97961240  018.59845371 20
115 -33.97958866  018.59852467
120 Linear Feature 27
112 -33.97861700  018.59839176 -33.97846930  018.59837438 1
115 -33.97840459  018.59852100
120 Linear Feature 27
112 -33.97833651  018.59827043 -33.97843680  018.59834637 1
115 -33.97841566  018.59848345
120 Linear Feature 10
111 -33.97743120  018.60182264 1
111 -33.97776125  018.60070315 1
111 -33.97784778  018.60040966 1
111 -33.97840459  018.59852100 1
111 -33.97841566  018.59848345 1
111 -33.97850204  018.59819046 1
111 -33.97890472  018.59682459 1
115 -33.97899364  018.59652299
120 Linear Feature 9
112 -33.97723348  018.60193372 -33.97737133  018.60195348 1
111 -33.97743120  018.60182264 1
116 -33.97754280  018.60207021 -33.97766943  018.60216125
120 Linear Feature 48
112 -33.97558886  018.60075588 -33.97553213  018.60088321
111 -33.97558886  018.60075588
112 -33.97558886  018.60075588 -33.97562862  018.60062795 1
112 -33.97556886  018.60047178 -33.97561648  018.60034278
111 -33.97556886  018.60047178
112 -33.97556886  018.60047178 -33.97559386  018.60040406 1
112 -33.97571360  018.60041418 -33.97576852  018.60044110
111 -33.97571360  018.60041418
112 -33.97571360  018.60041418 -33.97576329  018.60043854 1
112 -33.97577918  018.60058666 -33.97575211  018.60067445
111 -33.97577918  018.60058666
114 -33.97577918  018.60058666 -33.97572220  018.60073762 1
120 Linear Feature 50
111 -33.97466263  018.59969456 1
111 -33.97453114  018.60025256 1
115 -33.97446527  018.60053212
120 Linear Feature 51
111 -33.97428201  018.59957570 1
111 -33.97415326  018.60012909 1
115 -33.97408753  018.60041164
120 Linear Feature 57
111 -33.97510324  018.60000666 2
115 -33.97504837  018.60004097
120 Linear Feature 56
111 -33.97492382  018.59992677 2
115 -33.97495073  018.60000937
120 Linear Feature 55
111 -33.97472151  018.59986749 2
115 -33.97465978  018.59990370
120 Linear Feature 54
111 -33.97453138  018.59980070 2
115 -33.97456494  018.59988000
120 Linear Feature 53
111 -33.97434551  018.59974406 2
115 -33.97428440  018.59978801
120 Linear Feature 52
111 -33.97415583  018.59968653 2
115 -33.97418331  018.59975845
120 Linear Feature 48
112 -33.97415326  018.60012909 -33.97411689  018.60023665
111 -33.97415326  018.60012909
112 -33.97415326  018.60012909 -33.97418117  018.60001872 1
112 -33.97409722  018.59985352 -33.97414484  018.59972452
111 -33.97409722  018.59985352
112 -33.97409722  018.59985352 -33.97412540  018.59978637 1
112 -33.97423765  018.59976698 -33.97429302  018.59978656
111 -33.97423765  018.59976698
112 -33.97423765  018.59976698 -33.97429432  018.59978702 1
112 -33.97431864  018.59993380 -33.97430495  018.59997821
111 -33.97431864  018.59993380
114 -33.97431864  018.59993380 -33.97429250  018.60005293 1
120 Linear Feature 48
112 -33.97453114  018.60025256 -33.97449477  018.60036013
111 -33.97453114  018.60025256
112 -33.97453114  018.60025256 -33.97455905  018.60014219 1
112 -33.97447653  018.59997764 -33.97452414  018.59984863
111 -33.97447653  018.59997764
112 -33.97447653  018.59997764 -33.97450471  018.59991049 1
112 -33.97461695  018.59989110 -33.97467232  018.59991068
111 -33.97461695  018.59989110
112 -33.97461695  018.59989110 -33.97467362  018.59991114 1
112 -33.97469794  018.60005792 -33.97468425  018.60010232
111 -33.97469794  018.60005792
114 -33.97469794  018.60005792 -33.97467181  018.60017704 1
120 Linear Feature 65
111 -33.97392689  018.59874842 1
112 -33.97406889  018.59861928 -33.97417652  018.59861700 1
112 -33.97446895  018.59860963 -33.97453961  018.59860856 1
116 -33.97458408  018.59838337 -33.97458256  018.59824430
120 Linear Feature 64
111 -33.97389698  018.59891881 1
112 -33.97406283  018.59879994 -33.97419435  018.59877807
111 -33.97406283  018.59879994
112 -33.97406283  018.59879994 -33.97415211  018.59879765 1
115 -33.97465212  018.59879916
120 Linear Feature 63
111 -33.97354406  018.60013901 1
112 -33.97389698  018.59891881 -33.97391333  018.59885782
111 -33.97389698  018.59891881
112 -33.97389698  018.59891881 -33.97390716  018.59888759 1
112 -33.97392689  018.59874842 -33.97393093  018.59868117
111 -33.97392689  018.59874842
112 -33.97392689  018.59874842 -33.97392802  018.59872976 1
112 -33.97392863  018.59868691 -33.97392863  018.59866442
111 -33.97392863  018.59868691
112 -33.97392863  018.59868691 -33.97392863  018.59857509 1
112 -33.97393096  018.59744246 -33.97393476  018.59733816 1
112 -33.97426640  018.59702067 -33.97455655  018.59700170 1
115 -33.97472333  018.59700317
120 Linear Feature 62
112 -33.97333888  018.60028993 -33.97348221  018.60031101 1
111 -33.97354406  018.60013901 1
