A
1050 Generated by WorldEditor 1.6.1r1

1    850 0 0 KASW WARSAW MUNI
1300  41.27900568 -085.84567765  -1.04 tie_down turboprops|props GA 02
1301 A general_aviation 
1300  41.27938519 -085.84538533 180.00 tie_down turboprops|props GA 01L
1301 A general_aviation 
1300  41.27938519 -085.84546118 180.00 tie_down jets|turboprops|props GA 01
1301 B general_aviation 
1300  41.27938519 -085.84554344 180.00 tie_down turboprops|props GA 01R
1301 A general_aviation 
18  41.27788660 -085.84621483 1 BCN
19  41.27281366 -085.84660926 1 WS
19  41.28360205 -085.84687009 1 WS
19  41.27214795 -085.84747183 1 WS
50 12112 Warsaw AWOS
51 12270 Warsaw Unicom
56 12720 Fort Wayne Departure
55 12720 Fort Wayne Approach
99
