A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1     2941 0 0 KSGU [X] St George Muni
100   29.87   1   0 0.00 0 0 1 16   37.09965032 -113.59303424   59.13   46.02 2  0 0 0 34   37.08153031 -113.59311600    0.00    0.00 2  0 0 0
110   1 0.00   0.00 xxx
111  37.08997015 -113.59380061 
111  37.09951909 -113.59240848   1 
111  37.09955710 -113.59246270   1 
111  37.09957806 -113.59250214   1 
111  37.09958593 -113.59254486   1 
111  37.09958986 -113.59268288   1 
111  37.09958724 -113.59279133   1 
111  37.09957937 -113.59283570   1 
111  37.09956234 -113.59289321   1 
111  37.09954137 -113.59293264   1 
111  37.09949812 -113.59297865   1 
111  37.09944701 -113.59300987   1 
111  37.09936837 -113.59302301   1 
111  37.09925435 -113.59301316   1 
115  37.09911412 -113.59301151 
14   37.09191915 -113.59204863   82 0 TWR view
15   37.09513484 -113.59187671  90.20 East ramp
15   37.09884307 -113.59191776  90.20 NE ramp
15   37.10133725 -113.59385595 270.20 NW ramp
15   37.08999787 -113.59190968  90.20 SE ramp
15   37.09742772 -113.59197235  90.20 Terminal
19   37.08280329 -113.59354916 1 WS
19   37.09829700 -113.59211000 1 WS
19   37.09347200 -113.59503900 1 WS
20   37.09123940 -113.59347350  90.20  0 3 {@R}16-34
20   37.09136883 -113.59347469  90.20  0 3 {@R}16-34
20   37.09429201 -113.59345911  90.20  0 3 {@R}16-34
20   37.09442298 -113.59346173  90.20  0 3 {@R}16-34
20   37.09951857 -113.59344352  90.20  0 3 {@R}16-34
20   37.09965871 -113.59344352  90.20  0 3 {@R}16-34
20   37.09967669 -113.59262163 270.20  0 3 {@R}34-16
20   37.09948280 -113.59262163 270.20  0 3 {@R}34-16
20   37.09767867 -113.59262170 270.20  0 3 {@R}34-16
20   37.09749684 -113.59262083 270.20  0 3 {@R}34-16
20   37.09140566 -113.59264448 270.20  0 3 {@R}34-16
20   37.09121059 -113.59264186 270.20  0 3 {@R}34-16
20   37.08582974 -113.59267955 270.20  0 3 {@R}34-16
20   37.08561523 -113.59267785 270.20  0 3 {@R}34-16
20   37.08307631 -113.59270539 270.20  0 3 {@R}34-16
20   37.08284113 -113.59270300 270.20  0 1 {@R}34-16

99
