I
1050 Generated by WorldEditor 2.1.0r1

1    455 1 0 SCFA Andres Sabella Aeroporto / Cerro Moreno Airbase
1302 city Antofagasta
112 -23.44706259 -070.44327345 -23.44700138 -070.44321915 3 102
111 -23.44700992 -070.44315553 3 102
116 -23.44707036 -070.44305636 -23.44713299 -070.44302377
120 Linear Feature 147
112 -23.44015357 -070.44161414 -23.44011798 -070.44159707 1
111 -23.44008562 -070.44153648 1
111 -23.43996338 -070.44132003 1
111 -23.43988634 -070.44115637
112 -23.43988634 -070.44115637 -23.43987352 -070.44112223 1
116 -23.43992762 -070.44106328 -23.43997174 -070.44105397
120 Linear Feature 76
111 -23.45243524 -070.44578067 3 102
112 -23.45234505 -070.44569663 -23.45230503 -070.44564474 3 102
111 -23.45228043 -070.44559453 3 102
112 -23.45224256 -070.44546562 -23.45223516 -070.44539220 3 102
111 -23.45223846 -070.44534050 3 102
111 -23.45225625 -070.44516277 3 102
111 -23.45226198 -070.44510550 3 102
111 -23.45227286 -070.44499683 3 102
111 -23.45228992 -070.44482629 3 102
111 -23.45230764 -070.44464933 3 102
111 -23.45231226 -070.44460316 3 102
112 -23.45235325 -070.44449007 -23.45238463 -070.44443012
111 -23.45235325 -070.44449007
112 -23.45235325 -070.44449007 -23.45239744 -070.44440529 3 102
111 -23.45245164 -070.44436408 3 102
112 -23.45259103 -070.44428811 -23.45265252 -070.44427470 3 102
111 -23.45274476 -070.44428141 3 102
111 -23.45426571 -070.44446239 3 102
112 -23.45457482 -070.44475867 -23.45461377 -070.44502993
111 -23.45457482 -070.44475867 3 102
111 -23.45458686 -070.44485597 3 102
111 -23.45489295 -070.44489586 3 102
111 -23.45506719 -070.44465455 3 106
111 -23.45510408 -070.44427694 3 102
111 -23.45236555 -070.44394142 3
111 -23.45218089 -070.44391879 3 102
111 -23.45095447 -070.44376853 3 102
111 -23.45068821 -070.44373591 3 102
111 -23.45041743 -070.44370273 3 102
111 -23.45014357 -070.44366918 3 102
112 -23.45006665 -070.44364684 -23.45003818 -070.44362977 3 102
111 -23.44999832 -070.44358478 3 102
112 -23.44996416 -070.44351030 -23.44996131 -070.44346996 3 102
111 -23.44996700 -070.44343427 3 102
115 -23.44999690 -070.44314567
120 Linear Feature 136
111 -23.43993384 -070.44087092 20
115 -23.43535254 -070.43905385
120 Linear Feature 136
111 -23.43991334 -070.44092677 20
115 -23.43533204 -070.43910970
120 Linear Feature 134
111 -23.45011453 -070.44152584 22
115 -23.44565252 -070.44097889
120 Linear Feature 135
111 -23.44805740 -070.44176325 30
111 -23.44807835 -070.44153237 30
111 -23.44824262 -070.44143467 30
111 -23.44825251 -070.44133877 30
111 -23.44834345 -070.44134955 30
111 -23.44833357 -070.44144545 30
111 -23.44847789 -070.44158444 30
115 -23.44843242 -070.44199928
120 Linear Feature 130
111 -23.44736779 -070.44214550 30
111 -23.44715194 -070.44212294 30
111 -23.44702640 -070.44224793 30
115 -23.44687556 -070.44223181
120 Linear Feature 133
111 -23.44937390 -070.44211331 30
111 -23.44940478 -070.44182748 30
111 -23.44961147 -070.44163384 30
111 -23.44962172 -070.44151282 30
111 -23.44979936 -070.44153143 30
111 -23.44978912 -070.44165246 30
111 -23.44995993 -070.44190568 30
115 -23.44993140 -070.44218338
120 Linear Feature 132
111 -23.44885941 -070.44204865 30
111 -23.44888891 -070.44177721 30
111 -23.44910243 -070.44159102 30
111 -23.44911781 -070.44144951 30
111 -23.44931083 -070.44147372 30
111 -23.44929546 -070.44161522 30
111 -23.44945602 -070.44184238 30
115 -23.44942741 -070.44212004
120 Linear Feature 131
111 -23.44721708 -070.44178104 30
111 -23.44723893 -070.44154002 30
111 -23.44715095 -070.44142365 30
111 -23.44729626 -070.44130297 30
111 -23.44738424 -070.44141934 30
111 -23.44762346 -070.44143766 30
115 -23.44769640 -070.44152491
120 Linear Feature 129
111 -23.44733040 -070.44249591 30
111 -23.44735857 -070.44223198 30
111 -23.44736779 -070.44214550 30
111 -23.44737800 -070.44204985 30
111 -23.44740401 -070.44180616 30
111 -23.44721708 -070.44178104 30
111 -23.44718752 -070.44177707 30
111 -23.44707978 -070.44188374 30
111 -23.44694237 -070.44186865 30
111 -23.44692062 -070.44206153 30
111 -23.44705803 -070.44207661 30
111 -23.44714897 -070.44220591 30
115 -23.44735857 -070.44223198
120 Linear Feature 128
111 -23.44774900 -070.44172858 30
115 -23.44737800 -070.44204985
120 Linear Feature 127
111 -23.44839827 -070.44180254 30
111 -23.44807630 -070.44176543 30
111 -23.44805740 -070.44176325 30
111 -23.44775033 -070.44172786 30
111 -23.44767546 -070.44171923 30
111 -23.44769640 -070.44152491 30
111 -23.44770076 -070.44148446 30
111 -23.44784687 -070.44138809 30
111 -23.44785675 -070.44129327 30
111 -23.44799317 -070.44130943 30
111 -23.44798328 -070.44140533 30
111 -23.44809894 -070.44153571 30
115 -23.44807630 -070.44176543
120 Linear Feature 126
111 -23.45005220 -070.44219856 30
111 -23.44993140 -070.44218338 30
111 -23.44942741 -070.44212004 30
111 -23.44937390 -070.44211331 30
111 -23.44894593 -070.44205952 30
111 -23.44885941 -070.44204865 30
111 -23.44843423 -070.44199521 30
111 -23.44837819 -070.44198816 30
111 -23.44839893 -070.44180231 30
111 -23.44840894 -070.44171260 30
111 -23.44865207 -070.44147645 30
111 -23.44866109 -070.44139292 30
111 -23.44882573 -070.44141283 30
111 -23.44881150 -070.44154161 30
111 -23.44897662 -070.44177901 30
115 -23.44894593 -070.44205952
120 BOLD
111 -23.45004200 -070.44228517 32
111 -23.44777091 -070.44200786
112 -23.44777091 -070.44200786 -23.44760294 -070.44198614 32
111 -23.44757589 -070.44217388 32
115 -23.44754128 -070.44251976
21 -23.43636963 -070.44352913 2 186.4100 3.70 PAPI 19 3.7L
21 -23.45332735 -070.44665399 2 6.4100 3.00 PAPI 01 3.0L
14 -23.44994568 -070.44098332  59.06 0 Cerro Moreno Intl Tower
1300 -23.43576271 -070.43976395 199.03 tie_down jets|turboprops|props Mil Apron Cargo
1301 D military 
1300 -23.43659494 -070.44005396 290.58 tie_down fighters Mil Apron 01
1301 B military 
1300 -23.43674739 -070.44011388 290.58 tie_down fighters Mil Apron 02
1301 A military 
1300 -23.43690095 -070.44017424 290.58 tie_down fighters Mil Apron 03
1301 B military 
1300 -23.43705394 -070.44023437 290.58 tie_down fighters Mil Apron 04
1301 A military 
1300 -23.43720609 -070.44029417 290.58 tie_down fighters Mil Apron 05
1301 B military 
1300 -23.43735904 -070.44035428 290.58 tie_down fighters Mil Apron 06
1301 A military 
1300 -23.43751237 -070.44041454 290.58 hangar fighters Mil Apron 07 roofed
1301 A none 
1300 -23.43779455 -070.44052545 290.58 hangar fighters Mil Apron 08 roofed
1301 A none 
1300 -23.43793443 -070.44058043 290.58 hangar fighters Mil Apron 09 roofed
1301 A none 
1300 -23.43807585 -070.44063601 290.58 hangar fighters Mil Apron 10 roofed
1301 A none 
1300 -23.43830979 -070.44072795 290.58 hangar fighters Mil Apron 11 roofed
1301 A none 
1300 -23.43845094 -070.44078343 290.58 hangar fighters Mil Apron 12 roofed
1301 A none 
1300 -23.43859224 -070.44083896 290.58 hangar fighters Mil Apron 13 roofed
1301 A none 
1300 -23.43873194 -070.44089387 290.58 hangar fighters Mil Apron 14 roofed
1301 A none 
1300 -23.43910779 -070.44104159 290.58 hangar fighters Mil Apron 15 roofed
1301 A none 
1300 -23.43924680 -070.44109622 290.58 hangar fighters Mil Apron 16 roofed
1301 A none 
1300 -23.43938894 -070.44115209 290.58 hangar fighters Mil Apron 17 roofed
1301 A none 
1300 -23.43952921 -070.44120722 290.58 hangar fighters Mil Apron 18 roofed
1301 A none 
1300 -23.43966978 -070.44126247 290.58 hangar fighters Mil Apron 19 roofed
1301 A none 
1300 -23.43980857 -070.44131031 290.58 tie_down fighters Mil Apron 20
1301 A military 
1300 -23.44970915 -070.44157402  96.52 gate heavy|jets|turboprops Gate 1
1301 E airline 
1300 -23.44920886 -070.44154630  97.20 gate jets|turboprops Gate 2
1301 D airline 
1300 -23.44870479 -070.44157254  96.86 gate jets|turboprops Gate 3
1301 D airline 
1300 -23.44829246 -070.44141384  96.46 gate jets|turboprops Gate 4
1301 C airline 
1300 -23.44791578 -070.44136552  96.79 gate jets|turboprops Stand 5
1301 C airline 
1300 -23.44729332 -070.44145851  51.40 gate jets|turboprops Stand 6
1301 D airline 
1300 -23.44703095 -070.44197614   5.97 gate jets|turboprops Stand 7
1301 C airline 
1300 -23.44708198 -070.44234009   6.51 gate jets|turboprops Stand 8
1301 C airline 
1300 -23.44578147 -070.44150246 186.35 tie_down turboprops|props GA 1
1301 B general_aviation 
1300 -23.44634444 -070.44121300   6.72 tie_down turboprops|props GA 2
1301 B general_aviation 
1300 -23.44580568 -070.44128575 186.31 tie_down turboprops|props GA 3
1301 B general_aviation 
1300 -23.44631743 -070.44143707   9.35 tie_down turboprops|props GA 4
1301 B general_aviation 
18 -23.44994568 -070.44098332 1 Airport Beacon
55 12090 Antofagasta Radar
55 11930 Antofagasta Radar
54 12190 Antofagasta Torre
53 11810 Antofagasta Torre
51 12710 Antofagasta Radio
99
