I
1050 Generated by WorldEditor 2.2.0r2

1    227 1 0 KLSF Lawson AAF
112  32.33780384 -084.98372152  32.33786612 -084.98380292
111  32.33780384 -084.98372152 51
111  32.33786173 -084.98381783 51
111  32.33805466 -084.98413882 51
115  32.33806690 -084.98415917
120 Linear Feature 94
112  32.33786173 -084.98381783  32.33791309 -084.98385578 51
111  32.33796011 -084.98381943 51
111  32.33813611 -084.98366766
112  32.33813611 -084.98366766  32.33816758 -084.98364648 51
111  32.33819437 -084.98364151 51
111  32.33823711 -084.98364205
112  32.33823711 -084.98364205  32.33828982 -084.98365427 51
111  32.33831881 -084.98369709 51
111  32.33838894 -084.98381377 51
115  32.33840190 -084.98383532
120 Linear Feature 93
111  32.33691047 -084.98253994 53
115  32.33673774 -084.98223858
120 Linear Feature 92
111  32.34086510 -084.99258153 55
115  32.34113725 -084.99280833
120 Linear Feature 91
111  32.33810388 -084.98287318 1
115  32.33806181 -084.98280306
120 Linear Feature 91
111  32.33819656 -084.98279655 1
115  32.33813889 -084.98270043
120 Linear Feature 91
111  32.33841629 -084.98338987 1
115  32.33835862 -084.98329375
120 Linear Feature 91
111  32.33850790 -084.98331413 1
115  32.33845023 -084.98321801
120 Linear Feature 91
111  32.33859836 -084.98323933 1
115  32.33854069 -084.98314321
120 Linear Feature 91
111  32.33828724 -084.98272158 1
115  32.33822958 -084.98262545
120 Linear Feature 90
111  32.33581833 -084.98693303 55
115  32.33597270 -084.98706264
120 Linear Feature 89
111  32.34129298 -084.98944001 59
115  32.34117051 -084.98724545
120 Linear Feature 88
111  32.34231460 -084.99474443 54
115  32.34353127 -084.99577699
120 Linear Feature 88
111  32.34344014 -084.99417213 55
115  32.34382402 -084.99519322
120 Linear Feature 87
111  32.34165932 -084.99351001 59
115  32.34257231 -084.99427197
120 Linear Feature 87
112  32.33581833 -084.98693303  32.33589365 -084.98691991 53
111  32.33595444 -084.98689991 53
111  32.33836924 -084.98596636
112  32.33836924 -084.98596636  32.33841598 -084.98595510 53
112  32.33848184 -084.98599581  32.33853509 -084.98603762
111  32.33848184 -084.98599581 53
111  32.33948713 -084.98683501 53
111  32.33968342 -084.98700089
112  32.33968342 -084.98700089  32.33971671 -084.98703305 53
111  32.33973636 -084.98707912 53
111  32.33986697 -084.98741139
112  32.33986697 -084.98741139  32.33988697 -084.98744713 53
111  32.33991085 -084.98744453 53
111  32.34051027 -084.98739607
112  32.34051027 -084.98739607  32.34053103 -084.98739093 53
111  32.34054170 -084.98736961 53
111  32.34056650 -084.98729655
112  32.34056650 -084.98729655  32.34061476 -084.98717344 53
111  32.34066168 -084.98718060 53
111  32.34117051 -084.98724545 53
111  32.34178489 -084.98733159 53
111  32.34182891 -084.98733547 53
111  32.34184527 -084.98734008 53
111  32.34186044 -084.98734637 53
111  32.34272253 -084.98787759 53
111  32.34273632 -084.98811609 59
111  32.34195143 -084.98817773 53
111  32.34172990 -084.98819402 53
111  32.34143927 -084.98914098 53
111  32.34183923 -084.98911275 53
111  32.34185261 -084.98935807 53
111  32.34129298 -084.98944001 53
111  32.34146125 -084.99240524
112  32.34146125 -084.99240524  32.34146914 -084.99270201 53
111  32.34123753 -084.99277554 53
111  32.34119305 -084.99278537 53
112  32.34113725 -084.99280833  32.34110981 -084.99282248
111  32.34113725 -084.99280833
112  32.34113725 -084.99280833  32.34108404 -084.99283816 53
112  32.34103479 -084.99291806  32.34102495 -084.99296402
111  32.34103479 -084.99291806
112  32.34103479 -084.99291806  32.34103634 -084.99295200 53
112  32.34106184 -084.99301409  32.34108427 -084.99304818
111  32.34106184 -084.99301409 53
111  32.34118386 -084.99311344 53
111  32.34165932 -084.99351001
112  32.34165932 -084.99351001  32.34170593 -084.99353428 53
111  32.34174121 -084.99352067 53
111  32.34183210 -084.99348466 59
111  32.34271609 -084.99313447 53
111  32.34298369 -084.99302846
112  32.34298369 -084.99302846  32.34313911 -084.99298177 53
111  32.34319274 -084.99314446 53
111  32.34335020 -084.99368329
112  32.34335020 -084.99368329  32.34338575 -084.99386430 53
111  32.34325381 -084.99392325 53
111  32.34259002 -084.99419038
112  32.34259002 -084.99419038  32.34255122 -084.99421778 53
111  32.34257231 -084.99427197 53
111  32.34268972 -084.99436995
112  32.34268972 -084.99436995  32.34282161 -084.99445588 53
112  32.34301553 -084.99439254  32.34309592 -084.99435592
111  32.34301553 -084.99439254 53
111  32.34344014 -084.99417213 53
111  32.34347535 -084.99415385
112  32.34347535 -084.99415385  32.34364165 -084.99405622 53
112  32.34363147 -084.99374967  32.34360670 -084.99364287
111  32.34363147 -084.99374967 53
111  32.34341989 -084.99301398 53 102
111  32.34402813 -084.99269869 53 102
111  32.34413461 -084.99265397 53 102
111  32.34424242 -084.99261110 53 102
111  32.34577119 -084.99200250 53 102
111  32.34814721 -084.99106126
112  32.34814721 -084.99106126  32.34822506 -084.99102994 53 102
111  32.34828558 -084.99100122 53 102
111  32.34843453 -084.99092649 53 102
111  32.34944841 -084.99040221 53 102
111  32.34948027 -084.99042002 53 102
111  32.34995751 -084.99071398 53
111  32.34987621 -084.99089518
112  32.34987621 -084.99089518  32.34977480 -084.99108959 53
112  32.34947693 -084.99130511  32.34929633 -084.99140600
111  32.34947693 -084.99130511 53 102
111  32.34921816 -084.99144357
112  32.34921816 -084.99144357  32.34909475 -084.99152919 53 102
112  32.34904491 -084.99178670  32.34905380 -084.99193427
111  32.34904491 -084.99178670 53 102
111  32.34905371 -084.99182807 53 102
111  32.34931522 -084.99274049 53 102
111  32.34884931 -084.99298202 53 102
111  32.34878375 -084.99301372 53 102
111  32.34835676 -084.99318438 53 102
111  32.34556245 -084.99429560 53 102
111  32.34550059 -084.99432670 53 102
111  32.34382402 -084.99519322
112  32.34382402 -084.99519322  32.34378368 -084.99522038 53 102
111  32.34375528 -084.99525969 53 102
111  32.34367959 -084.99538317 53 102
115  32.34312020 -084.99631134
120 Linear Feature 86
111  32.34194857 -084.98773725 51
111  32.34194168 -084.98760884 51
111  32.34188815 -084.98761286 51
111  32.34189504 -084.98774128 51
113  32.34192182 -084.98773927 51
120 Linear Feature 86
111  32.34216790 -084.98772062 51
111  32.34216101 -084.98759221 51
111  32.34210748 -084.98759623 51
111  32.34211437 -084.98772465 51
113  32.34214115 -084.98772264 51
120 Linear Feature 85
111  32.34137367 -084.98802664 51
111  32.34143807 -084.98802197 51
111  32.34165930 -084.98800590 51
111  32.34187605 -084.98799016 51
111  32.34209561 -084.98797421
112  32.34209561 -084.98797421  32.34214779 -084.98795752 51
111  32.34215046 -084.98789600 51
115  32.34214115 -084.98772264
120 Linear Feature 85
112  32.34143807 -084.98802197  32.34148834 -084.98800995 51
111  32.34149273 -084.98794832 51
115  32.34148345 -084.98777556
120 Linear Feature 85
112  32.34165930 -084.98800590  32.34171262 -084.98798987 51
111  32.34171251 -084.98792633 51
115  32.34170371 -084.98776243
120 Linear Feature 85
112  32.34187605 -084.98799016  32.34192824 -084.98797346 51
111  32.34193113 -084.98791263 51
115  32.34192182 -084.98773927
120 Linear Feature 84
111  32.34172674 -084.98931665 51
111  32.34172232 -084.98924834 51
111  32.34161011 -084.98925677 51
113  32.34161140 -084.98932485 51
120 Linear Feature 83
112  32.34110868 -084.99263066  32.34096814 -084.99266099 51
115  32.34095971 -084.99280859
120 Linear Feature 83
112  32.34106172 -084.99179107  32.34091650 -084.99182416 51
115  32.34091386 -084.99198301
120 Linear Feature 83
112  32.34101134 -084.99095328  32.34087100 -084.99098446 51
115  32.34086686 -084.99114089
120 Linear Feature 83
112  32.34096433 -084.99011374  32.34082350 -084.99014722 51
115  32.34081950 -084.99029944
120 Linear Feature 83
112  32.34091927 -084.98927459  32.34077454 -084.98930461 51
115  32.34077245 -084.98946373
120 Linear Feature 83
112  32.34086997 -084.98843543  32.34072524 -084.98847099 51
115  32.34072542 -084.98862811
120 Linear Feature 82
112  32.34113487 -084.99178450  32.34127907 -084.99179412 51
111  32.34129826 -084.99194312 51
111  32.34132163 -084.99236212 51
111  32.34132572 -084.99243545
112  32.34132572 -084.99243545  32.34131711 -084.99260724 51
111  32.34118183 -084.99262410 51
111  32.34110868 -084.99263066
112  32.34110868 -084.99263066  32.34096570 -084.99262720 51
115  32.34094166 -084.99246989
120 Linear Feature 82
112  32.34108449 -084.99094672  32.34123600 -084.99095586 51
111  32.34125063 -084.99111634 51
111  32.34127363 -084.99152867 51
111  32.34127772 -084.99160201
112  32.34127772 -084.99160201  32.34126681 -084.99176910 51
111  32.34113487 -084.99178450 51
111  32.34106172 -084.99179107
112  32.34106172 -084.99179107  32.34091874 -084.99178760 51
115  32.34089439 -084.99163008
120 Linear Feature 82
112  32.34103437 -084.99010814  32.34118385 -084.99011439 51
111  32.34120363 -084.99027422 51
111  32.34122617 -084.99067821 51
111  32.34123025 -084.99075150
112  32.34123025 -084.99075150  32.34122652 -084.99092870 51
111  32.34108449 -084.99094672 51
111  32.34101134 -084.99095328
112  32.34101134 -084.99095328  32.34087039 -084.99094646 51
115  32.34084743 -084.99079559
120 Linear Feature 82
112  32.34098932 -084.98926900  32.34114042 -084.98927477 51
111  32.34115648 -084.98944222 51
111  32.34117907 -084.98984722 51
111  32.34118250 -084.98990878
112  32.34118250 -084.98990878  32.34117925 -084.99008810 51
111  32.34103437 -084.99010814 51
111  32.34096433 -084.99011374
112  32.34096433 -084.99011374  32.34082135 -084.99010787 51
115  32.34080028 -084.98995780
120 Linear Feature 82
112  32.34094001 -084.98842983  32.34109112 -084.98843560 51
111  32.34110973 -084.98859974 51
111  32.34113232 -084.98900470 51
111  32.34113575 -084.98906629
112  32.34113575 -084.98906629  32.34113697 -084.98924658 51
111  32.34098932 -084.98926900 51
111  32.34091927 -084.98927459
112  32.34091927 -084.98927459  32.34077142 -084.98926873 51
115  32.34075260 -084.98911133
120 Linear Feature 82
112  32.34067597 -084.98774919  32.34068328 -084.98759342 51
111  32.34081599 -084.98756549 51
111  32.34090688 -084.98756023
112  32.34090688 -084.98756023  32.34104385 -084.98757754 51
111  32.34106054 -084.98772739 51
111  32.34108502 -084.98816632 51
111  32.34108846 -084.98822792
112  32.34108846 -084.98822792  32.34108846 -084.98841138 51
111  32.34094001 -084.98842983 51
111  32.34086997 -084.98843543
112  32.34086997 -084.98843543  32.34072699 -084.98843014 51
115  32.34070554 -084.98827484
120 Linear Feature 81
111  32.33915827 -084.98972135 55
115  32.33926696 -084.98981265
120 Linear Feature 80
111  32.33880815 -084.98973618 53
111  32.33895835 -084.98986130
112  32.33895835 -084.98986130  32.33906193 -084.98986899 53
111  32.33912594 -084.98977299 53
111  32.33915827 -084.98972135 53
111  32.33940340 -084.98931428
112  32.33940340 -084.98931428  32.33946066 -084.98920077 53
111  32.33942561 -084.98910955 53
111  32.33726938 -084.98731253 53
111  32.33664871 -084.98679998 53
111  32.33611371 -084.98700658 53 102
111  32.33600053 -084.98704748 53 102
111  32.33597270 -084.98706264 53 102
115  32.33594891 -084.98708079
120 Linear Feature 79
111  32.33713633 -084.98693013 53
111  32.33736279 -084.98655106
112  32.33736279 -084.98655106  32.33736997 -084.98652594 53
111  32.33734420 -084.98653016 53
111  32.33691943 -084.98669521
112  32.33691943 -084.98669521  32.33689075 -084.98672720 53
111  32.33691985 -084.98676511 53
111  32.33712068 -084.98693103
114  32.33712068 -084.98693103  32.33713001 -084.98693589 53
120 Linear Feature 78
111  32.34071037 -084.98957659 53
111  32.34060447 -084.98768401
112  32.34060447 -084.98768401  32.34057739 -084.98756649 53
111  32.34048101 -084.98756021 53
111  32.34012948 -084.98758560
112  32.34012948 -084.98758560  32.34005146 -084.98759747 53
112  32.34001902 -084.98779936  32.34004887 -084.98790193
113  32.34001902 -084.98779936 53
120 Linear Feature 77
111  32.34070539 -084.99270906 53
112  32.34083469 -084.99267359  32.34089041 -084.99262571
111  32.34083469 -084.99267359
112  32.34083469 -084.99267359  32.34085991 -084.99264763 53
111  32.34086510 -084.99258153 53
111  32.34086546 -084.99252457 53
111  32.34086509 -084.99240680 53 102
111  32.34085653 -084.99214867 53 102
115  32.34083991 -084.99185365
120 Linear Feature 76
111  32.34079592 -084.99109726 53 102
111  32.34078471 -084.99089189 53
111  32.34074883 -084.99024772
112  32.34074883 -084.99024772  32.34074347 -084.99020766 53
111  32.34070434 -084.99016843 53
111  32.33966753 -084.98931076
112  32.33966753 -084.98931076  32.33960849 -084.98932230 53
112  32.33951505 -084.98940109  32.33946321 -084.98946836
111  32.33951505 -084.98940109 53
111  32.33926696 -084.98981265 53
111  32.33923501 -084.98986711
112  32.33923501 -084.98986711  32.33920032 -084.98993922 53
112  32.33922020 -084.99007942  32.33923880 -084.99016123
111  32.33922020 -084.99007942 53
111  32.33929232 -084.99013950
112  32.33929232 -084.99013950  32.33934931 -084.99019419 53
112  32.33940126 -084.99027763  32.33943476 -084.99033955
111  32.33940126 -084.99027763
112  32.33940126 -084.99027763  32.33944298 -084.99036108 59
111  32.33945412 -084.99043287 59
115  32.33950867 -084.99091480
120 Linear Feature 75
111  32.34066916 -084.98989508
112  32.34066916 -084.98989508  32.34068453 -084.98990313 53
111  32.34068127 -084.98988314 53
111  32.34028537 -084.98886176
112  32.34028537 -084.98886176  32.34027898 -084.98884695 53
111  32.34026854 -084.98885163 53
111  32.33999591 -084.98930767
112  32.33999591 -084.98930767  32.33999104 -084.98932068 53
113  32.33999856 -084.98933199 53
120 Linear Feature 74
112  32.33971153 -084.98919006  32.33960673 -084.98912718 51
115  32.33954086 -084.98922087
120 Linear Feature 73
112  32.33914850 -084.98987277  32.33914229 -084.98988881 51
111  32.33914020 -084.98991092 51
111  32.33913837 -084.99000020
112  32.33913837 -084.99000020  32.33914690 -084.99015500 51
115  32.33923612 -084.99023798
120 Linear Feature 72
112  32.33951071 -084.98902221  32.33959195 -084.98911676 51
111  32.33954086 -084.98922087 51
111  32.33914850 -084.98987277
112  32.33914850 -084.98987277  32.33897723 -084.99000569 51
115  32.33882832 -084.98989935
120 Linear Feature 71
112  32.33782919 -084.98661524  32.33777751 -084.98658695 51
115  32.33774405 -084.98663038
120 Linear Feature 71
112  32.33801513 -084.98677041  32.33796345 -084.98674612 51
115  32.33793333 -084.98679049
120 Linear Feature 71
112  32.33820608 -084.98692976  32.33815305 -084.98690346 51
115  32.33812262 -084.98694896
120 Linear Feature 71
112  32.33839448 -084.98708697  32.33834144 -084.98706308 51
115  32.33831205 -084.98710813
120 Linear Feature 71
112  32.33858654 -084.98724725  32.33853323 -084.98722069 51
115  32.33850275 -084.98726677
120 Linear Feature 71
112  32.33877997 -084.98740867  32.33872666 -084.98738211 51
115  32.33869545 -084.98742681
120 Linear Feature 71
112  32.33897045 -084.98756762  32.33891591 -084.98753866 51
115  32.33888289 -084.98759031
120 Linear Feature 71
112  32.33915868 -084.98772470  32.33910699 -084.98769718 51
115  32.33907395 -084.98774472
120 Linear Feature 71
112  32.33935113 -084.98788530  32.33930226 -084.98786012 51
115  32.33926839 -084.98790066
120 Linear Feature 71
112  32.33953677 -084.98804021  32.33948756 -084.98801743 51
115  32.33945813 -084.98805946
120 Linear Feature 71
112  32.33973107 -084.98820236  32.33968017 -084.98817677 51
115  32.33964921 -084.98821937
120 Linear Feature 71
112  32.33992238 -084.98836201  32.33986945 -084.98833242 51
115  32.33983720 -084.98837911
120 Linear Feature 71
112  32.34011575 -084.98852337  32.34006282 -084.98849479 51
115  32.34003109 -084.98854108
120 Linear Feature 71
112  32.33969810 -084.98908883  32.33967362 -084.98914692 51
115  32.33971153 -084.98919006
120 Linear Feature 71
112  32.33722110 -084.98702113  32.33719395 -084.98708058 51
115  32.33723367 -084.98712315
120 Linear Feature 71
112  32.33740979 -084.98718122  32.33738366 -084.98723987 51
115  32.33742191 -084.98728014
120 Linear Feature 71
112  32.33760253 -084.98733827  32.33757584 -084.98739859 51
115  32.33761332 -084.98743978
120 Linear Feature 71
112  32.33779406 -084.98749872  32.33776737 -084.98755904 51
115  32.33780579 -084.98760030
120 Linear Feature 71
112  32.33798662 -084.98765614  32.33795738 -084.98771713 51
115  32.33799781 -084.98775975
120 Linear Feature 71
112  32.33817571 -084.98781750  32.33814901 -084.98787716 51
115  32.33818775 -084.98791825
120 Linear Feature 71
112  32.33836360 -084.98797674  32.33834029 -084.98803807 51
115  32.33837687 -084.98807606
120 Linear Feature 71
112  32.33855506 -084.98813358  32.33853006 -084.98819010 51
115  32.33856536 -084.98823335
120 Linear Feature 71
112  32.33874736 -084.98829483  32.33872337 -084.98835334 51
115  32.33875884 -084.98839481
120 Linear Feature 71
112  32.33893597 -084.98845709  32.33891441 -084.98850984 51
115  32.33894352 -084.98854892
120 Linear Feature 71
112  32.33912527 -084.98861662  32.33910372 -084.98866937 51
115  32.33913873 -084.98871181
120 Linear Feature 71
112  32.33931790 -084.98877393  32.33929635 -084.98882668 51
115  32.33932572 -084.98886785
120 Linear Feature 71
112  32.33950924 -084.98893217  32.33948543 -084.98898625 51
115  32.33952193 -084.98903159
120 Linear Feature 71
112  32.33989271 -084.98924812  32.33986620 -084.98930221 51
115  32.33990114 -084.98934814
120 Linear Feature 70
112  32.34002452 -084.98844725  32.34005719 -084.98849519 51
111  32.34003109 -084.98854108 51
115  32.33990008 -084.98875659
120 Linear Feature 70
111  32.33982888 -084.98887370 51
111  32.33969810 -084.98908883
112  32.33969810 -084.98908883  32.33965946 -084.98913557 51
115  32.33961127 -084.98910626
120 Linear Feature 70
112  32.33763271 -084.98645127  32.33758604 -084.98643095 51
111  32.33755235 -084.98646743 51
115  32.33742028 -084.98668820
120 Linear Feature 70
111  32.33734989 -084.98680586 51
111  32.33722110 -084.98702113
112  32.33722110 -084.98702113  32.33718251 -084.98707064 51
115  32.33713380 -084.98703986
120 Linear Feature 70
112  32.33772743 -084.98653032  32.33776702 -084.98657392 51
111  32.33774405 -084.98663038 51
115  32.33761153 -084.98684875
120 Linear Feature 70
111  32.33754055 -084.98696573 51
111  32.33740979 -084.98718122
112  32.33740979 -084.98718122  32.33737039 -084.98722737 51
115  32.33732464 -084.98719902
120 Linear Feature 70
112  32.33792192 -084.98669262  32.33795846 -084.98674023 51
111  32.33793333 -084.98679049 51
115  32.33780178 -084.98700833
120 Linear Feature 70
111  32.33773167 -084.98712442 51
111  32.33760253 -084.98733827
112  32.33760253 -084.98733827  32.33756124 -084.98739035 51
115  32.33751400 -084.98735695
120 Linear Feature 70
112  32.33811057 -084.98685005  32.33814740 -084.98689566 51
111  32.33812262 -084.98694896 51
115  32.33799235 -084.98716694
120 Linear Feature 70
111  32.33792287 -084.98728318 51
111  32.33779406 -084.98749872
112  32.33779406 -084.98749872  32.33775209 -084.98754880 51
115  32.33770758 -084.98751839
120 Linear Feature 70
112  32.33830441 -084.98701181  32.33833818 -084.98705658 51
111  32.33831205 -084.98710813 51
115  32.33818297 -084.98732550
120 Linear Feature 70
111  32.33811368 -084.98744218 51
111  32.33798662 -084.98765614
112  32.33798662 -084.98765614  32.33794807 -084.98770483 51
115  32.33789919 -084.98767819
120 Linear Feature 70
112  32.33848996 -084.98716665  32.33852853 -084.98721409 51
111  32.33850275 -084.98726677 51
115  32.33837320 -084.98748493
120 Linear Feature 70
111  32.33830392 -084.98760160 51
111  32.33817571 -084.98781750
112  32.33817571 -084.98781750  32.33813424 -084.98786357 51
115  32.33809045 -084.98783706
120 Linear Feature 70
112  32.33868492 -084.98732935  32.33872078 -084.98737719 51
111  32.33869545 -084.98742681 51
115  32.33856382 -084.98764495
120 Linear Feature 70
111  32.33849452 -084.98775979 51
111  32.33836360 -084.98797674
112  32.33836360 -084.98797674  32.33832619 -084.98802242 51
115  32.33827982 -084.98799508
120 Linear Feature 70
112  32.33887186 -084.98748535  32.33891252 -084.98753553 51
111  32.33888289 -084.98759031 51
115  32.33875425 -084.98780350
120 Linear Feature 70
111  32.33868495 -084.98791834 51
111  32.33855506 -084.98813358
112  32.33855506 -084.98813358  32.33851478 -084.98818326 51
115  32.33846751 -084.98815170
120 Linear Feature 70
112  32.33906046 -084.98764274  32.33909943 -084.98769158 51
111  32.33907395 -084.98774472 51
115  32.33894506 -084.98796182
120 Linear Feature 70
111  32.33887604 -084.98807808 51
111  32.33874736 -084.98829483
112  32.33874736 -084.98829483  32.33871249 -084.98834050 51
115  32.33866487 -084.98831639
120 Linear Feature 70
112  32.33925441 -084.98780459  32.33928820 -084.98784759 51
111  32.33926839 -084.98790066 51
115  32.33913653 -084.98812137
120 Linear Feature 70
111  32.33906651 -084.98823858 51
111  32.33893597 -084.98845709
112  32.33893597 -084.98845709  32.33890103 -084.98849988 51
115  32.33885610 -084.98847597
120 Linear Feature 70
112  32.33944802 -084.98796615  32.33947877 -084.98801076 51
111  32.33945813 -084.98805946 51
115  32.33932702 -084.98827893
120 Linear Feature 70
111  32.33925698 -084.98839615 51
111  32.33912527 -084.98861662
112  32.33912527 -084.98861662  32.33909176 -084.98865708 51
115  32.33904466 -084.98863331
120 Linear Feature 70
112  32.33964171 -084.98812779  32.33967077 -084.98817720 51
111  32.33964921 -084.98821937 51
115  32.33951816 -084.98843872
120 Linear Feature 70
111  32.33944813 -084.98855594 51
111  32.33931790 -084.98877393
112  32.33931790 -084.98877393  32.33927869 -084.98881900 51
115  32.33923503 -084.98879217
120 Linear Feature 70
112  32.33983038 -084.98828523  32.33986197 -084.98833364 51
111  32.33983720 -084.98837911 51
115  32.33970820 -084.98859665
120 Linear Feature 70
111  32.33963919 -084.98871302 51
111  32.33950924 -084.98893217
112  32.33950924 -084.98893217  32.33947228 -084.98897423 51
115  32.33942504 -084.98895072
120 Linear Feature 70
112  32.34020733 -084.98859980  32.34024372 -084.98864855 51
111  32.34021949 -084.98869706 51
115  32.34008977 -084.98891582
120 Linear Feature 70
111  32.34002076 -084.98903218 51
111  32.33989271 -084.98924812
112  32.33989271 -084.98924812  32.33985765 -084.98929611 51
115  32.33980665 -084.98926937
120 Linear Feature 69
112  32.34081379 -084.99019787  32.34079510 -084.99011758 51
112  32.34073658 -084.99004462  32.34069028 -084.98999847
111  32.34073658 -084.99004462 51
111  32.33990114 -084.98934814 51
111  32.33980665 -084.98926937 51
111  32.33971153 -084.98919006 51
111  32.33961127 -084.98910626 51
111  32.33952193 -084.98903159 51
111  32.33951071 -084.98902221 51
111  32.33942504 -084.98895072 51
111  32.33932572 -084.98886785 51
111  32.33923503 -084.98879217 51
111  32.33913873 -084.98871181 51
111  32.33904466 -084.98863331 51
111  32.33894352 -084.98854892 51
111  32.33885610 -084.98847597 51
111  32.33875884 -084.98839481 51
111  32.33866487 -084.98831639 51
111  32.33856536 -084.98823335 51
111  32.33846751 -084.98815170 51
111  32.33837687 -084.98807606 51
111  32.33827982 -084.98799508 51
111  32.33818775 -084.98791825 51
111  32.33809045 -084.98783706 51
111  32.33799781 -084.98775975 51
111  32.33789919 -084.98767819 51
111  32.33780579 -084.98760030 51
111  32.33770758 -084.98751839 51
111  32.33761332 -084.98743978 51
111  32.33751400 -084.98735695 51
111  32.33742191 -084.98728014 51
111  32.33732464 -084.98719902 51
111  32.33723367 -084.98712315 51
111  32.33713380 -084.98703986 51
111  32.33677455 -084.98674124
112  32.33677455 -084.98674124  32.33673613 -084.98671246 51
116  32.33664337 -084.98671852  32.33659028 -084.98673127
120 Linear Feature 68
111  32.34009959 -084.98838572 53
111  32.33966261 -084.98726784
112  32.33966261 -084.98726784  32.33965308 -084.98725995 53
111  32.33964436 -084.98726813 53
111  32.33934797 -084.98776198
112  32.33934797 -084.98776198  32.33934198 -084.98777840 53
111  32.33935438 -084.98779231 53
111  32.34008243 -084.98839827
114  32.34008243 -084.98839827  32.34010288 -084.98840329 53
120 Linear Feature 68
111  32.33801617 -084.98665690 53
111  32.33830912 -084.98617141
112  32.33830912 -084.98617141  32.33831497 -084.98615853 53
111  32.33830478 -084.98615831 53
111  32.33770430 -084.98639077
112  32.33770430 -084.98639077  32.33769111 -084.98639865 53
111  32.33769971 -084.98641020 53
111  32.33800044 -084.98666056
114  32.33800044 -084.98666056  32.33801096 -084.98666396 53
120 Linear Feature 67
112  32.33809916 -084.98675054  32.33807241 -084.98680936 51
115  32.33811057 -084.98685005
120 Linear Feature 67
112  32.33829067 -084.98690384  32.33825750 -084.98697027 51
115  32.33830441 -084.98701181
120 Linear Feature 67
112  32.33848224 -084.98706206  32.33845211 -084.98712368 51
115  32.33848996 -084.98716665
120 Linear Feature 67
112  32.33867364 -084.98722588  32.33864419 -084.98728871 51
115  32.33868492 -084.98732935
120 Linear Feature 67
112  32.33886072 -084.98739025  32.33883940 -084.98744794 51
115  32.33887186 -084.98748535
120 Linear Feature 67
112  32.33905198 -084.98754807  32.33902815 -084.98761282 51
115  32.33906792 -084.98764897
120 Linear Feature 67
112  32.33924407 -084.98770400  32.33921616 -084.98776615 51
115  32.33925441 -084.98780459
120 Linear Feature 67
112  32.33851608 -084.98618503  32.33846285 -084.98615374 51
115  32.33842981 -084.98620184
120 Linear Feature 67
112  32.33870774 -084.98634472  32.33865351 -084.98631424 51
115  32.33861841 -084.98636551
120 Linear Feature 67
112  32.33889498 -084.98650072  32.33884155 -084.98647217 51
115  32.33880781 -084.98652325
120 Linear Feature 67
112  32.33908944 -084.98666275  32.33903567 -084.98663058 51
115  32.33900098 -084.98667840
120 Linear Feature 67
112  32.33927818 -084.98682001  32.33922253 -084.98679141 51
115  32.33918996 -084.98683957
120 Linear Feature 67
112  32.33946783 -084.98697802  32.33941219 -084.98694943 51
115  32.33937956 -084.98700017
120 Linear Feature 67
112  32.33966018 -084.98713828  32.33960741 -084.98710938 51
115  32.33957298 -084.98716008
120 Linear Feature 66
112  32.33841887 -084.98610404  32.33845497 -084.98615057 51
111  32.33842981 -084.98620184 51
115  32.33829939 -084.98641827
120 Linear Feature 66
111  32.33822901 -084.98653507 51
111  32.33809916 -084.98675054
112  32.33809916 -084.98675054  32.33806226 -084.98679702 51
115  32.33801513 -084.98677041
120 Linear Feature 66
112  32.33860920 -084.98626261  32.33864699 -084.98631483 51
111  32.33861841 -084.98636551 51
115  32.33849033 -084.98657589
120 Linear Feature 66
111  32.33841695 -084.98669642 51
111  32.33829067 -084.98690384
112  32.33829067 -084.98690384  32.33825649 -084.98695512 51
115  32.33820608 -084.98692976
120 Linear Feature 66
112  32.33880067 -084.98642214  32.33883564 -084.98647369 51
111  32.33880781 -084.98652325 51
115  32.33867913 -084.98673622
120 Linear Feature 66
111  32.33860934 -084.98685172 51
111  32.33848224 -084.98706206
112  32.33848224 -084.98706206  32.33844535 -084.98711534 51
115  32.33839448 -084.98708697
120 Linear Feature 66
112  32.33898795 -084.98657819  32.33902490 -084.98662439 51
111  32.33900098 -084.98667840 51
115  32.33887101 -084.98689577
120 Linear Feature 66
111  32.33880088 -084.98701308 51
111  32.33867364 -084.98722588
112  32.33867364 -084.98722588  32.33863502 -084.98727531 51
115  32.33858654 -084.98724725
120 Linear Feature 66
112  32.33918115 -084.98673916  32.33921528 -084.98678574 51
111  32.33918996 -084.98683957 51
115  32.33906194 -084.98705370
120 Linear Feature 66
111  32.33899180 -084.98717101 51
111  32.33886072 -084.98739025
112  32.33886072 -084.98739025  32.33882583 -084.98743077 51
115  32.33877997 -084.98740867
120 Linear Feature 66
112  32.33936853 -084.98689529  32.33940793 -084.98694008 51
111  32.33937956 -084.98700017 51
115  32.33925235 -084.98721293
120 Linear Feature 66
111  32.33918221 -084.98733025 51
111  32.33905198 -084.98754807
112  32.33905198 -084.98754807  32.33901712 -084.98759304 51
115  32.33897045 -084.98756762
120 Linear Feature 66
112  32.33955931 -084.98705424  32.33959965 -084.98709941 51
111  32.33957298 -084.98716008 51
115  32.33944380 -084.98737370
120 Linear Feature 66
111  32.33937384 -084.98748939 51
111  32.33924407 -084.98770400
112  32.33924407 -084.98770400  32.33920309 -084.98775157 51
115  32.33915868 -084.98772470
