I
1050 Generated by WorldEditor

1   2882 0 0 KSGU St George Rgnl
111  37.04050256 -113.50739280
112  37.04062662 -113.50758515  37.04071334 -113.50765816
111  37.04077033 -113.50765387
111  37.04527738 -113.50526237
111  37.04510054 -113.50475079
112  37.04508125 -113.50471928  37.04506573 -113.50471321
111  37.04504965 -113.50472770
111  37.04503529 -113.50468615
111  37.04514689 -113.50463005
111  37.04515897 -113.50466923
111  37.04513066 -113.50468615
112  37.04512478 -113.50470622  37.04512442 -113.50471673
111  37.04513012 -113.50472763
113  37.04530849 -113.50524481
111  37.05039789 -113.50119881
111  37.05041367 -113.50119279
111  37.05039823 -113.50115065
111  37.05035705 -113.50117645
111  37.05037420 -113.50121386
111  37.05038622 -113.50120698
111  37.05039102 -113.50121773
113  37.05040269 -113.50121042
111  37.04304949 -113.51030973
111  37.04303988 -113.51027533
111  37.04293384 -113.51033165
113  37.04294619 -113.51036777
111  37.02176978 -113.51393232
111  37.02176323 -113.51390379
111  37.02173640 -113.51391473
113  37.02174327 -113.51394170
111  37.03546926 -113.50517649
111  37.03547880 -113.50516201
111  37.03514617 -113.50470630
113  37.03513562 -113.50471952
111  37.03572362 -113.50292381
111  37.03571407 -113.50289832
111  37.03566839 -113.50292381
113  37.03567794 -113.50295034
111  37.03832528 -113.50351286
111  37.03830754 -113.50346036
111  37.03828753 -113.50347124
113  37.03830679 -113.50352326
130 Airport Boundary 101
112  37.02001434 -113.52171661  37.01964108 -113.52154213
111  37.01954547 -113.52116096
111  37.01823993 -113.51736488
111  37.01824290 -113.51727382
111  37.01832747 -113.51685755
112  37.01840611 -113.51666953  37.01847111 -113.51656049
111  37.01850414 -113.51651087
111  37.01836076 -113.51575449
111  37.02139157 -113.51412468
111  37.02139157 -113.51232380
111  37.02220863 -113.51218180
111  37.02278674 -113.51200415
111  37.02411908 -113.51140736
111  37.02467206 -113.51076646
111  37.02533650 -113.50946036
111  37.03183455 -113.50603011
111  37.03161546 -113.50539095
111  37.03211003 -113.50512817
111  37.03197929 -113.50474985
111  37.03199855 -113.50471811
111  37.03250527 -113.50445786
111  37.03294969 -113.50417849
111  37.03383975 -113.50370947
111  37.03395549 -113.50364999
111  37.03448075 -113.50337676
111  37.03471816 -113.50327639
111  37.03490957 -113.50314813
111  37.03664037 -113.50223348
111  37.04049844 -113.50019104
111  37.04060230 -113.50050536
111  37.04074529 -113.50042762
111  37.04063602 -113.50011668
111  37.04573952 -113.49741433
111  37.04604311 -113.49795828
111  37.04713253 -113.50115617
111  37.05089992 -113.49915371
111  37.05339569 -113.49763078
112  37.05413907 -113.49750063  37.05464480 -113.49761222
111  37.05485278 -113.49827779
111  37.05618080 -113.50221069
112  37.05609919 -113.50315352  37.05587973 -113.50362779
111  37.05557132 -113.50375537
111  37.05241620 -113.50493919
111  37.04955521 -113.50646330
111  37.04897740 -113.50677919
112  37.04789506 -113.50733135  37.04729262 -113.50763607
111  37.04789506 -113.50733135
112  37.04789506 -113.50733135  37.04689658 -113.50788761
112  37.04551677 -113.50858576  37.04547205 -113.50861377
111  37.04551677 -113.50858576
112  37.04551677 -113.50858576  37.04544508 -113.50863067
111  37.04541883 -113.50867308
111  37.04512667 -113.50898187
111  37.04471490 -113.50969874
112  37.04470679 -113.50974064  37.04470173 -113.50976095
111  37.04468044 -113.50977238
111  37.04340548 -113.51045554
111  37.04314023 -113.51068307
111  37.04293472 -113.51131477
111  37.03999944 -113.51287763
111  37.03854213 -113.51292108
111  37.03770937 -113.51303337
111  37.03659754 -113.51331349
111  37.03662448 -113.51343944
111  37.03601404 -113.51360137
111  37.03232442 -113.51555353
111  37.03234109 -113.51560096
111  37.03228682 -113.51563133
111  37.03227366 -113.51558038
113  37.02067371 -113.52171784
120 Linear Feature 6
111  37.03105305 -113.50945599 1
111  37.03104630 -113.50945566 1
115  37.03103967 -113.50945584
120 Linear Feature 5
111  37.03696632 -113.50704990 51
111  37.03693822 -113.50706554 51
115  37.03690927 -113.50708080
120 Linear Feature 5
111  37.03708310 -113.50699087 51
111  37.03705398 -113.50700621 51
115  37.03702605 -113.50702177
120 Linear Feature 5
111  37.03719509 -113.50693098 51
111  37.03716507 -113.50694758 51
115  37.03713804 -113.50696189
120 Linear Feature 5
111  37.03730436 -113.50687195 51
111  37.03727595 -113.50688822 51
115  37.03724731 -113.50690286
120 Linear Feature 5
111  37.03742728 -113.50680608 51
111  37.03739701 -113.50682289 51
115  37.03737023 -113.50683699
120 Linear Feature 5
111  37.03753176 -113.50675304 51
111  37.03750627 -113.50676767 51
115  37.03747471 -113.50678395
120 Linear Feature 5
111  37.03764990 -113.50669230 51
111  37.03762174 -113.50670779 51
115  37.03759285 -113.50672321
120 Linear Feature 5
111  37.03776463 -113.50663327 51
111  37.03773659 -113.50664790 51
115  37.03770758 -113.50666418
120 Linear Feature 5
111  37.03787935 -113.50657253 51
111  37.03784958 -113.50658802 51
115  37.03782230 -113.50660344
120 Linear Feature 5
111  37.03799067 -113.50651179 51
111  37.03796319 -113.50652658 51
115  37.03793362 -113.50654269
120 Linear Feature 5
111  37.03810539 -113.50645276 51
111  37.03807742 -113.50646669 51
115  37.03804834 -113.50648367
120 Linear Feature 5
111  37.03822012 -113.50638945 51
111  37.03819041 -113.50640603 51
115  37.03816307 -113.50642036
120 Linear Feature 5
111  37.03833348 -113.50633128 51
111  37.03830525 -113.50634614 51
115  37.03827643 -113.50636218
120 Linear Feature 5
111  37.03844889 -113.50626968 51
111  37.03841762 -113.50628548 51
115  37.03839184 -113.50630059
120 Linear Feature 5
111  37.03856020 -113.50620980 51
111  37.03853123 -113.50622482 51
115  37.03850315 -113.50624070
120 Linear Feature 5
111  37.03867493 -113.50614991 51
111  37.03864546 -113.50616571 51
115  37.03861788 -113.50618081
120 Linear Feature 5
111  37.03878965 -113.50608917 51
111  37.03875969 -113.50610427 51
115  37.03873260 -113.50612007
120 Linear Feature 5
111  37.03890202 -113.50602912 51
111  37.03887454 -113.50604361 51
115  37.03884497 -113.50606003
120 Linear Feature 5
111  37.03901774 -113.50596940 51
111  37.03898939 -113.50598528 51
115  37.03896069 -113.50600030
120 Linear Feature 5
111  37.03913110 -113.50590866 51
111  37.03910052 -113.50592461 51
115  37.03907405 -113.50593956
120 Linear Feature 5
111  37.03924241 -113.50584877 51
111  37.03921475 -113.50586395 51
115  37.03918536 -113.50587968
120 Linear Feature 5
111  37.03935714 -113.50578717 51
111  37.03932836 -113.50580328 51
115  37.03930009 -113.50581808
120 Linear Feature 5
111  37.03946981 -113.50572729 51
111  37.03944259 -113.50574184 51
115  37.03941277 -113.50575819
120 Linear Feature 5
111  37.03931254 -113.50527261 51
111  37.03928753 -113.50528650 51
115  37.03925549 -113.50530352
120 Linear Feature 5
111  37.03922060 -113.50518774 51
111  37.03919297 -113.50520144 51
115  37.03916355 -113.50521864
120 Linear Feature 5
111  37.03919761 -113.50533475 51
111  37.03917349 -113.50534724 51
115  37.03914056 -113.50536566
120 Linear Feature 5
111  37.03910446 -113.50525139 51
111  37.03907825 -113.50526560 51
115  37.03904741 -113.50528230
120 Linear Feature 5
111  37.03908752 -113.50539234 51
111  37.03905808 -113.50540627 51
115  37.03903047 -113.50542325
120 Linear Feature 5
111  37.03899137 -113.50531251 51
111  37.03896488 -113.50532720 51
115  37.03893432 -113.50534342
120 Linear Feature 5
111  37.03897635 -113.50545179 51
111  37.03894608 -113.50546701 51
115  37.03891930 -113.50548269
120 Linear Feature 5
111  37.03887869 -113.50537274 51
111  37.03885152 -113.50538794 51
115  37.03882164 -113.50540364
120 Linear Feature 5
111  37.03886217 -113.50551296 51
111  37.03883409 -113.50552947 51
115  37.03880512 -113.50554386
120 Linear Feature 5
111  37.03876827 -113.50543391 51
111  37.03874158 -113.50544783 51
115  37.03871122 -113.50546481
120 Linear Feature 5
111  37.03874573 -113.50557412 51
111  37.03871800 -113.50558935 51
115  37.03868868 -113.50560503
120 Linear Feature 5
111  37.03865108 -113.50548943 51
111  37.03862275 -113.50550686 51
115  37.03859403 -113.50552033
120 Linear Feature 5
111  37.03863080 -113.50563341 51
111  37.03860327 -113.50564924 51
115  37.03857375 -113.50566432
120 Linear Feature 5
111  37.03853540 -113.50555436 51
111  37.03850939 -113.50557017 51
115  37.03847835 -113.50558527
120 Linear Feature 5
111  37.03851963 -113.50569552 51
111  37.03849048 -113.50571211 51
115  37.03846258 -113.50572643
120 Linear Feature 5
111  37.03842243 -113.50561409 51
111  37.03839749 -113.50562994 51
115  37.03836538 -113.50564500
120 Linear Feature 5
111  37.03840744 -113.50575438 51
111  37.03837573 -113.50576926 51
115  37.03835039 -113.50578528
120 Linear Feature 5
111  37.03830945 -113.50567421 51
111  37.03828243 -113.50569017 51
115  37.03825240 -113.50570512
120 Linear Feature 5
111  37.03829146 -113.50581450 51
111  37.03826346 -113.50583131 51
115  37.03823440 -113.50584540
120 Linear Feature 5
111  37.03819747 -113.50573559 51
111  37.03816973 -113.50575236 51
115  37.03814042 -113.50576649
120 Linear Feature 5
111  37.03817848 -113.50587462 51
111  37.03814998 -113.50589054 51
115  37.03812143 -113.50590553
120 Linear Feature 5
111  37.03807449 -113.50579571 51
111  37.03804679 -113.50580963 51
115  37.03801744 -113.50582662
120 Linear Feature 5
111  37.03806350 -113.50593474 51
111  37.03803650 -113.50595077 51
115  37.03800645 -113.50596565
120 Linear Feature 5
111  37.03797051 -113.50585458 51
111  37.03794119 -113.50586985 51
115  37.03791346 -113.50588548
120 Linear Feature 5
111  37.03795051 -113.50599577 51
111  37.03792223 -113.50601198 51
115  37.03789346 -113.50602668
120 Linear Feature 5
111  37.03786053 -113.50590923 51
111  37.03783243 -113.50592514 51
115  37.03780348 -113.50594014
120 Linear Feature 5
111  37.03783690 -113.50605385 51
111  37.03780717 -113.50607121 51
115  37.03777985 -113.50608475
120 Linear Feature 5
111  37.03774237 -113.50597300 51
111  37.03771422 -113.50599030 51
115  37.03768532 -113.50600391
120 Linear Feature 5
111  37.03772328 -113.50611306 51
111  37.03769368 -113.50612946 51
115  37.03766623 -113.50614396
120 Linear Feature 5
111  37.03762603 -113.50603335 51
111  37.03759838 -113.50604854 51
115  37.03756898 -113.50606426
120 Linear Feature 5
111  37.03760876 -113.50617454 51
111  37.03757862 -113.50618968 51
115  37.03755171 -113.50620545
120 Linear Feature 5
111  37.03751423 -113.50609256 51
111  37.03748568 -113.50610877 51
115  37.03745718 -113.50612347
120 Linear Feature 5
111  37.03749332 -113.50623375 51
111  37.03746593 -113.50625089 51
115  37.03743627 -113.50626466
120 Linear Feature 5
111  37.03739879 -113.50615519 51
111  37.03737220 -113.50616998 51
115  37.03734174 -113.50618609
120 Linear Feature 5
111  37.03738243 -113.50629524 51
111  37.03735323 -113.50631210 51
115  37.03732538 -113.50632615
120 Linear Feature 5
111  37.03728608 -113.50621554 51
111  37.03725871 -113.50623020 51
115  37.03722904 -113.50624644
120 Linear Feature 5
111  37.03726609 -113.50635559 51
111  37.03723817 -113.50637233 51
115  37.03720904 -113.50638650
120 Linear Feature 5
111  37.03716974 -113.50627588 51
111  37.03714444 -113.50629042 51
115  37.03711269 -113.50630679
120 Linear Feature 5
111  37.03715338 -113.50641480 51
111  37.03712469 -113.50643156 51
115  37.03709633 -113.50644571
120 Linear Feature 5
111  37.03705703 -113.50633623 51
111  37.03703017 -113.50635065 51
115  37.03699998 -113.50636714
120 Linear Feature 5
111  37.03703977 -113.50647629 51
111  37.03701121 -113.50649080 51
115  37.03698271 -113.50650719
120 Linear Feature 5
111  37.03694342 -113.50639544 51
111  37.03691590 -113.50640988 51
115  37.03688637 -113.50642635
120 Linear Feature 5
111  37.03682889 -113.50645579 51
111  37.03680242 -113.50647010 51
115  37.03677184 -113.50648670
120 Linear Feature 5
111  37.03680980 -113.50659812 51
111  37.03678266 -113.50661124 51
115  37.03675275 -113.50662903
120 Linear Feature 5
111  37.03692615 -113.50653777 51
111  37.03689694 -113.50655300 51
115  37.03686910 -113.50656868
120 Linear Feature 4
111  37.03999607 -113.51067930 51
111  37.03996339 -113.51069338 51
115  37.03993247 -113.51071171
120 Linear Feature 4
111  37.04067773 -113.51031920 51
111  37.04064762 -113.51033536 51
115  37.04061412 -113.51035161
120 Linear Feature 4
111  37.04249726 -113.50935436 51
111  37.04246629 -113.50937056 51
115  37.04243366 -113.50938677
120 Linear Feature 4
111  37.04340637 -113.50886639 51
111  37.04337420 -113.50888212 51
115  37.04334277 -113.50889880
120 Linear Feature 4
111  37.04409063 -113.50851219 51
111  37.04405866 -113.50852827 51
115  37.04402703 -113.50854459
120 Linear Feature 4
111  37.04407219 -113.50865421 51
111  37.04403944 -113.50867229 51
115  37.04400859 -113.50868662
120 Linear Feature 4
111  37.04397522 -113.50857379 51
111  37.04394557 -113.50858984 51
115  37.04391162 -113.50860619
120 Linear Feature 4
111  37.04395610 -113.50871496 51
111  37.04392457 -113.50873090 51
115  37.04389250 -113.50874736
120 Linear Feature 4
111  37.04386460 -113.50862684 51
111  37.04383248 -113.50864251 51
115  37.04380099 -113.50865924
120 Linear Feature 4
111  37.04384001 -113.50877656 51
111  37.04381030 -113.50879024 51
115  37.04377641 -113.50880896
120 Linear Feature 4
111  37.04374987 -113.50869271 51
111  37.04371703 -113.50870853 51
115  37.04368626 -113.50872512
120 Linear Feature 4
111  37.04372938 -113.50883559 51
111  37.04369839 -113.50885181 51
115  37.04366578 -113.50886800
120 Linear Feature 4
111  37.04363378 -113.50875431 51
111  37.04360216 -113.50877010 51
115  37.04357017 -113.50878672
120 Linear Feature 4
111  37.04361670 -113.50889548 51
111  37.04358530 -113.50891041 51
115  37.04355310 -113.50892789
120 Linear Feature 4
111  37.04352383 -113.50881335 51
111  37.04348966 -113.50882945 51
115  37.04346023 -113.50884575
120 Linear Feature 4
111  37.04350129 -113.50895537 51
111  37.04347162 -113.50897050 51
115  37.04343769 -113.50898777
120 Linear Feature 4
111  37.04338998 -113.50901355 51
111  37.04335734 -113.50903059 51
115  37.04332638 -113.50904595
120 Linear Feature 4
111  37.04329574 -113.50892543 51
111  37.04326348 -113.50894146 51
115  37.04323214 -113.50895783
120 Linear Feature 4
111  37.04327252 -113.50907515 51
111  37.04324307 -113.50909141 51
115  37.04320892 -113.50910755
120 Linear Feature 4
111  37.04317897 -113.50899644 51
111  37.04314921 -113.50900971 51
115  37.04311536 -113.50902884
120 Linear Feature 4
111  37.04315916 -113.50913675 51
111  37.04312939 -113.50915224 51
115  37.04309556 -113.50916915
120 Linear Feature 4
111  37.04306561 -113.50905205 51
111  37.04303524 -113.50906788 51
115  37.04300200 -113.50908445
120 Linear Feature 4
111  37.04305222 -113.50919539 51
111  37.04301818 -113.50921226 51
115  37.04298561 -113.50922904
120 Linear Feature 4
111  37.04295293 -113.50911536 51
111  37.04292270 -113.50913086 51
115  37.04288933 -113.50914776
120 Linear Feature 4
111  37.04293381 -113.50926508 51
111  37.04290385 -113.50927987 51
115  37.04287021 -113.50929749
120 Linear Feature 4
111  37.04283957 -113.50917525 51
111  37.04280837 -113.50919105 51
115  37.04277597 -113.50920765
120 Linear Feature 4
111  37.04282113 -113.50932155 51
111  37.04279166 -113.50933729 51
115  37.04275753 -113.50935395
120 Linear Feature 4
111  37.04272753 -113.50923428 51
111  37.04269424 -113.50924965 51
115  37.04266192 -113.50926669
120 Linear Feature 4
111  37.04270709 -113.50937459 51
111  37.04267620 -113.50939070 51
115  37.04264348 -113.50940700
120 Linear Feature 4
111  37.04261080 -113.50929668 51
111  37.04258115 -113.50931122 51
115  37.04254720 -113.50932908
120 Linear Feature 4
111  37.04259210 -113.50943885 51
111  37.04256133 -113.50945450 51
115  37.04252850 -113.50947125
120 Linear Feature 4
111  37.04247882 -113.50949810 51
111  37.04244765 -113.50951384 51
115  37.04241522 -113.50953050
120 Linear Feature 4
111  37.04238458 -113.50941425 51
111  37.04235260 -113.50942991 51
115  37.04232098 -113.50944666
120 Linear Feature 4
111  37.04236205 -113.50955884 51
111  37.04233456 -113.50957393 51
115  37.04229845 -113.50959124
120 Linear Feature 4
111  37.04227122 -113.50947329 51
111  37.04223951 -113.50948925 51
115  37.04220762 -113.50950569
120 Linear Feature 4
111  37.04225347 -113.50961702 51
111  37.04222029 -113.50963327 51
115  37.04218986 -113.50964942
120 Linear Feature 4
111  37.04215513 -113.50953831 51
111  37.04212642 -113.50955230 51
115  37.04209153 -113.50957071
120 Linear Feature 4
111  37.04214079 -113.50967776 51
111  37.04210838 -113.50969410 51
115  37.04207719 -113.50971016
120 Linear Feature 4
111  37.04204041 -113.50959819 51
111  37.04201156 -113.50961313 51
115  37.04197680 -113.50963060
120 Linear Feature 4
111  37.04202402 -113.50973936 51
111  37.04199292 -113.50975641 51
115  37.04196041 -113.50977176
120 Linear Feature 4
111  37.04193182 -113.50965808 51
111  37.04189787 -113.50967396 51
115  37.04186822 -113.50969049
120 Linear Feature 4
111  37.04190861 -113.50979925 51
111  37.04187865 -113.50981501 51
115  37.04184500 -113.50983165
120 Linear Feature 4
111  37.04181573 -113.50971883 51
111  37.04178419 -113.50973478 51
115  37.04175213 -113.50975123
120 Linear Feature 4
111  37.04179525 -113.50986256 51
111  37.04176497 -113.50987880 51
115  37.04173164 -113.50989496
120 Linear Feature 4
111  37.04170169 -113.50977871 51
111  37.04167110 -113.50979561 51
115  37.04163809 -113.50981112
120 Linear Feature 4
111  37.04168257 -113.50991902 51
111  37.04165069 -113.50993592 51
115  37.04161896 -113.50995143
120 Linear Feature 4
111  37.04158696 -113.50983946 51
111  37.04155742 -113.50985495 51
115  37.04152336 -113.50987186
120 Linear Feature 4
111  37.04156784 -113.50998062 51
111  37.04153701 -113.50999600 51
115  37.04150424 -113.51001303
120 Linear Feature 4
111  37.04147975 -113.50989763 51
111  37.04144791 -113.50991437 51
115  37.04141614 -113.50993004
120 Linear Feature 4
111  37.04077458 -113.51039931 51
111  37.04074092 -113.51041655 51
115  37.04071097 -113.51043172
120 Linear Feature 4
111  37.04065786 -113.51046153 51
111  37.04062700 -113.51047758 51
115  37.04059426 -113.51049394
120 Linear Feature 4
111  37.04056350 -113.51037987 51
111  37.04053299 -113.51039370 51
115  37.04049990 -113.51041227
120 Linear Feature 4
111  37.04054612 -113.51052142 51
111  37.04051376 -113.51053623 51
115  37.04048251 -113.51055382
120 Linear Feature 4
111  37.04044803 -113.51044053 51
111  37.04041871 -113.51045527 51
115  37.04038442 -113.51047294
120 Linear Feature 4
111  37.04043189 -113.51058053 51
111  37.04039948 -113.51059632 51
115  37.04036828 -113.51061293
120 Linear Feature 4
111  37.04033504 -113.51049887 51
111  37.04030562 -113.51051461 51
115  37.04027144 -113.51053127
120 Linear Feature 4
111  37.04031828 -113.51063964 51
111  37.04028580 -113.51065640 51
115  37.04025467 -113.51067204
120 Linear Feature 4
111  37.04022329 -113.51055797 51
111  37.04019075 -113.51057395 51
115  37.04015969 -113.51059038
120 Linear Feature 4
111  37.04020281 -113.51070108 51
111  37.04017212 -113.51071723 51
115  37.04013920 -113.51073348
120 Linear Feature 4
111  37.04011030 -113.51061864 51
111  37.04007707 -113.51063478 51
115  37.04004670 -113.51065104
120 Linear Feature 4
111  37.04009230 -113.51075941 51
111  37.04005903 -113.51077657 51
115  37.04002870 -113.51079181
120 Linear Feature 4
111  37.03997559 -113.51082163 51
111  37.03994476 -113.51083814 51
115  37.03991199 -113.51085403
120 Linear Feature 4
111  37.03987936 -113.51074075 51
111  37.03985030 -113.51075643 51
115  37.03981576 -113.51077315
120 Linear Feature 4
111  37.03986322 -113.51088074 51
111  37.03983226 -113.51089599 51
115  37.03979962 -113.51091314
120 Linear Feature 4
111  37.03976637 -113.51079908 51
111  37.03973603 -113.51081429 51
115  37.03970277 -113.51083148
120 Linear Feature 4
111  37.03974775 -113.51094190 51
111  37.03971680 -113.51095830 51
115  37.03968415 -113.51097430
120 Linear Feature 4
111  37.03965344 -113.51085896 51
111  37.03962234 -113.51087437 51
115  37.03958984 -113.51089137
120 Linear Feature 4
111  37.03963487 -113.51100270 51
111  37.03960252 -113.51101764 51
115  37.03957127 -113.51103511
120 Linear Feature 4
111  37.03954006 -113.51092069 51
111  37.03950807 -113.51093668 51
115  37.03947646 -113.51095309
120 Linear Feature 4
111  37.03952200 -113.51105997 51
111  37.03948944 -113.51107698 51
115  37.03945840 -113.51109238
120 Linear Feature 4
111  37.03942775 -113.51097937 51
111  37.03939557 -113.51099602 51
115  37.03936415 -113.51101178
120 Linear Feature 4
111  37.03940574 -113.51112149 51
111  37.03937597 -113.51113733 51
115  37.03934213 -113.51115389
120 Linear Feature 4
111  37.03931092 -113.51104018 51
111  37.03928156 -113.51105426 51
115  37.03924732 -113.51107258
120 Linear Feature 4
111  37.03929286 -113.51118300 51
111  37.03926244 -113.51119802 51
115  37.03922926 -113.51121540
120 Linear Feature 4
111  37.03920143 -113.51109745 51
111  37.03916803 -113.51111495 51
115  37.03913783 -113.51112985
120 Linear Feature 4
111  37.03918055 -113.51124098 51
111  37.03914843 -113.51125810 51
115  37.03911695 -113.51127338
120 Linear Feature 4
111  37.03908517 -113.51115896 51
111  37.03905304 -113.51117502 51
115  37.03902157 -113.51119136
120 Linear Feature 4
111  37.03906937 -113.51129895 51
111  37.03903392 -113.51131756 51
115  37.03900577 -113.51133136
120 Linear Feature 4
111  37.03897173 -113.51122047 51
111  37.03894049 -113.51123694 51
115  37.03890813 -113.51125287
120 Linear Feature 4
111  37.03895085 -113.51136259 51
111  37.03892138 -113.51137825 51
115  37.03888725 -113.51139499
120 Linear Feature 4
111  37.03883911 -113.51142339 51
111  37.03880736 -113.51143955 51
115  37.03877550 -113.51145579
120 Linear Feature 4
111  37.03885829 -113.51127986 51
111  37.03882648 -113.51129579 51
115  37.03879469 -113.51131227
120 Linear Feature 3
111  37.04407674 -113.50858254 51
115  37.04405866 -113.50852827
120 Linear Feature 3
111  37.04403944 -113.50867229 51
115  37.04402136 -113.50861803
120 Linear Feature 3
111  37.04396365 -113.50864411 51
115  37.04394557 -113.50858984
120 Linear Feature 3
111  37.04392457 -113.50873090 51
115  37.04390650 -113.50867664
120 Linear Feature 3
111  37.04385056 -113.50869677 51
115  37.04383248 -113.50864251
120 Linear Feature 3
111  37.04381030 -113.50879024 51
115  37.04379222 -113.50873598
120 Linear Feature 3
111  37.04373510 -113.50876280 51
115  37.04371703 -113.50870853
120 Linear Feature 3
111  37.04369839 -113.50885181 51
115  37.04368032 -113.50879755
120 Linear Feature 3
111  37.04362023 -113.50882437 51
115  37.04360216 -113.50877010
120 Linear Feature 3
111  37.04358530 -113.50891041 51
115  37.04356723 -113.50885615
120 Linear Feature 3
111  37.04350774 -113.50888371 51
115  37.04348966 -113.50882945
120 Linear Feature 3
111  37.04347162 -113.50897050 51
115  37.04345354 -113.50891624
120 Linear Feature 3
111  37.04339228 -113.50893638 51
115  37.04337420 -113.50888212
120 Linear Feature 3
111  37.04335734 -113.50903059 51
115  37.04333927 -113.50897632
120 Linear Feature 3
111  37.04328156 -113.50899572 51
115  37.04326348 -113.50894146
120 Linear Feature 3
111  37.04324307 -113.50909141 51
115  37.04322500 -113.50903715
120 Linear Feature 3
111  37.04316728 -113.50906397 51
115  37.04314921 -113.50900971
120 Linear Feature 3
111  37.04312939 -113.50915224 51
115  37.04311131 -113.50909798
120 Linear Feature 3
111  37.04305332 -113.50912215 51
115  37.04303524 -113.50906788
120 Linear Feature 3
111  37.04301818 -113.50921226 51
115  37.04300010 -113.50915800
120 Linear Feature 3
111  37.04294077 -113.50918512 51
115  37.04292270 -113.50913086
120 Linear Feature 3
111  37.04290385 -113.50927987 51
115  37.04288577 -113.50922561
120 Linear Feature 3
111  37.04282645 -113.50924532 51
115  37.04280837 -113.50919105
120 Linear Feature 3
111  37.04279166 -113.50933729 51
115  37.04277358 -113.50928303
120 Linear Feature 3
111  37.04271232 -113.50930391 51
115  37.04269424 -113.50924965
120 Linear Feature 3
111  37.04267620 -113.50939070 51
115  37.04265813 -113.50933644
120 Linear Feature 3
111  37.04259923 -113.50936548 51
115  37.04258115 -113.50931122
120 Linear Feature 3
111  37.04256133 -113.50945450 51
115  37.04254326 -113.50940024
120 Linear Feature 3
111  37.04248436 -113.50942483 51
115  37.04246629 -113.50937056
120 Linear Feature 3
111  37.04244765 -113.50951384 51
115  37.04242958 -113.50945958
120 Linear Feature 3
111  37.04237068 -113.50948417 51
115  37.04235260 -113.50942991
120 Linear Feature 3
111  37.04233456 -113.50957393 51
115  37.04231649 -113.50951967
120 Linear Feature 3
111  37.04225759 -113.50954351 51
115  37.04223951 -113.50948925
120 Linear Feature 3
111  37.04222029 -113.50963327 51
115  37.04220221 -113.50957901
120 Linear Feature 3
111  37.04214450 -113.50960657 51
115  37.04212642 -113.50955230
120 Linear Feature 3
111  37.04210838 -113.50969410 51
115  37.04209031 -113.50963984
120 Linear Feature 3
111  37.04202963 -113.50966739 51
115  37.04201156 -113.50961313
120 Linear Feature 3
111  37.04199292 -113.50975641 51
115  37.04197485 -113.50970215
120 Linear Feature 3
111  37.04191595 -113.50972822 51
115  37.04189787 -113.50967396
120 Linear Feature 3
111  37.04187865 -113.50981501 51
115  37.04186057 -113.50976075
120 Linear Feature 3
111  37.04180227 -113.50978905 51
115  37.04178419 -113.50973478
120 Linear Feature 3
111  37.04176497 -113.50987880 51
115  37.04174689 -113.50982454
120 Linear Feature 3
111  37.04168918 -113.50984987 51
115  37.04167110 -113.50979561
120 Linear Feature 3
111  37.04165069 -113.50993592 51
115  37.04163262 -113.50988166
120 Linear Feature 3
111  37.04157549 -113.50990921 51
115  37.04155742 -113.50985495
120 Linear Feature 3
111  37.04146599 -113.50996863 51
115  37.04144791 -113.50991437
120 Linear Feature 3
111  37.04153701 -113.50999600 51
115  37.04151893 -113.50994174
120 Linear Feature 3
111  37.04074092 -113.51041655 51
115  37.04072284 -113.51036229
120 Linear Feature 3
111  37.03837573 -113.50576926 51
115  37.03835766 -113.50571500
120 Linear Feature 3
111  37.03695630 -113.50711980 51
115  37.03693822 -113.50706554
120 Linear Feature 3
111  37.03707206 -113.50706047 51
115  37.03705398 -113.50700621
120 Linear Feature 3
111  37.03718314 -113.50700184 51
115  37.03716507 -113.50694758
120 Linear Feature 3
111  37.03729402 -113.50694248 51
115  37.03727595 -113.50688822
120 Linear Feature 3
111  37.03741508 -113.50687715 51
115  37.03739701 -113.50682289
120 Linear Feature 3
111  37.03752434 -113.50682194 51
115  37.03750627 -113.50676767
120 Linear Feature 3
111  37.03763981 -113.50676205 51
115  37.03762174 -113.50670779
120 Linear Feature 3
111  37.03775467 -113.50670216 51
115  37.03773659 -113.50664790
120 Linear Feature 3
111  37.03786765 -113.50664228 51
115  37.03784958 -113.50658802
120 Linear Feature 3
111  37.03798126 -113.50658084 51
115  37.03796319 -113.50652658
120 Linear Feature 3
111  37.03809549 -113.50652096 51
115  37.03807742 -113.50646669
120 Linear Feature 3
111  37.03820848 -113.50646029 51
115  37.03819041 -113.50640603
120 Linear Feature 3
111  37.03832333 -113.50640041 51
115  37.03830525 -113.50634614
120 Linear Feature 3
111  37.03843570 -113.50633974 51
115  37.03841762 -113.50628548
120 Linear Feature 3
111  37.03854931 -113.50627908 51
115  37.03853123 -113.50622482
120 Linear Feature 3
111  37.03866353 -113.50621997 51
115  37.03864546 -113.50616571
120 Linear Feature 3
111  37.03877776 -113.50615853 51
115  37.03875969 -113.50610427
120 Linear Feature 3
111  37.03889262 -113.50609787 51
115  37.03887454 -113.50604361
120 Linear Feature 3
111  37.03900747 -113.50603954 51
115  37.03898939 -113.50598528
120 Linear Feature 3
111  37.03911859 -113.50597887 51
115  37.03910052 -113.50592461
120 Linear Feature 3
111  37.03923282 -113.50591821 51
115  37.03921475 -113.50586395
120 Linear Feature 3
111  37.03934643 -113.50585755 51
115  37.03932836 -113.50580328
