A
1050 Generated by WorldEditor 2.0.0r4

1   4316 0 0 KPGA Page Muni
115  36.92632395 -111.44998177
120 Linear Feature 9
111  36.92661419 -111.44997502 70
111  36.92655940 -111.44996284 70
115  36.92650734 -111.44995116
120 Linear Feature 9
111  36.92678803 -111.45001326 70
111  36.92673661 -111.45000282 70
115  36.92668614 -111.44999246
120 Linear Feature 9
111  36.92696643 -111.45005014 70
111  36.92691279 -111.45003915 70
115  36.92686155 -111.45002865
120 Linear Feature 8
111  36.92603545 -111.44982524 70
112  36.92608140 -111.44990410  36.92607255 -111.44997190
111  36.92608140 -111.44990410
112  36.92608140 -111.44990410  36.92608017 -111.44991341 70
112  36.92607496 -111.44992765  36.92607201 -111.44993413
111  36.92607496 -111.44992765
112  36.92607496 -111.44992765  36.92605791 -111.44996503 70
111  36.92601758 -111.44995953 70
112  36.92597081 -111.44990508  36.92596444 -111.44986162
111  36.92597081 -111.44990508
112  36.92597081 -111.44990508  36.92596967 -111.44989732 70
112  36.92597108 -111.44987857  36.92597254 -111.44986861
111  36.92597108 -111.44987857
112  36.92597108 -111.44987857  36.92598071 -111.44981287 70
115  36.92603545 -111.44982524
120 Linear Feature 8
111  36.92621165 -111.44986265 70
112  36.92625813 -111.44994576  36.92624931 -111.45001105
111  36.92625813 -111.44994576
112  36.92625813 -111.44994576  36.92625703 -111.44995391 70
112  36.92625282 -111.44996677  36.92625044 -111.44997269
111  36.92625282 -111.44996677
112  36.92625282 -111.44996677  36.92623613 -111.45000829 70
111  36.92619296 -111.44999925 70
112  36.92614632 -111.44994345  36.92614053 -111.44989810
111  36.92614632 -111.44994345
112  36.92614632 -111.44994345  36.92614536 -111.44993592 70
112  36.92614669 -111.44991783  36.92614801 -111.44990825
111  36.92614669 -111.44991783
112  36.92614669 -111.44991783  36.92615599 -111.44985062 70
115  36.92621165 -111.44986265
120 Linear Feature 8
111  36.92638760 -111.44990240 70
112  36.92643304 -111.44998008  36.92642478 -111.45004704
111  36.92643304 -111.44998008
112  36.92643304 -111.44998008  36.92643187 -111.44998957 70
112  36.92642700 -111.45000406  36.92642424 -111.45001065
111  36.92642700 -111.45000406
112  36.92642700 -111.45000406  36.92641027 -111.45004396 70
111  36.92636852 -111.45003731 70
112  36.92632395 -111.44998177  36.92631705 -111.44993953
111  36.92632395 -111.44998177
112  36.92632395 -111.44998177  36.92632269 -111.44997406 70
112  36.92632380 -111.44995542  36.92632510 -111.44994552
111  36.92632380 -111.44995542
112  36.92632380 -111.44995542  36.92633222 -111.44989134 70
115  36.92638760 -111.44990240
120 Linear Feature 8
111  36.92657343 -111.44987370 70
112  36.92661963 -111.44995323  36.92661073 -111.45002088
111  36.92661963 -111.44995323
112  36.92661963 -111.44995323  36.92661852 -111.44996168 70
112  36.92661419 -111.44997502  36.92661173 -111.44998116
111  36.92661419 -111.44997502
112  36.92661419 -111.44997502  36.92659702 -111.45001804 70
111  36.92655217 -111.45000876 70
112  36.92650734 -111.44995116  36.92650286 -111.44990537
111  36.92650734 -111.44995116
112  36.92650734 -111.44995116  36.92650666 -111.44994415 70
112  36.92650808 -111.44992767  36.92650934 -111.44991899
111  36.92650808 -111.44992767
112  36.92650808 -111.44992767  36.92651762 -111.44986228 70
115  36.92657343 -111.44987370
120 Linear Feature 8
111  36.92674876 -111.44991177 70
112  36.92679509 -111.44998783  36.92678648 -111.45005281
111  36.92679509 -111.44998783
112  36.92679509 -111.44998783  36.92679375 -111.44999795 70
112  36.92678803 -111.45001326  36.92678480 -111.45002020
111  36.92678803 -111.45001326
112  36.92678803 -111.45001326  36.92677050 -111.45005084 70
111  36.92673085 -111.45004596 70
112  36.92668614 -111.44999246  36.92667931 -111.44994974
111  36.92668614 -111.44999246
112  36.92668614 -111.44999246  36.92668490 -111.44998467 70
112  36.92668592 -111.44996578  36.92668715 -111.44995575
111  36.92668592 -111.44996578
112  36.92668592 -111.44996578  36.92669392 -111.44990069 70
115  36.92674876 -111.44991177
120 Linear Feature 8
111  36.92692580 -111.44994840 70
112  36.92697138 -111.45003002  36.92696224 -111.45009618
111  36.92697138 -111.45003002
112  36.92697138 -111.45003002  36.92697031 -111.45003774 70
112  36.92696643 -111.45005014  36.92696425 -111.45005587
111  36.92696643 -111.45005014
112  36.92696643 -111.45005014  36.92694994 -111.45009349 70
111  36.92690633 -111.45008394 70
112  36.92686155 -111.45002865  36.92685613 -111.44998442
111  36.92686155 -111.45002865
112  36.92686155 -111.45002865  36.92686063 -111.45002113 70
112  36.92686209 -111.45000311  36.92686349 -111.44999357
111  36.92686209 -111.45000311
112  36.92686209 -111.45000311  36.92687172 -111.44993742 70
115  36.92692580 -111.44994840
120 Linear Feature 7
111  36.92695777 -111.44981423 51
115  36.92693197 -111.44981304
120 Linear Feature 6
112  36.92694348 -111.44982920  36.92693541 -111.44982828 51
112  36.92693197 -111.44981304  36.92693241 -111.44980554
111  36.92693197 -111.44981304
112  36.92693197 -111.44981304  36.92693240 -111.44980569 51
116  36.92694585 -111.44979839  36.92695471 -111.44979820
120 Linear Feature 5
111  36.92588574 -111.44958487 51
111  36.92601831 -111.44961349 51
111  36.92619919 -111.44965306 51
111  36.92637448 -111.44969140 51
111  36.92641394 -111.44970003
112  36.92641394 -111.44970003  36.92646999 -111.44970645 51
111  36.92652098 -111.44968641 51
111  36.92654940 -111.44967337
112  36.92654940 -111.44967337  36.92657446 -111.44966476 51
111  36.92664129 -111.44967752 51
111  36.92673179 -111.44969836 51
111  36.92686770 -111.44972966
112  36.92686770 -111.44972966  36.92694368 -111.44975023 51
111  36.92694585 -111.44979839
112  36.92694585 -111.44979839  36.92695428 -111.44979949 51
112  36.92695777 -111.44981423  36.92695741 -111.44982153
111  36.92695777 -111.44981423
112  36.92695777 -111.44981423  36.92695739 -111.44982180 51
112  36.92694348 -111.44982920  36.92693447 -111.44982920
111  36.92694348 -111.44982920 51
111  36.92692580 -111.44994840 70
111  36.92691279 -111.45003915 70
111  36.92690633 -111.45008394 51
115  36.92689754 -111.45013908
120 Linear Feature 4
111  36.92677001 -111.44991606 53
111  36.92678534 -111.44981159
112  36.92678534 -111.44981159  36.92681095 -111.44970879 53
112  36.92691955 -111.44985383  36.92690675 -111.44995666
111  36.92691955 -111.44985383 53
115  36.92690516 -111.44994421
120 Linear Feature 4
111  36.92659370 -111.44987784 53
111  36.92660579 -111.44978387
112  36.92660579 -111.44978387  36.92663653 -111.44967112 53
112  36.92674175 -111.44981515  36.92672894 -111.44993033
111  36.92674175 -111.44981515 53
115  36.92672725 -111.44990742
120 Linear Feature 4
111  36.92640805 -111.44990649 53
111  36.92642069 -111.44979911
112  36.92642069 -111.44979911  36.92644835 -111.44968606 53
112  36.92655917 -111.44981942  36.92654628 -111.44993520
111  36.92655917 -111.44981942 53
115  36.92655333 -111.44986959
120 Linear Feature 4
111  36.92623158 -111.44986696 53
111  36.92624373 -111.44977677
112  36.92624373 -111.44977677  36.92628182 -111.44964524 53
112  36.92637624 -111.44982754  36.92636147 -111.44993988
111  36.92637624 -111.44982754 53
115  36.92636669 -111.44989822
120 Linear Feature 4
111  36.92605581 -111.44982924 53
111  36.92606836 -111.44972928
112  36.92606836 -111.44972928  36.92609791 -111.44962689 53
112  36.92620257 -111.44977151  36.92618779 -111.44988669
111  36.92620257 -111.44977151 53
115  36.92618999 -111.44985797
120 Linear Feature 3
111  36.92588215 -111.44961028 53
111  36.92596559 -111.44962646
112  36.92596559 -111.44962646  36.92603948 -111.44964661 53
111  36.92602561 -111.44974335 53
115  36.92601276 -111.44982078
120 Linear Feature 2
111  36.92588931 -111.44955955 53
111  36.92641635 -111.44967474
112  36.92641635 -111.44967474  36.92645821 -111.44968195 53
111  36.92649479 -111.44966706 53
111  36.92653639 -111.44964658
112  36.92653639 -111.44964658  36.92656505 -111.44963446 53
111  36.92661005 -111.44964487 53
111  36.92692151 -111.44971708
112  36.92692151 -111.44971708  36.92697440 -111.44973436 53
111  36.92696641 -111.44981093 53
115  36.92694573 -111.44995355
120 Linear Feature 81
111  36.92504146 -111.45176427 51
115  36.92505051 -111.45170769
120 Linear Feature 81
111  36.92517127 -111.45178747 51
115  36.92518032 -111.45173089
120 Linear Feature 81
111  36.92529018 -111.45181203 51
115  36.92529922 -111.45175545
120 Linear Feature 81
111  36.92540963 -111.45183796 51
115  36.92541867 -111.45178137
120 Linear Feature 81
111  36.92553235 -111.45186457 51
115  36.92554139 -111.45180798
120 Linear Feature 80
111  36.92507885 -111.45171306 51
111  36.92505051 -111.45170769 51
115  36.92502677 -111.45170319
120 Linear Feature 80
111  36.92520867 -111.45173626 51
111  36.92518032 -111.45173089 51
115  36.92515659 -111.45172639
120 Linear Feature 80
111  36.92532757 -111.45176082 51
111  36.92529922 -111.45175545 51
115  36.92527549 -111.45175095
120 Linear Feature 80
111  36.92544702 -111.45178675 51
111  36.92541867 -111.45178137 51
115  36.92539494 -111.45177688
120 Linear Feature 80
111  36.92556974 -111.45181336 51
111  36.92554139 -111.45180798 51
115  36.92551766 -111.45180349
120 Linear Feature 79
111  36.92577793 -111.45081730 51
115  36.92577031 -111.45087477
120 Linear Feature 79
111  36.92565657 -111.45079399 51
115  36.92564895 -111.45085146
120 Linear Feature 79
111  36.92553521 -111.45076670 51
115  36.92552759 -111.45082417
120 Linear Feature 79
111  36.92541340 -111.45074338 51
115  36.92540578 -111.45080086
120 Linear Feature 79
111  36.92529386 -111.45071553 51
115  36.92528624 -111.45077300
120 Linear Feature 79
111  36.92517432 -111.45068994 51
115  36.92516670 -111.45074741
120 Linear Feature 79
111  36.92505205 -111.45066777 51
115  36.92504443 -111.45072524
120 Linear Feature 79
111  36.92500493 -111.45100476 51
115  36.92499731 -111.45106223
120 Linear Feature 79
111  36.92512438 -111.45103205 51
115  36.92511676 -111.45108952
120 Linear Feature 79
111  36.92524546 -111.45105593 51
115  36.92523784 -111.45111340
120 Linear Feature 79
111  36.92536709 -111.45108049 51
115  36.92535947 -111.45113796
120 Linear Feature 79
111  36.92548763 -111.45110300 51
115  36.92548001 -111.45116048
120 Linear Feature 79
111  36.92560872 -111.45113644 51
115  36.92560110 -111.45119391
120 Linear Feature 79
111  36.92573090 -111.45115486 51
115  36.92572328 -111.45121233
120 Linear Feature 79
111  36.92568179 -111.45148412 51
115  36.92567417 -111.45154159
120 Linear Feature 79
111  36.92556398 -111.45146092 51
115  36.92555636 -111.45151839
120 Linear Feature 79
111  36.92544071 -111.45143363 51
115  36.92543309 -111.45149110
120 Linear Feature 79
111  36.92532126 -111.45141043 51
115  36.92531364 -111.45146791
120 Linear Feature 79
111  36.92520072 -111.45138655 51
115  36.92519310 -111.45144403
120 Linear Feature 79
111  36.92507854 -111.45135858 51
115  36.92507093 -111.45141605
120 Linear Feature 79
111  36.92495663 -111.45132898 51
115  36.92494901 -111.45138646
120 Linear Feature 79
111  36.92509983 -111.45182163 51
115  36.92509221 -111.45187910
120 Linear Feature 79
111  36.92522091 -111.45184701 51
115  36.92521329 -111.45190448
120 Linear Feature 79
111  36.92534331 -111.45187403 51
115  36.92533569 -111.45193150
120 Linear Feature 79
111  36.92546492 -111.45190091 51
115  36.92545730 -111.45195838
120 Linear Feature 79
111  36.92558666 -111.45192465 51
115  36.92557904 -111.45198213
120 Linear Feature 78
111  36.92579902 -111.45088032 51
111  36.92577031 -111.45087477 51
115  36.92574311 -111.45086952
120 Linear Feature 78
111  36.92567766 -111.45085701 51
111  36.92564895 -111.45085146 51
115  36.92562175 -111.45084621
120 Linear Feature 78
111  36.92555630 -111.45082972 51
111  36.92552759 -111.45082417 51
115  36.92550040 -111.45081891
120 Linear Feature 78
111  36.92543449 -111.45080641 51
111  36.92540578 -111.45080086 51
115  36.92537858 -111.45079560
120 Linear Feature 78
111  36.92531495 -111.45077855 51
111  36.92528624 -111.45077300 51
115  36.92525904 -111.45076774
120 Linear Feature 78
111  36.92519541 -111.45075296 51
111  36.92516670 -111.45074741 51
115  36.92513950 -111.45074216
120 Linear Feature 78
111  36.92507314 -111.45073079 51
111  36.92504443 -111.45072524 51
115  36.92501723 -111.45071998
120 Linear Feature 78
111  36.92502602 -111.45106778 51
111  36.92499731 -111.45106223 51
115  36.92497011 -111.45105698
120 Linear Feature 78
111  36.92514546 -111.45109507 51
111  36.92511676 -111.45108952 51
115  36.92508956 -111.45108427
120 Linear Feature 78
111  36.92526655 -111.45111895 51
111  36.92523784 -111.45111340 51
115  36.92521064 -111.45110815
120 Linear Feature 78
111  36.92538818 -111.45114351 51
111  36.92535947 -111.45113796 51
115  36.92533228 -111.45113271
120 Linear Feature 78
111  36.92550872 -111.45116603 51
111  36.92548001 -111.45116048 51
115  36.92545282 -111.45115522
120 Linear Feature 78
111  36.92562981 -111.45119946 51
111  36.92560110 -111.45119391 51
115  36.92557390 -111.45118866
120 Linear Feature 78
111  36.92575198 -111.45121788 51
111  36.92572328 -111.45121233 51
115  36.92569608 -111.45120708
120 Linear Feature 78
111  36.92570288 -111.45154714 51
111  36.92567417 -111.45154159 51
115  36.92564697 -111.45153634
120 Linear Feature 78
111  36.92558507 -111.45152394 51
111  36.92555636 -111.45151839 51
115  36.92552916 -111.45151314
120 Linear Feature 78
111  36.92546180 -111.45149665 51
111  36.92543309 -111.45149110 51
115  36.92540589 -111.45148585
120 Linear Feature 78
111  36.92534235 -111.45147345 51
111  36.92531364 -111.45146791 51
115  36.92528644 -111.45146265
120 Linear Feature 78
111  36.92522181 -111.45144957 51
111  36.92519310 -111.45144403 51
115  36.92516590 -111.45143877
120 Linear Feature 78
111  36.92509963 -111.45142160 51
111  36.92507093 -111.45141605 51
115  36.92504373 -111.45141080
120 Linear Feature 78
111  36.92497535 -111.45139168 51
111  36.92494901 -111.45138646 51
115  36.92491945 -111.45138087
120 Linear Feature 78
111  36.92512092 -111.45188465 51
111  36.92509221 -111.45187910 51
115  36.92506501 -111.45187385
120 Linear Feature 78
111  36.92524200 -111.45191003 51
111  36.92521329 -111.45190448 51
115  36.92518610 -111.45189923
120 Linear Feature 78
111  36.92536440 -111.45193705 51
111  36.92533569 -111.45193150 51
115  36.92530849 -111.45192625
120 Linear Feature 78
111  36.92548601 -111.45196393 51
111  36.92545730 -111.45195838 51
115  36.92543010 -111.45195313
120 Linear Feature 78
111  36.92560775 -111.45198767 51
111  36.92557904 -111.45198213 51
115  36.92555184 -111.45197687
120 Linear Feature 76
111  36.92432808 -111.44986844 51
111  36.92432331 -111.44990099 51
115  36.92431835 -111.44993490
120 Linear Feature 76
111  36.92436145 -111.44961613 51
111  36.92435668 -111.44964868 51
115  36.92435171 -111.44968259
120 Linear Feature 76
111  36.92439744 -111.44936164 51
111  36.92439268 -111.44939420 51
115  36.92438771 -111.44942810
120 Linear Feature 75
111  36.92435047 -111.44990724 51
115  36.92432331 -111.44990099
120 Linear Feature 75
111  36.92438498 -111.44965365 51
115  36.92435668 -111.44964868
120 Linear Feature 75
111  36.92441928 -111.44940158 51
115  36.92439268 -111.44939420
120 Linear Feature 74
111  36.92393042 -111.44894808 51
115  36.92393835 -111.44889452
120 Linear Feature 74
111  36.92380909 -111.44892191 51
115  36.92381688 -111.44886731
120 Linear Feature 74
111  36.92368581 -111.44889532 51
115  36.92369415 -111.44883983
120 Linear Feature 74
111  36.92356395 -111.44886904 51
115  36.92357293 -111.44881267
120 Linear Feature 74
111  36.92344333 -111.44884303 51
115  36.92345272 -111.44878575
120 Linear Feature 74
111  36.92332149 -111.44881675 51
115  36.92333031 -111.44875833
120 Linear Feature 74
111  36.92319923 -111.44879039 51
115  36.92320925 -111.44873122
120 Linear Feature 74
111  36.92307699 -111.44876397 51
111  36.92307699 -111.44876397 51
115  36.92308575 -111.44870687
120 Linear Feature 74
111  36.92295590 -111.44873532 51
111  36.92295590 -111.44873532 51
115  36.92296467 -111.44867822
120 Linear Feature 74
111  36.92283372 -111.44871007 51
111  36.92283372 -111.44871007 51
115  36.92284249 -111.44865298
120 Linear Feature 74
111  36.92271155 -111.44868415 51
111  36.92271155 -111.44868415 51
115  36.92272031 -111.44862705
120 Linear Feature 73
111  36.92304636 -111.44875710 51
111  36.92307699 -111.44876397 51
115  36.92310545 -111.44877036
120 Linear Feature 73
111  36.92292527 -111.44872844 51
111  36.92295590 -111.44873532 51
115  36.92298436 -111.44874171
120 Linear Feature 73
111  36.92280310 -111.44870320 51
111  36.92283372 -111.44871007 51
115  36.92286218 -111.44871646
120 Linear Feature 73
111  36.92268092 -111.44867727 51
111  36.92271155 -111.44868415 51
115  36.92274001 -111.44869054
120 Linear Feature 72
112  36.92466624 -111.45178695  36.92466730 -111.45166587 51
112  36.92455288 -111.45176457  36.92454867 -111.45183630
111  36.92455288 -111.45176457
112  36.92455288 -111.45176457  36.92455025 -111.45188204 51
112  36.92466624 -111.45178695  36.92466993 -111.45171588
111  36.92466624 -111.45178695 51
111  36.92470438 -111.45182018 51
111  36.92471096 -111.45177082 51
115  36.92466624 -111.45178695
120 Linear Feature 72
112  36.92466651 -111.45157868  36.92466757 -111.45145759 51
112  36.92455472 -111.45155597  36.92455051 -111.45162770
111  36.92455472 -111.45155597
112  36.92455472 -111.45155597  36.92455209 -111.45166883 51
112  36.92466651 -111.45157868  36.92467072 -111.45151123
111  36.92466651 -111.45157868 51
111  36.92470465 -111.45161191 51
111  36.92471123 -111.45156255 51
115  36.92466651 -111.45157868
120 Linear Feature 71
111  36.92461403 -111.45054622 20
111  36.92468027 -111.45056096 20
111  36.92487533 -111.45029989 20
111  36.92492798 -111.44993032 20
111  36.92495412 -111.44993459 20
111  36.92490261 -111.45031600 20
111  36.92468822 -111.45059744 20
115  36.92460912 -111.45058038
120 Linear Feature 70
111  36.92490856 -111.44983600 22
112  36.92500705 -111.45001747  36.92499852 -111.45018330
111  36.92500705 -111.45001747 22
111  36.92477544 -111.45168457 22
112  36.92478271 -111.45173005  36.92478947 -111.45174879
111  36.92478271 -111.45173005 22
111  36.92482952 -111.45185798
112  36.92482952 -111.45185798  36.92486316 -111.45195691 22
115  36.92479271 -111.45200012
120 Linear Feature 69
111  36.92466654 -111.45196428 21
111  36.92473707 -111.45198416
112  36.92473707 -111.45198416  36.92480449 -111.45199079 21
112  36.92479925 -111.45187609  36.92478372 -111.45182113
111  36.92479925 -111.45187609 21
111  36.92474885 -111.45173854
112  36.92474885 -111.45173854  36.92474093 -111.45171379 21
111  36.92474296 -111.45167713 21
111  36.92497531 -111.45001101
112  36.92497531 -111.45001101  36.92498531 -111.44988934 21
115  36.92490462 -111.44987920
120 Linear Feature 68
111  36.92491902 -111.44979487 21
112  36.92503945 -111.45002903  36.92502309 -111.45022746
111  36.92503945 -111.45002903 21
111  36.92480841 -111.45168450
112  36.92480841 -111.45168450  36.92480731 -111.45169904 21
111  36.92481430 -111.45172217 21
111  36.92486404 -111.45184498
112  36.92486404 -111.45184498  36.92488499 -111.45190802 21
112  36.92472790 -111.45203492  36.92458539 -111.45200907
111  36.92472790 -111.45203492 21
115  36.92465836 -111.45201883
120 Linear Feature 67
111  36.92314607 -111.44871707 51
111  36.92320925 -111.44873122 51
111  36.92333031 -111.44875833 51
111  36.92345272 -111.44878575 51
111  36.92357293 -111.44881267 51
111  36.92369415 -111.44883983 51
111  36.92381688 -111.44886731 51
111  36.92393835 -111.44889452 51
115  36.92396487 -111.44890046
120 Linear Feature 66
111  36.92395946 -111.44895434 51
111  36.92393042 -111.44894808 51
111  36.92380909 -111.44892191 51
111  36.92368581 -111.44889532 51
111  36.92356395 -111.44886904 51
111  36.92344333 -111.44884303 51
111  36.92332149 -111.44881675 51
111  36.92319923 -111.44879039 51
115  36.92314018 -111.44877765
120 Linear Feature 65
111  36.92399636 -111.44913865 51
115  36.92381955 -111.44909828
120 Linear Feature 64
111  36.92316662 -111.44918358 20
111  36.92317795 -111.44910521 20
111  36.92233500 -111.44892172 20
115  36.92228707 -111.44927221
120 Linear Feature 61
111  36.92500730 -111.44950079 51
115  36.92564387 -111.44964001
120 Linear Feature 77
111  36.92515255 -111.44923645 51
115  36.92516355 -111.44916783
120 Linear Feature 77
111  36.92550734 -111.44931372 51
115  36.92551763 -111.44924454
120 Linear Feature 77
111  36.92541604 -111.44995932 51
115  36.92542639 -111.44989154
120 Linear Feature 77
111  36.92514731 -111.44990074 51
115  36.92515805 -111.44983446
120 Linear Feature 60
111  36.92510417 -111.44989133 51
111  36.92514731 -111.44990074 51
111  36.92541604 -111.44995932 51
111  36.92559243 -111.44999777 51
111  36.92564387 -111.44964001 51
111  36.92569519 -111.44928301 51
111  36.92551763 -111.44924454 51
111  36.92516355 -111.44916783 51
115  36.92490912 -111.44911271
120 Linear Feature 59
111  36.92572046 -111.45043790 51
115  36.92507254 -111.45029363
120 Linear Feature 58
111  36.92572907 -111.45304829 51
116  36.92588262 -111.45291366  36.92591262 -111.45277834
120 Linear Feature 57
111  36.92599535 -111.45310527 51
111  36.92572907 -111.45304829 51
115  36.92504316 -111.45290152
120 Linear Feature 56
111  36.92596645 -111.45231519 51
112  36.92590405 -111.45220280  36.92584307 -111.45218575
111  36.92590405 -111.45220280 51
115  36.92585687 -111.45219325
120 Linear Feature 55
111  36.92600069 -111.45207072 51
112  36.92585687 -111.45219325  36.92574248 -111.45219182
111  36.92585687 -111.45219325 51
115  36.92499824 -111.45200776
120 Linear Feature 53
111  36.92606614 -111.45160344 51
112  36.92589913 -111.45173744  36.92575747 -111.45171991
111  36.92589913 -111.45173744 51
115  36.92492521 -111.45152719
120 Linear Feature 52
111  36.92610812 -111.45130375 51
112  36.92595128 -111.45141066  36.92582740 -111.45139318
111  36.92595128 -111.45141066 51
115  36.92496841 -111.45119707
120 Linear Feature 51
111  36.92615607 -111.45096144 51
112  36.92600280 -111.45108016  36.92588008 -111.45106924
111  36.92600280 -111.45108016 51
115  36.92501160 -111.45086499
120 Linear Feature 50
111  36.92620714 -111.45059681 51
112  36.92606836 -111.45071538  36.92596760 -111.45070970
111  36.92606836 -111.45071538 51
115  36.92505951 -111.45049852
120 Linear Feature 49
111  36.92507613 -111.45003718 60
111  36.92485256 -111.45163154
112  36.92485256 -111.45163154  36.92484839 -111.45168089 60
111  36.92485884 -111.45171799 60
115  36.92506856 -111.45222984
120 Linear Feature 48
111  36.92578091 -111.44995607 51
111  36.92577290 -111.45002039
112  36.92577290 -111.45002039  36.92574506 -111.45016714 51
111  36.92562244 -111.45015355 51
115  36.92507613 -111.45003718
120 Linear Feature 47
111  36.92592994 -111.44887942 57
112  36.92600968 -111.44909613  36.92609740 -111.44917858
111  36.92600968 -111.44909613
112  36.92600968 -111.44909613  36.92602917 -111.44911445 51
112  36.92608346 -111.44914137  36.92611353 -111.44915253
111  36.92608346 -111.44914137
112  36.92608346 -111.44914137  36.92592437 -111.44913512 51
111  36.92586927 -111.44931653 51
112  36.92572273 -111.44906310  36.92557743 -111.44899760
111  36.92572273 -111.44906310
112  36.92572273 -111.44906310  36.92574317 -111.44906270 51
112  36.92577846 -111.44905482  36.92579523 -111.44904990
111  36.92577846 -111.44905482
112  36.92577846 -111.44905482  36.92590079 -111.44901895 57
115  36.92592994 -111.44887942
120 Linear Feature 46
111  36.92599989 -111.44839531 51
112  36.92630674 -111.44816151  36.92654289 -111.44819614
111  36.92630674 -111.44816151 51
115  36.92685785 -111.44828136
120 Linear Feature 45
111  36.92522875 -111.44792870 51
111  36.92576263 -111.44804257
112  36.92576263 -111.44804257  36.92601658 -111.44810807 51
111  36.92599989 -111.44839531 51
111  36.92594443 -111.44877541 57
111  36.92592994 -111.44887942 57
111  36.92589899 -111.44910134 51
111  36.92586927 -111.44931653 51
111  36.92578091 -111.44995607
112  36.92578091 -111.44995607  36.92578527 -111.45014779 51
112  36.92595700 -111.45022625  36.92602899 -111.45024331
111  36.92595700 -111.45022625 51
111  36.92603554 -111.45024262
112  36.92603554 -111.45024262  36.92619564 -111.45027917 51
112  36.92621775 -111.45049633  36.92621902 -111.45056243
111  36.92621775 -111.45049633
112  36.92621775 -111.45049633  36.92621812 -111.45051552 51
111  36.92621684 -111.45052755 51
111  36.92620714 -111.45059681 51
111  36.92615607 -111.45096144 51
111  36.92613689 -111.45109835 51
111  36.92610812 -111.45130375 51
111  36.92606614 -111.45160344 51
111  36.92600069 -111.45207072 51
111  36.92596645 -111.45231519 51
111  36.92588262 -111.45291366
112  36.92588262 -111.45291366  36.92588944 -111.45306376 51
111  36.92599535 -111.45310527 51
111  36.92773881 -111.45348698
112  36.92773881 -111.45348698  36.92789474 -111.45350038 51
112  36.92798611 -111.45326977  36.92801524 -111.45311757
111  36.92798611 -111.45326977
112  36.92798611 -111.45326977  36.92798842 -111.45325772 51
112  36.92799244 -111.45323225  36.92799436 -111.45321929
111  36.92799244 -111.45323225 51
111  36.92805639 -111.45277310 51
111  36.92809281 -111.45251163 51
111  36.92816040 -111.45202642 51
111  36.92822687 -111.45154923 51
111  36.92829517 -111.45105885 51
111  36.92831084 -111.45094640 51
111  36.92835704 -111.45061468 51
111  36.92845793 -111.44989039
112  36.92845793 -111.44989039  36.92851247 -111.44968979 51
115  36.92867125 -111.44970287
120 Linear Feature 44
111  36.92481928 -111.44936937 51
111  36.92476029 -111.44978227 51
115  36.92476120 -111.44984197
120 Linear Feature 43
112  36.92485310 -111.44912170  36.92490549 -111.44889648 51
115  36.92506735 -111.44892089
120 Linear Feature 42
111  36.92471182 -111.44884375 51
112  36.92485310 -111.44912170  36.92484219 -111.44935197
111  36.92485310 -111.44912170 51
111  36.92481928 -111.44936937 51
112  36.92478873 -111.44944988  36.92476759 -111.44948383
111  36.92478873 -111.44944988 51
111  36.92460329 -111.44969004
112  36.92460329 -111.44969004  36.92454329 -111.44977078 51
112  36.92455495 -111.44988134  36.92457359 -111.44992512
111  36.92455495 -111.44988134 51
111  36.92460579 -111.44999423 51
111  36.92458038 -111.45019424 51
111  36.92484928 -111.45024951 51
111  36.92489564 -111.44991383 51
111  36.92462401 -111.44985515 51
115  36.92460579 -111.44999423
120 Linear Feature 37
111  36.92402871 -111.44869553 51
112  36.92416764 -111.44897090  36.92416036 -111.44919719
111  36.92416764 -111.44897090 51
111  36.92413784 -111.44918464 51
111  36.92410240 -111.44943879 51
111  36.92407327 -111.44964772
112  36.92407327 -111.44964772  36.92405373 -111.44985354 51
115  36.92418127 -111.44986877
120 Linear Feature 36
111  36.92274161 -111.44841625 51
112  36.92251668 -111.44860520  36.92246268 -111.44881806
111  36.92251668 -111.44860520
112  36.92251668 -111.44860520  36.92252540 -111.44838961 51
115  36.92237208 -111.44833607
120 Linear Feature 35
112  36.92254513 -111.44837362  36.92256944 -111.44837416 51
112  36.92261110 -111.44836697  36.92263037 -111.44836272
111  36.92261110 -111.44836697
112  36.92261110 -111.44836697  36.92265309 -111.44835770 57
115  36.92268027 -111.44834208
120 Linear Feature 34
112  36.92292641 -111.44845635  36.92290789 -111.44844524 51
112  36.92288034 -111.44842065  36.92286799 -111.44840806
111  36.92288034 -111.44842065
112  36.92288034 -111.44842065  36.92277741 -111.44831580 57
115  36.92287133 -111.44817100
120 Linear Feature 33
112  36.92309044 -111.44797842  36.92327750 -111.44774313 51
112  36.92298182 -111.44744025  36.92283246 -111.44740144
111  36.92298182 -111.44744025 51
115  36.92243137 -111.44732072
120 Linear Feature 32
112  36.92262620 -111.44886109  36.92253924 -111.44882677 51
112  36.92251668 -111.44860520  36.92252645 -111.44849839
111  36.92251668 -111.44860520
112  36.92251668 -111.44860520  36.92252206 -111.44854641 51
112  36.92256901 -111.44845079  36.92259782 -111.44841156
111  36.92256901 -111.44845079 51
111  36.92262555 -111.44839107 57
111  36.92268027 -111.44834208 57
111  36.92287133 -111.44817100 57
111  36.92294788 -111.44810240 51
111  36.92309044 -111.44797842 51
111  36.92335053 -111.44775078
112  36.92335053 -111.44775078  36.92351182 -111.44762774 51
