A
1000 Generated by WorldEditor

1     15 1 0 EGAC George Best - Belfast City
111  54.61569334 -005.87032591 51
111  54.61606257 -005.87055865 51
115  54.61647679 -005.87081975
120 Linear Feature 4
111  54.61532640 -005.87082445 51
111  54.61566057 -005.87103509 51
115  54.61607733 -005.87129779
120 Linear Feature 4
111  54.61594326 -005.87011214 51
115  54.61630814 -005.87102158
120 Linear Feature 4
111  54.61564414 -005.87047010 51
111  54.61586601 -005.87102309 8
115  54.61600902 -005.87137953
120 Linear Feature 21
111  54.61594326 -005.87011214 51
115  54.61591232 -005.87003502
120 Linear Feature 21
111  54.61569334 -005.87032591 51
115  54.61567392 -005.87031366
120 Linear Feature 21
111  54.61564414 -005.87047010 51
115  54.61561340 -005.87039348
120 Linear Feature 21
111  54.61532640 -005.87082445 51
115  54.61527886 -005.87079448
120 Linear Feature 21
111  54.61531981 -005.87085823 51
115  54.61528417 -005.87076938
120 Linear Feature 4
111  54.61531981 -005.87085823 51
111  54.61554168 -005.87141122 8
115  54.61568469 -005.87176766
120 Linear Feature 4
111  54.61425872 -005.87202522 51
111  54.61428003 -005.87207834 51
115  54.61446995 -005.87255170
120 Linear Feature 4
111  54.61402079 -005.87244176 51
111  54.61403086 -005.87246685 51
115  54.61419629 -005.87287918
120 Linear Feature 4
111  54.61509503 -005.87225383 51
111  54.61489970 -005.87210788 51
111  54.61448658 -005.87179920 51
115  54.61445699 -005.87177709
120 Linear Feature 4
111  54.61478843 -005.87142655 20
111  54.61481547 -005.87131859 20
115  54.61482156 -005.87129426
120 Linear Feature 4
111  54.61443532 -005.87186359 20
111  54.61445699 -005.87177709 20
111  54.61447883 -005.87168990 20
115  54.61457797 -005.87159978
120 Linear Feature 4
111  54.61508087 -005.87182060 20
115  54.61488887 -005.87167694
120 Linear Feature 4
111  54.61558159 -005.87189104 51
111  54.61516571 -005.87158029 51
111  54.61491080 -005.87138982 51
111  54.61486094 -005.87135257 51
115  54.61481547 -005.87131859
120 Linear Feature 4
111  54.61544318 -005.87138702 20
115  54.61528713 -005.87128709
120 Linear Feature 4
111  54.61657404 -005.87070336 51
111  54.61621949 -005.86981953 51
115  54.61620946 -005.86979451
120 Linear Feature 4
111  54.61683271 -005.87039382 51
111  54.61648344 -005.86952315 51
115  54.61647318 -005.86949757
120 Linear Feature 4
111  54.61824282 -005.87154573 51 101
115  54.61766572 -005.87010711
120 Linear Feature 9
112  54.61700469 -005.87445220  54.61687317 -005.87403253 1
111  54.61696880 -005.87387884 1
115  54.61714424 -005.87366888
120 Linear Feature 4
111  54.61758096 -005.87588874 1
112  54.61765412 -005.87602479  54.61769630 -005.87607990 1
111  54.61781552 -005.87609786 1
112  54.61802454 -005.87613906  54.61805445 -005.87615411 1
112  54.61808576 -005.87640186  54.61804485 -005.87656084 1
112  54.61791862 -005.87649686  54.61788764 -005.87646289 1
111  54.61765412 -005.87602479
111  54.61758096 -005.87588874 1
111  54.61700469 -005.87445220
112  54.61700469 -005.87445220  54.61682962 -005.87408969 1
111  54.61670786 -005.87419112 1
115  54.61654370 -005.87438756
120 Linear Feature 4
111  54.62500150 -005.86479339 51
111  54.62498698 -005.86475704 51
115  54.62450194 -005.86354336
120 Linear Feature 3
111  54.61375674 -005.87357798 20
112  54.61359879 -005.87403853  54.61347422 -005.87418745
111  54.61359879 -005.87403853 20
111  54.61344698 -005.87422020 20
111  54.61325826 -005.87444604 20
111  54.61322676 -005.87448374 20
111  54.61306992 -005.87467143 20
111  54.61289760 -005.87487762 20
111  54.61241672 -005.87545311 20
115  54.61208830 -005.87584614
120 Linear Feature 38
111  54.61675905 -005.86981232 20
111  54.61660465 -005.86942955
112  54.61660465 -005.86942955  54.61657329 -005.86935433 20
112  54.61641365 -005.86941258  54.61635006 -005.86950134 20
115  54.61624600 -005.86952881
120 Linear Feature 38
111  54.61678672 -005.86977919 22
111  54.61662705 -005.86938301
112  54.61662705 -005.86938301  54.61659327 -005.86930125 22
112  54.61649633 -005.86930734  54.61644525 -005.86931849 22
112  54.61637160 -005.86939062  54.61634193 -005.86940860
111  54.61637160 -005.86939062 22
111  54.61590698 -005.86967182
112  54.61590698 -005.86967182  54.61584358 -005.86971008 22
112  54.61579519 -005.86976446  54.61577190 -005.86979282
111  54.61579519 -005.86976446 22
111  54.61560619 -005.86999309 22
115  54.61543075 -005.87020531
120 Linear Feature 38
111  54.61685234 -005.86984274 20
115  54.61664884 -005.86933782
120 Linear Feature 3
111  54.61672382 -005.86992580 22
111  54.61386152 -005.87335115
112  54.61386152 -005.87335115  54.61381449 -005.87340729 22
112  54.61376845 -005.87331809  54.61375299 -005.87327884
111  54.61376845 -005.87331809 22
111  54.61375657 -005.87328858 22
111  54.61365118 -005.87302688
112  54.61365118 -005.87302688  54.61359480 -005.87288803 22
112  54.61363455 -005.87271198  54.61366182 -005.87261621 22
112  54.61370528 -005.87251127  54.61372330 -005.87247297
111  54.61370528 -005.87251127 22
111  54.61392031 -005.87205408
112  54.61392031 -005.87205408  54.61393135 -005.87203119 22
112  54.61399054 -005.87193181  54.61401863 -005.87189474
111  54.61399054 -005.87193181 22
111  54.61414972 -005.87172876
112  54.61414972 -005.87172876  54.61415658 -005.87171962 22
112  54.61416086 -005.87163273  54.61414296 -005.87158542
111  54.61416086 -005.87163273 22
115  54.61411870 -005.87152908
120 Linear Feature 3
111  54.61660465 -005.86942955 20
111  54.61652000 -005.86944154 20
111  54.61647318 -005.86949757 20
111  54.61642484 -005.86955542 20
115  54.61638814 -005.86969470
120 Linear Feature 3
111  54.61634680 -005.86974231 20
111  54.61630978 -005.86974055 20
111  54.61626431 -005.86973840 20
111  54.61625666 -005.86973803 20
111  54.61620946 -005.86979451 20
111  54.61616316 -005.86984992 20
115  54.61613002 -005.87001977
120 Linear Feature 3
111  54.61605426 -005.86998262 20
111  54.61596049 -005.86997736 20
111  54.61595516 -005.86998375 20
111  54.61592044 -005.87002529 20
111  54.61591232 -005.87003502 20
111  54.61590036 -005.87004932 20
111  54.61586511 -005.87009151 20
115  54.61582853 -005.87020310
120 Linear Feature 3
111  54.61550302 -005.87062705 20
111  54.61545254 -005.87069032 20
111  54.61538933 -005.87070884 20
111  54.61534507 -005.87072181 20
111  54.61533608 -005.87072444 20
111  54.61529117 -005.87073626 20
111  54.61528417 -005.87076938 20
111  54.61527886 -005.87079448 20
111  54.61526194 -005.87087452 20
111  54.61523497 -005.87085762 20
115  54.61518515 -005.87103287
120 Linear Feature 3
111  54.61576344 -005.87026438 20
111  54.61572016 -005.87026869 20
111  54.61568264 -005.87027243 20
111  54.61567790 -005.87029484 20
111  54.61567392 -005.87031366 20
111  54.61566028 -005.87037819 20
111  54.61563698 -005.87036526 20
111  54.61561340 -005.87039348 20
111  54.61556507 -005.87045132 20
111  54.61552619 -005.87052241 20
111  54.61550459 -005.87061996 20
115  54.61550302 -005.87062705
120 Linear Feature 3
111  54.61510870 -005.87112436 20
111  54.61494668 -005.87114453 20
115  54.61482156 -005.87129426
120 Linear Feature 3
111  54.61440699 -005.87197948 20
111  54.61435752 -005.87198367 20
111  54.61429374 -005.87198908 20
111  54.61428850 -005.87198952 20
111  54.61425872 -005.87202522 20
111  54.61422927 -005.87206051 20
115  54.61418042 -005.87224516
120 Linear Feature 3
111  54.61417849 -005.87239057 20
111  54.61415208 -005.87239321 20
111  54.61412150 -005.87239626 20
111  54.61405310 -005.87240310 20
111  54.61402079 -005.87244176 20
111  54.61398879 -005.87248006 20
115  54.61394356 -005.87266420
120 Linear Feature 3
111  54.61390078 -005.87271480 20
111  54.61387569 -005.87271596 20
111  54.61384617 -005.87271731 20
111  54.61379068 -005.87271986 20
111  54.61375421 -005.87276351 20
111  54.61371815 -005.87280666 20
115  54.61367268 -005.87299110
120 Linear Feature 3
111  54.61698066 -005.86968918 20
111  54.61685234 -005.86984274 20
115  54.61385064 -005.87343491
120 Linear Feature 3
111  54.61678672 -005.86977919 20
111  54.61675905 -005.86981232
111  54.61541474 -005.87142106
111  54.61532687 -005.87152621
111  54.61384053 -005.87330493 20
112  54.61379213 -005.87328771  54.61377172 -005.87323701
111  54.61379213 -005.87328771 20
111  54.61367268 -005.87299110
112  54.61367268 -005.87299110  54.61362495 -005.87287706 20
111  54.61365335 -005.87278623 20
115  54.61374031 -005.87253347
120 Linear Feature 20
112  54.61615043 -005.87121031  54.61637337 -005.87117719 51
116  54.61606257 -005.87055865  54.61571376 -005.87063731
120 Linear Feature 20
112  54.61574965 -005.87168992  54.61597260 -005.87165680 51
116  54.61566057 -005.87103509  54.61531177 -005.87111375
120 Linear Feature 3
112  54.61766572 -005.87010711  54.61753846 -005.86979261 51 101
112  54.61720881 -005.86994374  54.61712534 -005.87004031
111  54.61720881 -005.86994374 51 101
111  54.61683271 -005.87039382 51 101
111  54.61657404 -005.87070336 51 101
111  54.61647679 -005.87081975 51 101
111  54.61630814 -005.87102158 51 101
111  54.61615043 -005.87121031 51 101
111  54.61607733 -005.87129779 51 101
111  54.61600902 -005.87137953 51 101
111  54.61574965 -005.87168992 51 101
111  54.61568469 -005.87176766 51 101
111  54.61558159 -005.87189104 51 101
111  54.61526970 -005.87226429 51 101
111  54.61525757 -005.87227880 51 101
111  54.61506608 -005.87250796 51 101
111  54.61478332 -005.87284635 51 101
111  54.61451450 -005.87316804 51 101
115  54.61425722 -005.87347593
120 Linear Feature 3
112  54.61425722 -005.87347593  54.61416113 -005.87359826 51 101
112  54.61402616 -005.87398739  54.61395754 -005.87418241 51 101
112  54.61378143 -005.87450430  54.61367622 -005.87463026
111  54.61378143 -005.87450430 51 101
111  54.61262026 -005.87589387 51 101
111  54.61216172 -005.87644261 51 101
115  54.61097892 -005.87785808
120 Linear Feature 3
111  54.61072794 -005.87847090 4 103
115  54.61090016 -005.87849070
120 Linear Feature 3
111  54.61369993 -005.87556936 5
115  54.61414541 -005.87508592
120 Linear Feature 3
111  54.61405140 -005.87479864 20
115  54.61339290 -005.87558667
120 Linear Feature 3
111  54.61767131 -005.87041803 4 103
115  54.61781862 -005.87024174
120 Linear Feature 3
111  54.61243547 -005.87668380 4 103
115  54.61266088 -005.87641406
21  54.61413277 -005.87819805 2 34.7600 3.0 New Light Fixture 3
21  54.62224575 -005.86657646 2 215.1600 3.0 New Light Fixture 2
14  54.61344974 -005.87346619 131.23 0 New Tower Viewpoint 1
1300  54.61383314 -005.87296028 124.80 misc jets|turboprops Gate 1
1300  54.61410535 -005.87265253 124.71 misc jets|turboprops Gate 2
1300  54.61500378 -005.87145930 156.51 misc jets|turboprops Gate 5
1300  54.61457953 -005.87186865 156.57 misc jets|turboprops Gate 4
1300  54.61435962 -005.87227672 124.76 misc jets|turboprops Gate 3
1300  54.61539207 -005.87103832 124.76 misc jets|turboprops Gate 6A
1300  54.61571640 -005.87065019 124.74 misc jets|turboprops Gate 7A
1300  54.61601552 -005.87029223 124.67 misc jets|turboprops Gate 8
1300  54.61629522 -005.87000830 124.65 misc jets|turboprops Gate 9
1300  54.61655847 -005.86971019 124.67 misc jets|turboprops Gate 10
1300  54.61141199 -005.87601296 141.80 misc jets|turboprops|props GA Private Jet 4
1300  54.61124210 -005.87635775 141.67 misc jets|turboprops|props GA Private Jet 3
1300  54.61105020 -005.87667306 141.64 misc jets|turboprops|props GA Private Jet 2
1300  54.61085189 -005.87697785 141.72 misc jets|turboprops|props GA Private Jet 1
1300  54.61594427 -005.87914714 131.70 misc jets|turboprops Overflow A
1300  54.61796768 -005.87612386 173.68 misc jets|turboprops|props Overflow B
18  54.62329926 -005.86853431 1 New Airport Beacon 6
19  54.61208146 -005.87716223 0 New Windsock 5
19  54.62255729 -005.86939229 0 New Windsock 4
54 12282 Tower
53 13480 Ground
55 12282 APP
50 13662 ATIS
99
