A
1000 Generated by WorldEditor

1    620 1 0 KMDW Chicago Midway Intl
111  41.79111303 -087.74883490 51 101
112  41.79095313 -087.74799700  41.79053603 -087.74756745
111  41.79095313 -087.74799700
112  41.79095313 -087.74799700  41.79134043 -087.74796703 51 101
115  41.79139876 -087.74761268
120 Taxiline B
111  41.79125894 -087.75770242 51 101
112  41.79069749 -087.75812562  41.79021189 -087.75796125
111  41.79069749 -087.75812562
112  41.79069749 -087.75812562  41.79068130 -087.75812252 51 101
112  41.78980383 -087.75779582  41.78978336 -087.75778651
111  41.78980383 -087.75779582
112  41.78980383 -087.75779582  41.78904596 -087.75747528 51 101
115  41.78838838 -087.75659727
120 Turn line
112  41.78551133 -087.74779576  41.78572733 -087.74769041 51 101
115  41.78567068 -087.74736467
120 centerline turn
111  41.78469419 -087.74560509 51 101
116  41.78467799 -087.74594388  41.78476470 -087.74610405
120 main straight
112  41.78444216 -087.74560573  41.78455470 -087.74572365 51 101
111  41.78469419 -087.74560509 51 101
115  41.78675198 -087.74302144
120 centerline turn
111  41.78497114 -087.74600127 51 101
116  41.78495494 -087.74634251  41.78503935 -087.74649345
120 main straight
112  41.78471546 -087.74600028  41.78482449 -087.74611348 51 101
111  41.78497114 -087.74600127 51 101
115  41.78722083 -087.74317126
120 Rnwy hold N/W 13C
111  41.79112028 -087.75913951 54 104
115  41.79219071 -087.76023902
120 Rnwy hold P 22R
111  41.79067706 -087.74811646 54 104
115  41.79067706 -087.74777266
120 Centerline W north
112  41.79193902 -087.75742211  41.79213931 -087.75771223 51 101
111  41.79212700 -087.75806642 51 101
112  41.79207478 -087.75981725  41.79207478 -087.75990829
111  41.79207478 -087.75981725
112  41.79207478 -087.75981725  41.79206956 -087.76002735 51 101
111  41.79195991 -087.76025146 51 101
111  41.79168838 -087.76059462 51 101
112  41.79145341 -087.76068566  41.79133854 -087.76068566 51 101
115  41.79120277 -087.76055960
120 Rnwy hold N 13L
111  41.79112938 -087.75487489 54 104
111  41.79139165 -087.75487489 54 104
115  41.79156998 -087.75552543
120 Rnwy hold N/Q 22R
111  41.79124194 -087.74670944 54 104
115  41.79195873 -087.74659484
120 Centerline Y east/R
111  41.78679335 -087.74784103 51 101
111  41.78710315 -087.74765773 51 101
111  41.79103941 -087.74273301 51 101
112  41.79161345 -087.74272079  41.79188823 -087.74304937
111  41.79161345 -087.74272079
112  41.79161345 -087.74272079  41.79164655 -087.74275188 51 101
111  41.79234239 -087.74380841 51 101
112  41.79245173 -087.74419946  41.79245173 -087.74448053 51 101
111  41.79237883 -087.74459051 51 101
112  41.79156789 -087.74565368  41.79153015 -087.74571209
111  41.79156789 -087.74565368
112  41.79156789 -087.74565368  41.79148079 -087.74579386 51 101
115  41.79142210 -087.74605695
120 Terminal ramp boundry
111  41.78334865 -087.74355533 55
111  41.78616507 -087.74745943 55
111  41.78684662 -087.74748414 55
115  41.79126790 -087.74195999
120 Rnwy hold E 31R/13L
111  41.78287668 -087.74358359 54 104
115  41.78342509 -087.74443508
120 Rnwy hold P 31R/13L
111  41.78547844 -087.74730944 54 104
111  41.78555739 -087.74731957 54 104
111  41.78598407 -087.74791387 54 104
115  41.78598458 -087.74798814
120 Rnwy hold Y 31R/13L
111  41.78607141 -087.74811449 54 104
115  41.78634878 -087.74840294
120 Rnwy hold P 4R/22L
111  41.78704433 -087.74803557 54 104
115  41.78752548 -087.74742586
120 Rnwy hold Q 4R/22L
111  41.78983838 -087.74456633 54 104
111  41.78999749 -087.74425790 54 104
115  41.79023702 -087.74405251
120 Rnwy hold N 4R/22L
111  41.79060459 -087.74358918 54 104
111  41.79071719 -087.74337579 54 104
115  41.79089251 -087.74327138
120 Rnwy hold R 22L/4R
111  41.79117592 -087.74288229 54 104
111  41.79118666 -087.74250555 54 104
115  41.79160114 -087.74219917
120 Rnwy hold R 22L/4R
111  41.79247458 -087.74374626 54 104
115  41.79227955 -087.74399423
120 Rnwy hold N 22L/4R
111  41.79161811 -087.74521429 54 104
115  41.79133677 -087.74521414
120 Rnwy hold Q 22L/4R
111  41.79109041 -087.74546926 54 104
115  41.79089849 -087.74570650
120 Rnwy hold P 22L/4R
111  41.78927807 -087.74779111 54 104
115  41.78927627 -087.74806674
120 Rnwy hold N 22R
111  41.79160618 -087.74963446 54 104
111  41.79145934 -087.74997653 54 104
115  41.79121975 -087.74998171
120 Rnwy hold W 13L
111  41.79220274 -087.75987981 54 104
115  41.79195778 -087.75934213
120 Rnwy hold N 13L
111  41.79141860 -087.75812838 54 104
115  41.79116356 -087.75756967
120 Centerline
111  41.78773648 -087.74842809 51 101
112  41.78774929 -087.74808234  41.78771064 -087.74792686 51 101
115  41.78756174 -087.74786972
120 Centerline N
112  41.79103782 -087.74428170  41.79143840 -087.74400819 51 101
111  41.79144164 -087.74452114 51 101
111  41.79123268 -087.75959215 51 101
112  41.79103415 -087.75994547  41.79086286 -087.75998052 51 101
115  41.79071240 -087.75984447
120 Centerline
112  41.79103368 -087.74425752  41.79119590 -087.74405327 51 101
111  41.79109381 -087.74387216 51 101
111  41.79084132 -087.74352908 51 101
112  41.79066593 -087.74343802  41.79054712 -087.74342285 51 101
115  41.79043815 -087.74348574
120 Centerline
112  41.79024057 -087.74527665  41.79048893 -087.74493280 51 101
115  41.79024580 -087.74455443
120 Centerline Q
112  41.78964118 -087.74449665  41.78995363 -087.74412057 51 101
111  41.79024580 -087.74455443 51 101
111  41.79208651 -087.74712867 51 101
116  41.79202543 -087.74767887  41.79181312 -087.74795825
120 Centerline
112  41.78206188 -087.74713093  41.78207070 -087.74766274 51 101
115  41.78236181 -087.74812520
120 ILS hold E
111  41.78139435 -087.74487819 6
115  41.78142708 -087.74294431
120 Centerline K
112  41.78231850 -087.74423712  41.78211455 -087.74424713 51 101
111  41.78210947 -087.74453301 51 101
111  41.78186536 -087.75790896 51 101
112  41.78182285 -087.75830798  41.78176334 -087.75849038
111  41.78182285 -087.75830798
112  41.78182285 -087.75830798  41.78178034 -087.75845618 51 101
115  41.78168683 -087.75858729
120 Centerline
111  41.78274336 -087.74865228 51 101
116  41.78289666 -087.74771709  41.78356202 -087.74753391
120 Centerline P south
111  41.78623787 -087.74781781 51 101
111  41.77958414 -087.74761631 51 101
116  41.77945527 -087.74741430  41.77945226 -087.74722461
120 Rnwy hold P 13L/31R
111  41.78394065 -087.74790711 54 104
115  41.78394336 -087.74755468
120 Rnwy hold K 31R
111  41.78221993 -087.74480267 54 104
115  41.78193014 -087.74480045
120 Rnwy hold E 31C
111  41.77994487 -087.74290935 54 104
115  41.78070702 -087.74440793
120 Rnwy hold E 31R
111  41.78171698 -087.74448944 54 104
111  41.78171230 -087.74430134 54 104
115  41.78018801 -087.74289054
120 Centerline E/P north
111  41.78055439 -087.74558738 51 101
112  41.78016003 -087.74503297  41.78012610 -087.74500697
111  41.78016003 -087.74503297
112  41.78016003 -087.74503297  41.77987890 -087.74458449 51 101
112  41.78040918 -087.74413696  41.78050612 -087.74413696
111  41.78040918 -087.74413696
112  41.78040918 -087.74413696  41.78043341 -087.74413696 51 101
111  41.78329954 -087.74428382 51 101
112  41.78346757 -087.74432052  41.78356047 -087.74435946 51 101
111  41.78362814 -087.74443987 51 101
112  41.78575033 -087.74747857  41.78575649 -087.74748700
111  41.78575033 -087.74747857
112  41.78575033 -087.74747857  41.78597768 -087.74778683 51 101
111  41.78623787 -087.74781781 51 101
111  41.79097912 -087.74799794 51 101
116  41.79138610 -087.74848602  41.79139797 -087.74892694
120 Linear Feature 43
111  41.78073410 -087.75810090 4
115  41.78089339 -087.75790671
120 Linear Feature 43
111  41.78181294 -087.75963499 4
115  41.78197223 -087.75944080
120 Linear Feature 43
111  41.78108164 -087.76076129 4
115  41.78124094 -087.76056710
120 Linear Feature 42
111  41.78119749 -087.75921748 1
116  41.78119025 -087.75862521  41.78108164 -087.75846015
120 Linear Feature 41
111  41.78158124 -087.75867375 1
112  41.78119749 -087.75863492  41.78108164 -087.75849898 1
111  41.78064721 -087.75777077 1
116  41.78097303 -087.75700373  41.78142195 -087.75642116
120 Linear Feature 40
111  41.78086905 -087.76025356 1
116  41.78040829 -087.76022708  41.78033588 -087.76033300
120 Linear Feature 39
111  41.78081639 -087.75968864 1
112  41.78088221 -087.76026239  41.78102703 -087.76043893 1
112  41.78140880 -087.76098619  41.78146146 -087.76103033 1
116  41.78185640 -087.76055367  41.78213286 -087.76019177
120 Linear Feature 38
111  41.78167209 -087.75922081 1
116  41.78119817 -087.75921199  41.78105335 -087.75940618
120 Linear Feature 37
111  41.78160150 -087.75869121 1
112  41.78168049 -087.75922964  41.78183189 -087.75944148 1
111  41.78212151 -087.75985633 1
116  41.78256071 -087.75965333  41.78291615 -087.75922964
120 Linear Feature 36
111  41.78169366 -087.75856159 1
112  41.78033770 -087.76032693  41.78033111 -087.76036224 1
112  41.78014681 -087.76030928  41.78008757 -087.76023867 1
111  41.77949516 -087.75952370 1
112  41.77917921 -087.75879991  41.77918579 -087.75857042 1
111  41.77926478 -087.75345092 1
112  41.77914629 -087.75328600  41.77905414 -087.75327718 1
112  41.77906072 -087.75298589  41.77906731 -087.75295941 1
115  41.77906072 -087.75244282
21  41.78835242 -087.75167487 1 223.4000 3.0 22R VASI
21  41.78477497 -087.75612547 1 43.4000 3.0 4L VASI
21  41.78932540 -087.74724965 2 223.4000 3.0 22L PAPI
21  41.78257378 -087.75573245 2 43.4000 3.0 4R PAPI
21  41.78259617 -087.74919569 1 313.7000 3.0 31C VASI
21  41.78856714 -087.75788929 3 133.7000 3.0 13C PAPI
20  41.79068225 -087.74827195 359.0000 0 3 {@L}P{@R}22R
20  41.78923984 -087.74766699 180.0000 0 3 {@L}P{@R}22L-4R
20  41.79110555 -087.75000084 89.3100 0 3 {@L}N{@R}22R
20  41.79225838 -087.76027250 270.0000 0 3 {@L}W{@R}13C
20  41.79104299 -087.75911709 270.0000 0 3 {@L}N{@R}13C
20  41.79106711 -087.75486054 270.0000 0 3 {@L}N{@R}13L
20  41.78340702 -087.74447689 182.9200 0 3 {@L}E{@R}31R-13L
20  41.78596650 -087.74802995 182.9200 0 3 {@L}P{@R}31R-13L
20  41.78286426 -087.74353780 176.1300 0 3 {@L}E{@R}31R-13L
20  41.78544790 -087.74731494 267.8400 0 3 {@L}P{@R}31R-13L
20  41.78637462 -087.74842511 222.4900 0 3 {@L}Y{@R}31R-13L
20  41.78604087 -087.74812000 267.8400 0 3 {@L}Y{@R}31R-13L
20  41.78702629 -087.74808299 336.4500 0 3 {@L}P{@R}4R-22L
20  41.78983409 -087.74461559 5.0000 0 3 {@L}Q{@R}4R-22L
20  41.79060030 -087.74363844 5.0000 0 3 {@L}N{@R}4R-22L
20  41.79118049 -087.74293750 5.0000 0 3 {@L}R{@R}22L
20  41.78072947 -087.74452501 3.8100 0 3 {@Y,^lu}G{@L}E{@@}{@L}E{@R}31C
20  41.78394528 -087.74802497 1.2200 0 3 {@L}P{@R}13L-31R
14  41.78020600 -087.75241700 200.13 0 Tower Viewpoint
1300  41.78595736 -087.74293496 134.72 gate heavy|jets Gate A7
1300  41.78624920 -087.74252314 126.45 gate heavy|jets Gate A5
1300  41.78670600 -087.74235297 103.71 gate heavy|jets Gate A3
1300  41.78742927 -087.74230191 130.16 gate heavy|jets Gate A1
1300  41.78714250 -087.74248230  91.54 gate heavy|jets Gate A2
1300  41.78435974 -087.74202835  95.63 gate heavy|jets Gate A4B
1300  41.78457554 -087.74197409  80.95 gate heavy|jets Gate A4A
1300  41.78489025 -087.74283024 -45.82 gate heavy|jets Gate A12
1300  41.78469230 -087.74304806 -45.82 gate heavy|jets Gate A14
1300  41.78448928 -087.74338159   2.42 gate heavy|jets Gate A16
1300  41.78442584 -087.74381041  31.50 gate heavy|jets Gate A18
1300  41.78457810 -087.74417117  70.60 gate heavy|jets Gate A19
1300  41.78485726 -087.74426647 102.84 gate heavy|jets Gate A17
1300  41.78507804 -087.74401802 135.00 gate heavy|jets Gate A15
1300  41.78538004 -087.74365726 135.00 gate heavy|jets Gate A11
1300  41.78569726 -087.74331351 135.00 gate heavy|jets Gate A9
1300  41.78509675 -087.74265194 337.70 gate heavy|jets Gate A10
1300  41.78871929 -087.74262168 169.33 gate heavy|jets Gate B1
1300  41.78858529 -087.74393207 143.70 gate heavy|jets Gate B5
1300  41.78871371 -087.74361383 175.46 gate heavy|jets Gate B3
1300  41.78872208 -087.74313086 180.66 gate heavy|jets Gate B2
1300  41.78776421 -087.74489593 135.88 gate heavy|jets Gate B11
1300  41.78802940 -087.74454400 135.88 gate heavy|jets Gate B9
1300  41.78834764 -087.74419207 125.43 gate heavy|jets Gate B7
1300  41.78798350 -087.74295472 -16.61 gate heavy|jets Gate B8
1300  41.78782997 -087.74340773 -24.99 gate heavy|jets Gate B10
1300  41.78756570 -087.74378781 315.00 gate heavy|jets Gate B12
1300  41.78674883 -087.74627608 135.00 gate heavy|jets Gate B21
1300  41.78726248 -087.74557972 135.00 gate heavy|jets Gate B17
1300  41.78755280 -087.74529893 135.00 gate heavy|jets Gate B15
1300  41.78699699 -087.74592140 137.20 gate heavy|jets Gate B19
1300  41.78607114 -087.74610520  38.19 gate heavy|jets Gate B25
1300  41.78625260 -087.74635604  72.12 gate heavy|jets Gate B23
1300  41.78597623 -087.74571210   5.95 gate heavy|jets Gate B24
1300  41.78731618 -087.74412472 -37.15 gate heavy|jets Gate B14
1300  41.78697002 -087.74439428 -44.92 gate heavy|jets Gate B16
1300  41.78672437 -087.74475369 -44.92 gate heavy|jets Gate B18
1300  41.78647313 -087.74507940 -44.92 gate heavy|jets Gate B20
1300  41.78626097 -087.74537516 334.38 gate heavy|jets Gate B22
1300  41.78989118 -087.74216657 178.63 gate heavy|jets Gate C3
1300  41.78981011 -087.74247463 140.97 gate heavy|jets Gate C2
1300  41.78939464 -087.74238403 115.52 gate heavy|jets Gate C1
1300  41.79192649 -087.75012898  64.98 tie_down heavy|jets|turboprops|props North ramp
1300  41.78120441 -087.75177862   0.00 tie_down jets|turboprops|props Gen Av ramp
19  41.78967300 -087.75970500 1 Windsock
19  41.79043600 -087.74651300 1 Windsock
19  41.78855900 -087.74993100 1 Windsock
19  41.78019300 -087.75679800 1 Windsock
19  41.79011900 -087.75632500 1 Windsock
19  41.78263900 -087.75833900 1 Windsock
19  41.77980800 -087.74594900 1 Windsock
19  41.78302000 -087.74604000 1 Windsock
50 13275 ATIS
51 12295 UNICOM
52 12185 CLNC DEL
53 12165 GND
54 11870 TWR
54 11945 TWR
54 13520 TWR
55 11840 APP/DEP
55 12605 APP/DEP
1000 calm wind rule
1001 KMDW 000 359 7
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 22L  11840 departures heavy|jets|turboprops 000359 220225 dep 22L
1100 22R  11840 departures turboprops|props 000359 220225 dep 22R
1100 31C  11840 arrivals heavy|jets|turboprops 000359 310315 arr 31C
1100 31L  11840 arrivals props 000359 310315 arr 31L
1100 31R  11840 arrivals turboprops|props 000359 310315 arr 31R
1000 w/nw flow
1001 KMDW 269 313 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 22L  11840 departures heavy|jets|turboprops 000359 220225 dep 22L
1100 22R  11840 departures turboprops|props 000359 220225 dep 22R
1100 31C  11840 arrivals heavy|jets|turboprops 000359 310315 arr 31C
1100 31L  11840 arrivals props 000359 310315 arr 31L
1100 31R  11840 arrivals turboprops|props 000359 310315 arr 31R
1000 n/nw flow
1001 KMDW 314 358 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 04R  11840 departures heavy|jets|turboprops 100100 040045 dep 4R
1100 04L  11840 departures turboprops|props 100100 040045 dep 4L
1100 31C  11840 arrivals heavy|jets|turboprops 000359 310315 arr 31C
1100 31L  11840 arrivals props 000359 310315 arr 31L
1100 31R  11840 arrivals turboprops|props 000359 310315 arr 31R
1000 n/ne flow
1001 KMDW 359 043 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 04R  11840 arrivals heavy|jets|turboprops 000359 040045 arr 4R
1100 04L  11840 arrivals turboprops|props 000359 040045 arr 4L
1100 31C  11840 departures heavy|jets|turboprops 000359 310315 dep 31C
1100 31L  11840 departures props 000359 310315 dep 31L
1100 31R  11840 departures turboprops|props 000359 310315 dep 31R
1000 e/ne flow
1001 KMDW 044 088 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 04R  11840 arrivals heavy|jets|turboprops 000359 040045 arr 4R
1100 04L  11840 arrivals turboprops|props 000359 040045 arr 4L
1100 13C  11840 departures heavy|jets|turboprops 000359 310315 dep 13C
1100 13R  11840 departures props 000359 310315 dep 13R
1100 13L  11840 departures turboprops|props 000359 310315 dep 13L
1000 e/se flow
1001 KMDW 089 133 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 04R  11840 departures heavy|jets|turboprops 100100 040045 dep 4R
1100 04L  11840 departures turboprops|props 100100 040045 dep 4L
1100 13C  11840 arrivals heavy|jets|turboprops 000359 310315 arr 13C
1100 13R  11840 arrivals props 000359 310315 arr 13R
1100 13L  11840 arrivals turboprops|props 000359 310315 arr 13L
1000 s/se flow
1001 KMDW 134 178 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 22L  11840 departures heavy|jets|turboprops 000359 220225 dep 22L
1100 22R  11840 departures turboprops|props 000359 220225 dep 22R
1100 13C  11840 arrivals heavy|jets|turboprops 000359 130135 arr 13C
1100 13R  11840 arrivals props 000359 130135 arr 13R
1100 13L  11840 arrivals turboprops|props 000359 130135 arr 13L
1000 s/sw flow
1001 KMDW 179 223 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 22L  11840 arrivals heavy|jets|turboprops 000359 220225 arr 22L
1100 22R  11840 arrivals turboprops|props 000359 220225 arr 22R
1100 13C  11840 departures heavy|jets|turboprops 000359 130135 dep 13C
1100 13R  11840 departures props 000359 130135 dep 13R
1100 13L  11840 departures turboprops|props 000359 130135 dep 13L
1000 w/sw flow
1001 KMDW 224 268 999
1002 KMDW 0
1003 KMDW 0
1101 31C left
1100 22L  11840 arrivals heavy|jets|turboprops 000359 220225 arr 22L
1100 22R  11840 arrivals turboprops|props 000359 220225 arr 22R
1100 31C  11840 departures heavy|jets|turboprops 000359 310315 dep 31C
1100 31R  11840 departures props 000359 310315 dep 31R
1100 31L  11840 departures turboprops|props 000359 310315 dep 31L
1200 
1201  41.79191394 -087.74316125 both 0 Y_start
1201  41.79161334 -087.74271895 both 1 Y_stop
1201  41.79141434 -087.74258550 both 2 Y_stop
1201  41.79114201 -087.74264169 both 3 Y_stop
1201  41.79103728 -087.74273300 both 4 Y_stop
1201  41.78709910 -087.74766354 both 5 Y_stop
1201  41.78679335 -087.74784103 both 6 Y_stop
1201  41.78635892 -087.74809649 both 7 Y_stop
1201  41.78622976 -087.74828159 both 8 Y_stop
1201  41.78534472 -087.74947552 both 9 Y_stop
1201  41.78476342 -087.75014271 both 10 Y_stop
1201  41.78373698 -087.75142793 both 11 Y_stop
1201  41.78352750 -087.75169480 both 12 Y_stop
1201  41.77950204 -087.75685803 both 13 Y_stop
1201  41.78004575 -087.74465513 both 14 E_stop
1201  41.78019393 -087.74429082 both 15 E_stop
1201  41.78040385 -087.74412523 both 16 E_stop
1201  41.78066317 -087.74415835 both 17 E_stop
1201  41.78341687 -087.74429082 both 18 E_stop
1201  41.78355353 -087.74437085 both 19 E_stop
1201  41.78363314 -087.74443876 both 20 T_stop
1201  41.78575855 -087.74748129 both 21 T_stop
1201  41.78592591 -087.74766644 both 22 T_stop
1201  41.78623787 -087.74781781 both 23 T_stop
1201  41.77947306 -087.74759679 both 24 P_start
1201  41.78106712 -087.74766465 both 25 P_stop
1201  41.78301541 -087.74772118 both 26 P_stop
1201  41.78386725 -087.74774380 both 27 P_stop
1201  41.78595892 -087.74781166 both 28 P_stop
1201  41.78711440 -087.74784559 both 29 P_stop
1201  41.78934102 -087.74793607 both 30 P_stop
1201  41.79061457 -087.74798128 both 31 P_stop
1201  41.79139051 -087.74801522 both 32 P_stop
1201  41.78211865 -087.74422384 both 33 E_stop(split)
1201  41.78205184 -087.74769103 both 34 P_stop(split)
1201  41.78197160 -087.74316050 both 35 K_start
1201  41.78207675 -087.74328923 both 36 K_stop
1201  41.78214039 -087.74350874 both 37 K_stop
1201  41.78210144 -087.74477402 both 38 K_stop
1201  41.78207547 -087.74624244 both 39 K_stop
1201  41.78202491 -087.74916871 both 40 K_stop
1201  41.78067548 -087.75992352 both 41 K_stop
1201  41.78216585 -087.74769449 both 42 P_stop(split)(split)
1201  41.78206282 -087.74711261 both 43 K_stop(split)
1201  41.78236064 -087.74811532 both 44 K_start
1201  41.79043815 -087.74348574 both 45 Y_stop(split)
1201  41.79065097 -087.74343093 both 46 N_stop
1201  41.79083531 -087.74352364 both 47 N_stop
1201  41.79139410 -087.74430397 both 48 N_stop
1201  41.79144018 -087.74452030 both 49 N_stop
1201  41.79143166 -087.74523010 both 50 N_stop
1201  41.79141138 -087.74660636 both 51 N_stop
1201  41.79135953 -087.75003677 both 52 N_stop
1201  41.79129838 -087.75481901 both 53 N_stop
1201  41.79125816 -087.75774371 both 54 N_stop
1201  41.79123280 -087.75919226 both 55 N_stop
1201  41.79122128 -087.75958629 both 56 N_stop
1201  41.79103118 -087.75994942 both 57 N_stop
1201  41.79070438 -087.75984665 both 58 N_stop
1201  41.78837756 -087.75657790 both 59 B_start
1201  41.78898039 -087.75723755 both 60 B_stop
1201  41.78959102 -087.75769339 both 61 B_stop
1201  41.79069706 -087.75811832 both 62 B_stop
1201  41.79103271 -087.75811915 both 63 B_stop
1201  41.78483587 -087.74617221 both 64 T_stop(split)
1201  41.78722083 -087.74317126 both 65 _start
1201  41.78455832 -087.74577323 both 66 T_stop(split)
1201  41.78675198 -087.74302144 both 67 _start
1201  41.78305017 -087.75235528 both 68 Y_stop(split)
1201  41.79121262 -087.74405055 both 69 N_stop(split)
1201  41.78818008 -087.74789163 both 70 P_stop(split)
1201  41.77916142 -087.75931748 both 71 4R/22L_start
1201  41.79199658 -087.74305652 both 72 4R/22L_stop
1201  41.78403803 -087.75313992 both 73 4R/22L_start(split)
1201  41.78326645 -087.75205601 both 74 Y_stop(split)
1201  41.78806892 -087.75880278 both 75 13R/31L_start
1201  41.78077308 -087.74855322 both 76 13R/31L_stop
1201  41.78503290 -087.75187885 both 77 4R/22L_start(split)(split)
1201  41.78425250 -087.75078241 both 78 Y_stop(split)
1201  41.78014608 -087.74501339 both 79 E_start(split)
1201  41.79157299 -087.76106684 both 80 13C/31C_start
1201  41.77923901 -087.74373916 both 81 13C/31C_stop
1201  41.78659714 -087.74989708 both 82 4R/22L_start(split)(split)(split)
1201  41.79127590 -087.75647500 both 83 N_stop(split)
1201  41.78509351 -087.74778316 both 84 P_stop(split)
1201  41.78583062 -087.74882003 both 85 Y_stop(split)
1201  41.79231722 -087.75793898 both 86 13L/31R_start
1201  41.78259678 -087.74427302 both 87 13L/31R_stop
1201  41.78834521 -087.75235471 both 88 N_stop(split)(split)
1201  41.78678145 -087.75433532 both 89 B_start(split)
1201  41.78578617 -087.75559586 both 90 13R/31L_start(split)
1201  41.79138645 -087.74850319 both 91 P_stop(split)
1201  41.78136769 -087.76119183 both 92 04L/22R_start
1201  41.79233633 -087.74730016 both 93 04L/22R_stop
1201  41.78156942 -087.74419501 both 94 E_stop(split)
1201  41.78257939 -087.74424702 both 95 E_stop(split)(split)
1201  41.77933098 -087.74386838 both 96 E_start(split)(split)
1201  41.78317516 -087.74382280 both 97 E_stop
1201  41.78301155 -087.74373503 both 98 E_stop
1201  41.78268083 -087.74372990 both 99 E_stop
1201  41.78227406 -087.74347214 both 100 E_stop
1201  41.78217354 -087.74330547 both 101 E_stop
1201  41.78037429 -087.74308851 both 102 E_stop
1201  41.78006139 -087.74308251 both 103 E_stop
1201  41.77987812 -087.74315445 both 104 E_stop
1201  41.78257939 -087.74424702 both 105 P_stop(split)(split)
1201  41.78259753 -087.74427254 both 106 P_stop(split)(split)
1201  41.78263365 -087.74424986 both 107 E_stop(split)(split)(split)
1201  41.78277861 -087.74415882 both 108 _stop
1201  41.78355410 -087.74355695 both 109 _stop
1201  41.78389910 -087.74323349 both 110 _stop
1201  41.78467153 -087.74225492 both 111 _stop
1201  41.78509897 -087.74213209 both 112 _stop
1201  41.78186536 -087.75790896 both 113 K_stop(split)
1201  41.78168683 -087.75858729 both 114 K_stop(split)(split)
1201  41.78182285 -087.75830798 both 115 K_stop(split)(split)
1201  41.78188092 -087.75701720 both 116 K_stop(split)
1201  41.78192525 -087.75455009 both 117 K_stop(split)
1201  41.78199415 -087.75090964 both 118 K_stop(split)
1201  41.78194108 -087.75376277 both 119 K_stop(split)(split)
1201  41.78364235 -087.75364127 both 120 4R/22L_start(split)
1201  41.78539420 -087.75609229 both 121 04L/22R_start(split)
1201  41.78198644 -087.75132448 both 122 K_stop(split)(split)
1201  41.78287872 -087.75257287 both 123 Y_stop(split)(split)
1201  41.78824639 -087.76011338 both 124 F_start
1201  41.77957342 -087.74794842 both 125 F_stop
1201  41.77945895 -087.74696177 both 126 F_stop
1201  41.77932386 -087.74653302 both 127 F_stop
1201  41.77912121 -087.74628545 both 128 F_stop
1201  41.77895009 -087.74560308 both 129 F_stop
1201  41.77897261 -087.74468521 both 130 F_stop
1201  41.77907618 -087.74429270 both 131 F_stop
1201  41.77896255 -087.74494401 both 132 F_stop(split)
1201  41.77899206 -087.74598313 both 133 F_stop(split)
1201  41.77942180 -087.74673370 both 134 F_stop(split)
1201  41.78330665 -087.75317172 both 135 4R/22L_start(split)(split)
1201  41.78408957 -087.75427041 both 136 F_start(split)(split)
1201  41.78499700 -087.75554893 both 137 F_start(split)(split)
1201  41.78581168 -087.75667386 both 138 F_start(split)
1201  41.78157640 -087.75074933 both 139 K_stop(split)(split)(split)
1201  41.78125484 -087.75122930 both 140 _stop
1201  41.78193374 -087.75415954 both 141 K_stop(split)(split)(split)
1201  41.78179501 -087.75394813 both 142 K_stop(split)(split)(split)
1201  41.78142943 -087.75345275 both 143 _stop
1201  41.79203855 -087.74766631 both 144 P_stop(split)(split)
1201  41.78993326 -087.74411752 both 145 Y_stop(split)(split)
1201  41.79051600 -087.74493290 both 146 P_stop(split)(split)
1201  41.79141745 -087.74619422 both 147 N_stop(split)
1201  41.79213804 -087.74736609 both 148 Q_stop
1201  41.79208332 -087.74712591 both 149 Q_stop
1201  41.79001321 -087.74422952 both 150 P_stop(split)(split)(split)
1201  41.79171182 -087.74660538 both 151 Q_stop(split)
1201  41.79023937 -087.74528274 both 152 P_stop(split)(split)
1201  41.79024288 -087.74455072 both 153 P_stop(split)(split)(split)
1201  41.79034752 -087.74490660 both 154 Q_stop
1201  41.78772765 -087.74846491 both 155 4R/22L_start(split)(split)(split)(split)
1201  41.78752065 -087.74786674 both 156 P_stop(split)
1201  41.78777629 -087.74818199 both 157 P_stop
1201  41.78769412 -087.74796215 both 158 P_stop(split)
1201  41.79145081 -087.76089519 both 159 13C/31C_start(split)
1201  41.78239547 -087.75989001 both 160 04L/22R_start(split)
1201  41.79117927 -087.76128685 both 161 W_stop
1201  41.78927311 -087.76122789 both 162 W_stop
1201  41.78917828 -087.76114080 both 163 W_stop
1201  41.78858465 -087.76028707 both 164 W_stop
1201  41.78847435 -087.76015733 both 165 W_stop
1201  41.78831653 -087.76012287 both 166 W_stop
1201  41.78342201 -087.75993117 both 167 F_start(split)
1201  41.79048520 -087.76126917 both 168 W_stop(split)
1201  41.79193290 -087.75739865 both 169 13L/31R_start(split)
1201  41.79195991 -087.76025146 both 170 M_stop
1201  41.79207478 -087.75981725 both 171 M_stop
1201  41.79212785 -087.75807126 both 172 M_stop
1201  41.79206568 -087.75766624 both 173 M_stop
1201  41.79203495 -087.76005786 both 174 M_stop(split)
