I
1050 Generated by WorldEditor 2.1.0r1

1   4497 1 0 KPVU Provo Muni
111  40.21173889 -111.71390399
112  40.21173889 -111.71390399  40.21160190 -111.71378779 51
111  40.21147060 -111.71389081
112  40.21147060 -111.71389081  40.21143463 -111.71391935 57
111  40.21138321 -111.71399547
112  40.21138321 -111.71399547  40.21136083 -111.71403384 57
111  40.21121010 -111.71432062 51
115  40.21087243 -111.71497072
120 Linear Feature 20
111  40.21588398 -111.71671444 1
115  40.21584434 -111.71667819
120 Linear Feature 20
111  40.21580914 -111.71684870 1
115  40.21576950 -111.71681245
120 Linear Feature 20
111  40.21574387 -111.71698475 1
115  40.21570422 -111.71694850
120 Linear Feature 19
111  40.21586433 -111.71675091 1
111  40.21588398 -111.71671444 1
115  40.21590363 -111.71667796
120 Linear Feature 19
111  40.21578949 -111.71688517 1
111  40.21580914 -111.71684870 1
115  40.21582879 -111.71681222
120 Linear Feature 19
111  40.21572421 -111.71702122 1
111  40.21574387 -111.71698475 1
115  40.21576352 -111.71694828
120 Linear Feature 18
111  40.21567267 -111.71698838 1
112  40.21572929 -111.71697352  40.21576091 -111.71700447 1
115  40.21573825 -111.71704642
120 Linear Feature 25
112  40.21588742 -111.71673604  40.21591707 -111.71672434 1
112  40.21590337 -111.71664723  40.21588081 -111.71661945 1
114  40.21583666 -111.71667355  40.21582957 -111.71671302 1
120 Linear Feature 25
112  40.21580415 -111.71690076  40.21583380 -111.71688907 1
112  40.21582010 -111.71681195  40.21579754 -111.71678417 1
114  40.21575339 -111.71683827  40.21574630 -111.71687774 1
120 Linear Feature 25
112  40.21612992 -111.71745696  40.21615606 -111.71744664 1
112  40.21614398 -111.71737863  40.21612408 -111.71735413 1
114  40.21608515 -111.71740184  40.21607890 -111.71743665 1
120 Linear Feature 25
112  40.21620491 -111.71730770  40.21623106 -111.71729738 1
112  40.21621898 -111.71722937  40.21619908 -111.71720488 1
114  40.21616015 -111.71725258  40.21615390 -111.71728740 1
120 Linear Feature 25
112  40.21628346 -111.71715690  40.21630960 -111.71714658 1
112  40.21629752 -111.71707857  40.21627763 -111.71705407 1
114  40.21623869 -111.71710178  40.21623244 -111.71713659 1
120 Linear Feature 25
112  40.21650215 -111.71756516  40.21652830 -111.71755484 1
112  40.21651621 -111.71748683  40.21649632 -111.71746234 1
114  40.21645738 -111.71751005  40.21645113 -111.71754486 1
120 Linear Feature 25
112  40.21642632 -111.71771272  40.21645247 -111.71770240 1
112  40.21644039 -111.71763439  40.21642049 -111.71760989 1
114  40.21638156 -111.71765760  40.21637531 -111.71769241 1
120 Linear Feature 17
111  40.21673376 -111.71746581 1
115  40.21677395 -111.71749804
120 Linear Feature 17
111  40.21672741 -111.71755470 1
115  40.21676636 -111.71759068
120 Linear Feature 17
111  40.21666404 -111.71759685 1
115  40.21670300 -111.71763284
120 Linear Feature 17
111  40.21665543 -111.71768869 1
115  40.21669439 -111.71772467
120 Linear Feature 17
111  40.21659310 -111.71773058 1
115  40.21663206 -111.71776657
120 Linear Feature 16
111  40.21671346 -111.71750314 1
111  40.21673376 -111.71746581 1
115  40.21675406 -111.71742849
120 Linear Feature 16
111  40.21674709 -111.71762666 1
111  40.21676636 -111.71759068 1
115  40.21678564 -111.71755470
120 Linear Feature 16
111  40.21664374 -111.71763418 1
111  40.21666404 -111.71759685 1
115  40.21668434 -111.71755953
120 Linear Feature 16
111  40.21667409 -111.71776200 1
111  40.21669439 -111.71772467 1
115  40.21671469 -111.71768735
120 Linear Feature 16
111  40.21657280 -111.71776791 1
111  40.21659310 -111.71773058 1
115  40.21661340 -111.71769326
120 Linear Feature 15
111  40.21706777 -111.71756532 1
115  40.21710763 -111.71759947
120 Linear Feature 15
111  40.21706037 -111.71765960 1
115  40.21710023 -111.71769376
120 Linear Feature 15
111  40.21699634 -111.71769421 1
115  40.21703620 -111.71772837
120 Linear Feature 15
111  40.21698860 -111.71779029 1
115  40.21702846 -111.71782445
120 Linear Feature 15
111  40.21692457 -111.71783116 1
115  40.21696443 -111.71786532
120 Linear Feature 15
111  40.21691854 -111.71791963 1
115  40.21695841 -111.71795379
120 Linear Feature 15
111  40.21685315 -111.71796184 1
115  40.21689301 -111.71799600
120 Linear Feature 14
111  40.21704948 -111.71760067 1
111  40.21706777 -111.71756532 1
115  40.21708605 -111.71752996
120 Linear Feature 14
111  40.21708195 -111.71772912 1
111  40.21710023 -111.71769376 1
115  40.21711852 -111.71765841
120 Linear Feature 14
111  40.21697806 -111.71772957 1
111  40.21699634 -111.71769421 1
115  40.21701462 -111.71765885
120 Linear Feature 14
111  40.21701018 -111.71785980 1
111  40.21702846 -111.71782445 1
115  40.21704675 -111.71778909
120 Linear Feature 14
111  40.21690629 -111.71786652 1
111  40.21692457 -111.71783116 1
115  40.21694286 -111.71779580
120 Linear Feature 14
111  40.21694012 -111.71798915 1
111  40.21695841 -111.71795379 1
115  40.21697669 -111.71791843
120 Linear Feature 14
111  40.21683486 -111.71799720 1
111  40.21685315 -111.71796184 1
115  40.21687143 -111.71792649
120 Linear Feature 13
111  40.21741159 -111.71784044 1
115  40.21737304 -111.71780392
120 Linear Feature 13
111  40.21734679 -111.71788702 1
115  40.21730824 -111.71785050
120 Linear Feature 13
111  40.21733364 -111.71798970 1
115  40.21729509 -111.71795318
120 Linear Feature 13
111  40.21726825 -111.71803860 1
115  40.21722970 -111.71800208
120 Linear Feature 13
111  40.21725805 -111.71813587 1
115  40.21721950 -111.71809935
120 Linear Feature 13
111  40.21719089 -111.71818786 1
115  40.21715234 -111.71815134
120 Linear Feature 13
111  40.21718187 -111.71828435 1
115  40.21714332 -111.71824783
120 Linear Feature 12
111  40.21738974 -111.71788259 1
111  40.21741159 -111.71784044 1
115  40.21743344 -111.71779829
120 Linear Feature 12
111  40.21728639 -111.71789264 1
111  40.21730824 -111.71785050 1
115  40.21733009 -111.71780835
120 Linear Feature 12
111  40.21731179 -111.71803185 1
111  40.21733364 -111.71798970 1
115  40.21735549 -111.71794755
120 Linear Feature 12
111  40.21720785 -111.71804422 1
111  40.21722970 -111.71800208 1
115  40.21725155 -111.71795993
120 Linear Feature 12
111  40.21723620 -111.71817802 1
111  40.21725805 -111.71813587 1
115  40.21727990 -111.71809372
120 Linear Feature 12
111  40.21713049 -111.71819348 1
111  40.21715234 -111.71815134 1
115  40.21717419 -111.71810919
120 Linear Feature 12
111  40.21715765 -111.71833346 1
111  40.21718187 -111.71828435 1
115  40.21720608 -111.71823525
120 Linear Feature 11
111  40.21767213 -111.71804782 1
115  40.21763440 -111.71801345
120 Linear Feature 11
111  40.21766487 -111.71813873 1
115  40.21762714 -111.71810436
120 Linear Feature 11
111  40.21760268 -111.71817868 1
115  40.21756495 -111.71814430
120 Linear Feature 11
111  40.21759613 -111.71827608 1
115  40.21755840 -111.71824171
120 Linear Feature 11
111  40.21753181 -111.71831510 1
115  40.21749408 -111.71828072
120 Linear Feature 11
111  40.21752597 -111.71840972 1
115  40.21748824 -111.71837535
120 Linear Feature 11
111  40.21746449 -111.71844781 1
115  40.21742676 -111.71841344
120 Linear Feature 11
111  40.21745980 -111.71854434 1
115  40.21742207 -111.71850997
120 Linear Feature 10
111  40.21761446 -111.71805149 1
111  40.21763440 -111.71801345 1
115  40.21765433 -111.71797541
120 Linear Feature 10
111  40.21764493 -111.71817678 1
111  40.21766487 -111.71813873 1
115  40.21768480 -111.71810069
120 Linear Feature 10
111  40.21754501 -111.71818235 1
111  40.21756495 -111.71814430 1
115  40.21758489 -111.71810626
120 Linear Feature 10
111  40.21757619 -111.71831413 1
111  40.21759613 -111.71827608 1
115  40.21761607 -111.71823804
120 Linear Feature 10
111  40.21747415 -111.71831877 1
111  40.21749408 -111.71828072 1
115  40.21751402 -111.71824268
120 Linear Feature 10
111  40.21750604 -111.71844776 1
111  40.21752597 -111.71840972 1
115  40.21754591 -111.71837168
120 Linear Feature 10
111  40.21740683 -111.71845148 1
111  40.21742676 -111.71841344 1
115  40.21744670 -111.71837539
120 Linear Feature 10
111  40.21743986 -111.71858239 1
111  40.21745980 -111.71854434 1
115  40.21747973 -111.71850630
120 Linear Feature 9
111  40.21852600 -111.71887614 1
115  40.21855881 -111.71890478
120 Linear Feature 9
111  40.21845651 -111.71901003 1
115  40.21848932 -111.71903868
120 Linear Feature 9
111  40.21846020 -111.71910384 1
115  40.21849301 -111.71913249
120 Linear Feature 9
111  40.21839007 -111.71913678 1
115  40.21842288 -111.71916543
120 Linear Feature 9
111  40.21839212 -111.71923381 1
115  40.21842493 -111.71926246
120 Linear Feature 9
111  40.21832161 -111.71926917 1
115  40.21835442 -111.71929782
120 Linear Feature 8
111  40.21850877 -111.71891051 1
111  40.21852600 -111.71887614 1
115  40.21854322 -111.71884177
120 Linear Feature 8
111  40.21843929 -111.71904441 1
111  40.21845651 -111.71901003 1
115  40.21847373 -111.71897566
120 Linear Feature 8
111  40.21847579 -111.71916686 1
111  40.21849301 -111.71913249 1
115  40.21851023 -111.71909811
120 Linear Feature 8
111  40.21837285 -111.71917115 1
111  40.21839007 -111.71913678 1
115  40.21840730 -111.71910241
120 Linear Feature 8
111  40.21840976 -111.71929253 1
111  40.21842493 -111.71926246 1
115  40.21844011 -111.71923238
120 Linear Feature 8
111  40.21830928 -111.71929361 1
111  40.21832161 -111.71926917 1
115  40.21833963 -111.71923345
120 Linear Feature 7
111  40.21870534 -111.71932154 1
115  40.21874191 -111.71935331
120 Linear Feature 7
111  40.21863938 -111.71935965 1
115  40.21867595 -111.71939143
120 Linear Feature 7
111  40.21863628 -111.71945394 1
115  40.21867284 -111.71948572
120 Linear Feature 7
111  40.21857260 -111.71948609 1
115  40.21860916 -111.71951787
120 Linear Feature 6
111  40.21872671 -111.71938310 1
111  40.21874191 -111.71935331 1
115  40.21875711 -111.71932352
120 Linear Feature 6
111  40.21862418 -111.71938944 1
111  40.21863938 -111.71935965 1
115  40.21865458 -111.71932987
120 Linear Feature 6
111  40.21865778 -111.71951588 1
111  40.21867284 -111.71948572 1
115  40.21868790 -111.71945555
120 Linear Feature 6
111  40.21855754 -111.71951625 1
111  40.21857260 -111.71948609 1
115  40.21858766 -111.71945593
120 Linear Feature 5
111  40.21986042 -111.71939792 1
115  40.21990690 -111.71938404
120 Linear Feature 5
111  40.21982855 -111.71949799 1
115  40.21987503 -111.71948412
120 Linear Feature 5
111  40.21988749 -111.71956396 1
115  40.21993397 -111.71955008
120 Linear Feature 5
111  40.21985444 -111.71965306 1
115  40.21990091 -111.71963918
120 Linear Feature 5
111  40.21991327 -111.71971591 1
115  40.21995975 -111.71970204
120 Linear Feature 5
111  40.21987904 -111.71980774 1
115  40.21992552 -111.71979386
120 Linear Feature 5
111  40.21993739 -111.71987124 1
115  40.21998386 -111.71985736
120 Linear Feature 5
111  40.21990537 -111.71996016 1
115  40.21995185 -111.71994629
120 Linear Feature 4
111  40.21991221 -111.71941970 1
111  40.21990690 -111.71938404 1
115  40.21990158 -111.71934839
120 Linear Feature 4
111  40.21993928 -111.71958574 1
111  40.21993397 -111.71955008 1
115  40.21992865 -111.71951442
120 Linear Feature 4
111  40.21983386 -111.71953343 1
111  40.21982855 -111.71949799 1
115  40.21982323 -111.71946212
120 Linear Feature 4
111  40.21985975 -111.71968872 1
111  40.21985444 -111.71965306 1
115  40.21984912 -111.71961740
120 Linear Feature 4
111  40.21996506 -111.71973770 1
111  40.21995975 -111.71970204 1
115  40.21995444 -111.71966638
120 Linear Feature 4
111  40.21988435 -111.71984340 1
111  40.21987904 -111.71980774 1
115  40.21987373 -111.71977208
120 Linear Feature 4
111  40.21998918 -111.71989302 1
111  40.21998386 -111.71985736 1
115  40.21997855 -111.71982171
120 Linear Feature 4
111  40.21991142 -111.72000259 1
111  40.21990537 -111.71996016 1
115  40.21989932 -111.71991773
120 Linear Feature 3
111  40.22042559 -111.71941081 1
115  40.22037907 -111.71942449
120 Linear Feature 3
111  40.22048406 -111.71947927 1
115  40.22043754 -111.71949294
120 Linear Feature 3
111  40.22045101 -111.71956979 1
115  40.22040450 -111.71958346
120 Linear Feature 3
111  40.22050825 -111.71963556 1
115  40.22046174 -111.71964924
120 Linear Feature 3
111  40.22047521 -111.71972286 1
115  40.22042869 -111.71973653
120 Linear Feature 3
111  40.22053491 -111.71978970 1
115  40.22048839 -111.71980338
120 Linear Feature 2
111  40.22038505 -111.71946308 1
111  40.22037907 -111.71942449 1
115  40.22037310 -111.71938589
120 Linear Feature 2
111  40.22049003 -111.71951786 1
111  40.22048406 -111.71947927 1
115  40.22047808 -111.71944068
120 Linear Feature 2
111  40.22041047 -111.71962206 1
111  40.22040450 -111.71958346 1
115  40.22039852 -111.71954487
120 Linear Feature 2
111  40.22051423 -111.71967415 1
111  40.22050825 -111.71963556 1
115  40.22050228 -111.71959697
120 Linear Feature 2
111  40.22043467 -111.71977727 1
111  40.22042869 -111.71973653 1
115  40.22042272 -111.71969579
120 Linear Feature 2
111  40.22054088 -111.71983044 1
111  40.22053491 -111.71978970 1
115  40.22052894 -111.71974896
120 Linear Feature 28
111  40.22073839 -111.71941014 1
115  40.22078649 -111.71939537
120 Linear Feature 28
111  40.22079476 -111.71947953 1
115  40.22084286 -111.71946477
120 Linear Feature 28
111  40.22076395 -111.71956714 1
115  40.22081205 -111.71955237
120 Linear Feature 28
111  40.22082082 -111.71962800 1
115  40.22086892 -111.71961323
120 Linear Feature 28
111  40.22079063 -111.71971827 1
115  40.22083873 -111.71970350
120 Linear Feature 27
111  40.22074513 -111.71945033 1
111  40.22073839 -111.71941014 1
115  40.22073166 -111.71936995
120 Linear Feature 27
111  40.22084960 -111.71950496 1
111  40.22084286 -111.71946477 1
115  40.22083613 -111.71942458
120 Linear Feature 27
111  40.22077068 -111.71960733 1
111  40.22076395 -111.71956714 1
115  40.22075721 -111.71952694
120 Linear Feature 27
111  40.22087565 -111.71965343 1
111  40.22086892 -111.71961323 1
115  40.22086219 -111.71957304
120 Linear Feature 27
111  40.22079786 -111.71976017 1
111  40.22079063 -111.71971827 1
115  40.22078421 -111.71968017
120 Linear Feature 25
112  40.22091663 -111.71947068  40.22095733 -111.71945462 1
112  40.22093852 -111.71934875  40.22090755 -111.71931062 1
114  40.22084694 -111.71938488  40.22083721 -111.71943908 1
120 Linear Feature 25
112  40.22095766 -111.71971459  40.22099836 -111.71969853 1
112  40.22097955 -111.71959266  40.22094858 -111.71955453 1
114  40.22088798 -111.71962880  40.22087825 -111.71968299 1
120 Linear Feature 24
111  40.22109933 -111.71931134 1
115  40.22114413 -111.71929852
120 Linear Feature 24
111  40.22116050 -111.71937337 1
115  40.22120530 -111.71936056
120 Linear Feature 24
111  40.22112488 -111.71946785 1
115  40.22116968 -111.71945503
120 Linear Feature 24
111  40.22118538 -111.71952478 1
115  40.22123018 -111.71951196
120 Linear Feature 24
111  40.22115043 -111.71962140 1
115  40.22119523 -111.71960858
120 Linear Feature 23
111  40.22110621 -111.71935181 1
111  40.22109933 -111.71931134 1
115  40.22109244 -111.71927087
120 Linear Feature 23
111  40.22113177 -111.71950831 1
111  40.22112488 -111.71946785 1
115  40.22111800 -111.71942738
120 Linear Feature 23
111  40.22121219 -111.71940102 1
111  40.22120530 -111.71936056 1
115  40.22119841 -111.71932009
120 Linear Feature 23
111  40.22123699 -111.71955851 1
111  40.22122915 -111.71951246 1
115  40.22122322 -111.71947758
120 Linear Feature 23
111  40.22115732 -111.71966187 1
111  40.22115043 -111.71962140 1
115  40.22114355 -111.71958093
120 Linear Feature 22
111  40.22154217 -111.71911298 1
115  40.22158805 -111.71909845
120 Linear Feature 22
111  40.22150573 -111.71919798 1
115  40.22155162 -111.71918346
120 Linear Feature 22
111  40.22156537 -111.71926778 1
115  40.22161125 -111.71925326
120 Linear Feature 22
111  40.22153387 -111.71935744 1
115  40.22157976 -111.71934291
120 Linear Feature 22
111  40.22158970 -111.71941709 1
115  40.22163559 -111.71940257
120 Linear Feature 22
111  40.22155904 -111.71951196 1
115  40.22160492 -111.71949743
120 Linear Feature 21
111  40.22151234 -111.71923970 1
111  40.22150573 -111.71919798 1
115  40.22149913 -111.71915626
120 Linear Feature 21
111  40.22154048 -111.71939916 1
111  40.22153387 -111.71935744 1
115  40.22152726 -111.71931572
120 Linear Feature 21
111  40.22161786 -111.71929498 1
111  40.22161125 -111.71925326 1
115  40.22160465 -111.71921154
120 Linear Feature 21
111  40.22164219 -111.71944429 1
111  40.22163559 -111.71940257 1
115  40.22162898 -111.71936085
120 Linear Feature 21
111  40.22159466 -111.71914017 1
111  40.22158805 -111.71909845 1
115  40.22158144 -111.71905673
120 Linear Feature 21
111  40.22156519 -111.71955032 1
111  40.22155904 -111.71951196 1
115  40.22155288 -111.71947359
120 Linear Feature 20
111  40.22194407 -111.71900104 1
115  40.22189927 -111.71901130
120 Linear Feature 20
111  40.22200263 -111.71906445 1
115  40.22195784 -111.71907470
120 Linear Feature 20
111  40.22196842 -111.71915483 1
115  40.22192363 -111.71916509
120 Linear Feature 20
111  40.22202698 -111.71921753 1
115  40.22198219 -111.71922778
120 Linear Feature 20
111  40.22199331 -111.71931075 1
115  40.22194852 -111.71932100
120 Linear Feature 20
111  40.22205177 -111.71937530 1
115  40.22200698 -111.71938556
120 Linear Feature 19
111  40.22190569 -111.71905164 1
111  40.22189927 -111.71901130 1
115  40.22189286 -111.71897095
120 Linear Feature 19
111  40.22200905 -111.71910480 1
111  40.22200263 -111.71906445 1
115  40.22199621 -111.71902410
120 Linear Feature 19
111  40.22193005 -111.71920543 1
111  40.22192363 -111.71916509 1
115  40.22191721 -111.71912474
120 Linear Feature 19
111  40.22203340 -111.71925788 1
111  40.22202698 -111.71921753 1
115  40.22202057 -111.71917718
120 Linear Feature 19
111  40.22195494 -111.71936135 1
111  40.22194852 -111.71932100 1
115  40.22194210 -111.71928065
120 Linear Feature 19
111  40.22205835 -111.71941546 1
111  40.22205177 -111.71937530 1
115  40.22204492 -111.71933239
120 Linear Feature 18
111  40.22229419 -111.71890495 1
115  40.22234019 -111.71889137
120 Linear Feature 18
111  40.22226021 -111.71899537 1
115  40.22230621 -111.71898179
120 Linear Feature 18
111  40.22231594 -111.71905882 1
115  40.22236194 -111.71904523
120 Linear Feature 18
111  40.22228579 -111.71914963 1
115  40.22233179 -111.71913605
120 Linear Feature 18
111  40.22234331 -111.71921277 1
115  40.22238930 -111.71919919
120 Linear Feature 18
111  40.22231078 -111.71930390 1
115  40.22235677 -111.71929031
120 Linear Feature 9
111  40.22226748 -111.71903592 1
111  40.22226021 -111.71899537 1
115  40.22225295 -111.71895483
120 Linear Feature 9
111  40.22236920 -111.71908578 1
111  40.22236194 -111.71904523 1
115  40.22235467 -111.71900469
120 Linear Feature 9
111  40.22234745 -111.71893191 1
111  40.22234019 -111.71889137 1
115  40.22233266 -111.71884809
120 Linear Feature 9
111  40.22229306 -111.71919018 1
111  40.22228579 -111.71914963 1
115  40.22227853 -111.71910909
120 Linear Feature 9
111  40.22239656 -111.71923973 1
111  40.22238930 -111.71919919 1
115  40.22238204 -111.71915864
120 Linear Feature 9
111  40.22231804 -111.71934444 1
111  40.22231078 -111.71930390 1
115  40.22230351 -111.71926335
120 Linear Feature 8
111  40.22265904 -111.71888817 1
115  40.22261394 -111.71890079
120 Linear Feature 8
111  40.22262482 -111.71898321 1
115  40.22257972 -111.71899584
120 Linear Feature 8
111  40.22268424 -111.71903912 1
115  40.22263914 -111.71905174
120 Linear Feature 8
111  40.22265167 -111.71912984 1
115  40.22260657 -111.71914246
120 Linear Feature 8
111  40.22270835 -111.71919445 1
115  40.22266325 -111.71920707
120 Linear Feature 7
111  40.22266558 -111.71892963 1
111  40.22265904 -111.71888817 1
115  40.22265250 -111.71884671
120 Linear Feature 7
111  40.22258626 -111.71903730 1
111  40.22257972 -111.71899584 1
115  40.22257318 -111.71895437
120 Linear Feature 7
111  40.22269077 -111.71908058 1
111  40.22268424 -111.71903912 1
115  40.22267770 -111.71899766
120 Linear Feature 7
111  40.22261311 -111.71918392 1
111  40.22260657 -111.71914246 1
115  40.22260003 -111.71910100
120 Linear Feature 7
111  40.22271489 -111.71923591 1
111  40.22270835 -111.71919445 1
115  40.22270166 -111.71915294
120 Linear Feature 6
111  40.22296384 -111.71896294 1
115  40.22291872 -111.71897489
120 Linear Feature 6
111  40.22294052 -111.71881288 1
115  40.22289540 -111.71882483
120 Linear Feature 6
111  40.22290452 -111.71890119 1
115  40.22285941 -111.71891314
120 Linear Feature 6
111  40.22292936 -111.71905324 1
115  40.22288425 -111.71906519
120 Linear Feature 6
111  40.22298868 -111.71911830 1
115  40.22294356 -111.71913026
120 Linear Feature 5
111  40.22294749 -111.71885371 1
111  40.22294052 -111.71881288 1
115  40.22293355 -111.71877206
120 Linear Feature 5
111  40.22286637 -111.71895397 1
111  40.22285941 -111.71891314 1
115  40.22285244 -111.71887231
120 Linear Feature 5
111  40.22297081 -111.71900376 1
111  40.22296384 -111.71896294 1
115  40.22295687 -111.71892211
120 Linear Feature 5
111  40.22289121 -111.71910601 1
111  40.22288425 -111.71906519 1
115  40.22287728 -111.71902436
120 Linear Feature 5
111  40.22299565 -111.71915913 1
111  40.22298868 -111.71911830 1
115  40.22298171 -111.71907748
120 Linear Feature 4
111  40.22322380 -111.71884891 1
115  40.22317626 -111.71886047
120 Linear Feature 4
111  40.22326991 -111.71890013 1
115  40.22322237 -111.71891169
120 Linear Feature 4
111  40.22324845 -111.71899000 1
115  40.22320091 -111.71900156
120 Linear Feature 4
111  40.22329203 -111.71904896 1
115  40.22324449 -111.71906053
120 Linear Feature 3
111  40.22318313 -111.71890220 1
111  40.22317626 -111.71886047 1
115  40.22316940 -111.71881874
120 Linear Feature 3
111  40.22327678 -111.71894185 1
111  40.22326991 -111.71890013 1
115  40.22326305 -111.71885840
120 Linear Feature 3
111  40.22320777 -111.71904329 1
111  40.22320091 -111.71900156 1
115  40.22319404 -111.71895984
120 Linear Feature 3
111  40.22329830 -111.71908880 1
111  40.22329203 -111.71904896 1
115  40.22328576 -111.71900912
120 Linear Feature 2
111  40.22349291 -111.71861358 1
115  40.22345165 -111.71862469
120 Linear Feature 2
111  40.22353991 -111.71867304 1
115  40.22349866 -111.71868416
120 Linear Feature 2
111  40.22351780 -111.71876241 1
115  40.22347654 -111.71877352
120 Linear Feature 2
111  40.22356514 -111.71882194 1
115  40.22352389 -111.71883306
120 Linear Feature 2
111  40.22354019 -111.71890823 1
115  40.22349894 -111.71891934
120 Linear Feature 2
111  40.22359212 -111.71897276 1
115  40.22355086 -111.71898388
120 Linear Feature 1
111  40.22345782 -111.71866235 1
111  40.22345165 -111.71862469 1
115  40.22344549 -111.71858704
120 Linear Feature 1
111  40.22354607 -111.71871070 1
111  40.22353991 -111.71867304 1
115  40.22353375 -111.71863539
120 Linear Feature 1
111  40.22348270 -111.71881118 1
111  40.22347654 -111.71877352 1
115  40.22347038 -111.71873587
120 Linear Feature 1
111  40.22357130 -111.71885959 1
111  40.22356514 -111.71882194 1
115  40.22355898 -111.71878428
120 Linear Feature 1
111  40.22350510 -111.71895700 1
111  40.22349894 -111.71891934 1
115  40.22349278 -111.71888169
120 Linear Feature 1
111  40.22359828 -111.71901042 1
111  40.22359212 -111.71897276 1
115  40.22358596 -111.71893510
120 Linear Feature 99
111  40.22375166 -111.71854349 1
115  40.22380068 -111.71853166
120 Linear Feature 99
111  40.22379584 -111.71861404 1
115  40.22384487 -111.71860221
120 Linear Feature 99
111  40.22377778 -111.71869304 1
115  40.22382681 -111.71868121
120 Linear Feature 99
111  40.22382100 -111.71876739 1
115  40.22387003 -111.71875556
120 Linear Feature 99
111  40.22380165 -111.71885104 1
115  40.22385068 -111.71883921
120 Linear Feature 98
111  40.22375714 -111.71858172 1
111  40.22375166 -111.71854349 1
115  40.22374617 -111.71850525
120 Linear Feature 98
111  40.22385036 -111.71864044 1
111  40.22384487 -111.71860221 1
115  40.22383939 -111.71856398
120 Linear Feature 98
111  40.22378327 -111.71873127 1
111  40.22377778 -111.71869304 1
115  40.22377230 -111.71865480
120 Linear Feature 98
111  40.22387552 -111.71879379 1
111  40.22387003 -111.71875556 1
115  40.22386455 -111.71871733
120 Linear Feature 98
111  40.22380714 -111.71888800 1
111  40.22380165 -111.71885104 1
115  40.22379617 -111.71881407
120 Linear Feature 97
111  40.22405523 -111.71846455 1
115  40.22410168 -111.71845187
120 Linear Feature 97
111  40.22409842 -111.71853076 1
115  40.22414487 -111.71851808
120 Linear Feature 97
111  40.22407914 -111.71861972 1
115  40.22412559 -111.71860704
120 Linear Feature 97
111  40.22412520 -111.71868968 1
115  40.22417165 -111.71867700
120 Linear Feature 97
111  40.22410218 -111.71877563 1
115  40.22414863 -111.71876296
120 Linear Feature 96
111  40.22406168 -111.71850172 1
111  40.22405523 -111.71846455 1
115  40.22404878 -111.71842737
120 Linear Feature 96
111  40.22415132 -111.71855526 1
111  40.22414487 -111.71851808 1
115  40.22413842 -111.71848090
120 Linear Feature 96
111  40.22408559 -111.71865689 1
111  40.22407914 -111.71861972 1
115  40.22407269 -111.71858254
120 Linear Feature 96
111  40.22417810 -111.71871418 1
111  40.22417165 -111.71867700 1
115  40.22416520 -111.71863983
120 Linear Feature 96
111  40.22410854 -111.71881229 1
111  40.22410218 -111.71877563 1
115  40.22409564 -111.71873794
21  40.22825410 -111.72996106 2 145.0000 3.00 13  PAPI-4L-L
21  40.21242060 -111.71726691 2 325.9000 3.00 31  PAPI-2L-L
21  40.22404894 -111.72054313 2 191.7200 3.00 18  PAPI-2L-L
21  40.21100479 -111.72509535 2 11.7200 3.00 36  PAPI-2L-L
14  40.21621248 -111.72666843  91.86 0 Tower
1300  40.21932179 -111.71934986 196.28 gate jets|turboprops Stand 01A
1301 B airline 
1300  40.21941629 -111.71935603 101.87 gate jets|turboprops Stand 01
1301 C airline 
1300  40.22044747 -111.71770458 192.13 hangar props T-Hangar 11
1301 A none 
1300  40.22047279 -111.71789004 192.13 hangar props T-Hangar 10
1301 A none 
1300  40.22054812 -111.71823760 192.13 hangar props T-Hangar 09
1301 A none 
1300  40.22057925 -111.71840456 192.13 hangar props T-Hangar 08
1301 A none 
1300  40.22121371 -111.71768735 192.13 hangar props T-Hangar 07
1301 A none 
1300  40.22128480 -111.71810937 192.13 hangar props T-Hangar 06
1301 A none 
1300  40.22131144 -111.71828755 192.13 hangar props T-Hangar 05
1301 A none 
1300  40.22134084 -111.71846097 192.13 hangar props T-Hangar 04
1301 A none 
1300  40.22137027 -111.71863606 192.13 hangar props T-Hangar 03
1301 A none 
1300  40.22139938 -111.71881059 192.13 hangar props T-Hangar 02
1301 A none 
1300  40.22142968 -111.71898844 192.13 hangar props T-Hangar 01
1301 A none 
1300  40.21628906 -111.71627049 234.31 hangar jets|turboprops|props FBO Hangar 07
1301 B none 
1300  40.21645071 -111.71641482 234.31 hangar jets|turboprops|props FBO Hangar 06
1301 B none 
1300  40.21701757 -111.71546656 327.00 hangar jets|turboprops|props FBO Hangar 05
1301 B none 
1300  40.21689757 -111.71570389 327.00 hangar jets|turboprops|props FBO Hangar 04
1301 B none 
1300  40.21704836 -111.71733687 233.63 hangar jets|turboprops|props FBO Hangar 03
1301 B none 
1300  40.21934735 -111.71535885 325.73 hangar jets|turboprops|props FBO Hangar 02
1301 B none 
1300  40.21922979 -111.71558208 325.73 hangar jets|turboprops|props FBO Hangar 01
1301 B none 
1300  40.23021435 -111.72755647 235.72 hangar jets|turboprops|props Duncan Aviation Hangar 04
1301 C none 
1300  40.23095453 -111.72823229 235.72 hangar jets|turboprops|props Duncan Aviation Hangar 03
1301 C none 
1300  40.23203541 -111.72909198 179.20 hangar jets|turboprops|props Duncan Aviation Hangar 02
1301 C none 
1300  40.23202895 -111.72973448 179.20 hangar jets|turboprops|props Duncan Aviation Hangar 01
1301 C none 
