A
1050 Generated by WorldEditor 2.2.0r2

1   7679 0 0 KGUC Gunnison-Crested Butte Regional
1300  38.53481027 -106.94162149 -106.76 tie_down props GA 10
1301 A general_aviation 
1300  38.53488920 -106.94152659  73.70 tie_down props GA 09
1301 A general_aviation 
1300  38.53491446 -106.94166191 -106.76 tie_down props GA 08
1301 A general_aviation 
1300  38.53499583 -106.94156574  73.70 tie_down props GA 07
1301 A general_aviation 
1300  38.53502011 -106.94170232 -106.76 tie_down props GA 06
1301 A general_aviation 
1300  38.53493046 -106.94110231 -106.76 tie_down props GA 05
1301 A general_aviation 
1300  38.53500938 -106.94100741  73.70 tie_down props GA 04
1301 A general_aviation 
1300  38.53503464 -106.94114272 -106.76 tie_down props GA 03
1301 A general_aviation 
1300  38.53511601 -106.94104656  73.70 tie_down props GA 02
1301 A general_aviation 
1300  38.53514029 -106.94118314 -106.76 tie_down props GA 01
1301 A general_aviation 
1300  38.53658087 -106.93572471 -39.68 gate jets|turboprops Gate 1
1301 B airline 
1300  38.53671317 -106.93508454   6.31 gate jets|turboprops Gate 2
1301 C airline 
1300  38.53683868 -106.93472239 -16.27 gate jets|turboprops Gate 3
1301 C airline 
1300  38.53404144 -106.94656606 163.75 hangar turboprops|props Hangar 16
1301 A none 
1300  38.53411447 -106.94625257 163.75 hangar turboprops|props Hangar 15
1301 A none 
1300  38.53418569 -106.94594024 163.75 hangar turboprops|props Hangar 14
1301 A none 
1300  38.53425150 -106.94566479 163.75 hangar turboprops|props Hangar 13
1301 A none 
1300  38.53430740 -106.94541469 163.75 hangar turboprops|props Hangar 12
1301 A none 
1300  38.53436600 -106.94516575 163.75 hangar props Hangar 11
1301 A none 
1300  38.53445650 -106.94479461 158.48 hangar turboprops|props Hangar 10
1301 A none 
1300  38.53452027 -106.94444672 -111.40 hangar props Hangar 09 - 03
1301 A none 
1300  38.53461944 -106.94441215  67.85 hangar props Hangar 09 - 02
1301 A none 
1300  38.53467278 -106.94452164 -111.40 hangar props Hangar 09 - 01
1301 A none 
1300  38.53476314 -106.94410377 -111.40 hangar props Hangar 08 - 03
1301 A none 
1300  38.53490649 -106.94417407 -111.40 hangar props Hangar 08 - 02
1301 A none 
1300  38.53503577 -106.94423884 -111.40 hangar props Hangar 08 - 01
1301 A none 
1300  38.53501279 -106.94375517 158.36 hangar jets|turboprops|props Hangar 07
1301 B none 
1300  38.53526321 -106.94344642 158.81 hangar turboprops|props Hangar 06
1301 A none 
1300  38.53534110 -106.94317950 158.81 hangar turboprops|props Hangar 05
1301 A none 
1300  38.53542332 -106.94290427 158.81 hangar turboprops|props Hangar 04
1301 A none 
1300  38.53541004 -106.94254430 158.36 hangar jets|turboprops|props Hangar 03
1301 B none 
1300  38.53550173 -106.94206514 -110.52 hangar turboprops|props Hangar 02
1301 A none 
1300  38.53582425 -106.94002980 163.77 hangar turboprops|props Hangar 01
1301 A none 
18  38.53633823 -106.93666188 1 New Airport Beacon 6
19  38.53734117 -106.93163920 1 New Windsock 5
19  38.53554244 -106.93847832 1 New Windsock 4
50 13507 AWOS
51 12270 Gunnison Unicom
99
