I
1050 Generated by WorldEditor

1    649 1 0 KCNO Chino
112  33.97569113 -117.63766833  33.97578183 -117.63754702 1
111  33.97577292 -117.63741531 1
115  33.97577873 -117.63676534
120 Taxiline D
111  33.97604271 -117.63921263 1
112  33.97587992 -117.63913202  33.97580279 -117.63906198 1
111  33.97580253 -117.63889320 1
111  33.97581119 -117.63772527
112  33.97581119 -117.63772527  33.97581392 -117.63755599 1
115  33.97589641 -117.63742674
120 Taxiline D
111  33.97582619 -117.63608335 1
111  33.97582020 -117.63677016 1
112  33.97596400 -117.63704697  33.97610074 -117.63714126 1
115  33.97628360 -117.63697112
120 Taxiline D
111  33.97689651 -117.63703694 1
112  33.97671264 -117.63672722  33.97654772 -117.63668383 1
115  33.97646402 -117.63675846
120 Taxiline D
112  33.97690192 -117.63640593  33.97690492 -117.63625587 1
115  33.97699179 -117.63613737
120 Taxiline D
112  33.97679191 -117.63637286  33.97688936 -117.63624631 1
115  33.97690526 -117.63608310
120 Taxiline D
111  33.97691027 -117.63549860 1
112  33.97708910 -117.63574534  33.97725402 -117.63581043 1
115  33.97735326 -117.63571170
120 Taxiline E
111  33.97056512 -117.64151272 1
112  33.97044459 -117.64143461  33.97037096 -117.64134583
111  33.97044459 -117.64143461 1
111  33.97003716 -117.64093679 1
112  33.96998922 -117.64076920  33.96998758 -117.64068353 1
111  33.97005662 -117.64059723 1
111  33.97214523 -117.63814294 1
111  33.97240357 -117.63783971 1
115  33.97257786 -117.63763525
120 Taxiline E
111  33.97290275 -117.63725274 1
111  33.97318670 -117.63692045 1
111  33.97349028 -117.63656136
112  33.97349028 -117.63656136  33.97357582 -117.63645226 1
111  33.97358344 -117.63620313 1
115  33.97358929 -117.63558345
120 Taxiline E
111  33.97249144 -117.63828916 1
112  33.97236463 -117.63809003  33.97224940 -117.63803624 1
115  33.97214523 -117.63814294
120 Taxiline E
112  33.97240357 -117.63783971  33.97249030 -117.63773214 1
115  33.97249781 -117.63756009
120 Taxiline E
111  33.97250496 -117.63658161 1
112  33.97275292 -117.63699740  33.97298779 -117.63713482 1
115  33.97318670 -117.63692045
120 Taxiline E
111  33.97349028 -117.63656136 1
115  33.97373500 -117.63627539
120 Taxiline F
111  33.97530055 -117.64662545 1
111  33.97404748 -117.64661370 1
115  33.97371712 -117.64661051
120 Taxiline F
112  33.97530055 -117.64662545  33.97549021 -117.64659761 1
115  33.97551189 -117.64652371
120 Taxiline F
112  33.97404748 -117.64661370  33.97374313 -117.64657754 1
115  33.97371695 -117.64643952
120 Taxiline G
111  33.97849895 -117.64537565 1
111  33.97705692 -117.64536251 1
112  33.97690018 -117.64542990  33.97683067 -117.64549564 1
115  33.97682226 -117.64562964
120 Taxiline G
111  33.97705692 -117.64536251 1
112  33.97690427 -117.64530663  33.97683748 -117.64524910 1
115  33.97682689 -117.64508215
120 Taxiline H
111  33.97683231 -117.64448846 1
112  33.97672676 -117.64420589  33.97663380 -117.64413357 1
111  33.97653455 -117.64413024 1
111  33.97599766 -117.64412183 1
112  33.97581640 -117.64421981  33.97575947 -117.64430112 1
111  33.97575269 -117.64446045 1
115  33.97574713 -117.64510280
120 Taxiline H
111  33.97683803 -117.64379020 1
112  33.97673558 -117.64405966  33.97664096 -117.64412486 1
115  33.97653455 -117.64413024
120 Taxiline H
111  33.97599766 -117.64412183 1
112  33.97581975 -117.64402339  33.97576235 -117.64394413 1
111  33.97575830 -117.64379711 1
115  33.97576427 -117.64310514
120 Taxiline H
112  33.97244057 -117.64418925  33.97243189 -117.64403386 1
111  33.97235269 -117.64393882 1
111  33.97208496 -117.64356984 1
111  33.97161841 -117.64289898 1
111  33.97129987 -117.64246841 1
111  33.97086498 -117.64195039
112  33.97086498 -117.64195039  33.97083705 -117.64190774 1
115  33.97083799 -117.64187486
120 Taxiline H
111  33.97244712 -117.64339967 1
112  33.97230958 -117.64364947  33.97219237 -117.64368891 1
115  33.97208496 -117.64356984
120 Taxiline H
111  33.97161841 -117.64289898 1
112  33.97155775 -117.64264087  33.97156821 -117.64252866 1
115  33.97165305 -117.64242176
120 Taxiline J
111  33.97897031 -117.64341304 1
111  33.97703982 -117.64340608 1
112  33.97691212 -117.64346444  33.97685078 -117.64352032 1
115  33.97683921 -117.64363486
120 Taxiline J
111  33.97703982 -117.64340608 1
112  33.97691335 -117.64334072  33.97685338 -117.64328394 1
115  33.97684355 -117.64316480
120 Taxiline K
111  33.97715135 -117.63922361 1
111  33.97659680 -117.63921781 1
111  33.97604271 -117.63921263 1
112  33.97587922 -117.63930000  33.97580017 -117.63937619 1
111  33.97579590 -117.63949517 1
115  33.97578926 -117.64020561
120 Taxiline K
111  33.97688007 -117.63891709 1
112  33.97679389 -117.63911663  33.97671473 -117.63919618 1
115  33.97659680 -117.63921781
120 Taxiline K
111  33.97687505 -117.63953166 1
112  33.97678894 -117.63932744  33.97671473 -117.63924988 1
115  33.97659680 -117.63921781
120 Taxiline K
111  33.97715135 -117.63922361 1
112  33.97697530 -117.63912658  33.97689779 -117.63904902 1
115  33.97688007 -117.63891709
120 Taxiline K
111  33.97687505 -117.63953166 1
112  33.97697200 -117.63932147  33.97704457 -117.63923993 1
115  33.97715135 -117.63922361
120 Taxiline K
111  33.97547609 -117.63920709 1
111  33.97488316 -117.63920077 1
111  33.97455708 -117.63919652 1
112  33.97443714 -117.63921395  33.97438466 -117.63923384 1
115  33.97431219 -117.63929117
120 Taxiline K
111  33.97574884 -117.64021070 1
111  33.97575493 -117.63949658 1
112  33.97567304 -117.63929290  33.97560086 -117.63921453 1
115  33.97547609 -117.63920709
120 Taxiline L
111  33.97488316 -117.63920077 1
112  33.97471443 -117.63911882  33.97465671 -117.63904325 1
111  33.97467153 -117.63894625 1
111  33.97468272 -117.63866971 1
111  33.97468871 -117.63823423 1
111  33.97469169 -117.63778790 1
111  33.97469509 -117.63720289 1
111  33.97470407 -117.63678716 1
111  33.97470837 -117.63616189 1
111  33.97470637 -117.63588276 1
112  33.97460132 -117.63565197  33.97451721 -117.63558237 1
111  33.97443897 -117.63559160 1
111  33.97390217 -117.63558919 1
112  33.97373055 -117.63551941  33.97364480 -117.63543788 1
111  33.97363312 -117.63526194 1
115  33.97363806 -117.63458379
120 Taxiline L
112  33.97467153 -117.63894625  33.97468071 -117.63886332 1
115  33.97472218 -117.63880893
120 Taxiline L
112  33.97455324 -117.63900788  33.97466909 -117.63885667 1
115  33.97468272 -117.63866971
120 Taxiline L
111  33.97505608 -117.63841586 1
112  33.97480930 -117.63849344  33.97469236 -117.63843920 1
115  33.97468871 -117.63823423
120 Taxiline L
111  33.97469169 -117.63778790 1
112  33.97452717 -117.63749404  33.97436675 -117.63742896 1
111  33.97425743 -117.63754420 1
115  33.97385924 -117.63801199
120 Taxiline L
112  33.97469509 -117.63720289  33.97470230 -117.63702850 1
111  33.97481518 -117.63688828 1
115  33.97522709 -117.63640341
120 Taxiline L
111  33.97417768 -117.63756743 1
111  33.97456993 -117.63710581
112  33.97456993 -117.63710581  33.97469306 -117.63694935 1
115  33.97470407 -117.63678716
120 Taxiline L
111  33.97557421 -117.63592373 1
111  33.97519369 -117.63637316 1
112  33.97488235 -117.63647854  33.97473470 -117.63640296 1
115  33.97470837 -117.63616189
120 Taxiline L
111  33.97361414 -117.63729429 1
111  33.97362018 -117.63661788
112  33.97362018 -117.63661788  33.97362925 -117.63641663 1
111  33.97373500 -117.63627539 1
111  33.97419331 -117.63572064
112  33.97419331 -117.63572064  33.97431358 -117.63559830 1
115  33.97443897 -117.63559160
120 Taxiline M
111  33.98220096 -117.63665554 1
111  33.98189274 -117.63665903 1
111  33.98176152 -117.63665328 1
111  33.98153964 -117.63665269 1
111  33.98131472 -117.63664967 1
111  33.98119742 -117.63665057 1
111  33.98085631 -117.63664766 1
111  33.98077636 -117.63664747 1
111  33.98042611 -117.63664707 1
111  33.98024375 -117.63664456 1
111  33.98004413 -117.63664184 1
111  33.97990605 -117.63664036 1
111  33.97968808 -117.63664237 1
111  33.97956999 -117.63663972 1
111  33.97946743 -117.63663875 1
111  33.97937901 -117.63663707 1
111  33.97901284 -117.63663617 1
112  33.97876925 -117.63657460  33.97865230 -117.63651494 1
111  33.97857409 -117.63639653 1
111  33.97838604 -117.63614143 1
111  33.97806920 -117.63571178 1
111  33.97786378 -117.63546757 1
112  33.97770900 -117.63544313  33.97760932 -117.63543952 1
115  33.97754293 -117.63548822
120 Taxiline M
111  33.97786378 -117.63546757 1
112  33.97783198 -117.63529436  33.97783040 -117.63517781 1
115  33.97789010 -117.63507989
120 Taxiline N
111  33.98222276 -117.63490637 1
111  33.98193629 -117.63490319 1
111  33.98157630 -117.63489525 1
111  33.98121498 -117.63488997 1
111  33.98087167 -117.63488204 1
111  33.98065282 -117.63487913 1
111  33.98056893 -117.63487623 1
111  33.98040527 -117.63487632 1
111  33.98004478 -117.63487066 1
111  33.97970937 -117.63486801 1
111  33.97954707 -117.63486099
112  33.97954707 -117.63486099  33.97944241 -117.63485832 1
111  33.97938080 -117.63476830 1
111  33.97920621 -117.63456245 1
111  33.97907773 -117.63439896 1
111  33.97896247 -117.63426298 1
112  33.97879563 -117.63420237  33.97868168 -117.63418972 1
115  33.97860427 -117.63423929
120 Taxiline N
111  33.97896247 -117.63426298 1
112  33.97889363 -117.63406978  33.97887752 -117.63394128 1
115  33.97896619 -117.63381298
120 Taxiline P
111  33.98025205 -117.63320869 1
111  33.98006329 -117.63297882 1
111  33.97967551 -117.63250683 1
111  33.97931746 -117.63207075 1
111  33.97890727 -117.63157092 1
111  33.97840983 -117.63096669 1
112  33.97830153 -117.63088138  33.97823368 -117.63084769 1
111  33.97817287 -117.63085071 1
111  33.97718067 -117.63083993 1
111  33.97672897 -117.63083445 1
111  33.97653618 -117.63083287 1
111  33.97542434 -117.63081955 1
111  33.97500443 -117.63081574 1
111  33.97439691 -117.63080747 1
111  33.97403408 -117.63080404 1
111  33.97327053 -117.63079488 1
111  33.97295676 -117.63079147 1
112  33.97268302 -117.63090656  33.97257925 -117.63101725 1
115  33.97255087 -117.63127387
120 Taxiline P
111  33.98006813 -117.63251639 1
112  33.97987255 -117.63259070  33.97976624 -117.63259234 1
115  33.97967551 -117.63250683
120 Taxiline P
111  33.97966603 -117.63298880 1
112  33.97976352 -117.63275013  33.97975943 -117.63262686 1
115  33.97967551 -117.63250683
120 Taxiline P
111  33.98006329 -117.63297882 1
112  33.97998432 -117.63276164  33.97998295 -117.63264494 1
115  33.98006813 -117.63251639
120 Taxiline P
111  33.98006329 -117.63297882 1
112  33.97987255 -117.63290628  33.97977169 -117.63290956 1
115  33.97966603 -117.63298880
120 Taxiline P
111  33.97890727 -117.63157092 1
112  33.97909618 -117.63166427  33.97918611 -117.63166576 1
111  33.97926324 -117.63158199 1
115  33.97966909 -117.63110434
120 Taxiline P
111  33.97931746 -117.63207075 1
112  33.97922426 -117.63181738  33.97922426 -117.63170712 1
111  33.97929590 -117.63161362 1
115  33.97970208 -117.63113892
120 Taxiline P
111  33.97890727 -117.63157092 1
112  33.97897825 -117.63180356  33.97897578 -117.63191264 1
111  33.97891606 -117.63199061 1
115  33.97849586 -117.63248543
120 Taxiline P
111  33.97931746 -117.63207075 1
112  33.97910620 -117.63196290  33.97900708 -117.63196738 1
111  33.97894465 -117.63202864 1
115  33.97852415 -117.63252349
120 Taxiline P
111  33.97694768 -117.63114138 1
112  33.97687894 -117.63095291  33.97681488 -117.63086909 1
115  33.97672897 -117.63083445
120 Taxiline P
111  33.97694768 -117.63114138 1
112  33.97701251 -117.63095784  33.97707794 -117.63087073 1
115  33.97718067 -117.63083993
120 Taxiline P
111  33.97542434 -117.63081955 1
112  33.97572812 -117.63097804  33.97581330 -117.63110231 1
111  33.97582617 -117.63130119 1
115  33.97582025 -117.63196625
120 Taxiline P
111  33.97653618 -117.63083287 1
112  33.97607934 -117.63103669  33.97587608 -117.63122796 1
111  33.97586552 -117.63153029 1
115  33.97585843 -117.63232206
120 Taxiline P
111  33.97327053 -117.63079488 1
112  33.97352606 -117.63063782  33.97363154 -117.63051245 1
111  33.97363525 -117.63025040 1
115  33.97364027 -117.62963619
120 Taxiline P
111  33.97361756 -117.63227649 1
111  33.97362213 -117.63162560 1
112  33.97345322 -117.63102338  33.97328315 -117.63082259 1
115  33.97295676 -117.63079147
120 Taxiline P
111  33.97403408 -117.63080404 1
112  33.97379853 -117.63064649  33.97367859 -117.63050005 1
111  33.97367523 -117.63024945 1
115  33.97368027 -117.62963681
120 Taxiline P
111  33.97365984 -117.63194876 1
111  33.97366734 -117.63128595 1
112  33.97379933 -117.63094184  33.97391628 -117.63081710 1
115  33.97403408 -117.63080404
120 Taxiline P
111  33.97295676 -117.63079147 1
112  33.97268781 -117.63064220  33.97258556 -117.63050697 1
115  33.97255843 -117.63030987
120 Taxiline Q
111  33.98083917 -117.63160871 1
112  33.98089942 -117.63143550  33.98089266 -117.63134720 1
111  33.98085662 -117.63128607 1
111  33.98040154 -117.63073185
112  33.98040154 -117.63073185  33.98036610 -117.63070306 1
115  33.98033640 -117.63070060
120 Taxiline Q
111  33.98112033 -117.63127737 1
112  33.98098390 -117.63133905  33.98090943 -117.63132904 1
115  33.98085662 -117.63128607
120 Taxiline R
111  33.98191605 -117.63145030 1
111  33.98165766 -117.63110347 1
112  33.98158340 -117.63080431  33.98160262 -117.63066721 1
115  33.98158782 -117.63057328
120 Taxiline R
111  33.98165766 -117.63110347 1
112  33.98148602 -117.63104560  33.98138070 -117.63103514 1
115  33.98130102 -117.63106444
120 Taxiline ramp
112  33.97849895 -117.64537565  33.97869113 -117.64535922 1
111  33.97872370 -117.64534648 1
111  33.97897232 -117.64527487 1
111  33.97922258 -117.64527188 1
111  33.98059950 -117.64528632 1
111  33.98088241 -117.64528429 1
112  33.98096720 -117.64534002  33.98100843 -117.64538974 1
111  33.98100581 -117.64544149 1
111  33.98100601 -117.64572987 1
112  33.98098494 -117.64579562  33.98096016 -117.64582401 1
111  33.98093290 -117.64581355 1
115  33.98087466 -117.64578366
120 Taxiline ramp
112  33.98091062 -117.64556454  33.98098286 -117.64553989 1
115  33.98100581 -117.64544149
120 Taxiline ramp
111  33.98070481 -117.64546592 1
112  33.98068164 -117.64535087  33.98065165 -117.64529498 1
115  33.98059950 -117.64528632
120 Taxiline ramp
111  33.97922258 -117.64527188 1
112  33.97914844 -117.64518639  33.97912649 -117.64514789 1
111  33.97912162 -117.64507907 1
111  33.97912325 -117.64486210 1
111  33.97912516 -117.64459544 1
111  33.97912807 -117.64446945 1
111  33.97912940 -117.64419511 1
111  33.97912894 -117.64404775 1
111  33.97913209 -117.64382724 1
111  33.97913269 -117.64369372 1
111  33.97913299 -117.64357908 1
111  33.97913401 -117.64347470 1
111  33.97913485 -117.64335073 1
111  33.97913760 -117.64323110 1
111  33.97913821 -117.64310131 1
111  33.97913976 -117.64302032 1
111  33.97914030 -117.64274662 1
111  33.97914297 -117.64261852 1
111  33.97914706 -117.64231755 1
111  33.97914965 -117.64159352 1
112  33.97904988 -117.64124218  33.97904658 -117.64119047
111  33.97904988 -117.64124218 1
111  33.97905786 -117.63995955 1
112  33.97891027 -117.63950315  33.97876514 -117.63927245 1
111  33.97859693 -117.63923769 1
111  33.97781546 -117.63922951 1
111  33.97739351 -117.63922487 1
115  33.97715135 -117.63922361
120 Taxiline ramp
111  33.97897232 -117.64527487 1
112  33.97907797 -117.64518710  33.97910946 -117.64514371 1
115  33.97912162 -117.64507907
120 Taxiline ramp
111  33.98101311 -117.64473671 1
111  33.97927142 -117.64472547 1
112  33.97918171 -117.64477557  33.97914421 -117.64481636 1
115  33.97912325 -117.64486210
120 Taxiline ramp
111  33.97927142 -117.64472547 1
112  33.97918701 -117.64468837  33.97914612 -117.64465550 1
115  33.97912516 -117.64459544
120 Taxiline ramp
111  33.98101616 -117.64433469 1
111  33.97927581 -117.64433469 1
112  33.97918719 -117.64437008  33.97915088 -117.64439702 1
115  33.97912807 -117.64446945
120 Taxiline ramp
111  33.97927581 -117.64433469 1
112  33.97918711 -117.64429502  33.97915081 -117.64426696 1
115  33.97912940 -117.64419511
120 Taxiline ramp
111  33.98101600 -117.64394805 1
111  33.97927800 -117.64394421 1
112  33.97919000 -117.64397745  33.97916118 -117.64400133 1
115  33.97912894 -117.64404775
120 Taxiline ramp
111  33.97927800 -117.64394421 1
112  33.97919282 -117.64391195  33.97915821 -117.64388435 1
115  33.97913209 -117.64382724
120 Taxiline ramp
111  33.98102233 -117.64358086 1
111  33.97928187 -117.64357836 1
112  33.97919401 -117.64361454  33.97916329 -117.64363924 1
115  33.97913269 -117.64369372
120 Taxiline ramp
111  33.97928187 -117.64357836 1
112  33.97919502 -117.64354886  33.97916634 -117.64352540 1
115  33.97913401 -117.64347470
120 Taxiline ramp
111  33.98101688 -117.64323672 1
111  33.97928385 -117.64323341 1
112  33.97920230 -117.64326749  33.97917251 -117.64329218 1
115  33.97913485 -117.64335073
120 Taxiline ramp
111  33.97928385 -117.64323341 1
112  33.97920187 -117.64319801  33.97917394 -117.64317444 1
115  33.97913821 -117.64310131
120 Taxiline ramp
111  33.97897031 -117.64341304 1
112  33.97908578 -117.64335122  33.97913046 -117.64331305 1
115  33.97913760 -117.64323110
120 Taxiline ramp
111  33.97913299 -117.64357908 1
112  33.97907926 -117.64347134  33.97903923 -117.64343766 1
115  33.97897031 -117.64341304
120 Taxiline ramp
111  33.97928813 -117.64288063 1
112  33.97919730 -117.64284023  33.97916351 -117.64281578 1
115  33.97914030 -117.64274662
120 Taxiline ramp
111  33.98101970 -117.64288248 1
111  33.97928813 -117.64288063 1
112  33.97919429 -117.64292734  33.97915937 -117.64295722 1
115  33.97913976 -117.64302032
120 Taxiline ramp
111  33.98102192 -117.64247714 1
111  33.97929140 -117.64246920 1
112  33.97920412 -117.64252174  33.97916688 -117.64256440 1
115  33.97914297 -117.64261852
120 Taxiline ramp
111  33.97929140 -117.64246920 1
112  33.97920593 -117.64243017  33.97916962 -117.64240098 1
115  33.97914706 -117.64231755
120 Taxiline ramp
111  33.98067970 -117.64140305 1
111  33.97930096 -117.64139432 1
112  33.97921047 -117.64146409  33.97918078 -117.64150386 1
115  33.97914965 -117.64159352
120 Taxiline ramp
111  33.97930096 -117.64139432 1
112  33.97916537 -117.64136011  33.97909722 -117.64132574 1
115  33.97904988 -117.64124218
120 Taxiline ramp
111  33.98156344 -117.63473130 1
115  33.98157913 -117.63236716
120 Taxiline ramp
111  33.98102755 -117.63471999 1
115  33.98104154 -117.63299914
120 Taxiline ramp
111  33.97911995 -117.63863042 1
111  33.97913444 -117.63680472
112  33.97913444 -117.63680472  33.97913244 -117.63663627 1
115  33.97901284 -117.63663617
120 Taxiline ramp
111  33.97956182 -117.63863333 1
111  33.97957872 -117.63681054
112  33.97957872 -117.63681054  33.97957872 -117.63663969 1
115  33.97946743 -117.63663875
120 Taxiline ramp
111  33.98000369 -117.63863042 1
111  33.98000852 -117.63680472
112  33.98000852 -117.63680472  33.98000852 -117.63664349 1
115  33.97990605 -117.63664036
120 Taxiline ramp
111  33.98033691 -117.63863624 1
111  33.98035139 -117.63681054
112  33.98035139 -117.63681054  33.98035139 -117.63664930 1
115  33.98024375 -117.63664456
120 Taxiline ramp
111  33.98087053 -117.63863625 1
111  33.98089468 -117.63681926
112  33.98089468 -117.63681926  33.98089069 -117.63664840 1
115  33.98077636 -117.63664747
120 Taxiline ramp
111  33.98141382 -117.63864790 1
111  33.98143072 -117.63682800
112  33.98143072 -117.63682800  33.98143072 -117.63665714 1
115  33.98131472 -117.63664967
120 Taxiline ramp
111  33.98188466 -117.63862752 1
111  33.98189673 -117.63682508
112  33.98189673 -117.63682508  33.98189274 -117.63665903 1
115  33.98176152 -117.63665328
120 Taxiline ramp
111  33.98237792 -117.63862293 1
111  33.98238889 -117.63683080
112  33.98238889 -117.63683080  33.98238013 -117.63667225 1
115  33.98220096 -117.63665554
120 Taxiline ramp
111  33.98288988 -117.63853999 1
111  33.98289646 -117.63666050
112  33.98289646 -117.63666050  33.98289247 -117.63654499 1
111  33.98278513 -117.63655342 1
111  33.98246707 -117.63655392 1
112  33.98238725 -117.63661168  33.98233936 -117.63667425
111  33.98238725 -117.63661168
112  33.98238725 -117.63661168  33.98233537 -117.63665101 1
115  33.98220096 -117.63665554
120 Taxiline ramp
111  33.97937901 -117.63663707 1
116  33.97946462 -117.63652325  33.97946682 -117.63643060
120 Taxiline ramp
111  33.97956999 -117.63663972 1
112  33.97946462 -117.63652325  33.97946462 -117.63640942
111  33.97946462 -117.63652325 1
111  33.97948657 -117.63502500
112  33.97948657 -117.63502500  33.97948474 -117.63490260 1
115  33.97938080 -117.63476830
120 Taxiline ramp
111  33.97968808 -117.63664237 1
112  33.97979828 -117.63649148  33.97979828 -117.63634589
111  33.97979828 -117.63649148 1
111  33.97980574 -117.63504908
112  33.97980574 -117.63504908  33.97980574 -117.63486272 1
115  33.97970937 -117.63486801
120 Taxiline ramp
111  33.98004413 -117.63664184 1
112  33.98012908 -117.63651954  33.98012908 -117.63641180
111  33.98012908 -117.63651954 1
111  33.98013851 -117.63504828
112  33.98013851 -117.63504828  33.98013610 -117.63487066 1
115  33.98004478 -117.63487066
120 Taxiline ramp
112  33.98053385 -117.63503292  33.98053385 -117.63491062 1
115  33.98065282 -117.63487913
120 Taxiline ramp
111  33.98042611 -117.63664707 1
112  33.98053143 -117.63651266  33.98053385 -117.63638745
111  33.98053143 -117.63651266 1
111  33.98053385 -117.63503292
112  33.98053385 -117.63503292  33.98052902 -117.63487859 1
115  33.98040527 -117.63487632
120 Taxiline ramp
111  33.98085631 -117.63664766 1
112  33.98095728 -117.63650736  33.98096211 -117.63637342
111  33.98095728 -117.63650736 1
111  33.98096606 -117.63503557
112  33.98096606 -117.63503557  33.98096606 -117.63489289 1
115  33.98087167 -117.63488204
120 Taxiline ramp
111  33.98119742 -117.63665057 1
112  33.98130410 -117.63648619  33.98130893 -117.63633186
111  33.98130410 -117.63648619 1
111  33.98131684 -117.63503026
112  33.98131684 -117.63503026  33.98131925 -117.63488758 1
115  33.98121498 -117.63488997
120 Taxiline ramp
111  33.98153964 -117.63665269 1
112  33.98164654 -117.63652325  33.98164654 -117.63640095
111  33.98164654 -117.63652325 1
111  33.98166146 -117.63504349
112  33.98166146 -117.63504349  33.98166146 -117.63490081 1
115  33.98157630 -117.63489525
120 Taxiline ramp
111  33.98189274 -117.63665903 1
112  33.98201312 -117.63652590  33.98201795 -117.63640651
111  33.98201312 -117.63652590 1
111  33.98201751 -117.63505514
112  33.98201751 -117.63505514  33.98201509 -117.63490954 1
115  33.98193629 -117.63490319
120 Taxiline ramp
111  33.98220096 -117.63665554 1
112  33.98234308 -117.63647737  33.98234906 -117.63633057
111  33.98234308 -117.63647737 1
111  33.98234679 -117.63505592
112  33.98234679 -117.63505592  33.98234679 -117.63490442 1
115  33.98222276 -117.63490637
120 Taxiline ramp
111  33.97781546 -117.63922951 1
112  33.97766345 -117.63911225  33.97761809 -117.63901162 1
111  33.97761091 -117.63888133 1
111  33.97762097 -117.63677998 1
112  33.97764917 -117.63663269  33.97767112 -117.63657180 1
111  33.97772281 -117.63651007 1
111  33.97805244 -117.63610475 1
112  33.97822644 -117.63606446  33.97832483 -117.63606612 1
115  33.97838604 -117.63614143
120 Taxiline ramp
111  33.97739351 -117.63922487 1
112  33.97755196 -117.63911255  33.97759732 -117.63901411 1
115  33.97761091 -117.63888133
120 Taxiline ramp
111  33.97805244 -117.63610475 1
112  33.97812466 -117.63592187  33.97812755 -117.63582290 1
115  33.97806920 -117.63571178
120 Taxiline ramp
111  33.97838604 -117.63614143 1
112  33.97834750 -117.63591676  33.97834606 -117.63579145 1
111  33.97839409 -117.63570871 1
111  33.97907262 -117.63489357 1
112  33.97926268 -117.63477313  33.97938655 -117.63471232 1
111  33.97954135 -117.63457069 1
111  33.98025376 -117.63377416 1
111  33.98040542 -117.63358645 1
111  33.98057704 -117.63338431 1
111  33.98073069 -117.63320142 1
111  33.98185617 -117.63186582 1
112  33.98196613 -117.63166487  33.98199027 -117.63155634 1
115  33.98191605 -117.63145030
120 Taxiline ramp
111  33.97806920 -117.63571178 1
112  33.97823282 -117.63577805  33.97832979 -117.63577724 1
115  33.97839409 -117.63570871
120 Taxiline ramp
111  33.98025376 -117.63377416 1
112  33.98034757 -117.63346222  33.98033360 -117.63332024 1
115  33.98025205 -117.63320869
120 Taxiline ramp
111  33.98073069 -117.63320142 1
112  33.98047329 -117.63329858  33.98035954 -117.63329136 1
115  33.98025205 -117.63320869
120 Taxiline ramp
111  33.98056893 -117.63487623 1
112  33.98048986 -117.63472507  33.98047667 -117.63458585
111  33.98048986 -117.63472507 1
111  33.98049151 -117.63362326
112  33.98049151 -117.63362326  33.98049646 -117.63351587 1
115  33.98057704 -117.63338431
120 Taxiline ramp
111  33.98040527 -117.63487632 1
116  33.98048986 -117.63472507  33.98050140 -117.63458386
120 Taxiline ramp
112  33.98049151 -117.63362326  33.98047337 -117.63352780 1
115  33.98040542 -117.63358645
120 Taxiline ramp
112  33.98049151 -117.63362326  33.98048986 -117.63348405 1
111  33.98041730 -117.63340847 1
115  33.98025205 -117.63320869
120 Taxiline ramp
111  33.97739351 -117.63922487 1
112  33.97727871 -117.63915316  33.97723223 -117.63910253 1
111  33.97722555 -117.63901228 1
111  33.97724132 -117.63652513
112  33.97724132 -117.63652513  33.97724627 -117.63640182 1
111  33.97732365 -117.63633262 1
111  33.97787580 -117.63569325 1
112  33.97796829 -117.63566971  33.97802382 -117.63567609 1
115  33.97806920 -117.63571178
120 Taxiline ramp
112  33.97715080 -117.63917691  33.97721182 -117.63910134 1
115  33.97722555 -117.63901228
120 Taxiline ramp
111  33.97806920 -117.63571178 1
112  33.97803649 -117.63557329  33.97803649 -117.63550170 1
111  33.97811103 -117.63541061 1
111  33.97897571 -117.63440052
112  33.97897571 -117.63440052  33.97902518 -117.63435080 1
115  33.97907773 -117.63439896
120 Taxiline ramp
112  33.97897571 -117.63440052  33.97901523 -117.63434299 1
115  33.97896247 -117.63426298
120 Taxiline ramp
112  33.97926268 -117.63477313  33.97934703 -117.63474085 1
115  33.97938080 -117.63476830
120 Taxiline ramp
111  33.97920621 -117.63456245 1
112  33.97935743 -117.63462250  33.97943177 -117.63463147 1
115  33.97954135 -117.63457069
120 Taxiline ramp
111  33.97260440 -117.62486117 1
112  33.97249608 -117.62453926  33.97242217 -117.62441913 1
111  33.97230004 -117.62434550 1
111  33.97182256 -117.62435326 1
111  33.97151107 -117.62435326 1
111  33.97105318 -117.62435035 1
111  33.97051560 -117.62435326 1
111  33.96999229 -117.62434453 1
111  33.96943935 -117.62433579
112  33.96943935 -117.62433579  33.96935594 -117.62432785 1
111  33.96934035 -117.62425136 1
111  33.96933552 -117.62286260
112  33.96933552 -117.62286260  33.96934278 -117.62275979 1
111  33.96942486 -117.62274761 1
111  33.96962527 -117.62275413 1
112  33.96977868 -117.62272646  33.96985306 -117.62268928 1
111  33.96991503 -117.62266462 1
111  33.97002851 -117.62266462 1
111  33.97053316 -117.62267626 1
111  33.97107162 -117.62268499 1
111  33.97137103 -117.62269664 1
112  33.97157530 -117.62282427  33.97166565 -117.62294130 1
111  33.97167044 -117.62307222 1
111  33.97166245 -117.62414113
112  33.97166245 -117.62414113  33.97166046 -117.62431438 1
115  33.97182256 -117.62435326
120 Taxiline ramp
112  33.97151107 -117.62435326  33.97166046 -117.62431438 1
115  33.97166245 -117.62414113
120 Taxiline ramp
112  33.96999229 -117.62434453  33.96987075 -117.62434015 1
111  33.96986521 -117.62421732 1
111  33.96987552 -117.62280923
112  33.96987552 -117.62280923  33.96988096 -117.62268017 1
115  33.97002851 -117.62266462
120 Taxiline ramp
112  33.97051560 -117.62435326  33.97040675 -117.62435764 1
