A
1000 Generated by WorldEditor

1     17 1 0 KFMY Page Fld
111  26.58410693 -081.86078568 1
116  26.58395398 -081.86093247  26.58383570 -081.86093487
120 Linear Feature 11
111  26.58410597 -081.86118252 1
116  26.58395111 -081.86131933  26.58383282 -081.86132174
120 Linear Feature 11
111  26.58410282 -081.86158038 1
116  26.58394796 -081.86171720  26.58382967 -081.86171960
120 Linear Feature 2
111  26.58409830 -081.86235880 1
116  26.58395279 -081.86249417  26.58381771 -081.86249716
120 Linear Feature 1
111  26.58326922 -081.86249174 1
111  26.58386670 -081.86249327 1
111  26.58395279 -081.86249417
112  26.58395279 -081.86249417  26.58408787 -081.86249119 1
115  26.58409736 -081.86258737
120 Linear Feature 17
112  26.58195402 -081.85694134  26.58199420 -081.85694714 1
112  26.58203187 -081.85702301  26.58204548 -081.85705779
111  26.58203187 -081.85702301 1
111  26.58211494 -081.85731510 1
116  26.58227154 -081.85756103  26.58236384 -081.85756296
120 Linear Feature 16
112  26.58235069 -081.85756242  26.58242211 -081.85757066 1
116  26.58252162 -081.85776696  26.58252455 -081.85784753
120 Linear Feature 15
112  26.58262956 -081.85736775  26.58260195 -081.85738608 1
116  26.58238222 -081.85735104  26.58228812 -081.85725537
120 Linear Feature 14
111  26.58163373 -081.85716551 1
112  26.58155080 -081.85705522  26.58155031 -081.85697192 1
112  26.58163890 -081.85694193  26.58165422 -081.85694193 1
111  26.58195402 -081.85694134
112  26.58195402 -081.85694134  26.58203762 -081.85694279 1
112  26.58213475 -081.85704713  26.58218724 -081.85711452
111  26.58213475 -081.85704713 1
112  26.58238222 -081.85735104  26.58239871 -081.85738428 1
111  26.58247489 -081.85751183 1
116  26.58252201 -081.85766365  26.58252057 -081.85771013
120 Linear Feature 13
111  26.58155128 -081.85638744 1
111  26.58155080 -081.85705522 1
115  26.58155184 -081.85716551
120 Linear Feature 12
112  26.58070676 -081.85807383  26.58083771 -081.85813170 1
116  26.58088659 -081.85797380  26.58088836 -081.85792176
120 Linear Feature 10
111  26.58050040 -081.85644763 1
111  26.58050558 -081.85778709
112  26.58050558 -081.85778709  26.58050652 -081.85782953 1
112  26.58055281 -081.85794564  26.58060689 -081.85799339 1
111  26.58070676 -081.85807383 1
112  26.58092677 -081.85825137  26.58098715 -081.85827741 1
115  26.58104323 -081.85828257
120 Linear Feature 9
111  26.58088685 -081.85777178 1
111  26.58085567 -081.85733978 1
111  26.58085088 -081.85704098 1
115  26.58085416 -081.85637438
120 Linear Feature 8
112  26.58100080 -081.85717134  26.58097053 -081.85716901 1
116  26.58085088 -081.85704098  26.58083001 -081.85691260
120 Linear Feature 7
111  26.58195641 -081.85756489 1
112  26.58211494 -081.85731510  26.58209615 -081.85707777
111  26.58211494 -081.85731510
112  26.58211494 -081.85731510  26.58208131 -081.85717413 1
111  26.58195875 -081.85717029 1
111  26.58163373 -081.85716551 1
111  26.58155184 -081.85716551 1
111  26.58100080 -081.85717134
112  26.58100080 -081.85717134  26.58097680 -081.85717251 1
116  26.58085567 -081.85733978  26.58084523 -081.85747866
120 Linear Feature 6
112  26.58193681 -081.85792494  26.58197864 -081.85792501 1
112  26.58212168 -081.85773903  26.58211919 -081.85762459 1
116  26.58195641 -081.85756489  26.58193916 -081.85756393
120 Linear Feature 5
112  26.58212119 -081.85810216  26.58212119 -081.85808202 1
112  26.58193681 -081.85792494  26.58178977 -081.85791405
111  26.58193681 -081.85792494 1
111  26.58189497 -081.85792487 1
115  26.58088685 -081.85792345
120 Linear Feature 4
112  26.58212119 -081.85810216  26.58212158 -081.85819996 1
116  26.58194928 -081.85828638  26.58190975 -081.85828710
120 Linear Feature 3
112  26.58225168 -081.85833087  26.58217491 -081.85832412 1
112  26.58212119 -081.85810216  26.58212070 -081.85796115
111  26.58212119 -081.85810216 1
111  26.58212306 -081.85797743 1
111  26.58212168 -081.85773903
112  26.58212168 -081.85773903  26.58212382 -081.85770549 1
112  26.58216850 -081.85763408  26.58220171 -081.85758677 1
116  26.58227154 -081.85756103  26.58230212 -081.85756058
120 Linear Feature 2
112  26.58252234 -081.85851466  26.58251889 -081.85843122 1
112  26.58237963 -081.85834483  26.58233939 -081.85834251 1
111  26.58225168 -081.85833087
112  26.58225168 -081.85833087  26.58219893 -081.85832529 1
112  26.58194928 -081.85828638  26.58176711 -081.85826312
111  26.58194928 -081.85828638 1
111  26.58190106 -081.85828466 1
111  26.58104323 -081.85828257
112  26.58104323 -081.85828257  26.58094317 -081.85825460 1
112  26.58089118 -081.85807264  26.58088773 -081.85800512 1
111  26.58088659 -081.85797380 1
111  26.58088685 -081.85792345 1
111  26.58088685 -081.85777178
112  26.58088685 -081.85777178  26.58088581 -081.85774727 1
112  26.58109655 -081.85756264  26.58127553 -081.85755582
111  26.58109655 -081.85756264 1
111  26.58195641 -081.85756489 1
111  26.58227154 -081.85756103 1
111  26.58230325 -081.85756158 1
111  26.58235069 -081.85756242 1
112  26.58247489 -081.85751183  26.58251251 -081.85748659 1
115  26.58258599 -081.85741086
120 Linear Feature 14
112  26.58551940 -081.86375192  26.58588866 -081.86385256 51
111  26.58604597 -081.86365014 51
111  26.58614877 -081.86352597
112  26.58614877 -081.86352597  26.58615549 -081.86350719 51
112  26.58624452 -081.86296059  26.58618572 -081.86261122 51
111  26.58613869 -081.86230881 51
116  26.58573219 -081.86210970  26.58546343 -081.86232384
120 rnwy hold
111  26.58420712 -081.85913732 54
115  26.58397181 -081.85912462
120 Linear Feature 113
111  26.58955502 -081.86678164 51
116  26.58956069 -081.86651258  26.58945040 -081.86636340
120 Linear Feature 112
111  26.58980129 -081.86654740 51
116  26.58956069 -081.86651258  26.58944278 -081.86635800
120 Linear Feature 111
111  26.58956069 -081.86651258 51
111  26.58874830 -081.86546168 51
111  26.58855015 -081.86523061 51
111  26.58838598 -081.86508184 51
111  26.58734713 -081.86427785 51
111  26.58729147 -081.86423767 51
111  26.58712314 -081.86415426 51
111  26.58707539 -081.86413542 51
111  26.58692537 -081.86409744 51
111  26.58673695 -081.86405472 51
111  26.58631962 -081.86393284 51
116  26.58569405 -081.86415441  26.58541948 -081.86447094
120 Linear Feature 110
111  26.58678101 -081.86702537 51
111  26.58860960 -081.86749067 51
112  26.58888133 -081.86740521  26.58902287 -081.86728809 51
111  26.58910495 -081.86721529 51
111  26.58955502 -081.86678164 51
111  26.58980129 -081.86654740 51
111  26.59008152 -081.86628151 51
116  26.59005605 -081.86580354  26.58982110 -081.86549967
120 Linear Feature 41
111  26.58299787 -081.85892565 1
115  26.58299795 -081.85792436
120 Linear Feature 40
111  26.58370288 -081.85892670 1
111  26.58299787 -081.85892565 1
115  26.58276860 -081.85892605
120 D-TARMAC LINES
111  26.58312585 -081.86303508 2
112  26.58267168 -081.86288891  26.58257416 -081.86286512 2
111  26.58257024 -081.86269261 2
111  26.58259325 -081.85967847
112  26.58259325 -081.85967847  26.58259511 -081.85963192 2
112  26.58273301 -081.85955208  26.58289948 -081.85954856 2
115  26.58322802 -081.85954441
120 Linear Feature 33
111  26.58399380 -081.86618255 51
112  26.58406282 -081.86593771  26.58406282 -081.86579400 51
115  26.58406996 -081.86534956
120 Linear Feature 32
111  26.58440792 -081.85840618 51
112  26.58409376 -081.85881017  26.58408900 -081.85896719 51
111  26.58409088 -081.85918204 51
111  26.58410612 -081.85965068 51
111  26.58410620 -081.85978230 51
111  26.58410627 -081.85993909 51
111  26.58410628 -081.86001108 51
111  26.58410714 -081.86027465 51
111  26.58410673 -081.86040257 51
111  26.58410693 -081.86068667 51
111  26.58410693 -081.86078568 51
111  26.58410660 -081.86107315 51
111  26.58410597 -081.86118252 51
111  26.58410512 -081.86146738 51
111  26.58410282 -081.86158038 51
111  26.58409839 -081.86185114 51
111  26.58409870 -081.86198680 51
111  26.58409879 -081.86224580 51
111  26.58409830 -081.86235880 51
111  26.58409736 -081.86258737 51
111  26.58408702 -081.86309296 51
111  26.58407948 -081.86335623 51
111  26.58407938 -081.86346923 51
111  26.58407234 -081.86446867 51
111  26.58406996 -081.86534956 51
116  26.58432224 -081.86555448  26.58451978 -081.86555448
120 B1 RNW HOLD
111  26.59219879 -081.86766675 54
115  26.59231952 -081.86773167
120 B2 RNW HOLD
111  26.59067069 -081.86564142 54
115  26.59073945 -081.86573929
120 Linear Feature 5
111  26.58840237 -081.86196306 54
115  26.58828029 -081.86206992
120 Linear Feature 36
111  26.58064189 -081.85827249 20
115  26.58057903 -081.85827810
120 Linear Feature 35
111  26.58067035 -081.85830046 20
115  26.58060713 -081.85830692
120 Linear Feature 34
111  26.58069191 -081.85832843 20
115  26.58063593 -081.85833477
120 Linear Feature 33
111  26.58072038 -081.85835158 20
115  26.58066058 -081.85835859
120 Linear Feature 32
111  26.58074006 -081.85837613 20
115  26.58068530 -081.85838294
120 Linear Feature 31
111  26.58075919 -081.85839787 20
115  26.58070637 -081.85840515
120 Linear Feature 30
111  26.58078421 -081.85842199 20
115  26.58073234 -081.85842777
120 Linear Feature 29
111  26.58080836 -081.85844417 20
115  26.58075747 -081.85845188
120 Linear Feature 28
111  26.58083596 -081.85847021 20
115  26.58078248 -081.85847889
120 Linear Feature 27
111  26.58086184 -081.85849239 20
115  26.58080663 -081.85850011
120 Linear Feature 26
111  26.58089030 -081.85851940 20
115  26.58083510 -081.85852519
120 Linear Feature 23
112  26.58230325 -081.85756158  26.58236698 -081.85755366 1
116  26.58238222 -081.85735104  26.58232580 -081.85719787
120 Linear Feature 22
111  26.58233659 -081.85735499 3
112  26.58233656 -081.85749234  26.58227081 -081.85755186 3
115  26.58218954 -081.85742525
120 Linear Feature 21
111  26.58245640 -081.85784331 3
112  26.58245711 -081.85774287  26.58245498 -081.85772772 3
112  26.58233165 -081.85760178  26.58222758 -081.85759780 3
112  26.58217625 -081.85773809  26.58217554 -081.85778512 3
115  26.58217946 -081.85801030
120 Linear Feature 20
111  26.58245551 -081.85858287 3
112  26.58242606 -081.85847352  26.58239248 -081.85843201 3
112  26.58230882 -081.85837799  26.58225521 -081.85836745 3
111  26.58216154 -081.85836087 3
112  26.58212501 -081.85838195  26.58212148 -081.85840961 3
115  26.58212324 -081.85841884
120 Linear Feature 18
112  26.58237963 -081.85834483  26.58247055 -081.85834682 1
116  26.58252202 -081.85817272  26.58252559 -081.85811093
120 Linear Feature 19
112  26.58441386 -081.86745885  26.58432233 -081.86756941 51
116  26.58441029 -081.86783140  26.58446632 -081.86788030
120 Linear Feature 18
112  26.58450539 -081.86734830  26.58432500 -081.86755506 51
116  26.58404693 -081.86726068  26.58401779 -081.86706814
120 Linear Feature 17
112  26.58394629 -081.86805197  26.58404400 -081.86790236 51
116  26.58404820 -081.86736788  26.58403899 -081.86697822
120 Linear Feature 16
112  26.58441029 -081.86783140  26.58427223 -081.86770834 51
115  26.58407681 -081.86788852
120 Linear Feature 15
111  26.58563320 -081.86749358 51
112  26.58545242 -081.86749358  26.58536026 -081.86754510 51
112  26.58486705 -081.86785948  26.58480542 -081.86790132 51
112  26.58449046 -081.86790401  26.58435172 -081.86777090
111  26.58449046 -081.86790401 51
111  26.58441029 -081.86783140 51
111  26.58424280 -081.86766547 51
112  26.58404820 -081.86736788  26.58404633 -081.86724785
111  26.58404820 -081.86736788 51
111  26.58404693 -081.86726068 51
111  26.58404921 -081.86664296 51
116  26.58417850 -081.86595600  26.58433311 -081.86575057
120 Linear Feature 14
111  26.58200340 -081.86646987 1
116  26.58227215 -081.86642314  26.58231959 -081.86626149
120 Linear Feature 13
112  26.58200340 -081.86646987  26.58185544 -081.86639788 1
115  26.58188265 -081.86618476
120 Linear Feature 12
111  26.58248555 -081.86534494 1
112  26.58242225 -081.86548762  26.58238492 -081.86554607 1
112  26.58219761 -081.86570461  26.58215467 -081.86574218 1
115  26.58209841 -081.86575109
120 Linear Feature 9
111  26.58631962 -081.86393284 51
116  26.58625132 -081.86344496  26.58658001 -081.86300895
120 Linear Feature 8
112  26.58665734 -081.86286121  26.58633833 -081.86326119 51
115  26.58624452 -081.86296059
120 Linear Feature 7
111  26.58675828 -081.86395498 54
111  26.58673695 -081.86405472 54
115  26.58667514 -081.86419248
120 Linear Feature 6
111  26.58727052 -081.86404177 51
116  26.58692537 -081.86409744  26.58673802 -081.86404659
120 Linear Feature 5
111  26.58681902 -081.86451003 51
116  26.58673695 -081.86405472  26.58640226 -081.86392251
120 Linear Feature 4
112  26.58873107 -081.86285942  26.58880945 -081.86275406 51
116  26.58871421 -081.86250661  26.58860574 -081.86235610
120 Linear Feature 3
111  26.58898874 -081.86286938 51
116  26.58901478 -081.86251562  26.58914817 -081.86235164
120 Linear Feature 2
112  26.58901478 -081.86251562  26.58896215 -081.86257296 51
116  26.58871421 -081.86250661  26.58862588 -081.86239882
120 Linear Feature 1
111  26.58858523 -081.86294134 54
115  26.58867272 -081.86303450
120 Linear Feature 3
112  26.58830923 -081.86147148  26.58811822 -081.86145643 51
116  26.58814406 -081.86110820  26.58826634 -081.86097788
120 Linear Feature 2
112  26.58988555 -081.86143937  26.58982713 -081.86150471 51
116  26.58938524 -081.86151728  26.58914839 -081.86150315
120 Linear Feature 1
111  26.58953045 -081.86187534 51
112  26.58954930 -081.86163536  26.58950824 -081.86153471
111  26.58954930 -081.86163536
112  26.58954930 -081.86163536  26.58950351 -081.86150646 51
111  26.58938524 -081.86151728 51
111  26.58830923 -081.86147148 51
116  26.58762346 -081.86174393  26.58737609 -081.86205614
120 Linear Feature 8
111  26.59285149 -081.86119888 20
115  26.59292456 -081.86110860
120 Linear Feature 8
111  26.59261322 -081.86149419 20
115  26.59268629 -081.86140392
120 Linear Feature 8
111  26.59237098 -081.86179173 20
115  26.59244406 -081.86170145
120 Linear Feature 8
111  26.59213471 -081.86208482 20
115  26.59220778 -081.86199455
120 Linear Feature 8
111  26.59189464 -081.86237953 20
115  26.59196771 -081.86228925
120 Linear Feature 8
111  26.59165637 -081.86267424 20
115  26.59172944 -081.86258396
120 Linear Feature 8
111  26.59272932 -081.86134427 20
115  26.59280239 -081.86125399
120 Linear Feature 8
111  26.59249106 -081.86163958 20
115  26.59256413 -081.86154931
120 Linear Feature 8
111  26.59224882 -081.86193712 20
115  26.59232189 -081.86184684
120 Linear Feature 8
111  26.59201254 -081.86223021 20
115  26.59208561 -081.86213994
120 Linear Feature 8
111  26.59153420 -081.86281963 20
115  26.59160728 -081.86272935
120 Linear Feature 7
111  26.59287236 -081.86121989 20
115  26.59294404 -081.86113039
120 Linear Feature 7
111  26.59263410 -081.86151521 20
115  26.59270578 -081.86142571
120 Linear Feature 7
111  26.59239186 -081.86181274 20
115  26.59246354 -081.86172324
120 Linear Feature 7
111  26.59215558 -081.86210583 20
115  26.59222726 -081.86201634
120 Linear Feature 7
111  26.59191387 -081.86239804 20
115  26.59198719 -081.86231105
120 Linear Feature 7
111  26.59167725 -081.86269525 20
115  26.59174893 -081.86260575
120 Linear Feature 7
111  26.59275020 -081.86136528 20
115  26.59282188 -081.86127578
120 Linear Feature 7
111  26.59251193 -081.86166060 20
115  26.59258361 -081.86157110
120 Linear Feature 7
111  26.59226970 -081.86195813 20
115  26.59234138 -081.86186863
120 Linear Feature 7
111  26.59203342 -081.86225122 20
115  26.59210510 -081.86216173
120 Linear Feature 7
111  26.59155508 -081.86284064 20
115  26.59162676 -081.86275114
120 Linear Feature 6
111  26.59289115 -081.86124090 20
115  26.59296492 -081.86115063
120 Linear Feature 6
111  26.59265289 -081.86153622 20
115  26.59272666 -081.86144594
120 Linear Feature 6
111  26.59241065 -081.86183375 20
115  26.59248442 -081.86174348
120 Linear Feature 6
111  26.59217437 -081.86212685 20
115  26.59224814 -081.86203657
120 Linear Feature 6
111  26.59193430 -081.86242156 20
115  26.59200807 -081.86233128
120 Linear Feature 6
111  26.59169604 -081.86271627 20
115  26.59176981 -081.86262599
120 Linear Feature 6
111  26.59276899 -081.86138629 20
115  26.59284276 -081.86129602
120 Linear Feature 6
111  26.59253072 -081.86168161 20
115  26.59260449 -081.86159133
120 Linear Feature 6
111  26.59228849 -081.86197914 20
115  26.59236226 -081.86188887
120 Linear Feature 6
111  26.59205221 -081.86227224 20
115  26.59212597 -081.86218196
120 Linear Feature 6
111  26.59243560 -081.86180008 20
115  26.59250937 -081.86170981
120 Linear Feature 6
111  26.59181214 -081.86256695 20
115  26.59188591 -081.86247667
120 Linear Feature 6
111  26.59157387 -081.86286166 20
115  26.59164764 -081.86277138
120 Linear Feature 5
111  26.59291203 -081.86126347 20
115  26.59298580 -081.86117164
120 Linear Feature 5
111  26.59267377 -081.86155879 20
115  26.59274753 -081.86146695
120 Linear Feature 5
111  26.59243153 -081.86185632 20
115  26.59250530 -081.86176449
120 Linear Feature 5
111  26.59219525 -081.86214942 20
115  26.59226902 -081.86205758
120 Linear Feature 5
111  26.59182505 -081.86241689 20
115  26.59175267 -081.86250588
120 Linear Feature 5
111  26.59184454 -081.86243790 20
115  26.59177216 -081.86252689
120 Linear Feature 5
111  26.59186541 -081.86245891 20
115  26.59179303 -081.86254790
120 Linear Feature 5
111  26.59195518 -081.86244412 20
115  26.59202895 -081.86235229
120 Linear Feature 5
111  26.59171692 -081.86273883 20
115  26.59179068 -081.86264700
120 Linear Feature 5
111  26.59278987 -081.86140886 20
115  26.59286363 -081.86131703
120 Linear Feature 5
111  26.59255160 -081.86170418 20
115  26.59262537 -081.86161234
120 Linear Feature 5
111  26.59230936 -081.86200171 20
115  26.59238313 -081.86190988
120 Linear Feature 5
111  26.59207308 -081.86229481 20
115  26.59214685 -081.86220297
120 Linear Feature 5
111  26.59245648 -081.86182265 20
115  26.59253024 -081.86173082
120 Linear Feature 5
111  26.59183301 -081.86258951 20
115  26.59190678 -081.86249768
120 Linear Feature 5
111  26.59159475 -081.86288422 20
115  26.59166852 -081.86279239
120 Linear Feature 4
111  26.59296771 -081.86123468 20
115  26.59270465 -081.86096696
120 Linear Feature 4
111  26.59272944 -081.86152999 20
115  26.59246638 -081.86126228
120 Linear Feature 4
111  26.59248720 -081.86182753 20
115  26.59222415 -081.86155981
120 Linear Feature 4
111  26.59225092 -081.86212062 20
115  26.59198787 -081.86185291
120 Linear Feature 4
111  26.59189058 -081.86256293 20
115  26.59162752 -081.86229522
120 Linear Feature 4
111  26.59177259 -081.86271004 20
115  26.59150953 -081.86244232
120 Linear Feature 4
111  26.59284554 -081.86138007 20
115  26.59258248 -081.86111235
120 Linear Feature 4
111  26.59260727 -081.86167538 20
115  26.59234422 -081.86140767
120 Linear Feature 4
111  26.59236504 -081.86197292 20
115  26.59210198 -081.86170520
120 Linear Feature 4
111  26.59212876 -081.86226601 20
115  26.59186570 -081.86199830
120 Linear Feature 4
111  26.59165042 -081.86285543 20
115  26.59138737 -081.86258771
120 Linear Feature 7
111  26.59199890 -081.85891740 55
115  26.59181417 -081.85920232
120 Linear Feature 5
111  26.59175871 -081.85940401 55
111  26.59151192 -081.85983703 55
115  26.58956083 -081.86225022
120 Linear Feature 5
111  26.58754339 -081.86112435 54
115  26.58767282 -081.86099097
120 Linear Feature 4
111  26.58672770 -081.86090329 54
115  26.58682725 -081.86101534
120 Linear Feature 3
111  26.58605923 -081.86237618 54
115  26.58622396 -081.86235079
120 Linear Feature 2
111  26.58333149 -081.86895308 56
115  26.58321645 -081.86883094
120 Linear Feature 2
111  26.58208122 -081.86274040 1
111  26.58200715 -081.86274087 1
115  26.58194374 -081.86273957
120 Linear Feature 14
111  26.59160021 -081.86325422 3
115  26.59119585 -081.86375632
120 Linear Feature 13
111  26.59157611 -081.86323226 20
115  26.59160021 -081.86325422
120 Linear Feature 4
111  26.59112690 -081.86263743 20
115  26.59115251 -081.86260539
120 Linear Feature 3
111  26.59099339 -081.86250994 3
115  26.59112690 -081.86263812
120 Linear Feature 12
111  26.59159002 -081.86314796 3
115  26.59148910 -081.86304839
120 Linear Feature 11
111  26.59161359 -081.86311682 20
115  26.59159002 -081.86314796
120 Linear Feature 10
111  26.59106425 -081.86271808 20
115  26.59105656 -081.86272750
120 Linear Feature 9
111  26.59103266 -081.86271932 20
111  26.59106425 -081.86271808 20
115  26.59105427 -081.86270941
120 Linear Feature 8
111  26.59115392 -081.86281187 20
115  26.59116119 -081.86280512
120 Linear Feature 7
111  26.59118410 -081.86281337 20
111  26.59115392 -081.86281187 20
115  26.59116264 -081.86282087
120 Linear Feature 6
111  26.59111905 -081.86273312 20
115  26.59109423 -081.86268662
120 Linear Feature 3
111  26.58989050 -081.86214196 1
115  26.58986142 -081.86217751
120 Linear Feature 3
111  26.59019517 -081.86176991 1
115  26.59016609 -081.86180545
120 Linear Feature 3
111  26.59045308 -081.86134952 1
115  26.59042401 -081.86138507
120 Linear Feature 3
111  26.59078989 -081.86094571 1
115  26.59076082 -081.86098126
120 Linear Feature 3
111  26.59115938 -081.86058684 1
115  26.59113030 -081.86062239
120 Linear Feature 3
111  26.59141587 -081.86017054 1
115  26.59138680 -081.86020609
120 Linear Feature 3
111  26.59171565 -081.85979586 1
115  26.59168657 -081.85983141
120 Linear Feature 3
111  26.58998099 -081.86223395 1
115  26.58995191 -081.86226950
120 Linear Feature 3
111  26.59028565 -081.86186190 1
115  26.59025658 -081.86189745
120 Linear Feature 3
111  26.59054357 -081.86144151 1
115  26.59051450 -081.86147706
120 Linear Feature 3
111  26.59088038 -081.86103771 1
115  26.59085131 -081.86107325
120 Linear Feature 3
111  26.59124987 -081.86067884 1
115  26.59122079 -081.86071438
120 Linear Feature 3
111  26.59150636 -081.86026253 1
115  26.59147729 -081.86029808
120 Linear Feature 3
111  26.59180613 -081.85988786 1
115  26.59177706 -081.85992341
120 Linear Feature 3
111  26.59007056 -081.86232595 1
115  26.59004149 -081.86236149
120 Linear Feature 3
111  26.59037523 -081.86195389 1
115  26.59034616 -081.86198944
120 Linear Feature 3
111  26.59063315 -081.86153351 1
115  26.59060407 -081.86156906
120 Linear Feature 3
111  26.59096995 -081.86112970 1
115  26.59094088 -081.86116525
120 Linear Feature 3
111  26.59133944 -081.86077083 1
115  26.59131037 -081.86080638
120 Linear Feature 3
111  26.59159593 -081.86035453 1
115  26.59156686 -081.86039007
120 Linear Feature 3
111  26.59189571 -081.85997985 1
115  26.59186664 -081.86001540
120 Linear Feature 3
111  26.58979733 -081.86204835 1
115  26.58976826 -081.86208390
120 Linear Feature 3
111  26.59010200 -081.86167630 1
115  26.59007293 -081.86171185
120 Linear Feature 3
111  26.59072789 -081.86162960 1
115  26.59069881 -081.86166515
120 Linear Feature 3
111  26.59106621 -081.86049324 1
115  26.59103714 -081.86052878
120 Linear Feature 3
111  26.59169099 -081.86044550 1
115  26.59166192 -081.86048105
120 Linear Feature 3
111  26.59199077 -081.86007083 1
115  26.59196170 -081.86010637
120 Linear Feature 3
111  26.58985033 -081.86209080 1
115  26.58987940 -081.86205525
120 Linear Feature 3
111  26.59015499 -081.86171875 1
115  26.59018407 -081.86168320
120 Linear Feature 3
111  26.59041291 -081.86129836 1
115  26.59044198 -081.86126281
120 Linear Feature 3
111  26.59074972 -081.86089455 1
115  26.59077879 -081.86085901
120 Linear Feature 3
111  26.59111921 -081.86053568 1
115  26.59114828 -081.86050014
120 Linear Feature 3
111  26.59137570 -081.86011938 1
115  26.59140477 -081.86008383
120 Linear Feature 3
111  26.59167547 -081.85974471 1
115  26.59170455 -081.85970916
120 Linear Feature 3
111  26.58993990 -081.86218075 1
115  26.58996897 -081.86214520
120 Linear Feature 3
111  26.59024457 -081.86180870 1
115  26.59027364 -081.86177315
120 Linear Feature 3
111  26.59050248 -081.86138831 1
115  26.59053156 -081.86135276
120 Linear Feature 3
111  26.59083929 -081.86098450 1
115  26.59086837 -081.86094896
120 Linear Feature 3
111  26.59120878 -081.86062563 1
115  26.59123785 -081.86059009
120 Linear Feature 3
111  26.59146527 -081.86020933 1
115  26.59149435 -081.86017378
120 Linear Feature 3
111  26.59176505 -081.85983466 1
115  26.59179412 -081.85979911
120 Linear Feature 3
111  26.59003039 -081.86227377 1
115  26.59005946 -081.86223822
120 Linear Feature 3
111  26.59033506 -081.86190171 1
115  26.59036413 -081.86186617
120 Linear Feature 3
111  26.59059297 -081.86148133 1
115  26.59062205 -081.86144578
120 Linear Feature 3
111  26.59092978 -081.86107752 1
115  26.59095886 -081.86104197
120 Linear Feature 3
111  26.59129927 -081.86071865 1
115  26.59132834 -081.86068310
120 Linear Feature 3
111  26.59155576 -081.86030235 1
115  26.59158484 -081.86026680
120 Linear Feature 3
111  26.59185554 -081.85992767 1
115  26.59188461 -081.85989213
120 Linear Feature 3
111  26.59012017 -081.86236666 1
115  26.59014924 -081.86233111
120 Linear Feature 3
111  26.59042483 -081.86199461 1
115  26.59045391 -081.86195906
120 Linear Feature 3
111  26.59068275 -081.86157422 1
115  26.59071182 -081.86153867
120 Linear Feature 3
111  26.59101956 -081.86117041 1
115  26.59104863 -081.86113487
120 Linear Feature 3
111  26.59138905 -081.86081155 1
115  26.59141812 -081.86077600
120 Linear Feature 3
111  26.59164554 -081.86039524 1
115  26.59167461 -081.86035969
120 Linear Feature 3
111  26.59194531 -081.86002057 1
115  26.59197439 -081.85998502
120 Linear Feature 2
111  26.58983661 -081.86215323 1
111  26.58986142 -081.86217707 1
115  26.58988507 -081.86220221
120 Linear Feature 2
111  26.59014128 -081.86178118 1
111  26.59016609 -081.86180502 1
115  26.59018974 -081.86183016
120 Linear Feature 2
111  26.59039920 -081.86136079 1
111  26.59042401 -081.86138463 1
115  26.59044765 -081.86140977
120 Linear Feature 2
111  26.59073601 -081.86095698 1
111  26.59076082 -081.86098082 1
115  26.59078446 -081.86100597
120 Linear Feature 2
111  26.59110550 -081.86059812 1
111  26.59113030 -081.86062196 1
115  26.59115395 -081.86064710
120 Linear Feature 2
111  26.59136199 -081.86018181 1
111  26.59138680 -081.86020565 1
115  26.59141044 -081.86023080
120 Linear Feature 2
111  26.59166176 -081.85980714 1
111  26.59168657 -081.85983098 1
115  26.59171022 -081.85985612
120 Linear Feature 2
111  26.58992710 -081.86224522 1
111  26.58995191 -081.86226907 1
115  26.58997556 -081.86229421
120 Linear Feature 2
111  26.59023177 -081.86187317 1
111  26.59025658 -081.86189701 1
115  26.59028023 -081.86192216
120 Linear Feature 2
111  26.59048969 -081.86145278 1
111  26.59051450 -081.86147663 1
115  26.59053814 -081.86150177
120 Linear Feature 2
111  26.59082650 -081.86104898 1
111  26.59085131 -081.86107282 1
115  26.59087495 -081.86109796
120 Linear Feature 2
111  26.59119598 -081.86069011 1
111  26.59122079 -081.86071395 1
115  26.59124444 -081.86073909
120 Linear Feature 2
111  26.59145248 -081.86027381 1
111  26.59147729 -081.86029765 1
115  26.59150093 -081.86032279
120 Linear Feature 2
111  26.59175225 -081.85989913 1
111  26.59177706 -081.85992297 1
115  26.59180071 -081.85994812
120 Linear Feature 2
111  26.59001668 -081.86233722 1
111  26.59004149 -081.86236106 1
115  26.59006513 -081.86238620
120 Linear Feature 2
111  26.59032135 -081.86196517 1
111  26.59034616 -081.86198901 1
115  26.59036980 -081.86201415
120 Linear Feature 2
111  26.59057926 -081.86154478 1
111  26.59060407 -081.86156862 1
115  26.59062772 -081.86159376
120 Linear Feature 2
111  26.59091607 -081.86114097 1
111  26.59094088 -081.86116481 1
115  26.59096453 -081.86118996
120 Linear Feature 2
111  26.59128556 -081.86078210 1
111  26.59131037 -081.86080594 1
115  26.59133402 -081.86083109
120 Linear Feature 2
111  26.59154205 -081.86036580 1
111  26.59156686 -081.86038964 1
115  26.59159051 -081.86041479
120 Linear Feature 2
111  26.59184183 -081.85999112 1
111  26.59186664 -081.86001497 1
115  26.59189028 -081.86004011
120 Linear Feature 2
111  26.58974345 -081.86205962 1
111  26.58976826 -081.86208346 1
115  26.58979190 -081.86210861
120 Linear Feature 2
111  26.59004812 -081.86168757 1
111  26.59007293 -081.86171141 1
115  26.59009657 -081.86173655
