I
1050 Generated by WorldEditor 2.0.0r4

1   4517 1 0 FALA Lanseria
115 -25.93764654  027.92552559
120 Linear Feature 49
111 -25.93836552  027.92444282 2
115 -25.93847140  027.92453411
120 Linear Feature 48
111 -25.93907954  027.92424600 2
115 -25.93901975  027.92439574
120 Linear Feature 63
111 -25.94119151  027.92541140 4
111 -25.94116020  027.92548064 4
115 -25.94112893  027.92554928
120 Linear Feature 62
111 -25.93589757  027.93181328 4
111 -25.93584917  027.93186970 4
115 -25.93580477  027.93192250
120 Linear Feature 37
112 -25.94077484  027.92481992 -25.94059894  027.92506683 53
112 -25.94119151  027.92541140 -25.94140603  027.92554260
111 -25.94119151  027.92541140 53
115 -25.94125720  027.92544706
120 Linear Feature 36
111 -25.93785905  027.92479288 53
111 -25.93797108  027.92475332 53
111 -25.93805667  027.92472420 53
112 -25.93824563  027.92459027 -25.93832538  027.92450255
111 -25.93824563  027.92459027 53
111 -25.93836552  027.92444282 53
111 -25.93864971  027.92409328
112 -25.93864971  027.92409328 -25.93871051  027.92400239 53
111 -25.93870930  027.92392791 53
115 -25.93870701  027.92380384
120 Linear Feature 35
111 -25.93535721  027.92770221 53
111 -25.93533256  027.92773195
112 -25.93533256  027.92773195 -25.93531939  027.92775891 53
111 -25.93534702  027.92776058 53
111 -25.93557617  027.92772366
112 -25.93557617  027.92772366 -25.93564011  027.92771124 53
111 -25.93568142  027.92766930 53
111 -25.93750566  027.92548133 53
112 -25.93754218  027.92542667 -25.93756304  027.92539423
111 -25.93754218  027.92542667
112 -25.93754218  027.92542667 -25.93757357  027.92537786 53
112 -25.93763620  027.92525177 -25.93765562  027.92519763
111 -25.93763620  027.92525177 53
116 -25.93759046  027.92511725 -25.93751269  027.92507749
120 Linear Feature 34
112 -25.93390714  027.92946511 -25.93389463  027.92959597 53
111 -25.93393774  027.92963479
112 -25.93393774  027.92963479 -25.93395158  027.92964469 53
112 -25.93399711  027.92963021 -25.93402097  027.92961963
111 -25.93399711  027.92963021
112 -25.93399711  027.92963021 -25.93405651  027.92960387 53
111 -25.93412956  027.92953605 53
111 -25.93505425  027.92842586 53
112 -25.93507355  027.92837988 -25.93508181  027.92834913
111 -25.93507355  027.92837988 53
115 -25.93516156  027.92804195
120 Linear Feature 33
112 -25.93156232  027.93230003 -25.93167848  027.93234420 53
112 -25.93206748  027.93202015 -25.93236269  027.93169246
111 -25.93206748  027.93202015 53
111 -25.93361661  027.93015584 53
112 -25.93368537  027.93002715 -25.93370683  027.92995991
111 -25.93368537  027.93002715
112 -25.93368537  027.93002715 -25.93369869  027.92998540 53
112 -25.93367796  027.92990848 -25.93365386  027.92987557
111 -25.93367796  027.92990848
112 -25.93367796  027.92990848 -25.93364481  027.92987705 53
115 -25.93351946  027.92993394
120 Linear Feature 32
111 -25.92937142  027.93515110 53
112 -25.92951279  027.93510142 -25.92957300  027.93503171
111 -25.92951279  027.93510142 53
111 -25.93135516  027.93287795
112 -25.93135516  027.93287795 -25.93141464  027.93280078 53
116 -25.93141475  027.93247211 -25.93134725  027.93232040
120 Linear Feature 31
111 -25.92928993  027.93746116 53
111 -25.92901674  027.93718448 53
111 -25.92873046  027.93689454 53
111 -25.92867542  027.93679295 53
112 -25.92865777  027.93613304 -25.92888123  027.93576928
111 -25.92865777  027.93613304 53
111 -25.92868955  027.93609355 53
116 -25.92871800  027.93595666 -25.92869758  027.93587157
120 Linear Feature 30
112 -25.93484565  027.93129535 -25.93488418  027.93122205 53
112 -25.93480531  027.93096193 -25.93468946  027.93081626
111 -25.93480531  027.93096193 53
111 -25.93447824  027.93060753 53
111 -25.93439043  027.93051238 53
111 -25.93420680  027.93034960 53
111 -25.93411749  027.93026758 53
111 -25.93404026  027.93019665
112 -25.93404026  027.93019665 -25.93397463  027.93015988 53
112 -25.93384465  027.93018812 -25.93378054  027.93021433
111 -25.93384465  027.93018812
112 -25.93384465  027.93018812 -25.93375380  027.93022526 53
112 -25.93358841  027.93040361 -25.93351033  027.93049626
111 -25.93358841  027.93040361 53
111 -25.92900819  027.93592843
112 -25.92900819  027.93592843 -25.92887653  027.93609202 53
112 -25.92877246  027.93629760 -25.92872998  027.93640249
111 -25.92877246  027.93629760
112 -25.92877246  027.93629760 -25.92873774  027.93642764 53
112 -25.92878845  027.93664155 -25.92882942  027.93675545
111 -25.92878845  027.93664155 53
111 -25.92901845  027.93678821 53
111 -25.92919939  027.93697250
112 -25.92919939  027.93697250 -25.92936604  027.93713367 53
115 -25.92959055  027.93709881
120 Linear Feature 29
111 -25.93988890  027.92522149 53
112 -25.93982603  027.92485973 -25.93962864  027.92468993
111 -25.93982603  027.92485973 53
111 -25.93901975  027.92439574
112 -25.93901975  027.92439574 -25.93870299  027.92424606 53
111 -25.93848439  027.92451850 53
111 -25.93847140  027.92453411 53
111 -25.93764654  027.92552559 53
111 -25.93427093  027.92958308 53
112 -25.93418915  027.92982648 -25.93418399  027.92996747
111 -25.93418915  027.92982648
112 -25.93418915  027.92982648 -25.93418714  027.92988144 53
112 -25.93422445  027.93000515 -25.93425292  027.93006805
111 -25.93422445  027.93000515
112 -25.93422445  027.93000515 -25.93423920  027.93003127 53
112 -25.93427040  027.93008118 -25.93428616  027.93010567
111 -25.93427040  027.93008118
112 -25.93427040  027.93008118 -25.93439049  027.93026777 53
111 -25.93452985  027.93040190
112 -25.93452985  027.93040190 -25.93455251  027.93042547 53
112 -25.93459841  027.93047011 -25.93462131  027.93049196
111 -25.93459841  027.93047011
112 -25.93459841  027.93047011 -25.93476465  027.93062868 53
111 -25.93492655  027.93073770
112 -25.93492655  027.93073770 -25.93501186  027.93078375 53
116 -25.93535346  027.93068316 -25.93560479  027.93051701
120 Linear Feature 28
112 -25.94035399  027.92466314 -25.94026237  027.92473106 53
112 -25.94011436  027.92473185 -25.94001082  027.92470617
111 -25.94011436  027.92473185 53
111 -25.93907954  027.92424600 53
112 -25.93899666  027.92392979 -25.93914004  027.92374684
111 -25.93899666  027.92392979 53
111 -25.93913331  027.92376296 53
111 -25.94665419  027.91470233
112 -25.94665419  027.91470233 -25.94671539  027.91463582 53
112 -25.94717047  027.91457233 -25.94741717  027.91473271
111 -25.94717047  027.91457233 53
111 -25.94725985  027.91471316 53
111 -25.94748620  027.91494056 53
111 -25.94751021  027.91496622 53
112 -25.94762872  027.91537900 -25.94759967  027.91561094
111 -25.94762872  027.91537900 53
115 -25.94756342  027.91569328
120 Linear Feature 47
111 -25.93903849  027.92366541 2
115 -25.93913331  027.92376296
120 Linear Feature 46
111 -25.94545570  027.91567704 22
115 -25.94607909  027.91492407
120 Linear Feature 27
111 -25.94801303  027.91515195 53
111 -25.94763234  027.91476545 53
111 -25.94740097  027.91453055 53
111 -25.94725784  027.91445455 53
111 -25.94715170  027.91435879
112 -25.94715170  027.91435879 -25.94692666  027.91416908 53
111 -25.94674424  027.91437982 53
111 -25.94636314  027.91483525
112 -25.94636314  027.91483525 -25.94625672  027.91494000 53
111 -25.94616152  027.91493760 53
111 -25.94607909  027.91492407 53
111 -25.94595903  027.91490436
112 -25.94595903  027.91490436 -25.94590601  027.91490148 53
111 -25.94587242  027.91493347 53
111 -25.94545702  027.91544147
112 -25.94545702  027.91544147 -25.94542888  027.91548374 53
111 -25.94543570  027.91553669 53
111 -25.94545570  027.91567704 53
111 -25.94547417  027.91580671 53
112 -25.94544868  027.91593996 -25.94541583  027.91598990
111 -25.94544868  027.91593996 53
111 -25.93903849  027.92366541 53
111 -25.93902919  027.92367662 53
112 -25.93896147  027.92371492 -25.93892476  027.92372211
111 -25.93896147  027.92371492 53
111 -25.93887608  027.92372321
112 -25.93887608  027.92372321 -25.93880754  027.92371362 53
115 -25.93880188  027.92367880
120 Linear Feature 40
111 -25.94748895  027.91638463 1
111 -25.94785952  027.91593869 1
112 -25.94781858  027.91510947 -25.94747383  027.91468073
111 -25.94781858  027.91510947 1
111 -25.94756485  027.91484804 7
111 -25.94724195  027.91452209 1
111 -25.94710471  027.91438869
112 -25.94710471  027.91438869 -25.94694234  027.91425971 1
111 -25.94680221  027.91440968 1
111 -25.94634384  027.91496230 1
111 -25.94620923  027.91512748 1
111 -25.94607622  027.91529158 1
111 -25.94593439  027.91546392 1
111 -25.94547724  027.91601516 1
111 -25.93907752  027.92372259 1
111 -25.93895614  027.92385828 1
111 -25.93866977  027.92419122 1
111 -25.93854476  027.92433550 1
111 -25.93814474  027.92482023 1
111 -25.93772015  027.92533150 1
111 -25.93559815  027.92787557 1
111 -25.93523937  027.92830766 1
111 -25.93410937  027.92966997 1
111 -25.93376123  027.93008842 1
111 -25.93183343  027.93241164 1
111 -25.93160376  027.93268658 1
111 -25.92954414  027.93517292 1
111 -25.92922052  027.93556219 1
111 -25.92905318  027.93576437 1
111 -25.92889179  027.93595725 1
111 -25.92874489  027.93613498 1
111 -25.92870783  027.93618240
112 -25.92870783  027.93618240 -25.92851952  027.93647779 1
111 -25.92872266  027.93674378 1
111 -25.92877568  027.93679842 7
111 -25.92898991  027.93701699 7
111 -25.92909528  027.93709418 1
111 -25.92952418  027.93740382
112 -25.92952418  027.93740382 -25.92968419  027.93750678 1
112 -25.93009076  027.93734347 -25.93030486  027.93712092
111 -25.93009076  027.93734347 1
115 -25.93015929  027.93726246
120 Linear Feature 38
111 -25.94133281  027.92566022 53
111 -25.94112893  027.92554928 53
111 -25.94085946  027.92540265
112 -25.94085946  027.92540265 -25.94045455  027.92523093 53
116 -25.94027852  027.92541863 -25.94017940  027.92553966
120 Linear Feature 129
112 -25.93772015  027.92533150 -25.93785515  027.92504548 1
116 -25.93756047  027.92493670 -25.93751789  027.92493643
120 Linear Feature 128
112 -25.93793148  027.92491553 -25.93776768  027.92491553 1
115 -25.93771761  027.92483449
120 Linear Feature 127
111 -25.92957812  027.93154417 1
115 -25.92936863  027.93179772
120 Linear Feature 126
111 -25.92916839  027.93518364 1
111 -25.92923667  027.93542105
112 -25.92923667  027.93542105 -25.92925628  027.93550502 1
115 -25.92922052  027.93556219
120 Linear Feature 125
111 -25.92900227  027.93533976 1
111 -25.92907710  027.93560437 1
116 -25.92905318  027.93576437 -25.92900724  027.93582548
120 Linear Feature 124
112 -25.92889179  027.93595725 -25.92894075  027.93590021 1
111 -25.92892364  027.93581082 1
115 -25.92884450  027.93552669
120 Linear Feature 123
112 -25.92954414  027.93517292 -25.92949517  027.93521700 1
111 -25.92944884  027.93520776 1
111 -25.92921004  027.93515407
112 -25.92921004  027.93515407 -25.92913245  027.93513751 1
111 -25.92908675  027.93519338 1
111 -25.92872380  027.93563003
112 -25.92872380  027.93563003 -25.92867613  027.93569214 1
111 -25.92870139  027.93577238 1
111 -25.92877122  027.93601155
112 -25.92877122  027.93601155 -25.92878463  027.93607814 1
115 -25.92874489  027.93613498
120 Linear Feature 122
111 -25.93591621  027.93033027 1
111 -25.93552574  027.93080081
112 -25.93552574  027.93080081 -25.93517485  027.93113338 1
115 -25.93482906  027.93083304
120 Linear Feature 121
111 -25.93547068  027.93148462 1
112 -25.93546392  027.93089156 -25.93569794  027.93058026
111 -25.93546392  027.93089156 1
115 -25.93586269  027.93040696
120 Linear Feature 120
111 -25.93459452  027.93193556 1
111 -25.93495589  027.93150217
112 -25.93495589  027.93150217 -25.93520706  027.93125666 1
115 -25.93547068  027.93148462
120 Linear Feature 119
111 -25.93493085  027.93093589 1
112 -25.93495180  027.93149029 -25.93476790  027.93179023
111 -25.93495180  027.93149029 1
115 -25.93458877  027.93192877
120 Linear Feature 118
111 -25.93964747  027.92585277 1
111 -25.94002321  027.92540058 1
116 -25.94071561  027.92523442 -25.94113094  027.92540957
120 Linear Feature 117
112 -25.93987733  027.92476834 -25.94024356  027.92506280 1
111 -25.93998139  027.92543503 1
115 -25.93959394  027.92590310
120 Linear Feature 116
111 -25.94104276  027.92415722 1
111 -25.94064653  027.92463293
112 -25.94064653  027.92463293 -25.94032478  027.92498990 1
115 -25.93991813  027.92479065
120 Linear Feature 115
112 -25.94080148  027.92528101 -25.94041496  027.92497457 1
111 -25.94068325  027.92460302 1
115 -25.94106655  027.92414341
120 Linear Feature 114
111 -25.94158894  027.92598617 1
111 -25.94160113  027.92597202 1
116 -25.94190981  027.92589694 -25.94210965  027.92596403
120 Linear Feature 113
112 -25.93852392  027.92967545 -25.93847379  027.92976572 1
111 -25.93852180  027.92983717 1
115 -25.93863001  027.93001561
120 Linear Feature 112
112 -25.94089798  027.92772920 -25.94084208  027.92778586 1
111 -25.94076919  027.92772496 1
115 -25.94074104  027.92769614
120 Linear Feature 111
111 -25.94103463  027.92756229 1
116 -25.94088608  027.92751963 -25.94079595  027.92744155
120 Linear Feature 110
111 -25.94119290  027.92737508 1
116 -25.94103313  027.92734280 -25.94093794  027.92725931
120 Linear Feature 109
111 -25.94132190  027.92719294 1
116 -25.94117280  027.92717374 -25.94110203  027.92710748
120 Linear Feature 108
111 -25.94203417  027.92784093 1
111 -25.94136776  027.92716608 1
116 -25.94134305  027.92711031 -25.94133958  027.92707822
120 Linear Feature 107
111 -25.94132494  027.92697376 1
115 -25.94176674  027.92742216
120 Linear Feature 106
112 -25.94109679  027.92657913 -25.94105002  027.92667938 1
115 -25.94111091  027.92675601
120 Linear Feature 105
111 -25.94063642  027.92792062 1
112 -25.94075099  027.92790826 -25.94080311  027.92785698
111 -25.94075099  027.92790826 1
111 -25.94089798  027.92772920 1
111 -25.94103463  027.92756229 1
111 -25.94119290  027.92737508 1
111 -25.94127393  027.92727698 1
112 -25.94132190  027.92719294 -25.94134263  027.92714101
111 -25.94132190  027.92719294
112 -25.94132190  027.92719294 -25.94133140  027.92716916 1
112 -25.94134305  027.92711031 -25.94134657  027.92707939
111 -25.94134305  027.92711031
112 -25.94134305  027.92711031 -25.94134774  027.92706914 1
112 -25.94132494  027.92697376 -25.94130562  027.92692483
111 -25.94132494  027.92697376 1
111 -25.94111091  027.92675601 1
116 -25.94095092  027.92675342 -25.94086714  027.92681486
120 Linear Feature 104
111 -25.94059852  027.92768546 1
115 -25.94027226  027.92807883
120 Linear Feature 103
111 -25.94042972  027.92771078 1
111 -25.94063642  027.92792062 1
111 -25.94074567  027.92803106 1
111 -25.94088471  027.92817119 1
115 -25.94107921  027.92836993
120 Linear Feature 102
111 -25.94037510  027.92763692 1
116 -25.94041762  027.92739652 -25.94048486  027.92729183
120 Linear Feature 101
112 -25.94016829  027.92769679 -25.94024640  027.92762373 1
115 -25.94032978  027.92768662
120 Linear Feature 100
111 -25.93960252  027.92858973 1
116 -25.93963809  027.92833586 -25.93970606  027.92821920
120 Linear Feature 99
111 -25.93939239  027.92863210 1
116 -25.93956631  027.92863095 -25.93965694  027.92871033
120 Linear Feature 98
111 -25.93962239  027.92865453 1
111 -25.93963101  027.92866201 1
111 -25.93980435  027.92883401 1
111 -25.93993532  027.92896398 1
111 -25.94039273  027.92941565 1
111 -25.94050569  027.92952652 1
111 -25.94072534  027.92974315
112 -25.94072534  027.92974315 -25.94076378  027.92976088 2
111 -25.94080096  027.92972609 2
115 -25.94089153  027.92961693
120 Linear Feature 97
111 -25.93867708  027.93009153 1
112 -25.93869368  027.92994547 -25.93873196  027.92988795
111 -25.93869368  027.92994547 1
111 -25.93957990  027.92888911 1
112 -25.93962395  027.92877612 -25.93963140  027.92871744
111 -25.93962395  027.92877612 1
115 -25.93963101  027.92866201
120 Linear Feature 96
111 -25.93916724  027.93088070 1
116 -25.93944813  027.93088150 -25.93959084  027.93076616
120 Linear Feature 95
111 -25.93934378  027.93116481 1
112 -25.93936137  027.93098720 -25.93941439  027.93091146
111 -25.93936137  027.93098720 1
111 -25.93944813  027.93088150 1
111 -25.94011762  027.93007634 1
115 -25.94015231  027.93006784
120 Linear Feature 94
111 -25.93823380  027.93002610 1
112 -25.93863001  027.93001561 -25.93883375  027.93019836
111 -25.93863001  027.93001561 1
111 -25.93867708  027.93009153 1
111 -25.93916724  027.93088070 1
111 -25.93934378  027.93116481 1
111 -25.93965652  027.93166759
112 -25.93965652  027.93166759 -25.93981532  027.93189975 1
112 -25.94020019  027.93181425 -25.94036007  027.93170581
111 -25.94020019  027.93181425
112 -25.94020019  027.93181425 -25.94024063  027.93178496 1
112 -25.94034238  027.93168441 -25.94038597  027.93163769
111 -25.94034238  027.93168441 1
115 -25.94077494  027.93115479
120 Linear Feature 93
112 -25.93736265  027.92462140 -25.93744513  027.92467520 1
116 -25.93731458  027.92499981 -25.93709598  027.92512677
120 Linear Feature 193
111 -25.93764804  027.92452730 20
111 -25.93670274  027.92410450 20
111 -25.93664401  027.92407825 20
111 -25.93642614  027.92398100 20
111 -25.93612433  027.92384457 20
115 -25.93585156  027.92372273
120 Linear Feature 92
112 -25.93772015  027.92533150 -25.93779094  027.92523274 1
112 -25.93761086  027.92473416 -25.93734040  027.92455293
111 -25.93761086  027.92473416 1
111 -25.93746208  027.92466492 1
111 -25.93736265  027.92462140 1
111 -25.93735245  027.92461682 1
111 -25.93707220  027.92449109 1
111 -25.93700890  027.92446269 1
111 -25.93685802  027.92439500 1
111 -25.93679116  027.92436500 1
111 -25.93670800  027.92432769 1
111 -25.93649779  027.92423338 1
111 -25.93645586  027.92421457 1
111 -25.93636994  027.92417602 1
111 -25.93633050  027.92415833 1
111 -25.93631155  027.92414982 1
111 -25.93619187  027.92409613 1
111 -25.93616363  027.92408346 1
111 -25.93615054  027.92407759 1
111 -25.93605674  027.92403550 1
111 -25.93601376  027.92401633 1
115 -25.93595141  027.92398852
120 Linear Feature 91
112 -25.93521938  027.92760049 -25.93521235  027.92747525 1
111 -25.93529195  027.92738474 1
111 -25.93717454  027.92511746 1
112 -25.93731458  027.92499981 -25.93739855  027.92494890
111 -25.93731458  027.92499981
112 -25.93731458  027.92499981 -25.93735700  027.92497409 1
112 -25.93745965  027.92494541 -25.93751515  027.92493741
111 -25.93745965  027.92494541 1
112 -25.93756047  027.92493670 -25.93761597  027.92492869
111 -25.93756047  027.92493670 1
111 -25.93793148  027.92491553 1
116 -25.93814474  027.92482023 -25.93826081  027.92471531
120 Linear Feature 90
111 -25.93528447  027.92791445 1
112 -25.93530976  027.92794353 -25.93532535  027.92795085
111 -25.93530976  027.92794353
112 -25.93530976  027.92794353 -25.93544490  027.92798641 1
115 -25.93559815  027.92787557
120 Linear Feature 89
112 -25.93523937  027.92830766 -25.93526519  027.92827389 1
111 -25.93530132  027.92819868
112 -25.93530132  027.92819868 -25.93532424  027.92814793 1
111 -25.93531237  027.92805891 1
111 -25.93528447  027.92791445 1
111 -25.93525265  027.92776690 1
111 -25.93521938  027.92760049 1
111 -25.93512839  027.92717844 1
112 -25.93508908  027.92709798 -25.93505882  027.92705383
111 -25.93508908  027.92709798
112 -25.93508908  027.92709798 -25.93507897  027.92708323 1
112 -25.93505140  027.92705247 -25.93503596  027.92703686
111 -25.93505140  027.92705247 1
112 -25.93470659  027.92670274 -25.93469115  027.92668713
111 -25.93470659  027.92670274 1
111 -25.93455814  027.92655218 1
111 -25.93440756  027.92639944 1
111 -25.93425808  027.92624783 2
111 -25.93417113  027.92635192 2
111 -25.93385144  027.92673440 1
111 -25.93393412  027.92681891 1
111 -25.93400054  027.92688677 1
111 -25.93414878  027.92703842 1
111 -25.93420179  027.92709264 1
111 -25.93429846  027.92719149 1
111 -25.93439286  027.92728803
112 -25.93439286  027.92728803 -25.93442888  027.92732336 1
112 -25.93454828  027.92732274 -25.93463022  027.92730280
111 -25.93454828  027.92732274 1
111 -25.93468874  027.92727308
112 -25.93468874  027.92727308 -25.93475802  027.92723912 1
111 -25.93480565  027.92728286 1
111 -25.93518946  027.92767456
112 -25.93518946  027.92767456 -25.93523077  027.92771584 1
115 -25.93525265  027.92776690
120 Linear Feature 88
112 -25.93159249  027.93244668 -25.93169129  027.93252261 1
115 -25.93183343  027.93241164
120 Linear Feature 87
111 -25.93150341  027.93235761 1
111 -25.93159249  027.93244668
112 -25.93159249  027.93244668 -25.93170296  027.93255980 1
115 -25.93160376  027.93268658
120 Linear Feature 86
112 -25.93133833  027.92965489 -25.93127563  027.92975566 1
115 -25.93134365  027.92984120
120 Linear Feature 85
111 -25.93235322  027.92842637 1
116 -25.93254301  027.92846262 -25.93264005  027.92857504
120 Linear Feature 84
112 -25.93298975  027.92892342 -25.93304810  027.92903152 1
115 -25.93298560  027.92911095
120 Linear Feature 83
111 -25.93417820  027.93017040 1
116 -25.93376123  027.93008842 -25.93354878  027.93017621
120 Linear Feature 82
112 -25.93410937  027.92966997 -25.93402125  027.92995513 1
115 -25.93417820  027.93017040
120 Linear Feature 81
112 -25.93381095  027.92979812 -25.93396541  027.92977785 1
115 -25.93410937  027.92966997
120 Linear Feature 80
111 -25.93376123  027.93008842 1
116 -25.93382848  027.92981509 -25.93382352  027.92970963
120 Linear Feature 79
112 -25.93120115  027.92981916 -25.93125700  027.92971504 1
116 -25.93119906  027.92962862 -25.93117679  027.92959906
120 Linear Feature 78
111 -25.93117508  027.92985368 1
116 -25.93134365  027.92984120 -25.93144182  027.92990187
120 Linear Feature 77
111 -25.93136751  027.92961649 1
111 -25.93133833  027.92965489 1
111 -25.93127792  027.92972631 1
111 -25.93120115  027.92981916 1
111 -25.93117508  027.92985368 1
115 -25.93043556  027.93075116
120 Linear Feature 76
112 -25.93181075  027.93031965 -25.93188444  027.93042164 1
115 -25.93180690  027.93051756
120 Linear Feature 75
112 -25.93180690  027.93051756 -25.93188500  027.93045372 1
115 -25.93196980  027.93050914
120 Linear Feature 74
111 -25.93196913  027.93032329 1
111 -25.93189163  027.93041631 1
111 -25.93180690  027.93051756 1
111 -25.93175765  027.93057637 1
111 -25.93168764  027.93066067 1
111 -25.93161382  027.93074882 1
111 -25.93154882  027.93082637 1
115 -25.93087877  027.93162580
120 Linear Feature 73
111 -25.93196913  027.93032329 1
116 -25.93196980  027.93050914 -25.93202762  027.93061643
120 Linear Feature 72
112 -25.93317209  027.92911227 -25.93306521  027.92902049 1
111 -25.93298560  027.92911095 1
111 -25.93196913  027.93032329
112 -25.93196913  027.93032329 -25.93188707  027.93038857 1
115 -25.93181075  027.93031965
120 Linear Feature 71
112 -25.93317232  027.92892873 -25.93311267  027.92902619 1
115 -25.93317209  027.92911227
120 Linear Feature 70
111 -25.93428797  027.92759600 1
111 -25.93317232  027.92892873
112 -25.93317232  027.92892873 -25.93307653  027.92901084 1
115 -25.93298975  027.92892342
120 Linear Feature 69
111 -25.93119919  027.92962845 1
111 -25.93125987  027.92968983
112 -25.93125987  027.92968983 -25.93126935  027.92970347 1
111 -25.93127811  027.92972623 1
112 -25.93130438  027.92978330 -25.93131991  027.92980690
111 -25.93130438  027.92978330 1
111 -25.93134380  027.92984104 1
111 -25.93181075  027.93031965 1
111 -25.93184397  027.93035358 1
111 -25.93189163  027.93041631 1
111 -25.93192393  027.93046082 1
111 -25.93196980  027.93050914 1
115 -25.93242056  027.93097350
120 Linear Feature 68
111 -25.93254688  027.92824723 1
111 -25.93235322  027.92842637 1
111 -25.93231835  027.92846385 1
111 -25.93136751  027.92961649
112 -25.93136751  027.92961649 -25.93128906  027.92969222 1
111 -25.93119906  027.92962862 1
111 -25.93064122  027.92907718 1
112 -25.93062497  027.92894325 -25.93066242  027.92887225
111 -25.93062497  027.92894325 1
111 -25.93066807  027.92887462 1
115 -25.93139478  027.92800234
120 Linear Feature 67
112 -25.94147639  027.92565641 -25.94170777  027.92579520 1
111 -25.94158894  027.92598617 1
111 -25.94109679  027.92657913 1
111 -25.94095092  027.92675342 1
111 -25.94041762  027.92739652 1
111 -25.94016829  027.92769679 1
111 -25.93963809  027.92833586 1
111 -25.93939239  027.92863210 1
111 -25.93852392  027.92967545 1
111 -25.93823380  027.93002610 1
111 -25.93649264  027.93212563 1
112 -25.93611907  027.93214055 -25.93591917  027.93195742
111 -25.93611907  027.93214055 7
111 -25.93584917  027.93186970 1
111 -25.93547068  027.93148462 1
111 -25.93493085  027.93093589 1
111 -25.93482906  027.93083304 1
111 -25.93453792  027.93053812 7
111 -25.93421881  027.93021149 1
111 -25.93417820  027.93017040 1
111 -25.93382848  027.92981509 1
111 -25.93381095  027.92979812 1
111 -25.93367039  027.92965391 1
111 -25.93354754  027.92950100 1
111 -25.93317209  027.92911227 1
111 -25.93298975  027.92892342 1
111 -25.93254301  027.92846262 1
112 -25.93254688  027.92824723 -25.93261585  027.92814777
111 -25.93254688  027.92824723 1
115 -25.93333401  027.92729292
120 Linear Feature 66
111 -25.93898359  027.92427934 1
111 -25.93913908  027.92435929 7
111 -25.93958488  027.92460673 1
111 -25.93987733  027.92476834 1
111 -25.93991813  027.92479065 1
111 -25.94071561  027.92523442 1
111 -25.94080148  027.92528101 1
111 -25.94113706  027.92546773 1
111 -25.94116020  027.92548064 7
111 -25.94147639  027.92565641 7
111 -25.94151081  027.92567551 1
111 -25.94190981  027.92589694 1
111 -25.94275229  027.92636502 1
111 -25.94305190  027.92652715 1
111 -25.94681131  027.92861233 1
115 -25.94793170  027.92923219
120 Linear Feature 65
111 -25.93695526  027.92262105 1
111 -25.93697216  027.92262879 1
111 -25.93728385  027.92276848 1
111 -25.93755511  027.92289065 1
111 -25.93789031  027.92304160 1
111 -25.93826743  027.92321243 1
111 -25.93857379  027.92333662 1
112 -25.93869225  027.92349909 -25.93874095  027.92362383
111 -25.93869225  027.92349909 1
111 -25.93875703  027.92371816 1
111 -25.93878744  027.92382584 1
111 -25.93887880  027.92414387
112 -25.93887880  027.92414387 -25.93890052  027.92420348 1
112 -25.93894718  027.92425232 -25.93897233  027.92427368
111 -25.93894718  027.92425232 1
115 -25.93898359  027.92427934
120 Linear Feature 136
111 -25.93508908  027.92709798 20
115 -25.93681259  027.92502172
120 Linear Feature 135
111 -25.93879091  027.92367368 2
115 -25.93869153  027.92371262
120 Linear Feature 134
112 -25.93898359  027.92427934 -25.93876787  027.92409837 1
115 -25.93895614  027.92385828
120 Linear Feature 133
111 -25.93854476  027.92433550 1
116 -25.93898359  027.92427934 -25.93924686  027.92440094
120 Linear Feature 132
112 -25.93878744  027.92382584 -25.93883049  027.92399961 1
115 -25.93866977  027.92419122
120 Linear Feature 131
111 -25.93875703  027.92371816 1
116 -25.93907752  027.92372259 -25.93932615  027.92353269
120 Linear Feature 45
111 -25.92868144  027.93582693 22
115 -25.92926488  027.93512350
120 Linear Feature 154
111 -25.93547513  027.92583171 1
111 -25.93549035  027.92584724 1
111 -25.93553176  027.92588940 1
115 -25.93581675  027.92617959
120 Linear Feature 153
111 -25.93608306  027.92585750 1
111 -25.93579541  027.92556984 1
111 -25.93575351  027.92552600 1
115 -25.93574119  027.92551359
120 Linear Feature 152
111 -25.93600509  027.92519692 1
111 -25.93601673  027.92520942 1
111 -25.93606331  027.92525482 1
115 -25.93634839  027.92553805
120 Linear Feature 142
111 -25.93479682  027.92710127 20
111 -25.93486813  027.92711144 20
111 -25.93489099  027.92708486 20
111 -25.93461973  027.92680815 20
111 -25.93447070  027.92665642 20
111 -25.93432045  027.92650383 20
111 -25.93417113  027.92635192 20
111 -25.93408569  027.92626511 20
111 -25.93389854  027.92648879 20
111 -25.93403077  027.92662232 20
111 -25.93406583  027.92665871 20
111 -25.93413323  027.92672848 20
111 -25.93429821  027.92689725 20
111 -25.93433319  027.92693304 20
111 -25.93448549  027.92708825 20
111 -25.93454336  027.92708686 20
113 -25.93465387  027.92695621 20
120 Linear Feature 141
111 -25.93400054  027.92688677 2
111 -25.93413298  027.92672824 2
111 -25.93432045  027.92650383 2
115 -25.93440756  027.92639944
120 Linear Feature 140
111 -25.93455814  027.92655218 2
111 -25.93447070  027.92665642 2
115 -25.93414878  027.92703842
120 Linear Feature 139
111 -25.93429846  027.92719149 2
111 -25.93461973  027.92680815 2
115 -25.93470659  027.92670274
120 Linear Feature 138
111 -25.93429821  027.92689725 1
111 -25.93432536  027.92686412
