I
1050 Generated by WorldEditor 2.1.0r1

1   1869 1 0 KLSV Nellis AFB
116  36.24571790 -115.03393684  36.24561148 -115.03369472
120 Linear Feature 33
111  36.24653572 -115.03451732 51
111  36.24652195 -115.03390293 51
111  36.24651744 -115.03370116 51
112  36.24644430 -115.03347672  36.24637116 -115.03336790
111  36.24644430 -115.03347672 51
111  36.24607676 -115.03290089 51
111  36.24568460 -115.03228650
112  36.24568460 -115.03228650  36.24566175 -115.03224796 51
115  36.24565270 -115.03221075
120 Linear Feature 20
111  36.24173364 -115.02048546 51
112  36.24172868 -115.02095308  36.24187733 -115.02118289
111  36.24172868 -115.02095308
112  36.24172868 -115.02095308  36.24153070 -115.02072294 51
115  36.24133308 -115.02092085
120 Linear Feature 19
111  36.24207364 -115.02095707 51
112  36.24205348 -115.02141715  36.24219295 -115.02168337
111  36.24205348 -115.02141715
112  36.24205348 -115.02141715  36.24186069 -115.02120576 51
115  36.24168861 -115.02137307
120 Linear Feature 18
111  36.24250493 -115.02160455 51
112  36.24211406 -115.02150371  36.24192687 -115.02125115
111  36.24211406 -115.02150371 51
111  36.24205348 -115.02141715 51
115  36.24172868 -115.02095308
120 Linear Feature 17
111  36.24283526 -115.02056855 51
112  36.24246273 -115.02053669  36.24227922 -115.02072782
111  36.24246273 -115.02053669 51
111  36.24237955 -115.02062657 51
111  36.24207364 -115.02095707 51
111  36.24168861 -115.02137307 51
111  36.24134676 -115.02174240 51
115  36.24093591 -115.02218629
120 Linear Feature 16
111  36.24330815 -115.02073447 51
112  36.24289949 -115.02065956  36.24270130 -115.02037515
111  36.24289949 -115.02065956 51
111  36.24252879 -115.02013852
112  36.24252879 -115.02013852  36.24232693 -115.01987913 51
111  36.24211773 -115.02006798 51
111  36.24204440 -115.02014768 51
111  36.24173364 -115.02048546 51
111  36.24133308 -115.02092085 51
111  36.24100989 -115.02127214 51
115  36.24060008 -115.02171759
120 Linear Feature 13
111  36.23985007 -115.02228549 51
112  36.24012275 -115.02228823  36.24025550 -115.02241859
111  36.24012275 -115.02228823
112  36.24012275 -115.02228823  36.24002399 -115.02211969 51
115  36.24015809 -115.02195143
120 Linear Feature 15
111  36.24012275 -115.02228823 51
111  36.24032779 -115.02257963 51
115  36.24070366 -115.02311381
120 Linear Feature 14
111  36.23979353 -115.02267798 51
111  36.23998552 -115.02294742 51
115  36.24036488 -115.02347985
120 Linear Feature 12
111  36.23950854 -115.02265588 51
112  36.23979353 -115.02267798  36.23992416 -115.02284783
111  36.23979353 -115.02267798
112  36.23979353 -115.02267798  36.23969689 -115.02248574 51
115  36.23981771 -115.02232058
120 Linear Feature 11
111  36.23932277 -115.02316246 51
112  36.23935068 -115.02282708  36.23947302 -115.02265454
111  36.23935068 -115.02282708 51
111  36.23950854 -115.02265588 51
111  36.23981771 -115.02232058 51
111  36.23985007 -115.02228549 51
111  36.24015809 -115.02195143 51
111  36.24031497 -115.02178130
112  36.24031497 -115.02178130  36.24050188 -115.02163514 51
111  36.24064100 -115.02182607 51
115  36.24118793 -115.02259108
120 Linear Feature 9
111  36.23916939 -115.02521775 51
112  36.23873856 -115.02515449  36.23855165 -115.02490827
111  36.23873856 -115.02515449
112  36.23873856 -115.02515449  36.23890954 -115.02545733 51
115  36.23873028 -115.02569342
120 Linear Feature 10
111  36.23836807 -115.02464739 51
111  36.23837489 -115.02463925 51
115  36.23838134 -115.02463158
120 Linear Feature 8
111  36.23791779 -115.02358553 51
112  36.23790667 -115.02397587  36.23802245 -115.02417154
111  36.23790667 -115.02397587 51
111  36.23837489 -115.02463925 51
115  36.23873856 -115.02515449
120 Linear Feature 9
111  36.23951486 -115.02484352 51
112  36.23907580 -115.02479201  36.23888889 -115.02454579
111  36.23907580 -115.02479201
112  36.23907580 -115.02479201  36.23924678 -115.02509485 51
115  36.23905714 -115.02533935
120 Linear Feature 10
111  36.23870531 -115.02428490 51
111  36.23871213 -115.02427676 51
115  36.23871857 -115.02426909
120 Linear Feature 8
111  36.23825502 -115.02322305 51
112  36.23824390 -115.02361338  36.23835969 -115.02380906
111  36.23824390 -115.02361338 51
111  36.23871213 -115.02427676 51
115  36.23907580 -115.02479201
120 Linear Feature 9
111  36.23985523 -115.02447482 51
112  36.23940789 -115.02442616  36.23922098 -115.02417994
111  36.23940789 -115.02442616
112  36.23940789 -115.02442616  36.23957887 -115.02472900 51
115  36.23939300 -115.02497553
120 Linear Feature 10
111  36.23903740 -115.02391905 51
111  36.23904422 -115.02391092 51
115  36.23905066 -115.02390324
120 Linear Feature 8
111  36.23858711 -115.02285720 51
112  36.23857600 -115.02324753  36.23869178 -115.02344321
111  36.23857600 -115.02324753 51
111  36.23904422 -115.02391092 51
115  36.23940789 -115.02442616
120 Linear Feature 10
111  36.23803266 -115.02500717 51
111  36.23803949 -115.02499904 51
115  36.23804593 -115.02499136
120 Linear Feature 9
111  36.24030996 -115.02398224 51
112  36.23986547 -115.02393038  36.23967856 -115.02368416
111  36.23986547 -115.02393038
112  36.23986547 -115.02393038  36.24003645 -115.02423322 51
115  36.23983662 -115.02449498
120 Linear Feature 9
111  36.23883653 -115.02557832 51
112  36.23840177 -115.02551049  36.23821486 -115.02526427
111  36.23840177 -115.02551049
112  36.23840177 -115.02551049  36.23857276 -115.02581333 51
115  36.23838936 -115.02606272
120 Linear Feature 7
111  36.23986547 -115.02393038 51
111  36.23932277 -115.02316246 51
111  36.23903286 -115.02275225 51
112  36.23870371 -115.02273091  36.23851467 -115.02289286
111  36.23870371 -115.02273091 51
111  36.23858711 -115.02285720 51
111  36.23825396 -115.02321808 51
111  36.23792065 -115.02357912 51
111  36.23767713 -115.02384290 51
112  36.23759732 -115.02403911  36.23759201 -115.02414773
111  36.23759732 -115.02403911 51
111  36.23759554 -115.02427720
112  36.23759554 -115.02427720  36.23759731 -115.02436718 51
111  36.23764865 -115.02444727 51
111  36.23803949 -115.02499904 51
115  36.23840177 -115.02551049
120 Linear Feature 2
111  36.22894684 -115.02359309 51
112  36.22893366 -115.02352998  36.22893427 -115.02350027
111  36.22893366 -115.02352998 51
111  36.22894818 -115.02302101 51
111  36.22894964 -115.02296999
112  36.22894964 -115.02296999  36.22895332 -115.02285342 51
116  36.22913837 -115.02289179  36.22920598 -115.02297941
120 Linear Feature 2
111  36.22917833 -115.02406082 51
112  36.22916560 -115.02399918  36.22916621 -115.02396947
111  36.22916560 -115.02399918 51
111  36.22918012 -115.02349022 51
111  36.22918158 -115.02343920
112  36.22918158 -115.02343920  36.22918526 -115.02332263 51
116  36.22937268 -115.02336030  36.22944028 -115.02344792
120 Linear Feature 2
111  36.22941791 -115.02452845 51
112  36.22940518 -115.02446681  36.22940580 -115.02443710
111  36.22940518 -115.02446681 51
111  36.22941971 -115.02395785 51
111  36.22942116 -115.02390683
112  36.22942116 -115.02390683  36.22942485 -115.02379026 51
116  36.22961227 -115.02382793  36.22967987 -115.02391554
120 Linear Feature 2
111  36.22964763 -115.02498573 51
112  36.22963712 -115.02492812  36.22963774 -115.02489841
111  36.22963712 -115.02492812 51
111  36.22965164 -115.02441916 51
111  36.22965310 -115.02436814
112  36.22965310 -115.02436814  36.22965679 -115.02425157 51
116  36.22984420 -115.02428924  36.22991181 -115.02437685
120 Linear Feature 2
111  36.22988179 -115.02545107 51
112  36.22986906 -115.02538943  36.22986968 -115.02535972
111  36.22986906 -115.02538943 51
111  36.22988359 -115.02488047 51
111  36.22988504 -115.02482945
112  36.22988504 -115.02482945  36.22988873 -115.02471288 51
116  36.23007614 -115.02475055  36.23014375 -115.02483816
120 Linear Feature 1
111  36.23218429 -115.02342202 51
112  36.23219033 -115.02338028  36.23218931 -115.02336123
111  36.23219033 -115.02338028 51
111  36.23214846 -115.02283100 51
111  36.23214629 -115.02280251
112  36.23214629 -115.02280251  36.23213021 -115.02269165 51
116  36.23194973 -115.02273926  36.23187496 -115.02282955
120 Linear Feature 1
111  36.23197538 -115.02390373 51
112  36.23198006 -115.02386372  36.23197904 -115.02384468
111  36.23198006 -115.02386372 51
111  36.23193819 -115.02331445 51
111  36.23193602 -115.02328595
112  36.23193602 -115.02328595  36.23191993 -115.02317509 51
116  36.23173980 -115.02322478  36.23166503 -115.02331506
120 Linear Feature 1
111  36.23176273 -115.02439406 51
112  36.23176851 -115.02434717  36.23176749 -115.02432812
111  36.23176851 -115.02434717 51
111  36.23172664 -115.02379789 51
111  36.23172447 -115.02376939
112  36.23172447 -115.02376939  36.23170839 -115.02365854 51
116  36.23152847 -115.02371355  36.23145318 -115.02381336
120 Linear Feature 1
111  36.23155491 -115.02487325 51
112  36.23155951 -115.02483535  36.23155849 -115.02481630
111  36.23155951 -115.02483535 51
111  36.23151764 -115.02428607 51
111  36.23151547 -115.02425757
112  36.23151547 -115.02425757  36.23149938 -115.02414672 51
116  36.23132226 -115.02419046  36.23124954 -115.02426932
120 Linear Feature 1
111  36.23134980 -115.02534619 51
112  36.23135178 -115.02531247  36.23135076 -115.02529342
111  36.23135178 -115.02531247 51
111  36.23130991 -115.02476319 51
111  36.23130774 -115.02473470
112  36.23130774 -115.02473470  36.23129166 -115.02462384 51
116  36.23111363 -115.02467247  36.23103886 -115.02476276
120 Linear Feature 23
111  36.23112972 -115.02585364 51
112  36.23113993 -115.02578611  36.23113646 -115.02575600
111  36.23113993 -115.02578611 51
111  36.23106955 -115.02484662
112  36.23106955 -115.02484662  36.23106657 -115.02479747 51
111  36.23107946 -115.02475200 51
111  36.23111365 -115.02467292 51
111  36.23132226 -115.02419046 51
111  36.23152847 -115.02371355 51
111  36.23173980 -115.02322478 51
111  36.23194973 -115.02273926 51
111  36.23215547 -115.02226343
112  36.23215547 -115.02226343  36.23219513 -115.02216696 51
112  36.23235318 -115.02231004  36.23236103 -115.02241998
111  36.23235318 -115.02231004 51
111  36.23235602 -115.02234421 51
111  36.23240006 -115.02287569
112  36.23240006 -115.02287569  36.23240227 -115.02291961 51
111  36.23238929 -115.02294934 51
111  36.23218429 -115.02342202 51
111  36.23197538 -115.02390373 51
111  36.23176273 -115.02439406 51
111  36.23155491 -115.02487325 51
111  36.23134980 -115.02534619 51
111  36.23112972 -115.02585364 51
111  36.23106845 -115.02599330 51
112  36.23103699 -115.02604933  36.23102123 -115.02607256
111  36.23103699 -115.02604933 51
111  36.23077311 -115.02641505
112  36.23077311 -115.02641505  36.23070927 -115.02651803 51
111  36.23066080 -115.02661597 51
112  36.23063447 -115.02671219  36.23063397 -115.02675717
111  36.23063447 -115.02671219
112  36.23063447 -115.02671219  36.23063397 -115.02666746 51
111  36.23060430 -115.02661597 51
112  36.23049922 -115.02645560  36.23044123 -115.02637855
111  36.23049922 -115.02645560 51
111  36.23019093 -115.02605855
112  36.23019093 -115.02605855  36.23017864 -115.02604233 51
111  36.23017190 -115.02602758 51
111  36.23011642 -115.02591734 51
111  36.22988179 -115.02545107 51
111  36.22964763 -115.02498573 51
111  36.22941791 -115.02452845 51
111  36.22917833 -115.02406082 51
111  36.22894684 -115.02359309 51
111  36.22872007 -115.02314245 51
112  36.22869628 -115.02304881  36.22869747 -115.02300457
111  36.22869628 -115.02304881 51
111  36.22871115 -115.02250688
112  36.22871115 -115.02250688  36.22872047 -115.02237355 51
112  36.22891159 -115.02243831  36.22896571 -115.02254522
111  36.22891159 -115.02243831 51
111  36.22913837 -115.02289179 51
111  36.22937268 -115.02336030 51
111  36.22961227 -115.02382793 51
111  36.22984420 -115.02428924 51
111  36.23007614 -115.02475055 51
112  36.23010053 -115.02483239  36.23010588 -115.02488843
111  36.23010053 -115.02483239 51
111  36.23012169 -115.02511005 51
112  36.23012254 -115.02514502  36.23012194 -115.02515902
111  36.23012254 -115.02514502 51
111  36.23010469 -115.02583221
112  36.23010469 -115.02583221  36.23010291 -115.02587866 51
115  36.23011642 -115.02591734
120 Linear Feature 9
111  36.22855656 -115.03397082 51
112  36.22818292 -115.03394271  36.22798559 -115.03373249
111  36.22818292 -115.03394271
112  36.22818292 -115.03394271  36.22833400 -115.03420135 51
115  36.22814384 -115.03442453
120 Linear Feature 8
111  36.22897782 -115.03350636 51
112  36.22863205 -115.03347641  36.22844500 -115.03327893
111  36.22863205 -115.03347641
112  36.22863205 -115.03347641  36.22877594 -115.03372358 51
115  36.22861729 -115.03390405
120 Linear Feature 7
111  36.22940868 -115.03303261 51
112  36.22903971 -115.03295873  36.22886294 -115.03275615
111  36.22903971 -115.03295873
112  36.22903971 -115.03295873  36.22918977 -115.03320972 51
115  36.22904438 -115.03343317
120 Linear Feature 6
111  36.23029391 -115.03208133 51
112  36.23026933 -115.03258469  36.23041527 -115.03285480
111  36.23026933 -115.03258469
112  36.23026933 -115.03258469  36.23007817 -115.03236554 51
111  36.22984266 -115.03255542 51
112  36.22949393 -115.03250255  36.22930071 -115.03230124
111  36.22949393 -115.03250255
112  36.22949393 -115.03250255  36.22963988 -115.03274718 51
115  36.22949181 -115.03294121
120 Linear Feature 5
111  36.22817755 -115.03223643 51
112  36.22854223 -115.03227577  36.22871387 -115.03247707
111  36.22854223 -115.03227577
112  36.22854223 -115.03227577  36.22839115 -115.03204898 51
115  36.22855512 -115.03184085
120 Linear Feature 4
111  36.22772208 -115.03271405 51
112  36.22809721 -115.03274463  36.22828426 -115.03295994
111  36.22809721 -115.03274463
112  36.22809721 -115.03274463  36.22794613 -115.03249746 51
115  36.22811914 -115.03229805
120 Linear Feature 3
111  36.22903971 -115.03295873 51
111  36.22893180 -115.03281059 51
115  36.22854223 -115.03227577
120 Linear Feature 11
111  36.22936341 -115.03233536 51
111  36.22936807 -115.03233038 51
115  36.22937282 -115.03232512
120 Linear Feature 11
111  36.22892719 -115.03281562 51
111  36.22893180 -115.03281059 51
115  36.22893661 -115.03280537
120 Linear Feature 11
111  36.22849123 -115.03329513 51
111  36.22849589 -115.03329011 51
115  36.22850064 -115.03328489
120 Linear Feature 2
111  36.22863205 -115.03347641 51
111  36.22849589 -115.03329011 51
115  36.22809721 -115.03274463
120 Linear Feature 1
111  36.22818292 -115.03394271 51
111  36.22778413 -115.03339552 51
111  36.22765425 -115.03321730 51
112  36.22767788 -115.03275991  36.22786391 -115.03253695
111  36.22767788 -115.03275991 51
111  36.22772208 -115.03271405 51
111  36.22811914 -115.03229805 51
111  36.22817755 -115.03223643 51
111  36.22855512 -115.03184085 51
111  36.22860698 -115.03178652
112  36.22860698 -115.03178652  36.22883309 -115.03159923 51
111  36.22898725 -115.03180945 51
111  36.22936807 -115.03233038 51
115  36.22949393 -115.03250255
120 Linear Feature 18
111  36.22768875 -115.03401782 20
111  36.22766750 -115.03404006 20
111  36.22753127 -115.03384916 20
115  36.22755252 -115.03382692
120 Linear Feature 18
111  36.22734493 -115.03405578 20
111  36.22736596 -115.03403323 20
111  36.22750221 -115.03422410 20
115  36.22748118 -115.03424665
120 Linear Feature 16
111  36.22728251 -115.03380704 51
112  36.22736936 -115.03382513  36.22741095 -115.03388257
111  36.22736936 -115.03382513
112  36.22736936 -115.03382513  36.22733319 -115.03376265 51
115  36.22736624 -115.03371413
120 Linear Feature 17
111  36.22787813 -115.03471663 51
112  36.22787534 -115.03455255  36.22781899 -115.03447299
111  36.22787534 -115.03455255
112  36.22787534 -115.03455255  36.22793810 -115.03463310 51
115  36.22800119 -115.03458134
120 Linear Feature 15
111  36.22725031 -115.03384276 51
112  36.22733398 -115.03386797  36.22737312 -115.03392230
111  36.22733398 -115.03386797
112  36.22733398 -115.03386797  36.22730067 -115.03380809 51
111  36.22732914 -115.03375529 51
112  36.22740975 -115.03378059  36.22744439 -115.03383025
111  36.22740975 -115.03378059
112  36.22740975 -115.03378059  36.22737932 -115.03372332 51
115  36.22740679 -115.03366913
120 Linear Feature 14
111  36.22740975 -115.03378059 51
111  36.22750571 -115.03392409 51
111  36.22764821 -115.03413718 51
112  36.22765721 -115.03419021  36.22765113 -115.03422528 51
111  36.22767506 -115.03426519 51
112  36.22761426 -115.03423466  36.22758372 -115.03423882 51
111  36.22756877 -115.03421453 51
111  36.22747064 -115.03406969 51
115  36.22733398 -115.03386797
120 Linear Feature 13
111  36.22787534 -115.03455255 51
111  36.22767506 -115.03426519 51
111  36.22750904 -115.03402621 51
115  36.22736936 -115.03382513
120 Linear Feature 18
111  36.22747089 -115.03425798 20
111  36.22744964 -115.03428021 20
111  36.22731340 -115.03408931 20
115  36.22733465 -115.03406708
120 Linear Feature 18
111  36.22712564 -115.03429716 20
111  36.22714668 -115.03427460 20
111  36.22728293 -115.03446548 20
115  36.22726190 -115.03448803
120 Linear Feature 16
111  36.22706175 -115.03405132 51
112  36.22714907 -115.03406933  36.22719066 -115.03412677
111  36.22714907 -115.03406933
112  36.22714907 -115.03406933  36.22711290 -115.03400685 51
115  36.22714546 -115.03395853
120 Linear Feature 17
111  36.22765765 -115.03495901 51
112  36.22765506 -115.03479462  36.22759871 -115.03471506
111  36.22765506 -115.03479462
112  36.22765506 -115.03479462  36.22771782 -115.03487517 51
115  36.22778145 -115.03482291
120 Linear Feature 15
111  36.22702902 -115.03408759 51
112  36.22711369 -115.03411217  36.22715283 -115.03416650
111  36.22711369 -115.03411217
112  36.22711369 -115.03411217  36.22708039 -115.03405229 51
111  36.22710822 -115.03399980 51
112  36.22718947 -115.03402480  36.22722411 -115.03407445
111  36.22718947 -115.03402480
112  36.22718947 -115.03402480  36.22715903 -115.03396752 51
115  36.22718603 -115.03391356
120 Linear Feature 14
111  36.22718947 -115.03402480 51
111  36.22728439 -115.03416589 51
111  36.22742792 -115.03437925 51
112  36.22743692 -115.03443228  36.22743084 -115.03446735 51
111  36.22745478 -115.03450726 51
112  36.22739398 -115.03447673  36.22736343 -115.03448089 51
111  36.22734849 -115.03445660 51
111  36.22725008 -115.03431224 51
115  36.22711369 -115.03411217
120 Linear Feature 13
111  36.22765506 -115.03479462 51
111  36.22745478 -115.03450726 51
111  36.22728779 -115.03426805 51
115  36.22714907 -115.03406933
120 Linear Feature 18
111  36.22725161 -115.03449936 20
111  36.22723036 -115.03452159 20
111  36.22709412 -115.03433069 20
115  36.22711537 -115.03430846
120 Linear Feature 18
111  36.22690669 -115.03453813 20
111  36.22692772 -115.03451558 20
111  36.22706398 -115.03470646 20
115  36.22704294 -115.03472901
120 Linear Feature 16
111  36.22684362 -115.03429309 51
112  36.22693050 -115.03431012  36.22697209 -115.03436756
111  36.22693050 -115.03431012
112  36.22693050 -115.03431012  36.22689433 -115.03424764 51
115  36.22692785 -115.03419974
120 Linear Feature 17
111  36.22743863 -115.03519978 51
112  36.22743717 -115.03503541  36.22738083 -115.03495585
111  36.22743717 -115.03503541
112  36.22743717 -115.03503541  36.22749994 -115.03511596 51
115  36.22756202 -115.03506414
120 Linear Feature 15
111  36.22681153 -115.03432867 51
112  36.22689512 -115.03435296  36.22693426 -115.03440729
111  36.22689512 -115.03435296
112  36.22689512 -115.03435296  36.22686182 -115.03429308 51
111  36.22689054 -115.03424109 51
112  36.22697089 -115.03426559  36.22700553 -115.03431525
111  36.22697089 -115.03426559
112  36.22697089 -115.03426559  36.22694046 -115.03420831 51
115  36.22696835 -115.03415484
120 Linear Feature 14
111  36.22697089 -115.03426559 51
111  36.22706628 -115.03440696 51
111  36.22721004 -115.03462004 51
112  36.22721904 -115.03467307  36.22721296 -115.03470814 51
111  36.22723689 -115.03474805 51
112  36.22717609 -115.03471752  36.22714555 -115.03472168 51
111  36.22713060 -115.03469739 51
111  36.22703089 -115.03455155 51
115  36.22689512 -115.03435296
120 Linear Feature 13
111  36.22743717 -115.03503541 51
111  36.22723689 -115.03474805 51
111  36.22706895 -115.03450801 51
115  36.22693050 -115.03431012
120 Linear Feature 18
111  36.22703265 -115.03474034 20
111  36.22701140 -115.03476257 20
111  36.22687517 -115.03457167 20
115  36.22689642 -115.03454944
120 Linear Feature 18
111  36.22668589 -115.03478119 20
111  36.22670693 -115.03475864 20
111  36.22684318 -115.03494952 20
115  36.22682215 -115.03497207
120 Linear Feature 16
111  36.22662557 -115.03453479 51
112  36.22671246 -115.03455241  36.22675405 -115.03460985
111  36.22671246 -115.03455241
112  36.22671246 -115.03455241  36.22667629 -115.03448993 51
115  36.22670954 -115.03444172
120 Linear Feature 17
111  36.22722267 -115.03543719 51
112  36.22722135 -115.03527282  36.22716500 -115.03519326
111  36.22722135 -115.03527282
112  36.22722135 -115.03527282  36.22728411 -115.03535336 51
115  36.22734637 -115.03530120
120 Linear Feature 15
111  36.22659273 -115.03457119 51
112  36.22667708 -115.03459525  36.22671622 -115.03464958
111  36.22667708 -115.03459525
112  36.22667708 -115.03459525  36.22664377 -115.03453537 51
111  36.22667168 -115.03448368 51
112  36.22675285 -115.03450788  36.22678749 -115.03455753
111  36.22675285 -115.03450788
112  36.22675285 -115.03450788  36.22672242 -115.03445060 51
115  36.22674961 -115.03439731
120 Linear Feature 14
111  36.22675285 -115.03450788 51
111  36.22684858 -115.03464652 51
111  36.22699421 -115.03485745 51
112  36.22700321 -115.03491048  36.22699713 -115.03494555 51
111  36.22702107 -115.03498546 51
112  36.22696027 -115.03495493  36.22692972 -115.03495909 51
111  36.22691478 -115.03493480 51
111  36.22681463 -115.03479174 51
115  36.22667708 -115.03459525
120 Linear Feature 13
111  36.22722135 -115.03527282 51
111  36.22702107 -115.03498546 51
111  36.22685199 -115.03474820 51
115  36.22671246 -115.03455241
120 Linear Feature 18
111  36.22681186 -115.03498340 20
111  36.22679060 -115.03500563 20
111  36.22665437 -115.03481473 20
115  36.22667562 -115.03479250
120 Linear Feature 18
111  36.22646500 -115.03502413 20
111  36.22648603 -115.03500158 20
111  36.22662228 -115.03519246 20
115  36.22660125 -115.03521501
120 Linear Feature 16
111  36.22640407 -115.03478031 51
112  36.22649124 -115.03479758  36.22653283 -115.03485502
111  36.22649124 -115.03479758
112  36.22649124 -115.03479758  36.22645507 -115.03473510 51
115  36.22648797 -115.03468731
120 Linear Feature 17
111  36.22699740 -115.03568483 51
112  36.22699558 -115.03552125  36.22693923 -115.03544169
111  36.22699558 -115.03552125
112  36.22699558 -115.03552125  36.22705834 -115.03560180 51
115  36.22712052 -115.03554948
120 Linear Feature 15
111  36.22637179 -115.03481609 51
112  36.22645586 -115.03484042  36.22649500 -115.03489475
111  36.22645586 -115.03484042
112  36.22645586 -115.03484042  36.22642256 -115.03478054 51
111  36.22645029 -115.03472908 51
112  36.22653164 -115.03475305  36.22656628 -115.03480271
111  36.22653164 -115.03475305
112  36.22653164 -115.03475305  36.22650120 -115.03469577 51
115  36.22652829 -115.03464263
120 Linear Feature 14
111  36.22653164 -115.03475305 51
111  36.22662507 -115.03489225 51
111  36.22676844 -115.03510588 51
112  36.22677744 -115.03515891  36.22677136 -115.03519398 51
111  36.22679530 -115.03523389 51
112  36.22673450 -115.03520336  36.22670395 -115.03520752 51
111  36.22668900 -115.03518323 51
111  36.22659006 -115.03503775 51
115  36.22645586 -115.03484042
120 Linear Feature 13
111  36.22699558 -115.03552125 51
111  36.22679530 -115.03523389 51
111  36.22662794 -115.03499373 51
115  36.22649124 -115.03479758
120 Linear Feature 18
111  36.22659096 -115.03522633 20
111  36.22656971 -115.03524857 20
111  36.22643348 -115.03505767 20
115  36.22645473 -115.03503544
120 Linear Feature 18
111  36.22624484 -115.03526662 20
111  36.22626587 -115.03524407 20
111  36.22640212 -115.03543494 20
115  36.22638109 -115.03545749
120 Linear Feature 16
111  36.22618396 -115.03502429 51
112  36.22627159 -115.03504095  36.22631318 -115.03509840
111  36.22627159 -115.03504095
112  36.22627159 -115.03504095  36.22623542 -115.03497847 51
115  36.22626886 -115.03493019
120 Linear Feature 17
111  36.22677823 -115.03592577 51
112  36.22677633 -115.03576207  36.22671999 -115.03568250
111  36.22677633 -115.03576207
112  36.22677633 -115.03576207  36.22683910 -115.03584261 51
115  36.22690167 -115.03579007
120 Linear Feature 15
111  36.22615256 -115.03505910 51
112  36.22623621 -115.03508379  36.22627535 -115.03513813
111  36.22623621 -115.03508379
112  36.22623621 -115.03508379  36.22620291 -115.03502391 51
111  36.22623180 -115.03497126 51
112  36.22631198 -115.03499642  36.22634662 -115.03504608
111  36.22631198 -115.03499642
112  36.22631198 -115.03499642  36.22628155 -115.03493914 51
115  36.22630910 -115.03488558
120 Linear Feature 14
111  36.22631198 -115.03499642 51
111  36.22640564 -115.03513471 51
111  36.22654920 -115.03534669 51
112  36.22655820 -115.03539972  36.22655212 -115.03543479 51
111  36.22657605 -115.03547470 51
112  36.22651525 -115.03544417  36.22648471 -115.03544833 51
111  36.22646976 -115.03542404 51
111  36.22637065 -115.03527965 51
115  36.22623621 -115.03508379
120 Linear Feature 13
111  36.22677633 -115.03576207 51
111  36.22657605 -115.03547470 51
111  36.22640880 -115.03523643 51
115  36.22627159 -115.03504095
120 Linear Feature 18
111  36.22637080 -115.03546882 20
111  36.22634955 -115.03549105 20
111  36.22621331 -115.03530016 20
115  36.22623456 -115.03527792
120 Linear Feature 18
111  36.22602496 -115.03550870 20
111  36.22604599 -115.03548615 20
111  36.22618225 -115.03567702 20
115  36.22616121 -115.03569957
120 Linear Feature 16
111  36.22597012 -115.03526085 51
112  36.22605699 -115.03527885  36.22609858 -115.03533629
111  36.22605699 -115.03527885
112  36.22605699 -115.03527885  36.22602082 -115.03521637 51
115  36.22605407 -115.03516827
120 Linear Feature 17
111  36.22656264 -115.03616278 51
112  36.22656050 -115.03599945  36.22650415 -115.03591989
111  36.22656050 -115.03599945
112  36.22656050 -115.03599945  36.22662326 -115.03607999 51
115  36.22668613 -115.03602703
120 Linear Feature 15
111  36.22593754 -115.03529748 51
112  36.22602161 -115.03532169  36.22606075 -115.03537602
111  36.22602161 -115.03532169
112  36.22602161 -115.03532169  36.22598831 -115.03526181 51
111  36.22601665 -115.03520975 51
112  36.22609738 -115.03523432  36.22613202 -115.03528398
111  36.22609738 -115.03523432
112  36.22609738 -115.03523432  36.22606695 -115.03517704 51
115  36.22609450 -115.03512345
120 Linear Feature 14
111  36.22609738 -115.03523432 51
111  36.22619009 -115.03537173 51
111  36.22633336 -115.03558408 51
112  36.22634236 -115.03563711  36.22633628 -115.03567218 51
111  36.22636021 -115.03571209 51
112  36.22629941 -115.03568156  36.22626887 -115.03568572 51
111  36.22625392 -115.03566143 51
111  36.22615529 -115.03551719 51
115  36.22602161 -115.03532169
120 Linear Feature 13
111  36.22656050 -115.03599945 51
111  36.22636021 -115.03571209 51
111  36.22619254 -115.03547252 51
115  36.22605699 -115.03527885
120 Linear Feature 18
111  36.22615092 -115.03571090 20
111  36.22612967 -115.03573313 20
111  36.22599344 -115.03554224 20
115  36.22601469 -115.03552000
120 Linear Feature 18
111  36.22580404 -115.03575166 20
111  36.22582507 -115.03572911 20
111  36.22596132 -115.03591999 20
115  36.22594029 -115.03594254
120 Linear Feature 16
111  36.22574989 -115.03550548 51
112  36.22583666 -115.03552305  36.22587824 -115.03558049
111  36.22583666 -115.03552305
112  36.22583666 -115.03552305  36.22580049 -115.03546057 51
115  36.22583366 -115.03541263
120 Linear Feature 17
111  36.22633980 -115.03640775 51
112  36.22633851 -115.03624364  36.22628216 -115.03616408
111  36.22633851 -115.03624364
112  36.22633851 -115.03624364  36.22640127 -115.03632419 51
115  36.22646375 -115.03627149
120 Linear Feature 15
111  36.22571721 -115.03554153 51
112  36.22580128 -115.03556588  36.22584041 -115.03562022
111  36.22580128 -115.03556588
112  36.22580128 -115.03556588  36.22576797 -115.03550601 51
111  36.22579661 -115.03545370 51
112  36.22587705 -115.03547851  36.22591169 -115.03552817
111  36.22587705 -115.03547851
112  36.22587705 -115.03547851  36.22584661 -115.03542124 51
115  36.22587423 -115.03536766
120 Linear Feature 14
111  36.22587705 -115.03547851 51
111  36.22596832 -115.03561474 51
111  36.22611137 -115.03582827 51
112  36.22612037 -115.03588130  36.22611429 -115.03591637 51
111  36.22613823 -115.03595628 51
