I
1050 Generated by WorldEditor 2.2.0r2

1   1130 0 0 3S8 Grants Pass
1300  42.51213817 -123.39246135 140.74 hangar props Hangar 14
1301 A none 
1300  42.51223523 -123.39229550 140.74 hangar props Hangar 13
1301 A none 
1300  42.51233107 -123.39213882 140.74 hangar props Hangar 12
1301 A none 
1300  42.51207380 -123.39306170 -38.44 hangar props Hangar 11
1301 A none 
1300  42.51218364 -123.39286968 -38.44 hangar props Hangar 10
1301 A none 
1300  42.51229054 -123.39268666 -38.44 hangar props Hangar 9
1301 A none 
1300  42.51239964 -123.39249765 -38.44 hangar props Hangar 8
1301 A none 
1300  42.51250359 -123.39232563 -38.09 hangar props Hangar 7
1301 A none 
1300  42.51225946 -123.39328586 -220.15 hangar props Hangar 6-14
1301 A none 
1300  42.51234720 -123.39329277 -38.34 hangar props Hangar 6-13
1301 A none 
1300  42.51233062 -123.39317404 -220.15 hangar props Hangar 6-12
1301 A none 
1300  42.51241417 -123.39317859 -38.34 hangar props Hangar 6-11
1301 A none 
1300  42.51240127 -123.39305819 -220.15 hangar props Hangar 6-10
1301 A none 
1300  42.51248174 -123.39306261 -38.34 hangar props Hangar 6-9
1301 A none 
1300  42.51247008 -123.39294568 -220.15 hangar props Hangar 6-8
1301 A none 
1300  42.51255055 -123.39294510 -38.34 hangar props Hangar 6-7
1301 A none 
1300  42.51253888 -123.39283067 -220.15 hangar props Hangar 6-6
1301 A none 
1300  42.51262017 -123.39282633 -38.34 hangar props Hangar 6-5
1301 A none 
1300  42.51260892 -123.39271566 -220.15 hangar props Hangar 6-4
1301 A none 
1300  42.51268826 -123.39271104 -38.34 hangar props Hangar 6-3
1301 A none 
1300  42.51267735 -123.39260166 -220.15 hangar props Hangar 6-2
1301 A none 
1300  42.51275523 -123.39259437 -38.34 hangar props Hangar 6-1
1301 A none 
1300  42.51252334 -123.39355336 -218.98 hangar props Hangar 5
1301 A none 
1300  42.51261733 -123.39340001 -218.98 hangar props Hangar 4
1301 A none 
1300  42.51271102 -123.39324235 -218.98 hangar props Hangar 3
1301 A none 
1300  42.51281575 -123.39306086 -218.00 hangar props Hangar 2
1301 A none 
1300  42.51293830 -123.39285014 -217.81 hangar props Hangar 1
1301 A none 
1300  42.50604935 -123.38639703  53.55 tie_down props South Ramp 7
1301 A general_aviation 
1300  42.50615870 -123.38639203  94.24 tie_down props South Ramp 6
1301 A general_aviation 
1300  42.50627297 -123.38627120 141.76 tie_down props South Ramp 5
1301 A general_aviation 
1300  42.50633858 -123.38615720 141.76 tie_down props South Ramp 4
1301 A general_aviation 
1300  42.50640493 -123.38604420 141.76 tie_down props South Ramp 3
1301 A general_aviation 
1300  42.50647189 -123.38592934 141.76 tie_down props South Ramp 2
1301 A general_aviation 
1300  42.50653674 -123.38581591 141.76 tie_down props South Ramp 1
1301 A general_aviation 
1300  42.50975534 -123.38923833 -38.33 tie_down jets|turboprops|props Center Ramp
1301 B general_aviation 
1300  42.50849828 -123.38793097  51.65 tie_down props Tie-Down 30
1301 A general_aviation 
1300  42.50871440 -123.38816100  52.91 tie_down props Tie-Down 29
1301 A general_aviation 
1300  42.50892384 -123.38840488  51.86 tie_down props Tie-Down 28
1301 A general_aviation 
1300  42.51005289 -123.38959568  51.86 tie_down props Tie-Down 27
1301 A general_aviation 
1300  42.51026863 -123.38984903  51.08 tie_down props Tie-Down 26
1301 A general_aviation 
1300  42.51049179 -123.39006139  51.51 tie_down props Tie-Down 25
1301 A general_aviation 
1300  42.51069751 -123.39029090  51.95 tie_down props Tie-Down 24
1301 A general_aviation 
1300  42.51091381 -123.39052625  51.95 tie_down props Tie-Down 23
1301 A general_aviation 
1300  42.51181081 -123.39136466  50.98 tie_down props Tie-Down 22
1301 A general_aviation 
1300  42.51216568 -123.39175257  50.98 tie_down props Tie-Down 21
1301 A general_aviation 
1300  42.51243088 -123.39203528  51.82 tie_down props Tie-Down 20
1301 A general_aviation 
1300  42.51256545 -123.39218222  52.22 tie_down props Tie-Down 19
1301 A general_aviation 
1300  42.51281204 -123.39244658  51.88 tie_down props Tie-Down 18
1301 A general_aviation 
1300  42.51307005 -123.39271978  51.64 tie_down props Tie-Down 17
1301 A general_aviation 
1300  42.51122170 -123.39079693 321.43 tie_down props Tie-Down 16
1301 A general_aviation 
1300  42.51111249 -123.39078767 -219.52 tie_down props Tie-Down 15
1301 A general_aviation 
1300  42.51114790 -123.39092715 323.18 tie_down props Tie-Down 14
1301 A general_aviation 
1300  42.51103672 -123.39091467 -219.70 tie_down props Tie-Down 13
1301 A general_aviation 
1300  42.51082031 -123.39138388 -218.12 tie_down props Tie-Down 12
1301 A general_aviation 
1300  42.51074394 -123.39151352 -217.40 tie_down props Tie-Down 11
1301 A general_aviation 
1300  42.51139720 -123.39098409 142.49 tie_down props Tie-Down 10
1301 A general_aviation 
1300  42.51143217 -123.39112512 322.67 tie_down props Tie-Down 9
1301 A general_aviation 
1300  42.51131955 -123.39111612 142.52 tie_down props Tie-Down 8
1301 A general_aviation 
1300  42.51135580 -123.39125480 322.34 tie_down props Tie-Down 7
1301 A general_aviation 
1300  42.51109195 -123.39150848 143.02 tie_down props Tie-Down 6
1301 A general_aviation 
1300  42.51112501 -123.39164931 321.57 tie_down props Tie-Down 5
1301 A general_aviation 
1300  42.51101474 -123.39164046 -217.37 tie_down props Tie-Down 4
1301 A general_aviation 
1300  42.51104727 -123.39178038 -38.29 tie_down props Tie-Down 3
1301 A general_aviation 
1300  42.51093569 -123.39177232 142.93 tie_down props Tie-Down 2
1301 A general_aviation 
1300  42.51097236 -123.39191067 -37.22 tie_down props Tie-Down 1
1301 A general_aviation 
18  42.50903337 -123.38871166 1 BCN
19  42.51073662 -123.38782412 1 WS
19  42.51381883 -123.39351541 0 WS
19  42.50588929 -123.38249126 0 WS
51 12280 Grants Pass Unicom
50 12000 Grants Pass AWOS
56 12430 Cascade Departure
56 12430 Cascade Approach
56 12140 Seattle Center
55 12140 Seattle Center
99
