A
1000 Generated by WorldEditor

1    128 1 0 PABE Bethel
1300  60.78248464 -161.84521896 129.79 misc turboprops|props Maintenance B
1300  60.78261401 -161.84498355 152.85 misc turboprops|props Maintenance A
1300  60.78273811 -161.84668891 218.04 misc turboprops|props GA Hangar 3
1300  60.78288366 -161.84731236 218.04 misc turboprops|props GA Hangar 2
1300  60.78297087 -161.84774295 128.61 misc turboprops|props GA Hangar 1
1300  60.78233894 -161.84409438 306.11 misc turboprops|props GA Hangar 4
1300  60.78148979 -161.84238526 -24.20 misc turboprops|props Refueling A
1300  60.78386449 -161.83864173 112.28 misc turboprops|props GA Hangar 7
1300  60.78219595 -161.84015236 112.28 misc turboprops|props GA Hangar 6B
1300  60.78195538 -161.84036458 112.28 misc turboprops|props GA Hangar 6A
1300  60.78151689 -161.84194584 -61.36 misc turboprops|props Refueling B
1300  60.78192438 -161.84310251 306.11 misc turboprops|props GA Hangar 5
1300  60.77575197 -161.84569011 -66.49 misc turboprops|props Main Hangar 1B
1300  60.77551367 -161.84590884 -66.65 misc turboprops|props Main Hangar 1A
1300  60.77477644 -161.84575230 -156.65 misc turboprops|props Remote Parking 1
1300  60.77487857 -161.84627501 -156.65 misc turboprops|props Remote Parking 2
1300  60.77820714 -161.84569859 -231.44 misc turboprops|props South Apron Tie-down 48
1300  60.77803723 -161.84526158 -231.44 misc turboprops|props South Apron Tie-down 37
1300  60.77787981 -161.84485639 -231.44 misc turboprops|props South Apron Tie-down 26
1300  60.77770732 -161.84441310 -231.44 misc turboprops|props South Apron Tie-down 15
1300  60.77903764 -161.84743980 -231.44 misc turboprops|props South Apron Tie-down 73
1300  60.77884702 -161.84694993 -231.44 misc turboprops|props South Apron Tie-down 65
1300  60.77850575 -161.84634694 -231.44 misc turboprops|props South Apron Tie-down 57
1300  60.78945203 -161.83210406 -156.70 misc turboprops|props North Apron Tie-down 21
1300  60.78770965 -161.83360824 -156.70 misc turboprops|props North Apron Tie-down 8
1300  60.78821842 -161.83342268 -156.70 misc turboprops|props North Apron Tie-down 16
1300  60.77764029 -161.84384557 -231.44 misc turboprops|props South Apron Tie-down 5
1300  60.77830117 -161.84554507 -231.44 misc turboprops|props South Apron Tie-down 49
1300  60.77813127 -161.84510807 -231.44 misc turboprops|props South Apron Tie-down 38
1300  60.77797384 -161.84470287 -231.44 misc turboprops|props South Apron Tie-down 27
1300  60.77780135 -161.84425958 -231.44 misc turboprops|props South Apron Tie-down 16
1300  60.77913165 -161.84728631 -231.44 misc turboprops|props South Apron Tie-down 74
1300  60.77894103 -161.84679644 -231.44 misc turboprops|props South Apron Tie-down 66
1300  60.77859977 -161.84619345 -231.44 misc turboprops|props South Apron Tie-down 58
1300  60.78940449 -161.83187784 -156.70 misc turboprops|props North Apron Tie-down 20
1300  60.78766211 -161.83338202 -156.70 misc turboprops|props North Apron Tie-down 7
1300  60.78817088 -161.83319646 -156.70 misc turboprops|props North Apron Tie-down 15
1300  60.78538048 -161.83586852 -156.70 misc turboprops|props Yuut Yaqungviat Spot 7
1300  60.77773431 -161.84369208 -231.44 misc turboprops|props South Apron Tie-down 6
1300  60.77839519 -161.84539158 -231.44 misc turboprops|props South Apron Tie-down 50
1300  60.77822528 -161.84495458 -231.44 misc turboprops|props South Apron Tie-down 39
1300  60.77806786 -161.84454938 -231.44 misc turboprops|props South Apron Tie-down 28
1300  60.77789537 -161.84410609 -231.44 misc turboprops|props South Apron Tie-down 17
1300  60.77922567 -161.84713282 -231.44 misc turboprops|props South Apron Tie-down 75
1300  60.77903505 -161.84664295 -231.44 misc turboprops|props South Apron Tie-down 67
1300  60.77869378 -161.84603996 -231.44 misc turboprops|props South Apron Tie-down 59
1300  60.78935695 -161.83165162 -156.70 misc turboprops|props North Apron Tie-down 19
1300  60.78761457 -161.83315580 -156.70 misc turboprops|props North Apron Tie-down 6
1300  60.78812334 -161.83297024 -156.70 misc turboprops|props North Apron Tie-down 14
1300  60.78533294 -161.83564230 -156.70 misc turboprops|props Yuut Yaqungviat Spot 6
1300  60.77782832 -161.84353859 -231.44 misc turboprops|props South Apron Tie-down 7
1300  60.77848921 -161.84523809 -231.44 misc turboprops|props South Apron Tie-down 51
1300  60.77831930 -161.84480109 -231.44 misc turboprops|props South Apron Tie-down 40
1300  60.77816188 -161.84439589 -231.44 misc turboprops|props South Apron Tie-down 29
1300  60.77798938 -161.84395260 -231.44 misc turboprops|props South Apron Tie-down 18
1300  60.77931970 -161.84697930 -231.44 misc turboprops|props South Apron Tie-down 76
1300  60.77912908 -161.84648943 -231.44 misc turboprops|props South Apron Tie-down 68
1300  60.77878782 -161.84588644 -231.44 misc turboprops|props South Apron Tie-down 60
1300  60.78756702 -161.83292954 -156.70 misc turboprops|props North Apron Tie-down 5
1300  60.78807579 -161.83274397 -156.70 misc turboprops|props North Apron Tie-down 13
1300  60.78528539 -161.83541604 -156.70 misc turboprops|props Yuut Yaqungviat Spot 5
1300  60.77792236 -161.84338507 -231.44 misc turboprops|props South Apron Tie-down 8
1300  60.77858324 -161.84508457 -231.44 misc turboprops|props South Apron Tie-down 52
1300  60.77841334 -161.84464757 -231.44 misc turboprops|props South Apron Tie-down 41
1300  60.77825591 -161.84424237 -231.44 misc turboprops|props South Apron Tie-down 30
1300  60.77808342 -161.84379909 -231.44 misc turboprops|props South Apron Tie-down 19
1300  60.77989550 -161.84922456 -51.44 misc turboprops|props Yukon Helicopters 4
1300  60.77932926 -161.84680634 -51.44 misc turboprops|props South Apron Tie-down 72
1300  60.77913864 -161.84631647 -51.44 misc turboprops|props South Apron Tie-down 64
1300  60.77879737 -161.84571348 -51.44 misc turboprops|props South Apron Tie-down 56
1300  60.78748809 -161.83286514  23.30 misc turboprops|props North Apron Tie-down 1
1300  60.78799686 -161.83267958  23.30 misc turboprops|props North Apron Tie-down 9
1300  60.78520646 -161.83535164  23.30 misc turboprops|props Yuut Yaqungviat Spot 4
1300  60.77793192 -161.84321211 -51.44 misc turboprops|props South Apron Tie-down 4
1300  60.77859280 -161.84491161 -51.44 misc turboprops|props South Apron Tie-down 47
1300  60.77842289 -161.84447461 -51.44 misc turboprops|props South Apron Tie-down 36
1300  60.77826547 -161.84406941 -51.44 misc turboprops|props South Apron Tie-down 25
1300  60.77809297 -161.84362613 -51.44 misc turboprops|props South Apron Tie-down 14
1300  60.77980149 -161.84937805 -51.44 misc turboprops|props Yukon Helicopters 3
1300  60.77923524 -161.84695983 -51.44 misc turboprops|props South Apron Tie-down 71
1300  60.77904462 -161.84646996 -51.44 misc turboprops|props South Apron Tie-down 63
1300  60.77870336 -161.84586697 -51.44 misc turboprops|props South Apron Tie-down 55
1300  60.78753563 -161.83309136  23.30 misc turboprops|props North Apron Tie-down 2
1300  60.78804440 -161.83290580  23.30 misc turboprops|props North Apron Tie-down 10
1300  60.78525400 -161.83557786  23.30 misc turboprops|props Yuut Yaqungviat Spot 3
1300  60.77783790 -161.84336560 -51.44 misc turboprops|props South Apron Tie-down 3
1300  60.77849878 -161.84506510 -51.44 misc turboprops|props South Apron Tie-down 46
1300  60.77832888 -161.84462810 -51.44 misc turboprops|props South Apron Tie-down 35
1300  60.77817145 -161.84422290 -51.44 misc turboprops|props South Apron Tie-down 24
1300  60.77799896 -161.84377962 -51.44 misc turboprops|props South Apron Tie-down 13
1300  60.77970747 -161.84953154 -51.44 misc turboprops|props Yukon Helicopters 2
1300  60.77914123 -161.84711332 -51.44 misc turboprops|props South Apron Tie-down 70
1300  60.77895061 -161.84662345 -51.44 misc turboprops|props South Apron Tie-down 62
1300  60.77860934 -161.84602046 -51.44 misc turboprops|props South Apron Tie-down 54
1300  60.78932555 -161.83181340  23.30 misc turboprops|props North Apron Tie-down 17
1300  60.78758317 -161.83331758  23.30 misc turboprops|props North Apron Tie-down 3
1300  60.78809194 -161.83313202  23.30 misc turboprops|props North Apron Tie-down 11
1300  60.78530154 -161.83580408  23.30 misc turboprops|props Yuut Yaqungviat Spot 2
1300  60.77774388 -161.84351909 -51.44 misc turboprops|props South Apron Tie-down 2
1300  60.77840476 -161.84521859 -51.44 misc turboprops|props South Apron Tie-down 45
1300  60.77823486 -161.84478159 -51.44 misc turboprops|props South Apron Tie-down 34
1300  60.77807743 -161.84437639 -51.44 misc turboprops|props South Apron Tie-down 23
1300  60.77790494 -161.84393311 -51.44 misc turboprops|props South Apron Tie-down 12
1300  60.77961344 -161.84968506 -51.44 misc turboprops|props Yukon Helicopters 1
1300  60.77904719 -161.84726684 -51.44 misc turboprops|props South Apron Tie-down 69
1300  60.77885657 -161.84677697 -51.44 misc turboprops|props South Apron Tie-down 61
1300  60.77851530 -161.84617398 -51.44 misc turboprops|props South Apron Tie-down 53
1300  60.79026825 -161.83156653  23.30 misc turboprops|props GA Hangar 13
1300  60.78597149 -161.83517119 112.71 misc turboprops|props GA Hangar 8
1300  60.78671188 -161.83440525 112.71 misc turboprops|props GA Hangar 9
1300  60.78710595 -161.83411752  23.30 misc turboprops|props GA Hangar 10
1300  60.78874417 -161.83267364  23.30 misc turboprops|props GA Hangar 11
1300  60.78981727 -161.83181756  23.30 misc turboprops|props GA Hangar 12
1300  60.78937310 -161.83203967  23.30 misc turboprops|props North Apron Tie-down 18
1300  60.78763072 -161.83354385  23.30 misc turboprops|props North Apron Tie-down 4
1300  60.78813949 -161.83335828  23.30 misc turboprops|props North Apron Tie-down 12
1300  60.78534909 -161.83603034  23.30 misc turboprops|props Yuut Yaqungviat Spot 1
1300  60.77764985 -161.84367260 -51.44 misc turboprops|props South Apron Tie-down 1
1300  60.77831073 -161.84537211 -51.44 misc turboprops|props South Apron Tie-down 44
1300  60.77814082 -161.84493511 -51.44 misc turboprops|props South Apron Tie-down 33
1300  60.77798340 -161.84452991 -51.44 misc turboprops|props South Apron Tie-down 22
1300  60.77781091 -161.84408662 -51.44 misc turboprops|props South Apron Tie-down 11
1300  60.77821671 -161.84552560 -51.44 misc turboprops|props South Apron Tie-down 43
1300  60.77804681 -161.84508860 -51.44 misc turboprops|props South Apron Tie-down 32
1300  60.77788938 -161.84468340 -51.30 misc turboprops|props South Apron Tie-down 21
1300  60.77771689 -161.84424011 -51.44 misc turboprops|props South Apron Tie-down 10
1300  60.77812270 -161.84567909 -51.44 misc turboprops|props South Apron Tie-down 42
1300  60.77795279 -161.84524208 -51.44 misc turboprops|props South Apron Tie-down 31
1300  60.77779537 -161.84483689 -51.44 misc turboprops|props South Apron Tie-down 20
1300  60.77762287 -161.84439360 -51.44 misc turboprops|props South Apron Tie-down 9
18  60.78268025 -161.83778981 1 New Airport Beacon 5
19  60.78743978 -161.83091284 0 New Windsock 9
19  60.78131689 -161.84603561 0 New Windsock 8
19  60.77309973 -161.84385358 0 New Windsock 7
19  60.78129640 -161.83902125 0 New Windsock 6
50 11980 ATIS
53 12170 Bethel Ground
54 11870 Bethel Tower
55 12520 Anchorage ARTCC APP
56 37200 Anchorage ARTCC DEP
99
