I
1050 Generated by WorldEditor 2.2.0r2

1     13 1 0 KFXE Fort Lauderdale Executive
115  26.19542427 -080.16526756
120 Linear Feature 24
111  26.19247580 -080.16396368 54 104
111  26.19252251 -080.16402946 54 104
115  26.19258368 -080.16411559
120 Linear Feature 25
111  26.19425429 -080.16642049 54 104
111  26.19431517 -080.16650320 54 104
115  26.19437090 -080.16657891
120 Linear Feature 29
111  26.19541187 -080.16801066 54
111  26.19546442 -080.16808348 54
115  26.19551744 -080.16815693
120 Linear Feature 41
111  26.19714449 -080.17048708 54
115  26.19728138 -080.17050259
120 Linear Feature 46
111  26.19754107 -080.17103060 54
111  26.19760669 -080.17103809 54
115  26.19768466 -080.17104699
120 Linear Feature 60
111  26.19836139 -080.16598153 54
111  26.19837003 -080.16588569 54
115  26.19837852 -080.16579157
120 Linear Feature 48
111  26.19806030 -080.16903772 54
111  26.19807329 -080.16891104 54
115  26.19808326 -080.16881378
120 Linear Feature 45
111  26.19790203 -080.17073224 54
111  26.19790300 -080.17063585 54
111  26.19790307 -080.17062952 54
111  26.19791695 -080.17048582 54
115  26.19797762 -080.17043471
120 Linear Feature 66
111  26.19870777 -080.16294666 54 104
111  26.19866351 -080.16288598 54 104
115  26.19862175 -080.16282873
120 Linear Feature 63
111  26.19689279 -080.16598916 55
115  26.19676574 -080.16597428
120 Linear Feature 68
111  26.19785503 -080.16323859 52
115  26.19834340 -080.16280623
120 Linear Feature 69
111  26.19643633 -080.16458433 55
111  26.19647759 -080.16454779 55
115  26.19651895 -080.16451117
120 Linear Feature 21
111  26.19673711 -080.16431364 55
111  26.19684020 -080.16422134 55
111  26.19685389 -080.16420908 55
115  26.19696329 -080.16411113
120 Linear Feature 19
111  26.19706046 -080.16402368 55
111  26.19716761 -080.16392909 55
111  26.19718126 -080.16391704 55
115  26.19729047 -080.16382062
120 Linear Feature 10
111  26.19937248 -080.16396412 54
115  26.19911899 -080.16393131
120 Linear Feature 36
111  26.19927858 -080.17296025 53 102
111  26.19925771 -080.17292161 53 102
111  26.19923595 -080.17288131 53 102
115  26.19921678 -080.17284581
120 Linear Feature 34
111  26.19918667 -080.17360326 53
115  26.19903816 -080.17372738
120 Linear Feature 32
111  26.19779638 -080.18012301 53
116  26.19784160 -080.18019614  26.19786066 -080.18021293
120 Linear Feature 31
111  26.19835189 -080.17493078 53
116  26.19830170 -080.17497959  26.19829455 -080.17499346
120 Linear Feature 29
111  26.19782327 -080.18042501 53 102
116  26.19776395 -080.18044834  26.19774816 -080.18047638
120 Linear Feature 28
112  26.19774637 -080.18063266  26.19775150 -080.18066141 53 102
115  26.19779599 -080.18067509
120 Linear Feature 26
111  26.19875586 -080.18084096 53 102
111  26.19867646 -080.18090816 53 102
112  26.19848935 -080.18096942  26.19838203 -080.18096947
111  26.19848935 -080.18096942 53 102
111  26.19825837 -080.18094259 53 102
111  26.19783220 -080.18089309 53
115  26.19772014 -080.18088019
120 Linear Feature 24
111  26.19971254 -080.18013487 53 102
111  26.19966254 -080.18012897 53 102
112  26.19950362 -080.18026234  26.19947437 -080.18040948
111  26.19950362 -080.18026234 53 102
115  26.19946085 -080.18072108
120 Linear Feature 23
111  26.19954513 -080.17017634 53 102
115  26.19948594 -080.17075817
120 Linear Feature 22
112  26.19893464 -080.16855704  26.19893766 -080.16868003 53
115  26.19901257 -080.16877948
120 Linear Feature 19
111  26.19972945 -080.16630904 53 102
112  26.19965564 -080.16619455  26.19958917 -080.16614769
111  26.19965564 -080.16619455
112  26.19965564 -080.16619455  26.19964971 -080.16619038 53 102
112  26.19963642 -080.16618258  26.19962952 -080.16617880
111  26.19963642 -080.16618258 53 102
111  26.19932912 -080.16608332
112  26.19932912 -080.16608332  26.19929616 -080.16607572 53 102
112  26.19924717 -080.16608747  26.19921446 -080.16610017
111  26.19924717 -080.16608747
112  26.19924717 -080.16608747  26.19918438 -080.16611828 53
115  26.19916609 -080.16617814
120 Linear Feature 16
111  26.20044291 -080.16622601 53
111  26.20040532 -080.16622695 53 102
111  26.20012127 -080.16623227 53 102
111  26.20010248 -080.16623450
112  26.20010248 -080.16623450  26.20000442 -080.16625483 53 102
115  26.19997672 -080.16635177
120 Linear Feature 15
111  26.20045107 -080.16613713 1
111  26.20083001 -080.16606861 1
115  26.20114311 -080.16610530
120 Linear Feature 12
111  26.20055105 -080.16467567 55
111  26.20054566 -080.16475262 55
115  26.20054060 -080.16482478
120 Linear Feature 11
111  26.20002976 -080.16582112 53 102
112  26.20012386 -080.16595430  26.20021177 -080.16600357
111  26.20012386 -080.16595430 53 102
111  26.20014846 -080.16596353 53 102
111  26.20041466 -080.16603212 53
115  26.20046047 -080.16604438
120 Linear Feature 8
111  26.19951841 -080.16333395 53
116  26.19943841 -080.16343023  26.19941236 -080.16349468
120 Linear Feature 7
111  26.19920911 -080.16576454 53
112  26.19925431 -080.16588677  26.19929904 -080.16592919
111  26.19925431 -080.16588677
112  26.19925431 -080.16588677  26.19926826 -080.16590000 53 102
112  26.19931040 -080.16591199  26.19933428 -080.16591439
111  26.19931040 -080.16591199 53 102
115  26.19963873 -080.16590416
120 Linear Feature 5
111  26.20033183 -080.16409832 52
115  26.20039181 -080.16349765
120 Linear Feature 4
111  26.20016694 -080.16422989 59
111  26.20016061 -080.16393489 59
111  26.20019240 -080.16363123 59
115  26.20025358 -080.16334260
120 Linear Feature 3
111  26.20113624 -080.16279298 53
115  26.20112663 -080.16277246
120 Linear Feature 1
111  26.20116743 -080.16247306 53 102
112  26.20117250 -080.16263086  26.20120760 -080.16272009
111  26.20117250 -080.16263086 53
115  26.20120048 -080.16269102
120 Linear Feature 5
111  26.20138475 -080.15984155 53
111  26.20138548 -080.15981448
112  26.20138548 -080.15981448  26.20139731 -080.15976105 53
115  26.20143928 -080.15972210
120 Linear Feature 4
111  26.20121936 -080.16092147 9
115  26.20125452 -080.15970552
120 Linear Feature 3
111  26.19951113 -080.16267765 53
115  26.19956482 -080.16268419
120 Linear Feature 2
111  26.20103304 -080.16233738 53 102
111  26.20107898 -080.16230886 53 102
116  26.20116164 -080.16220424  26.20119385 -080.16213871
120 Linear Feature 13
111  26.19896713 -080.16926032 53
116  26.19884877 -080.16941274  26.19880330 -080.16949401
120 Linear Feature 10
111  26.19995014 -080.17766028 55
111  26.19993633 -080.17781219 55
115  26.19992235 -080.17796583
120 Linear Feature 9
111  26.19998371 -080.17732012 55
111  26.19997188 -080.17744117 55
115  26.19996001 -080.17756269
120 Linear Feature 8
111  26.19970850 -080.17041327 55
115  26.19969331 -080.17056750
120 Linear Feature 7
111  26.19919452 -080.17291047 1
115  26.19923595 -080.17288131
120 Linear Feature 6
111  26.19921686 -080.17294943 1
115  26.19925771 -080.17292161
120 Linear Feature 5
111  26.19935490 -080.17323000 59
111  26.19953015 -080.17301373
112  26.19953015 -080.17301373  26.19957913 -080.17292737 59
111  26.19953650 -080.17284366 59
115  26.19929122 -080.17250356
120 Linear Feature 4
111  26.19935660 -080.17310534 52
111  26.19945087 -080.17302279 52
112  26.19946140 -080.17293642  26.19943948 -080.17288177
111  26.19946140 -080.17293642 52
115  26.19924024 -080.17262939
120 Linear Feature 8
111  26.19962092 -080.16603690 51
112  26.19972718 -080.16601890  26.19977915 -080.16600020
111  26.19972718 -080.16601890
112  26.19972718 -080.16601890  26.19977749 -080.16599822 57
112  26.19988110 -080.16587730  26.19992022 -080.16579833
111  26.19988110 -080.16587730 51
116  26.19990799 -080.16580300  26.19991347 -080.16577835
120 Linear Feature 7
111  26.19985446 -080.16634754 51
112  26.19984162 -080.16625241  26.19982736 -080.16619971
111  26.19984162 -080.16625241
112  26.19984162 -080.16625241  26.19982654 -080.16619667 57
112  26.19972190 -080.16607933  26.19965536 -080.16603302
111  26.19972190 -080.16607933
112  26.19972190 -080.16607933  26.19969398 -080.16605990 51
115  26.19962092 -080.16603690
120 Linear Feature 1
111  26.19896974 -080.16689232 51
111  26.19903446 -080.16624206
112  26.19903446 -080.16624206  26.19904964 -080.16618386 51
112  26.19909902 -080.16610596  26.19912540 -080.16607232
111  26.19909902 -080.16610596
111  26.19916219 -080.16604676
112  26.19916219 -080.16604676  26.19923645 -080.16599643 51
115  26.19931105 -080.16599943
120 Linear Feature 22
111  26.19633925 -080.16564058 51
112  26.19622415 -080.16546654  26.19622415 -080.16532524
111  26.19622415 -080.16546654 51
111  26.19626062 -080.16509985
112  26.19626062 -080.16509985  26.19627638 -080.16502282 51
115  26.19632797 -080.16495842
120 Linear Feature 26
111  26.20013062 -080.16609819 51
111  26.19985979 -080.16606577 57
111  26.19972454 -080.16604913 51
111  26.19962092 -080.16603690 51
111  26.19931105 -080.16599943 51
111  26.19916858 -080.16598221
111  26.19911193 -080.16597536 51
111  26.19898299 -080.16595978
111  26.19892654 -080.16595296 51
111  26.19878897 -080.16593633 51
111  26.19837003 -080.16588569 57
111  26.19835600 -080.16588397 57
111  26.19813661 -080.16585745 51
111  26.19791828 -080.16583110 51
111  26.19744547 -080.16577405 51
111  26.19697366 -080.16571713 51
111  26.19674073 -080.16568902 51
111  26.19633925 -080.16564058 51
111  26.19571616 -080.16556539 51
111  26.19555938 -080.16554648 51
111  26.19551465 -080.16554108 51
112  26.19534938 -080.16538785  26.19530923 -080.16525897
111  26.19534938 -080.16538785 51
115  26.19530154 -080.16520148
120 Linear Feature 25
112  26.20013062 -080.16609819  26.19991567 -080.16603876 51
115  26.19990799 -080.16580300
120 Linear Feature 24
111  26.19985556 -080.16633631 51
112  26.20013062 -080.16609819  26.20036408 -080.16608924
111  26.20013062 -080.16609819 51
115  26.20045107 -080.16613713
120 Linear Feature 23
112  26.20027739 -080.16471858  26.20003305 -080.16465674 51
115  26.20004482 -080.16441132
120 Linear Feature 22
111  26.19999096 -080.16495917 51
112  26.20027739 -080.16471858  26.20052369 -080.16470939
111  26.20027739 -080.16471858 51
115  26.20054566 -080.16475262
120 Linear Feature 11
111  26.19945131 -080.18014134 51
112  26.19955272 -080.18004006  26.19962176 -080.18003710
111  26.19955272 -080.18004006 51
115  26.19973456 -080.18006276
120 Linear Feature 18
111  26.19966132 -080.17799720 51
112  26.19989097 -080.17780688  26.20008201 -080.17780716
111  26.19989097 -080.17780688 51
115  26.19993633 -080.17781219
120 Linear Feature 22
112  26.19976404 -080.17694842  26.19978551 -080.17664190 51
112  26.19957814 -080.17619389  26.19947656 -080.17600704
111  26.19957814 -080.17619389 51
111  26.19908966 -080.17551567 57
111  26.19882209 -080.17514671 51
111  26.19843580 -080.17461418 51
111  26.19830621 -080.17443551 51
111  26.19814620 -080.17421490 51
111  26.19778200 -080.17371278 51
111  26.19762532 -080.17349676 57
111  26.19745291 -080.17325611
112  26.19745291 -080.17325611  26.19741030 -080.17319387 57
111  26.19740565 -080.17308010 57
111  26.19742861 -080.17284609 57
111  26.19743976 -080.17273613 51
111  26.19746667 -080.17245749
112  26.19746667 -080.17245749  26.19752461 -080.17218920 51
112  26.19783807 -080.17234475  26.19791729 -080.17246169
111  26.19783807 -080.17234475 51
115  26.19817645 -080.17281075
120 Linear Feature 21
111  26.20032928 -080.16281529 51
112  26.20017822 -080.16304220  26.20015728 -080.16319309
111  26.20017822 -080.16304220 51
111  26.20017419 -080.16308355 51
111  26.20012581 -080.16358009 51
111  26.20004482 -080.16441132 51
111  26.19999096 -080.16495917 51
111  26.19990799 -080.16580300 51
111  26.19985556 -080.16633631 51
111  26.19985446 -080.16634754 51
111  26.19961233 -080.16881028 51
111  26.19955874 -080.16935542 51
111  26.19927656 -080.17222560 51
112  26.19929926 -080.17239267  26.19932863 -080.17245438
111  26.19929926 -080.17239267 51
111  26.19958980 -080.17279349 51
111  26.19983184 -080.17312742
112  26.19983184 -080.17312742  26.19984924 -080.17315176 51
112  26.19988480 -080.17320970  26.19990250 -080.17324017
111  26.19988480 -080.17320970
112  26.19988480 -080.17320970  26.19998033 -080.17337413 51
112  26.20005531 -080.17394296  26.20003969 -080.17426018
111  26.20005531 -080.17394296 51
111  26.20004994 -080.17401361 57
111  26.20000579 -080.17448028 51
111  26.19984865 -080.17608462 57
111  26.19984006 -080.17617223 57
111  26.19980260 -080.17655473 51
111  26.19976404 -080.17694842 51
111  26.19973988 -080.17719510 51
111  26.19970211 -080.17758066 51
111  26.19969882 -080.17761427 51
111  26.19966132 -080.17799720 51
111  26.19947229 -080.17992710 51
111  26.19945131 -080.18014134 51
115  26.19937601 -080.18091018
120 Linear Feature 20
111  26.20111017 -080.16237503 51
115  26.20151605 -080.16214668
120 Linear Feature 19
111  26.20132103 -080.15972019 51
111  26.20125089 -080.16213371 51
112  26.20111017 -080.16237503  26.20098568 -080.16246388
111  26.20111017 -080.16237503 51
111  26.20093553 -080.16247349 51
111  26.20032928 -080.16281529
112  26.20032928 -080.16281529  26.20031331 -080.16282131 51
112  26.20027142 -080.16282705  26.20024951 -080.16282908
111  26.20027142 -080.16282705
112  26.20027142 -080.16282705  26.20019147 -080.16283447 57
111  26.20003752 -080.16281295 51
111  26.19995490 -080.16280344 51
111  26.19965130 -080.16276712
112  26.19965130 -080.16276712  26.19954575 -080.16276505 51
115  26.19949429 -080.16282241
120 Linear Feature 6
112  26.19933604 -080.16907286  26.19937592 -080.16906759 51
112  26.19942722 -080.16905138  26.19945574 -080.16903891
111  26.19942722 -080.16905138 57
112  26.19958046 -080.16890569  26.19963281 -080.16880583
111  26.19958046 -080.16890569
112  26.19958046 -080.16890569  26.19960658 -080.16885543 51
115  26.19961233 -080.16881028
120 Linear Feature 5
111  26.19955874 -080.16935542 51
112  26.19954390 -080.16928189  26.19953154 -080.16923979
111  26.19954390 -080.16928189
112  26.19954390 -080.16928189  26.19949853 -080.16914458 57
111  26.19942247 -080.16910468 51
112  26.19933604 -080.16907286  26.19929600 -080.16906390
111  26.19933604 -080.16907286 51
111  26.19918594 -080.16905425
112  26.19918594 -080.16905425  26.19875342 -080.16907944 51
111  26.19871004 -080.16952681 51
115  26.19864982 -080.17015324
120 Linear Feature 4
112  26.19954833 -080.17319192  26.19958712 -080.17316424 57
112  26.19965975 -080.17314261  26.19969483 -080.17313604
111  26.19965975 -080.17314261
112  26.19965975 -080.17314261  26.19978910 -080.17311840 51
115  26.19988480 -080.17320970
120 Linear Feature 3
112  26.19958980 -080.17279349  26.19964785 -080.17289131 51
112  26.19961688 -080.17308087  26.19958875 -080.17317710
111  26.19961688 -080.17308087
112  26.19961688 -080.17308087  26.19959990 -080.17312587 57
112  26.19954833 -080.17319192  26.19952268 -080.17321957
111  26.19954833 -080.17319192 57
111  26.19931364 -080.17340319 51
111  26.19918150 -080.17351722
112  26.19918150 -080.17351722  26.19910866 -080.17357475 51
115  26.19893287 -080.17358871
120 Linear Feature 1
112  26.19881344 -080.17341537  26.19884995 -080.17344404 53
115  26.19896834 -080.17346913
120 Linear Feature 32
111  26.20117854 -080.16276551 51
111  26.20107320 -080.16253328
112  26.20107320 -080.16253328  26.20103031 -080.16244772 51
115  26.20093553 -080.16247349
120 Linear Feature 29
111  26.20017419 -080.16308355 51
112  26.20015947 -080.16301053  26.20014615 -080.16296903
111  26.20015947 -080.16301053 57
112  26.20003517 -080.16284205  26.19995054 -080.16279788
111  26.20003517 -080.16284205 51
116  26.19995490 -080.16280344  26.19993085 -080.16279760
120 Linear Feature 28
112  26.19990366 -080.16327175  26.19993983 -080.16327484 51
112  26.19999865 -080.16325805  26.20002734 -080.16324654
111  26.19999865 -080.16325805
112  26.19999865 -080.16325805  26.20009512 -080.16322394 57
111  26.20014933 -080.16312222
112  26.20014933 -080.16312222  26.20017114 -080.16308002 51
115  26.20017822 -080.16304220
120 Linear Feature 27
112  26.20012581 -080.16358009  26.20012465 -080.16354542 51
112  26.20011442 -080.16348685  26.20010729 -080.16345988
111  26.20011442 -080.16348685
112  26.20011442 -080.16348685  26.20010404 -080.16344759 57
112  26.19999580 -080.16331316  26.19992388 -080.16325832
111  26.19999580 -080.16331316
112  26.19999580 -080.16331316  26.19997046 -080.16329384 51
111  26.19990366 -080.16327175 51
111  26.19955740 -080.16323498 51
115  26.19945594 -080.16325876
120 Linear Feature 6
111  26.19918594 -080.16905425 51
111  26.19848643 -080.16896422 51
115  26.19807329 -080.16891104
120 Linear Feature 5
111  26.19830904 -080.17361929 51
111  26.19825063 -080.17422382
112  26.19825063 -080.17422382  26.19824707 -080.17434156 51
115  26.19830621 -080.17443551
120 Linear Feature 4
111  26.19813943 -080.17532534 51
111  26.19819802 -080.17472841
112  26.19819802 -080.17472841  26.19822344 -080.17452035 51
116  26.19843580 -080.17461418  26.19847172 -080.17465167
120 Linear Feature 3
111  26.19887273 -080.16786336 51
111  26.19881398 -080.16847164
112  26.19881398 -080.16847164  26.19880398 -080.16897000 51
115  26.19918594 -080.16905425
120 Linear Feature 2
111  26.19914679 -080.16509453 51
111  26.19909201 -080.16565979
112  26.19909201 -080.16565979  26.19908907 -080.16573733 51
112  26.19912583 -080.16584450  26.19914833 -080.16589131
111  26.19912583 -080.16584450
111  26.19917492 -080.16591673
112  26.19917492 -080.16591673  26.19923698 -080.16598351 51
115  26.19931105 -080.16599943
120 Linear Feature 23
112  26.19957814 -080.17619389  26.19959441 -080.17621639 51
112  26.19962751 -080.17624649  26.19964404 -080.17625929
111  26.19962751 -080.17624649
112  26.19962751 -080.17624649  26.19971590 -080.17631494 57
116  26.19984006 -080.17617223  26.19988355 -080.17607421
120 Linear Feature 21
112  26.19992563 -080.17743477  26.19974042 -080.17739837 51
115  26.19973988 -080.17719510
120 Linear Feature 20
111  26.19970211 -080.17758066 51
112  26.19992563 -080.17743477  26.20009132 -080.17743699
111  26.19992563 -080.17743477 51
115  26.19997188 -080.17744117
120 Linear Feature 19
111  26.19989097 -080.17780688 51
116  26.19969882 -080.17761427  26.19967448 -080.17746508
120 Linear Feature 17
111  26.19891663 -080.18045671 51
115  26.19903532 -080.18043388
120 Linear Feature 16
111  26.19902196 -080.18038375 51
112  26.19891663 -080.18045671  26.19885010 -080.18048170
111  26.19891663 -080.18045671
112  26.19891663 -080.18045671  26.19889161 -080.18046610 51
112  26.19883042 -080.18047138  26.19879816 -080.18047050
111  26.19883042 -080.18047138 51
111  26.19873032 -080.18046136 57
111  26.19831032 -080.18041138 51
111  26.19789637 -080.18036212
112  26.19789637 -080.18036212  26.19783782 -080.18034547 51
115  26.19777909 -080.18029810
120 Linear Feature 14
112  26.19892772 -080.18050433  26.19895267 -080.18047441 51
112  26.19903532 -080.18043388  26.19907529 -080.18041910
111  26.19903532 -080.18043388
112  26.19903532 -080.18043388  26.19904344 -080.18043088 51
112  26.19905917 -080.18042629  26.19906690 -080.18042425
111  26.19905917 -080.18042629
112  26.19905917 -080.18042629  26.19919668 -080.18039709 51
116  26.19938860 -080.18071257  26.19938676 -080.18092560
120 Linear Feature 13
112  26.19947229 -080.17992710  26.19948324 -080.18001339 51
115  26.19955272 -080.18004006
120 Linear Feature 12
112  26.19955272 -080.18004006  26.19932050 -080.18000461 51
115  26.19917021 -080.18019579
120 Linear Feature 10
111  26.19949589 -080.17968958 51
112  26.19943269 -080.17985824  26.19939111 -080.17992695
111  26.19943269 -080.17985824 51
111  26.19917021 -080.18019579 51
111  26.19902196 -080.18038375 51
111  26.19892772 -080.18050433 51
111  26.19866721 -080.18082642
112  26.19866721 -080.18082642  26.19858629 -080.18090775 57
111  26.19847908 -080.18089756 57
111  26.19826437 -080.18087445 51
115  26.19772942 -080.18081095
120 Linear Feature 9
111  26.19974241 -080.17998841 55
111  26.19973456 -080.18006276 55
115  26.19972683 -080.18013591
120 Linear Feature 5
111  26.19782860 -080.16554758 53 102
112  26.19797183 -080.16569539  26.19810352 -080.16570307
111  26.19797183 -080.16569539
112  26.19797183 -080.16569539  26.19802520 -080.16567798 53 102
115  26.19805883 -080.16557352
120 Linear Feature 3
111  26.19800383 -080.16611468 53 102
112  26.19795381 -080.16597553  26.19790787 -080.16592843
111  26.19795381 -080.16597553
112  26.19795381 -080.16597553  26.19782702 -080.16594738 53 102
115  26.19777645 -080.16608642
120 Linear Feature 33
112  26.19857829 -080.16927913  26.19856942 -080.16912407 53
115  26.19849477 -080.16908156
120 Linear Feature 32
111  26.19849011 -080.16907838 53
111  26.19839651 -080.16906777 53 102
115  26.19830197 -080.16905706
120 Linear Feature 29
112  26.19730287 -080.17133581  26.19737587 -080.17139191 53
115  26.19744748 -080.17135199
120 Linear Feature 28
111  26.19722693 -080.17105474 53
116  26.19726795 -080.17128119  26.19732549 -080.17136319
120 Linear Feature 26
111  26.19761182 -080.17166180 53
116  26.19761237 -080.17175912  26.19761823 -080.17178806
120 Linear Feature 25
112  26.19837995 -080.17131165  26.19837896 -080.17128976 53
112  26.19836408 -080.17124365  26.19835542 -080.17122097
111  26.19836408 -080.17124365
112  26.19836408 -080.17124365  26.19833940 -080.17117902 53 102
115  26.19829486 -080.17112040
120 Linear Feature 21
112  26.19736248 -080.17192084  26.19730665 -080.17185942 53
115  26.19721671 -080.17189540
120 Linear Feature 20
111  26.19742934 -080.17218190 53
111  26.19743834 -080.17207547
112  26.19743834 -080.17207547  26.19743953 -080.17203825 53
115  26.19742971 -080.17200852
120 Linear Feature 18
112  26.19773455 -080.17242854  26.19767504 -080.17239724 53
115  26.19760765 -080.17242672
120 Linear Feature 16
111  26.19789760 -080.17519463 53
116  26.19799990 -080.17516746  26.19804285 -080.17511801
120 Linear Feature 12
112  26.19792396 -080.17594790  26.19792476 -080.17592180 53
112  26.19791090 -080.17582531  26.19790250 -080.17577679
111  26.19791090 -080.17582531
112  26.19791090 -080.17582531  26.19789138 -080.17571260 53 102
115  26.19785716 -080.17557872
120 Linear Feature 11
111  26.19768365 -080.17788172 53
116  26.19774812 -080.17774102  26.19776073 -080.17768750
120 Linear Feature 9
112  26.19766825 -080.17854843  26.19766726 -080.17848705 53
115  26.19762636 -080.17839306
120 Linear Feature 8
111  26.19748658 -080.17986138 53
116  26.19754564 -080.17978304  26.19755170 -080.17975205
120 Linear Feature 4
111  26.19744339 -080.18084681 53
115  26.19738465 -080.18084043
120 Linear Feature 3
111  26.19745733 -080.18018885 53
116  26.19749705 -080.18028127  26.19749728 -080.18031860
120 Linear Feature 2
111  26.19740636 -080.18066445 53
116  26.19746757 -080.18058874  26.19747997 -080.18054620
120 Linear Feature 34
112  26.19685721 -080.16696395  26.19684022 -080.16714622 51
114  26.19661007 -080.16693579  26.19663028 -080.16675660 51
120 Linear Feature 33
112  26.19666134 -080.16669552  26.19669350 -080.16669449 53
111  26.19670138 -080.16664934 53 102
111  26.19676574 -080.16597428 53 102
111  26.19677848 -080.16584075
112  26.19677848 -080.16584075  26.19677975 -080.16579915 53 102
111  26.19674562 -080.16577462 53 102
111  26.19578709 -080.16566131
112  26.19578709 -080.16566131  26.19549418 -080.16565209 53 102
111  26.19525705 -080.16579741 53 102
111  26.19502185 -080.16606192
112  26.19502185 -080.16606192  26.19496428 -080.16615237 53 102
115  26.19499661 -080.16623016
120 Linear Feature 32
112  26.19752632 -080.16605376  26.19751242 -080.16595426 53 102
111  26.19741941 -080.16591424 53 102
111  26.19698115 -080.16579643 53 102
112  26.19690559 -080.16586094  26.19689226 -080.16593005
111  26.19690559 -080.16586094 53 102
111  26.19689279 -080.16598916 53 102
111  26.19682707 -080.16664796
112  26.19682707 -080.16664796  26.19682140 -080.16671485 53
111  26.19687470 -080.16672351 53
111  26.19697519 -080.16673418 53
111  26.19692755 -080.16721657 53
115  26.19649840 -080.16716261
120 Linear Feature 30
111  26.19637320 -080.16501379 53 102
112  26.19631969 -080.16514580  26.19630629 -080.16523539
111  26.19631969 -080.16514580 53 102
111  26.19629488 -080.16541048
112  26.19629488 -080.16541048  26.19629121 -080.16549956 53 102
111  26.19636195 -080.16555793 53 102
111  26.19702108 -080.16563643 53 102
111  26.19743689 -080.16563625
112  26.19743689 -080.16563625  26.19754806 -080.16562090 53 102
115  26.19757988 -080.16552373
120 Linear Feature 27
111  26.19543819 -080.16530312 53
116  26.19560470 -080.16538496  26.19573308 -080.16536277
120 Linear Feature 25
111  26.19549266 -080.16519318 55
111  26.19563799 -080.16531544 55
115  26.19632487 -080.16470357
120 Linear Feature 24
112  26.19560470 -080.16538496  26.19568239 -080.16536929 59
112  26.19589472 -080.16525033  26.19598705 -080.16517842
111  26.19589472 -080.16525033 59
115  26.19638999 -080.16481011
120 Linear Feature 23
111  26.19638999 -080.16481011 53
115  26.19644386 -080.16474549
120 Linear Feature 16
111  26.19764777 -080.16350374 55
115  26.19769814 -080.16345655
120 Linear Feature 15
111  26.19772029 -080.16360345 53
115  26.19777559 -080.16356745
120 Linear Feature 13
111  26.19918184 -080.16263952 53
115  26.19923301 -080.16264527
120 Linear Feature 12
112  26.19920332 -080.16294438  26.19919939 -080.16289473 53
112  26.19916738 -080.16283646  26.19915176 -080.16281346
111  26.19916738 -080.16283646
112  26.19916738 -080.16283646  26.19915131 -080.16281279 53 102
115  26.19913607 -080.16280211
120 Linear Feature 11
111  26.19852180 -080.16581912 53 102
111  26.19878907 -080.16585068
112  26.19878907 -080.16585068  26.19880910 -080.16585046 53 102
112  26.19884148 -080.16584137  26.19885649 -080.16583579
111  26.19884148 -080.16584137
112  26.19884148 -080.16584137  26.19890690 -080.16581708 53
115  26.19892730 -080.16575375
120 Linear Feature 9
111  26.19888848 -080.16613233 53
112  26.19887076 -080.16608450  26.19885541 -080.16605875
111  26.19887076 -080.16608450
112  26.19887076 -080.16608450  26.19885491 -080.16605790 53 102
112  26.19877001 -080.16601328  26.19871480 -080.16599917
111  26.19877001 -080.16601328 53 102
111  26.19855086 -080.16598534 53 102
111  26.19836139 -080.16598153 53 102
115  26.19835670 -080.16598144
120 Linear Feature 8
111  26.19851804 -080.16886123 53
116  26.19863566 -080.16870257  26.19867168 -080.16856821
120 Linear Feature 7
111  26.19831992 -080.16884239 53 102
111  26.19841534 -080.16885250 53
115  26.19850926 -080.16886245
120 Linear Feature 36
111  26.19342790 -080.16343218 20
111  26.19292884 -080.16341146 20
115  26.19292296 -080.16317011
120 Linear Feature 6
111  26.19158526 -080.16671979 1
111  26.19170409 -080.16661401 1
111  26.19173323 -080.16665643 1
115  26.19161558 -080.16676261
120 Linear Feature 3
111  26.19101891 -080.16571831 1
115  26.19151506 -080.16640057
120 Linear Feature 1
111  26.19182528 -080.16476074 53 102
116  26.19185229 -080.16454586  26.19179469 -080.16442385
120 Linear Feature 45
111  26.19534399 -080.16846518 53 102
112  26.19534627 -080.16855310  26.19535117 -080.16859995
111  26.19534627 -080.16855310 53
116  26.19540482 -080.16871285  26.19544873 -080.16876868
120 Linear Feature 43
111  26.19479781 -080.16641078 53 102
112  26.19465769 -080.16639144  26.19457060 -080.16642237
111  26.19465769 -080.16639144 53 102
111  26.19437090 -080.16657891 53 102
111  26.19426249 -080.16664977 53 102
111  26.19412964 -080.16677014 53
111  26.19410625 -080.16679147
112  26.19410625 -080.16679147  26.19408520 -080.16682356 53
111  26.19409132 -080.16687206 53
115  26.19410468 -080.16692765
120 Linear Feature 42
112  26.19488729 -080.16799581  26.19494148 -080.16805274 53
112  26.19503723 -080.16810866  26.19507895 -080.16812964
111  26.19503723 -080.16810866
112  26.19503723 -080.16810866  26.19508303 -080.16813170 53 102
115  26.19511399 -080.16813790
120 Linear Feature 40
111  26.19235556 -080.16432904 53
111  26.19231374 -080.16439171
112  26.19231374 -080.16439171  26.19230012 -080.16442923 53
115  26.19232423 -080.16446701
120 Linear Feature 39
112  26.19389612 -080.16663519  26.19397055 -080.16669271 53
115  26.19404632 -080.16664284
120 Linear Feature 37
111  26.19216697 -080.16425483 53
115  26.19220724 -080.16421742
120 Linear Feature 32
112  26.19089193 -080.16934566  26.19097531 -080.16944070 51
115  26.19107732 -080.16938684
120 Linear Feature 31
111  26.19089215 -080.16955164 51
