I
1050 Generated by WorldEditor 2.1.0r1

1   1243 1 0 KCHD Chandler Muni
111  33.27452597 -111.81097863 1
115  33.27418966 -111.81097347
120 Linear Feature 141
112  33.27456659 -111.80870678  33.27439259 -111.80874135 1
115  33.27439447 -111.80892228
120 Linear Feature 140
111  33.27422809 -111.80870333 1
111  33.27456659 -111.80870678 1
111  33.27460011 -111.80870788
112  33.27460011 -111.80870788  33.27477844 -111.80873274 1
111  33.27478732 -111.80893990 1
111  33.27476730 -111.81074968
112  33.27476730 -111.81074968  33.27475214 -111.81095741 1
111  33.27458570 -111.81097884 1
111  33.27452597 -111.81097863
112  33.27452597 -111.81097863  33.27437961 -111.81094184 1
115  33.27437472 -111.81076164
120 Linear Feature 139
112  33.27418966 -111.81097347  33.27403286 -111.81094995 1
115  33.27401536 -111.81074313
120 Linear Feature 138
112  33.27422809 -111.80870333  33.27403981 -111.80873127 1
115  33.27403467 -111.80892207
120 Linear Feature 137
111  33.27386855 -111.80869688 1
111  33.27422809 -111.80870333
112  33.27422809 -111.80870333  33.27437934 -111.80874268 1
111  33.27439447 -111.80892228 1
111  33.27437472 -111.81076164
112  33.27437472 -111.81076164  33.27434473 -111.81095624 1
111  33.27418966 -111.81097347 1
115  33.27383192 -111.81096821
120 Linear Feature 136
111  33.27336386 -111.81009773 1
115  33.27336964 -111.80974593
120 Linear Feature 135
112  33.27383192 -111.81096821  33.27366374 -111.81093062 1
115  33.27365503 -111.81073982
120 Linear Feature 134
112  33.27386855 -111.80869688  33.27368816 -111.80871922 1
115  33.27367463 -111.80891765
120 Linear Feature 133
112  33.27357796 -111.80869230  33.27339275 -111.80866196 1
115  33.27338135 -111.80845821
120 Linear Feature 132
111  33.27357796 -111.80869230 1
115  33.27350618 -111.80869164
120 Linear Feature 131
112  33.27337765 -111.80892031  33.27343119 -111.80869584 1
111  33.27357796 -111.80869230 1
111  33.27386855 -111.80869688
112  33.27386855 -111.80869688  33.27401798 -111.80873686 1
111  33.27403467 -111.80892207 1
111  33.27401536 -111.81074313
112  33.27401536 -111.81074313  33.27399857 -111.81094205 1
111  33.27383192 -111.81096821 1
115  33.27348151 -111.81096281
120 Linear Feature 130
112  33.27345478 -111.81096315  33.27336433 -111.81094375 1
111  33.27336129 -111.81082551 1
115  33.27335773 -111.81062506
120 Linear Feature 129
111  33.27308873 -111.81095873 1
111  33.27345478 -111.81096315 1
111  33.27348151 -111.81096281
112  33.27348151 -111.81096281  33.27364254 -111.81092048 1
111  33.27365503 -111.81073982 1
111  33.27367463 -111.80891765
112  33.27367463 -111.80891765  33.27364467 -111.80871087 1
111  33.27350618 -111.80869164 1
111  33.27323421 -111.80868422 1
115  33.27318111 -111.80868614
120 Linear Feature 128
112  33.27271098 -111.81094853  33.27261472 -111.81090835 1
115  33.27265760 -111.81080593
120 Linear Feature 127
111  33.27251302 -111.81094456 1
111  33.27271098 -111.81094853 1
111  33.27308873 -111.81095873
112  33.27308873 -111.81095873  33.27314221 -111.81094751 1
111  33.27316978 -111.81091341 1
111  33.27332971 -111.81069561
112  33.27332971 -111.81069561  33.27334967 -111.81066239 1
111  33.27335773 -111.81062506 1
111  33.27336386 -111.81009773
112  33.27336386 -111.81009773  33.27333041 -111.80992462 1
115  33.27322006 -111.81001759
120 Linear Feature 126
111  33.27337661 -111.80887967 1
115  33.27338064 -111.80850055
120 Linear Feature 125
111  33.27337106 -111.80945112 1
115  33.27337294 -111.80916463
120 Linear Feature 124
112  33.27228413 -111.81093829  33.27218386 -111.81090537 1
115  33.27222957 -111.81079103
120 Linear Feature 123
112  33.27209767 -111.81097432  33.27212668 -111.81094642 1
111  33.27217334 -111.81093626 1
111  33.27228413 -111.81093829 1
111  33.27251302 -111.81094456
112  33.27251302 -111.81094456  33.27255978 -111.81093312 1
111  33.27259274 -111.81089305 1
111  33.27265760 -111.81080593 1
111  33.27322006 -111.81001759 1
111  33.27333443 -111.80985638
112  33.27333443 -111.80985638  33.27336331 -111.80980225 1
111  33.27336964 -111.80974593 1
111  33.27337106 -111.80945112
112  33.27337106 -111.80945112  33.27333518 -111.80932119 1
115  33.27324188 -111.80937485
120 Linear Feature 121
112  33.27314367 -111.80925786  33.27318872 -111.80923752 20
112  33.27316122 -111.80912998  33.27312397 -111.80909348 20
114  33.27305985 -111.80917574  33.27305205 -111.80923257 20
120 Linear Feature 121
112  33.27298676 -111.80948241  33.27303181 -111.80946208 20
112  33.27300432 -111.80935454  33.27296706 -111.80931804 20
114  33.27290295 -111.80940029  33.27289515 -111.80945713 20
120 Linear Feature 120
111  33.27233390 -111.80976232 3
111  33.27257936 -111.80942072 3
111  33.27257037 -111.80923791 3
111  33.27260177 -111.80919353 3
111  33.27278097 -111.80894025
112  33.27278097 -111.80894025  33.27289648 -111.80884756 3
112  33.27292798 -111.80910905  33.27285854 -111.80922759
111  33.27292798 -111.80910905 3
115  33.27240050 -111.80984492
120 Linear Feature 119
112  33.27150663 -111.81126705  33.27151375 -111.81119901 51
115  33.27154159 -111.81114422
120 Linear Feature 118
112  33.27146653 -111.81116002  33.27151439 -111.81117765 51
111  33.27154159 -111.81114422 51
111  33.27244155 -111.80988634 1
111  33.27258144 -111.80969228
112  33.27258144 -111.80969228  33.27263150 -111.80964227 1
111  33.27268679 -111.80968816 1
111  33.27281597 -111.80982401
112  33.27281597 -111.80982401  33.27286799 -111.80986467 1
115  33.27291671 -111.80982723
120 Linear Feature 117
112  33.27203992 -111.80918897  33.27199630 -111.80916199 51
115  33.27196264 -111.80915908
120 Linear Feature 116
112  33.27242598 -111.80932432  33.27232193 -111.80942930 51
111  33.27221176 -111.80936042 51
111  33.27203992 -111.80918897 51
115  33.27198258 -111.80913018
120 Linear Feature 115
112  33.27175961 -111.81152697  33.27176644 -111.81144531 51
111  33.27179213 -111.81140374 51
115  33.27184556 -111.81132797
120 Linear Feature 114
112  33.27165320 -111.81134927  33.27176114 -111.81141347 51
111  33.27184556 -111.81132797 51
111  33.27197723 -111.81114328 1
111  33.27206973 -111.81101345 51
111  33.27209767 -111.81097432 51
111  33.27211801 -111.81094583 1
111  33.27222957 -111.81079103 1
111  33.27291671 -111.80982723 1
111  33.27324188 -111.80937485 1
111  33.27332057 -111.80926278
112  33.27332057 -111.80926278  33.27337149 -111.80918351 1
111  33.27337294 -111.80916463 1
111  33.27337765 -111.80892031 1
111  33.27337661 -111.80887967
112  33.27337661 -111.80887967  33.27332704 -111.80868321 1
115  33.27318111 -111.80868614
120 Linear Feature 113
112  33.27143983 -111.81113531  33.27136897 -111.81103194 51
115  33.27142313 -111.81093651
120 Linear Feature 112
111  33.27167252 -111.81137308 51
111  33.27165320 -111.81134927 51
115  33.27146653 -111.81116002
120 Linear Feature 111
112  33.27093629 -111.81305146  33.27083880 -111.81314651 51
115  33.27073532 -111.81307431
120 Linear Feature 110
112  33.27095001 -111.81328951  33.27087178 -111.81316752 51
111  33.27093629 -111.81305146 51
111  33.27170946 -111.81196818 51
111  33.27172941 -111.81193581
112  33.27172941 -111.81193581  33.27174989 -111.81188512 51
111  33.27175571 -111.81184598 51
111  33.27175961 -111.81152697 51
112  33.27167252 -111.81137308  33.27159982 -111.81131619
111  33.27167252 -111.81137308
112  33.27167252 -111.81137308  33.27155916 -111.81129748 51
115  33.27147505 -111.81139330
120 Linear Feature 109
111  33.27147901 -111.81357848 51
111  33.27143538 -111.81353484 51
111  33.27167711 -111.81319542 51
115  33.27172011 -111.81323904
120 Linear Feature 108
111  33.27110707 -111.81320221 51
111  33.27106559 -111.81316027 51
111  33.27140822 -111.81267896 51
115  33.27145086 -111.81272271
120 Linear Feature 107
111  33.27299488 -111.81384282 1
115  33.27292120 -111.81384172
120 Linear Feature 107
111  33.27299433 -111.81387104 1
111  33.27292059 -111.81386991 1
115  33.27290201 -111.81386954
120 Linear Feature 107
111  33.27299392 -111.81389959 1
115  33.27291996 -111.81389848
120 Linear Feature 106
112  33.27261115 -111.81409284  33.27258111 -111.81420062 3
111  33.27250123 -111.81420356 3
111  33.27193632 -111.81419183
112  33.27193632 -111.81419183  33.27183333 -111.81417529 3
115  33.27182577 -111.81407177
120 Linear Feature 105
112  33.27258679 -111.81428721  33.27268234 -111.81425194 1
111  33.27268909 -111.81413575 1
115  33.27270007 -111.81350176
120 Linear Feature 104
112  33.27280133 -111.81429147  33.27290497 -111.81424394 1
111  33.27291500 -111.81412507 1
111  33.27291996 -111.81389848 1
111  33.27292059 -111.81386991 1
111  33.27292120 -111.81384172 1
115  33.27292915 -111.81347910
120 Linear Feature 103
111  33.27316156 -111.81430016 1
111  33.27280133 -111.81429147 1
111  33.27258679 -111.81428721 1
115  33.27254004 -111.81428726
120 Linear Feature 102
112  33.27237343 -111.81428404  33.27229615 -111.81430615 1
115  33.27228488 -111.81438447
120 Linear Feature 101
111  33.27220295 -111.81428077 1
111  33.27237343 -111.81428404 1
111  33.27254004 -111.81428726
112  33.27254004 -111.81428726  33.27261514 -111.81431339 1
111  33.27262223 -111.81439129 1
115  33.27261890 -111.81532004
120 Linear Feature 100
112  33.27143983 -111.81113531  33.27134202 -111.81107064 51
115  33.27126592 -111.81115505
120 Linear Feature 98
112  33.27207397 -111.81427736  33.27203032 -111.81429579 1
116  33.27198939 -111.81442197  33.27198556 -111.81452457
120 Linear Feature 97
112  33.27188923 -111.81423924  33.27192957 -111.81427152 1
111  33.27198586 -111.81427482 1
111  33.27207397 -111.81427736 1
111  33.27220295 -111.81428077
112  33.27220295 -111.81428077  33.27227703 -111.81430404 1
111  33.27228488 -111.81438447 1
115  33.27228113 -111.81533256
120 Linear Feature 96
111  33.27128792 -111.81363445 51
111  33.27110799 -111.81344864 51
115  33.27107550 -111.81341850
120 Linear Feature 95
112  33.27108758 -111.81365733  33.27118726 -111.81355575 51
111  33.27128792 -111.81363445 51
111  33.27131604 -111.81365954 51
111  33.27177149 -111.81412184 1
111  33.27188923 -111.81423924 1
111  33.27193759 -111.81429619
112  33.27193759 -111.81429619  33.27196369 -111.81433040 1
112  33.27198939 -111.81442197  33.27199613 -111.81447243
111  33.27198939 -111.81442197 1
115  33.27198583 -111.81531561
120 Linear Feature 94
112  33.27057553 -111.81291083  33.27049565 -111.81279080 51
115  33.27056047 -111.81267338
120 Linear Feature 93
111  33.27054511 -111.81269277 51
115  33.27037824 -111.81292970
120 Linear Feature 92
111  33.27120806 -111.81089566 51
111  33.27143983 -111.81113531 51
111  33.27146653 -111.81116002
112  33.27146653 -111.81116002  33.27149346 -111.81119729 51
112  33.27150663 -111.81126705  33.27150891 -111.81130002
111  33.27150663 -111.81126705
112  33.27150663 -111.81126705  33.27151162 -111.81133939 51
111  33.27147505 -111.81139330 51
111  33.27056047 -111.81267338 51
111  33.27054511 -111.81269277
112  33.27054511 -111.81269277  33.27045465 -111.81277443 51
115  33.27036720 -111.81270077
120 Linear Feature 91
112  33.27034638 -111.81267914  33.27027206 -111.81257162 51
115  33.27032814 -111.81247020
120 Linear Feature 90
112  33.27100565 -111.81068707  33.27088533 -111.81054103 51
111  33.27096667 -111.81039030 51
115  33.27135470 -111.80984334
120 Linear Feature 89
112  33.27147955 -111.81085601  33.27134929 -111.81100592 51
115  33.27120806 -111.81089566
120 Linear Feature 88
112  33.27123771 -111.81119426  33.27131580 -111.81102185 51
111  33.27120806 -111.81089566 51
111  33.27100565 -111.81068707
112  33.27100565 -111.81068707  33.27084836 -111.81056949 51
111  33.27074959 -111.81069061 51
115  33.27036784 -111.81122508
120 Linear Feature 87
112  33.27017749 -111.81267804  33.27004300 -111.81279910 51
115  33.26992404 -111.81270255
120 Linear Feature 86
112  33.26970835 -111.81248499  33.26960021 -111.81233860 51
111  33.26968284 -111.81218535 51
115  33.27006031 -111.81165614
120 Linear Feature 85
111  33.26970835 -111.81248499 51
115  33.26941970 -111.81219227
120 Linear Feature 84
112  33.26994426 -111.81300245  33.27002835 -111.81283788 51
111  33.26992404 -111.81270255 51
111  33.26970835 -111.81248499
112  33.26970835 -111.81248499  33.26955853 -111.81237564 51
111  33.26945797 -111.81250051 51
111  33.26884739 -111.81335560
112  33.26884739 -111.81335560  33.26875455 -111.81352462 51
115  33.26886473 -111.81365869
120 Linear Feature 78
112  33.26933725 -111.81385474  33.26920650 -111.81398525 51
115  33.26907761 -111.81387339
120 Linear Feature 77
112  33.26910245 -111.81418215  33.26918642 -111.81400823 51
111  33.26907761 -111.81387339 51
111  33.26886473 -111.81365869
112  33.26886473 -111.81365869  33.26870825 -111.81354482 51
111  33.26859716 -111.81370358 51
115  33.26823194 -111.81421474
120 Linear Feature 76
112  33.27036720 -111.81270077  33.27044978 -111.81281506 51
115  33.27037824 -111.81292970
120 Linear Feature 75
111  33.27057553 -111.81291083 51
111  33.27036720 -111.81270077 51
111  33.27034638 -111.81267914
112  33.27034638 -111.81267914  33.27024603 -111.81260647 51
115  33.27016924 -111.81269202
120 Linear Feature 74
111  33.27090816 -111.81324941 51
111  33.27073532 -111.81307431 51
115  33.27070071 -111.81303926
120 Linear Feature 73
112  33.26967118 -111.81563735  33.26957265 -111.81573487 51
115  33.26947336 -111.81566190
120 Linear Feature 72
112  33.26966825 -111.81585974  33.26960926 -111.81573347 51
111  33.26967118 -111.81563735 51
111  33.27108758 -111.81365733
112  33.27108758 -111.81365733  33.27115197 -111.81352565 51
111  33.27107550 -111.81341850 51
111  33.27095001 -111.81328951 51
111  33.27090816 -111.81324941
112  33.27090816 -111.81324941  33.27079904 -111.81317768 51
115  33.27071148 -111.81327452
120 Linear Feature 71
112  33.26930485 -111.81549154  33.26922808 -111.81536222 51
115  33.26929597 -111.81525336
120 Linear Feature 70
112  33.26897111 -111.81515212  33.26889563 -111.81503837 51
115  33.26895533 -111.81492038
120 Linear Feature 69
112  33.26877138 -111.81495098  33.26887421 -111.81501883 51
111  33.26895533 -111.81492038 51
111  33.27037824 -111.81292970
112  33.27037824 -111.81292970  33.27047556 -111.81283799 51
111  33.27057553 -111.81291083 51
111  33.27070071 -111.81303926
112  33.27070071 -111.81303926  33.27077542 -111.81315860 51
111  33.27071148 -111.81327452 51
111  33.26929597 -111.81525336
112  33.26929597 -111.81525336  33.26920688 -111.81534930 51
115  33.26909926 -111.81528166
120 Linear Feature 67
112  33.26740138 -111.81572949  33.26727554 -111.81556901 51
111  33.26737522 -111.81541548 51
115  33.26774519 -111.81489536
120 Linear Feature 66
111  33.26740138 -111.81572949 51
115  33.26708944 -111.81541402
120 Linear Feature 65
112  33.26785900 -111.81592138  33.26773089 -111.81604328 51
115  33.26760306 -111.81593484
120 Linear Feature 64
112  33.26762713 -111.81624631  33.26771678 -111.81606501 51
111  33.26760306 -111.81593484 51
111  33.26740138 -111.81572949
112  33.26740138 -111.81572949  33.26724015 -111.81561603 51
111  33.26714294 -111.81574036 51
115  33.26676440 -111.81626869
120 Linear Feature 63
112  33.26873495 -111.81491374  33.26867433 -111.81481674 51
115  33.26872373 -111.81471553
120 Linear Feature 61
112  33.26845478 -111.81785120  33.26834992 -111.81795065 1
115  33.26823919 -111.81785950
120 Linear Feature 60
112  33.26824782 -111.81807339  33.26829889 -111.81800854 1
112  33.26845478 -111.81785120  33.26852385 -111.81776062
111  33.26845478 -111.81785120 1
111  33.26968063 -111.81613866
112  33.26968063 -111.81613866  33.26973404 -111.81605674 51
112  33.26966825 -111.81585974  33.26959846 -111.81577995
111  33.26966825 -111.81585974 51
111  33.26947336 -111.81566190 51
115  33.26942462 -111.81561462
120 Linear Feature 59
112  33.26795487 -111.81736490  33.26787499 -111.81745243 1
115  33.26777851 -111.81739346
120 Linear Feature 58
112  33.26795905 -111.81757596  33.26789416 -111.81748496 1
115  33.26795487 -111.81736490
120 Linear Feature 57
111  33.26778438 -111.81760289 1
111  33.26795487 -111.81736490 1
111  33.26919432 -111.81563401
112  33.26919432 -111.81563401  33.26924547 -111.81555440 51
116  33.26919521 -111.81538129  33.26914722 -111.81530930
120 Linear Feature 56
112  33.26771723 -111.81713147  33.26762875 -111.81721782 1
115  33.26754619 -111.81715961
120 Linear Feature 55
112  33.26772585 -111.81734083  33.26766359 -111.81724481 1
115  33.26772880 -111.81711815
120 Linear Feature 54
111  33.26755291 -111.81736328 1
111  33.26771723 -111.81713147 1
111  33.26772880 -111.81711815 1
111  33.26895561 -111.81540225
112  33.26895561 -111.81540225  33.26902715 -111.81529044 51
116  33.26895002 -111.81513340  33.26890617 -111.81507942
120 Linear Feature 53
112  33.26746069 -111.81707179  33.26739974 -111.81698596 1
115  33.26745347 -111.81686818
120 Linear Feature 52
112  33.26743510 -111.81689204  33.26739811 -111.81692621 1
112  33.26733351 -111.81692330  33.26730835 -111.81691881
111  33.26733351 -111.81692330
112  33.26733351 -111.81692330  33.26731500 -111.81691999 51
115  33.26730507 -111.81691356
120 Linear Feature 51
112  33.26728637 -111.81689499  33.26724017 -111.81681563 51
115  33.26727788 -111.81673939
120 Linear Feature 50
111  33.26728981 -111.81709876 1
111  33.26743510 -111.81689204 1
111  33.26745347 -111.81686818 1
111  33.26872720 -111.81508851 51
111  33.26874409 -111.81506394
112  33.26874409 -111.81506394  33.26878178 -111.81498898 51
115  33.26874182 -111.81492135
120 Linear Feature 49
111  33.26746069 -111.81707179 1
111  33.26732564 -111.81693445 51
115  33.26730507 -111.81691356
120 Linear Feature 48
111  33.26772585 -111.81734083 1
115  33.26754619 -111.81715961
120 Linear Feature 47
112  33.26696011 -111.81819580  33.26685924 -111.81831220 1
115  33.26677349 -111.81824190
120 Linear Feature 46
112  33.26755291 -111.81736328  33.26760752 -111.81723305 1
111  33.26754619 -111.81715961 1
111  33.26746069 -111.81707179
112  33.26746069 -111.81707179  33.26736625 -111.81701736 1
115  33.26728981 -111.81709876
120 Linear Feature 45
111  33.26795905 -111.81757596 1
115  33.26777851 -111.81739346
120 Linear Feature 44
112  33.26818016 -111.81761117  33.26810300 -111.81768989 1
115  33.26800882 -111.81762699
120 Linear Feature 43
112  33.26818915 -111.81780925  33.26812574 -111.81770578 1
115  33.26818016 -111.81761117
120 Linear Feature 42
112  33.26694703 -111.81841731  33.26688864 -111.81831702 1
111  33.26696011 -111.81819580 1
111  33.26755291 -111.81736328
112  33.26755291 -111.81736328  33.26764384 -111.81728245 1
111  33.26772585 -111.81734083 1
111  33.26777851 -111.81739346
112  33.26777851 -111.81739346  33.26784394 -111.81747477 1
115  33.26778438 -111.81760289
120 Linear Feature 41
112  33.26719048 -111.81843615  33.26709758 -111.81854255 1
115  33.26700904 -111.81848101
120 Linear Feature 40
111  33.26802195 -111.81783239 1
111  33.26818016 -111.81761117 1
111  33.26942200 -111.81587301
112  33.26942200 -111.81587301  33.26950929 -111.81573191 51
111  33.26942462 -111.81561462 51
111  33.26930485 -111.81549154 51
111  33.26919521 -111.81538129 51
111  33.26909926 -111.81528166 51
111  33.26897111 -111.81515212 51
111  33.26895002 -111.81513340 51
111  33.26877138 -111.81495098 51
111  33.26874182 -111.81492135 51
111  33.26873495 -111.81491374
112  33.26873495 -111.81491374  33.26865843 -111.81483413 51
115  33.26859424 -111.81489705
120 Linear Feature 39
111  33.26818915 -111.81780925 1
115  33.26800882 -111.81762699
120 Linear Feature 38
112  33.26802195 -111.81783239  33.26808211 -111.81771529 1
111  33.26800882 -111.81762699 1
111  33.26795905 -111.81757596
112  33.26795905 -111.81757596  33.26785995 -111.81751812 1
111  33.26778438 -111.81760289 1
111  33.26719048 -111.81843615
112  33.26719048 -111.81843615  33.26712084 -111.81856450 1
115  33.26717826 -111.81865353
120 Linear Feature 37
112  33.26740854 -111.81888859  33.26734812 -111.81879511 1
115  33.26741707 -111.81868196
120 Linear Feature 36
112  33.26764725 -111.81891140  33.26755185 -111.81901139 1
115  33.26743959 -111.81892130
120 Linear Feature 35
111  33.26748610 -111.81913605 51
111  33.26749387 -111.81912620 1
111  33.26764725 -111.81891140 1
111  33.26824782 -111.81807339
112  33.26824782 -111.81807339  33.26829433 -111.81797906 1
112  33.26823919 -111.81785950  33.26819462 -111.81780563
111  33.26823919 -111.81785950 1
111  33.26818915 -111.81780925
112  33.26818915 -111.81780925  33.26809664 -111.81775169 1
111  33.26802195 -111.81783239 1
111  33.26741707 -111.81868196
112  33.26741707 -111.81868196  33.26734001 -111.81877672 1
115  33.26724452 -111.81872039
120 Linear Feature 34
112  33.26669496 -111.81816436  33.26661099 -111.81804964 1
115  33.26668039 -111.81794705
120 Linear Feature 33
112  33.26665284 -111.81798273  33.26662071 -111.81801689 1
112  33.26655398 -111.81801316  33.26653494 -111.81801093
111  33.26655398 -111.81801316 51
115  33.26654574 -111.81801189
120 Linear Feature 32
112  33.26737948 -111.81928845  33.26734530 -111.81930250 51
112  33.26729616 -111.81930298  33.26727582 -111.81930144
111  33.26729616 -111.81930298
112  33.26729616 -111.81930298  33.26727545 -111.81930141 1
115  33.26726349 -111.81929616
120 Linear Feature 31
111  33.26652440 -111.81816402 51
111  33.26654230 -111.81815231
112  33.26654230 -111.81815231  33.26662801 -111.81810324 1
115  33.26669496 -111.81816436
120 Linear Feature 30
111  33.26654574 -111.81801189 51
111  33.26655150 -111.81801664 1
111  33.26669496 -111.81816436 1
111  33.26677349 -111.81824190 1
111  33.26694703 -111.81841731 1
111  33.26700904 -111.81848101 1
111  33.26717826 -111.81865353 1
111  33.26724452 -111.81872039 1
111  33.26740854 -111.81888859 1
111  33.26743959 -111.81892130
112  33.26743959 -111.81892130  33.26751324 -111.81901198 1
112  33.26749040 -111.81912394  33.26748149 -111.81915395
111  33.26749040 -111.81912394 51
111  33.26748610 -111.81913605 51
111  33.26737948 -111.81928845 51
115  33.26726926 -111.81944293
120 Linear Feature 29
111  33.26652440 -111.81816402 51
111  33.26653723 -111.81814587 1
111  33.26665284 -111.81798273 1
111  33.26668039 -111.81794705 1
111  33.26728981 -111.81709876
112  33.26728981 -111.81709876  33.26733422 -111.81703119 1
112  33.26731949 -111.81694316  33.26730954 -111.81691127
111  33.26731949 -111.81694316
112  33.26731949 -111.81694316  33.26731315 -111.81692284 51
111  33.26730507 -111.81691356 51
111  33.26728637 -111.81689499
112  33.26728637 -111.81689499  33.26721602 -111.81684844 51
116  33.26714921 -111.81692091  33.26712243 -111.81695096
120 Linear Feature 28
112  33.26655511 -111.81774723  33.26642652 -111.81787209 51
115  33.26629626 -111.81775995
120 Linear Feature 27
112  33.26651081 -111.81797704  33.26646331 -111.81788825 51
115  33.26650273 -111.81782368
120 Linear Feature 26
112  33.26651081 -111.81797704  33.26644065 -111.81793339 51
115  33.26638808 -111.81798398
120 Linear Feature 25
111  33.26642557 -111.81830271 51
115  33.26631457 -111.81845821
120 Linear Feature 24
111  33.26629626 -111.81775995 51
111  33.26651081 -111.81797704 51
111  33.26654574 -111.81801189 51
111  33.26654804 -111.81802143
112  33.26654804 -111.81802143  33.26655565 -111.81806268 1
112  33.26653326 -111.81814160  33.26651063 -111.81820251
111  33.26653326 -111.81814160 51
111  33.26652440 -111.81816402 51
111  33.26642557 -111.81830271
112  33.26642557 -111.81830271  33.26641023 -111.81834641 51
112  33.26641684 -111.81841344  33.26642177 -111.81844089
111  33.26641684 -111.81841344
112  33.26641684 -111.81841344  33.26642117 -111.81843755 1
115  33.26642800 -111.81845231
120 Linear Feature 23
111  33.26879822 -111.81809522 1
111  33.26877083 -111.81813366 1
111  33.26860448 -111.81796037 1
115  33.26862992 -111.81792397
120 Linear Feature 22
111  33.26867123 -111.81827615 1
111  33.26869840 -111.81823891 1
115  33.26852463 -111.81806337
120 Linear Feature 21
111  33.26832271 -111.81829186 1
111  33.26829578 -111.81832982 1
111  33.26849354 -111.81852876 1
115  33.26852097 -111.81849157
120 Linear Feature 20
111  33.26839059 -111.81867459 1
111  33.26841808 -111.81863521 1
111  33.26822098 -111.81843613 1
115  33.26819151 -111.81847522
120 Linear Feature 19
111  33.26823872 -111.81888549 1
111  33.26821149 -111.81892276 1
111  33.26801576 -111.81872530 1
115  33.26804169 -111.81868746
120 Linear Feature 18
111  33.26790952 -111.81887014 1
111  33.26793977 -111.81883070 1
111  33.26813655 -111.81903027 1
115  33.26810964 -111.81906918
120 Linear Feature 17
111  33.26795843 -111.81928026 1
111  33.26793159 -111.81931814 1
111  33.26773384 -111.81911805 1
115  33.26776013 -111.81908110
120 Linear Feature 16
111  33.26781143 -111.81948882 1
111  33.26783905 -111.81944926 1
111  33.26764586 -111.81925456 1
115  33.26761801 -111.81929378
120 Linear Feature 15
111  33.26764605 -111.81972265 1
111  33.26761908 -111.81976019 1
111  33.26742719 -111.81956377 1
115  33.26745272 -111.81952652
120 Linear Feature 14
111  33.26745029 -111.81982304 1
115  33.26743173 -111.81984881
120 Linear Feature 14
111  33.26746764 -111.81984054 1
115  33.26744908 -111.81986631
120 Linear Feature 14
111  33.26748528 -111.81985834 1
115  33.26746673 -111.81988411
120 Linear Feature 13
111  33.26750328 -111.81992097 1
111  33.26753124 -111.81988082 1
111  33.26732458 -111.81967257 1
115  33.26729581 -111.81971173
120 Linear Feature 12
111  33.26734560 -111.82014267 1
111  33.26731723 -111.82018303 1
111  33.26711102 -111.81997494 1
115  33.26713836 -111.81993496
120 Linear Feature 11
111  33.26720083 -111.82034596 1
111  33.26722917 -111.82030489 1
111  33.26701792 -111.82009355 1
115  33.26698992 -111.82013210
120 Linear Feature 10
111  33.26701499 -111.82060512 1
111  33.26698632 -111.82064157 1
111  33.26677717 -111.82043201 1
115  33.26680499 -111.82039311
120 Linear Feature 9
111  33.26683124 -111.82076158 1
111  33.26686108 -111.82072110 1
111  33.26669227 -111.82055253 1
115  33.26666312 -111.82059292
120 Linear Feature 8
111  33.26651590 -111.82079938 1
111  33.26648015 -111.82082702 1
115  33.26656032 -111.82097530
120 Linear Feature 7
111  33.26513419 -111.82109005 1
111  33.26512758 -111.82103804 1
111  33.26500631 -111.82105822 1
115  33.26501194 -111.82111007
120 Linear Feature 6
111  33.26496907 -111.82094870 1
111  33.26496152 -111.82088980 1
111  33.26477007 -111.82092316 1
115  33.26477737 -111.82098740
120 Linear Feature 5
111  33.26667931 -111.81854950 1
115  33.26665133 -111.81858939
120 Linear Feature 5
111  33.26666947 -111.81853949 1
115  33.26664148 -111.81857938
120 Linear Feature 5
111  33.26665917 -111.81852903 1
115  33.26663118 -111.81856892
120 Linear Feature 5
111  33.26671227 -111.81834149 1
115  33.26668428 -111.81838139
120 Linear Feature 5
111  33.26670214 -111.81833120 1
115  33.26667416 -111.81837110
120 Linear Feature 5
111  33.26669243 -111.81832134 1
115  33.26666445 -111.81836123
120 Linear Feature 4
111  33.26641468 -111.81902600 1
115  33.26639500 -111.81905314
120 Linear Feature 4
111  33.26642222 -111.81904064 1
115  33.26640551 -111.81906384
120 Linear Feature 4
111  33.26655230 -111.81913290 1
115  33.26651888 -111.81917930
120 Linear Feature 4
111  33.26654460 -111.81916528 1
115  33.26652788 -111.81918848
120 Linear Feature 3
111  33.26634356 -111.81927626 1
115  33.26638810 -111.81921138
120 Linear Feature 2
111  33.26643261 -111.82000610 1
115  33.26642234 -111.82002037
120 Linear Feature 2
111  33.26644663 -111.82000955 1
115  33.26643169 -111.82002985
120 Linear Feature 2
111  33.26645137 -111.82002513 1
115  33.26644109 -111.82003939
120 Linear Feature 126
111  33.26615123 -111.82059569 1
115  33.26611050 -111.82065127
120 Linear Feature 125
111  33.26590054 -111.82034194 1
115  33.26586044 -111.82039678
120 Linear Feature 124
111  33.26622500 -111.81858232 51
115  33.26611203 -111.81874088
120 Linear Feature 123
111  33.26718230 -111.81956288 51
115  33.26707210 -111.81971784
120 Linear Feature 122
112  33.26622812 -111.81872717  33.26622336 -111.81871553 1
112  33.26621816 -111.81869163  33.26621614 -111.81867973
111  33.26621816 -111.81869163
112  33.26621816 -111.81869163  33.26620868 -111.81863570 51
111  33.26622500 -111.81858232 51
111  33.26631457 -111.81845821
