I
1050 Generated by WorldEditor 2.2.0r2

1    438 1 0 PAFA Fairbanks Intl
115  64.81001251 -147.85397623
120 Linear Feature 41
111  64.80982814 -147.85452762 1
111  64.80985015 -147.85437249 1
115  64.80978555 -147.85439417
120 Linear Feature 41
111  64.80959607 -147.85496237 1
111  64.80961808 -147.85480724 1
115  64.80955347 -147.85482893
120 Linear Feature 40
112  64.80909422 -147.85381630  64.80906454 -147.85364271 1
115  64.80909208 -147.85352420
120 Linear Feature 40
112  64.80932937 -147.85337393  64.80929969 -147.85320034 1
115  64.80933586 -147.85307531
120 Linear Feature 40
112  64.80956451 -147.85294557  64.80953483 -147.85277198 1
115  64.80957135 -147.85264286
120 Linear Feature 40
112  64.80979389 -147.85251237  64.80976421 -147.85233877 1
115  64.80979546 -147.85223052
120 Linear Feature 40
112  64.81002903 -147.85207520  64.80999936 -147.85190160 1
115  64.81003372 -147.85179216
120 Linear Feature 40
112  64.81026929 -147.85165244  64.81022836 -147.85146683 1
115  64.81027488 -147.85134845
120 Linear Feature 40
112  64.81050647 -147.85122007  64.81046555 -147.85103446 1
115  64.81050693 -147.85092152
120 Linear Feature 40
112  64.81073300 -147.85078467  64.81070537 -147.85060867 1
115  64.81073552 -147.85050073
120 Linear Feature 40
112  64.81096917 -147.85035710  64.81094153 -147.85018109 1
115  64.81096542 -147.85007774
120 Linear Feature 40
112  64.81120431 -147.84991991  64.81117667 -147.84974390 1
115  64.81120567 -147.84963572
120 Linear Feature 40
112  64.81144231 -147.84947023  64.81141468 -147.84929422 1
115  64.81145811 -147.84917127
120 Linear Feature 40
112  64.81165701 -147.84907531  64.81162937 -147.84889930 1
115  64.81167173 -147.84877824
120 Linear Feature 40
112  64.81213499 -147.84822185  64.81209918 -147.84803383 1
115  64.81214277 -147.84791172
120 Linear Feature 40
112  64.81232413 -147.84786552  64.81228832 -147.84767750 1
115  64.81233379 -147.84756042
120 Linear Feature 40
112  64.81253882 -147.84747716  64.81250301 -147.84728913 1
115  64.81254356 -147.84717419
120 Linear Feature 40
112  64.81276374 -147.84704875  64.81272793 -147.84686073 1
115  64.81277101 -147.84675570
120 Linear Feature 40
112  64.81297497 -147.84666567  64.81293915 -147.84647764 1
115  64.81297611 -147.84637835
120 Linear Feature 40
112  64.81364053 -147.84543305  64.81360472 -147.84524502 1
115  64.81365169 -147.84513538
120 Linear Feature 40
112  64.81406648 -147.84463808  64.81403919 -147.84447207 1
115  64.81407551 -147.84435561
120 Linear Feature 40
112  64.81388000 -147.84500132  64.81384163 -147.84482330 1
115  64.81389367 -147.84469017
120 Linear Feature 40
112  64.81430080 -147.84420565  64.81427692 -147.84405766 1
115  64.81430889 -147.84392773
120 Linear Feature 40
112  64.81453177 -147.84378876  64.81449340 -147.84362074 1
115  64.81453670 -147.84350866
120 Linear Feature 40
112  64.81515009 -147.84247838  64.81511172 -147.84231036 1
115  64.81515055 -147.84217269
120 Linear Feature 40
112  64.81537948 -147.84204245  64.81534111 -147.84187443 1
115  64.81538654 -147.84173849
120 Linear Feature 40
112  64.81557011 -147.84169585  64.81553175 -147.84152782 1
115  64.81556714 -147.84140619
120 Linear Feature 40
112  64.81580125 -147.84127724  64.81576288 -147.84110921 1
115  64.81581298 -147.84095587
120 Linear Feature 40
112  64.81603267 -147.84086035  64.81599430 -147.84069233 1
115  64.81603034 -147.84055592
120 Linear Feature 40
112  64.81649773 -147.83998539  64.81645936 -147.83981736 1
115  64.81649981 -147.83969282
120 Linear Feature 40
112  64.81673034 -147.83955984  64.81668706 -147.83938893 1
115  64.81674657 -147.83923917
120 Linear Feature 40
112  64.81692541 -147.83918944  64.81689194 -147.83904447 1
115  64.81693001 -147.83890193
120 Linear Feature 40
112  64.81716295 -147.83877010  64.81712213 -147.83859630 1
115  64.81716767 -147.83846499
120 Linear Feature 40
112  64.81786139 -147.83747746  64.81782057 -147.83730365 1
115  64.81786678 -147.83717972
120 Linear Feature 40
112  64.81805523 -147.83712858  64.81801441 -147.83695477 1
115  64.81805537 -147.83683301
120 Linear Feature 39
112  64.81470728 -147.84339836  64.81463827 -147.84321418 1
115  64.81469032 -147.84301949
120 Linear Feature 38
112  64.81339107 -147.84790284  64.81350046 -147.84813827 1
115  64.81361463 -147.84798417
120 Linear Feature 37
112  64.81337651 -147.84842184  64.81345626 -147.84819122 1
111  64.81339107 -147.84790284 1
111  64.81297497 -147.84666567
112  64.81297497 -147.84666567  64.81291874 -147.84655516 1
115  64.81285342 -147.84660410
120 Linear Feature 36
112  64.81457574 -147.84339298  64.81464705 -147.84329238 1
111  64.81470728 -147.84339836 1
115  64.81502378 -147.84434699
120 Linear Feature 36
112  64.81153852 -147.84902332  64.81161296 -147.84897838 1
111  64.81165701 -147.84907531 1
115  64.81195538 -147.84996506
120 Linear Feature 36
112  64.81131892 -147.84942735  64.81139337 -147.84937377 1
111  64.81144231 -147.84947023 1
115  64.81174069 -147.85035997
120 Linear Feature 36
112  64.81108204 -147.84986317  64.81115403 -147.84982112 1
111  64.81120431 -147.84991991 1
115  64.81150268 -147.85080964
120 Linear Feature 36
112  64.81084685 -147.85029589  64.81091884 -147.85025384 1
111  64.81096917 -147.85035710 1
115  64.81126754 -147.85124682
120 Linear Feature 36
112  64.81061219 -147.85072763  64.81068418 -147.85068558 1
111  64.81073300 -147.85078467 1
115  64.81103138 -147.85167439
120 Linear Feature 36
112  64.81037835 -147.85115808  64.81045034 -147.85111603 1
111  64.81050647 -147.85122007 1
115  64.81079769 -147.85211458
120 Linear Feature 36
112  64.81014310 -147.85159091  64.81021509 -147.85154886 1
111  64.81026929 -147.85165244 1
115  64.81056664 -147.85254454
120 Linear Feature 36
112  64.80991231 -147.85201553  64.80998430 -147.85197348 1
111  64.81002903 -147.85207520 1
115  64.81032639 -147.85296730
120 Linear Feature 36
112  64.80967766 -147.85244726  64.80974965 -147.85240521 1
111  64.80979389 -147.85251237 1
115  64.81009022 -147.85340926
120 Linear Feature 36
112  64.80943627 -147.85289139  64.80950928 -147.85282292 1
111  64.80956451 -147.85294557 1
115  64.80986084 -147.85384246
120 Linear Feature 36
112  64.80920915 -147.85330863  64.80927961 -147.85326418 1
111  64.80932937 -147.85337393 1
115  64.80962655 -147.85426280
120 Linear Feature 36
112  64.80897531 -147.85373921  64.80904576 -147.85369476 1
111  64.80909422 -147.85381630 1
115  64.80939737 -147.85470516
120 Linear Feature 36
112  64.81200861 -147.84815841  64.81207907 -147.84809895 1
111  64.81213499 -147.84822185 1
115  64.81243814 -147.84911082
120 Linear Feature 36
112  64.81220316 -147.84780048  64.81227362 -147.84775702 1
111  64.81232413 -147.84786552 1
115  64.81262557 -147.84878051
120 Linear Feature 36
112  64.81241544 -147.84740991  64.81248590 -147.84736045 1
111  64.81253882 -147.84747716 1
115  64.81284027 -147.84839216
120 Linear Feature 36
112  64.81264703 -147.84698381  64.81272260 -147.84695437 1
111  64.81276374 -147.84704875 1
115  64.81306774 -147.84794975
120 Linear Feature 36
112  64.81352286 -147.84537242  64.81359587 -147.84532496 1
111  64.81364053 -147.84543305 1
115  64.81394453 -147.84633407
120 Linear Feature 36
112  64.81375727 -147.84494114  64.81383028 -147.84489368 1
111  64.81388000 -147.84500132 1
115  64.81418400 -147.84590235
120 Linear Feature 36
112  64.81395229 -147.84458233  64.81403382 -147.84455155 1
111  64.81406648 -147.84463808 1
115  64.81437048 -147.84553912
120 Linear Feature 36
112  64.81418308 -147.84415769  64.81426462 -147.84412115 1
111  64.81430080 -147.84420565 1
115  64.81460112 -147.84511823
120 Linear Feature 36
112  64.81441163 -147.84373874  64.81449316 -147.84370220 1
111  64.81453177 -147.84378876 1
115  64.81483209 -147.84470135
120 Linear Feature 36
112  64.81502599 -147.84240187  64.81510753 -147.84236532 1
111  64.81515009 -147.84247838 1
115  64.81549869 -147.84351779
120 Linear Feature 36
112  64.81525479 -147.84198089  64.81533633 -147.84192705 1
111  64.81537948 -147.84204245 1
115  64.81572807 -147.84308186
120 Linear Feature 36
112  64.81544739 -147.84162653  64.81552977 -147.84158069 1
111  64.81557011 -147.84169585 1
115  64.81591701 -147.84272726
120 Linear Feature 36
112  64.81567590 -147.84120607  64.81575829 -147.84116023 1
111  64.81580125 -147.84127724 1
115  64.81614814 -147.84230865
120 Linear Feature 36
112  64.81590295 -147.84079014  64.81598533 -147.84073029 1
111  64.81603267 -147.84086035 1
115  64.81637956 -147.84189178
120 Linear Feature 36
112  64.81638065 -147.83991190  64.81645690 -147.83988329 1
111  64.81649773 -147.83998539 1
115  64.81684463 -147.84101684
120 Linear Feature 36
112  64.81661493 -147.83948118  64.81669118 -147.83945257 1
111  64.81673034 -147.83955984 1
115  64.81708064 -147.84058730
120 Linear Feature 36
112  64.81680489 -147.83913195  64.81688966 -147.83909532 1
111  64.81692541 -147.83918944 1
115  64.81726548 -147.84020889
120 Linear Feature 36
112  64.81703404 -147.83871068  64.81711881 -147.83865099 1
111  64.81716295 -147.83877010 1
115  64.81750302 -147.83978956
120 Linear Feature 36
112  64.81793115 -147.83706138  64.81800570 -147.83702331 1
111  64.81805523 -147.83712858 1
115  64.81839531 -147.83814807
120 Linear Feature 36
112  64.81774028 -147.83741228  64.81781483 -147.83736557 1
111  64.81786139 -147.83747746 1
115  64.81820147 -147.83849694
120 Linear Feature 35
111  64.81845762 -147.84115047 4
115  64.81853490 -147.84100717
120 Linear Feature 35
111  64.81586132 -147.84592286 4
115  64.81593431 -147.84578843
120 Linear Feature 34
111  64.81792707 -147.84005631
112  64.81792707 -147.84005631  64.81803526 -147.83979201 1
111  64.81796220 -147.83947610
112  64.81796220 -147.83947610  64.81807806 -147.83970435 1
111  64.81820771 -147.83954050
112  64.81820771 -147.83954050  64.81810292 -147.83979479 1
111  64.81817829 -147.84012208
114  64.81817829 -147.84012208  64.81806327 -147.83987981 1
120 Linear Feature 33
112  64.81738935 -147.83805746  64.81746091 -147.83801541 1
111  64.81750921 -147.83812194 1
111  64.81796220 -147.83947610 1
111  64.81817829 -147.84012208 1
115  64.81857417 -147.84130552
120 Linear Feature 32
112  64.81671103 -147.84175570  64.81682267 -147.84201807 1
115  64.81696335 -147.84182755
120 Linear Feature 31
112  64.81613632 -147.84036109  64.81620703 -147.84029101 1
111  64.81625996 -147.84040185 1
111  64.81671103 -147.84175570
112  64.81671103 -147.84175570  64.81679196 -147.84205803 1
115  64.81670315 -147.84230580
120 Linear Feature 30
112  64.81750921 -147.83812194  64.81747415 -147.83795739 1
115  64.81751099 -147.83783382
120 Linear Feature 30
112  64.81625996 -147.84040185  64.81623487 -147.84023233 1
115  64.81626429 -147.84012582
120 Linear Feature 30
112  64.81491264 -147.84290287  64.81487773 -147.84273047 1
115  64.81492128 -147.84259454
120 Linear Feature 29
112  64.81532682 -147.84484855  64.81543724 -147.84460351 1
111  64.81536547 -147.84427194
112  64.81536547 -147.84427194  64.81550656 -147.84447086 1
111  64.81560264 -147.84432858
112  64.81560264 -147.84432858  64.81550449 -147.84462264 1
115  64.81557978 -147.84491985
120 Linear Feature 28
112  64.81477955 -147.84285532  64.81486236 -147.84277604 1
111  64.81491264 -147.84290287 1
111  64.81536547 -147.84427194 1
115  64.81557978 -147.84491985
120 Linear Feature 27
112  64.81336670 -147.84595661  64.81333177 -147.84584049 1
115  64.81336685 -147.84565945
120 Linear Feature 26
112  64.81673402 -147.84157399  64.81683285 -147.84186630 3 102
111  64.81694769 -147.84165087 3 102
111  64.81788390 -147.83992949
112  64.81788390 -147.83992949  64.81797665 -147.83970001 3 102
115  64.81789737 -147.83945891
120 Linear Feature 25
111  64.81557379 -147.84423302 3 102
111  64.81664513 -147.84225093
112  64.81664513 -147.84225093  64.81673317 -147.84200233 3 102
115  64.81663164 -147.84176374
120 Linear Feature 24
111  64.81374438 -147.84774570 1
115  64.81401872 -147.84724445
120 Linear Feature 23
112  64.81374438 -147.84774570  64.81383895 -147.84750346 1
111  64.81377855 -147.84719345
112  64.81377855 -147.84719345  64.81391061 -147.84742568 1
115  64.81401872 -147.84724445
120 Linear Feature 22
112  64.81324392 -147.84588563  64.81332144 -147.84583559 1
111  64.81336670 -147.84595661 1
111  64.81377855 -147.84719345 1
115  64.81399581 -147.84784588
120 Linear Feature 21
111  64.82198150 -147.83266154 1
115  64.82197559 -147.83278786
120 Linear Feature 21
111  64.82194798 -147.83328966 1
115  64.82194206 -147.83341598
120 Linear Feature 21
111  64.82183014 -147.83280756 1
115  64.82187452 -147.83288752
120 Linear Feature 21
111  64.82204807 -147.83318652 1
115  64.82209244 -147.83326648
120 Linear Feature 21
111  64.82202686 -147.83283306 1
115  64.82206286 -147.83272760
120 Linear Feature 21
111  64.82185973 -147.83335108 1
115  64.82189572 -147.83324562
120 Linear Feature 21
111  64.82185578 -147.83300689 1
115  64.82179366 -147.83299298
120 Linear Feature 21
111  64.82212942 -147.83308222 1
115  64.82206729 -147.83306831
120 Linear Feature 20
111  64.82180796 -147.83319231 1
115  64.82212596 -147.83287941
120 Linear Feature 19
111  64.82202295 -147.83339081 1
115  64.82189516 -147.83266990
120 Linear Feature 18
111  64.82200751 -147.83462413 4
115  64.82212498 -147.83440411
120 Linear Feature 17
112  64.82148144 -147.83352358  64.82158197 -147.83322721 1
115  64.82150866 -147.83294918
120 Linear Feature 16
112  64.82173172 -147.83361498  64.82160819 -147.83334664 1
111  64.82148144 -147.83352358 1
111  64.81820771 -147.83954050 1
111  64.81792707 -147.84005631 1
111  64.81696335 -147.84182755 1
111  64.81670315 -147.84230580 1
111  64.81560264 -147.84432858 1
115  64.81532682 -147.84484855
120 Linear Feature 15
111  64.82124948 -147.82999044 20
115  64.82138854 -147.82977307
120 Linear Feature 14
112  64.82090135 -147.83153868  64.82100072 -147.83145794 1
115  64.82106383 -147.83162147
120 Linear Feature 13
112  64.82107041 -147.83122798  64.82100296 -147.83139819 1
111  64.82106383 -147.83162147 1
111  64.82150866 -147.83294918 1
111  64.82173172 -147.83361498 1
115  64.82218488 -147.83496758
120 Linear Feature 12
111  64.81650292 -147.84768616 1
115  64.81617290 -147.84668319
120 Linear Feature 12
111  64.81908420 -147.84283085 1
115  64.81877135 -147.84190284
120 Linear Feature 12
111  64.82265096 -147.83637198 1
115  64.82231358 -147.83536468
120 Linear Feature 11
112  64.82117786 -147.83118661  64.82105432 -147.83145694 3 102
111  64.82115656 -147.83171727 3 102
111  64.82150842 -147.83277859
112  64.82150842 -147.83277859  64.82161151 -147.83306094 3 102
111  64.82172056 -147.83286469 3 102
111  64.82187306 -147.83258433
112  64.82187306 -147.83258433  64.82201079 -147.83237573 3 102
111  64.82208775 -147.83262238 3 102
111  64.82229734 -147.83322515
112  64.82229734 -147.83322515  64.82238040 -147.83347213 3 102
111  64.82231523 -147.83366771 3 102
111  64.82215719 -147.83423375
112  64.82215719 -147.83423375  64.82213942 -147.83429447 3 102
112  64.82212498 -147.83440411  64.82212034 -147.83445635
111  64.82212498 -147.83440411
112  64.82212498 -147.83440411  64.82211007 -147.83457221 3 102
111  64.82214881 -147.83468688 3 102
115  64.82222474 -147.83490939
120 Linear Feature 10
112  64.81796956 -147.83931527  64.81806925 -147.83956756 3 102
111  64.81817250 -147.83939870 3 102
111  64.82142455 -147.83342353
112  64.82142455 -147.83342353  64.82152253 -147.83319992 3 102
111  64.82143733 -147.83291890 3 102
111  64.82107781 -147.83184156
112  64.82107781 -147.83184156  64.82095758 -147.83153013 3 102
115  64.82083585 -147.83182153
120 Linear Feature 9
111  64.81860020 -147.84158000 3 102
111  64.81845762 -147.84115047 3 102
111  64.81816356 -147.84026461
112  64.81816356 -147.84026461  64.81807257 -147.84002914 3 102
111  64.81796122 -147.84020343 3 102
111  64.81685511 -147.84223758 3 102
111  64.81672851 -147.84241928 3 102
111  64.81566233 -147.84437440
112  64.81566233 -147.84437440  64.81554578 -147.84458102 3 102
111  64.81562832 -147.84489132 3 102
111  64.81593431 -147.84578843 3 102
115  64.81607691 -147.84620649
120 Linear Feature 8
111  64.82214907 -147.83504317 3 102
111  64.82200751 -147.83462413 3 102
111  64.82171287 -147.83375190
112  64.82171287 -147.83375190  64.82160785 -147.83347493 3 102
111  64.82149164 -147.83370313 3 102
111  64.81827007 -147.83962417
112  64.81827007 -147.83962417  64.81816570 -147.83987278 3 102
111  64.81823883 -147.84011639 3 102
111  64.81853490 -147.84100717 3 102
115  64.81867972 -147.84144291
120 Linear Feature 7
111  64.82286248 -147.83620866 20
115  64.82288222 -147.83617003
120 Linear Feature 6
111  64.82235049 -147.83529256 3 102
111  64.82249325 -147.83571945 3 102
111  64.82265045 -147.83618956
112  64.82265045 -147.83618956  64.82274615 -147.83639719 3 102
115  64.82284865 -147.83622850
120 Linear Feature 5
112  64.82255155 -147.83678968  64.82263743 -147.83653880 3 102
111  64.82257049 -147.83630850 3 102
111  64.82241846 -147.83585533 3 102
115  64.82227703 -147.83543376
120 Linear Feature 4
111  64.81880509 -147.84182264 3 102
111  64.81894813 -147.84224588 3 102
111  64.81908612 -147.84265416
112  64.81908612 -147.84265416  64.81916185 -147.84285440 3 102
115  64.81929700 -147.84278842
120 Linear Feature 3
112  64.81902129 -147.84329602  64.81908774 -147.84306375 3 102
111  64.81901397 -147.84280577 3 102
111  64.81887091 -147.84238221 3 102
115  64.81872857 -147.84196079
120 Linear Feature 2
111  64.81620678 -147.84660930 3 102
111  64.81634179 -147.84701994 3 102
111  64.81650354 -147.84751194 3 102
116  64.81669147 -147.84758696  64.81681572 -147.84746683
120 Linear Feature 1
111  64.81642150 -147.84808485 3 102
112  64.81643205 -147.84764590  64.81636460 -147.84740565
111  64.81643205 -147.84764590 3 102
111  64.81627268 -147.84716167 3 102
115  64.81613146 -147.84673260
120 Linear Feature 47
112  64.81189765 -147.84867485  64.81185792 -147.84850089 1
115  64.81189523 -147.84836703
120 Linear Feature 46
112  64.81229227 -147.85041467  64.81236721 -147.85020889 1
111  64.81231919 -147.84992837
112  64.81231919 -147.84992837  64.81243566 -147.85011505 1
115  64.81253895 -147.84996127
120 Linear Feature 45
112  64.81176846 -147.84860026  64.81185333 -147.84853237 1
111  64.81189765 -147.84867485 1
111  64.81231919 -147.84992837 1
115  64.81251458 -147.85050939
120 Linear Feature 44
111  64.80944372 -147.85669933 4
115  64.80952072 -147.85656259
120 Linear Feature 43
111  64.80938576 -147.85633744
112  64.80938576 -147.85633744  64.80928042 -147.85606639 1
111  64.80913721 -147.85621370
112  64.80913721 -147.85621370  64.80922561 -147.85596327 1
111  64.80916501 -147.85567287
112  64.80916501 -147.85567287  64.80928915 -147.85588647 1
111  64.80939696 -147.85573627
114  64.80939696 -147.85573627  64.80930165 -147.85599995 1
120 Linear Feature 42
112  64.80978739 -147.85754656  64.80990477 -147.85778627 1
111  64.81003387 -147.85760027 1
115  64.81032460 -147.85707207
120 Linear Feature 41
111  64.80946825 -147.85864993 1
111  64.80974538 -147.85812550
112  64.80974538 -147.85812550  64.80985720 -147.85786586 1
111  64.80978739 -147.85754656 1
111  64.80938576 -147.85633744 1
111  64.80916501 -147.85567287 1
111  64.80877353 -147.85449433
112  64.80877353 -147.85449433  64.80868732 -147.85427337 1
111  64.80878626 -147.85408731 1
111  64.80897531 -147.85373921 1
111  64.80909208 -147.85352420 1
111  64.80920915 -147.85330863 1
111  64.80933586 -147.85307531 1
111  64.80943627 -147.85289139 1
111  64.80957135 -147.85264286 1
111  64.80967766 -147.85244726 1
111  64.80979546 -147.85223052 1
111  64.80991231 -147.85201553 1
111  64.81003372 -147.85179216 1
111  64.81014310 -147.85159091 1
111  64.81027488 -147.85134845 1
111  64.81037835 -147.85115808 1
111  64.81050693 -147.85092152 1
111  64.81061219 -147.85072763 1
111  64.81073552 -147.85050073 1
111  64.81084685 -147.85029589 1
111  64.81096542 -147.85007774 1
111  64.81108204 -147.84986317 1
111  64.81120567 -147.84963572 1
111  64.81131892 -147.84942735 1
111  64.81145811 -147.84917127 1
111  64.81153852 -147.84902332 1
111  64.81167173 -147.84877824 1
111  64.81176846 -147.84860026 1
111  64.81189523 -147.84836703 1
111  64.81200861 -147.84815841 1
111  64.81214277 -147.84791172 1
111  64.81220316 -147.84780048 1
111  64.81233379 -147.84756042 1
111  64.81241544 -147.84740991 1
111  64.81254356 -147.84717419 1
111  64.81264703 -147.84698381 1
111  64.81277101 -147.84675570 1
111  64.81285342 -147.84660410 1
111  64.81297611 -147.84637835 1
111  64.81324392 -147.84588563 1
111  64.81336685 -147.84565945 1
111  64.81352286 -147.84537242 1
111  64.81365169 -147.84513538 1
111  64.81375727 -147.84494114 1
111  64.81389367 -147.84469017 1
111  64.81395229 -147.84458233 1
111  64.81407551 -147.84435561 1
111  64.81418308 -147.84415769 1
111  64.81430889 -147.84392773 1
111  64.81441163 -147.84373874 1
111  64.81453670 -147.84350866 1
112  64.81457574 -147.84339298  64.81459205 -147.84332815 1
111  64.81461758 -147.84323019
112  64.81461758 -147.84323019  64.81465270 -147.84309169 1
111  64.81469032 -147.84301949 1
111  64.81477955 -147.84285532 1
111  64.81492128 -147.84259454 1
111  64.81502599 -147.84240187 1
111  64.81515055 -147.84217269 1
111  64.81525479 -147.84198089 1
111  64.81538654 -147.84173849 1
111  64.81544739 -147.84162653 1
111  64.81556714 -147.84140619 1
111  64.81567590 -147.84120607 1
111  64.81581298 -147.84095587 1
111  64.81590295 -147.84079014 1
111  64.81603034 -147.84055592 1
111  64.81613632 -147.84036109 1
111  64.81626429 -147.84012582 1
111  64.81638065 -147.83991190 1
111  64.81649981 -147.83969282 1
111  64.81661493 -147.83948118 1
111  64.81674657 -147.83923917 1
111  64.81680489 -147.83913195 1
111  64.81693001 -147.83890193 1
111  64.81703404 -147.83871068 1
111  64.81716767 -147.83846499 1
111  64.81738935 -147.83805746 1
111  64.81751099 -147.83783382 1
111  64.81774028 -147.83741228 1
111  64.81786678 -147.83717972 1
111  64.81793115 -147.83706138 1
111  64.81805537 -147.83683301 1
111  64.81811332 -147.83672646
112  64.81811332 -147.83672646  64.81815753 -147.83663977 1
112  64.81822558 -147.83645641  64.81827783 -147.83637045
111  64.81822558 -147.83645641 1
111  64.82090135 -147.83153868 1
111  64.82107041 -147.83122798 1
115  64.82286116 -147.82793681
120 Linear Feature 40
111  64.80719833 -147.86082863 4
115  64.80729265 -147.86065981
120 Linear Feature 39
111  64.80904653 -147.85618444 5
115  64.80913304 -147.85643509
120 Linear Feature 38
111  64.80688181 -147.85983095 5
115  64.80695194 -147.85970424
120 Linear Feature 37
112  64.80690900 -147.86030915  64.80697446 -147.86009881 1
111  64.80693400 -147.85981095
112  64.80693400 -147.85981095  64.80705138 -147.85999478 1
111  64.80715692 -147.85985346
112  64.80715692 -147.85985346  64.80707190 -147.86009562 1
115  64.80712673 -147.86038729
120 Linear Feature 36
112  64.80712673 -147.86038729  64.80702440 -147.86018932 1
115  64.80689120 -147.86034187
120 Linear Feature 35
112  64.80754959 -147.86165184  64.80766552 -147.86188347 1
111  64.80779036 -147.86172696 1
115  64.80806706 -147.86120751
120 Linear Feature 34
111  64.80599993 -147.85702388 1
111  64.80693400 -147.85981095 1
111  64.80712673 -147.86038729 1
111  64.80754959 -147.86165184
112  64.80754959 -147.86165184  64.80762044 -147.86195086 1
111  64.80752900 -147.86220417 1
115  64.80724730 -147.86272849
120 Linear Feature 33
111  64.80553344 -147.86232836 5
111  64.80556510 -147.86226370 5
115  64.80560041 -147.86219160
120 Linear Feature 32
111  64.80464933 -147.85952181 1
115  64.80556510 -147.86226370
120 Linear Feature 31
111  64.80397304 -147.86675983 4
115  64.80406593 -147.86659081
120 Linear Feature 30
112  64.80391905 -147.86636959  64.80383888 -147.86601329 1
115  64.80394140 -147.86576361
120 Linear Feature 29
112  64.80431885 -147.86757336  64.80444887 -147.86783550 1
111  64.80456588 -147.86764207 1
115  64.80484866 -147.86713306
120 Linear Feature 28
112  64.80366050 -147.86627990  64.80381544 -147.86610429 1
111  64.80391905 -147.86636959 1
111  64.80431885 -147.86757336
112  64.80431885 -147.86757336  64.80439036 -147.86791693 1
111  64.80429068 -147.86815616 1
115  64.80385188 -147.86896547
120 Linear Feature 27
111  64.79979316 -147.87442277 4
115  64.79990279 -147.87422581
120 Linear Feature 26
111  64.81254601 -147.85099100 4
115  64.81270327 -147.85070704
120 Linear Feature 25
111  64.81390654 -147.84849444 4
115  64.81433583 -147.84770949
120 Linear Feature 24
111  64.82249325 -147.83571945 4
115  64.82241846 -147.83585533
120 Linear Feature 24
111  64.81894813 -147.84224588 4
115  64.81887091 -147.84238221
120 Linear Feature 24
111  64.81634179 -147.84701994 4
115  64.81627268 -147.84716167
120 Linear Feature 24
111  64.81499048 -147.85053239 4
111  64.81492771 -147.85064101 4
115  64.81487057 -147.85073986
120 Linear Feature 23
112  64.81315540 -147.85243927  64.81307172 -147.85211623 1
111  64.81315870 -147.85191156 1
115  64.81339345 -147.85148300
120 Linear Feature 22
111  64.81260704 -147.85287049 1
111  64.81292034 -147.85228919
112  64.81292034 -147.85228919  64.81298625 -147.85210037 1
111  64.81295335 -147.85183078 1
112  64.81315148 -147.85187125  64.81324989 -147.85172486
111  64.81315148 -147.85187125 1
115  64.81337900 -147.85144270
120 Linear Feature 21
112  64.81229227 -147.85041467  64.81242229 -147.85030011 1
115  64.81251458 -147.85050939
120 Linear Feature 20
112  64.81253895 -147.84996127  64.81244415 -147.85021373 1
111  64.81251458 -147.85050939 1
111  64.81295335 -147.85183078 1
115  64.81315540 -147.85243927
120 Linear Feature 19
112  64.81399581 -147.84784588  64.81390325 -147.84750269 1
111  64.81401872 -147.84724445 1
111  64.81532682 -147.84484855
112  64.81532682 -147.84484855  64.81547760 -147.84464063 1
111  64.81557978 -147.84491985 1
115  64.81603664 -147.84627353
120 Linear Feature 18
112  64.81437611 -147.84964969  64.81448395 -147.84939101 1
111  64.81440323 -147.84905297 1
111  64.81409425 -147.84814055 1
111  64.81399581 -147.84784588
112  64.81399581 -147.84784588  64.81388565 -147.84757644 1
111  64.81374438 -147.84774570 1
111  64.81361463 -147.84798417 1
111  64.81337651 -147.84842184 1
111  64.81253895 -147.84996127 1
111  64.81229227 -147.85041467 1
111  64.80939696 -147.85573627 1
111  64.80913721 -147.85621370 1
111  64.80715692 -147.85985346 1
111  64.80690900 -147.86030915 1
111  64.80689120 -147.86034187 1
111  64.80394140 -147.86576361 1
111  64.80366050 -147.86627990 1
111  64.79982543 -147.87332878
112  64.79982543 -147.87332878  64.79963349 -147.87377074 1
111  64.79981979 -147.87425198 1
111  64.80009880 -147.87507957
112  64.80009880 -147.87507957  64.80015523 -147.87522389 1
115  64.80021661 -147.87526124
120 Linear Feature 17
111  64.81492771 -147.85064101 1
111  64.81463358 -147.84975538
112  64.81463358 -147.84975538  64.81452252 -147.84944986 1
111  64.81437611 -147.84964969 1
115  64.81424595 -147.84988838
120 Linear Feature 16
111  64.81600108 -147.84633792 3 102
111  64.81586132 -147.84592286 3 102
111  64.81555039 -147.84499945
112  64.81555039 -147.84499945  64.81546167 -147.84476438 3 102
111  64.81535207 -147.84495485 3 102
111  64.81429910 -147.84689497
112  64.81429910 -147.84689497  64.81416743 -147.84710713 3 102
111  64.81423394 -147.84739517 3 102
111  64.81433583 -147.84770949 3 102
115  64.81467023 -147.84871286
120 Linear Feature 15
112  64.81379215 -147.84705581  64.81389237 -147.84730616 3 102
111  64.81400508 -147.84711061 3 102
115  64.81532243 -147.84470459
120 Linear Feature 14
112  64.81342471 -147.84776448  64.81351061 -147.84798695 3 102
111  64.81360278 -147.84784993 3 102
111  64.81370060 -147.84767313
112  64.81370060 -147.84767313  64.81378650 -147.84747865 3 102
115  64.81371376 -147.84721198
120 Linear Feature 13
112  64.81236533 -147.84969769  64.81245833 -147.84994803 3 102
111  64.81255775 -147.84977406 3 102
111  64.81330736 -147.84841010
